00000001c1153b48 (__TEXT,__text) non-external +[Cube initialize]
00000001c113f7d8 (__TEXT,__text) non-external -[MREffectDateline elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c11404b4 (__TEXT,__text) non-external -[MREffectDateline endMorphing]
00000001c11422c8 (__TEXT,__text) non-external -[MREffectDateline getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00000001c113f99c (__TEXT,__text) non-external -[MREffectDateline getVerticesCoordinates:withMatrix:forElement:]
00000001c1141c00 (__TEXT,__text) non-external -[MREffectDateline hasMoreSlidesFromTime:backwards:startTime:duration:]
00000001c11321d4 (__TEXT,__text) non-external -[MREffectDateline initWithEffectID:]
00000001c1142018 (__TEXT,__text) non-external -[MREffectDateline interestingTimeForElement:]
00000001c1141da4 (__TEXT,__text) non-external -[MREffectDateline interestingTimeForTime:]
00000001c1134338 (__TEXT,__text) non-external -[MREffectDateline isLoadedForTime:]
00000001c1134100 (__TEXT,__text) non-external -[MREffectDateline lowestDisplayTime]
00000001c11358f8 (__TEXT,__text) non-external -[MREffectDateline prerenderForTime:inContext:withArguments:]
00000001c1137d78 (__TEXT,__text) non-external -[MREffectDateline renderAtTime:inContext:withArguments:]
00000001c1134674 (__TEXT,__text) non-external -[MREffectDateline setAttributes:]
00000001c1132d68 (__TEXT,__text) non-external -[MREffectDateline setPixelSize:]
00000001c1133f24 (__TEXT,__text) non-external -[MREffectDateline showDurationForSlideAtIndex:]
00000001c1133e24 (__TEXT,__text) non-external -[MREffectDateline showTimeForSlideAtIndex:]
00000001c1142534 (__TEXT,__text) non-external -[MREffectDateline supportsChapters]
00000001c114253c (__TEXT,__text) non-external -[MREffectDateline timeForNextChapterAfterTime:]
00000001c11425c8 (__TEXT,__text) non-external -[MREffectDateline timeForPreviousChapterBeforeTime:]
00000001c1142668 (__TEXT,__text) non-external -[MREffectDateline(MRLoadable) _loadForTime:inContext:withArguments:]
00000001c1142a90 (__TEXT,__text) non-external -[MREffectDateline(MRLoadable) _maxLinesForTextElement:]
00000001c1142a78 (__TEXT,__text) non-external -[MREffectDateline(MRLoadable) _maxSizeForTextElement:]
00000001c1142a98 (__TEXT,__text) non-external -[MREffectDateline(MRLoadable) _unload]
00000001c116bdf0 (__TEXT,__text) non-external -[MREffectDotProgress isNative3D]
00000001c116bdf8 (__TEXT,__text) non-external -[MREffectDotProgress prerenderForTime:inContext:withArguments:]
00000001c116be00 (__TEXT,__text) non-external -[MREffectDotProgress renderAtTime:inContext:withArguments:]
00000001c116bd18 (__TEXT,__text) non-external -[MREffectDotProgress setAttributes:]
00000001c111a450 (__TEXT,__text) non-external -[MREffectFilmStrip _cleanup]
00000001c111a660 (__TEXT,__text) non-external -[MREffectFilmStrip elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c111a824 (__TEXT,__text) non-external -[MREffectFilmStrip getVerticesCoordinates:withMatrix:forElement:]
00000001c111a3ec (__TEXT,__text) non-external -[MREffectFilmStrip initWithEffectID:]
00000001c111a484 (__TEXT,__text) non-external -[MREffectFilmStrip renderAtTime:inContext:withArguments:]
00000001c111a894 (__TEXT,__text) non-external -[MREffectFilmStrip(MRLoadable) _unload]
00000001c10ff7d8 (__TEXT,__text) non-external -[MREffectFlipup _applySizeScripts:]
00000001c10ff01c (__TEXT,__text) non-external -[MREffectFlipup _applyTimingToSlideProviders]
00000001c10ff3b4 (__TEXT,__text) non-external -[MREffectFlipup _aspectRatioForSlideIndex:]
00000001c10fe79c (__TEXT,__text) non-external -[MREffectFlipup _cleanup]
00000001c10feaf4 (__TEXT,__text) non-external -[MREffectFlipup _durationForEffect:]
00000001c10fee28 (__TEXT,__text) non-external -[MREffectFlipup _isMovieForSlideAtIndex:slideInformation:]
00000001c110000c (__TEXT,__text) non-external -[MREffectFlipup _iterationForTime:]
00000001c10feef8 (__TEXT,__text) non-external -[MREffectFlipup _movieDurationForSlideAtIndex:slideInformation:]
00000001c10feb74 (__TEXT,__text) non-external -[MREffectFlipup _setupForSlideInformation:aspectRatio:]
00000001c10fffd8 (__TEXT,__text) non-external -[MREffectFlipup _startTimeForIteration:]
00000001c10ff2e0 (__TEXT,__text) non-external -[MREffectFlipup displayTimeForSlideAtIndex:]
00000001c10ff38c (__TEXT,__text) non-external -[MREffectFlipup displayTimeForTextAtIndex:]
00000001c1101998 (__TEXT,__text) non-external -[MREffectFlipup elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c1101bcc (__TEXT,__text) non-external -[MREffectFlipup getCurrentCenter:scale:rotation:isMain:forElement:]
00000001c1101f74 (__TEXT,__text) non-external -[MREffectFlipup getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00000001c1101b5c (__TEXT,__text) non-external -[MREffectFlipup getVerticesCoordinates:withMatrix:forElement:]
00000001c1101cc8 (__TEXT,__text) non-external -[MREffectFlipup hasMoreSlidesFromTime:backwards:startTime:duration:]
00000001c10fe640 (__TEXT,__text) non-external -[MREffectFlipup initWithEffectID:]
00000001c1101ee0 (__TEXT,__text) non-external -[MREffectFlipup interestingTimeForElement:]
00000001c1101e3c (__TEXT,__text) non-external -[MREffectFlipup interestingTimeForTime:]
00000001c10fff00 (__TEXT,__text) non-external -[MREffectFlipup isLoadedForTime:]
00000001c10ffa54 (__TEXT,__text) non-external -[MREffectFlipup loadPositions]
00000001c10ff3ac (__TEXT,__text) non-external -[MREffectFlipup lowestDisplayTime]
00000001c10ff49c (__TEXT,__text) non-external -[MREffectFlipup prerenderForTime:inContext:withArguments:]
00000001c10fe954 (__TEXT,__text) non-external -[MREffectFlipup releaseByEffectLayer:]
00000001c1100108 (__TEXT,__text) non-external -[MREffectFlipup renderAtTime:inContext:withArguments:]
00000001c10fe828 (__TEXT,__text) non-external -[MREffectFlipup setAttributes:]
00000001c10fefc8 (__TEXT,__text) non-external -[MREffectFlipup setPhaseInDuration:mainDuration:phaseOutDuration:]
00000001c10fe8cc (__TEXT,__text) non-external -[MREffectFlipup setPixelSize:]
00000001c10ff21c (__TEXT,__text) non-external -[MREffectFlipup showDurationForSlideAtIndex:]
00000001c10ff1a0 (__TEXT,__text) non-external -[MREffectFlipup showTimeForSlideAtIndex:]
00000001c110216c (__TEXT,__text) non-external -[MREffectFlipup(MRLoadable) _loadForTime:inContext:withArguments:]
00000001c11024d0 (__TEXT,__text) non-external -[MREffectFlipup(MRLoadable) _maxLinesForTextElement:]
00000001c11024ac (__TEXT,__text) non-external -[MREffectFlipup(MRLoadable) _maxSizeForTextElement:]
00000001c1102564 (__TEXT,__text) non-external -[MREffectFlipup(MRLoadable) _unload]
00000001c101b70c (__TEXT,__text) non-external -[MREffectFlipupBackground _cleanup]
00000001c101b624 (__TEXT,__text) non-external -[MREffectFlipupBackground initWithEffectID:]
00000001c101b7c4 (__TEXT,__text) non-external -[MREffectFlipupBackground isLoadedForTime:]
00000001c101b7dc (__TEXT,__text) non-external -[MREffectFlipupBackground prerenderForTime:inContext:withArguments:]
00000001c101b89c (__TEXT,__text) non-external -[MREffectFlipupBackground renderAtTime:inContext:withArguments:]
00000001c101b864 (__TEXT,__text) non-external -[MREffectFlipupBackground setAttributes:]
00000001c101b750 (__TEXT,__text) non-external -[MREffectFlipupBackground setPixelSize:]
00000001c101b9a8 (__TEXT,__text) non-external -[MREffectFlipupBackground(MRLoadable) _unload]
00000001c1143cb0 (__TEXT,__text) non-external -[MREffectFloating _applySizeScript]
00000001c114407c (__TEXT,__text) non-external -[MREffectFloating _applyTimingToSlideProviders]
00000001c114448c (__TEXT,__text) non-external -[MREffectFloating _bestTimeInfoFor:time:start:end:]
00000001c1143510 (__TEXT,__text) non-external -[MREffectFloating _cleanup]
00000001c114395c (__TEXT,__text) non-external -[MREffectFloating _mainDurationForImageCount:]
00000001c1144bf4 (__TEXT,__text) non-external -[MREffectFloating _orderImages]
00000001c1146430 (__TEXT,__text) non-external -[MREffectFloating _rotationForRelative:directionFactor:]
00000001c1146370 (__TEXT,__text) non-external -[MREffectFloating _zTranslationForRelativeTime:]
00000001c1143bfc (__TEXT,__text) non-external -[MREffectFloating appendSlideInformation:andTextInformation:]
00000001c1144b90 (__TEXT,__text) non-external -[MREffectFloating displayTimeForSlideAtIndex:]
00000001c1144bec (__TEXT,__text) non-external -[MREffectFloating displayTimeForTextAtIndex:]
00000001c1143610 (__TEXT,__text) non-external -[MREffectFloating firstSlideIndexStillNeededAtTime:]
00000001c1143448 (__TEXT,__text) non-external -[MREffectFloating initWithEffectID:]
00000001c1143900 (__TEXT,__text) non-external -[MREffectFloating isOpaque]
00000001c1144b6c (__TEXT,__text) non-external -[MREffectFloating lowestDisplayTime]
00000001c1143bec (__TEXT,__text) non-external -[MREffectFloating needsMoreSlidesAtTime:]
00000001c1144e3c (__TEXT,__text) non-external -[MREffectFloating prerenderForTime:inContext:withArguments:]
00000001c1144fc8 (__TEXT,__text) non-external -[MREffectFloating renderAtTime:inContext:withArguments:]
00000001c11439b0 (__TEXT,__text) non-external -[MREffectFloating setMultiImageSlideRange:]
00000001c1143c78 (__TEXT,__text) non-external -[MREffectFloating setPhaseInDuration:mainDuration:phaseOutDuration:]
00000001c1143908 (__TEXT,__text) non-external -[MREffectFloating setPixelSize:]
00000001c11464ac (__TEXT,__text) non-external -[MREffectFloating setTotalImages:]
00000001c114491c (__TEXT,__text) non-external -[MREffectFloating showDurationForSlideAtIndex:]
00000001c114470c (__TEXT,__text) non-external -[MREffectFloating showTimeForSlideAtIndex:]
00000001c11435bc (__TEXT,__text) non-external -[MREffectFloating supportsDynamicExpansion]
00000001c114649c (__TEXT,__text) non-external -[MREffectFloating totalImages]
00000001c11435c4 (__TEXT,__text) non-external -[MREffectFloating typicalSlideBatchSize]
00000001c11464bc (__TEXT,__text) non-external -[MREffectFloating(MRLoadable) _unload]
00000001c1150d04 (__TEXT,__text) non-external -[MREffectFramedMap _currentRect]
00000001c1151234 (__TEXT,__text) non-external -[MREffectFramedMap _fetchMapTile:]
00000001c1150d3c (__TEXT,__text) non-external -[MREffectFramedMap _mapScale]
00000001c1150d2c (__TEXT,__text) non-external -[MREffectFramedMap _setZoom:]
00000001c1150bf8 (__TEXT,__text) non-external -[MREffectFramedMap _unload]
00000001c1150b2c (__TEXT,__text) non-external -[MREffectFramedMap cleanup]
00000001c1151744 (__TEXT,__text) non-external -[MREffectFramedMap elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c1151750 (__TEXT,__text) non-external -[MREffectFramedMap getVerticesCoordinates:withMatrix:forElement:]
00000001c1150a84 (__TEXT,__text) non-external -[MREffectFramedMap initWithEffectID:]
00000001c1150bec (__TEXT,__text) non-external -[MREffectFramedMap isLoadedForTime:]
00000001c1150cfc (__TEXT,__text) non-external -[MREffectFramedMap isNative3D]
00000001c1150bf4 (__TEXT,__text) non-external -[MREffectFramedMap loadForTime:inContext:withArguments:now:]
00000001c1150d68 (__TEXT,__text) non-external -[MREffectFramedMap prerenderForTime:inContext:withArguments:]
00000001c11515a8 (__TEXT,__text) non-external -[MREffectFramedMap renderAtTime:inContext:withArguments:]
00000001c1150ca4 (__TEXT,__text) non-external -[MREffectFramedMap setPixelSize:]
00000001c1151848 (__TEXT,__text) non-external -[MREffectFramedMap(GestureSupport) pzrCancel:]
00000001c1151834 (__TEXT,__text) non-external -[MREffectFramedMap(GestureSupport) pzrEnd:]
00000001c1151758 (__TEXT,__text) non-external -[MREffectFramedMap(GestureSupport) pzrStart:]
00000001c1151794 (__TEXT,__text) non-external -[MREffectFramedMap(GestureSupport) pzrUpdate:]
00000001c112e4c0 (__TEXT,__text) non-external -[MREffectFramedSlide _cleanup]
00000001c112f008 (__TEXT,__text) non-external -[MREffectFramedSlide _renderImage:withFrame:atTime:inContext:withArguments:]
00000001c112f3bc (__TEXT,__text) non-external -[MREffectFramedSlide elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c112f3f8 (__TEXT,__text) non-external -[MREffectFramedSlide getVerticesCoordinates:withMatrix:forElement:]
00000001c112e45c (__TEXT,__text) non-external -[MREffectFramedSlide init]
00000001c112eacc (__TEXT,__text) non-external -[MREffectFramedSlide isNative3D]
00000001c112ead4 (__TEXT,__text) non-external -[MREffectFramedSlide isOpaque]
00000001c112eadc (__TEXT,__text) non-external -[MREffectFramedSlide prerenderForTime:inContext:withArguments:]
00000001c112eca4 (__TEXT,__text) non-external -[MREffectFramedSlide renderAtTime:inContext:withArguments:]
00000001c112e4f4 (__TEXT,__text) non-external -[MREffectFramedSlide setAttributes:]
00000001c112ea18 (__TEXT,__text) non-external -[MREffectFramedSlide setLiveAttributes:]
00000001c112f5f4 (__TEXT,__text) non-external -[MREffectFramedText _cleanup]
00000001c1130bd0 (__TEXT,__text) non-external -[MREffectFramedText elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c1130c0c (__TEXT,__text) non-external -[MREffectFramedText getVerticesCoordinates:withMatrix:forElement:]
00000001c112f58c (__TEXT,__text) non-external -[MREffectFramedText init]
00000001c112fa80 (__TEXT,__text) non-external -[MREffectFramedText isLoadedForTime:]
00000001c112fb14 (__TEXT,__text) non-external -[MREffectFramedText isNative3D]
00000001c112fb1c (__TEXT,__text) non-external -[MREffectFramedText isOpaque]
00000001c112fb24 (__TEXT,__text) non-external -[MREffectFramedText prerenderForTime:inContext:withArguments:]
00000001c112fbc0 (__TEXT,__text) non-external -[MREffectFramedText renderAtTime:inContext:withArguments:]
00000001c112f66c (__TEXT,__text) non-external -[MREffectFramedText setAttributes:]
00000001c11312fc (__TEXT,__text) non-external -[MREffectFramedText(GestureSupport) pzrCancel:]
00000001c11312e8 (__TEXT,__text) non-external -[MREffectFramedText(GestureSupport) pzrEnd:]
00000001c1131290 (__TEXT,__text) non-external -[MREffectFramedText(GestureSupport) pzrStart:]
00000001c11312b4 (__TEXT,__text) non-external -[MREffectFramedText(GestureSupport) pzrUpdate:]
00000001c1130c94 (__TEXT,__text) non-external -[MREffectFramedText(MRLoadable) _loadForTime:inContext:withArguments:]
00000001c1131128 (__TEXT,__text) non-external -[MREffectFramedText(MRLoadable) _maxLinesForTextElement:]
00000001c113106c (__TEXT,__text) non-external -[MREffectFramedText(MRLoadable) _maxSizeForTextElement:]
00000001c11311c8 (__TEXT,__text) non-external -[MREffectFramedText(MRLoadable) _unload]
00000001c11311bc (__TEXT,__text) non-external -[MREffectFramedText(MRLoadable) beginMorphingToAspectRatio:withDuration:]
00000001c0fb7e70 (__TEXT,__text) non-external -[MREffectGlobe _cleanup]
00000001c0fb7af8 (__TEXT,__text) non-external -[MREffectGlobe initWithEffectID:]
00000001c0fb8064 (__TEXT,__text) non-external -[MREffectGlobe isLoadedForTime:]
00000001c0fb8134 (__TEXT,__text) non-external -[MREffectGlobe prerenderForTime:inContext:withArguments:]
00000001c0fb8634 (__TEXT,__text) non-external -[MREffectGlobe renderAtTime:inContext:withArguments:]
00000001c0fb825c (__TEXT,__text) non-external -[MREffectGlobe setAttributes:]
00000001c0fb7f60 (__TEXT,__text) non-external -[MREffectGlobe setPixelSize:]
00000001c0fb90c4 (__TEXT,__text) non-external -[MREffectGlobe(MRLoadable) _unload]
00000001c0fb91e0 (__TEXT,__text) non-external -[MREffectGradient renderAtTime:inContext:withArguments:]
00000001c0fb9abc (__TEXT,__text) non-external -[MREffectHangingPictures _applyTimingToSlideProviders]
00000001c0fb9d40 (__TEXT,__text) non-external -[MREffectHangingPictures _buildScenarioWithCountOfSlides:aspectRatios:]
00000001c0fb97d8 (__TEXT,__text) non-external -[MREffectHangingPictures _cleanup]
00000001c0fba1ec (__TEXT,__text) non-external -[MREffectHangingPictures _updateSlideTimings]
00000001c0fb9a90 (__TEXT,__text) non-external -[MREffectHangingPictures displayTimeForSlideAtIndex:]
00000001c0fb9aac (__TEXT,__text) non-external -[MREffectHangingPictures displayTimeForTextAtIndex:]
00000001c0fbec7c (__TEXT,__text) non-external -[MREffectHangingPictures elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c0fbeeb8 (__TEXT,__text) non-external -[MREffectHangingPictures getVerticesCoordinates:withMatrix:forElement:]
00000001c0fb94f4 (__TEXT,__text) non-external -[MREffectHangingPictures initWithEffectID:]
00000001c0fba5e8 (__TEXT,__text) non-external -[MREffectHangingPictures isLoadedForTime:]
00000001c0fb9ab4 (__TEXT,__text) non-external -[MREffectHangingPictures lowestDisplayTime]
00000001c0fba6d8 (__TEXT,__text) non-external -[MREffectHangingPictures prerenderForTime:inContext:withArguments:]
00000001c0fbdba4 (__TEXT,__text) non-external -[MREffectHangingPictures renderAtTime:inContext:withArguments:]
00000001c0fb9bb4 (__TEXT,__text) non-external -[MREffectHangingPictures setPhaseInDuration:mainDuration:phaseOutDuration:]
00000001c0fb9c28 (__TEXT,__text) non-external -[MREffectHangingPictures setPixelSize:]
00000001c0fb9a6c (__TEXT,__text) non-external -[MREffectHangingPictures showDurationForSlideAtIndex:]
00000001c0fb9a50 (__TEXT,__text) non-external -[MREffectHangingPictures showTimeForSlideAtIndex:]
00000001c0fbefa8 (__TEXT,__text) non-external -[MREffectHangingPictures(MRLoadable) _unload]
00000001c0fbf2d0 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights _cleanup]
00000001c0fbf06c (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights initWithEffectID:]
00000001c0fbf3fc (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights prerenderForTime:inContext:withArguments:]
00000001c0fbf4a4 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights renderAtTime:inContext:withArguments:]
00000001c0fbf340 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights setPixelSize:]
00000001c0fc0224 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights(MRLoadable) _unload]
00000001c0fc05c0 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars _cleanup]
00000001c0fc06ec (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars _initStars]
00000001c0fc0358 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars initWithEffectID:]
00000001c0fc09e8 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars prerenderForTime:inContext:withArguments:]
00000001c0fc0a90 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars renderAtTime:inContext:withArguments:]
00000001c0fc0630 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars setPixelSize:]
00000001c0fc0f54 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars(MRLoadable) _unload]
00000001c0fc11f4 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle _cleanup]
00000001c0fc2250 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c0fc2334 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle getVerticesCoordinates:withMatrix:forElement:]
00000001c0fc1074 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle initWithEffectID:]
00000001c0fc1250 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle isLoadedForTime:]
00000001c0fc12fc (__TEXT,__text) non-external -[MREffectHangingPicturesTitle prerenderForTime:inContext:withArguments:]
00000001c0fc14b0 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle renderAtTime:inContext:withArguments:]
00000001c0fc23d0 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00000001c0fc277c (__TEXT,__text) non-external -[MREffectHangingPicturesTitle(MRLoadable) _maxLinesForTextElement:]
00000001c0fc274c (__TEXT,__text) non-external -[MREffectHangingPicturesTitle(MRLoadable) _maxSizeForTextElement:]
00000001c0fc2694 (__TEXT,__text) non-external -[MREffectHangingPicturesTitle(MRLoadable) _unload]
00000001c116dcfc (__TEXT,__text) non-external -[MREffectHyperGrid _applyLayoutsFromEffectAttributes]
00000001c116cc94 (__TEXT,__text) non-external -[MREffectHyperGrid _applyTimingToSlideProviders:]
00000001c116d934 (__TEXT,__text) non-external -[MREffectHyperGrid _aspectRatioForSlideIndex:]
00000001c116d480 (__TEXT,__text) non-external -[MREffectHyperGrid _calculateMainDuration]
00000001c116c5e4 (__TEXT,__text) non-external -[MREffectHyperGrid _cleanup]
00000001c1170af0 (__TEXT,__text) non-external -[MREffectHyperGrid _drawSlideAtIndex:size:position:atTime:iterationTime:iterationDuration:inContext:withArguments:]
00000001c116da00 (__TEXT,__text) non-external -[MREffectHyperGrid _isMovieForSlideAtIndex:slideInformation:]
00000001c11703ac (__TEXT,__text) non-external -[MREffectHyperGrid _iterationForTime:]
00000001c1170350 (__TEXT,__text) non-external -[MREffectHyperGrid _layoutAtIndexHasBreak:]
00000001c116dab0 (__TEXT,__text) non-external -[MREffectHyperGrid _movieDurationForSlideAtIndex:slideInformation:]
00000001c116fcd0 (__TEXT,__text) non-external -[MREffectHyperGrid _relativePointForLayout:andDirection:atIndex:landscape:]
00000001c116fbc0 (__TEXT,__text) non-external -[MREffectHyperGrid _relativeSizeForLayout:atIndex:landscape:]
00000001c1170598 (__TEXT,__text) non-external -[MREffectHyperGrid _renderIterationAtIndex:firstIteration:atTime:relativeTime:inContext:withArguments:]
00000001c116e034 (__TEXT,__text) non-external -[MREffectHyperGrid _setupLayoutsWithSlideInfo:aspectRatio:]
00000001c11710cc (__TEXT,__text) non-external -[MREffectHyperGrid _slideProviderWithAspectRatio:nearest:actual:]
00000001c116f548 (__TEXT,__text) non-external -[MREffectHyperGrid _updateIterationTiming:slideInformation:aspectRatio:startTime:]
00000001c116fa64 (__TEXT,__text) non-external -[MREffectHyperGrid _updateIterationTimingsWithSlideInformation:aspectRatio:]
00000001c116d0cc (__TEXT,__text) non-external -[MREffectHyperGrid _updateSizeScripts:aspectRatio:]
00000001c11719a8 (__TEXT,__text) non-external -[MREffectHyperGrid beginMorphingToAspectRatio:withDuration:]
00000001c116d738 (__TEXT,__text) non-external -[MREffectHyperGrid displayTimeForSlideAtIndex:]
00000001c116d8d0 (__TEXT,__text) non-external -[MREffectHyperGrid displayTimeForTextAtIndex:]
00000001c116c8a0 (__TEXT,__text) non-external -[MREffectHyperGrid effectAuthoredAttributes]
00000001c116c890 (__TEXT,__text) non-external -[MREffectHyperGrid effectAuthoredSlideCount]
00000001c1171190 (__TEXT,__text) non-external -[MREffectHyperGrid elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c11713c4 (__TEXT,__text) non-external -[MREffectHyperGrid getCurrentCenter:scale:rotation:isMain:forElement:]
00000001c117184c (__TEXT,__text) non-external -[MREffectHyperGrid getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00000001c1171354 (__TEXT,__text) non-external -[MREffectHyperGrid getVerticesCoordinates:withMatrix:forElement:]
00000001c1171554 (__TEXT,__text) non-external -[MREffectHyperGrid hasMoreSlidesFromTime:backwards:startTime:duration:]
00000001c116c468 (__TEXT,__text) non-external -[MREffectHyperGrid initWithEffectID:]
00000001c11716cc (__TEXT,__text) non-external -[MREffectHyperGrid interestingTimeForElement:]
00000001c1171630 (__TEXT,__text) non-external -[MREffectHyperGrid interestingTimeForTime:]
00000001c116cc8c (__TEXT,__text) non-external -[MREffectHyperGrid isOpaque]
00000001c1170a3c (__TEXT,__text) non-external -[MREffectHyperGrid iterationTime:duration:forIndex:atTime:inIteration:firstIterationIndex:currentIterationIndex:]
00000001c116db60 (__TEXT,__text) non-external -[MREffectHyperGrid layoutForSlideIndex:forIterations:atIndex:]
00000001c116c888 (__TEXT,__text) non-external -[MREffectHyperGrid lowestDisplayTime]
00000001c116d8d8 (__TEXT,__text) non-external -[MREffectHyperGrid needsMoreSlidesAtTime:]
00000001c116ff78 (__TEXT,__text) non-external -[MREffectHyperGrid prerenderForTime:inContext:withArguments:]
00000001c11704b4 (__TEXT,__text) non-external -[MREffectHyperGrid renderAtTime:inContext:withArguments:]
00000001c116c688 (__TEXT,__text) non-external -[MREffectHyperGrid setAttributes:]
00000001c116d5c4 (__TEXT,__text) non-external -[MREffectHyperGrid showDurationForSlideAtIndex:]
00000001c116d334 (__TEXT,__text) non-external -[MREffectHyperGrid showTimeForSlideAtIndex:]
00000001c116dca0 (__TEXT,__text) non-external -[MREffectHyperGrid slideIndex:isInIteration:]
00000001c11719bc (__TEXT,__text) non-external -[MREffectHyperGrid(MRLoadable) _unload]
00000001c112026c (__TEXT,__text) non-external -[MREffectJustAButton elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c1120280 (__TEXT,__text) non-external -[MREffectJustAButton prerenderForTime:inContext:withArguments:]
00000001c11202bc (__TEXT,__text) non-external -[MREffectJustAButton renderAtTime:inContext:withArguments:]
00000001c11201d0 (__TEXT,__text) non-external -[MREffectJustAButton setLiveAttributes:]
00000001c0fc27f8 (__TEXT,__text) non-external -[MREffectJustASlide _cleanup]
00000001c0fc387c (__TEXT,__text) non-external -[MREffectJustASlide beginMorphingToAspectRatio:withDuration:]
00000001c0fc37b8 (__TEXT,__text) non-external -[MREffectJustASlide elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c0fc37f4 (__TEXT,__text) non-external -[MREffectJustASlide getVerticesCoordinates:withMatrix:forElement:]
00000001c0fc2784 (__TEXT,__text) non-external -[MREffectJustASlide init]
00000001c0fc2970 (__TEXT,__text) non-external -[MREffectJustASlide isAlphaFriendly]
00000001c0fc3a80 (__TEXT,__text) non-external -[MREffectJustASlide isFocuser]
00000001c0fc282c (__TEXT,__text) non-external -[MREffectJustASlide isNative3D]
00000001c0fc28e4 (__TEXT,__text) non-external -[MREffectJustASlide isOpaque]
00000001c0fc3734 (__TEXT,__text) non-external -[MREffectJustASlide patchworkAtTime:inContext:withArguments:]
00000001c0fc29ec (__TEXT,__text) non-external -[MREffectJustASlide prerenderForTime:inContext:withArguments:]
00000001c0fc2a6c (__TEXT,__text) non-external -[MREffectJustASlide renderAtTime:inContext:withArguments:]
00000001c0fc34fc (__TEXT,__text) non-external -[MREffectJustASlide retainedByUserRenderedImageAtTime:inContext:withArguments:]
00000001c0fc3a90 (__TEXT,__text) non-external -[MREffectJustASlide setIsFocuser:]
00000001c0fc445c (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) canMoveInDirection:withPZR:]
00000001c0fc42cc (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) pzrCancel:]
00000001c0fc3fac (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) pzrEnd:]
00000001c0fc3aa0 (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) pzrStart:]
00000001c0fc3b60 (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) pzrUpdate:]
00000001c0fc440c (__TEXT,__text) non-external -[MREffectJustASlide(GestureSupport) resetPZR]
00000001c116af64 (__TEXT,__text) non-external -[MREffectJustAText elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c116af70 (__TEXT,__text) non-external -[MREffectJustAText getVerticesCoordinates:withMatrix:forElement:]
00000001c116af04 (__TEXT,__text) non-external -[MREffectJustAText init]
00000001c116af88 (__TEXT,__text) non-external -[MREffectJustAText isLoadedForTime:]
00000001c116b01c (__TEXT,__text) non-external -[MREffectJustAText prerenderForTime:inContext:withArguments:]
00000001c116b06c (__TEXT,__text) non-external -[MREffectJustAText renderAtTime:inContext:withArguments:]
00000001c116b314 (__TEXT,__text) non-external -[MREffectJustAText(MRLoadable) _loadForTime:inContext:withArguments:]
00000001c116b9d0 (__TEXT,__text) non-external -[MREffectJustAText(MRLoadable) _maxLinesForTextElement:]
00000001c116b9b8 (__TEXT,__text) non-external -[MREffectJustAText(MRLoadable) _maxSizeForTextElement:]
00000001c116ba20 (__TEXT,__text) non-external -[MREffectJustAText(MRLoadable) _unload]
