00000001e2d20868 (__DATA,__data) external _DefaultServerName
00000001d3754e5c (__TEXT,__text) external _phFriNfc_Desfire_ConvertToReadOnly
00000001d37abbf4 (__TEXT,__text) external _phFriNfc_Desfire_Format
00000001d37561c8 (__TEXT,__text) external _phFriNfc_Desfire_HChkNDEFFileAccessRights
00000001d3755330 (__TEXT,__text) external _phFriNfc_Desfire_HCrHandler
00000001d3756108 (__TEXT,__text) external _phFriNfc_Desfire_HGetLeBytes
00000001d3755124 (__TEXT,__text) external _phFriNfc_Desfire_HProcReadData
00000001d375508c (__TEXT,__text) external _phFriNfc_Desfire_HSendTransCmd
00000001d3754f90 (__TEXT,__text) external _phFriNfc_Desfire_HSetGet_NLEN
00000001d3755660 (__TEXT,__text) external _phFriNfc_Desfire_Process
00000001d37548bc (__TEXT,__text) external _phFriNfc_Desfire_RdNdef
00000001d3755490 (__TEXT,__text) external _phFriNfc_Desfire_ReadBinary
00000001d37aafec (__TEXT,__text) external _phFriNfc_Desfire_Reset
00000001d3754a24 (__TEXT,__text) external _phFriNfc_Desfire_SelectFile
00000001d3754bb8 (__TEXT,__text) external _phFriNfc_Desfire_SelectSmartTag
00000001d3755b7c (__TEXT,__text) external _phFriNfc_Desfire_UpdateBinary
00000001d3755ef0 (__TEXT,__text) external _phFriNfc_Desfire_Update_SmartTagCapContainer
00000001d3754c84 (__TEXT,__text) external _phFriNfc_Desfire_WrNdef
00000001e2d205b0 (__DATA,__data) non-external _phFriNfc_Desfire_WrNdef.aPacketData
00000001e2d205b4 (__DATA,__data) non-external _phFriNfc_Desfire_WrNdef.dwPktDataLength
00000001d37927fc (__TEXT,__text) external _phFriNfc_Felica_CB_Transceive
00000001d3793a64 (__TEXT,__text) external _phFriNfc_Felica_ChkNdef
00000001d3792ac0 (__TEXT,__text) external _phFriNfc_Felica_ConvertToRdOnlyNdef
00000001d3791c0c (__TEXT,__text) external _phFriNfc_Felica_HAfterRead_CopyDataToBuff
00000001d3793f80 (__TEXT,__text) external _phFriNfc_Felica_HCalCheckSum
00000001d3793cec (__TEXT,__text) external _phFriNfc_Felica_HCheckManufId
00000001d3791fcc (__TEXT,__text) external _phFriNfc_Felica_HChkApduBuff_Size
00000001d3793120 (__TEXT,__text) external _phFriNfc_Felica_HChkAttrBlkForRdOp
00000001d3792fe0 (__TEXT,__text) external _phFriNfc_Felica_HChkAttrBlkForWrOp
00000001d3791a04 (__TEXT,__text) external _phFriNfc_Felica_HCrHandler
00000001d379158c (__TEXT,__text) external _phFriNfc_Felica_HGetMaximumBlksToRead
00000001d37917e8 (__TEXT,__text) external _phFriNfc_Felica_HInitInternalBuf
00000001d3791840 (__TEXT,__text) external _phFriNfc_Felica_HNdefRdAttrInfo
00000001d37929b4 (__TEXT,__text) external _phFriNfc_Felica_HNdefWrAttrInfo
00000001d3793b00 (__TEXT,__text) external _phFriNfc_Felica_HPollCard
00000001d3791930 (__TEXT,__text) external _phFriNfc_Felica_HRdAttrInfo
00000001d3791b3c (__TEXT,__text) external _phFriNfc_Felica_HReadData
00000001d37921d8 (__TEXT,__text) external _phFriNfc_Felica_HSetTransceiveForRead
00000001d37920e8 (__TEXT,__text) external _phFriNfc_Felica_HSetTrxLen
00000001d3792d10 (__TEXT,__text) external _phFriNfc_Felica_HUpdateAttrBlkForRdOnlyOp
00000001d3792b68 (__TEXT,__text) external _phFriNfc_Felica_HUpdateAttrBlkForWrOp
00000001d3793d54 (__TEXT,__text) external _phFriNfc_Felica_HUpdateAttrInfo
00000001d37931b0 (__TEXT,__text) external _phFriNfc_Felica_HUpdateData
00000001d3793be0 (__TEXT,__text) external _phFriNfc_Felica_HUpdateManufIdDetails
00000001d3792ea0 (__TEXT,__text) external _phFriNfc_Felica_HWrEmptyMsg
00000001d37939d8 (__TEXT,__text) external _phFriNfc_Felica_HWriteDataBlk
00000001d3793ed8 (__TEXT,__text) external _phFriNfc_Felica_MemCompare
00000001d3792330 (__TEXT,__text) external _phFriNfc_Felica_Process
00000001d3791614 (__TEXT,__text) external _phFriNfc_Felica_RdNdef
00000001d3792894 (__TEXT,__text) external _phFriNfc_Felica_WrNdef
00000001e2d20860 (__DATA,__data) non-external _phFriNfc_Felica_WrNdef.aPacketData
00000001e2d20864 (__DATA,__data) non-external _phFriNfc_Felica_WrNdef.dwPktDataLength
00000001d378eee8 (__TEXT,__text) external _phFriNfc_GetNdefFuncIndex
00000001d37ae32c (__TEXT,__text) external _phFriNfc_ISO15693_FmtProcess
00000001d37ae674 (__TEXT,__text) external _phFriNfc_ISO15693_FmtReset
00000001d37ae6d4 (__TEXT,__text) external _phFriNfc_ISO15693_Format
00000001d37ae18c (__TEXT,__text) external _phFriNfc_ISO15693_H_FmtReadWrite
00000001d37ae3c8 (__TEXT,__text) external _phFriNfc_ISO15693_H_GetMaxDataSize
00000001d37ae4c4 (__TEXT,__text) external _phFriNfc_ISO15693_H_ProFormat
00000001d37ac57c (__TEXT,__text) external _phFriNfc_Llcp_EncodeLinkParams
00000001d37949d4 (__TEXT,__text) external _phFriNfc_Llcp_EncodeTLV
00000001d3773a9c (__TEXT,__text) external _phFriNfc_MapTool_NDEF_ChkSpcVer
00000001d37739e4 (__TEXT,__text) external _phFriNfc_MapTool_NDEF_SetCardState
00000001d374d8f0 (__TEXT,__text) external _phFriNfc_MfStd_Format
00000001d374ef7c (__TEXT,__text) external _phFriNfc_MfStd_H_BlkNoToWrTLV
00000001d374dc64 (__TEXT,__text) external _phFriNfc_MfStd_H_CallCon
00000001d374ea0c (__TEXT,__text) external _phFriNfc_MfStd_H_CallDisCon
00000001d374ea74 (__TEXT,__text) external _phFriNfc_MfStd_H_ChangeAuthSt
00000001d374ef00 (__TEXT,__text) external _phFriNfc_MfStd_H_ChkAcsBit
00000001d374e498 (__TEXT,__text) external _phFriNfc_MfStd_H_ErrRdSectTr
00000001d374e41c (__TEXT,__text) external _phFriNfc_MfStd_H_ErrWrSectTr
00000001d374e618 (__TEXT,__text) external _phFriNfc_MfStd_H_FillSendBuf
00000001d374eb98 (__TEXT,__text) external _phFriNfc_MfStd_H_NdefComplSect
00000001d374db58 (__TEXT,__text) external _phFriNfc_MfStd_H_ProAuth
00000001d374dcd0 (__TEXT,__text) external _phFriNfc_MfStd_H_ProCon
00000001d374e2a8 (__TEXT,__text) external _phFriNfc_MfStd_H_ProErrAuth
00000001d374ddec (__TEXT,__text) external _phFriNfc_MfStd_H_ProRdSectTr
00000001d374e1bc (__TEXT,__text) external _phFriNfc_MfStd_H_ProUpdMADBlk
00000001d374e0f4 (__TEXT,__text) external _phFriNfc_MfStd_H_ProWrMADBlk
00000001d374df7c (__TEXT,__text) external _phFriNfc_MfStd_H_ProWrSectTr
00000001d374ede4 (__TEXT,__text) external _phFriNfc_MfStd_H_StrNdefData
00000001d374e954 (__TEXT,__text) external _phFriNfc_MfStd_H_Transceive
00000001d374d98c (__TEXT,__text) external _phFriNfc_MfStd_H_WrRdAuth
00000001d374ed3c (__TEXT,__text) external _phFriNfc_MfStd_MemCompare
00000001d374d9f0 (__TEXT,__text) external _phFriNfc_MfStd_Process
00000001d374d878 (__TEXT,__text) external _phFriNfc_MfStd_Reset
00000001d37a0a7c (__TEXT,__text) external _phFriNfc_MfUL_CalcByteNum
00000001d37bf988 (__TEXT,__text) external _phFriNfc_MfUL_CalcRemainingLockBits
00000001d37a0980 (__TEXT,__text) external _phFriNfc_MfUL_ConvertToReadOnly
00000001d37bed28 (__TEXT,__text) external _phFriNfc_MfUL_Format
00000001d37bfb84 (__TEXT,__text) external _phFriNfc_MfUL_GetDefaultLockBytesInfo
00000001d37bfaf8 (__TEXT,__text) external _phFriNfc_MfUL_GetLockBytesInfo
00000001d37bfa64 (__TEXT,__text) external _phFriNfc_MfUL_GetSkipSize
00000001d37a2190 (__TEXT,__text) external _phFriNfc_MfUL_H_CallWrOp
00000001d37a3140 (__TEXT,__text) external _phFriNfc_MfUL_H_Chk16Bytes
00000001d37a0ca0 (__TEXT,__text) external _phFriNfc_MfUL_H_ChkCCBytes
00000001d37a0b34 (__TEXT,__text) external _phFriNfc_MfUL_H_ChkLockBits
00000001d37bffb4 (__TEXT,__text) external _phFriNfc_MfUL_H_ChkOtpFindTagType
00000001d37a15d0 (__TEXT,__text) external _phFriNfc_MfUL_H_ChkRemainTLV
00000001d37a0f60 (__TEXT,__text) external _phFriNfc_MfUL_H_CopyRdBytes
00000001d379fa90 (__TEXT,__text) external _phFriNfc_MfUL_H_CpDataToUserBuf
00000001d37bf9e0 (__TEXT,__text) external _phFriNfc_MfUL_H_FindNtagSize
00000001d37c0128 (__TEXT,__text) external _phFriNfc_MfUL_H_MapNtagSize
00000001d37a1c94 (__TEXT,__text) external _phFriNfc_MfUL_H_NxtOp
00000001d37bf0f4 (__TEXT,__text) external _phFriNfc_MfUL_H_ProRd16Bytes
00000001d37bf27c (__TEXT,__text) external _phFriNfc_MfUL_H_ProWrOTPBytes
00000001d37a1290 (__TEXT,__text) external _phFriNfc_MfUL_H_ProWrittenBytes
00000001d37a116c (__TEXT,__text) external _phFriNfc_MfUL_H_Rd16Bytes
00000001d379fe60 (__TEXT,__text) external _phFriNfc_MfUL_H_RdBeforeWrite
00000001d379f9b8 (__TEXT,__text) external _phFriNfc_MfUL_H_RdCardfindNdefTLV
00000001d379fd58 (__TEXT,__text) external _phFriNfc_MfUL_H_SelectSector
00000001d37bff08 (__TEXT,__text) external _phFriNfc_MfUL_H_Transceive
00000001d37a3468 (__TEXT,__text) external _phFriNfc_MfUL_H_UpdateLen
00000001d37a1eac (__TEXT,__text) external _phFriNfc_MfUL_H_UpdateWrLen
00000001d37a24e8 (__TEXT,__text) external _phFriNfc_MfUL_H_Wr4bytes
00000001d37bed9c (__TEXT,__text) external _phFriNfc_MfUL_H_WrRd
00000001d37a1e30 (__TEXT,__text) external _phFriNfc_MfUL_H_WrTermTLV
00000001d37bfc00 (__TEXT,__text) external _phFriNfc_MfUL_H_fillSendBuf
00000001d37a00c8 (__TEXT,__text) external _phFriNfc_MfUL_H_fillSendBufToWr
00000001d37a31e8 (__TEXT,__text) external _phFriNfc_MfUL_H_findDynLockBytes
00000001d37a1744 (__TEXT,__text) external _phFriNfc_MfUL_H_findNDEFTLV
00000001d37a3334 (__TEXT,__text) external _phFriNfc_MfUL_H_findReservedBytes
00000001d37bf2ec (__TEXT,__text) external _phFriNfc_MfUL_ParseTLVs
00000001e2d21986 (__DATA,__bss) non-external _phFriNfc_MfUL_ParseTLVs.card_size_remaining
00000001e2d21984 (__DATA,__bss) non-external _phFriNfc_MfUL_ParseTLVs.lock_mem_ndef_index
00000001e2d21988 (__DATA,__bss) non-external _phFriNfc_MfUL_ParseTLVs.ndef_data_size
00000001e2d2198c (__DATA,__bss) non-external _phFriNfc_MfUL_ParseTLVs.parse_tlv
00000001e2d21985 (__DATA,__bss) non-external _phFriNfc_MfUL_ParseTLVs.skip_lock_mem_size
00000001d37bee00 (__TEXT,__text) external _phFriNfc_MfUL_Process
00000001d37bf69c (__TEXT,__text) external _phFriNfc_MfUL_ReadWriteLockBytes
00000001d37becd0 (__TEXT,__text) external _phFriNfc_MfUL_Reset
00000001d37bf7bc (__TEXT,__text) external _phFriNfc_MfUL_UpdateAndWriteLockBits
00000001d37a94d0 (__TEXT,__text) external _phFriNfc_MifStd1k_H_BlkChk
00000001d37a9258 (__TEXT,__text) external _phFriNfc_MifStd4k_H_CheckNdef
00000001d37a5af8 (__TEXT,__text) external _phFriNfc_MifStd_H_AuthSector
00000001d37a6024 (__TEXT,__text) external _phFriNfc_MifStd_H_BlkChk
00000001d37aab90 (__TEXT,__text) external _phFriNfc_MifStd_H_BlkChk_1
00000001d37a8b7c (__TEXT,__text) external _phFriNfc_MifStd_H_CallConnect
00000001d37a6458 (__TEXT,__text) external _phFriNfc_MifStd_H_CallDisCon
00000001d37a78c4 (__TEXT,__text) external _phFriNfc_MifStd_H_CallWrNdefLen
00000001d37aa4e0 (__TEXT,__text) external _phFriNfc_MifStd_H_Chk16Bytes
00000001d37a96b0 (__TEXT,__text) external _phFriNfc_MifStd_H_ChkAcsBit
00000001d37a91d0 (__TEXT,__text) external _phFriNfc_MifStd_H_ChkIntLen
00000001d37a9aa8 (__TEXT,__text) external _phFriNfc_MifStd_H_ChkNdefCmpltSects
00000001d37a9858 (__TEXT,__text) external _phFriNfc_MifStd_H_ChkRdWr
00000001d37a7c5c (__TEXT,__text) external _phFriNfc_MifStd_H_ChkRemainTLVs
00000001d37a7f18 (__TEXT,__text) external _phFriNfc_MifStd_H_ChkTLVs
00000001d37a8fc0 (__TEXT,__text) external _phFriNfc_MifStd_H_Complete
00000001d37a9794 (__TEXT,__text) external _phFriNfc_MifStd_H_GPBChk
00000001d37a7668 (__TEXT,__text) external _phFriNfc_MifStd_H_Get1kStTrail
00000001d37a7530 (__TEXT,__text) external _phFriNfc_MifStd_H_Get4kStTrail
00000001d37a9a28 (__TEXT,__text) external _phFriNfc_MifStd_H_GetActCardLen
00000001d37aa580 (__TEXT,__text) external _phFriNfc_MifStd_H_GetNxtTLV
00000001d37a945c (__TEXT,__text) external _phFriNfc_MifStd_H_GetSect
00000001d37aadc4 (__TEXT,__text) external _phFriNfc_MifStd_H_GetSectorTrailerBlkNo
00000001d37a9b8c (__TEXT,__text) external _phFriNfc_MifStd_H_IntLenWioutNdef
00000001d37a7260 (__TEXT,__text) external _phFriNfc_MifStd_H_ProAcsBits
00000001d37a716c (__TEXT,__text) external _phFriNfc_MifStd_H_ProAuth
00000001d37a8478 (__TEXT,__text) external _phFriNfc_MifStd_H_ProBytesToWr
00000001d37a6834 (__TEXT,__text) external _phFriNfc_MifStd_H_ProChkNdef
00000001d37a88a4 (__TEXT,__text) external _phFriNfc_MifStd_H_ProRdTLV
00000001d37a8d08 (__TEXT,__text) external _phFriNfc_MifStd_H_ProStatNotValid
00000001d37a6e70 (__TEXT,__text) external _phFriNfc_MifStd_H_ProWrABlock
00000001d37a741c (__TEXT,__text) external _phFriNfc_MifStd_H_ProWrACSbitsRdOnly
00000001d37aaf3c (__TEXT,__text) external _phFriNfc_MifStd_H_ProWrSectorTrailor
00000001d37a85fc (__TEXT,__text) external _phFriNfc_MifStd_H_ProWrTLV
00000001d37a9610 (__TEXT,__text) external _phFriNfc_MifStd_H_Rd16Bytes
00000001d37a6168 (__TEXT,__text) external _phFriNfc_MifStd_H_RdABlock
00000001d37a9580 (__TEXT,__text) external _phFriNfc_MifStd_H_RdAcsBit
00000001d37a64dc (__TEXT,__text) external _phFriNfc_MifStd_H_RdBeforeWr
00000001d37a839c (__TEXT,__text) external _phFriNfc_MifStd_H_RdTLV
00000001d37a5f90 (__TEXT,__text) external _phFriNfc_MifStd_H_RdWrReset
00000001d37a8a5c (__TEXT,__text) external _phFriNfc_MifStd_H_RdtoWrNdefLen
00000001d37a6a5c (__TEXT,__text) external _phFriNfc_MifStd_H_RemainTLV
00000001d37a89e0 (__TEXT,__text) external _phFriNfc_MifStd_H_SetNdefBlkAuth
00000001d37aa87c (__TEXT,__text) external _phFriNfc_MifStd_H_UpdRemTLV
00000001d37aa728 (__TEXT,__text) external _phFriNfc_MifStd_H_UpdateTLV
00000001d37a6550 (__TEXT,__text) external _phFriNfc_MifStd_H_WrABlock
00000001d37aae30 (__TEXT,__text) external _phFriNfc_MifStd_H_WrSectorTrailorBlock
00000001d37a76e4 (__TEXT,__text) external _phFriNfc_MifStd_H_WrTLV
00000001d37aab0c (__TEXT,__text) external _phFriNfc_MifStd_H_WrTermTLV
00000001d37a7a2c (__TEXT,__text) external _phFriNfc_MifStd_H_WriteNdefLen
00000001d37a92e8 (__TEXT,__text) external _phFriNfc_MifStd_H_fillAIDarray
00000001d37aa980 (__TEXT,__text) external _phFriNfc_MifStd_H_fillSendBuf
00000001d37a9f60 (__TEXT,__text) external _phFriNfc_MifStd_H_fillTLV1
00000001d37aa32c (__TEXT,__text) external _phFriNfc_MifStd_H_fillTLV1_1
00000001d37aa110 (__TEXT,__text) external _phFriNfc_MifStd_H_fillTLV2
00000001d37aa3e0 (__TEXT,__text) external _phFriNfc_MifStd_H_fillTLV2_1
00000001d37aac6c (__TEXT,__text) external _phFriNfc_MifareStdMap_CB_ConnectDisconnect
00000001d37a5d58 (__TEXT,__text) external _phFriNfc_MifareStdMap_CB_Transceive
00000001d37a596c (__TEXT,__text) external _phFriNfc_MifareStdMap_ChkNdef
00000001d37aacd8 (__TEXT,__text) external _phFriNfc_MifareStdMap_ConvertToReadOnly
00000001d37a58e8 (__TEXT,__text) external _phFriNfc_MifareStdMap_H_Reset
00000001d37a5c48 (__TEXT,__text) external _phFriNfc_MifareStdMap_Process
00000001d37a5df0 (__TEXT,__text) external _phFriNfc_MifareStdMap_RdNdef
00000001e2d208bc (__DATA,__data) non-external _phFriNfc_MifareStdMap_RdNdef.aPacketData
00000001e2d208c0 (__DATA,__data) non-external _phFriNfc_MifareStdMap_RdNdef.dwPktDataLength
00000001d37a6280 (__TEXT,__text) external _phFriNfc_MifareStdMap_WrNdef
00000001e2d208c4 (__DATA,__data) non-external _phFriNfc_MifareStdMap_WrNdef.aPacketData
00000001e2d208c8 (__DATA,__data) non-external _phFriNfc_MifareStdMap_WrNdef.dwPktDataLength
00000001f25da670 (__AUTH_CONST,__const) non-external _phFriNfc_MifareStd_FuncPtr
00000001d37a8f48 (__TEXT,__text) external _phFriNfc_MifareStd_GetNdefFuncIndex
00000001d37a70f8 (__TEXT,__text) external _phFriNfc_MifareStd_iAuth
00000001d37a8e98 (__TEXT,__text) external _phFriNfc_MifareStd_iAuthFail
00000001d37a67c4 (__TEXT,__text) external _phFriNfc_MifareStd_iChkNdefComp
00000001d37a8c60 (__TEXT,__text) external _phFriNfc_MifareStd_iConnect
00000001d37a8b08 (__TEXT,__text) external _phFriNfc_MifareStd_iDisconnect
00000001d37a7b08 (__TEXT,__text) external _phFriNfc_MifareStd_iGetACTCardSize
00000001d37a8bf0 (__TEXT,__text) external _phFriNfc_MifareStd_iPoll
00000001d37a71f0 (__TEXT,__text) external _phFriNfc_MifareStd_iRdACSBit
00000001d37a8408 (__TEXT,__text) external _phFriNfc_MifareStd_iRdBefWrNdefLen
00000001d37a8834 (__TEXT,__text) external _phFriNfc_MifareStd_iRdTlv
00000001d37a7984 (__TEXT,__text) external _phFriNfc_MifareStd_iRdToWrNdefLen
00000001d37a698c (__TEXT,__text) external _phFriNfc_MifareStd_iRead
00000001d37a8960 (__TEXT,__text) external _phFriNfc_MifareStd_iTermTlv
00000001d37a7784 (__TEXT,__text) external _phFriNfc_MifareStd_iWrACSBit
00000001d37a77f4 (__TEXT,__text) external _phFriNfc_MifareStd_iWrNdefLen
00000001d37a858c (__TEXT,__text) external _phFriNfc_MifareStd_iWrTlv
00000001d37a6df0 (__TEXT,__text) external _phFriNfc_MifareStd_iWrite
00000001d37a08e8 (__TEXT,__text) external _phFriNfc_MifareUL_CB_Transceive
00000001d37a0450 (__TEXT,__text) external _phFriNfc_MifareUL_ChkNdef
00000001f25da530 (__AUTH_CONST,__const) non-external _phFriNfc_MifareUL_FuncPtr
00000001d37a2e48 (__TEXT,__text) external _phFriNfc_MifareUL_GetNdefFuncIndex
00000001d37a2ec0 (__TEXT,__text) external _phFriNfc_MifareUL_H_Complete
00000001d37a0564 (__TEXT,__text) external _phFriNfc_MifareUL_Process
00000001e2d21935 (__DATA,__bss) non-external _phFriNfc_MifareUL_Process.bCRFlag
00000001d379f840 (__TEXT,__text) external _phFriNfc_MifareUL_RdNdef
00000001d379fb68 (__TEXT,__text) external _phFriNfc_MifareUL_WrNdef
00000001e2d208b4 (__DATA,__data) non-external _phFriNfc_MifareUL_WrNdef.aPacketData
00000001e2d208b8 (__DATA,__data) non-external _phFriNfc_MifareUL_WrNdef.dwPktDataLength
00000001d37a0b84 (__TEXT,__text) external _phFriNfc_MifareUL_iChkNdefComp
00000001d37a20a4 (__TEXT,__text) external _phFriNfc_MifareUL_iFndNdefComp
00000001d37a1d6c (__TEXT,__text) external _phFriNfc_MifareUL_iFndNdefCompIntReadOp
00000001d37a148c (__TEXT,__text) external _phFriNfc_MifareUL_iFndNdefCompReadOp
00000001d37a0df0 (__TEXT,__text) external _phFriNfc_MifareUL_iRead
00000001d37a2434 (__TEXT,__text) external _phFriNfc_MifareUL_iRoNdefComp
00000001d37a2588 (__TEXT,__text) external _phFriNfc_MifareUL_iRoNdefWriteCC
00000001d37a261c (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorChk1
00000001d37a2d64 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorChk2
00000001d37a29ec (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorRW1
00000001d37a2a8c (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorRW2
00000001d37a26bc (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorRd1
00000001d37a2758 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorRd2
00000001d37a2be4 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorReset1
00000001d37a2c84 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorReset2
00000001d37a294c (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorWrInit1
00000001d37a2dcc (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorWrInit2
00000001d37a27e0 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorWrite1
00000001d37a2880 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorWrite2
00000001d37a22b8 (__TEXT,__text) external _phFriNfc_MifareUL_iTermTlv
00000001d37a2328 (__TEXT,__text) external _phFriNfc_MifareUL_iWrLenTlv
00000001d37a1220 (__TEXT,__text) external _phFriNfc_MifareUL_iWrite
00000001d3771390 (__TEXT,__text) external _phFriNfc_NDEF_Connect
00000001d377111c (__TEXT,__text) external _phFriNfc_NDEF_Deinit
00000001d3770fbc (__TEXT,__text) external _phFriNfc_NDEF_Init
00000001d37712d4 (__TEXT,__text) external _phFriNfc_NDEF_Reconnect
00000001d3771054 (__TEXT,__text) external _phFriNfc_NDEF_Reset
00000001e2d216a0 (__DATA,__bss) non-external _phFriNfc_NDEF_Reset.dwDataCnt
00000001d3771180 (__TEXT,__text) external _phFriNfc_NDEF_SendData
00000001e2d216a4 (__DATA,__bss) non-external _phFriNfc_NDEF_SendData.aMifSendBuf
00000001d380c610 (__TEXT,__const) non-external _phFriNfc_NdefFunc
00000001d378efe8 (__TEXT,__text) external _phFriNfc_NdefMap_EraseNdef
00000001e2d2085c (__DATA,__data) non-external _phFriNfc_NdefMap_EraseNdef.PacketDataLength
00000001e2d20858 (__DATA,__data) non-external _phFriNfc_NdefMap_EraseNdef.PktData
00000001d378ec68 (__TEXT,__text) external _phFriNfc_NdefMap_RdNdef
00000001d378ea24 (__TEXT,__text) external _phFriNfc_NdefMap_Reset
00000001d378ebdc (__TEXT,__text) external _phFriNfc_NdefMap_SetCompletionRoutine
00000001d3766a10 (__TEXT,__text) external _phFriNfc_NdefRecord_Generate
00000001d37666e8 (__TEXT,__text) external _phFriNfc_NdefRecord_GetLength
00000001d3766228 (__TEXT,__text) external _phFriNfc_NdefRecord_GetRecords
00000001d376668c (__TEXT,__text) external _phFriNfc_NdefRecord_NdefFlag
00000001d3766844 (__TEXT,__text) external _phFriNfc_NdefRecord_Parse
00000001d3766970 (__TEXT,__text) external _phFriNfc_NdefRecord_RecordFlag
00000001d37664f0 (__TEXT,__text) external _phFriNfc_NdefRecord_RecordIDCheck
00000001d37669c0 (__TEXT,__text) external _phFriNfc_NdefRecord_TypeNameFormat
00000001d37671e8 (__TEXT,__text) external _phFriNfc_NdefReg_AddCb
00000001d3767368 (__TEXT,__text) external _phFriNfc_NdefReg_DispatchPacket
00000001d37673f0 (__TEXT,__text) external _phFriNfc_NdefReg_DispatchRecord
00000001d3767464 (__TEXT,__text) external _phFriNfc_NdefReg_Process
00000001d3767138 (__TEXT,__text) external _phFriNfc_NdefReg_Reset
00000001d3767290 (__TEXT,__text) external _phFriNfc_NdefReg_RmCb
00000001d3767000 (__TEXT,__text) external _phFriNfc_NdefReg_Strncmp
00000001d3767074 (__TEXT,__text) external _phFriNfc_NdefReg_Strnicmp
00000001d380c5c0 (__TEXT,__const) non-external _phFriNfc_NdefReset
00000001d3778184 (__TEXT,__text) external _phFriNfc_NdefSmtCrd_Format
00000001d37782dc (__TEXT,__text) external _phFriNfc_NdefSmtCrd_Process
00000001d3778010 (__TEXT,__text) external _phFriNfc_NdefSmtCrd_Reset
00000001d37780f8 (__TEXT,__text) external _phFriNfc_NdefSmtCrd_SetCR
00000001d3799870 (__TEXT,__text) external _phFriNfc_OvrHal_CB_ConnectDisconnect
00000001d37996e4 (__TEXT,__text) external _phFriNfc_OvrHal_CB_Transceive
00000001d37998ec (__TEXT,__text) external _phFriNfc_OvrHal_Connect
00000001d3799770 (__TEXT,__text) external _phFriNfc_OvrHal_Reconnect
00000001d3799638 (__TEXT,__text) external _phFriNfc_OvrHal_SetComplInfo
00000001d3799458 (__TEXT,__text) external _phFriNfc_OvrHal_Transceive
00000001e2d21820 (__DATA,__bss) non-external _phFriNfc_OvrHal_Transceive.mif_send_buf
00000001d3777f9c (__TEXT,__text) external _phFriNfc_SmtCrdFmt_HCrHandler
00000001d376fda4 (__TEXT,__text) external _phFriNfc_T5T_CB_Transceive
00000001d3770a40 (__TEXT,__text) external _phFriNfc_T5T_ChkNdef
00000001d3770efc (__TEXT,__text) external _phFriNfc_T5T_ConvertToReadOnlyNdef
00000001d377013c (__TEXT,__text) external _phFriNfc_T5T_H_CheckCCBytes
00000001d37708d4 (__TEXT,__text) external _phFriNfc_T5T_H_Complete
00000001d377033c (__TEXT,__text) external _phFriNfc_T5T_H_ProcessCheckNdef
00000001e2d2169e (__DATA,__bss) non-external _phFriNfc_T5T_H_ProcessCheckNdef.wNonNdefDataLength
00000001e2d2169c (__DATA,__bss) non-external _phFriNfc_T5T_H_ProcessCheckNdef.wPropNdefIndex
00000001d3770800 (__TEXT,__text) external _phFriNfc_T5T_H_ProcessRdOnlyNdef
00000001d376fe3c (__TEXT,__text) external _phFriNfc_T5T_H_ProcessReadNdef
00000001d376f5a4 (__TEXT,__text) external _phFriNfc_T5T_H_ProcessWriteNdef
00000001d376fa88 (__TEXT,__text) external _phFriNfc_T5T_H_ReadWrite
00000001d376fcac (__TEXT,__text) external _phFriNfc_T5T_Process
00000001d3770b10 (__TEXT,__text) external _phFriNfc_T5T_RdNdef
00000001d3770010 (__TEXT,__text) external _phFriNfc_T5T_ReadRemainingInMultiple
00000001d3770cb8 (__TEXT,__text) external _phFriNfc_T5T_WrNdef
00000001e2d205c8 (__DATA,__data) non-external _phFriNfc_T5T_WrNdef.aPacketData
00000001e2d205cc (__DATA,__data) non-external _phFriNfc_T5T_WrNdef.dwPktDataLength
00000001d37d9ee0 (__TEXT,__text) external _phFriNfc_TopazDynamicMap_ChkNdef
00000001d37da4e8 (__TEXT,__text) external _phFriNfc_TopazDynamicMap_ConvertToReadOnly
00000001e2d20cf8 (__DATA,__data) non-external _phFriNfc_TopazDynamicMap_ConvertToReadOnly.bCcReadOnlyByte
00000001d37da840 (__TEXT,__text) external _phFriNfc_TopazDynamicMap_Process
00000001d37da0fc (__TEXT,__text) external _phFriNfc_TopazDynamicMap_RdNdef
00000001d37da6c8 (__TEXT,__text) external _phFriNfc_TopazDynamicMap_WrNdef
00000001e2d20cf9 (__DATA,__data) non-external _phFriNfc_TopazDynamicMap_WrNdef.aPacketData
00000001e2d20cfc (__DATA,__data) non-external _phFriNfc_TopazDynamicMap_WrNdef.dwPktDataLength
00000001d37dbbec (__TEXT,__text) external _phFriNfc_TopazDynamic_CB_Transceive
