00007ff841d647c0 (__DATA,__data) external _NDR_record
00007ff8003cfafd (__TEXT,__text) external _clock_set_attributes
00007ff8003cfa18 (__TEXT,__text) external _clock_set_time
00007ff8003c212c (__TEXT,__text) external _clock_sleep
00007ff8003b8620 (__TEXT,__text) external _clock_sleep_trap
00007ff8003c0578 (__TEXT,__text) external _clonefile
00007ff8003bc3f4 (__TEXT,__text) external _clonefileat
00007ff8003b8fbc (__TEXT,__text) external _close
00007ff8003b99b4 (__TEXT,__text) external _close$NOCANCEL
00007ff8003cc9a8 (__TEXT,__text) external _coalition_create
00007ff8003cc9f9 (__TEXT,__text) external _coalition_info_resource_usage
00007ff8003cca51 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff8003cca25 (__TEXT,__text) external _coalition_info_set_name
00007ff8003cca85 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff8003cc9d8 (__TEXT,__text) external _coalition_reap
00007ff8003cc9b7 (__TEXT,__text) external _coalition_terminate
00007ff8003bbc0c (__TEXT,__text) external _connect
00007ff8003bba94 (__TEXT,__text) external _connect$NOCANCEL
00007ff8003bbc54 (__TEXT,__text) external _connectx
00007ff8003b9bb8 (__TEXT,__text) external _csops
00007ff8003b8cc4 (__TEXT,__text) external _csops_audittoken
00007ff8003b8d7a (__TEXT,__text) external _csr_check
00007ff8003bf602 (__TEXT,__text) external _csr_get_active_config
00007ff8003b86b0 (__TEXT,__text) external _debug_control_port_for_pid
00007ff8003ccc33 (__TEXT,__text) external _debug_syscall_reject
00007ff8003ccb48 (__TEXT,__text) external _debug_syscall_reject_config
00007ff841d647b8 (__DATA,__data) external _denap_boost_assertion_token
00007ff8003c3570 (__TEXT,__text) external _disconnectx
00007ff8003bd7d5 (__TEXT,__text) non-external _do_compat
00007ff8003bbcb4 (__TEXT,__text) external _dup
00007ff8003bf318 (__TEXT,__text) external _dup2
00007ff84002e250 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff84002e0e0 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff84002e450 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff84002e120 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff84002e220 (__DATA_CONST,__const) non-external _err_codes_io
00007ff84002edc0 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
00007ff84002e9f0 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00007ff8003e09e0 (__TEXT,__const) non-external _err_codes_iokit_common_map
00007ff84002ec80 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
00007ff8003e0a20 (__TEXT,__const) non-external _err_codes_iokit_fw_map
00007ff84002eba0 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00007ff8003e09f0 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00007ff84002dcc0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff84002e880 (__DATA_CONST,__const) non-external _err_codes_libkern_common
00007ff84002e8f0 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00007ff84002e890 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00007ff84002e420 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff84002e830 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff84002e7a0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff84002e6e0 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff84002e3f0 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff84002e6a0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff84002e140 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff84002e0c0 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff84002e190 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff84002e650 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff84002e5f0 (__DATA_CONST,__const) non-external _err_codes_send
00007ff84002e360 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff84002e160 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff84002e158 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff84002de90 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff84002e2a0 (__DATA_CONST,__const) non-external _err_codes_us
00007ff84002e490 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff84002e580 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff84002dae0 (__DATA_CONST,__const) non-external _err_iokit_sub
00007ff8003e09d0 (__TEXT,__const) non-external _err_iokit_sub_map
00007ff84002d960 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff84002da60 (__DATA_CONST,__const) non-external _err_libkern_sub
00007ff84002d9e0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff84002d640 (__DATA_CONST,__const) non-external _err_os_sub
00007ff84002d6e0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff8003e09a0 (__TEXT,__const) non-external _err_us_sub
00007ff843ad1ca8 (__DATA_DIRTY,__common) external _errno
00007ff8003de301 (__TEXT,__text) external _etap_trace_thread
00007ff8003d07da (__TEXT,__text) external _exc_server
00007ff8003d04d8 (__TEXT,__text) external _exc_server_routine
00007ff8003cfef7 (__TEXT,__text) external _exception_raise
00007ff8003d003f (__TEXT,__text) external _exception_raise_state
00007ff8003d0279 (__TEXT,__text) external _exception_raise_state_identity
00007ff8003c23b8 (__TEXT,__text) external _exchangedata
00007ff8003bf2ec (__TEXT,__text) external _execve
00007ff841d64880 (__DATA,__bss) non-external _execve_with_filter
00007ff8003c3588 (__TEXT,__text) external _faccessat
00007ff8003c35a0 (__TEXT,__text) external _fchdir
00007ff8003bc994 (__TEXT,__text) external _fchflags
00007ff8003bbd23 (__TEXT,__text) external _fchmod
00007ff8003c35b8 (__TEXT,__text) external _fchmodat
00007ff8003bcce8 (__TEXT,__text) external _fchown
00007ff8003c35d0 (__TEXT,__text) external _fchownat
00007ff8003c35e8 (__TEXT,__text) external _fclonefileat
00007ff8003b8db4 (__TEXT,__text) external _fcntl
00007ff8003bb872 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff8003c3600 (__TEXT,__text) external _fdatasync
00007ff8003be65c (__TEXT,__text) external _ffsctl
00007ff8003bb24c (__TEXT,__text) external _fgetattrlist
00007ff8003bbc9c (__TEXT,__text) external _fgetxattr
00007ff8003c3618 (__TEXT,__text) external _fhopen
00007ff8003bd35c (__TEXT,__text) external _fileport_makefd
00007ff8003bd518 (__TEXT,__text) external _fileport_makeport
00007ff8003c2330 (__TEXT,__text) external _flistxattr
00007ff8003bb668 (__TEXT,__text) external _flock
00007ff8003c3630 (__TEXT,__text) external _fmount
00007ff8003c3648 (__TEXT,__text) external _fpathconf
00007ff8003c6409 (__TEXT,__text) non-external _fprintf_stderr
00007ff8003c3660 (__TEXT,__text) external _freadlink
00007ff8003c3678 (__TEXT,__text) external _fremovexattr
00007ff8003ccabc (__TEXT,__text) external _fs_snapshot_create
00007ff8003ccad6 (__TEXT,__text) external _fs_snapshot_delete
00007ff8003bf22f (__TEXT,__text) external _fs_snapshot_list
00007ff8003ccb33 (__TEXT,__text) external _fs_snapshot_mount
00007ff8003ccaed (__TEXT,__text) external _fs_snapshot_rename
00007ff8003ccb05 (__TEXT,__text) external _fs_snapshot_revert
00007ff8003ccb1c (__TEXT,__text) external _fs_snapshot_root
00007ff8003bb234 (__TEXT,__text) external _fsctl
00007ff8003bccd0 (__TEXT,__text) external _fsetattrlist
00007ff8003bc840 (__TEXT,__text) external _fsetxattr
00007ff8003bb2bc (__TEXT,__text) external _fsgetpath
00007ff8003c3690 (__TEXT,__text) external _fsgetpath_ext
00007ff8003c36a8 (__TEXT,__text) external _fstat
00007ff8003b8d64 (__TEXT,__text) external _fstat$INODE64
00007ff8003b8d64 (__TEXT,__text) external _fstat64
00007ff8003c36c0 (__TEXT,__text) external _fstatat
00007ff8003bb304 (__TEXT,__text) external _fstatat$INODE64
00007ff8003bb304 (__TEXT,__text) external _fstatat64
00007ff8003c1bdc (__TEXT,__text) external _fstatfs
00007ff8003b9c64 (__TEXT,__text) external _fstatfs$INODE64
00007ff8003b9c64 (__TEXT,__text) external _fstatfs64
00007ff8003bb334 (__TEXT,__text) external _fsync
00007ff8003c2c00 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8003bb084 (__TEXT,__text) external _ftruncate
00007ff8003c8732 (__TEXT,__text) external _futimens
00007ff8003bc9ac (__TEXT,__text) external _futimes
00007ff841d647c8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff8003b8d1c (__TEXT,__text) external _getattrlist
00007ff8003c36d8 (__TEXT,__text) external _getattrlistat
00007ff8003bb0b4 (__TEXT,__text) external _getattrlistbulk
00007ff8003cf79e (__TEXT,__text) external _getaudit
00007ff8003ba19c (__TEXT,__text) external _getaudit_addr
00007ff8003c36f0 (__TEXT,__text) external _getauid
00007ff8003c3708 (__TEXT,__text) external _getdirentries
00007ff8003c3720 (__TEXT,__text) external _getdirentriesattr
00007ff8003bf67c (__TEXT,__text) external _getdtablesize
00007ff8003b9ba0 (__TEXT,__text) external _getegid
00007ff8003b8950 (__TEXT,__text) external _getentropy
00007ff8003b95b0 (__TEXT,__text) external _geteuid
00007ff8003c3738 (__TEXT,__text) external _getfh
00007ff8003c3750 (__TEXT,__text) external _getfsstat
00007ff8003ba9c8 (__TEXT,__text) external _getfsstat$INODE64
00007ff8003ba9c8 (__TEXT,__text) external _getfsstat64
00007ff8003bb82c (__TEXT,__text) external _getgid
00007ff8003bcd00 (__TEXT,__text) external _getgroups
00007ff8003bcafc (__TEXT,__text) external _gethostuuid
00007ff8003bbe34 (__TEXT,__text) external _getiopolicy_np
00007ff8003c3768 (__TEXT,__text) external _getitimer
00007ff8003bbd0c (__TEXT,__text) external _getpeername
00007ff8003c08f4 (__TEXT,__text) external _getpgid
00007ff8003bf2d4 (__TEXT,__text) external _getpgrp
00007ff8003b8970 (__TEXT,__text) external _getpid
00007ff8003bd560 (__TEXT,__text) external _getppid
00007ff8003bf1b8 (__TEXT,__text) external _getpriority
00007ff8003ba178 (__TEXT,__text) external _getrlimit
00007ff8003be4c4 (__TEXT,__text) external _getrusage
00007ff8003c2c18 (__TEXT,__text) external _getsgroups_np
00007ff8003c3780 (__TEXT,__text) external _getsid
00007ff8003be674 (__TEXT,__text) external _getsockname
00007ff8003bbc6c (__TEXT,__text) external _getsockopt
00007ff8003b9b70 (__TEXT,__text) external _getuid
00007ff8003c2c30 (__TEXT,__text) external _getwgroups_np
00007ff8003bac58 (__TEXT,__text) external _getxattr
00007ff8003c3798 (__TEXT,__text) external _grab_pgo_data
00007ff8003c37b0 (__TEXT,__text) external _graftdmg
00007ff8003bb31c (__TEXT,__text) external _guarded_close_np
00007ff8003c0ea4 (__TEXT,__text) external _guarded_kqueue_np
00007ff8003c64c2 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff8003bb113 (__TEXT,__text) external _guarded_open_np
00007ff8003bb1d4 (__TEXT,__text) external _guarded_pwrite_np
00007ff8003be8d8 (__TEXT,__text) external _guarded_write_np
00007ff8003c37c8 (__TEXT,__text) external _guarded_writev_np
00007ff8003e5fa0 (__TEXT,__cstring) non-external _hex
00007ff8003c6576 (__TEXT,__text) external _host_check_multiuser_mode
00007ff8003b940c (__TEXT,__text) external _host_create_mach_voucher
00007ff8003b862c (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8003d0c55 (__TEXT,__text) external _host_default_memory_manager
00007ff8003d2131 (__TEXT,__text) external _host_get_UNDServer
00007ff8003c655f (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8003d0849 (__TEXT,__text) external _host_get_boot_info
00007ff8003d11c9 (__TEXT,__text) external _host_get_clock_control
00007ff8003bd00d (__TEXT,__text) external _host_get_clock_service
00007ff8003d1829 (__TEXT,__text) external _host_get_exception_ports
00007ff8003d2b22 (__TEXT,__text) external _host_get_io_main
00007ff8003bb34a (__TEXT,__text) external _host_get_io_master
00007ff8003c6570 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff8003b90d0 (__TEXT,__text) external _host_get_special_port
00007ff8003bc40a (__TEXT,__text) external _host_info
00007ff8003d263a (__TEXT,__text) external _host_kernel_version
00007ff8003d31c7 (__TEXT,__text) external _host_lockgroup_info
00007ff8003c66c3 (__TEXT,__text) external _host_page_size
00007ff8003d0a9d (__TEXT,__text) external _host_priv_statistics
00007ff8003d29df (__TEXT,__text) external _host_processor_info
00007ff8003d1f26 (__TEXT,__text) external _host_processor_set_priv
00007ff8003d1e0c (__TEXT,__text) external _host_processor_sets
00007ff8003d10af (__TEXT,__text) external _host_processors
00007ff8003d09b9 (__TEXT,__text) external _host_reboot
00007ff8003d36a6 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff8003d37e5 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8003b9f45 (__TEXT,__text) external _host_request_notification
00007ff8003d23b3 (__TEXT,__text) external _host_security_create_task_token
00007ff8003d252c (__TEXT,__text) external _host_security_set_task_token
00007ff8003c6c41 (__TEXT,__text) external _host_self
00007ff8003b84dc (__TEXT,__text) external _host_self_trap
00007ff8003d2049 (__TEXT,__text) external _host_set_UNDServer
00007ff8003d391a (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff8003d172c (__TEXT,__text) external _host_set_exception_ports
00007ff8003d3baf (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff8003d1636 (__TEXT,__text) external _host_set_special_port
00007ff8003c09ad (__TEXT,__text) external _host_statistics
00007ff8003c0390 (__TEXT,__text) external _host_statistics64
00007ff8003d1a87 (__TEXT,__text) external _host_swap_exception_ports
00007ff8003d2d46 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff8003c3f30 (__TEXT,__text) external _i386_get_ldt
00007ff8003c3f44 (__TEXT,__text) external _i386_set_ldt
00007ff841d647a0 (__DATA,__data) external _important_boost_assertion_token
00007ff84002f7f0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff8003c638c (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff841d64790 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff8003c630f (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff841d64788 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff8003c6292 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff841d64780 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8003bbb54 (__TEXT,__text) external _ioctl
00007ff8003b8308 (__TEXT,__text) external _issetugid
00007ff841d64868 (__DATA,__bss) non-external _kAccountingThreshold
00007ff8003c37e0 (__TEXT,__text) external _kas_info
00007ff8003b81f3 (__TEXT,__text) external _kdebug_is_enabled
00007ff8003cce26 (__TEXT,__text) external _kdebug_signpost
00007ff8003c09a1 (__TEXT,__text) external _kdebug_signpost_end
00007ff8003c0916 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8003c0909 (__TEXT,__text) external _kdebug_signpost_start
00007ff8003ccdb7 (__TEXT,__text) external _kdebug_timestamp
00007ff8003ccdf2 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8003cce0c (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8003b82ae (__TEXT,__text) external _kdebug_trace
00007ff8003ba791 (__TEXT,__text) external _kdebug_trace_string
00007ff8003b8243 (__TEXT,__text) external _kdebug_typefilter
00007ff843ad2338 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00007ff8003ccda4 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff8003bd1e4 (__TEXT,__text) external _kevent
00007ff8003c1e0c (__TEXT,__text) external _kevent64
00007ff8003b9cdc (__TEXT,__text) external _kevent_id
00007ff8003b9cc4 (__TEXT,__text) external _kevent_qos
00007ff8003d2238 (__TEXT,__text) external _kext_request
00007ff8003bed25 (__TEXT,__text) external _kill
00007ff8003d14e0 (__TEXT,__text) external _kmod_control
00007ff8003d12e8 (__TEXT,__text) external _kmod_create
00007ff8003d13fc (__TEXT,__text) external _kmod_destroy
00007ff8003d2c2c (__TEXT,__text) external _kmod_get_info
00007ff8003cf846 (__TEXT,__text) external _kpersona_alloc
00007ff8003cf8a2 (__TEXT,__text) external _kpersona_dealloc
00007ff8003cf935 (__TEXT,__text) external _kpersona_find
00007ff8003cf9b9 (__TEXT,__text) external _kpersona_find_by_type
00007ff8003bb7fe (__TEXT,__text) external _kpersona_get
00007ff8003cf8d3 (__TEXT,__text) external _kpersona_getpath
00007ff8003bb5ef (__TEXT,__text) external _kpersona_info
00007ff8003cf874 (__TEXT,__text) external _kpersona_palloc
00007ff8003cf904 (__TEXT,__text) external _kpersona_pidinfo
00007ff8003bd1cc (__TEXT,__text) external _kqueue
00007ff8003bcd18 (__TEXT,__text) external _lchown
00007ff8003c37f8 (__TEXT,__text) external _ledger
00007ff8003bbec0 (__TEXT,__text) external _link
00007ff8003c3810 (__TEXT,__text) external _linkat
00007ff8003c3828 (__TEXT,__text) external _lio_listio
00007ff8003bf264 (__TEXT,__text) external _listen
00007ff8003bb0cc (__TEXT,__text) external _listxattr
00007ff8003da194 (__TEXT,__text) external _lock_set_create
00007ff8003da2b6 (__TEXT,__text) external _lock_set_destroy
00007ff8003c8d0a (__TEXT,__text) external _log_data_as_kernel
00007ff8003b9a14 (__TEXT,__text) external _lseek
00007ff8003c1a78 (__TEXT,__text) external _lstat
00007ff8003bf7dc (__TEXT,__text) external _lstat$INODE64
00007ff8003bf7dc (__TEXT,__text) external _lstat64
00007ff8003b8907 (__TEXT,__text) external _mach_absolute_time
00007ff8003b9900 (__TEXT,__text) external _mach_approximate_time
00007ff8003c80e0 (__TEXT,__text) external _mach_boottime_usec
00007ff8003be21b (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8003b88e9 (__TEXT,__text) external _mach_continuous_time
00007ff8003c6640 (__TEXT,__text) external _mach_error
00007ff841d64820 (__DATA,__common) external _mach_error_full_diag
00007ff8003bd675 (__TEXT,__text) external _mach_error_string
00007ff8003bd68c (__TEXT,__text) non-external _mach_error_string_int
00007ff8003c657f (__TEXT,__text) external _mach_error_type
00007ff8003e0088 (__TEXT,__text) external _mach_eventlink_associate
00007ff8003dfe78 (__TEXT,__text) external _mach_eventlink_create
00007ff8003dffbc (__TEXT,__text) external _mach_eventlink_destroy
00007ff8003e0191 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff8003c86bb (__TEXT,__text) external _mach_eventlink_signal
00007ff8003c86fe (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff8003c86ca (__TEXT,__text) external _mach_eventlink_wait_until
00007ff8003b8578 (__TEXT,__text) external _mach_generate_activity_id
00007ff8003b9e70 (__TEXT,__text) external _mach_get_times
00007ff8003b90c8 (__TEXT,__text) external _mach_host_self
00007ff8003c4e9b (__TEXT,__text) external _mach_host_special_port_description
00007ff84002d4b0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff8003c4edd (__TEXT,__text) external _mach_host_special_port_for_id
00007ff841d64600 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff8003bced8 (__TEXT,__text) external _mach_init
00007ff843ad2320 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00007ff8003bcef5 (__TEXT,__text) non-external _mach_init_doit
00007ff8003d73ca (__TEXT,__text) external _mach_make_memory_entry
00007ff8003b979c (__TEXT,__text) external _mach_make_memory_entry_64
00007ff8003dfc4f (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff8003dfd7f (__TEXT,__text) external _mach_memory_entry_ownership
00007ff8003dfb37 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8003d39fe (__TEXT,__text) external _mach_memory_info
00007ff8003d28a6 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff8003d308c (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8003b8887 (__TEXT,__text) external _mach_msg
00007ff8003c66df (__TEXT,__text) external _mach_msg2_internal
00007ff841d6485c (__DATA,__bss) non-external _mach_msg2_supported
00007ff8003b85a8 (__TEXT,__text) external _mach_msg2_trap
00007ff8003b91f3 (__TEXT,__text) external _mach_msg_destroy
00007ff8003b9348 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff8003bf330 (__TEXT,__text) external _mach_msg_overwrite
00007ff8003c68c2 (__TEXT,__text) non-external _mach_msg_overwrite_call_trap
00007ff8003b84f4 (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff8003c6a69 (__TEXT,__text) external _mach_msg_priority_encode
00007ff8003c6a5f (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff8003c6aa3 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff8003c6ab2 (__TEXT,__text) external _mach_msg_priority_qos
00007ff8003c6ac1 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8003c2347 (__TEXT,__text) external _mach_msg_receive
00007ff8003bbe98 (__TEXT,__text) external _mach_msg_send
00007ff8003be9df (__TEXT,__text) external _mach_msg_server
00007ff8003bf637 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff8003c6a59 (__TEXT,__text) external _mach_msg_server_importance
00007ff8003c13b0 (__TEXT,__text) external _mach_msg_server_once
00007ff8003b84e8 (__TEXT,__text) external _mach_msg_trap
00007ff8003d7eb4 (__TEXT,__text) external _mach_notify_dead_name
00007ff8003d7e09 (__TEXT,__text) external _mach_notify_no_senders
00007ff8003d7d57 (__TEXT,__text) external _mach_notify_port_deleted
00007ff8003d7db7 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff8003d7e69 (__TEXT,__text) external _mach_notify_send_once
00007ff8003ba03b (__TEXT,__text) external _mach_port_allocate
00007ff8003cf3cb (__TEXT,__text) external _mach_port_allocate_full
00007ff8003cf3b2 (__TEXT,__text) external _mach_port_allocate_name
00007ff8003cf3c6 (__TEXT,__text) external _mach_port_allocate_qos
00007ff8003cf5ac (__TEXT,__text) external _mach_port_assert_attributes
00007ff8003b9477 (__TEXT,__text) external _mach_port_construct
00007ff8003b95c8 (__TEXT,__text) external _mach_port_deallocate
00007ff8003bcaf7 (__TEXT,__text) external _mach_port_destroy
00007ff8003b9a65 (__TEXT,__text) external _mach_port_destruct
00007ff8003cf51c (__TEXT,__text) external _mach_port_dnrequest_info
00007ff8003baffc (__TEXT,__text) external _mach_port_extract_member
00007ff8003c06c4 (__TEXT,__text) external _mach_port_extract_right
00007ff8003ba5e2 (__TEXT,__text) external _mach_port_get_attributes
00007ff8003bc858 (__TEXT,__text) external _mach_port_get_context
00007ff8003bae97 (__TEXT,__text) external _mach_port_get_refs
00007ff8003cf5a7 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff8003c1fd9 (__TEXT,__text) external _mach_port_get_set_status
00007ff8003cf3d5 (__TEXT,__text) external _mach_port_get_srights
00007ff8003ba9f6 (__TEXT,__text) external _mach_port_guard
00007ff8003cf598 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8003ba07c (__TEXT,__text) external _mach_port_insert_member
00007ff8003ba1e1 (__TEXT,__text) external _mach_port_insert_right
00007ff8003cf5a2 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff8003cf521 (__TEXT,__text) external _mach_port_kernel_object
00007ff8003cf549 (__TEXT,__text) external _mach_port_kobject
00007ff8003cf54e (__TEXT,__text) external _mach_port_kobject_description
00007ff8003b8ac4 (__TEXT,__text) external _mach_port_mod_refs
00007ff8003bc5c2 (__TEXT,__text) external _mach_port_move_member
00007ff8003cf3a8 (__TEXT,__text) external _mach_port_names
00007ff8003cf3b7 (__TEXT,__text) external _mach_port_peek
00007ff8003cf3ad (__TEXT,__text) external _mach_port_rename
00007ff8003b9d3a (__TEXT,__text) external _mach_port_request_notification
00007ff8003ba649 (__TEXT,__text) external _mach_port_set_attributes
00007ff8003c1ee8 (__TEXT,__text) external _mach_port_set_context
00007ff8003cf3bc (__TEXT,__text) external _mach_port_set_mscount
00007ff8003cf3c1 (__TEXT,__text) external _mach_port_set_seqno
00007ff8003cf3df (__TEXT,__text) external _mach_port_space_basic_info
00007ff8003cf3da (__TEXT,__text) external _mach_port_space_info
00007ff8003cf59d (__TEXT,__text) external _mach_port_swap_guard
00007ff8003ba81d (__TEXT,__text) external _mach_port_type
00007ff8003cf555 (__TEXT,__text) external _mach_port_unguard
00007ff8003c1bf4 (__TEXT,__text) external _mach_ports_lookup
00007ff8003be4da (__TEXT,__text) external _mach_ports_register
00007ff8003b84b8 (__TEXT,__text) external _mach_reply_port
00007ff8003c6f7a (__TEXT,__text) external _mach_right_recv_construct
00007ff8003c7019 (__TEXT,__text) external _mach_right_recv_destruct
00007ff8003c707a (__TEXT,__text) external _mach_right_send_create
00007ff8003c7157 (__TEXT,__text) external _mach_right_send_once_consume
00007ff8003c7109 (__TEXT,__text) external _mach_right_send_once_create
00007ff8003bbed8 (__TEXT,__text) external _mach_right_send_release
00007ff8003c70bc (__TEXT,__text) external _mach_right_send_retain
00007ff8003cf43b (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff8003cf4c8 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff8003c80ee (__TEXT,__text) external _mach_task_is_self
00007ff8003c6f75 (__TEXT,__text) external _mach_task_self
00007ff843ad2308 (__DATA_DIRTY,__common) external _mach_task_self_
00007ff8003c4eb1 (__TEXT,__text) external _mach_task_special_port_description
00007ff84002d5c0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff8003c4f77 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff841d64700 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff8003bcff2 (__TEXT,__text) external _mach_thread_self
00007ff8003c4ec7 (__TEXT,__text) external _mach_thread_special_port_description
00007ff84002d620 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff8003c4f88 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff841d64760 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8003b88a2 (__TEXT,__text) external _mach_timebase_info
00007ff843ad232c (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
00007ff8003b865c (__TEXT,__text) external _mach_timebase_info_trap
00007ff8003ba0f1 (__TEXT,__text) external _mach_vm_allocate
00007ff8003d6f39 (__TEXT,__text) external _mach_vm_behavior_set
00007ff8003be8ef (__TEXT,__text) external _mach_vm_copy
00007ff8003b9b06 (__TEXT,__text) external _mach_vm_deallocate
00007ff8003d7aa0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff8003d7b8d (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff8003d7c72 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff8003d69c3 (__TEXT,__text) external _mach_vm_inherit
00007ff8003d7026 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff8003b8320 (__TEXT,__text) external _mach_vm_map
00007ff8003d6e4d (__TEXT,__text) external _mach_vm_msync
00007ff8003d7631 (__TEXT,__text) external _mach_vm_page_info
00007ff8003d72a6 (__TEXT,__text) external _mach_vm_page_query
00007ff8003d77ee (__TEXT,__text) external _mach_vm_page_range_query
00007ff8003bb4df (__TEXT,__text) external _mach_vm_protect
00007ff8003bb1ee (__TEXT,__text) external _mach_vm_purgable_control
00007ff8003cf6ca (__TEXT,__text) external _mach_vm_read
00007ff8003d6be6 (__TEXT,__text) external _mach_vm_read_list
00007ff8003c1290 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff8003c7477 (__TEXT,__text) external _mach_vm_reclaim_is_available
