0000000233e7ec28 (__DATA_CONST,__const) external _AMPVolumeSliderAppearance
0000000233e7ec30 (__DATA_CONST,__const) external _AMPVolumeSliderDarkAppearance
0000000231ff3a18 (__AUTH,__objc_data) external _OBJC_CLASS_$_UXItemSectionList
0000000231ff1ec0 (__AUTH,__objc_data) external _OBJC_CLASS_$_ViewSpyPropertySection
0000000231ff3cc0 (__AUTH,__objc_data) external _OBJC_CLASS_$_VizPackage
0000000231ff6df8 (__AUTH,__objc_data) external _OBJC_CLASS_$__AllCapsStringTransformer
0000000231ff5ee0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI10TrackTable
0000000231ff3e10 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI15PlayStateButton
0000000231ff3ef0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI15TracklistLockup
0000000231ff6f48 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI16AMPArtworkLockup
0000000231ff5748 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI16ArtworkImageView
0000000231ff77f0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI16ArtworkTableCell
0000000231ff4578 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI16OneLineTableCell
0000000231ff4fa0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI16PageHeaderLockup
0000000231ff4930 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI16TwoLineTableCell
0000000231ff58b0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI18AMFBadgeListLockup
0000000231ff7598 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI18LibraryAboutLockup
0000000231ff6008 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI19AMPTrackTableLockup
0000000231ff40e0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI19ErrorViewController
0000000231ff4808 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI19ProductHeaderLockup
0000000231ff7660 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI21ActionAndDurationCell
0000000231ff62f0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI21TracklistFooterLockup
0000000231ff7740 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI22AMPFlippedDocumentView
0000000231ff5d08 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI22AMPRolloverOutlineView
0000000231ff70d0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI22TracklistArtworkLockup
0000000231ff5120 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI24AMPRollableArtworkLockup
0000000231ff41b0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI24CollectionViewController
0000000231ff4358 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI27TrackNumberAndPlayStateCell
0000000231ff6b68 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI30AMPSectionedEpisodeTableLockup
0000000231ff5e30 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC12AMPDesktopUI8YearCell
                 (undefined) external _OBJC_CLASS_$__TtCs12_SwiftObject (from libswiftCore)
                 (undefined) external _OBJC_EHTYPE_$_NSException (from CoreFoundation)
0000000231ff95b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_ViewSpyPropertySection._items
0000000231ff95b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_ViewSpyPropertySection._title
0000000231ff2618 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPAlbumHeaderLockup
0000000231ff3d88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPAvatarLabeledLockup
0000000231ff3d38 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPAvatarLockup
0000000231ff2758 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPAvatarShelfLockup
0000000231ff2578 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPAvatarStackLockup
0000000231ff24d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPBadgingCapsule
0000000231ff2208 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPBasicSlider
0000000231ff37c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPBindableView
0000000231ff3c98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPCollectionGridLayout
0000000231ff1768 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPCollectionLargeSectionHeader
0000000231ff1718 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPCollectionView
0000000231ff7c38 (__AUTH,__data) external _OBJC_METACLASS_$_AMPDispatchQueueTaskScheduler
0000000231ff3928 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPEmptyStateLockup
0000000231ff3540 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPEpisodeSectionModel
0000000231ff2708 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPFilterBarToolbar
0000000231ff21b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPFilterBarViewController
0000000231ff3270 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPFilterableCategory
0000000231ff32e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPFilterableViewModelForwarder
0000000231ff1920 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPIsEmptyStringValueTransformer
0000000231ff3b80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPLinkObject
0000000231ff1c18 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPModalDialogFooterLockup
0000000231ff1ad8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPModalFooterLockup
0000000231ff1a88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPModalLargeHeaderLockup
0000000231ff1c68 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPModalNameEditorLockup
0000000231ff1b28 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPModalSectionHeaderCell
0000000231ff1a38 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPModalSmallHeaderLockup
0000000231ff1b78 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPModalSwitchCell
0000000231ff2bb8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPNavigationController
0000000231ff2de8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPPercentageWatchedView
0000000231ff2ca8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPPlaylistDetailLockup
0000000231ff2cf8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPPositionPointer
0000000231ff30b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPPromise
0000000231ff3c48 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPRolloverTableView
0000000231ff2280 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPScrubber
0000000231ff22a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPScrubberCell
0000000231ff3978 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPSimpleTrackItem
0000000231ff3220 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPSortOption
0000000231ff3810 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPSortableMenuHandler
0000000231ff7c10 (__AUTH,__data) external _OBJC_METACLASS_$_AMPSyncTaskScheduler
0000000231ff2a28 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPTrackGridLockup
0000000231ff2ed8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPVideoPrerollLockup
0000000231ff3130 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPViewByOption
0000000231ff3180 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMPViewableByMenuHelper
0000000231ff20c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_ActionTimer
0000000231ff2d98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AlbumDetailLockup
0000000231ff3bd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppColors
0000000231ff2e88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppNotificationCenter
0000000231ff2528 (__AUTH,__objc_data) external _OBJC_METACLASS_$_BadgeStackLockup
0000000231ff3a68 (__AUTH,__objc_data) external _OBJC_METACLASS_$_ContainerView
0000000231ff3a90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_ContainerViewController
0000000231ff7f18 (__AUTH,__data) external _OBJC_METACLASS_$_DownloadStateImageTransformer
0000000231ff2c08 (__AUTH,__objc_data) external _OBJC_METACLASS_$_DualMaskedView
0000000231ff38b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_FloatingHeaderSupportingCollectionView
0000000231ff27f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_IdleActions
0000000231ff19e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_ImageDataCache
0000000231ff1d08 (__AUTH,__objc_data) external _OBJC_METACLASS_$_ImageMenuItemView
0000000231ff3b58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_KeyColorButton
0000000231ff2b18 (__AUTH,__objc_data) external _OBJC_METACLASS_$_LibraryCreditsLockupSectionModel
0000000231ff2c58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_LoadingViewController
0000000231ff2f28 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MarqueeView
0000000231ff3108 (__AUTH,__objc_data) external _OBJC_METACLASS_$_Metrics
0000000231ff15d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MovieDetailLockup
                 (undefined) external _OBJC_METACLASS_$_NSButton (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSButtonCell (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSClipView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSCollectionView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSCollectionViewDiffableDataSource (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSCollectionViewFlowLayout (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSCollectionViewItem (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSCollectionViewLayout (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSFormatter (from Foundation)
                 (undefined) external _OBJC_METACLASS_$_NSImage (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSImageView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSLayoutConstraint (from CoreAutoLayout)
0000000231ff1da8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_NSLayoutPinningConstraint
                 (undefined) external _OBJC_METACLASS_$_NSLevelIndicator (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSLevelIndicatorCell (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSMenuItem (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$_NSOutlineView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSScrollView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSSearchField (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSSearchToolbarItem (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSSlider (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSSliderCell (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSTableCellView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSTableRowView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSTableView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSTextField (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSTextFieldCell (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSToolbar (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSValueTransformer (from Foundation)
                 (undefined) external _OBJC_METACLASS_$_NSView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_NSViewController (from AppKit)
0000000231ff2988 (__AUTH,__objc_data) external _OBJC_METACLASS_$_NSViewSpy
                 (undefined) external _OBJC_METACLASS_$_NSWindow (from AppKit)
0000000231ff27a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_NSWindowCatchBadSheetClosing
                 (undefined) external _OBJC_METACLASS_$_NSWindowController (from AppKit)
0000000231ff31d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_NotificationWindowController
0000000231ff2e38 (__AUTH,__objc_data) external _OBJC_METACLASS_$_OTTColorView
0000000231ff2f78 (__AUTH,__objc_data) external _OBJC_METACLASS_$_RatingControl
0000000231ff7e58 (__AUTH,__data) external _OBJC_METACLASS_$_RolloverCell
0000000231ff2aa0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SimpleListLockup
0000000231ff1cb8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_TVShowDetailLockup
0000000231ff3860 (__AUTH,__objc_data) external _OBJC_METACLASS_$_TempAppKitSPI
0000000231ff3428 (__AUTH,__objc_data) external _OBJC_METACLASS_$_TestWindowController
0000000231ff2898 (__AUTH,__objc_data) external _OBJC_METACLASS_$_UXID
0000000231ff3018 (__AUTH,__objc_data) external _OBJC_METACLASS_$_UXItem
0000000231ff39c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_UXItemSection
0000000231ff39f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_UXItemSectionList
0000000231ff1f60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_ViewSpyPropertySection
0000000231ff3ce8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_VizPackage
0000000231ff8250 (__AUTH,__data) external _OBJC_METACLASS_$__AllCapsStringTransformer
0000000231ff7fa0 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI10TrackTable
0000000231ff7910 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI15PlayStateButton
0000000231ff7938 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI15TracklistLockup
0000000231ff8570 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI16AMPArtworkLockup
0000000231ff7e30 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI16ArtworkImageView
0000000231ff8730 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI16ArtworkTableCell
0000000231ff7af8 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI16OneLineTableCell
0000000231ff7c68 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI16PageHeaderLockup
0000000231ff7b70 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI16TwoLineTableCell
0000000231ff7e80 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI18AMFBadgeListLockup
0000000231ff8638 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI18LibraryAboutLockup
0000000231ff7fd0 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI19AMPTrackTableLockup
0000000231ff7998 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI19ErrorViewController
0000000231ff7b48 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI19ProductHeaderLockup
0000000231ff8660 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI21ActionAndDurationCell
0000000231ff80b0 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI21TracklistFooterLockup
0000000231ff8708 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI22AMPFlippedDocumentView
0000000231ff7f48 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI22AMPRolloverOutlineView
0000000231ff8598 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI22TracklistArtworkLockup
0000000231ff7c90 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI24AMPRollableArtworkLockup
0000000231ff79c8 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI24CollectionViewController
0000000231ff7aa8 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI27TrackNumberAndPlayStateCell
0000000231ff81e0 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI30AMPSectionedEpisodeTableLockup
0000000231ff7f78 (__AUTH,__data) external _OBJC_METACLASS_$__TtC12AMPDesktopUI8YearCell
                 (undefined) external _OBJC_METACLASS_$__TtCs12_SwiftObject (from libswiftCore)
                 (undefined) external _SLSGetDragRegionLegacy (from SkyLight)
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __NSGetExecutablePath (from libSystem)
                 (undefined) external __NSKeyValueGetterForClassAndKey (from Foundation)
                 (undefined) external __NSKeyValueSetterForClassAndKey (from Foundation)
                 (undefined) external __Unwind_Resume (from libSystem)
00000001f2cb2d78 (__TEXT,__text) external __ZN9metrics_t13StopRecordingEv
00000001f2cb2d3c (__TEXT,__text) external __ZN9metrics_t14StartRecordingEv
00000001f2cb2da0 (__TEXT,__text) external __ZN9metrics_t7SetNameEPKc
00000001f2cb2c9c (__TEXT,__text) external __ZNK9metrics_t11ElapsedTimeEv
00000001f2cb2cc8 (__TEXT,__text) external __ZNK9metrics_t20ElapsedTimeInSecondsEv
00000001f2cb2e40 (__TEXT,__text) external __ZNK9metrics_t20TotalAmountPerSecondEv
00000001f2cb2db8 (__TEXT,__text) external __ZNK9metrics_t20TotalEventsPerSecondEv
                 (undefined) external __ZSt9terminatev (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_demangle (from libc++)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_disabled (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) external __swiftEmptySetSingleton (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCompression (from libswiftCompression)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreAudio (from libswiftCoreAudio)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreGraphics (from libswiftCoreFoundation)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreImage (from libswiftCoreImage)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMIDI (from libswiftCoreMIDI)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDarwin (from libswiftDarwin)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
                 (undefined) weak external automatically hidden __swift_FORCE_LOAD_$_swiftFoundation (from Foundation)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftMetal (from libswiftMetal)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftOSLog (from libswiftOSLog)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftQuartzCore (from libswiftQuartzCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers (from libswiftUniformTypeIdentifiers)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsimd (from libswiftsimd)
                 (undefined) external __swift_isClassOrObjCExistentialType (from libswiftCore)
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
                 (undefined) external _arc4random (from libSystem)
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _cache_create (from libSystem)
                 (undefined) external _cache_destroy (from libSystem)
                 (undefined) external _cache_get_and_retain (from libSystem)
                 (undefined) weak external _cache_get_info (from libSystem)
                 (undefined) weak external _cache_print (from libSystem)
                 (undefined) weak external _cache_print_stats (from libSystem)
                 (undefined) external _cache_release_value (from libSystem)
                 (undefined) external _cache_remove (from libSystem)
                 (undefined) external _cache_remove_all (from libSystem)
                 (undefined) external _cache_set_and_retain (from libSystem)
                 (undefined) external _cache_set_cost_hint (from libSystem)
                 (undefined) weak external _cache_simulate_memory_warning_event (from libSystem)
                 (undefined) external _class_conformsToProtocol (from libobjc)
                 (undefined) external _class_copyPropertyList (from libobjc)
                 (undefined) external _class_getImageName (from libobjc)
                 (undefined) external _class_getMethodImplementation (from libobjc)
                 (undefined) external _class_getName (from libobjc)
                 (undefined) external _class_getSuperclass (from libobjc)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_once_f (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
0000000231ffa1b8 (__DATA,__data) external _kAMPModalSheetMargin
0000000231ffa618 (__DATA,__data) external _kAMPPercentageViewedBindingName
0000000233e7f248 (__DATA_CONST,__const) external _kApplicationDatabaseLoadedNotification
                 (undefined) external _kCAFillModeBoth (from QuartzCore)
                 (undefined) external _kCAFillModeForwards (from QuartzCore)
                 (undefined) external _kCAGradientLayerAxial (from QuartzCore)
                 (undefined) external _kCALineCapRound (from QuartzCore)
                 (undefined) external _kCAMediaTimingFunctionLinear (from QuartzCore)
                 (undefined) external _kCATransactionDisableActions (from QuartzCore)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
                 (undefined) external _kCGImageSourceCreateThumbnailFromImageAlways (from ImageIO)
                 (undefined) external _kCGImageSourceCreateThumbnailWithTransform (from ImageIO)
                 (undefined) external _kCGImageSourceShouldCache (from ImageIO)
                 (undefined) external _kCGImageSourceShouldCacheImmediately (from ImageIO)
                 (undefined) external _kCGImageSourceThumbnailMaxPixelSize (from ImageIO)
                 (undefined) external _kCGWindowOwnerName (from CoreGraphics)
                 (undefined) external _kCGWindowOwnerPID (from CoreGraphics)
0000000231ffa1a8 (__DATA,__data) external _kDetailTextBindingName
0000000231ffa350 (__DATA,__data) external _kLoadedMaxValueBindingName
0000000231ffa348 (__DATA,__data) external _kLoadedMinValueBindingName
0000000231ffa360 (__DATA,__data) external _kNotedPositionColorBindingName
0000000231ffa358 (__DATA,__data) external _kNotedPositionValueBindingName
0000000233e7f258 (__DATA_CONST,__const) external _kNotificationDictKey_Error
0000000233e7f250 (__DATA_CONST,__const) external _kNotificationDictKey_URL
0000000231ffa1b0 (__DATA,__data) external _kSymbolNameBindingName
0000000233e7f1c8 (__DATA_CONST,__const) external _kSystemActiveSpaceChangedNotification
0000000233e7f200 (__DATA_CONST,__const) external _kSystemMemoryPressureChangeNotification
0000000233e7f1d0 (__DATA_CONST,__const) external _kSystemScreenConfigurationChangedNotification
0000000233e7f1e8 (__DATA_CONST,__const) external _kSystemScreenLockedNotification
0000000233e7f1d8 (__DATA_CONST,__const) external _kSystemScreenSaverActivatedNotification
0000000233e7f1e0 (__DATA_CONST,__const) external _kSystemScreenSaverDeactivatedNotification
0000000233e7f1f0 (__DATA_CONST,__const) external _kSystemScreenUnlockedNotification
0000000233e7f1a8 (__DATA_CONST,__const) external _kSystemScrollBarStyleChangedNotification
0000000233e7f1b0 (__DATA_CONST,__const) external _kSystemSidebarIconSizeChangedNotification
0000000233e7f1a0 (__DATA_CONST,__const) external _kSystemThemeChangedNotification
0000000233e7f1f8 (__DATA_CONST,__const) external _kSystemThermalPressureChangeNotification
0000000233e7f1b8 (__DATA_CONST,__const) external _kSystemUserSessionActivatedNotification
0000000233e7f1c0 (__DATA_CONST,__const) external _kSystemUserSessionDeactivatedNotification
0000000231ffa1a0 (__DATA,__data) external _kTitleBindingName
0000000231ffa920 (__DATA,__data) external _kViewModelBindingName
0000000231ffa220 (__DATA,__data) external _kViewSpySeparatorKey
0000000231ffa370 (__DATA,__data) external _kVisibleFlagsBindingName
                 (undefined) external _mach_approximate_time (from libSystem)
                 (undefined) external _mach_continuous_approximate_time (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_default_purgeable_zone (from libSystem)
                 (undefined) external _malloc_make_nonpurgeable (from libSystem)
                 (undefined) external _malloc_make_purgeable (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_zone_malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_allocWithZone (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyClassNamesForImage (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_rethrow (from libobjc)
                 (undefined) external _objc_exception_throw (from libobjc)
                 (undefined) external _objc_getAssociatedObject (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
