0000000182761150 (__DATA,__data) non-external _C
00000001805f56ac (__TEXT,__text) non-external (was a private external) ___xprintf_domain_init
000000018064f3e4 (__TEXT,__text) non-external ___xprintf_domain_init.cold.1
0000000182761720 (__DATA,__data) non-external (was a private external) ___xprintf_domain_once
0000000180641238 (__TEXT,__text) non-external (was a private external) ___xprintf_vector
0000000180641088 (__TEXT,__text) non-external (was a private external) ___xvprintf
000000018063a1b4 (__TEXT,__text) external __allocenvstate
0000000180604dd0 (__TEXT,__text) non-external (was a private external) __arc4_fork_child
000000018060e2d0 (__TEXT,__text) non-external (was a private external) __ascii_init
000000018060e348 (__TEXT,__text) non-external __ascii_mbrtowc
000000018060e3a4 (__TEXT,__text) non-external __ascii_mbsinit
000000018060e3ac (__TEXT,__text) non-external __ascii_mbsnrtowcs
000000018060e470 (__TEXT,__text) non-external __ascii_wcrtomb
000000018060e4ac (__TEXT,__text) non-external __ascii_wcsnrtombs
00000001805ea064 (__TEXT,__text) non-external __boottime_fallback_usec
0000000180743040 (__DATA_CONST,__const) external __c_locale
0000000180619428 (__TEXT,__text) external __cleanup
000000018063a1b8 (__TEXT,__text) external __copyenv
0000000182776a78 (__AUTH,__data) external __cthread_init_routine
000000018063a240 (__TEXT,__text) external __deallocenvstate
0000000180639b14 (__TEXT,__text) non-external __do_nothing
00000001805f3950 (__TEXT,__text) non-external __duplocale
                 (undefined) external __dyld_images_for_addresses (from libdyld)
000000018276db28 (__DATA,__common) non-external (was a private external) __e_err_exit
000000018276db20 (__DATA,__common) non-external (was a private external) __e_err_file
00000001806052b4 (__TEXT,__text) non-external (was a private external) __e_visprintf
                 (undefined) external __exit (from libsystem_kernel)
00000001805ea2d8 (__TEXT,__text) non-external __ffpp_strtoencf32_l
000000018064efdc (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.1
000000018064f008 (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.2
0000000180651740 (__TEXT,__const) non-external __ffpp_strtoencf32_l.floatPowerOf10
00000001805ea5f8 (__TEXT,__text) non-external __ffpp_strtoencf64_l
000000018064f034 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.1
000000018064f060 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.2
000000018064f08c (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.3
0000000180651ae0 (__TEXT,__const) non-external __ffpp_strtoencf64_l.doublePowerOf10
000000018060985c (__TEXT,__text) non-external (was a private external) __filldir
000000018060be88 (__TEXT,__text) non-external (was a private external) __fixtelldir
0000000180617efc (__TEXT,__text) external __flockfile_debug_stub
000000018061a4e4 (__TEXT,__text) external __fseeko
000000018061a96c (__TEXT,__text) external __ftello
000000018061af0c (__TEXT,__text) external __fwalk
0000000180634cf4 (__TEXT,__text) external __getenvp
00000001805f07b8 (__TEXT,__text) external __init_clock_port
0000000180630768 (__TEXT,__text) external __int_to_time
0000000180637584 (__TEXT,__text) non-external __isort
0000000180638134 (__TEXT,__text) non-external __isort
0000000182762e38 (__DATA,__bss) non-external __libSystem_atfork_child
0000000182762e20 (__DATA,__bss) non-external __libSystem_atfork_child_v2
0000000182762e30 (__DATA,__bss) non-external __libSystem_atfork_parent
0000000182762e18 (__DATA,__bss) non-external __libSystem_atfork_parent_v2
0000000182762e28 (__DATA,__bss) non-external __libSystem_atfork_prepare
0000000182762e10 (__DATA,__bss) non-external __libSystem_atfork_prepare_v2
00000001805f6d54 (__TEXT,__text) external __libc_fork_child
00000001805f6e08 (__TEXT,__text) non-external (was a private external) __libc_fork_init
00000001805f6d50 (__TEXT,__text) external __libc_fork_parent
00000001805f6d4c (__TEXT,__text) external __libc_fork_prepare
00000001805f6c9c (__TEXT,__text) external __libc_initializer
0000000180611d7c (__TEXT,__text) non-external (was a private external) __locale_lock_fork_child
0000000180611d54 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_parent
0000000180611d2c (__TEXT,__text) non-external (was a private external) __locale_lock_fork_prepare
0000000180630760 (__TEXT,__text) external __long_to_time
00000001805e9cf0 (__TEXT,__text) non-external __mach_boottime_usec
0000000182762e08 (__DATA,__bss) non-external __mh_execute_header_pointer
000000018061c100 (__TEXT,__text) non-external __mkdtemp_action
000000018061be30 (__TEXT,__text) non-external __mkostemps_action
00000001805f5fa8 (__TEXT,__text) non-external __mkpath
00000001805f5f94 (__TEXT,__text) external __mkpath_np
000000018061c324 (__TEXT,__text) non-external __mkstemp_dprotected_np_action
00000001806500a0 (__TEXT,__text) non-external __mkstemp_dprotected_np_action.cold.1
000000018061c184 (__TEXT,__text) external __mktemp
000000018061c1dc (__TEXT,__text) non-external __mktemp_action
00000001806130cc (__TEXT,__text) non-external (was a private external) __none_init
0000000180613144 (__TEXT,__text) non-external (was a private external) __none_mbrtowc
0000000180613174 (__TEXT,__text) non-external (was a private external) __none_mbsinit
000000018061317c (__TEXT,__text) non-external (was a private external) __none_mbsnrtowcs
0000000180613210 (__TEXT,__text) non-external (was a private external) __none_wcrtomb
000000018061324c (__TEXT,__text) non-external (was a private external) __none_wcsnrtombs
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
000000018064f534 (__TEXT,__text) external __os_assert_log
000000018064f724 (__TEXT,__text) external __os_assert_log_ctx
000000018064f428 (__TEXT,__text) external __os_assumes_log
000000018064f600 (__TEXT,__text) external __os_assumes_log_ctx
00000001805f76ac (__TEXT,__text) external __os_avoid_tail_call
000000018064f41c (__TEXT,__text) external __os_crash
000000018276db10 (__DATA,__common) external __os_crash_callback
00000001805f76b0 (__TEXT,__text) non-external __os_get_build
                 (undefined) external __os_once (from libsystem_platform)
0000000180639b1c (__TEXT,__text) non-external (was a private external) __owned_ptr_add
0000000180639c6c (__TEXT,__text) non-external (was a private external) __owned_ptr_alloc
0000000180639bd4 (__TEXT,__text) non-external (was a private external) __owned_ptr_search
                 (undefined) external __platform_bzero (from libsystem_platform)
                 (undefined) external __platform_memccpy (from libsystem_platform)
                 (undefined) external __platform_memchr (from libsystem_platform)
                 (undefined) external __platform_memcmp (from libsystem_platform)
                 (undefined) external __platform_memmove (from libsystem_platform)
                 (undefined) external __platform_memset (from libsystem_platform)
                 (undefined) external __platform_memset_pattern16 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern4 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern8 (from libsystem_platform)
                 (undefined) external __platform_strchr (from libsystem_platform)
                 (undefined) external __platform_strcmp (from libsystem_platform)
                 (undefined) external __platform_strcpy (from libsystem_platform)
                 (undefined) external __platform_strlcat (from libsystem_platform)
                 (undefined) external __platform_strlcpy (from libsystem_platform)
                 (undefined) external __platform_strlen (from libsystem_platform)
                 (undefined) external __platform_strncmp (from libsystem_platform)
                 (undefined) external __platform_strncpy (from libsystem_platform)
                 (undefined) external __platform_strnlen (from libsystem_platform)
                 (undefined) external __platform_strstr (from libsystem_platform)
00000001827cdaf8 (__AUTH_CONST,__const) non-external __printf_tbl_defaults_fbsd
00000001806545b1 (__TEXT,__cstring) non-external __printf_tbl_flags
00000001805f6dd0 (__TEXT,__text) non-external (was a private external) __program_vars_init
0000000180636b34 (__TEXT,__text) external __putenvp
0000000180636cb4 (__TEXT,__text) non-external __qsort
00000001806377b0 (__TEXT,__text) non-external __qsort
0000000182761780 (__DATA,__data) external __rand48_add
0000000182761778 (__DATA,__data) external __rand48_mult
0000000182761770 (__DATA,__data) external __rand48_seed
0000000180609ffc (__TEXT,__text) external __readdir_unlocked
000000018060bebc (__TEXT,__text) external __reclaim_telldir
00000001805f4798 (__TEXT,__text) non-external __releaselocale
0000000180652984 (__TEXT,__const) non-external (was a private external) __rp_alist
000000018060bdcc (__TEXT,__text) external __seekdir
000000018063a29c (__TEXT,__text) external __setenvp
00000001805f740c (__TEXT,__text) external __sigaction_nobind
000000018276db40 (__DATA,__common) external __sigintr
000000018060b020 (__TEXT,__text) external __signal_nobind
00000001805e9770 (__TEXT,__text) external __sigvec_nobind
                 (undefined) external __simple_asl_log (from libsystem_platform)
                 (undefined) external __simple_asl_log_prog (from libsystem_platform)
                 (undefined) external __simple_asl_msg_new (from libsystem_platform)
                 (undefined) external __simple_dprintf (from libsystem_platform)
                 (undefined) external __simple_getenv (from libsystem_platform)
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sappend (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sprintf (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
000000018060ad44 (__TEXT,__text) non-external (was a private external) __sm_compress_mode
000000018061ea00 (__TEXT,__text) external __sread
000000018061eb34 (__TEXT,__text) external __sseek
000000018062dd40 (__TEXT,__text) non-external (was a private external) __st_fmt
00000001805f5254 (__TEXT,__text) non-external (was a private external) __st_get_timezone
000000018062bcb8 (__TEXT,__text) non-external (was a private external) __st_localsub
00000001805f5260 (__TEXT,__text) non-external (was a private external) __st_set_timezone
000000018062c760 (__TEXT,__text) non-external (was a private external) __st_time1
000000018062aa64 (__TEXT,__text) non-external (was a private external) __st_tzset_basic
0000000180641724 (__TEXT,__text) non-external __strfmon
000000018062ef28 (__TEXT,__text) non-external __strptime0
00000001806527d0 (__TEXT,__const) non-external __strptime0.start_of_month
00000001805f4a90 (__TEXT,__text) external __subsystem_init
000000018061ea70 (__TEXT,__text) external __swrite
00000001805f13a4 (__TEXT,__text) non-external (was a private external) __thread_stack_async_pcs
00000001805f11bc (__TEXT,__text) non-external (was a private external) __thread_stack_pcs
0000000180630748 (__TEXT,__text) external __time32_to_time
0000000180630754 (__TEXT,__text) external __time64_to_time
0000000180630764 (__TEXT,__text) external __time_to_int
000000018063075c (__TEXT,__text) external __time_to_long
0000000180630750 (__TEXT,__text) external __time_to_time32
0000000180630758 (__TEXT,__text) external __time_to_time64
000000018063a32c (__TEXT,__text) external __unsetenvp
000000018061f51c (__TEXT,__text) non-external (was a private external) __vasprintf
000000018061f6f0 (__TEXT,__text) non-external (was a private external) __vdprintf
00000001806296e8 (__TEXT,__text) non-external (was a private external) __vsnprintf
000000018062ec68 (__TEXT,__text) non-external __yconv
0000000180634350 (__TEXT,__text) external _a64l
00000001806503e8 (__TEXT,__text) external _abort
0000000180650558 (__TEXT,__text) external _abort_report_np
000000018063441c (__TEXT,__text) external _abs
                 (undefined) external _access (from libsystem_kernel)
00000001805ec084 (__TEXT,__text) non-external _addToMP
000000018061ce34 (__TEXT,__text) non-external _addaster
000000018060ac4c (__TEXT,__text) non-external _addcmd
000000018061d020 (__TEXT,__text) non-external _addtype
000000018061db7c (__TEXT,__text) non-external _addwaster
00000001805ef700 (__TEXT,__text) non-external _advance_directory
000000018064f3c8 (__TEXT,__text) non-external _advance_directory.cold.1
0000000180604c44 (__TEXT,__text) external _alarm
00000001805fbef4 (__TEXT,__text) non-external _alloc_segs
000000018060a4f8 (__TEXT,__text) external _alphasort
00000001806528d4 (__TEXT,__const) non-external _ambig
0000000180604d3c (__TEXT,__text) non-external _arc4_init
000000018064f86c (__TEXT,__text) non-external _arc4_init.cold.1
0000000180604ca8 (__TEXT,__text) external _arc4random
0000000180604ca4 (__TEXT,__text) external _arc4random_addrandom
0000000180604cec (__TEXT,__text) external _arc4random_buf
0000000180604d84 (__TEXT,__text) external _arc4random_stir
0000000180604d88 (__TEXT,__text) external _arc4random_uniform
00000001806408d0 (__TEXT,__text) non-external _arrayget
000000018062a858 (__TEXT,__text) external _asctime
000000018062a70c (__TEXT,__text) external _asctime_r
0000000180652733 (__TEXT,__const) non-external _asctime_r.mon_name
000000018065271e (__TEXT,__const) non-external _asctime_r.wday_name
0000000180617f84 (__TEXT,__text) external _asprintf
0000000180617fd4 (__TEXT,__text) external _asprintf_l
00000001805f526c (__TEXT,__text) external _asxprintf
00000001805f5d2c (__TEXT,__text) external _asxprintf_exec
0000000180634470 (__TEXT,__text) external _atexit
00000001806345b0 (__TEXT,__text) external _atexit_b
0000000182761d78 (__DATA,__data) non-external _atexit_mutex
00000001806344a4 (__TEXT,__text) non-external _atexit_register
00000001806505ac (__TEXT,__text) non-external _atexit_register.cold.1
0000000180634940 (__TEXT,__text) external _atof
0000000180634968 (__TEXT,__text) external _atof_l
0000000180634974 (__TEXT,__text) external _atoi
00000001806349b4 (__TEXT,__text) external _atoi_l
00000001806349d8 (__TEXT,__text) external _atol
0000000180634a04 (__TEXT,__text) external _atol_l
0000000180634a14 (__TEXT,__text) external _atoll
0000000180634a40 (__TEXT,__text) external _atoll_l
00000001805eca70 (__TEXT,__text) external _backtrace
00000001805ecad8 (__TEXT,__text) external _backtrace_async
00000001805ecb44 (__TEXT,__text) external _backtrace_from_fp
00000001827768a0 (__AUTH,__data) non-external _backtrace_get_pcs_func
00000001805ecbac (__TEXT,__text) external _backtrace_image_offsets
00000001805eca4c (__TEXT,__text) external _backtrace_set_pcs_func
0000000180604eb0 (__TEXT,__text) external _basename
0000000182762e68 (__DATA,__bss) non-external _basename.bname
0000000180604dd4 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00000001805f2768 (__TEXT,__text) external _bcopy
00000001805ec3b0 (__TEXT,__text) non-external _bitCountMP
000000018064f2f4 (__TEXT,__text) non-external _bitCountMP.cold.1
00000001806525bb (__TEXT,__const) non-external _blanks
000000018065267c (__TEXT,__const) non-external _blanks
0000000182761f84 (__DATA,__data) non-external _blanks
00000001805f0a08 (__TEXT,__text) non-external _both_ftw
0000000182762d00 (__DATA,__bss) non-external _brapreg
00000001805ea178 (__TEXT,__text) external _brk
00000001805ea19c (__TEXT,__text) external _bsd_signal
0000000180634a50 (__TEXT,__text) external _bsearch
0000000180634ad8 (__TEXT,__text) external _bsearch_b
00000001805faf50 (__TEXT,__text) non-external _bt_broot
00000001805faca0 (__TEXT,__text) non-external _bt_page
00000001805fb0bc (__TEXT,__text) non-external _bt_preserve
00000001805fb114 (__TEXT,__text) non-external _bt_psplit
00000001805fabbc (__TEXT,__text) non-external _bt_root
00000001805fae48 (__TEXT,__text) non-external _bt_rroot
000000018060e7c0 (__TEXT,__text) external _btowc
000000018060e704 (__TEXT,__text) external _btowc_l
00000001827649c8 (__DATA,__bss) non-external _buf_asctime
000000018061d104 (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00000001806514d8 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00000001806514b0 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
0000000180617de4 (__TEXT,__text) external _catclose
0000000180743380 (__DATA_CONST,__const) non-external _categories
0000000180617ae8 (__TEXT,__text) external _catgets
0000000180617404 (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
000000018060c0d0 (__TEXT,__text) external _cfgetispeed
000000018060c0c8 (__TEXT,__text) external _cfgetospeed
000000018060c0fc (__TEXT,__text) external _cfmakeraw
000000018060c0e4 (__TEXT,__text) external _cfsetispeed
000000018060c0d8 (__TEXT,__text) external _cfsetospeed
000000018060c0f0 (__TEXT,__text) external _cfsetspeed
0000000180607668 (__TEXT,__text) external _cgetcap
0000000180607e54 (__TEXT,__text) external _cgetclose
00000001806076f4 (__TEXT,__text) external _cgetent
0000000180607de4 (__TEXT,__text) external _cgetfirst
0000000180607d6c (__TEXT,__text) external _cgetmatch
0000000180607ea0 (__TEXT,__text) external _cgetnext
000000018060861c (__TEXT,__text) external _cgetnum
00000001806075d8 (__TEXT,__text) external _cgetset
0000000180608254 (__TEXT,__text) external _cgetstr
0000000180608524 (__TEXT,__text) external _cgetustr
000000018060f374 (__TEXT,__text) non-external _chainsearch
00000001806523c8 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00000001805ef99c (__TEXT,__text) non-external _check_env_var
0000000180618000 (__TEXT,__text) external _clearerr
0000000180618044 (__TEXT,__text) external _clearerr_unlocked
0000000180604f10 (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00000001805e9f54 (__TEXT,__text) external _clock_getres
00000001805e9d68 (__TEXT,__text) external _clock_gettime
00000001805e9b20 (__TEXT,__text) external _clock_gettime_nsec_np
000000018276dafc (__DATA,__common) external _clock_port
000000018276daf8 (__DATA,__common) external _clock_sem
00000001805e9ff8 (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00000001805ef468 (__TEXT,__text) non-external _close_directory
0000000180604f80 (__TEXT,__text) external _closedir
0000000180743988 (__DATA_CONST,__const) non-external _cnames
00000001805fd3d4 (__TEXT,__text) non-external _collect_data
00000001805fd58c (__TEXT,__text) non-external _collect_key
0000000180652846 (__TEXT,__const) non-external _command_substitution_str
00000001805ef7a0 (__TEXT,__text) external _compat_mode
00000001805ecc68 (__TEXT,__text) external _confstr
00000001805f5800 (__TEXT,__text) external _copy_printf_domain
000000018064d39c (__TEXT,__text) external _creat
00000001805f7798 (__TEXT,__text) external _creat$NOCANCEL
0000000180605000 (__TEXT,__text) external _ctermid
0000000182761788 (__DATA,__data) non-external _ctermid.def
0000000180605028 (__TEXT,__text) external _ctermid_r
000000018062c6dc (__TEXT,__text) external _ctime
000000018062c710 (__TEXT,__text) external _ctime_r
0000000182761828 (__DATA,__data) non-external _current_categories
0000000180613864 (__TEXT,__text) non-external _currentlocale
0000000182763128 (__DATA,__bss) non-external _currentlocale.current_locale_string
0000000182762d60 (__DATA,__bss) non-external _curshell
0000000182761de0 (__DATA,__data) non-external _dash_prefix
000000018276db60 (__DATA,__common) external _daylight
00000001805ff73c (__TEXT,__text) external _dbm_clearerr
00000001805ff56c (__TEXT,__text) external _dbm_close
00000001805ff6b0 (__TEXT,__text) external _dbm_delete
00000001805ff74c (__TEXT,__text) external _dbm_dirfno
00000001805ff730 (__TEXT,__text) external _dbm_error
00000001805ff578 (__TEXT,__text) external _dbm_fetch
00000001805ff5c4 (__TEXT,__text) external _dbm_firstkey
00000001805ff634 (__TEXT,__text) external _dbm_nextkey
00000001805ff480 (__TEXT,__text) external _dbm_open
00000001805ff6ec (__TEXT,__text) external _dbm_store
00000001805fb838 (__TEXT,__text) external _dbopen
0000000182762ed8 (__DATA,__bss) non-external _dbp
0000000182762d20 (__DATA,__bss) non-external _decpreg
000000018065295c (__TEXT,__const) non-external _degrees
00000001805ed148 (__TEXT,__text) external _devname
0000000182762c80 (__DATA,__bss) non-external _devname.buf
00000001805ecfe8 (__TEXT,__text) external _devname_r
000000018062a864 (__TEXT,__text) external _difftime
00000001805f1b98 (__TEXT,__text) external _digittoint
00000001805f1e90 (__TEXT,__text) external _digittoint_l
00000001805f767c (__TEXT,__text) external _dirfd
0000000180605144 (__TEXT,__text) external _dirname
0000000182762e70 (__DATA,__bss) non-external _dirname.dname
0000000180605048 (__TEXT,__text) external _dirname_r
0000000180634b70 (__TEXT,__text) external _div
0000000182760a88 (__DATA,__data) non-external _dktypenames
000000018060d96c (__TEXT,__text) non-external _do_hvis
000000018060daa8 (__TEXT,__text) non-external _do_mvis
000000018060dc60 (__TEXT,__text) non-external _do_svis
0000000180618054 (__TEXT,__text) external _dprintf
00000001806180a4 (__TEXT,__text) external _dprintf_l
00000001806051a4 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00000001805f38ec (__TEXT,__text) external _duplocale
00000001805f52a8 (__TEXT,__text) external _dxprintf
00000001805f5d6c (__TEXT,__text) external _dxprintf_exec
000000018063c224 (__TEXT,__text) external _ecvt
0000000182762f40 (__DATA,__bss) non-external _empty
0000000182762f50 (__DATA,__bss) non-external _empty
0000000182761e28 (__DATA,__data) non-external _end_ptr
00000001805f02d0 (__TEXT,__text) external _endttyent
00000001805f061c (__TEXT,__text) external _endusershell
0000000180634ccc (__TEXT,__text) external _environ_lock_np
0000000182762df8 (__DATA,__bss) non-external _environ_pointer
0000000180634cdc (__TEXT,__text) external _environ_unlock_np
0000000180629ab4 (__TEXT,__text) non-external _eofread
0000000180629ecc (__TEXT,__text) non-external _eofread
0000000180605224 (__TEXT,__text) external _erand48
000000018064f9a4 (__TEXT,__text) external _err
0000000180605400 (__TEXT,__text) external _err_set_exit
0000000180605458 (__TEXT,__text) external _err_set_exit_b
00000001806053e0 (__TEXT,__text) external _err_set_file
000000018064fb10 (__TEXT,__text) external _errc
000000018064fb30 (__TEXT,__text) external _errx
0000000180651eb8 (__TEXT,__const) non-external _escape
00000001806054b4 (__TEXT,__text) external _execl
0000000180605594 (__TEXT,__text) external _execle
000000018060567c (__TEXT,__text) external _execlp
00000001806057bc (__TEXT,__text) external _execv
00000001806057f8 (__TEXT,__text) external _execvP
0000000180605844 (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
0000000180605758 (__TEXT,__text) external _execvp
0000000180634ba0 (__TEXT,__text) external _exit
00000001805f4bc0 (__TEXT,__text) non-external _extract_next_subsystem_root_path
000000018061939c (__TEXT,__text) external _f_prealloc
00000001805eaaf0 (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00000001806180d0 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
000000018063c3f0 (__TEXT,__text) external _fcvt
00000001806181f0 (__TEXT,__text) external _fdopen
000000018064dec0 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
000000018060955c (__TEXT,__text) external _fdopendir
                 (undefined) external _fegetenv (from libsystem_m)
                 (undefined) external _fegetround (from libsystem_m)
0000000180618324 (__TEXT,__text) external _feof
000000018061835c (__TEXT,__text) external _feof_unlocked
0000000180618368 (__TEXT,__text) external _ferror
00000001806183a0 (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00000001805ff400 (__TEXT,__text) non-external _fetch_bitmap
00000001805f0fb4 (__TEXT,__text) external _fflagstostr
00000001806183ac (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
000000018061860c (__TEXT,__text) external _fgetc
00000001806186e8 (__TEXT,__text) external _fgetln
0000000180618894 (__TEXT,__text) external _fgetpos
00000001806188c4 (__TEXT,__text) external _fgets
00000001806189f8 (__TEXT,__text) external _fgetwc
0000000180618b88 (__TEXT,__text) external _fgetwc_l
0000000180618cec (__TEXT,__text) external _fgetwln
0000000180618c10 (__TEXT,__text) external _fgetwln_l
0000000180618ef0 (__TEXT,__text) external _fgetws
0000000180618d10 (__TEXT,__text) external _fgetws_l
0000000182761bc8 (__DATA,__data) non-external _filelist_lock
0000000180618f14 (__TEXT,__text) external _fileno
0000000180618f48 (__TEXT,__text) external _fileno_unlocked
000000018061bb98 (__TEXT,__text) non-external _find_temp_path
0000000180630694 (__TEXT,__text) non-external _first_wday_of
0000000180617ec0 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00000001805fc718 (__TEXT,__text) non-external _flush_meta
00000001806333f8 (__TEXT,__text) external _fmemopen
0000000180633748 (__TEXT,__text) non-external _fmemopen_close
00000001806335d8 (__TEXT,__text) non-external _fmemopen_read
00000001806336c0 (__TEXT,__text) non-external _fmemopen_seek
0000000180633634 (__TEXT,__text) non-external _fmemopen_write
0000000180743538 (__DATA_CONST,__const) non-external _fmt_padding
0000000180605b90 (__TEXT,__text) external _fmtcheck
0000000180606184 (__TEXT,__text) external _fmtmsg
000000018060670c (__TEXT,__text) external _fnmatch
0000000180619508 (__TEXT,__text) external _fopen
000000018064dff4 (__TEXT,__text) external _fopen$DARWIN_EXTSN
00000001805f6e64 (__TEXT,__text) external _fork
0000000180619624 (__TEXT,__text) external _fprintf
0000000180619674 (__TEXT,__text) external _fprintf_l
0000000182761e18 (__DATA,__data) non-external _fptr
00000001806196a0 (__TEXT,__text) external _fpurge
0000000180619730 (__TEXT,__text) external _fputc
00000001806197bc (__TEXT,__text) external _fputs
000000018061994c (__TEXT,__text) external _fputwc
00000001806199d0 (__TEXT,__text) external _fputwc_l
0000000180619bbc (__TEXT,__text) external _fputws
0000000180619a64 (__TEXT,__text) external _fputws_l
0000000180619d8c (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00000001805f5440 (__TEXT,__text) external _free_printf_comp
00000001805f58b4 (__TEXT,__text) external _free_printf_domain
00000001805f3c40 (__TEXT,__text) external _freelocale
000000018061a028 (__TEXT,__text) external _freopen
000000018061a358 (__TEXT,__text) external _fscanf
000000018061a3d0 (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
000000018061a458 (__TEXT,__text) external _fseek
000000018061a864 (__TEXT,__text) external _fseeko
000000018061a8f0 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
00000001805ec874 (__TEXT,__text) external _fstatvfs
0000000182760ae8 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00000001805f760c (__TEXT,__text) external _fsync_volume_np
000000018061a8fc (__TEXT,__text) external _ftell
000000018061a900 (__TEXT,__text) external _ftello
000000018062a898 (__TEXT,__text) external _ftime
00000001806073b4 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
0000000180617f00 (__TEXT,__text) external _ftrylockfile
00000001805ef2a4 (__TEXT,__text) non-external _fts_alloc
00000001805ee42c (__TEXT,__text) non-external _fts_build
000000018064f320 (__TEXT,__text) non-external _fts_build.cold.1
000000018064f33c (__TEXT,__text) non-external _fts_build.cold.2
000000018064f358 (__TEXT,__text) non-external _fts_build.cold.3
000000018064f374 (__TEXT,__text) non-external _fts_build.cold.4
000000018064f390 (__TEXT,__text) non-external _fts_build.cold.5
000000018064f3ac (__TEXT,__text) non-external _fts_build.cold.6
00000001805ef0b4 (__TEXT,__text) external _fts_children
00000001805edc8c (__TEXT,__text) external _fts_close
00000001805ede04 (__TEXT,__text) non-external _fts_fchdir
00000001805eddb0 (__TEXT,__text) non-external _fts_free
00000001805eefd8 (__TEXT,__text) non-external _fts_load
00000001805ed8cc (__TEXT,__text) external _fts_open
00000001805edbd8 (__TEXT,__text) external _fts_open_b
00000001805ef224 (__TEXT,__text) non-external _fts_palloc
00000001805ede1c (__TEXT,__text) external _fts_read
00000001805ee28c (__TEXT,__text) non-external _fts_safe_changedir
00000001805ef07c (__TEXT,__text) external _fts_set
00000001805ef344 (__TEXT,__text) non-external _fts_sort
00000001805ef4bc (__TEXT,__text) non-external _fts_stat2
00000001805f09f8 (__TEXT,__text) external _ftw
0000000180617f48 (__TEXT,__text) external _funlockfile
000000018061aae4 (__TEXT,__text) external _funopen
000000018061af94 (__TEXT,__text) external _fwide
000000018061b000 (__TEXT,__text) external _fwprintf
000000018061b050 (__TEXT,__text) external _fwprintf_l
000000018061b07c (__TEXT,__text) external _fwrite
000000018061b16c (__TEXT,__text) external _fwscanf
000000018061b1bc (__TEXT,__text) external _fwscanf_l
00000001805f52e4 (__TEXT,__text) external _fxprintf
00000001805f5dac (__TEXT,__text) external _fxprintf_exec
0000000182760a40 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
000000018063c3f8 (__TEXT,__text) external _gcvt
0000000180603db4 (__TEXT,__text) non-external _gdtoa_freelist_free
0000000182762e50 (__DATA,__bss) non-external _gdtoa_tsd_key
0000000182761730 (__DATA,__data) non-external _gdtoa_tsd_lock
00000001805eb7e4 (__TEXT,__text) non-external _generalSlowpath
000000018064f0b8 (__TEXT,__text) non-external _generalSlowpath.cold.1
