00007ffe064ae320 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffe06463895 (__TEXT,__text) non-external (was a private external) _MemBufferDecreaseSize
00007ffe06463804 (__TEXT,__text) non-external (was a private external) _MemBufferDestroy
00007ffe0646395e (__TEXT,__text) non-external (was a private external) _MemBufferFillFromBuffer
00007ffe064639ed (__TEXT,__text) non-external (was a private external) _MemBufferFillFromIStream
00007ffe06463a79 (__TEXT,__text) non-external (was a private external) _MemBufferFlushToOStream
00007ffe06463841 (__TEXT,__text) non-external (was a private external) _MemBufferGetDataPtr
00007ffe0646382a (__TEXT,__text) non-external (was a private external) _MemBufferGetDataSize
00007ffe0646384f (__TEXT,__text) non-external (was a private external) _MemBufferGetFreePtr
00007ffe06463834 (__TEXT,__text) non-external (was a private external) _MemBufferGetFreeSize
00007ffe0646379b (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffe06463900 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffe06463b2b (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffe064647df (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffe06464aa2 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffe06464ab2 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffe06464c7a (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffe06465117 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffe064651e3 (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffe0646521f (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffe0646149c (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffe06461682 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffe064616b1 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffe064616c8 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffe064616df (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffe06464617 (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffe064646e9 (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffe06464717 (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffe06464f89 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffe0646503f (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffe06463138 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffe06464ffa (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffe06463f3a (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffe0646405f (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffe06463f43 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffe06463fdb (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffe06464003 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffe0643d97e (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffe0643d954 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffe0643ce68 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffe064336c1 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffe064517db (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffe06433699 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffe0643367d (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffe06433661 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffe064517bf (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffe0643fdd5 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffe0643fdae (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffe064b8d86 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffe064b8d5f (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffe06442cfb (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffe06442cd4 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffe064448ec (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffe06444913 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffe064504aa (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffe06450483 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffe06451680 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffe064516c8 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffe064b8dad (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffe064b91ad (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffe064b9321 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffe064b99b3 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffe064b997d (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffe064b9a1a (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffe064b996d (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffe064b9669 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffe064b9c11 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffe064b95cd (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffe064b975b (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffe064606db (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffe064606b3 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffe064612dd (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffe06461484 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffe06469e5a (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffe06468972 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffe064688a7 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffe0646865f (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffe06467f0a (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffe064678f4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffe06467c98 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffe0645176c (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffe06451707 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffe06473e3d (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffe06455a00 (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffe06473e47 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffe06473e51 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffe06473e6d (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffe06444d7e (__TEXT,__text) non-external _RNG
00007ffe064b562d (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffe064b546e (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffe064b54c8 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffe0643964b (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffe064394df (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffe064395d2 (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffe06477e29 (__TEXT,__text) non-external (was a private external) _RawImageDiff
00007ffe064517f7 (__TEXT,__text) non-external (was a private external) _RawImagePatchInternal
00007ffe064457dd (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffe064779b3 (__TEXT,__text) non-external _SegmentStreamCancel
00007ffe06476aa0 (__TEXT,__text) non-external _SegmentStreamClose
00007ffe06476967 (__TEXT,__text) non-external _SegmentStreamCreate
00007ffe0647715f (__TEXT,__text) non-external _SegmentStreamPRead
00007ffe06477840 (__TEXT,__text) non-external _SegmentStreamPWrite
00007ffe064779c0 (__TEXT,__text) non-external _SegmentStreamSimulate
00007ffe06497351 (__TEXT,__text) non-external _SemInit
00007ffe0644bbc9 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffe064587e9 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffe06467283 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffe0648a167 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffe06457ff9 (__TEXT,__text) non-external _SharedArrayPush
00007ffe064b6a98 (__TEXT,__text) non-external _SharedArrayPush
00007ffe064584b1 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffe06457c8b (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffe0645815e (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffe064580f2 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffe06458170 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffe06458555 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffe06458968 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffe06458942 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffe064588fb (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffe064589a1 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffe06457875 (__TEXT,__text) non-external _SimStreamClose
00007ffe064579a9 (__TEXT,__text) non-external _SimStreamPRead
00007ffe064579b6 (__TEXT,__text) non-external _SimStreamPWrite
00007ffe064579c3 (__TEXT,__text) non-external _SimStreamSimulate
00007ffe0645feb4 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffe0645ffb8 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffe0645fea0 (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffe064603c0 (__TEXT,__text) non-external _StringTableCmp
00007ffe0645fd9e (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffe0645fe71 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffe06460345 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffe06460238 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffe064603b8 (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffe064600a0 (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffe06466310 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffe06466df5 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffe064675ab (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffe06467395 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffe064674b6 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffe064b4154 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffe064b45c4 (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffe064b4905 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffe064b4a26 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffe064b4afa (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffe064333a3 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffe06433328 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffe4119f860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffe064391b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffe064391d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffe06473c5a (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_apply_to_fd (from libSystem)
                 (undefined) external __qtn_file_apply_to_path (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
00007ffe0644e200 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffe0644d134 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffe0644dca7 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAtWithState
00007ffe06439668 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffe064397f3 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffe0643aa92 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffe06439793 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffe06465317 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffe06465d42 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffe06485550 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffe0648731e (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpenWithState
00007ffe0646f0e2 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffe0646f2ec (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffe0646f068 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffe0646edf0 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffe0643bd97 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffe0643c7f0 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffe064b5649 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffe064b5dc7 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffe064ac6fc (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffe064ac6e0 (__TEXT,__text) non-external (was a private external) _aaByteStreamSimulate
00007ffe06448fe0 (__TEXT,__text) non-external _aaCacheStreamCancel
00007ffe06448fed (__TEXT,__text) non-external _aaCacheStreamClose
00007ffe06448973 (__TEXT,__text) non-external (was a private external) _aaCacheStreamOpen
00007ffe06448cac (__TEXT,__text) non-external _aaCacheStreamPRead
00007ffe06448e27 (__TEXT,__text) non-external _aaCacheStreamPWrite
00007ffe06448fc4 (__TEXT,__text) non-external _aaCacheStreamRead
00007ffe06448c3a (__TEXT,__text) non-external _aaCacheStreamSeek
00007ffe0644910d (__TEXT,__text) non-external _aaCacheStreamTruncate
00007ffe06448fd2 (__TEXT,__text) non-external _aaCacheStreamWrite
00007ffe0648c897 (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffe0645a012 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffe064b1774 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffe064b1781 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffe064b18c4 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffe064b1640 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffe0648d37b (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffe064ab970 (__TEXT,__text) non-external (was a private external) _aaCreateArchString
00007ffe064b3608 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffe064b2d68 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffe064b2e0c (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffe064b2caa (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffe064b2b49 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffe064a18e2 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffe064a07c4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffe064a0d59 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffe064a0c17 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffe0648bf90 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffe0648b8c1 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffe0648c584 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffe0648b174 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffe0648abe5 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffe0648b4a2 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffe0648c748 (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffe0648a7e8 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffe0648aa84 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffe0648c6ce (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffe064abafc (__TEXT,__text) non-external (was a private external) _aaEntryMCOStringCreateWithPath
00007ffe0648abbc (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffe0649e849 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffe0649dc8e (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffe0649e137 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffe0649dfff (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffe064a88e0 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffe064a8b39 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffe064a8a00 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffe06484e95 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffe064acbd7 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffe064ac766 (__TEXT,__text) non-external _aaFileStreamClose
00007ffe064acc18 (__TEXT,__text) non-external _aaFileStreamFlush
00007ffe064ac734 (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffe064acaf3 (__TEXT,__text) non-external _aaFileStreamPRead
00007ffe064acb65 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffe064aca1f (__TEXT,__text) non-external _aaFileStreamRead
00007ffe064acbe4 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffe064acbff (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffe064aca89 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffe06476afc (__TEXT,__text) non-external (was a private external) _aaForkInputStreamOpen
00007ffe0645e97e (__TEXT,__text) non-external (was a private external) _aaForkOutputStreamOpen
00007ffe064ac5d5 (__TEXT,__text) non-external _aaGetBinaryTypeString
00007ffe064ac1fb (__TEXT,__text) non-external _aaGetMagic
00007ffe0649be34 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffe0649c197 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffe0649c446 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffe0649a7d0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffe0649af4c (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffe06475f9d (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffe06475ed9 (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffe06475b6f (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffe06475e01 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffe06475e0e (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffe06475e1b (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffe06475e3f (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffe06475e2d (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffe0647d903 (__TEXT,__text) non-external (was a private external) _aaInSituStreamOpen
00007ffe06476f79 (__TEXT,__text) non-external (was a private external) _aaIntervalInputStreamOpen
00007ffe064ad36f (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffe064ad261 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffe064ad284 (__TEXT,__text) non-external _aaMagicStreamRead
00007ffe064ac573 (__TEXT,__text) non-external _aaPReadExpected
00007ffe064ac2ad (__TEXT,__text) non-external _aaParseARSection
00007ffe064ac46b (__TEXT,__text) non-external _aaParseMachOSection
00007ffe06476657 (__TEXT,__text) non-external (was a private external) _aaSegmentStreamOpen
00007ffe064b2284 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffe064ad091 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffe064ad058 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffe064ad0b4 (__TEXT,__text) non-external _aaSharedBufferRead
00007ffe064ad087 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffe064ad669 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffe064ad459 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffe064ad558 (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffe064ad466 (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffe064ac796 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffe064a2424 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffe06481812 (__TEXT,__text) non-external _add_control
00007ffe064401f9 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffe0643fe86 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffe0645b692 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffe0645a5a2 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffe0645a2a2 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffe0645a220 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffe0645cd5c (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffe0645c611 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffe0644016e (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffe0643fea2 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffe0643fe0a (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffe0643ff4a (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffe0645ba4d (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffe0645b91a (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffe0645b8c1 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffe0647f4b3 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffe0647e5c0 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffe0644493c (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffe064403f5 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffe064415a8 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffe064403e1 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffe0644850c (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffe064475b9 (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffe064475ed (__TEXT,__text) non-external _aeaInputStreamClose
00007ffe064477ad (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffe06447d51 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffe064473aa (__TEXT,__text) non-external _aeaInputStreamRead
00007ffe06451032 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffe064c02a0 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffe064400a0 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffe0644ad8d (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffe0644ada9 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffe0644b5ef (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffe0644bac3 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffe0644966e (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffe06449b39 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffe0644ab2d (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffe0644a48b (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffe0645ccc5 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffe0643fdfc (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffe064400c6 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffe0644d754 (__TEXT,__text) non-external _afStreamCancel
00007ffe0644d5bd (__TEXT,__text) non-external _afStreamClose
00007ffe0644da7f (__TEXT,__text) non-external _afStreamCloseWithState
00007ffe0644d766 (__TEXT,__text) non-external _afStreamWrite
