00007ffa167aff0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa167aa3c3 (__TEXT,__text) external _glGetProgramInfoLog
00007ffa167ad2fa (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa167ad31c (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa167ac1dc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa167ac19e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa167abd77 (__TEXT,__text) external _glGetProgramStageiv
00007ffa167ad362 (__TEXT,__text) external _glGetProgramStringARB
00007ffa167aa357 (__TEXT,__text) external _glGetProgramiv
00007ffa167ad384 (__TEXT,__text) external _glGetProgramivARB
00007ffa167abefc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa167ab841 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa167af738 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa167a9810 (__TEXT,__text) external _glGetQueryObjectiv
00007ffa167addd3 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa167ab863 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa167af75a (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa167a9832 (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa167addf5 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa167a97ee (__TEXT,__text) external _glGetQueryiv
00007ffa167addb1 (__TEXT,__text) external _glGetQueryivARB
00007ffa167aa721 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa167aed26 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa167ab7df (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa167ab801 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa167ab7bd (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa167ab79b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa167a8a14 (__TEXT,__text) external _glGetSeparableFilter
00007ffa167aa39e (__TEXT,__text) external _glGetShaderInfoLog
00007ffa167ac000 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa167aa487 (__TEXT,__text) external _glGetShaderSource
00007ffa167ae464 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa167aa335 (__TEXT,__text) external _glGetShaderiv
00007ffa167a6b99 (__TEXT,__text) external _glGetString
00007ffa167ab17b (__TEXT,__text) external _glGetStringi
00007ffa167abc84 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa167abc62 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa167ab4e2 (__TEXT,__text) external _glGetSynciv
00007ffa167a6bb5 (__TEXT,__text) external _glGetTexEnvfv
00007ffa167a6bd7 (__TEXT,__text) external _glGetTexEnviv
00007ffa167a6bf9 (__TEXT,__text) external _glGetTexGendv
00007ffa167a6c1b (__TEXT,__text) external _glGetTexGenfv
00007ffa167a6c3d (__TEXT,__text) external _glGetTexGeniv
00007ffa167a6c5f (__TEXT,__text) external _glGetTexImage
00007ffa167a6c86 (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa167a6caa (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa167ab0b0 (__TEXT,__text) external _glGetTexParameterIiv
00007ffa167af657 (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa167ab0d2 (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa167af679 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa167af946 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa167a6cce (__TEXT,__text) external _glGetTexParameterfv
00007ffa167a6cf0 (__TEXT,__text) external _glGetTexParameteriv
00007ffa167aab81 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa167af092 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa167ab235 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa167af127 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa167ab1c1 (__TEXT,__text) external _glGetUniformIndices
00007ffa167aa3e8 (__TEXT,__text) external _glGetUniformLocation
00007ffa167ae3cd (__TEXT,__text) external _glGetUniformLocationARB
00007ffa167af145 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa167abd55 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa167abc40 (__TEXT,__text) external _glGetUniformdv
00007ffa167aa43d (__TEXT,__text) external _glGetUniformfv
00007ffa167ae41e (__TEXT,__text) external _glGetUniformfvARB
00007ffa167aa462 (__TEXT,__text) external _glGetUniformiv
00007ffa167ae441 (__TEXT,__text) external _glGetUniformivARB
00007ffa167aaef7 (__TEXT,__text) external _glGetUniformuiv
00007ffa167af568 (__TEXT,__text) external _glGetUniformuivEXT
00007ffa167aac2b (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa167af412 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa167aac4d (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa167af434 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa167aca40 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa167a9f06 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa167ad14c (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa167a9ea0 (__TEXT,__text) external _glGetVertexAttribdv
00007ffa167ad0e6 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa167a9ec2 (__TEXT,__text) external _glGetVertexAttribfv
00007ffa167ad108 (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa167a9ee4 (__TEXT,__text) external _glGetVertexAttribiv
00007ffa167ad12a (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa167a6d12 (__TEXT,__text) external _glHint
00007ffa167a8b59 (__TEXT,__text) external _glHistogram
00007ffa167a6d30 (__TEXT,__text) external _glIndexMask
00007ffa167a6d4c (__TEXT,__text) external _glIndexPointer
00007ffa167a6d6e (__TEXT,__text) external _glIndexd
00007ffa167a6d88 (__TEXT,__text) external _glIndexdv
00007ffa167a6da5 (__TEXT,__text) external _glIndexf
00007ffa167a6dbf (__TEXT,__text) external _glIndexfv
00007ffa167a6ddc (__TEXT,__text) external _glIndexi
00007ffa167a6df8 (__TEXT,__text) external _glIndexiv
00007ffa167a6e15 (__TEXT,__text) external _glIndexs
00007ffa167a6e31 (__TEXT,__text) external _glIndexsv
00007ffa167a6e4e (__TEXT,__text) external _glIndexub
00007ffa167a6e6a (__TEXT,__text) external _glIndexubv
00007ffa167a6e87 (__TEXT,__text) external _glInitNames
00007ffa167af7c7 (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa167a6e9e (__TEXT,__text) external _glInterleavedArrays
00007ffa167a98b0 (__TEXT,__text) external _glIsBuffer
00007ffa167ade73 (__TEXT,__text) external _glIsBufferARB
00007ffa167a6ec0 (__TEXT,__text) external _glIsEnabled
00007ffa167af6fe (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa167aaac3 (__TEXT,__text) external _glIsEnabledi
00007ffa167af9c2 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa167aa743 (__TEXT,__text) external _glIsFramebuffer
00007ffa167aed48 (__TEXT,__text) external _glIsFramebufferEXT
00007ffa167a6edc (__TEXT,__text) external _glIsList
00007ffa167ae6b1 (__TEXT,__text) external _glIsNamedStringARB
00007ffa167aa319 (__TEXT,__text) external _glIsProgram
00007ffa167acc05 (__TEXT,__text) external _glIsProgramARB
00007ffa167ac182 (__TEXT,__text) external _glIsProgramPipeline
00007ffa167a9798 (__TEXT,__text) external _glIsQuery
00007ffa167add5b (__TEXT,__text) external _glIsQueryARB
00007ffa167aa685 (__TEXT,__text) external _glIsRenderbuffer
00007ffa167aec8a (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa167ab69a (__TEXT,__text) external _glIsSampler
00007ffa167aa2fd (__TEXT,__text) external _glIsShader
00007ffa167ab443 (__TEXT,__text) external _glIsSync
00007ffa167a6ef8 (__TEXT,__text) external _glIsTexture
00007ffa167abe34 (__TEXT,__text) external _glIsTransformFeedback
00007ffa167aaa00 (__TEXT,__text) external _glIsVertexArray
00007ffa167afb08 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa167af858 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa167af77c (__TEXT,__text) external _glLabelObjectEXT
00007ffa167afd0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa167a6f14 (__TEXT,__text) external _glLightModelf
00007ffa167a6f30 (__TEXT,__text) external _glLightModelfv
00007ffa167a6f4f (__TEXT,__text) external _glLightModeli
00007ffa167a6f6d (__TEXT,__text) external _glLightModeliv
00007ffa167a6f8c (__TEXT,__text) external _glLightf
00007ffa167a6faa (__TEXT,__text) external _glLightfv
00007ffa167a6fcc (__TEXT,__text) external _glLighti
00007ffa167a6fed (__TEXT,__text) external _glLightiv
00007ffa167a700f (__TEXT,__text) external _glLineStipple
00007ffa167a702d (__TEXT,__text) external _glLineWidth
00007ffa167aa00b (__TEXT,__text) external _glLinkProgram
00007ffa167ae06e (__TEXT,__text) external _glLinkProgramARB
00007ffa167a7047 (__TEXT,__text) external _glListBase
00007ffa167a7063 (__TEXT,__text) external _glLoadIdentity
00007ffa167a707a (__TEXT,__text) external _glLoadMatrixd
00007ffa167a7097 (__TEXT,__text) external _glLoadMatrixf
00007ffa167a70b4 (__TEXT,__text) external _glLoadName
00007ffa167a8ff2 (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa167ad8fa (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa167a900f (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa167ad917 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa167ae7c2 (__TEXT,__text) external _glLockArraysEXT
00007ffa167a70d0 (__TEXT,__text) external _glLogicOp
00007ffa167a70ec (__TEXT,__text) external _glMap1d
00007ffa167a7110 (__TEXT,__text) external _glMap1f
00007ffa167a7134 (__TEXT,__text) external _glMap2d
00007ffa167a7167 (__TEXT,__text) external _glMap2f
00007ffa167a993e (__TEXT,__text) external _glMapBuffer
00007ffa167adf01 (__TEXT,__text) external _glMapBufferARB
00007ffa167aa95d (__TEXT,__text) external _glMapBufferRange
00007ffa167a719a (__TEXT,__text) external _glMapGrid1d
00007ffa167a71b6 (__TEXT,__text) external _glMapGrid1f
00007ffa167a71d2 (__TEXT,__text) external _glMapGrid2d
00007ffa167a71f0 (__TEXT,__text) external _glMapGrid2f
00007ffa167af876 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa167af89d (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa167af8c4 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa167af8f4 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa167a720e (__TEXT,__text) external _glMaterialf
00007ffa167a722c (__TEXT,__text) external _glMaterialfv
00007ffa167a724e (__TEXT,__text) external _glMateriali
00007ffa167a726f (__TEXT,__text) external _glMaterialiv
00007ffa167a7291 (__TEXT,__text) external _glMatrixMode
00007ffa167abf20 (__TEXT,__text) external _glMinSampleShading
00007ffa167ae5a4 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa167a8b7d (__TEXT,__text) external _glMinmax
00007ffa167a72ad (__TEXT,__text) external _glMultMatrixd
00007ffa167a72ca (__TEXT,__text) external _glMultMatrixf
00007ffa167a902c (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa167ad934 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa167a9049 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa167ad951 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa167a953e (__TEXT,__text) external _glMultiDrawArrays
00007ffa167aebe8 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa167afb8b (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa167a9564 (__TEXT,__text) external _glMultiDrawElements
00007ffa167ab3d5 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa167aec0e (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa167afd30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa167afd58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa167afbb1 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa167a8c0e (__TEXT,__text) external _glMultiTexCoord1d
00007ffa167ad516 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa167a8c2a (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa167ad532 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa167a8c49 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa167ad551 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa167a8c65 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa167ad56d (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa167a8c84 (__TEXT,__text) external _glMultiTexCoord1i
00007ffa167ad58c (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa167a8ca2 (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa167ad5aa (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa167a8cc1 (__TEXT,__text) external _glMultiTexCoord1s
00007ffa167ad5c9 (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa167a8cdf (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa167ad5e7 (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa167a8cfe (__TEXT,__text) external _glMultiTexCoord2d
00007ffa167ad606 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa167a8d1a (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa167ad622 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa167a8d39 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa167ad641 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa167a8d55 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa167ad65d (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa167a8d74 (__TEXT,__text) external _glMultiTexCoord2i
00007ffa167ad67c (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa167a8d95 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa167ad69d (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa167a8db4 (__TEXT,__text) external _glMultiTexCoord2s
00007ffa167ad6bc (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa167a8dd5 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa167ad6dd (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa167a8df4 (__TEXT,__text) external _glMultiTexCoord3d
00007ffa167ad6fc (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa167a8e10 (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa167ad718 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa167a8e2f (__TEXT,__text) external _glMultiTexCoord3f
00007ffa167ad737 (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa167a8e4b (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa167ad753 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa167a8e6a (__TEXT,__text) external _glMultiTexCoord3i
00007ffa167ad772 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa167a8e8e (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa167ad796 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa167a8ead (__TEXT,__text) external _glMultiTexCoord3s
00007ffa167ad7b5 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa167a8ed1 (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa167ad7d9 (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa167a8ef0 (__TEXT,__text) external _glMultiTexCoord4d
00007ffa167ad7f8 (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa167a8f0c (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa167ad814 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa167a8f2b (__TEXT,__text) external _glMultiTexCoord4f
00007ffa167ad833 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa167a8f47 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa167ad84f (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa167a8f66 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa167ad86e (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa167a8f8d (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa167ad895 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa167a8fac (__TEXT,__text) external _glMultiTexCoord4s
00007ffa167ad8b4 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa167a8fd3 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa167ad8db (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa167ae645 (__TEXT,__text) external _glNamedStringARB
00007ffa167a72e7 (__TEXT,__text) external _glNewList
00007ffa167a7305 (__TEXT,__text) external _glNormal3b
00007ffa167a7326 (__TEXT,__text) external _glNormal3bv
00007ffa167a7343 (__TEXT,__text) external _glNormal3d
00007ffa167a735d (__TEXT,__text) external _glNormal3dv
00007ffa167a737a (__TEXT,__text) external _glNormal3f
00007ffa167a7394 (__TEXT,__text) external _glNormal3fv
00007ffa167a73b1 (__TEXT,__text) external _glNormal3i
00007ffa167a73d2 (__TEXT,__text) external _glNormal3iv
00007ffa167a73ef (__TEXT,__text) external _glNormal3s
00007ffa167a7410 (__TEXT,__text) external _glNormal3sv
00007ffa167a742d (__TEXT,__text) external _glNormalPointer
00007ffa167afc6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa167afc8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa167a744f (__TEXT,__text) external _glOrtho
00007ffa167afdec (__TEXT,__text) external _glPNTrianglesfATI
00007ffa167afdf8 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa167afde6 (__TEXT,__text) external _glPNTrianglesiATI
00007ffa167afdf2 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa167a7469 (__TEXT,__text) external _glPassThrough
00007ffa167abdb9 (__TEXT,__text) external _glPatchParameterfv
00007ffa167abd9b (__TEXT,__text) external _glPatchParameteri
00007ffa167abe50 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa167a7483 (__TEXT,__text) external _glPixelMapfv
00007ffa167a74a5 (__TEXT,__text) external _glPixelMapuiv
00007ffa167a74c7 (__TEXT,__text) external _glPixelMapusv
00007ffa167a74e9 (__TEXT,__text) external _glPixelStoref
00007ffa167a7505 (__TEXT,__text) external _glPixelStorei
00007ffa167a7523 (__TEXT,__text) external _glPixelTransferf
00007ffa167a753f (__TEXT,__text) external _glPixelTransferi
00007ffa167a755d (__TEXT,__text) external _glPixelZoom
00007ffa167a94a2 (__TEXT,__text) external _glPointParameterf
00007ffa167adb14 (__TEXT,__text) external _glPointParameterfARB
00007ffa167a94be (__TEXT,__text) external _glPointParameterfv
00007ffa167adb30 (__TEXT,__text) external _glPointParameterfvARB
00007ffa167a94dd (__TEXT,__text) external _glPointParameteri
00007ffa167afe33 (__TEXT,__text) external _glPointParameteriNV
00007ffa167a94fb (__TEXT,__text) external _glPointParameteriv
00007ffa167afe51 (__TEXT,__text) external _glPointParameterivNV
00007ffa167a7577 (__TEXT,__text) external _glPointSize
00007ffa167afcd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa167a7591 (__TEXT,__text) external _glPolygonMode
00007ffa167a75af (__TEXT,__text) external _glPolygonOffset
00007ffa167a75c9 (__TEXT,__text) external _glPolygonStipple
00007ffa167a75e6 (__TEXT,__text) external _glPopAttrib
00007ffa167a75fd (__TEXT,__text) external _glPopClientAttrib
00007ffa167af805 (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa167a7614 (__TEXT,__text) external _glPopMatrix
00007ffa167a762b (__TEXT,__text) external _glPopName
00007ffa167ab32c (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa167a7642 (__TEXT,__text) external _glPrioritizeTextures
00007ffa167ac081 (__TEXT,__text) external _glProgramBinary
00007ffa167ad16e (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa167ad18c (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa167ad1ae (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa167ad1cc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa167ad26e (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa167ad1ee (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa167ad20c (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa167ad22e (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa167ad24c (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa167ad292 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa167ac0a6 (__TEXT,__text) external _glProgramParameteri
00007ffa167aef3b (__TEXT,__text) external _glProgramParameteriEXT
00007ffa167ad33e (__TEXT,__text) external _glProgramStringARB
00007ffa167ac6c6 (__TEXT,__text) external _glProgramUniform1d
00007ffa167ac73e (__TEXT,__text) external _glProgramUniform1dv
00007ffa167ac2a0 (__TEXT,__text) external _glProgramUniform1f
00007ffa167ac3a8 (__TEXT,__text) external _glProgramUniform1fv
00007ffa167ac201 (__TEXT,__text) external _glProgramUniform1i
00007ffa167ac318 (__TEXT,__text) external _glProgramUniform1iv
00007ffa167ac4ad (__TEXT,__text) external _glProgramUniform1ui
00007ffa167ac54c (__TEXT,__text) external _glProgramUniform1uiv
00007ffa167ac6e4 (__TEXT,__text) external _glProgramUniform2d
00007ffa167ac762 (__TEXT,__text) external _glProgramUniform2dv
00007ffa167ac2be (__TEXT,__text) external _glProgramUniform2f
00007ffa167ac3cc (__TEXT,__text) external _glProgramUniform2fv
00007ffa167ac222 (__TEXT,__text) external _glProgramUniform2i
00007ffa167ac33c (__TEXT,__text) external _glProgramUniform2iv
00007ffa167ac4ce (__TEXT,__text) external _glProgramUniform2ui
00007ffa167ac570 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa167ac702 (__TEXT,__text) external _glProgramUniform3d
00007ffa167ac786 (__TEXT,__text) external _glProgramUniform3dv
00007ffa167ac2dc (__TEXT,__text) external _glProgramUniform3f
00007ffa167ac3f0 (__TEXT,__text) external _glProgramUniform3fv
00007ffa167ac246 (__TEXT,__text) external _glProgramUniform3i
00007ffa167ac360 (__TEXT,__text) external _glProgramUniform3iv
00007ffa167ac4f2 (__TEXT,__text) external _glProgramUniform3ui
00007ffa167ac594 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa167ac720 (__TEXT,__text) external _glProgramUniform4d
00007ffa167ac7aa (__TEXT,__text) external _glProgramUniform4dv
00007ffa167ac2fa (__TEXT,__text) external _glProgramUniform4f
00007ffa167ac414 (__TEXT,__text) external _glProgramUniform4fv
00007ffa167ac26d (__TEXT,__text) external _glProgramUniform4i
00007ffa167ac384 (__TEXT,__text) external _glProgramUniform4iv
00007ffa167ac519 (__TEXT,__text) external _glProgramUniform4ui
00007ffa167ac5b8 (__TEXT,__text) external _glProgramUniform4uiv
00007ffa167ac7ce (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa167ac438 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa167ac843 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa167ac5dc (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa167ac891 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa167ac62a (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa167ac7f5 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa167ac45f (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa167ac86a (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa167ac603 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa167ac8df (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa167ac678 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa167ac81c (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa167ac486 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa167ac8b8 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa167ac651 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa167ac906 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa167ac69f (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa167ab409 (__TEXT,__text) external _glProvokingVertex
00007ffa167af71c (__TEXT,__text) external _glProvokingVertexEXT
00007ffa167a7665 (__TEXT,__text) external _glPushAttrib
00007ffa167a7681 (__TEXT,__text) external _glPushClientAttrib
00007ffa167af7e6 (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa167a769d (__TEXT,__text) external _glPushMatrix
00007ffa167a76b4 (__TEXT,__text) external _glPushName
00007ffa167ab823 (__TEXT,__text) external _glQueryCounter
00007ffa167a76d0 (__TEXT,__text) external _glRasterPos2d
00007ffa167a76ea (__TEXT,__text) external _glRasterPos2dv
00007ffa167a7707 (__TEXT,__text) external _glRasterPos2f
00007ffa167a7721 (__TEXT,__text) external _glRasterPos2fv
00007ffa167a773e (__TEXT,__text) external _glRasterPos2i
00007ffa167a775c (__TEXT,__text) external _glRasterPos2iv
00007ffa167a7779 (__TEXT,__text) external _glRasterPos2s
00007ffa167a7797 (__TEXT,__text) external _glRasterPos2sv
00007ffa167a77b4 (__TEXT,__text) external _glRasterPos3d
00007ffa167a77ce (__TEXT,__text) external _glRasterPos3dv
00007ffa167a77eb (__TEXT,__text) external _glRasterPos3f
00007ffa167a7805 (__TEXT,__text) external _glRasterPos3fv
00007ffa167a7822 (__TEXT,__text) external _glRasterPos3i
00007ffa167a7843 (__TEXT,__text) external _glRasterPos3iv
00007ffa167a7860 (__TEXT,__text) external _glRasterPos3s
00007ffa167a7881 (__TEXT,__text) external _glRasterPos3sv
00007ffa167a789e (__TEXT,__text) external _glRasterPos4d
00007ffa167a78b8 (__TEXT,__text) external _glRasterPos4dv
00007ffa167a78d5 (__TEXT,__text) external _glRasterPos4f
00007ffa167a78ef (__TEXT,__text) external _glRasterPos4fv
00007ffa167a790c (__TEXT,__text) external _glRasterPos4i
00007ffa167a7930 (__TEXT,__text) external _glRasterPos4iv
00007ffa167a794d (__TEXT,__text) external _glRasterPos4s
00007ffa167a7971 (__TEXT,__text) external _glRasterPos4sv
00007ffa167a798e (__TEXT,__text) external _glReadBuffer
00007ffa167a79aa (__TEXT,__text) external _glReadPixels
00007ffa167a79da (__TEXT,__text) external _glRectd
00007ffa167a79f4 (__TEXT,__text) external _glRectdv
00007ffa167a7a14 (__TEXT,__text) external _glRectf
00007ffa167a7a2e (__TEXT,__text) external _glRectfv
00007ffa167a7a4e (__TEXT,__text) external _glRecti
00007ffa167a7a72 (__TEXT,__text) external _glRectiv
00007ffa167a7a92 (__TEXT,__text) external _glRects
00007ffa167a7ab6 (__TEXT,__text) external _glRectsv
00007ffa167abfc1 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffa167a7ad6 (__TEXT,__text) external _glRenderMode
00007ffa167aa6fd (__TEXT,__text) external _glRenderbufferStorage
00007ffa167aed02 (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffa167aa90f (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffa167aef14 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
