                 (undefined) external _CGPathCreateMutable (from CoreGraphics)
                 (undefined) external _CGRectEqualToRect (from CoreGraphics)
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxX (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMinX (from CoreGraphics)
                 (undefined) external _CGRectGetMinY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectIntegral (from CoreGraphics)
                 (undefined) external _CGRectIntersection (from CoreGraphics)
                 (undefined) external _CGRectUnion (from CoreGraphics)
                 (undefined) external _CTFrameGetLines (from CoreText)
                 (undefined) external _CTFramesetterCreateFrame (from CoreText)
                 (undefined) external _CTFramesetterCreateWithAttributedString (from CoreText)
                 (undefined) external _NSFontAttributeName (from AppKit)
                 (undefined) external _NSParagraphStyleAttributeName (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableParagraphStyle (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSParagraphStyle (from AppKit)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_UIApplication (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIColor (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIFont (from AppKit)
                 (undefined) external _OBJC_CLASS_$_UIScreen (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIView (from UIKitCore)
00000001e85c57e8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC11TeaTemplate15ColumnDebugView
00000001cf91ddac (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf921a5c (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf922b20 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf924ac0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf92ce88 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf935208 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf9371e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf93ac18 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf9462a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf94a7a0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf94e24c (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf951ecc (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf953a64 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001cf91036c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf913d14 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf918b50 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf922b2c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf924ae0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf92cea8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf935214 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf9371f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf93ac34 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf9462bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf94a7bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf94e264 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf951ee4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf953a78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001cf910384 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf913d20 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf918b6c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf922b44 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf924af4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf92cebc (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf935228 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf937204 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf93ac4c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf9462d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf94a7e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf94e27c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf951ef4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001cf9549e8 (__TEXT,__const) external _TeaTemplateVersionNumber
00000001cf9549c0 (__TEXT,__const) external _TeaTemplateVersionString
00000001cf947d6c (__TEXT,__text) non-external _UIEdgeInsetsInsetRect
                 (undefined) external _UIEdgeInsetsZero (from UIKitCore)
00000001ec5c2dd0 (__DATA_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate13LayoutContext
00000001e9665668 (__AUTH,__objc_data) non-external __DATA__TtC11TeaTemplate15ColumnDebugView
00000001ec5c3650 (__DATA_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate15DebugLayoutData
00000001ec5c3808 (__DATA_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate20CursorFrameContainer
00000001ec5c39b8 (__DATA_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate20LayoutContextRecords
00000001ec5c3098 (__DATA_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate20LayoutMarginAdjuster
00000001ec5c3900 (__DATA_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate26CursorFrameContainerRegion
00000001ec5c2f80 (__DATA_CONST,__objc_const) non-external __DATA__TtC11TeaTemplate7Logging
00000001ec5c3330 (__DATA_CONST,__objc_const) non-external __DATA__TtC11TeaTemplateP33_964DFDDCBF2A244A01A2B6B14541880414_LayoutDecoder
00000001ec5c3198 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate10BoxBuilder
00000001ec5c2f10 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate10LayoutItem
00000001ec5c3230 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate10StackLayer
00000001ec5c3a00 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate11EmbedLayout
00000001ec5c3770 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate11ListBuilder
00000001ec5c2bf0 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate12EmbedFactory
00000001ec5c2b18 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate12StackBuilder
00000001ec5c3128 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate13LayoutBuilder
00000001ec5c2d08 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate13LayoutContext
00000001ec5c3258 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate13LayoutDecoder
00000001ec5c2ea0 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate14LayoutItemList
00000001ec5c34f8 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate15ColumnDebugView
00000001ec5c3608 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate15DebugLayoutData
00000001ec5c37e0 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate20CursorFrameContainer
00000001ec5c3990 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate20LayoutContextRecords
00000001ec5c3010 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate20LayoutMarginAdjuster
00000001ec5c3898 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate26CursorFrameContainerRegion
00000001ec5c3468 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate28LayoutKeyedDecodingContainer
00000001ec5c33c0 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate3Box
00000001ec5c2ee8 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate3Log
00000001ec5c30e0 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate4Node
00000001ec5c3378 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate4Prop
00000001ec5c2b68 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate5Frame
00000001ec5c2b40 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate5Space
00000001ec5c31e8 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate5Stack
00000001ec5c2e18 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate6IfNode
00000001ec5c3698 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate6Layout
00000001ec5c2c98 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate7Dynamic
00000001ec5c31c0 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate7Inspect
00000001ec5c3150 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate7Overlay
00000001ec5c3728 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplate9IfBuilder
00000001ec5c32c8 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplateP33_964DFDDCBF2A244A01A2B6B14541880414_LayoutDecoder
00000001ec5c3700 (__DATA_CONST,__objc_const) non-external __IVARS__TtC11TeaTemplateP33_EF7BE91981E419ADFCEB880FD179035F11ForEachNode
00000001ec5c2cc0 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC11TeaTemplate13LayoutContext
00000001ec5c34b0 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC11TeaTemplate15ColumnDebugView
00000001ec5c35c0 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC11TeaTemplate15DebugLayoutData
00000001ec5c3798 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC11TeaTemplate20CursorFrameContainer
00000001ec5c3948 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC11TeaTemplate20LayoutContextRecords
00000001ec5c2fc8 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC11TeaTemplate20LayoutMarginAdjuster
00000001ec5c3850 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC11TeaTemplate26CursorFrameContainerRegion
00000001ec5c2f38 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC11TeaTemplate7Logging
00000001ec5c3280 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC11TeaTemplateP33_964DFDDCBF2A244A01A2B6B14541880414_LayoutDecoder
00000001cf954988 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS__TtC11TeaTemplate15ColumnDebugView
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001cf91dcb0 (__TEXT,__text) non-external (was a private external) ___swift_allocate_boxed_opaque_existential_0
00000001cf934df0 (__TEXT,__text) non-external ___swift_allocate_boxed_opaque_existential_0Tm
00000001cf90d5d8 (__TEXT,__text) non-external (was a private external) ___swift_allocate_value_buffer
00000001cf90f82c (__TEXT,__text) non-external (was a private external) ___swift_assign_boxed_opaque_existential_1
00000001cf93a90c (__TEXT,__text) non-external (was a private external) ___swift_deallocate_boxed_opaque_existential_0
00000001cf922c2c (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_0
00000001cf934e34 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
00000001cf941280 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
00000001cf90a1f8 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_1
00000001cf90f064 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
00000001cf913be8 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
00000001cf953980 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
00000001cf913768 (__TEXT,__text) non-external (was a private external) ___swift_getEnumTagSinglePayload
00000001cf90c88c (__TEXT,__text) non-external (was a private external) ___swift_instantiateGenericMetadata
00000001cf94e984 (__TEXT,__text) non-external (was a private external) ___swift_memcpy0_1
00000001cf937f24 (__TEXT,__text) non-external (was a private external) ___swift_memcpy10_8
00000001cf916e40 (__TEXT,__text) non-external (was a private external) ___swift_memcpy112_8
00000001cf90a5c8 (__TEXT,__text) non-external (was a private external) ___swift_memcpy16_8
00000001cf90f508 (__TEXT,__text) non-external (was a private external) ___swift_memcpy17_8
00000001cf90a294 (__TEXT,__text) non-external (was a private external) ___swift_memcpy1_1
00000001cf90bd0c (__TEXT,__text) non-external (was a private external) ___swift_memcpy200_8
00000001cf912750 (__TEXT,__text) non-external (was a private external) ___swift_memcpy248_8
00000001cf90ce50 (__TEXT,__text) non-external (was a private external) ___swift_memcpy24_8
00000001cf90d214 (__TEXT,__text) non-external (was a private external) ___swift_memcpy25_8
00000001cf94657c (__TEXT,__text) non-external (was a private external) ___swift_memcpy2_1
00000001cf90a68c (__TEXT,__text) non-external (was a private external) ___swift_memcpy32_8
00000001cf916d54 (__TEXT,__text) non-external (was a private external) ___swift_memcpy33_8
00000001cf9522b8 (__TEXT,__text) non-external (was a private external) ___swift_memcpy34_8
00000001cf918c94 (__TEXT,__text) non-external (was a private external) ___swift_memcpy40_8
00000001cf93ae30 (__TEXT,__text) non-external (was a private external) ___swift_memcpy42_8
00000001cf90fa5c (__TEXT,__text) non-external (was a private external) ___swift_memcpy49_8
00000001cf94f3dc (__TEXT,__text) non-external (was a private external) ___swift_memcpy50_8
00000001cf920da4 (__TEXT,__text) non-external (was a private external) ___swift_memcpy568_8
00000001cf92a01c (__TEXT,__text) non-external (was a private external) ___swift_memcpy56_8
00000001cf927948 (__TEXT,__text) non-external (was a private external) ___swift_memcpy576_8
00000001cf925b74 (__TEXT,__text) non-external (was a private external) ___swift_memcpy64_8
00000001cf917180 (__TEXT,__text) non-external (was a private external) ___swift_memcpy66_8
00000001cf947918 (__TEXT,__text) non-external (was a private external) ___swift_memcpy72_8
00000001cf93f5ac (__TEXT,__text) non-external (was a private external) ___swift_memcpy80_8
00000001cf910ae4 (__TEXT,__text) non-external (was a private external) ___swift_memcpy8_8
00000001cf90a28c (__TEXT,__text) non-external (was a private external) ___swift_memcpy96_8
00000001cf90c088 (__TEXT,__text) non-external (was a private external) ___swift_memcpy9_8
00000001cf90a1f4 (__TEXT,__text) non-external (was a private external) ___swift_noop_void_return
00000001cf90a248 (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_1
00000001cf90d5a0 (__TEXT,__text) non-external (was a private external) ___swift_project_value_buffer
00000001cf955a20 (__TEXT,__const) non-external (was a private external) ___swift_reflection_version
00000001cf913b50 (__TEXT,__text) non-external (was a private external) ___swift_storeEnumTagSinglePayload
00000001cf9551c0 (__TEXT,__const) non-external ___unnamed_1
00000001cf955d50 (__TEXT,__const) non-external ___unnamed_1
00000001cf956a88 (__TEXT,__const) non-external ___unnamed_1
00000001cf956b98 (__TEXT,__const) non-external ___unnamed_1
00000001cf957660 (__TEXT,__const) non-external ___unnamed_1
00000001f1d91890 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d91af8 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d92050 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d928d0 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d93398 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d934d8 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d935a8 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d936e8 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d949e0 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d957b0 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d95a60 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d95d60 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d95f08 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d96728 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d96dd8 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d97ab0 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d980c0 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d99490 (__AUTH_CONST,__const) non-external ___unnamed_1
00000001f1d94158 (__AUTH_CONST,__const) non-external ___unnamed_2
00000001f1d94348 (__AUTH_CONST,__const) non-external ___unnamed_3
00000001f1d952c0 (__AUTH_CONST,__const) non-external ___unnamed_3
00000001f1d970e0 (__AUTH_CONST,__const) non-external ___unnamed_3
00000001f1d98358 (__AUTH_CONST,__const) non-external ___unnamed_3
00000001f1d95b40 (__AUTH_CONST,__const) non-external ___unnamed_4
00000001cf956428 (__TEXT,__const) non-external ___unnamed_5
00000001f1d92728 (__AUTH_CONST,__const) non-external ___unnamed_5
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) external __swiftEmptySetSingleton (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftAccelerate (from libswiftAccelerate)
00000001ec5c2788 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftAccelerate_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
00000001ec5c2738 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreGraphics (from libswiftCoreFoundation)
00000001ec5c2768 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreGraphics_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreImage (from libswiftCoreImage)
00000001ec5c2790 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreImage_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreLocation (from libswiftCoreLocation)
00000001ec5c27a8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreLocation_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDarwin (from libswiftDarwin)
00000001ec5c2730 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDarwin_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDataDetection (from libswiftDataDetection)
00000001ec5c27a0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDataDetection_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
00000001ec5c2740 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFileProvider (from libswiftFileProvider)
00000001ec5c2798 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFileProvider_$_TeaTemplate
                 (undefined) weak external automatically hidden __swift_FORCE_LOAD_$_swiftFoundation (from Foundation)
00000001ec5c2720 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
00000001ec5c2750 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIOKit_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIntents (from libswiftIntents)
00000001ec5c27c0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIntents_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftMetal (from libswiftMetal)
00000001ec5c2778 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftMetal_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftOSLog (from libswiftOSLog)
00000001ec5c27b8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftOSLog_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
00000001ec5c2728 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftObjectiveC_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftQuartzCore (from libswiftQuartzCore)
00000001ec5c2770 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftQuartzCore_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUIKit (from UIKitCore)
00000001ec5c2758 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftUIKit_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers (from libswiftUniformTypeIdentifiers)
00000001ec5c27b0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
00000001ec5c2748 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
00000001ec5c2760 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_TeaTemplate
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsimd (from libswiftsimd)
00000001ec5c2780 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftsimd_$_TeaTemplate
                 (undefined) external __swift_isClassOrObjCExistentialType (from libswiftCore)
00000001cf922a3c (__TEXT,__text) non-external __swift_stdlib_malloc_size
00000001cf9296c8 (__TEXT,__text) non-external __swift_stdlib_malloc_size
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
00000001cf95a26a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate10BoxBuilderCyxq_GAA0D4TypeAA1TAaEP_AA06LayoutE0
00000001cf95a272 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate10BoxBuilderCyxq_GAA0D4TypeAA1UAaEP_AA016LayoutAttributesE0
00000001cf959c72 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate10ColumnSizeOs27ExpressibleByIntegerLiteralAA0gH4TypesADP_s01_ef7BuiltingH0
00000001cf959be6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate10ColumnSpecOSHAASQ
00000001cf959c20 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate10SizerTraitOSHAASQ
00000001cf95a94a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate11ListBuilderCyxq_GAA0D4TypeAA1TAaEP_AA06LayoutE0
00000001cf95a952 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate11ListBuilderCyxq_GAA0D4TypeAA1UAaEP_AA016LayoutAttributesE0
00000001cf95a9f2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate11PositioningO6AnchorOyx_GSHAASQ
00000001cf95a588 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate12AltTextLogicO8OperatorOSHAASQ
00000001cf95a910 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate12BoxDirectionOSHAASQ
00000001cf959e2e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate12ColumnSystemO7OptionsV6TraitsVs10SetAlgebraAASQ
00000001cf959e36 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate12ColumnSystemO7OptionsV6TraitsVs10SetAlgebraAAs25ExpressibleByArrayLiteral
00000001cf959e18 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate12ColumnSystemO7OptionsV6TraitsVs9OptionSetAASY
00000001cf959e20 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate12ColumnSystemO7OptionsV6TraitsVs9OptionSetAAs0H7Algebra
00000001cf95a0fc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate13LayoutBuilderCyxq_GAA0D4TypeAA1TAaEP_AA0cE0
00000001cf95a104 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate13LayoutBuilderCyxq_GAA0D4TypeAA1UAaEP_AA0c10AttributesE0
00000001cf95a6bc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate15CursorFrameKindOSHAASQ
00000001cf959ca6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate15DimensionSizingOs25ExpressibleByFloatLiteralAA0gH4TypesADP_s01_ef7BuiltingH0
00000001cf959cd8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate15DimensionSizingOs27ExpressibleByIntegerLiteralAA0gH4TypesADP_s01_ef7BuiltingH0
00000001cf959978 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate16ColumnLayoutSizeOSHAASQ
00000001cf95a7cc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate16ResizeConstraintOSHAASQ
00000001cf95aae6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate17FlexibleConditionV15DirectionOptionOSHAASQ
00000001cf95a1e8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate18LayoutContentScaleOSHAASQ
00000001cf959acc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate19DimensionSizerTraitOSHAASQ
00000001cf95aa0e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate21PositioningAdjustmentOs25ExpressibleByFloatLiteralAA0gH4TypesADP_s01_ef7BuiltingH0
00000001cf95aa00 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate21PositioningAdjustmentOs27ExpressibleByIntegerLiteralAA0gH4TypesADP_s01_ef7BuiltingH0
00000001cf95a23a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate22FastLayoutDecoderErrorOSHAASQ
00000001cf95aa7c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate22SizerResultMetadataKeyOSHAASQ
00000001cf95a76c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate23DimensionSizingBehaviorOSHAASQ
00000001cf95a68e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaTemplate28LayoutKeyedDecodingContainerCyxGs0deF8ProtocolAA3KeysAEP_s06CodingH0
