                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
00007ff812ccb6e4 (__TEXT,__text) external _CMCloneProfileRef
00007ff8437d7a40 (__DATA,__bss) non-external __CWColorWorldGetProperty.predicate
00007ff812cc6f44 (__TEXT,__text) external __CWColorWorldSetProperty
00007ff8437d7a28 (__DATA,__bss) non-external __CWColorWorldSetProperty.func
00007ff8437d7a30 (__DATA,__bss) non-external __CWColorWorldSetProperty.predicate
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff812ccb72f (__TEXT,__text) non-external ___CMCloneProfileRef_block_invoke
00007ff812ccb6ac (__TEXT,__text) non-external ___CMCloseProfile_block_invoke
00007ff812ccb629 (__TEXT,__text) non-external ___CMConvertDoubleXYZToD50_block_invoke
00007ff812ccb576 (__TEXT,__text) non-external ___CMConvertRGBFloatBitmap_block_invoke
00007ff812ccb4f0 (__TEXT,__text) non-external ___CMConvertXYZFloatBitmap_block_invoke
00007ff812ccb349 (__TEXT,__text) non-external ___CMCopyProfileDescriptionString_block_invoke
00007ff812ccb153 (__TEXT,__text) non-external ___CMCopyProfileLocalizedStringDictionary_block_invoke
00007ff812ccb25d (__TEXT,__text) non-external ___CMCopyProfileLocalizedString_block_invoke
00007ff812ccb43d (__TEXT,__text) non-external ___CMCopyProfile_block_invoke
00007ff812ccb062 (__TEXT,__text) non-external ___CMCountProfileElements_block_invoke
00007ff812ccaf76 (__TEXT,__text) non-external ___CMFloatBitmapMakeChunky_block_invoke
00007ff812ccae9a (__TEXT,__text) non-external ___CMGetColorSyncVersion_block_invoke
00007ff812ccae17 (__TEXT,__text) non-external ___CMGetDefaultDevice_block_invoke
00007ff812ccad91 (__TEXT,__text) non-external ___CMGetDefaultProfileBySpace_block_invoke
00007ff812ccad0b (__TEXT,__text) non-external ___CMGetDefaultProfileByUse_block_invoke
00007ff812ccac85 (__TEXT,__text) non-external ___CMGetDeviceDefaultProfileID_block_invoke
00007ff812ccabea (__TEXT,__text) non-external ___CMGetDeviceFactoryProfiles_block_invoke
00007ff812ccab37 (__TEXT,__text) non-external ___CMGetDeviceInfo_block_invoke
00007ff812ccaa9c (__TEXT,__text) non-external ___CMGetDeviceProfile_block_invoke
00007ff812cca9fe (__TEXT,__text) non-external ___CMGetDeviceState_block_invoke
00007ff812cca963 (__TEXT,__text) non-external ___CMGetDeviceTrackingByUse_block_invoke
00007ff812cca8c8 (__TEXT,__text) non-external ___CMGetGammaByAVID_block_invoke
00007ff812cca82d (__TEXT,__text) non-external ___CMGetIndNamedColorValue_block_invoke
00007ff812cca62d (__TEXT,__text) non-external ___CMGetIndProfileElementInfo_block_invoke
00007ff812cca72d (__TEXT,__text) non-external ___CMGetIndProfileElement_block_invoke
00007ff812cca523 (__TEXT,__text) non-external ___CMGetNamedColorIndex_block_invoke
00007ff812cca432 (__TEXT,__text) non-external ___CMGetNamedColorInfo_block_invoke
00007ff812cca318 (__TEXT,__text) non-external ___CMGetNamedColorName_block_invoke
00007ff812cca227 (__TEXT,__text) non-external ___CMGetNamedColorValue_block_invoke
00007ff812cc9fb5 (__TEXT,__text) non-external ___CMGetPS2ColorRenderingIntent_block_invoke
00007ff812cc9eab (__TEXT,__text) non-external ___CMGetPS2ColorRenderingVMSize_block_invoke
00007ff812cca127 (__TEXT,__text) non-external ___CMGetPS2ColorRendering_block_invoke
00007ff812cc9d49 (__TEXT,__text) non-external ___CMGetPS2ColorSpace_block_invoke
00007ff812cc9c3f (__TEXT,__text) non-external ___CMGetPartialProfileElement_block_invoke
00007ff812cc9b35 (__TEXT,__text) non-external ___CMGetProfileByAVID_block_invoke
00007ff812cc9aaf (__TEXT,__text) non-external ___CMGetProfileDescriptions_block_invoke
00007ff812cc9995 (__TEXT,__text) non-external ___CMGetProfileElement_block_invoke
00007ff812cc9895 (__TEXT,__text) non-external ___CMGetProfileGamma_block_invoke
00007ff812cc9773 (__TEXT,__text) non-external ___CMGetProfileHeader_block_invoke
00007ff812cc9687 (__TEXT,__text) non-external ___CMGetProfileLocation_block_invoke
00007ff812cc9601 (__TEXT,__text) non-external ___CMGetProfileMD5_block_invoke
00007ff812cc9515 (__TEXT,__text) non-external ___CMGetProfileRefCount_block_invoke
00007ff812cc9429 (__TEXT,__text) non-external ___CMGetProfileTransformInfo_block_invoke
00007ff812cc9294 (__TEXT,__text) non-external ___CMGetSystemProfileAVID_block_invoke
00007ff812cc9211 (__TEXT,__text) non-external ___CMGetSystemProfilePriv_block_invoke
00007ff812cc9317 (__TEXT,__text) non-external ___CMGetSystemProfile_block_invoke
00007ff812cc918d (__TEXT,__text) non-external ___CMIterateCMMInfo_block_invoke
00007ff812cc90f2 (__TEXT,__text) non-external ___CMIterateColorDevices_block_invoke
00007ff812cc9054 (__TEXT,__text) non-external ___CMIterateColorSyncFolder_block_invoke
00007ff812cc8fb6 (__TEXT,__text) non-external ___CMIterateDeviceProfiles_block_invoke
00007ff812cc8ef8 (__TEXT,__text) non-external ___CMMakeProfile_block_invoke
00007ff812cc8e72 (__TEXT,__text) non-external ___CMMatchFloatBitmap_block_invoke
00007ff812cc8dd7 (__TEXT,__text) non-external ___CMNewProfile_block_invoke
00007ff812cc8d51 (__TEXT,__text) non-external ___CMOpenProfile_block_invoke
00007ff812cc8ccb (__TEXT,__text) non-external ___CMProfileCopyICCData_block_invoke
00007ff812cc8bdd (__TEXT,__text) non-external ___CMProfileElementExists_block_invoke
00007ff812cc8aec (__TEXT,__text) non-external ___CMProfileModified_block_invoke
00007ff812cc8a66 (__TEXT,__text) non-external ___CMRegisterColorDevice_block_invoke
00007ff812cc89c8 (__TEXT,__text) non-external ___CMRemoveProfileElement_block_invoke
00007ff812cc8944 (__TEXT,__text) non-external ___CMSetDefaultDevice_block_invoke
00007ff812cc88c0 (__TEXT,__text) non-external ___CMSetDeviceDefaultProfileID_block_invoke
00007ff812cc8827 (__TEXT,__text) non-external ___CMSetDeviceFactoryProfiles_block_invoke
00007ff812cc8789 (__TEXT,__text) non-external ___CMSetDeviceProfile_block_invoke
00007ff812cc86d6 (__TEXT,__text) non-external ___CMSetDeviceState_block_invoke
00007ff812cc863d (__TEXT,__text) non-external ___CMSetDeviceTrackingByUse_block_invoke
00007ff812cc85a4 (__TEXT,__text) non-external ___CMSetGammaByAVID_block_invoke
00007ff812cc851e (__TEXT,__text) non-external ___CMSetPartialProfileElement_block_invoke
00007ff812cc846b (__TEXT,__text) non-external ___CMSetProfileByAVID_block_invoke
00007ff812cc83e5 (__TEXT,__text) non-external ___CMSetProfileDescriptions_block_invoke
00007ff812cc828b (__TEXT,__text) non-external ___CMSetProfileElementReference_block_invoke
00007ff812cc81f2 (__TEXT,__text) non-external ___CMSetProfileElementSize_block_invoke
00007ff812cc8329 (__TEXT,__text) non-external ___CMSetProfileElement_block_invoke
00007ff812cc8159 (__TEXT,__text) non-external ___CMSetProfileHeader_block_invoke
00007ff812cc80d3 (__TEXT,__text) non-external ___CMSetProfileLocalizedStringDictionary_block_invoke
00007ff812ccbb6c (__TEXT,__text) non-external ___CMSetSystemProfileAVID_block_invoke
00007ff812cc8038 (__TEXT,__text) non-external ___CMSetSystemProfile_block_invoke
00007ff812cc7fb5 (__TEXT,__text) non-external ___CMUnregisterColorDevice_block_invoke
00007ff812cc7f31 (__TEXT,__text) non-external ___CMUpdateProfile_block_invoke
00007ff812cc7e92 (__TEXT,__text) non-external ___CMValidateProfile_block_invoke
00007ff812cc7da1 (__TEXT,__text) non-external ___CWCheckBitmap_block_invoke
00007ff812cc7cee (__TEXT,__text) non-external ___CWCheckColors_block_invoke
00007ff812cc713e (__TEXT,__text) non-external ___CWColorWorldGetProperty_block_invoke
00007ff812cc70bb (__TEXT,__text) non-external ___CWColorWorldSetProperty_block_invoke
00007ff812cc7c50 (__TEXT,__text) non-external ___CWConcatColorWorld_block_invoke
00007ff812cc7ad8 (__TEXT,__text) non-external ___CWDisposeColorWorld_block_invoke
00007ff812cc7a5a (__TEXT,__text) non-external ___CWFillLookupTexture_block_invoke
00007ff812cc79a7 (__TEXT,__text) non-external ___CWGetCMMSignature_block_invoke
00007ff812cc7927 (__TEXT,__text) non-external ___CWMatchBitmap_block_invoke
00007ff812cc7874 (__TEXT,__text) non-external ___CWMatchColors_block_invoke
00007ff812cc77d9 (__TEXT,__text) non-external ___CWNewLinkProfile_block_invoke
00007ff812ccbecc (__TEXT,__text) non-external ___ColorSyncLog_block_invoke
00007ff812ccb95f (__TEXT,__text) non-external ___NCMGetProfileLocation_block_invoke
00007ff812ccbaeb (__TEXT,__text) non-external ___NCWConcatColorWorld_block_invoke
00007ff812cc760f (__TEXT,__text) non-external ___NCWNewColorWorld_block_invoke
00007ff812ccb8c4 (__TEXT,__text) non-external ___NCWNewLinkProfile_block_invoke
00007ff812cc7478 (__TEXT,__text) non-external ____CMGetProfileOfSuite_block_invoke
00007ff812cc73d9 (__TEXT,__text) non-external ____CMLoadProfileLutsByAVID_block_invoke
00007ff812cc7358 (__TEXT,__text) non-external ____CMProfileGetProperty_block_invoke
00007ff812cc726d (__TEXT,__text) non-external ____CMProfileSetProperty_block_invoke
00007ff812cc7025 (__TEXT,__text) non-external ____CWColorWorldGetProperty_block_invoke
00007ff812cc6fa2 (__TEXT,__text) non-external ____CWColorWorldSetProperty_block_invoke
00007ff841812770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff841814070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff841812ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.102
00007ff841813030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff841813070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ff8418130b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.111
00007ff8418130f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.114
00007ff841813130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.117
00007ff841812870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff841813170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00007ff8418131b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00007ff8418131f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.126
00007ff841813230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.129
00007ff841813270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ff8418132b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ff8418132f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ff841813330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ff841813370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ff8418133b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ff8418128b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8418133f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.150
00007ff841813430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.153
00007ff841813470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.156
00007ff8418134b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.159
00007ff8418134f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.162
00007ff841813530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.165
00007ff841813570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.168
00007ff8418135b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ff8418135f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ff841813630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.177
00007ff8418128f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff841813670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.180
00007ff8418136b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.183
00007ff8418136f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.186
00007ff841813730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.189
00007ff841813770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.192
00007ff8418137b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00007ff8418137f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.198
00007ff841813830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.201
00007ff841813870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.204
00007ff8418138b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.207
00007ff841812930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8418138f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.210
00007ff841813930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.213
00007ff841813970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.216
00007ff8418139b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.219
00007ff8418139f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.222
00007ff841813a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.225
00007ff841813a70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.228
00007ff841813ab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.231
00007ff841813af0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.234
00007ff841813b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.237
00007ff841812970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff841813b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.240
00007ff841813bb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.243
00007ff841813bf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.246
00007ff841813c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.249
00007ff841813c70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.252
00007ff841813cb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.255
00007ff841813cf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.258
00007ff841813d30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.261
00007ff841813d70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.264
00007ff841813db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.267
00007ff8418129b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff841813df0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.270
00007ff841813e30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.273
00007ff841813e70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.276
00007ff841813eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.279
00007ff841813ef0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.282
00007ff841813f30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.285
00007ff841813f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.288
00007ff841813fb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.291
00007ff841813ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.294
00007ff841814030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.297
00007ff8418127b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8418129f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff841812a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff841812a70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.36
00007ff841812ab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00007ff841812af0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff841812b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007ff841812b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff841812bb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff841812bf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff841812c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8418127f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff841812c70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff841812cb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff841812cf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff841812d30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff841812d70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ff841812db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff841812df0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff841812e30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff841812e70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ff841812eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff841812830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff841812ef0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ff841812f30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ff841812f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ff841812fb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00007ff841812790 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff841814090 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff841812850 (__DATA_CONST,__const) non-external ___block_literal_global.10
00007ff841812fd0 (__DATA_CONST,__const) non-external ___block_literal_global.100
00007ff841813010 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff841813050 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff841813090 (__DATA_CONST,__const) non-external ___block_literal_global.109
00007ff8418130d0 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff841813110 (__DATA_CONST,__const) non-external ___block_literal_global.115
00007ff841813150 (__DATA_CONST,__const) non-external ___block_literal_global.118
00007ff841813190 (__DATA_CONST,__const) non-external ___block_literal_global.121
00007ff8418131d0 (__DATA_CONST,__const) non-external ___block_literal_global.124
00007ff841813210 (__DATA_CONST,__const) non-external ___block_literal_global.127
00007ff841812890 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff841813250 (__DATA_CONST,__const) non-external ___block_literal_global.130
00007ff841813290 (__DATA_CONST,__const) non-external ___block_literal_global.133
00007ff8418132d0 (__DATA_CONST,__const) non-external ___block_literal_global.136
00007ff841813310 (__DATA_CONST,__const) non-external ___block_literal_global.139
00007ff841813350 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ff841813390 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ff8418133d0 (__DATA_CONST,__const) non-external ___block_literal_global.148
00007ff841813410 (__DATA_CONST,__const) non-external ___block_literal_global.151
00007ff841813450 (__DATA_CONST,__const) non-external ___block_literal_global.154
00007ff841813490 (__DATA_CONST,__const) non-external ___block_literal_global.157
00007ff8418128d0 (__DATA_CONST,__const) non-external ___block_literal_global.16
00007ff8418134d0 (__DATA_CONST,__const) non-external ___block_literal_global.160
00007ff841813510 (__DATA_CONST,__const) non-external ___block_literal_global.163
00007ff841813550 (__DATA_CONST,__const) non-external ___block_literal_global.166
00007ff841813590 (__DATA_CONST,__const) non-external ___block_literal_global.169
00007ff8418135d0 (__DATA_CONST,__const) non-external ___block_literal_global.172
00007ff841813610 (__DATA_CONST,__const) non-external ___block_literal_global.175
00007ff841813650 (__DATA_CONST,__const) non-external ___block_literal_global.178
00007ff841813690 (__DATA_CONST,__const) non-external ___block_literal_global.181
00007ff8418136d0 (__DATA_CONST,__const) non-external ___block_literal_global.184
00007ff841813710 (__DATA_CONST,__const) non-external ___block_literal_global.187
00007ff841812910 (__DATA_CONST,__const) non-external ___block_literal_global.19
00007ff841813750 (__DATA_CONST,__const) non-external ___block_literal_global.190
00007ff841813790 (__DATA_CONST,__const) non-external ___block_literal_global.193
00007ff8418137d0 (__DATA_CONST,__const) non-external ___block_literal_global.196
00007ff841813810 (__DATA_CONST,__const) non-external ___block_literal_global.199
00007ff841813850 (__DATA_CONST,__const) non-external ___block_literal_global.202
00007ff841813890 (__DATA_CONST,__const) non-external ___block_literal_global.205
00007ff8418138d0 (__DATA_CONST,__const) non-external ___block_literal_global.208
00007ff841813910 (__DATA_CONST,__const) non-external ___block_literal_global.211
00007ff841813950 (__DATA_CONST,__const) non-external ___block_literal_global.214
00007ff841813990 (__DATA_CONST,__const) non-external ___block_literal_global.217
00007ff841812950 (__DATA_CONST,__const) non-external ___block_literal_global.22
00007ff8418139d0 (__DATA_CONST,__const) non-external ___block_literal_global.220
00007ff841813a10 (__DATA_CONST,__const) non-external ___block_literal_global.223
00007ff841813a50 (__DATA_CONST,__const) non-external ___block_literal_global.226
00007ff841813a90 (__DATA_CONST,__const) non-external ___block_literal_global.229
00007ff841813ad0 (__DATA_CONST,__const) non-external ___block_literal_global.232
00007ff841813b10 (__DATA_CONST,__const) non-external ___block_literal_global.235
00007ff841813b50 (__DATA_CONST,__const) non-external ___block_literal_global.238
00007ff841813b90 (__DATA_CONST,__const) non-external ___block_literal_global.241
00007ff841813bd0 (__DATA_CONST,__const) non-external ___block_literal_global.244
00007ff841813c10 (__DATA_CONST,__const) non-external ___block_literal_global.247
00007ff841812990 (__DATA_CONST,__const) non-external ___block_literal_global.25
00007ff841813c50 (__DATA_CONST,__const) non-external ___block_literal_global.250
00007ff841813c90 (__DATA_CONST,__const) non-external ___block_literal_global.253
00007ff841813cd0 (__DATA_CONST,__const) non-external ___block_literal_global.256
00007ff841813d10 (__DATA_CONST,__const) non-external ___block_literal_global.259
00007ff841813d50 (__DATA_CONST,__const) non-external ___block_literal_global.262
00007ff841813d90 (__DATA_CONST,__const) non-external ___block_literal_global.265
00007ff841813dd0 (__DATA_CONST,__const) non-external ___block_literal_global.268
00007ff841813e10 (__DATA_CONST,__const) non-external ___block_literal_global.271
00007ff841813e50 (__DATA_CONST,__const) non-external ___block_literal_global.274
00007ff841813e90 (__DATA_CONST,__const) non-external ___block_literal_global.277
00007ff8418129d0 (__DATA_CONST,__const) non-external ___block_literal_global.28
00007ff841813ed0 (__DATA_CONST,__const) non-external ___block_literal_global.280
00007ff841813f10 (__DATA_CONST,__const) non-external ___block_literal_global.283
00007ff841813f50 (__DATA_CONST,__const) non-external ___block_literal_global.286
00007ff841813f90 (__DATA_CONST,__const) non-external ___block_literal_global.289
00007ff841813fd0 (__DATA_CONST,__const) non-external ___block_literal_global.292
00007ff841814010 (__DATA_CONST,__const) non-external ___block_literal_global.295
00007ff841814050 (__DATA_CONST,__const) non-external ___block_literal_global.298
00007ff841812a10 (__DATA_CONST,__const) non-external ___block_literal_global.31
00007ff841812a50 (__DATA_CONST,__const) non-external ___block_literal_global.34
00007ff841812a90 (__DATA_CONST,__const) non-external ___block_literal_global.37
00007ff8418127d0 (__DATA_CONST,__const) non-external ___block_literal_global.4
00007ff841812ad0 (__DATA_CONST,__const) non-external ___block_literal_global.40
00007ff841812b10 (__DATA_CONST,__const) non-external ___block_literal_global.43
00007ff841812b50 (__DATA_CONST,__const) non-external ___block_literal_global.46
00007ff841812b90 (__DATA_CONST,__const) non-external ___block_literal_global.49
00007ff841812bd0 (__DATA_CONST,__const) non-external ___block_literal_global.52
00007ff841812c10 (__DATA_CONST,__const) non-external ___block_literal_global.55
00007ff841812c50 (__DATA_CONST,__const) non-external ___block_literal_global.58
00007ff841812c90 (__DATA_CONST,__const) non-external ___block_literal_global.61
00007ff841812cd0 (__DATA_CONST,__const) non-external ___block_literal_global.64
00007ff841812d10 (__DATA_CONST,__const) non-external ___block_literal_global.67
00007ff841812810 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff841812d50 (__DATA_CONST,__const) non-external ___block_literal_global.70
00007ff841812d90 (__DATA_CONST,__const) non-external ___block_literal_global.73
00007ff841812dd0 (__DATA_CONST,__const) non-external ___block_literal_global.76
00007ff841812e10 (__DATA_CONST,__const) non-external ___block_literal_global.79
00007ff841812e50 (__DATA_CONST,__const) non-external ___block_literal_global.82
00007ff841812e90 (__DATA_CONST,__const) non-external ___block_literal_global.85
00007ff841812ed0 (__DATA_CONST,__const) non-external ___block_literal_global.88
00007ff841812f10 (__DATA_CONST,__const) non-external ___block_literal_global.91
00007ff841812f50 (__DATA_CONST,__const) non-external ___block_literal_global.94
00007ff841812f90 (__DATA_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fclose (from libSystem)
00007ff8437d8090 (__DATA,__bss) non-external _fetchApplicationName.aName
00007ff8437d84b0 (__DATA,__bss) non-external _fetch_process_name.name
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
00007ff812ccc280 (__TEXT,__const) external _kCMIlluminantD50
00007ff812ccc28c (__TEXT,__const) external _kCMIlluminantD65
                 (undefined) external _localtime (from libSystem)
00007ff812cc6c0f (__TEXT,__text) non-external _logLegacyCall
00007ff8437d7a10 (__DATA,__data) non-external _logLegacyCall.logExists
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _vsnprintf_l (from libSystem)
