00007ff8400b8e50 (__DATA,__data) non-external _C
00007ff800ced314 (__TEXT,__text) external ___strncat_chk
00007ff800ced39e (__TEXT,__text) external ___strncpy_chk
00007ff800cef2d6 (__TEXT,__text) non-external ___strncpy_chk.cold.1
00007ff800c9af4e (__TEXT,__text) external ___sum_D2A
00007ff800cbe46c (__TEXT,__text) external ___svfscanf
00007ff800cbc0a6 (__TEXT,__text) non-external (was a private external) ___svfscanf_l
00007ff800cf1250 (__TEXT,__const) non-external ___svfscanf_l.basefix
00007ff800cc5a3f (__TEXT,__text) external ___swbuf
00007ff800cb2922 (__TEXT,__text) external ___swhatbuf
00007ff800cb65f7 (__TEXT,__text) external ___swrite
00007ff800cc5e0a (__TEXT,__text) external ___swsetup
                 (undefined) external ___sysctl (from libsystem_kernel)
00007ff8400b9e78 (__DATA,__data) non-external ___systemfn_mutex
00007ff8400b9ee0 (__DATA,__data) non-external ___systemfn_mutex
00007ff800cf0a60 (__TEXT,__const) external ___tens_D2A
                 (undefined) external ___thread_selfusage (from libsystem_kernel)
00007ff800c88424 (__TEXT,__text) non-external ___thread_stack_async_pcs
00007ff800c87f54 (__TEXT,__text) non-external ___thread_stack_pcs
00007ff800ccc0b2 (__TEXT,__text) non-external (was a private external) ___time_load_locale
00007ff8400c5a60 (__DATA,__bss) non-external ___time_load_locale.cache
00007ff800cf0a30 (__TEXT,__const) external ___tinytens_D2A
00007ff800caa0ac (__TEXT,__text) external ___tolower
00007ff800caa1f6 (__TEXT,__text) external ___tolower_l
00007ff800caa066 (__TEXT,__text) external ___toupper
00007ff800caa1d5 (__TEXT,__text) external ___toupper_l
00007ff800c9a293 (__TEXT,__text) external ___trailz_D2A
00007ff800c9b0a1 (__TEXT,__text) external ___ulp_D2A
00007ff800cbbc0c (__TEXT,__text) non-external ___ultoa
00007ff800cc278f (__TEXT,__text) non-external ___ultoa
00007ff800cb6f16 (__TEXT,__text) external ___ungetc
00007ff800cb70b5 (__TEXT,__text) external ___ungetwc
                 (undefined) external ___unix_conforming (from libsystem_pthread)
00007ff800cd6335 (__TEXT,__text) non-external (was a private external) ___unsetenv_locked
00007ff800cf17a0 (__TEXT,__const) non-external (was a private external) ___uppercase_hex
00007ff800cdd5c4 (__TEXT,__text) non-external (was a private external) ___v2printf
00007ff800cb775b (__TEXT,__text) non-external (was a private external) ___vfprintf
00007ff800ceec8f (__TEXT,__text) non-external ___vfprintf.cold.1
00007ff800cf1210 (__TEXT,__const) non-external ___vfprintf.xdigs_lower
00007ff800cf1220 (__TEXT,__const) non-external ___vfprintf.xdigs_upper
00007ff800cbe810 (__TEXT,__text) non-external (was a private external) ___vfwprintf
00007ff800cf1280 (__TEXT,__const) non-external ___vfwprintf.xdigs_lower
00007ff800cf1290 (__TEXT,__const) non-external ___vfwprintf.xdigs_upper
00007ff800cc2da7 (__TEXT,__text) non-external (was a private external) ___vfwscanf
00007ff800cf1380 (__TEXT,__const) non-external ___vfwscanf.basefix
00007ff800ced8d1 (__TEXT,__text) external ___vsnprintf_chk
00007ff800ced642 (__TEXT,__text) external ___vsprintf_chk
                 (undefined) external ___wait4 (from libsystem_kernel)
                 (undefined) external ___wait4_nocancel (from libsystem_kernel)
00007ff800cac094 (__TEXT,__text) non-external (was a private external) ___wcs_end_offset
00007ff800cabd52 (__TEXT,__text) non-external (was a private external) ___wcsnrtombs_std
00007ff800caa0f2 (__TEXT,__text) external ___wcwidth
00007ff800caa217 (__TEXT,__text) external ___wcwidth_l
00007ff800cab220 (__TEXT,__text) non-external (was a private external) ___wrap_setrunelocale
00007ff8400b9520 (__DATA,__data) external ___xlocale_C_collate
00007ff800c8af40 (__TEXT,__text) non-external (was a private external) ___xlocale_init
00007ff800c8af6d (__TEXT,__text) non-external ___xlocale_release
00007ff800c8bdb4 (__TEXT,__text) non-external (was a private external) ___xprintf_domain_init
00007ff800cedbe4 (__TEXT,__text) non-external ___xprintf_domain_init.cold.1
00007ff8400b9418 (__DATA,__data) non-external (was a private external) ___xprintf_domain_once
00007ff800cddaa8 (__TEXT,__text) non-external (was a private external) ___xprintf_vector
00007ff800cdd8a1 (__TEXT,__text) non-external (was a private external) ___xvprintf
00007ff800cd6414 (__TEXT,__text) external __allocenvstate
00007ff800c9b22a (__TEXT,__text) non-external (was a private external) __arc4_fork_child
00007ff800ca4a82 (__TEXT,__text) non-external (was a private external) __ascii_init
00007ff800ca4acf (__TEXT,__text) non-external __ascii_mbrtowc
00007ff800ca4b12 (__TEXT,__text) non-external __ascii_mbsinit
00007ff800ca4b1d (__TEXT,__text) non-external __ascii_mbsnrtowcs
00007ff800ca4bb0 (__TEXT,__text) non-external __ascii_wcrtomb
00007ff800ca4bde (__TEXT,__text) non-external __ascii_wcsnrtombs
00007ff800c80832 (__TEXT,__text) non-external __boottime_fallback_usec
00007ff840080dc8 (__DATA_CONST,__const) external __c_locale
00007ff800cb00a9 (__TEXT,__text) external __cleanup
00007ff800ca5c21 (__TEXT,__text) external __collate_lookup
00007ff800ca70dd (__TEXT,__text) non-external (was a private external) __collate_sxfrm
00007ff800ceea9f (__TEXT,__text) non-external __collate_sxfrm.cold.1
00007ff800ca6e42 (__TEXT,__text) non-external (was a private external) __collate_wxfrm
00007ff800ceea7c (__TEXT,__text) non-external __collate_wxfrm.cold.1
00007ff800cd641e (__TEXT,__text) external __copyenv
00007ff8400b9e70 (__DATA,__data) external __cthread_init_routine
00007ff800cd6496 (__TEXT,__text) external __deallocenvstate
00007ff800cd5d76 (__TEXT,__text) non-external __do_nothing
00007ff800c8a398 (__TEXT,__text) non-external __duplocale
                 (undefined) external __dyld_images_for_addresses (from libdyld)
                 (undefined) external __dyld_stack_range (from libdyld)
00007ff8400c5b78 (__DATA,__common) non-external (was a private external) __e_err_exit
00007ff8400c5b70 (__DATA,__common) non-external (was a private external) __e_err_file
00007ff800c9b6b4 (__TEXT,__text) non-external (was a private external) __e_visprintf
00007ff800cb5568 (__TEXT,__text) non-external __ensurespace
                 (undefined) external __exit (from libsystem_kernel)
00007ff800c80a79 (__TEXT,__text) non-external __ffpp_strtoencf32_l
00007ff800ced8ec (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.1
00007ff800ced90f (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.2
00007ff800cefbe0 (__TEXT,__const) non-external __ffpp_strtoencf32_l.floatPowerOf10
00007ff800c80da3 (__TEXT,__text) non-external __ffpp_strtoencf64_l
00007ff800ced932 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.1
00007ff800ced955 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.2
00007ff800ced978 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.3
00007ff800ceff80 (__TEXT,__const) non-external __ffpp_strtoencf64_l.doublePowerOf10
00007ff800c812e9 (__TEXT,__text) non-external __ffpp_strtoencf80_l
00007ff800ced99b (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.1
00007ff800ced9be (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.2
00007ff800cf0130 (__TEXT,__const) non-external __ffpp_strtoencf80_l.longDoublePowerOf10
00007ff800ca024f (__TEXT,__text) non-external (was a private external) __filldir
00007ff800ca2665 (__TEXT,__text) non-external (was a private external) __fixtelldir
00007ff800caebc5 (__TEXT,__text) external __flockfile_debug_stub
00007ff800cb1265 (__TEXT,__text) external __fseeko
00007ff800cb178b (__TEXT,__text) external __ftello
00007ff800cb1cf8 (__TEXT,__text) external __fwalk
00007ff800ccffbf (__TEXT,__text) external __getenvp
00007ff800c87656 (__TEXT,__text) external __init_clock_port
00007ff800ccc086 (__TEXT,__text) external __int_to_time
00007ff800cd2792 (__TEXT,__text) non-external __isort
00007ff800cd3254 (__TEXT,__text) non-external __isort
00007ff8400bae00 (__DATA,__bss) non-external __libSystem_atfork_child
00007ff8400bade8 (__DATA,__bss) non-external __libSystem_atfork_child_v2
00007ff8400badf8 (__DATA,__bss) non-external __libSystem_atfork_parent
00007ff8400bade0 (__DATA,__bss) non-external __libSystem_atfork_parent_v2
00007ff8400badf0 (__DATA,__bss) non-external __libSystem_atfork_prepare
00007ff8400badd8 (__DATA,__bss) non-external __libSystem_atfork_prepare_v2
00007ff800c8d3f1 (__TEXT,__text) external __libc_fork_child
00007ff800c8d49b (__TEXT,__text) non-external (was a private external) __libc_fork_init
00007ff800c8d3e5 (__TEXT,__text) external __libc_fork_parent
00007ff800c8d3d9 (__TEXT,__text) external __libc_fork_prepare
00007ff800c8d349 (__TEXT,__text) external __libc_initializer
00007ff800ca8dd4 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_child
00007ff800ca8da5 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_parent
00007ff800ca8d76 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_prepare
00007ff800ccc074 (__TEXT,__text) external __long_to_time
00007ff800c8050c (__TEXT,__text) non-external __mach_boottime_usec
00007ff8400badd0 (__DATA,__bss) non-external __mh_execute_header_pointer
00007ff800cb2fe9 (__TEXT,__text) non-external __mkdtemp_action
00007ff800cb2dac (__TEXT,__text) non-external __mkostemps_action
00007ff800c8c747 (__TEXT,__text) non-external __mkpath
00007ff800c8c730 (__TEXT,__text) external __mkpath_np
00007ff800cb31ba (__TEXT,__text) non-external __mkstemp_dprotected_np_action
00007ff800ceeb68 (__TEXT,__text) non-external __mkstemp_dprotected_np_action.cold.1
00007ff800cb3050 (__TEXT,__text) external __mktemp
00007ff800cb3092 (__TEXT,__text) non-external __mktemp_action
00007ff800caa24a (__TEXT,__text) non-external (was a private external) __none_init
00007ff800caa297 (__TEXT,__text) non-external (was a private external) __none_mbrtowc
00007ff800caa2c5 (__TEXT,__text) non-external (was a private external) __none_mbsinit
00007ff800caa2d0 (__TEXT,__text) non-external (was a private external) __none_mbsnrtowcs
00007ff800caa340 (__TEXT,__text) non-external (was a private external) __none_wcrtomb
00007ff800caa36e (__TEXT,__text) non-external (was a private external) __none_wcsnrtombs
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
00007ff800ceddaa (__TEXT,__text) external __os_assert_log
00007ff800cedfc2 (__TEXT,__text) external __os_assert_log_ctx
00007ff800cedc98 (__TEXT,__text) external __os_assumes_log
00007ff800cede83 (__TEXT,__text) external __os_assumes_log_ctx
00007ff800c8dd84 (__TEXT,__text) external __os_avoid_tail_call
00007ff800cedc8b (__TEXT,__text) external __os_crash
00007ff8400c5b60 (__DATA,__common) external __os_crash_callback
00007ff800c8dd8a (__TEXT,__text) non-external __os_get_build
                 (undefined) external __os_once (from libsystem_platform)
00007ff800cd5d7e (__TEXT,__text) non-external (was a private external) __owned_ptr_add
00007ff800cd5e8f (__TEXT,__text) non-external (was a private external) __owned_ptr_alloc
00007ff800cd5e24 (__TEXT,__text) non-external (was a private external) __owned_ptr_search
                 (undefined) external __platform_bzero (from libsystem_platform)
                 (undefined) external __platform_memccpy (from libsystem_platform)
                 (undefined) external __platform_memchr (from libsystem_platform)
                 (undefined) external __platform_memcmp (from libsystem_platform)
                 (undefined) external __platform_memmove (from libsystem_platform)
                 (undefined) external __platform_memset (from libsystem_platform)
                 (undefined) external __platform_memset_pattern16 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern4 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern8 (from libsystem_platform)
                 (undefined) external __platform_strchr (from libsystem_platform)
                 (undefined) external __platform_strcmp (from libsystem_platform)
                 (undefined) external __platform_strcpy (from libsystem_platform)
                 (undefined) external __platform_strlcat (from libsystem_platform)
                 (undefined) external __platform_strlcpy (from libsystem_platform)
                 (undefined) external __platform_strlen (from libsystem_platform)
                 (undefined) external __platform_strncmp (from libsystem_platform)
                 (undefined) external __platform_strncpy (from libsystem_platform)
                 (undefined) external __platform_strnlen (from libsystem_platform)
                 (undefined) external __platform_strstr (from libsystem_platform)
00007ff840080dd0 (__DATA_CONST,__const) non-external __printf_tbl_defaults_fbsd
00007ff800cf33b0 (__TEXT,__cstring) non-external __printf_tbl_flags
00007ff800c8d45f (__TEXT,__text) non-external (was a private external) __program_vars_init
00007ff800cd1e04 (__TEXT,__text) external __putenvp
00007ff800cd1f2f (__TEXT,__text) non-external __qsort
00007ff800cd2975 (__TEXT,__text) non-external __qsort
00007ff8400b9480 (__DATA,__data) external __rand48_add
00007ff8400b9478 (__DATA,__data) external __rand48_mult
00007ff8400b9470 (__DATA,__data) external __rand48_seed
00007ff800ca09cb (__TEXT,__text) external __readdir_unlocked
00007ff800ca2696 (__TEXT,__text) external __reclaim_telldir
00007ff800cf16f4 (__TEXT,__const) non-external (was a private external) __rp_alist
00007ff800ca25cf (__TEXT,__text) external __seekdir
00007ff800cd64d8 (__TEXT,__text) external __setenvp
00007ff800c8da9a (__TEXT,__text) external __sigaction_nobind
00007ff8400c5b90 (__DATA,__common) external __sigintr
00007ff800ca1909 (__TEXT,__text) external __signal_nobind
00007ff800c800dd (__TEXT,__text) external __sigvec_nobind
                 (undefined) external __simple_asl_log (from libsystem_platform)
                 (undefined) external __simple_asl_log_prog (from libsystem_platform)
                 (undefined) external __simple_asl_msg_new (from libsystem_platform)
                 (undefined) external __simple_dprintf (from libsystem_platform)
                 (undefined) external __simple_getenv (from libsystem_platform)
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sappend (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sprintf (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff800ca169b (__TEXT,__text) non-external (was a private external) __sm_compress_mode
00007ff800cb6624 (__TEXT,__text) external __sread
00007ff800cb6726 (__TEXT,__text) external __sseek
00007ff800cc94c6 (__TEXT,__text) non-external (was a private external) __st_fmt
00007ff800c8b814 (__TEXT,__text) non-external (was a private external) __st_get_timezone
00007ff800cc7831 (__TEXT,__text) non-external (was a private external) __st_localsub
00007ff800c8b821 (__TEXT,__text) non-external (was a private external) __st_set_timezone
00007ff800cc81c2 (__TEXT,__text) non-external (was a private external) __st_time1
00007ff800cc6630 (__TEXT,__text) non-external (was a private external) __st_tzset_basic
00007ff800cde292 (__TEXT,__text) non-external __strfmon
00007ff800cca798 (__TEXT,__text) non-external __strptime0
00007ff800cf1490 (__TEXT,__const) non-external __strptime0.start_of_month
00007ff800c8afe6 (__TEXT,__text) external __subsystem_init
00007ff800cb6681 (__TEXT,__text) external __swrite
00007ff800c883e8 (__TEXT,__text) non-external (was a private external) __thread_stack_async_pcs
00007ff800c87f44 (__TEXT,__text) non-external (was a private external) __thread_stack_pcs
00007ff800ccc047 (__TEXT,__text) external __time32_to_time
00007ff800ccc059 (__TEXT,__text) external __time64_to_time
00007ff800ccc07d (__TEXT,__text) external __time_to_int
00007ff800ccc06b (__TEXT,__text) external __time_to_long
00007ff800ccc050 (__TEXT,__text) external __time_to_time32
00007ff800ccc062 (__TEXT,__text) external __time_to_time64
00007ff800cd6556 (__TEXT,__text) external __unsetenvp
00007ff800cb7204 (__TEXT,__text) non-external (was a private external) __vasprintf
00007ff800cb7427 (__TEXT,__text) non-external (was a private external) __vdprintf
00007ff800cc4fca (__TEXT,__text) non-external (was a private external) __vsnprintf
00007ff800cca53c (__TEXT,__text) non-external __yconv
00007ff800ccf7d4 (__TEXT,__text) external _a64l
00007ff800ceee57 (__TEXT,__text) external _abort
00007ff800ceef9e (__TEXT,__text) external _abort_report_np
00007ff800ccf883 (__TEXT,__text) external _abs
                 (undefined) external _access (from libsystem_kernel)
00007ff800c83230 (__TEXT,__text) non-external _addToMP
00007ff800ca15dc (__TEXT,__text) non-external _addcmd
00007ff800c866df (__TEXT,__text) non-external _advance_directory
00007ff800cedbce (__TEXT,__text) non-external _advance_directory.cold.1
00007ff800c9b100 (__TEXT,__text) external _alarm
00007ff800c924e2 (__TEXT,__text) non-external _alloc_segs
00007ff800ca0e6d (__TEXT,__text) external _alphasort
00007ff800cf15f0 (__TEXT,__const) non-external _ambig
00007ff800c9b1b2 (__TEXT,__text) non-external _arc4_init
00007ff800cee11c (__TEXT,__text) non-external _arc4_init.cold.1
00007ff800c9b15b (__TEXT,__text) external _arc4random
00007ff800c9b155 (__TEXT,__text) external _arc4random_addrandom
00007ff800c9b18a (__TEXT,__text) external _arc4random_buf
00007ff800c9b1ea (__TEXT,__text) external _arc4random_stir
00007ff800c9b1f0 (__TEXT,__text) external _arc4random_uniform
00007ff800cdcfc0 (__TEXT,__text) non-external _arrayget
00007ff800cc641c (__TEXT,__text) external _asctime
00007ff800cc62ef (__TEXT,__text) external _asctime_r
00007ff800cf13d0 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff800cf13b0 (__TEXT,__const) non-external _asctime_r.wday_name
00007ff800caec2f (__TEXT,__text) external _asprintf
00007ff800caecf3 (__TEXT,__text) external _asprintf_l
00007ff800c8b82e (__TEXT,__text) external _asxprintf
00007ff800c8c2b0 (__TEXT,__text) external _asxprintf_exec
00007ff800cde15b (__TEXT,__text) external _at_quick_exit
00007ff800ccf8c1 (__TEXT,__text) external _atexit
00007ff800ccfa09 (__TEXT,__text) external _atexit_b
00007ff8400b9d30 (__DATA,__data) non-external _atexit_mutex
00007ff800ccf8f3 (__TEXT,__text) non-external _atexit_register
00007ff800cef05e (__TEXT,__text) non-external _atexit_register.cold.1
00007ff800ccfcae (__TEXT,__text) external _atof
00007ff800ccfcd8 (__TEXT,__text) external _atof_l
00007ff800ccfce7 (__TEXT,__text) external _atoi
00007ff800ccfd16 (__TEXT,__text) external _atoi_l
00007ff800ccfd2a (__TEXT,__text) external _atol
00007ff800ccfd59 (__TEXT,__text) external _atol_l
00007ff800ccfd6d (__TEXT,__text) external _atoll
00007ff800ccfd9c (__TEXT,__text) external _atoll_l
00007ff800c83b53 (__TEXT,__text) external _backtrace
00007ff800c83ba9 (__TEXT,__text) external _backtrace_async
00007ff800c83c14 (__TEXT,__text) external _backtrace_from_fp
00007ff8400b8788 (__DATA,__data) non-external _backtrace_get_pcs_func
00007ff800c83c6b (__TEXT,__text) external _backtrace_image_offsets
00007ff800c83b3a (__TEXT,__text) external _backtrace_set_pcs_func
00007ff800c9b2db (__TEXT,__text) external _basename
00007ff8400bae30 (__DATA,__bss) non-external _basename.bname
00007ff800c9b230 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff800c894bb (__TEXT,__text) external _bcopy
00007ff800c8350f (__TEXT,__text) non-external _bitCountMP
00007ff800cedba8 (__TEXT,__text) non-external _bitCountMP.cold.1
00007ff800cf1230 (__TEXT,__const) non-external _blanks
00007ff800cf1300 (__TEXT,__const) non-external _blanks
00007ff8400b9ed0 (__DATA,__data) non-external _blanks
00007ff800c87854 (__TEXT,__text) non-external _both_ftw
00007ff8400bacc8 (__DATA,__bss) non-external _brapreg
00007ff800c8090c (__TEXT,__text) external _brk
00007ff800c80924 (__TEXT,__text) external _bsd_signal
00007ff800ccfdb0 (__TEXT,__text) external _bsearch
00007ff800ccfe22 (__TEXT,__text) external _bsearch_b
00007ff800c91602 (__TEXT,__text) non-external _bt_broot
00007ff800c9135f (__TEXT,__text) non-external _bt_page
00007ff800c91743 (__TEXT,__text) non-external _bt_preserve
00007ff800c91780 (__TEXT,__text) non-external _bt_psplit
00007ff800c9126c (__TEXT,__text) non-external _bt_root
00007ff800c91503 (__TEXT,__text) non-external _bt_rroot
00007ff800ca4e93 (__TEXT,__text) external _btowc
00007ff800ca4dc7 (__TEXT,__text) external _btowc_l
00007ff8400bc9d0 (__DATA,__bss) non-external _buf_asctime
00007ff800cb44c4 (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff800cef838 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff800cef810 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff800caeaf7 (__TEXT,__text) external _catclose
00007ff800cf1138 (__TEXT,__const) non-external _categories.rel
00007ff800cae7ed (__TEXT,__text) external _catgets
00007ff800cae0d6 (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff800ca283c (__TEXT,__text) external _cfgetispeed
00007ff800ca2832 (__TEXT,__text) external _cfgetospeed
00007ff800ca286e (__TEXT,__text) external _cfmakeraw
00007ff800ca2852 (__TEXT,__text) external _cfsetispeed
00007ff800ca2846 (__TEXT,__text) external _cfsetospeed
00007ff800ca285e (__TEXT,__text) external _cfsetspeed
00007ff800c9dfe8 (__TEXT,__text) external _cgetcap
00007ff800c9e90a (__TEXT,__text) external _cgetclose
00007ff800c9e076 (__TEXT,__text) external _cgetent
00007ff800c9e8b9 (__TEXT,__text) external _cgetfirst
00007ff800c9e85f (__TEXT,__text) external _cgetmatch
00007ff800c9e947 (__TEXT,__text) external _cgetnext
00007ff800c9f06a (__TEXT,__text) external _cgetnum
00007ff800c9df64 (__TEXT,__text) external _cgetset
00007ff800c9ed29 (__TEXT,__text) external _cgetstr
00007ff800c9ef80 (__TEXT,__text) external _cgetustr
00007ff800ca5d76 (__TEXT,__text) non-external _chainsearch
00007ff800cf1010 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff800c86909 (__TEXT,__text) non-external _check_env_var
00007ff800caed8f (__TEXT,__text) external _clearerr
00007ff800caedaf (__TEXT,__text) external _clearerr_unlocked
00007ff800c9b32a (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff800c80758 (__TEXT,__text) external _clock_getres
00007ff800c8056c (__TEXT,__text) external _clock_gettime
00007ff800c80348 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff8400c5b24 (__DATA,__common) external _clock_port
00007ff8400c5b20 (__DATA,__common) external _clock_sem
00007ff800c807d7 (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff800c86468 (__TEXT,__text) non-external _close_directory
00007ff800c9b3a5 (__TEXT,__text) external _closedir
00007ff840081750 (__DATA_CONST,__const) non-external _cnames
00007ff800c93829 (__TEXT,__text) non-external _collect_data
00007ff800c939e7 (__TEXT,__text) non-external _collect_key
00007ff800cf1530 (__TEXT,__const) non-external _command_substitution_str
00007ff800c86762 (__TEXT,__text) external _compat_mode
00007ff800c83d08 (__TEXT,__text) external _confstr
00007ff800c8bef5 (__TEXT,__text) external _copy_printf_domain
00007ff800cebdb2 (__TEXT,__text) external _creat
00007ff800c8de07 (__TEXT,__text) external _creat$NOCANCEL
00007ff800c9b40a (__TEXT,__text) external _ctermid
00007ff8400b9488 (__DATA,__data) non-external _ctermid.def
00007ff800c9b434 (__TEXT,__text) external _ctermid_r
00007ff800cc8160 (__TEXT,__text) external _ctime
00007ff800cc817b (__TEXT,__text) external _ctime_r
00007ff8400b9600 (__DATA,__data) non-external _current_categories
00007ff800caa88a (__TEXT,__text) non-external _currentlocale
00007ff8400bb100 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff8400bad28 (__DATA,__bss) non-external _curshell
00007ff8400b9d98 (__DATA,__data) non-external _dash_prefix
00007ff8400c5bb0 (__DATA,__common) external _daylight
00007ff800c95a4c (__TEXT,__text) external _dbm_clearerr
00007ff800c958ec (__TEXT,__text) external _dbm_close
00007ff800c959dc (__TEXT,__text) external _dbm_delete
00007ff800c95a62 (__TEXT,__text) external _dbm_dirfno
00007ff800c95a3c (__TEXT,__text) external _dbm_error
00007ff800c958f4 (__TEXT,__text) external _dbm_fetch
00007ff800c95939 (__TEXT,__text) external _dbm_firstkey
00007ff800c9598e (__TEXT,__text) external _dbm_nextkey
00007ff800c95816 (__TEXT,__text) external _dbm_open
00007ff800c95a07 (__TEXT,__text) external _dbm_store
00007ff800c91e44 (__TEXT,__text) external _dbopen
00007ff8400baea8 (__DATA,__bss) non-external _dbp
00007ff8400bace8 (__DATA,__bss) non-external _decpreg
00007ff800cf16c0 (__TEXT,__const) non-external _degrees
00007ff800ca5b29 (__TEXT,__text) non-external _destruct_collate
00007ff800cd9823 (__TEXT,__text) non-external _destruct_ctype
00007ff800ca83e7 (__TEXT,__text) non-external (was a private external) _destruct_ldpart
00007ff800c8af89 (__TEXT,__text) non-external _destruct_locale
00007ff800c84202 (__TEXT,__text) external _devname
00007ff8400bac48 (__DATA,__bss) non-external _devname.buf
00007ff800c84084 (__TEXT,__text) external _devname_r
00007ff800cc642d (__TEXT,__text) external _difftime
00007ff800c88b06 (__TEXT,__text) external _digittoint
00007ff800c88d85 (__TEXT,__text) external _digittoint_l
00007ff800c8dd62 (__TEXT,__text) external _dirfd
00007ff800c9b534 (__TEXT,__text) external _dirname
00007ff8400bae38 (__DATA,__bss) non-external _dirname.dname
00007ff800c9b455 (__TEXT,__text) external _dirname_r
00007ff800ccfe98 (__TEXT,__text) external _div
00007ff8400b8790 (__DATA,__data) non-external _dktypenames
00007ff800ca425c (__TEXT,__text) non-external _do_hvis
00007ff800ca4359 (__TEXT,__text) non-external _do_mvis
00007ff800ca44dc (__TEXT,__text) non-external _do_svis
00007ff800c97a7c (__TEXT,__text) non-external _dorounding
00007ff800caedb9 (__TEXT,__text) external _dprintf
00007ff800caee7d (__TEXT,__text) external _dprintf_l
00007ff800c9b583 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff800c8a360 (__TEXT,__text) external _duplocale
00007ff800c8b8d5 (__TEXT,__text) external _dxprintf
00007ff800c8c361 (__TEXT,__text) external _dxprintf_exec
00007ff800cd809c (__TEXT,__text) external _ecvt
00007ff8400baf10 (__DATA,__bss) non-external _empty
00007ff8400baf20 (__DATA,__bss) non-external _empty
00007ff8400b9de8 (__DATA,__data) non-external _end_ptr
00007ff800c8719e (__TEXT,__text) external _endttyent
00007ff800c874f7 (__TEXT,__text) external _endusershell
00007ff800ccff88 (__TEXT,__text) external _environ_lock_np
00007ff8400badc0 (__DATA,__bss) non-external _environ_pointer
00007ff800ccff9e (__TEXT,__text) external _environ_unlock_np
00007ff800cc5492 (__TEXT,__text) non-external _eofread
00007ff800cc595f (__TEXT,__text) non-external _eofread
00007ff800c9b610 (__TEXT,__text) external _erand48
00007ff800cee268 (__TEXT,__text) external _err
00007ff800c9b823 (__TEXT,__text) external _err_set_exit
00007ff800c9b85f (__TEXT,__text) external _err_set_exit_b
00007ff800c9b807 (__TEXT,__text) external _err_set_file
00007ff800cee3f1 (__TEXT,__text) external _errc
00007ff800cee461 (__TEXT,__text) external _errx
00007ff800cf0b20 (__TEXT,__const) non-external _escape
00007ff800c9b8a1 (__TEXT,__text) external _execl
00007ff800c9ba25 (__TEXT,__text) external _execle
00007ff800c9bbc5 (__TEXT,__text) external _execlp
00007ff800c9bd96 (__TEXT,__text) external _execv
00007ff800c9bdc0 (__TEXT,__text) external _execvP
00007ff800c9bdf9 (__TEXT,__text) non-external _execvPe
00007ff800cf0c20 (__TEXT,__const) non-external _execvPe_err_preamble
00007ff800cf0c30 (__TEXT,__const) non-external _execvPe_err_trailer
                 (undefined) external _execve (from libsystem_kernel)
00007ff800c9bd46 (__TEXT,__text) external _execvp
00007ff800ccfec8 (__TEXT,__text) external _exit
00007ff800c8b0f7 (__TEXT,__text) non-external _extract_next_subsystem_root_path
00007ff800cb0049 (__TEXT,__text) external _f_prealloc
00007ff800c81a08 (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff800caef19 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff800cd8285 (__TEXT,__text) external _fcvt
