                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
000000018fcc24a4 (__TEXT,__text) external _CMCloneProfileRef
000000018fcc238c (__TEXT,__text) non-external ___CMConvertDoubleXYZToD50_block_invoke
000000018fcc228c (__TEXT,__text) non-external ___CMConvertRGBFloatBitmap_block_invoke
000000018fcc21bc (__TEXT,__text) non-external ___CMConvertXYZFloatBitmap_block_invoke
000000018fcc1f7c (__TEXT,__text) non-external ___CMCopyProfileDescriptionString_block_invoke
000000018fcc1cec (__TEXT,__text) non-external ___CMCopyProfileLocalizedStringDictionary_block_invoke
000000018fcc1e44 (__TEXT,__text) non-external ___CMCopyProfileLocalizedString_block_invoke
000000018fcc20bc (__TEXT,__text) non-external ___CMCopyProfile_block_invoke
000000018fcc1bac (__TEXT,__text) non-external ___CMCountProfileElements_block_invoke
000000018fcc1a74 (__TEXT,__text) non-external ___CMFloatBitmapMakeChunky_block_invoke
000000018fcc195c (__TEXT,__text) non-external ___CMGetColorSyncVersion_block_invoke
000000018fcc1894 (__TEXT,__text) non-external ___CMGetDefaultDevice_block_invoke
000000018fcc17c4 (__TEXT,__text) non-external ___CMGetDefaultProfileBySpace_block_invoke
000000018fcc16f4 (__TEXT,__text) non-external ___CMGetDefaultProfileByUse_block_invoke
000000018fcc1624 (__TEXT,__text) non-external ___CMGetDeviceDefaultProfileID_block_invoke
000000018fcc1540 (__TEXT,__text) non-external ___CMGetDeviceFactoryProfiles_block_invoke
000000018fcc1440 (__TEXT,__text) non-external ___CMGetDeviceInfo_block_invoke
000000018fcc135c (__TEXT,__text) non-external ___CMGetDeviceProfile_block_invoke
000000018fcc1270 (__TEXT,__text) non-external ___CMGetDeviceState_block_invoke
000000018fcc118c (__TEXT,__text) non-external ___CMGetDeviceTrackingByUse_block_invoke
000000018fcc10a8 (__TEXT,__text) non-external ___CMGetGammaByAVID_block_invoke
000000018fcc0fc4 (__TEXT,__text) non-external ___CMGetIndNamedColorValue_block_invoke
000000018fcc0d24 (__TEXT,__text) non-external ___CMGetIndProfileElementInfo_block_invoke
000000018fcc0e74 (__TEXT,__text) non-external ___CMGetIndProfileElement_block_invoke
000000018fcc0bcc (__TEXT,__text) non-external ___CMGetNamedColorIndex_block_invoke
000000018fcc0a8c (__TEXT,__text) non-external ___CMGetNamedColorInfo_block_invoke
000000018fcc091c (__TEXT,__text) non-external ___CMGetNamedColorName_block_invoke
000000018fcc07dc (__TEXT,__text) non-external ___CMGetNamedColorValue_block_invoke
000000018fcc04b8 (__TEXT,__text) non-external ___CMGetPS2ColorRenderingIntent_block_invoke
000000018fcc0360 (__TEXT,__text) non-external ___CMGetPS2ColorRenderingVMSize_block_invoke
000000018fcc068c (__TEXT,__text) non-external ___CMGetPS2ColorRendering_block_invoke
000000018fcc01a4 (__TEXT,__text) non-external ___CMGetPS2ColorSpace_block_invoke
000000018fcc004c (__TEXT,__text) non-external ___CMGetPartialProfileElement_block_invoke
000000018fcbfef4 (__TEXT,__text) non-external ___CMGetProfileByAVID_block_invoke
000000018fcbfe24 (__TEXT,__text) non-external ___CMGetProfileDescriptions_block_invoke
000000018fcbfcb4 (__TEXT,__text) non-external ___CMGetProfileElement_block_invoke
000000018fcbfb64 (__TEXT,__text) non-external ___CMGetProfileGamma_block_invoke
000000018fcbf9d4 (__TEXT,__text) non-external ___CMGetProfileHeader_block_invoke
000000018fcbf89c (__TEXT,__text) non-external ___CMGetProfileLocation_block_invoke
000000018fcbf7cc (__TEXT,__text) non-external ___CMGetProfileMD5_block_invoke
000000018fcbf694 (__TEXT,__text) non-external ___CMGetProfileRefCount_block_invoke
000000018fcbf55c (__TEXT,__text) non-external ___CMGetProfileTransformInfo_block_invoke
000000018fcbf32c (__TEXT,__text) non-external ___CMGetSystemProfileAVID_block_invoke
000000018fcbf264 (__TEXT,__text) non-external ___CMGetSystemProfilePriv_block_invoke
000000018fcbf3f4 (__TEXT,__text) non-external ___CMGetSystemProfile_block_invoke
000000018fcbf194 (__TEXT,__text) non-external ___CMIterateCMMInfo_block_invoke
000000018fcbf0b0 (__TEXT,__text) non-external ___CMIterateColorDevices_block_invoke
000000018fcbefc4 (__TEXT,__text) non-external ___CMIterateColorSyncFolder_block_invoke
000000018fcbeed8 (__TEXT,__text) non-external ___CMIterateDeviceProfiles_block_invoke
000000018fcbedd0 (__TEXT,__text) non-external ___CMMakeProfile_block_invoke
000000018fcbed00 (__TEXT,__text) non-external ___CMMatchFloatBitmap_block_invoke
000000018fcbec1c (__TEXT,__text) non-external ___CMNewProfile_block_invoke
000000018fcbeb4c (__TEXT,__text) non-external ___CMOpenProfile_block_invoke
000000018fcbea7c (__TEXT,__text) non-external ___CMProfileCopyICCData_block_invoke
000000018fcbe944 (__TEXT,__text) non-external ___CMProfileElementExists_block_invoke
000000018fcbe804 (__TEXT,__text) non-external ___CMProfileModified_block_invoke
000000018fcbe734 (__TEXT,__text) non-external ___CMRegisterColorDevice_block_invoke
000000018fcbe648 (__TEXT,__text) non-external ___CMRemoveProfileElement_block_invoke
000000018fcbe578 (__TEXT,__text) non-external ___CMSetDefaultDevice_block_invoke
000000018fcbe4a8 (__TEXT,__text) non-external ___CMSetDeviceDefaultProfileID_block_invoke
000000018fcbe3c4 (__TEXT,__text) non-external ___CMSetDeviceFactoryProfiles_block_invoke
000000018fcbe2d8 (__TEXT,__text) non-external ___CMSetDeviceProfile_block_invoke
000000018fcbe1d8 (__TEXT,__text) non-external ___CMSetDeviceState_block_invoke
000000018fcbe0f4 (__TEXT,__text) non-external ___CMSetDeviceTrackingByUse_block_invoke
000000018fcbe010 (__TEXT,__text) non-external ___CMSetGammaByAVID_block_invoke
000000018fcbdf40 (__TEXT,__text) non-external ___CMSetPartialProfileElement_block_invoke
000000018fcbde40 (__TEXT,__text) non-external ___CMSetProfileByAVID_block_invoke
000000018fcbdd70 (__TEXT,__text) non-external ___CMSetProfileDescriptions_block_invoke
000000018fcbdb68 (__TEXT,__text) non-external ___CMSetProfileElementReference_block_invoke
000000018fcbda84 (__TEXT,__text) non-external ___CMSetProfileElementSize_block_invoke
000000018fcbdc54 (__TEXT,__text) non-external ___CMSetProfileElement_block_invoke
000000018fcbd9a0 (__TEXT,__text) non-external ___CMSetProfileHeader_block_invoke
000000018fcbd8d0 (__TEXT,__text) non-external ___CMSetProfileLocalizedStringDictionary_block_invoke
000000018fcc2a4c (__TEXT,__text) non-external ___CMSetSystemProfileAVID_block_invoke
000000018fcbd7ec (__TEXT,__text) non-external ___CMSetSystemProfile_block_invoke
000000018fcbd724 (__TEXT,__text) non-external ___CMUnregisterColorDevice_block_invoke
000000018fcbd654 (__TEXT,__text) non-external ___CMUpdateProfile_block_invoke
000000018fcbd568 (__TEXT,__text) non-external ___CMValidateProfile_block_invoke
000000018fcbd428 (__TEXT,__text) non-external ___CWCheckBitmap_block_invoke
000000018fcbd328 (__TEXT,__text) non-external ___CWCheckColors_block_invoke
000000018fcbc3d0 (__TEXT,__text) non-external ___CWColorWorldGetProperty_block_invoke
000000018fcbc300 (__TEXT,__text) non-external ___CWColorWorldSetProperty_block_invoke
000000018fcbd23c (__TEXT,__text) non-external ___CWConcatColorWorld_block_invoke
000000018fcbd08c (__TEXT,__text) non-external ___CWDisposeColorWorld_block_invoke
000000018fcbcfc8 (__TEXT,__text) non-external ___CWFillLookupTexture_block_invoke
000000018fcbcec8 (__TEXT,__text) non-external ___CWGetCMMSignature_block_invoke
000000018fcbce00 (__TEXT,__text) non-external ___CWMatchBitmap_block_invoke
000000018fcbcd00 (__TEXT,__text) non-external ___CWMatchColors_block_invoke
000000018fcbcc1c (__TEXT,__text) non-external ___CWNewLinkProfile_block_invoke
000000018fcc2da0 (__TEXT,__text) non-external ___ColorSyncLog_block_invoke
000000018fcc27c4 (__TEXT,__text) non-external ___NCMGetProfileLocation_block_invoke
000000018fcc2984 (__TEXT,__text) non-external ___NCWConcatColorWorld_block_invoke
000000018fcbca38 (__TEXT,__text) non-external ___NCWNewColorWorld_block_invoke
000000018fcc26e0 (__TEXT,__text) non-external ___NCWNewLinkProfile_block_invoke
000000018fcbc868 (__TEXT,__text) non-external ____CMGetProfileOfSuite_block_invoke
000000018fcbc77c (__TEXT,__text) non-external ____CMLoadProfileLutsByAVID_block_invoke
000000018fcbc6b4 (__TEXT,__text) non-external ____CMProfileGetProperty_block_invoke
000000018fcbc57c (__TEXT,__text) non-external ____CMProfileSetProperty_block_invoke
000000018fcbc220 (__TEXT,__text) non-external ____CWColorWorldGetProperty_block_invoke
000000018fcbc150 (__TEXT,__text) non-external ____CWColorWorldSetProperty_block_invoke
00000001d4375f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d4376ba0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d4376260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00000001d4376280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00000001d4375f80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000001d43762a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.111
00000001d43762c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.115
00000001d43762e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00000001d4376300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00000001d4376320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.127
00000001d4376340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.131
00000001d4376360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00000001d4376380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00000001d43763a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.143
00000001d43763c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00000001d4375fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00000001d43763e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.151
00000001d4376400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.155
00000001d4376420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.159
00000001d4376440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.163
00000001d4376460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00000001d4376480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000001d43764a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.175
00000001d43764c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.179
00000001d43764e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.183
00000001d4376500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00000001d4375fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00000001d4376520 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.191
00000001d4376540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00000001d4376560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.199
00000001d4376580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.203
00000001d43765a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.207
00000001d43765c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.211
00000001d43765e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.215
00000001d4376600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.219
00000001d4376620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.223
00000001d4376640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.227
00000001d4375fe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00000001d4376660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.231
00000001d4376680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.235
00000001d43766a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.239
00000001d43766c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.243
00000001d43766e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.247
00000001d4376700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.251
00000001d4376720 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.255
00000001d4376740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.259
00000001d4376760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.263
00000001d4376780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.267
00000001d4376000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00000001d43767a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.271
00000001d43767c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.275
00000001d43767e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.279
00000001d4376800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.283
00000001d4376820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.287
00000001d4376840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.291
00000001d4376860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.295
00000001d4376880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.299
00000001d4375f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001d43768a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.303
00000001d43768c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.307
00000001d4376020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00000001d43768e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.311
00000001d4376900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.315
00000001d4376920 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.319
00000001d4376940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.323
00000001d4376960 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.327
00000001d4376980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.331
00000001d43769a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.335
00000001d43769c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.339
00000001d43769e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.343
00000001d4376a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.347
00000001d4376040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00000001d4376a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.351
00000001d4376a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.355
00000001d4376a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.359
00000001d4376a80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.363
00000001d4376aa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.367
00000001d4376ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.371
00000001d4376ae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.375
00000001d4376b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.379
00000001d4376b20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.383
00000001d4376b40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.387
00000001d4376060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00000001d4376b60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.391
00000001d4376b80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.395
00000001d4376080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00000001d43760a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001d43760c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001d43760e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001d4376100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00000001d4376120 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001d4376140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001d4375f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000001d4376160 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00000001d4376180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001d43761a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001d43761c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001d43761e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001d4376200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001d4376220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001d4376240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001dda09720 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dda0a3a0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dda09a40 (__AUTH_CONST,__const) non-external ___block_literal_global.101
00000001dda09a60 (__AUTH_CONST,__const) non-external ___block_literal_global.105
00000001dda09a80 (__AUTH_CONST,__const) non-external ___block_literal_global.109
00000001dda09aa0 (__AUTH_CONST,__const) non-external ___block_literal_global.113
00000001dda09ac0 (__AUTH_CONST,__const) non-external ___block_literal_global.117
00000001dda09ae0 (__AUTH_CONST,__const) non-external ___block_literal_global.121
00000001dda09b00 (__AUTH_CONST,__const) non-external ___block_literal_global.125
00000001dda09b20 (__AUTH_CONST,__const) non-external ___block_literal_global.129
00000001dda09780 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dda09b40 (__AUTH_CONST,__const) non-external ___block_literal_global.133
00000001dda09b60 (__AUTH_CONST,__const) non-external ___block_literal_global.137
00000001dda09b80 (__AUTH_CONST,__const) non-external ___block_literal_global.141
00000001dda09ba0 (__AUTH_CONST,__const) non-external ___block_literal_global.145
00000001dda09bc0 (__AUTH_CONST,__const) non-external ___block_literal_global.149
00000001dda09be0 (__AUTH_CONST,__const) non-external ___block_literal_global.153
00000001dda09c00 (__AUTH_CONST,__const) non-external ___block_literal_global.157
00000001dda09c20 (__AUTH_CONST,__const) non-external ___block_literal_global.161
00000001dda09c40 (__AUTH_CONST,__const) non-external ___block_literal_global.165
00000001dda09c60 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000001dda097a0 (__AUTH_CONST,__const) non-external ___block_literal_global.17
00000001dda09c80 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000001dda09ca0 (__AUTH_CONST,__const) non-external ___block_literal_global.177
00000001dda09cc0 (__AUTH_CONST,__const) non-external ___block_literal_global.181
00000001dda09ce0 (__AUTH_CONST,__const) non-external ___block_literal_global.185
00000001dda09d00 (__AUTH_CONST,__const) non-external ___block_literal_global.189
00000001dda09d20 (__AUTH_CONST,__const) non-external ___block_literal_global.193
00000001dda09d40 (__AUTH_CONST,__const) non-external ___block_literal_global.197
00000001dda09d60 (__AUTH_CONST,__const) non-external ___block_literal_global.201
00000001dda09d80 (__AUTH_CONST,__const) non-external ___block_literal_global.205
00000001dda09da0 (__AUTH_CONST,__const) non-external ___block_literal_global.209
00000001dda097c0 (__AUTH_CONST,__const) non-external ___block_literal_global.21
00000001dda09dc0 (__AUTH_CONST,__const) non-external ___block_literal_global.213
00000001dda09de0 (__AUTH_CONST,__const) non-external ___block_literal_global.217
00000001dda09e00 (__AUTH_CONST,__const) non-external ___block_literal_global.221
00000001dda09e20 (__AUTH_CONST,__const) non-external ___block_literal_global.225
00000001dda09e40 (__AUTH_CONST,__const) non-external ___block_literal_global.229
00000001dda09e60 (__AUTH_CONST,__const) non-external ___block_literal_global.233
00000001dda09e80 (__AUTH_CONST,__const) non-external ___block_literal_global.237
00000001dda09ea0 (__AUTH_CONST,__const) non-external ___block_literal_global.241
00000001dda09ec0 (__AUTH_CONST,__const) non-external ___block_literal_global.245
00000001dda09ee0 (__AUTH_CONST,__const) non-external ___block_literal_global.249
00000001dda097e0 (__AUTH_CONST,__const) non-external ___block_literal_global.25
00000001dda09f00 (__AUTH_CONST,__const) non-external ___block_literal_global.253
00000001dda09f20 (__AUTH_CONST,__const) non-external ___block_literal_global.257
00000001dda09f40 (__AUTH_CONST,__const) non-external ___block_literal_global.261
00000001dda09f60 (__AUTH_CONST,__const) non-external ___block_literal_global.265
00000001dda09f80 (__AUTH_CONST,__const) non-external ___block_literal_global.269
00000001dda09fa0 (__AUTH_CONST,__const) non-external ___block_literal_global.273
00000001dda09fc0 (__AUTH_CONST,__const) non-external ___block_literal_global.277
00000001dda09fe0 (__AUTH_CONST,__const) non-external ___block_literal_global.281
00000001dda0a000 (__AUTH_CONST,__const) non-external ___block_literal_global.285
00000001dda0a020 (__AUTH_CONST,__const) non-external ___block_literal_global.289
00000001dda09800 (__AUTH_CONST,__const) non-external ___block_literal_global.29
00000001dda0a040 (__AUTH_CONST,__const) non-external ___block_literal_global.293
00000001dda0a060 (__AUTH_CONST,__const) non-external ___block_literal_global.297
00000001dda0a080 (__AUTH_CONST,__const) non-external ___block_literal_global.301
00000001dda0a0a0 (__AUTH_CONST,__const) non-external ___block_literal_global.305
00000001dda0a0c0 (__AUTH_CONST,__const) non-external ___block_literal_global.309
00000001dda0a0e0 (__AUTH_CONST,__const) non-external ___block_literal_global.313
00000001dda0a100 (__AUTH_CONST,__const) non-external ___block_literal_global.317
00000001dda0a120 (__AUTH_CONST,__const) non-external ___block_literal_global.321
00000001dda0a140 (__AUTH_CONST,__const) non-external ___block_literal_global.325
00000001dda0a160 (__AUTH_CONST,__const) non-external ___block_literal_global.329
00000001dda09820 (__AUTH_CONST,__const) non-external ___block_literal_global.33
00000001dda0a180 (__AUTH_CONST,__const) non-external ___block_literal_global.333
00000001dda0a1a0 (__AUTH_CONST,__const) non-external ___block_literal_global.337
00000001dda0a1c0 (__AUTH_CONST,__const) non-external ___block_literal_global.341
00000001dda0a1e0 (__AUTH_CONST,__const) non-external ___block_literal_global.345
00000001dda0a200 (__AUTH_CONST,__const) non-external ___block_literal_global.349
00000001dda0a220 (__AUTH_CONST,__const) non-external ___block_literal_global.353
00000001dda0a240 (__AUTH_CONST,__const) non-external ___block_literal_global.357
00000001dda0a260 (__AUTH_CONST,__const) non-external ___block_literal_global.361
00000001dda0a280 (__AUTH_CONST,__const) non-external ___block_literal_global.365
00000001dda0a2a0 (__AUTH_CONST,__const) non-external ___block_literal_global.369
00000001dda09840 (__AUTH_CONST,__const) non-external ___block_literal_global.37
00000001dda0a2c0 (__AUTH_CONST,__const) non-external ___block_literal_global.373
00000001dda0a2e0 (__AUTH_CONST,__const) non-external ___block_literal_global.377
00000001dda0a300 (__AUTH_CONST,__const) non-external ___block_literal_global.381
00000001dda0a320 (__AUTH_CONST,__const) non-external ___block_literal_global.385
00000001dda0a340 (__AUTH_CONST,__const) non-external ___block_literal_global.389
00000001dda0a360 (__AUTH_CONST,__const) non-external ___block_literal_global.393
00000001dda0a380 (__AUTH_CONST,__const) non-external ___block_literal_global.397
00000001dda09860 (__AUTH_CONST,__const) non-external ___block_literal_global.41
00000001dda09880 (__AUTH_CONST,__const) non-external ___block_literal_global.45
00000001dda098a0 (__AUTH_CONST,__const) non-external ___block_literal_global.49
00000001dda09740 (__AUTH_CONST,__const) non-external ___block_literal_global.5
00000001dda098c0 (__AUTH_CONST,__const) non-external ___block_literal_global.53
00000001dda098e0 (__AUTH_CONST,__const) non-external ___block_literal_global.57
00000001dda09900 (__AUTH_CONST,__const) non-external ___block_literal_global.61
00000001dda09920 (__AUTH_CONST,__const) non-external ___block_literal_global.65
00000001dda09940 (__AUTH_CONST,__const) non-external ___block_literal_global.69
00000001dda09960 (__AUTH_CONST,__const) non-external ___block_literal_global.73
00000001dda09980 (__AUTH_CONST,__const) non-external ___block_literal_global.77
00000001dda099a0 (__AUTH_CONST,__const) non-external ___block_literal_global.81
00000001dda099c0 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001dda099e0 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001dda09760 (__AUTH_CONST,__const) non-external ___block_literal_global.9
00000001dda09a00 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001dda09a20 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___sprintf_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fclose (from libSystem)
00000001d8f5dc38 (__DATA,__bss) non-external _fetchApplicationName.aName
00000001d8f5e050 (__DATA,__bss) non-external _fetch_process_name.name
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
000000018fcc3328 (__TEXT,__const) external _kCMIlluminantD50
000000018fcc3334 (__TEXT,__const) external _kCMIlluminantD65
                 (undefined) external _localtime (from libSystem)
000000018fcbbe44 (__TEXT,__text) non-external _logLegacyCall
00000001d8f5d5c8 (__DATA,__data) non-external _logLegacyCall.logExists
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _vsnprintf_l (from libSystem)
