                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
0000000193070520 (__TEXT,__text) external _NEAuditTokenForPID
00000001930667b4 (__TEXT,__text) non-external _ne_filter_handle_output_finished
000000019306a9a4 (__TEXT,__text) external _ne_filter_partial_input_frame_finalizer
0000000193063d74 (__TEXT,__text) non-external _ne_filter_process_verdict
000000019306f234 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler
000000019306544c (__TEXT,__text) non-external _ne_filter_protocol_connect
000000019306c380 (__TEXT,__text) non-external _ne_filter_protocol_connected
0000000193062e3c (__TEXT,__text) non-external _ne_filter_protocol_create
0000000193064c54 (__TEXT,__text) non-external _ne_filter_protocol_destroy
000000019306c0c0 (__TEXT,__text) non-external _ne_filter_protocol_disconnect
000000019306bdec (__TEXT,__text) non-external _ne_filter_protocol_disconnected
000000019306510c (__TEXT,__text) non-external _ne_filter_protocol_drop_flow
000000019306d1cc (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames
0000000193069bb8 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request
000000019306dcf8 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames
000000019306d954 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames
000000019306ff20 (__TEXT,__text) external _ne_filter_protocol_handle_message
000000019306fcec (__TEXT,__text) external _ne_filter_protocol_identifier
00000001d94b10b8 (__DATA,__bss) non-external _ne_filter_protocol_identifier.g_hasNESMAccess
00000001d94b10b0 (__DATA,__bss) non-external _ne_filter_protocol_identifier.onceToken
0000000193067b14 (__TEXT,__text) non-external _ne_filter_protocol_input_available
000000019306c820 (__TEXT,__text) non-external _ne_filter_protocol_input_finished
000000019306d02c (__TEXT,__text) non-external _ne_filter_protocol_output_available
000000019306c554 (__TEXT,__text) non-external _ne_filter_protocol_output_finished
000000019306fe48 (__TEXT,__text) external _ne_filter_protocol_release
000000019306eec4 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler
000000019306fd40 (__TEXT,__text) external _ne_filter_protocol_retain
0000000193066d04 (__TEXT,__text) non-external _ne_filter_read_approved_frames
000000019306cb20 (__TEXT,__text) non-external _ne_filter_read_from_network
000000019306235c (__TEXT,__text) external _ne_filter_register_flow
00000001930611fc (__TEXT,__text) external _ne_filter_request_connection
0000000193065b24 (__TEXT,__text) non-external _ne_filter_send_approved_frames
00000001930620c4 (__TEXT,__text) external _ne_filter_send_message
0000000193062358 (__TEXT,__text) external _ne_filter_set_test_crypto_state
0000000193062330 (__TEXT,__text) external _ne_filter_set_test_provider_factory
0000000193061ff8 (__TEXT,__text) external _ne_filter_sign_data
000000019306221c (__TEXT,__text) external _ne_filter_stats_destroy
0000000193062174 (__TEXT,__text) external _ne_filter_stats_init
0000000193062448 (__TEXT,__text) external _ne_filter_stats_report
00000001930628a0 (__TEXT,__text) external _ne_filter_stats_report_register
0000000193062a30 (__TEXT,__text) external _ne_filter_stats_report_unregister
0000000193064ec0 (__TEXT,__text) external _ne_filter_stats_toggle
00000001930623d0 (__TEXT,__text) external _ne_filter_unregister_flow
000000019305f928 (__TEXT,__text) external _ne_force_reset_uuid_cache
0000000193058b20 (__TEXT,__text) external _ne_get_configuration_generation
00000001d94b0a9c (__DATA,__data) non-external _ne_get_configuration_generation.configuration_changed_token
00000001d94b0f88 (__DATA,__bss) non-external _ne_get_configuration_generation.current_generation
00000001d94b0f58 (__DATA,__bss) non-external _ne_helper_last_approved_associated_domains
00000001d94b0f50 (__DATA,__bss) non-external _ne_helper_last_approved_bundle
00000001d94b0f48 (__DATA,__bss) non-external _ne_helper_skip_associated_domain_bundles
00000001d94b0bd0 (__DATA,__bss) non-external _ne_helper_tracker_lock
00000001d94b0bd8 (__DATA,__bss) non-external _ne_helper_tracker_trie
0000000193060c10 (__TEXT,__text) external _ne_is_sockaddr_valid
                 (undefined) external _ne_log_obj (from libSystem)
00000001d4a94710 (__DATA_CONST,__const) non-external _ne_necp_drop_dest_plist_paths
00000001d4a94908 (__DATA_CONST,__const) non-external _ne_necp_legacy_level_to_string_mapping
00000001d4a94828 (__DATA_CONST,__const) non-external _ne_necp_policy_string_to_level_mapping
000000019305bc20 (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_dest_list
000000019305ad64 (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_path
000000019305d0d4 (__TEXT,__text) external _ne_session_address_matches_subnets
000000019305f42c (__TEXT,__text) external _ne_session_agent_get_advisory
000000019305f378 (__TEXT,__text) external _ne_session_agent_get_advisory_interface_index
0000000193058de0 (__TEXT,__text) external _ne_session_always_on_vpn_configs_present
0000000193058dfc (__TEXT,__text) external _ne_session_always_on_vpn_configs_present_at_boot
0000000193058dc4 (__TEXT,__text) external _ne_session_app_vpn_configs_present
00000001930595f0 (__TEXT,__text) external _ne_session_cancel
0000000193061188 (__TEXT,__text) external _ne_session_clear_caches
00000001930583f4 (__TEXT,__text) non-external _ne_session_clear_event_handler
000000019305920c (__TEXT,__text) external _ne_session_content_filter_configs_present
000000019305f058 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_socket
000000019305f264 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_token
000000019305d510 (__TEXT,__text) non-external _ne_session_copy_cached_values_locked
0000000193060174 (__TEXT,__text) external _ne_session_copy_os_version_string
000000019305c740 (__TEXT,__text) external _ne_session_copy_policy_match
000000019305e004 (__TEXT,__text) external _ne_session_copy_security_session_info
000000019305ddfc (__TEXT,__text) external _ne_session_copy_socket_attributes
0000000193060ec4 (__TEXT,__text) external _ne_session_copy_socket_domain_attributes
0000000193059298 (__TEXT,__text) external _ne_session_create
000000019305c568 (__TEXT,__text) non-external _ne_session_create_xpc_string_from_necp_level
000000019305890c (__TEXT,__text) external _ne_session_disable_restrictions
00000001d94b0f70 (__DATA,__bss) non-external _ne_session_disable_restrictions.current_state
00000001d94b0a90 (__DATA,__data) non-external _ne_session_disable_restrictions.disable_restrictions_token
0000000193059228 (__TEXT,__text) external _ne_session_dns_proxy_configs_present
0000000193059260 (__TEXT,__text) external _ne_session_dns_settings_configs_present
000000019305a978 (__TEXT,__text) external _ne_session_establish_ipc
00000001930589c0 (__TEXT,__text) external _ne_session_fallback_advisory
00000001d94b0f78 (__DATA,__bss) non-external _ne_session_fallback_advisory.current_state
00000001d94b0a94 (__DATA,__data) non-external _ne_session_fallback_advisory.fallback_advisory_token
0000000193058a74 (__TEXT,__text) external _ne_session_fallback_default
00000001d94b0f80 (__DATA,__bss) non-external _ne_session_fallback_default.current_state
00000001d94b0a98 (__DATA,__data) non-external _ne_session_fallback_default.fallback_default_token
000000019305f2fc (__TEXT,__text) external _ne_session_get_config_id_from_network_agent
000000019305a968 (__TEXT,__text) external _ne_session_get_configuration_id
000000019305d758 (__TEXT,__text) non-external _ne_session_get_domain_dict_from_session_dict
0000000193059e64 (__TEXT,__text) external _ne_session_get_info
000000019305a3b4 (__TEXT,__text) external _ne_session_get_info2
0000000193059e78 (__TEXT,__text) non-external _ne_session_get_info_with_parameters
000000019305bba0 (__TEXT,__text) non-external _ne_session_get_necp_level_from_xpc_value
000000019305d64c (__TEXT,__text) non-external _ne_session_get_session_dict_from_cache
000000019305967c (__TEXT,__text) external _ne_session_get_status
0000000193059910 (__TEXT,__text) external _ne_session_info_type_to_string
000000019305c5dc (__TEXT,__text) external _ne_session_initialize_necp_drop_all
000000019305bdd8 (__TEXT,__text) external _ne_session_initialize_necp_drop_dest
0000000193058f80 (__TEXT,__text) external _ne_session_is_always_on_vpn_enabled
00000001d94b0f90 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.enabled
00000001d94b0f98 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.handler
00000001d94b0fa8 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.notify_lock
00000001d94b0aa0 (__DATA,__data) non-external _ne_session_is_always_on_vpn_enabled.notify_token
00000001d94b0fa0 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.queue
0000000193058f20 (__TEXT,__text) external _ne_session_is_safeboot
000000019305927c (__TEXT,__text) external _ne_session_local_communication_configs_present
0000000193059938 (__TEXT,__text) external _ne_session_local_communication_send_info
00000001d94b1050 (__DATA,__bss) non-external _ne_session_manager_get_info.current_info
00000001d94b0aa8 (__DATA,__data) non-external _ne_session_manager_get_info.current_info_token
00000001930586dc (__TEXT,__text) external _ne_session_manager_get_pid
00000001930586f4 (__TEXT,__text) external _ne_session_manager_has_active_sessions
0000000193057a40 (__TEXT,__text) external _ne_session_manager_is_running
0000000193058ce0 (__TEXT,__text) external _ne_session_on_demand_configs_present
000000019305b114 (__TEXT,__text) non-external _ne_session_parse_necp_drop_dest_array
0000000193059244 (__TEXT,__text) external _ne_session_path_controller_configs_present
000000019305e290 (__TEXT,__text) external _ne_session_policy_copy_flow_divert_token
000000019305e66c (__TEXT,__text) external _ne_session_policy_copy_flow_divert_token_with_key
000000019305cba0 (__TEXT,__text) external _ne_session_policy_match_get_filter_unit
000000019305cb6c (__TEXT,__text) external _ne_session_policy_match_get_flow_divert_unit
000000019305cbc4 (__TEXT,__text) external _ne_session_policy_match_get_scoped_interface_index
000000019305cb14 (__TEXT,__text) external _ne_session_policy_match_get_service
000000019305cbac (__TEXT,__text) external _ne_session_policy_match_get_service_action
000000019305cb08 (__TEXT,__text) external _ne_session_policy_match_get_service_type
000000019305cb8c (__TEXT,__text) external _ne_session_policy_match_is_drop
000000019305cb58 (__TEXT,__text) external _ne_session_policy_match_is_flow_divert
000000019305cbb4 (__TEXT,__text) external _ne_session_policy_match_service_is_registered
0000000193058858 (__TEXT,__text) external _ne_session_random_port_fallback
00000001d94b0f68 (__DATA,__bss) non-external _ne_session_random_port_fallback.current_state
00000001d94b0a8c (__DATA,__data) non-external _ne_session_random_port_fallback.enable_random_port_token
00000001930582c8 (__TEXT,__text) external _ne_session_release
00000001930594e4 (__TEXT,__text) external _ne_session_retain
000000019305a3c8 (__TEXT,__text) external _ne_session_send_barrier
000000019305dcb8 (__TEXT,__text) external _ne_session_service_get_dns_service_id
000000019305dbdc (__TEXT,__text) external _ne_session_service_get_dns_service_id_for_interface
000000019305dbcc (__TEXT,__text) external _ne_session_service_matches_address
000000019305d350 (__TEXT,__text) external _ne_session_service_matches_address_for_interface
00000001930594f4 (__TEXT,__text) external _ne_session_set_event_handler
000000019305dcc0 (__TEXT,__text) external _ne_session_set_socket_attributes
0000000193060df0 (__TEXT,__text) external _ne_session_set_socket_context_attribute
0000000193060c50 (__TEXT,__text) external _ne_session_set_socket_tracker_attributes
00000001930587a4 (__TEXT,__text) external _ne_session_should_disable_nexus
00000001d94b0f60 (__DATA,__bss) non-external _ne_session_should_disable_nexus.current_state
00000001d94b0a88 (__DATA,__data) non-external _ne_session_should_disable_nexus.disable_nexus_token
000000019305a81c (__TEXT,__text) external _ne_session_start
000000019305a5b8 (__TEXT,__text) external _ne_session_start_on_behalf_of
000000019305a750 (__TEXT,__text) external _ne_session_start_with_options
000000019305dfb4 (__TEXT,__text) external _ne_session_status_to_string
000000019305a824 (__TEXT,__text) external _ne_session_stop
000000019305e278 (__TEXT,__text) external _ne_session_stop_all_with_plugin_type
000000019305f55c (__TEXT,__text) external _ne_session_stop_reason_to_string
000000019305dfdc (__TEXT,__text) external _ne_session_type_to_string
000000019305d970 (__TEXT,__text) non-external _ne_session_update_cached_values
0000000193058cd8 (__TEXT,__text) external _ne_session_use_as_system_vpn
000000019305eae4 (__TEXT,__text) non-external _ne_session_validate_flow_properties
0000000193058da8 (__TEXT,__text) external _ne_session_vod_evaluate_connection_present
00000001930591f0 (__TEXT,__text) external _ne_session_vpn_include_all_networks_configs_present
                 (undefined) external _ne_tracker_build_cache (from libSystem)
                 (undefined) external _ne_tracker_clear_cache (from libSystem)
                 (undefined) external _ne_tracker_context_get_domain (from libSystem)
                 (undefined) external _ne_tracker_context_get_domain_owner (from libSystem)
                 (undefined) external _ne_tracker_context_is_from_app_list (from libSystem)
                 (undefined) external _ne_tracker_context_is_from_web_list (from libSystem)
                 (undefined) external _ne_tracker_lookup_app_domains (from libSystem)
                 (undefined) external _ne_tracker_validate_domain (from libSystem)
                 (undefined) external _ne_trie_search (from libSystem)
00000001d94b0ab4 (__DATA,__data) non-external _ne_uuid_cache_changed.cache_change_token
00000001d94b1080 (__DATA,__bss) non-external _ne_uuid_cache_changed.cache_generation
000000019305c084 (__TEXT,__text) external _necp_drop_dest_copy_dest_entry_list
                 (undefined) external _necp_match_policy (from libSystem)
000000019305cc2c (__TEXT,__text) external _nehelper_copy_connection_for_delegate_class
00000001d94b0fc0 (__DATA,__bss) non-external _nehelper_copy_connection_for_delegate_class.g_connection_cache
00000001d94b1028 (__DATA,__bss) non-external _nehelper_copy_connection_for_delegate_class.g_connection_cache_lock
000000019305cbe8 (__TEXT,__text) external _nehelper_queue
                 (undefined) external _nelog_is_debug_logging_enabled (from libSystem)
                 (undefined) external _nelog_is_info_logging_enabled (from libSystem)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_check (from libSystem)
00000001930580dc (__TEXT,__text) non-external _notify_client
                 (undefined) external _notify_get_state (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _nw_context_get_globals_for_protocol (from Network)
                 (undefined) external _nw_endpoint_get_address (from Network)
                 (undefined) external _nw_endpoint_get_hostname (from Network)
                 (undefined) external _nw_endpoint_get_parent_endpoint_domain (from Network)
                 (undefined) external _nw_endpoint_get_port (from Network)
                 (undefined) external _nw_endpoint_get_type (from Network)
0000000193062f70 (__TEXT,__text) non-external _nw_filter_protocol_reset
                 (undefined) external _nw_frame_array_append (from Network)
                 (undefined) external _nw_frame_array_append_array (from Network)
                 (undefined) external _nw_frame_array_first (from Network)
                 (undefined) external _nw_frame_array_foreach (from Network)
                 (undefined) external _nw_frame_array_init (from Network)
                 (undefined) external _nw_frame_array_is_empty (from Network)
                 (undefined) external _nw_frame_array_next (from Network)
                 (undefined) external _nw_frame_array_prepend_array (from Network)
                 (undefined) external _nw_frame_array_remove (from Network)
                 (undefined) external _nw_frame_array_unclaimed_length (from Network)
                 (undefined) external _nw_frame_claim (from Network)
                 (undefined) external _nw_frame_create (from Network)
                 (undefined) external _nw_frame_finalize (from Network)
                 (undefined) external _nw_frame_get_buffer (from Network)
                 (undefined) external _nw_frame_reset (from Network)
                 (undefined) external _nw_frame_unclaimed_bytes (from Network)
                 (undefined) external _nw_frame_unclaimed_length (from Network)
                 (undefined) external _nw_parameters_copy_context (from Network)
                 (undefined) external _nw_parameters_get_data_mode (from Network)
                 (undefined) external _nw_parameters_get_e_proc_uuid (from Network)
                 (undefined) external _nw_parameters_get_effective_bundle_id (from Network)
                 (undefined) external _nw_parameters_get_ip_protocol (from Network)
                 (undefined) external _nw_parameters_get_pid (from Network)
                 (undefined) external _nw_parameters_get_proc_uuid (from Network)
                 (undefined) external _nw_parameters_get_server_mode (from Network)
                 (undefined) external _nw_parameters_get_url (from Network)
                 (undefined) external _nw_path_get_filter_unit (from Network)
                 (undefined) external _nw_protocol_definition_create_with_identifier (from Network)
                 (undefined) external _nw_protocol_definition_set_globals_allocator (from Network)
                 (undefined) external _nw_protocol_register (from Network)
                 (undefined) external _nw_protocol_set_default_one_to_one_callbacks (from Network)
                 (undefined) external _nw_queue_context_async (from Network)
                 (undefined) external _nw_release (from Network)
                 (undefined) external _nw_retain (from Network)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _pread (from libSystem)
                 (undefined) external _proc_listallpids (from libSystem)
                 (undefined) external _proc_name (from libSystem)
                 (undefined) external _proc_pidinfo (from libSystem)
                 (undefined) external _sandbox_check (from libSystem)
0000000193058038 (__TEXT,__text) non-external _set_status
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _sysctl (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _task_for_pid (from libSystem)
                 (undefined) external _task_get_special_port (from libSystem)
                 (undefined) external _task_info (from libSystem)
                 (undefined) external _tracker_action (from libSystem)
                 (undefined) external _uidna_close (from libicucore)
                 (undefined) external _uidna_nameToASCII_UTF8 (from libicucore)
                 (undefined) external _uidna_openUTS46 (from libicucore)
0000000193057b50 (__TEXT,__text) non-external _update_all_session_clients
                 (undefined) external _uuid_clear (from libSystem)
                 (undefined) external _uuid_compare (from libSystem)
                 (undefined) external _uuid_copy (from libSystem)
                 (undefined) external _uuid_generate (from libSystem)
                 (undefined) external _uuid_is_null (from libSystem)
                 (undefined) external _uuid_unparse (from libSystem)
                 (undefined) external _uuid_unparse_lower (from libSystem)
                 (undefined) external _xpc_array_append_value (from libSystem)
                 (undefined) external _xpc_array_apply (from libSystem)
                 (undefined) external _xpc_array_create (from libSystem)
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_data (from libSystem)
                 (undefined) external _xpc_array_get_string (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_connection_activate (from libSystem)
                 (undefined) external _xpc_connection_cancel (from libSystem)
                 (undefined) external _xpc_connection_create_from_endpoint (from libSystem)
                 (undefined) external _xpc_connection_create_mach_service (from libSystem)
                 (undefined) external _xpc_connection_get_pid (from libSystem)
                 (undefined) external _xpc_connection_resume (from libSystem)
                 (undefined) external _xpc_connection_send_barrier (from libSystem)
                 (undefined) external _xpc_connection_send_message (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply_sync (from libSystem)
                 (undefined) external _xpc_connection_set_event_handler (from libSystem)
                 (undefined) external _xpc_connection_set_target_queue (from libSystem)
                 (undefined) external _xpc_copy_description (from libSystem)
                 (undefined) external _xpc_create_from_plist (from libSystem)
                 (undefined) external _xpc_data_create (from libSystem)
                 (undefined) external _xpc_data_get_bytes (from libSystem)
                 (undefined) external _xpc_data_get_bytes_ptr (from libSystem)
                 (undefined) external _xpc_data_get_length (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_copy_mach_send (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_audit_token (from libSystem)
                 (undefined) external _xpc_dictionary_get_bool (from libSystem)
                 (undefined) external _xpc_dictionary_get_count (from libSystem)
                 (undefined) external _xpc_dictionary_get_data (from libSystem)
                 (undefined) external _xpc_dictionary_get_dictionary (from libSystem)
                 (undefined) external _xpc_dictionary_get_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_remote_connection (from libSystem)
                 (undefined) external _xpc_dictionary_get_string (from libSystem)
                 (undefined) external _xpc_dictionary_get_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_uuid (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_bool (from libSystem)
                 (undefined) external _xpc_dictionary_set_data (from libSystem)
                 (undefined) external _xpc_dictionary_set_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_mach_send (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_uuid (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_create (from libSystem)
                 (undefined) external _xpc_string_get_length (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uuid_create (from libSystem)
