00007ffa19332f0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1932f1dc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa1932f19e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa1932ed77 (__TEXT,__text) external _glGetProgramStageiv
00007ffa19330362 (__TEXT,__text) external _glGetProgramStringARB
00007ffa1932d357 (__TEXT,__text) external _glGetProgramiv
00007ffa19330384 (__TEXT,__text) external _glGetProgramivARB
00007ffa1932eefc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa1932e841 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa19332738 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa1932c810 (__TEXT,__text) external _glGetQueryObjectiv
00007ffa19330dd3 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa1932e863 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa1933275a (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa1932c832 (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa19330df5 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa1932c7ee (__TEXT,__text) external _glGetQueryiv
00007ffa19330db1 (__TEXT,__text) external _glGetQueryivARB
00007ffa1932d721 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa19331d26 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa1932e7df (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa1932e801 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa1932e7bd (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa1932e79b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa1932ba14 (__TEXT,__text) external _glGetSeparableFilter
00007ffa1932d39e (__TEXT,__text) external _glGetShaderInfoLog
00007ffa1932f000 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa1932d487 (__TEXT,__text) external _glGetShaderSource
00007ffa19331464 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa1932d335 (__TEXT,__text) external _glGetShaderiv
00007ffa19329b99 (__TEXT,__text) external _glGetString
00007ffa1932e17b (__TEXT,__text) external _glGetStringi
00007ffa1932ec84 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa1932ec62 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa1932e4e2 (__TEXT,__text) external _glGetSynciv
00007ffa19329bb5 (__TEXT,__text) external _glGetTexEnvfv
00007ffa19329bd7 (__TEXT,__text) external _glGetTexEnviv
00007ffa19329bf9 (__TEXT,__text) external _glGetTexGendv
00007ffa19329c1b (__TEXT,__text) external _glGetTexGenfv
00007ffa19329c3d (__TEXT,__text) external _glGetTexGeniv
00007ffa19329c5f (__TEXT,__text) external _glGetTexImage
00007ffa19329c86 (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa19329caa (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa1932e0b0 (__TEXT,__text) external _glGetTexParameterIiv
00007ffa19332657 (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa1932e0d2 (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa19332679 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa19332946 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa19329cce (__TEXT,__text) external _glGetTexParameterfv
00007ffa19329cf0 (__TEXT,__text) external _glGetTexParameteriv
00007ffa1932db81 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa19332092 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa1932e235 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa19332127 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa1932e1c1 (__TEXT,__text) external _glGetUniformIndices
00007ffa1932d3e8 (__TEXT,__text) external _glGetUniformLocation
00007ffa193313cd (__TEXT,__text) external _glGetUniformLocationARB
00007ffa19332145 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa1932ed55 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa1932ec40 (__TEXT,__text) external _glGetUniformdv
00007ffa1932d43d (__TEXT,__text) external _glGetUniformfv
00007ffa1933141e (__TEXT,__text) external _glGetUniformfvARB
00007ffa1932d462 (__TEXT,__text) external _glGetUniformiv
00007ffa19331441 (__TEXT,__text) external _glGetUniformivARB
00007ffa1932def7 (__TEXT,__text) external _glGetUniformuiv
00007ffa19332568 (__TEXT,__text) external _glGetUniformuivEXT
00007ffa1932dc2b (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa19332412 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa1932dc4d (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa19332434 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa1932fa40 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa1932cf06 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa1933014c (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa1932cea0 (__TEXT,__text) external _glGetVertexAttribdv
00007ffa193300e6 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa1932cec2 (__TEXT,__text) external _glGetVertexAttribfv
00007ffa19330108 (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa1932cee4 (__TEXT,__text) external _glGetVertexAttribiv
00007ffa1933012a (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa19329d12 (__TEXT,__text) external _glHint
00007ffa1932bb59 (__TEXT,__text) external _glHistogram
00007ffa19329d30 (__TEXT,__text) external _glIndexMask
00007ffa19329d4c (__TEXT,__text) external _glIndexPointer
00007ffa19329d6e (__TEXT,__text) external _glIndexd
00007ffa19329d88 (__TEXT,__text) external _glIndexdv
00007ffa19329da5 (__TEXT,__text) external _glIndexf
00007ffa19329dbf (__TEXT,__text) external _glIndexfv
00007ffa19329ddc (__TEXT,__text) external _glIndexi
00007ffa19329df8 (__TEXT,__text) external _glIndexiv
00007ffa19329e15 (__TEXT,__text) external _glIndexs
00007ffa19329e31 (__TEXT,__text) external _glIndexsv
00007ffa19329e4e (__TEXT,__text) external _glIndexub
00007ffa19329e6a (__TEXT,__text) external _glIndexubv
00007ffa19329e87 (__TEXT,__text) external _glInitNames
00007ffa193327c7 (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa19329e9e (__TEXT,__text) external _glInterleavedArrays
00007ffa1932c8b0 (__TEXT,__text) external _glIsBuffer
00007ffa19330e73 (__TEXT,__text) external _glIsBufferARB
00007ffa19329ec0 (__TEXT,__text) external _glIsEnabled
00007ffa193326fe (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa1932dac3 (__TEXT,__text) external _glIsEnabledi
00007ffa193329c2 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa1932d743 (__TEXT,__text) external _glIsFramebuffer
00007ffa19331d48 (__TEXT,__text) external _glIsFramebufferEXT
00007ffa19329edc (__TEXT,__text) external _glIsList
00007ffa193316b1 (__TEXT,__text) external _glIsNamedStringARB
00007ffa1932d319 (__TEXT,__text) external _glIsProgram
00007ffa1932fc05 (__TEXT,__text) external _glIsProgramARB
00007ffa1932f182 (__TEXT,__text) external _glIsProgramPipeline
00007ffa1932c798 (__TEXT,__text) external _glIsQuery
00007ffa19330d5b (__TEXT,__text) external _glIsQueryARB
00007ffa1932d685 (__TEXT,__text) external _glIsRenderbuffer
00007ffa19331c8a (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa1932e69a (__TEXT,__text) external _glIsSampler
00007ffa1932d2fd (__TEXT,__text) external _glIsShader
00007ffa1932e443 (__TEXT,__text) external _glIsSync
00007ffa19329ef8 (__TEXT,__text) external _glIsTexture
00007ffa1932ee34 (__TEXT,__text) external _glIsTransformFeedback
00007ffa1932da00 (__TEXT,__text) external _glIsVertexArray
00007ffa19332b08 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa19332858 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa1933277c (__TEXT,__text) external _glLabelObjectEXT
00007ffa19332d0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa19329f14 (__TEXT,__text) external _glLightModelf
00007ffa19329f30 (__TEXT,__text) external _glLightModelfv
00007ffa19329f4f (__TEXT,__text) external _glLightModeli
00007ffa19329f6d (__TEXT,__text) external _glLightModeliv
00007ffa19329f8c (__TEXT,__text) external _glLightf
00007ffa19329faa (__TEXT,__text) external _glLightfv
00007ffa19329fcc (__TEXT,__text) external _glLighti
00007ffa19329fed (__TEXT,__text) external _glLightiv
00007ffa1932a00f (__TEXT,__text) external _glLineStipple
00007ffa1932a02d (__TEXT,__text) external _glLineWidth
00007ffa1932d00b (__TEXT,__text) external _glLinkProgram
00007ffa1933106e (__TEXT,__text) external _glLinkProgramARB
00007ffa1932a047 (__TEXT,__text) external _glListBase
00007ffa1932a063 (__TEXT,__text) external _glLoadIdentity
00007ffa1932a07a (__TEXT,__text) external _glLoadMatrixd
00007ffa1932a097 (__TEXT,__text) external _glLoadMatrixf
00007ffa1932a0b4 (__TEXT,__text) external _glLoadName
00007ffa1932bff2 (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa193308fa (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa1932c00f (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa19330917 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa193317c2 (__TEXT,__text) external _glLockArraysEXT
00007ffa1932a0d0 (__TEXT,__text) external _glLogicOp
00007ffa1932a0ec (__TEXT,__text) external _glMap1d
00007ffa1932a110 (__TEXT,__text) external _glMap1f
00007ffa1932a134 (__TEXT,__text) external _glMap2d
00007ffa1932a167 (__TEXT,__text) external _glMap2f
00007ffa1932c93e (__TEXT,__text) external _glMapBuffer
00007ffa19330f01 (__TEXT,__text) external _glMapBufferARB
00007ffa1932d95d (__TEXT,__text) external _glMapBufferRange
00007ffa1932a19a (__TEXT,__text) external _glMapGrid1d
00007ffa1932a1b6 (__TEXT,__text) external _glMapGrid1f
00007ffa1932a1d2 (__TEXT,__text) external _glMapGrid2d
00007ffa1932a1f0 (__TEXT,__text) external _glMapGrid2f
00007ffa19332876 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa1933289d (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa193328c4 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa193328f4 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa1932a20e (__TEXT,__text) external _glMaterialf
00007ffa1932a22c (__TEXT,__text) external _glMaterialfv
00007ffa1932a24e (__TEXT,__text) external _glMateriali
00007ffa1932a26f (__TEXT,__text) external _glMaterialiv
00007ffa1932a291 (__TEXT,__text) external _glMatrixMode
00007ffa1932ef20 (__TEXT,__text) external _glMinSampleShading
00007ffa193315a4 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa1932bb7d (__TEXT,__text) external _glMinmax
00007ffa1932a2ad (__TEXT,__text) external _glMultMatrixd
00007ffa1932a2ca (__TEXT,__text) external _glMultMatrixf
00007ffa1932c02c (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa19330934 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa1932c049 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa19330951 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa1932c53e (__TEXT,__text) external _glMultiDrawArrays
00007ffa19331be8 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa19332b8b (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa1932c564 (__TEXT,__text) external _glMultiDrawElements
00007ffa1932e3d5 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa19331c0e (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa19332d30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa19332d58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa19332bb1 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa1932bc0e (__TEXT,__text) external _glMultiTexCoord1d
00007ffa19330516 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa1932bc2a (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa19330532 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa1932bc49 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa19330551 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa1932bc65 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa1933056d (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa1932bc84 (__TEXT,__text) external _glMultiTexCoord1i
00007ffa1933058c (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa1932bca2 (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa193305aa (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa1932bcc1 (__TEXT,__text) external _glMultiTexCoord1s
00007ffa193305c9 (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa1932bcdf (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa193305e7 (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa1932bcfe (__TEXT,__text) external _glMultiTexCoord2d
00007ffa19330606 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa1932bd1a (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa19330622 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa1932bd39 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa19330641 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa1932bd55 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa1933065d (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa1932bd74 (__TEXT,__text) external _glMultiTexCoord2i
00007ffa1933067c (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa1932bd95 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa1933069d (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa1932bdb4 (__TEXT,__text) external _glMultiTexCoord2s
00007ffa193306bc (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa1932bdd5 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa193306dd (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa1932bdf4 (__TEXT,__text) external _glMultiTexCoord3d
00007ffa193306fc (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa1932be10 (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa19330718 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa1932be2f (__TEXT,__text) external _glMultiTexCoord3f
00007ffa19330737 (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa1932be4b (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa19330753 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa1932be6a (__TEXT,__text) external _glMultiTexCoord3i
00007ffa19330772 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa1932be8e (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa19330796 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa1932bead (__TEXT,__text) external _glMultiTexCoord3s
00007ffa193307b5 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa1932bed1 (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa193307d9 (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa1932bef0 (__TEXT,__text) external _glMultiTexCoord4d
00007ffa193307f8 (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa1932bf0c (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa19330814 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa1932bf2b (__TEXT,__text) external _glMultiTexCoord4f
00007ffa19330833 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa1932bf47 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa1933084f (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa1932bf66 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa1933086e (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa1932bf8d (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa19330895 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa1932bfac (__TEXT,__text) external _glMultiTexCoord4s
00007ffa193308b4 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa1932bfd3 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa193308db (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa19331645 (__TEXT,__text) external _glNamedStringARB
00007ffa1932a2e7 (__TEXT,__text) external _glNewList
00007ffa1932a305 (__TEXT,__text) external _glNormal3b
00007ffa1932a326 (__TEXT,__text) external _glNormal3bv
00007ffa1932a343 (__TEXT,__text) external _glNormal3d
00007ffa1932a35d (__TEXT,__text) external _glNormal3dv
00007ffa1932a37a (__TEXT,__text) external _glNormal3f
00007ffa1932a394 (__TEXT,__text) external _glNormal3fv
00007ffa1932a3b1 (__TEXT,__text) external _glNormal3i
00007ffa1932a3d2 (__TEXT,__text) external _glNormal3iv
00007ffa1932a3ef (__TEXT,__text) external _glNormal3s
00007ffa1932a410 (__TEXT,__text) external _glNormal3sv
00007ffa1932a42d (__TEXT,__text) external _glNormalPointer
00007ffa19332c6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa19332c8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa1932a44f (__TEXT,__text) external _glOrtho
00007ffa19332dec (__TEXT,__text) external _glPNTrianglesfATI
00007ffa19332df8 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa19332de6 (__TEXT,__text) external _glPNTrianglesiATI
00007ffa19332df2 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa1932a469 (__TEXT,__text) external _glPassThrough
00007ffa1932edb9 (__TEXT,__text) external _glPatchParameterfv
00007ffa1932ed9b (__TEXT,__text) external _glPatchParameteri
00007ffa1932ee50 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa1932a483 (__TEXT,__text) external _glPixelMapfv
00007ffa1932a4a5 (__TEXT,__text) external _glPixelMapuiv
00007ffa1932a4c7 (__TEXT,__text) external _glPixelMapusv
00007ffa1932a4e9 (__TEXT,__text) external _glPixelStoref
00007ffa1932a505 (__TEXT,__text) external _glPixelStorei
00007ffa1932a523 (__TEXT,__text) external _glPixelTransferf
00007ffa1932a53f (__TEXT,__text) external _glPixelTransferi
00007ffa1932a55d (__TEXT,__text) external _glPixelZoom
00007ffa1932c4a2 (__TEXT,__text) external _glPointParameterf
00007ffa19330b14 (__TEXT,__text) external _glPointParameterfARB
00007ffa1932c4be (__TEXT,__text) external _glPointParameterfv
00007ffa19330b30 (__TEXT,__text) external _glPointParameterfvARB
00007ffa1932c4dd (__TEXT,__text) external _glPointParameteri
00007ffa19332e33 (__TEXT,__text) external _glPointParameteriNV
00007ffa1932c4fb (__TEXT,__text) external _glPointParameteriv
00007ffa19332e51 (__TEXT,__text) external _glPointParameterivNV
00007ffa1932a577 (__TEXT,__text) external _glPointSize
00007ffa19332cd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa1932a591 (__TEXT,__text) external _glPolygonMode
00007ffa1932a5af (__TEXT,__text) external _glPolygonOffset
00007ffa1932a5c9 (__TEXT,__text) external _glPolygonStipple
00007ffa1932a5e6 (__TEXT,__text) external _glPopAttrib
00007ffa1932a5fd (__TEXT,__text) external _glPopClientAttrib
00007ffa19332805 (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa1932a614 (__TEXT,__text) external _glPopMatrix
00007ffa1932a62b (__TEXT,__text) external _glPopName
00007ffa1932e32c (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa1932a642 (__TEXT,__text) external _glPrioritizeTextures
00007ffa1932f081 (__TEXT,__text) external _glProgramBinary
00007ffa1933016e (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa1933018c (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa193301ae (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa193301cc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa1933026e (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa193301ee (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa1933020c (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa1933022e (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa1933024c (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa19330292 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa1932f0a6 (__TEXT,__text) external _glProgramParameteri
00007ffa19331f3b (__TEXT,__text) external _glProgramParameteriEXT
00007ffa1933033e (__TEXT,__text) external _glProgramStringARB
00007ffa1932f6c6 (__TEXT,__text) external _glProgramUniform1d
00007ffa1932f73e (__TEXT,__text) external _glProgramUniform1dv
00007ffa1932f2a0 (__TEXT,__text) external _glProgramUniform1f
00007ffa1932f3a8 (__TEXT,__text) external _glProgramUniform1fv
00007ffa1932f201 (__TEXT,__text) external _glProgramUniform1i
00007ffa1932f318 (__TEXT,__text) external _glProgramUniform1iv
00007ffa1932f4ad (__TEXT,__text) external _glProgramUniform1ui
00007ffa1932f54c (__TEXT,__text) external _glProgramUniform1uiv
00007ffa1932f6e4 (__TEXT,__text) external _glProgramUniform2d
00007ffa1932f762 (__TEXT,__text) external _glProgramUniform2dv
00007ffa1932f2be (__TEXT,__text) external _glProgramUniform2f
00007ffa1932f3cc (__TEXT,__text) external _glProgramUniform2fv
00007ffa1932f222 (__TEXT,__text) external _glProgramUniform2i
00007ffa1932f33c (__TEXT,__text) external _glProgramUniform2iv
00007ffa1932f4ce (__TEXT,__text) external _glProgramUniform2ui
00007ffa1932f570 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa1932f702 (__TEXT,__text) external _glProgramUniform3d
00007ffa1932f786 (__TEXT,__text) external _glProgramUniform3dv
00007ffa1932f2dc (__TEXT,__text) external _glProgramUniform3f
00007ffa1932f3f0 (__TEXT,__text) external _glProgramUniform3fv
00007ffa1932f246 (__TEXT,__text) external _glProgramUniform3i
00007ffa1932f360 (__TEXT,__text) external _glProgramUniform3iv
00007ffa1932f4f2 (__TEXT,__text) external _glProgramUniform3ui
00007ffa1932f594 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa1932f720 (__TEXT,__text) external _glProgramUniform4d
00007ffa1932f7aa (__TEXT,__text) external _glProgramUniform4dv
00007ffa1932f2fa (__TEXT,__text) external _glProgramUniform4f
00007ffa1932f414 (__TEXT,__text) external _glProgramUniform4fv
00007ffa1932f26d (__TEXT,__text) external _glProgramUniform4i
00007ffa1932f384 (__TEXT,__text) external _glProgramUniform4iv
00007ffa1932f519 (__TEXT,__text) external _glProgramUniform4ui
00007ffa1932f5b8 (__TEXT,__text) external _glProgramUniform4uiv
00007ffa1932f7ce (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa1932f438 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa1932f843 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa1932f5dc (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa1932f891 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa1932f62a (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa1932f7f5 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa1932f45f (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa1932f86a (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa1932f603 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa1932f8df (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa1932f678 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa1932f81c (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa1932f486 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa1932f8b8 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa1932f651 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa1932f906 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa1932f69f (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa1932e409 (__TEXT,__text) external _glProvokingVertex
00007ffa1933271c (__TEXT,__text) external _glProvokingVertexEXT
00007ffa1932a665 (__TEXT,__text) external _glPushAttrib
00007ffa1932a681 (__TEXT,__text) external _glPushClientAttrib
00007ffa193327e6 (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa1932a69d (__TEXT,__text) external _glPushMatrix
00007ffa1932a6b4 (__TEXT,__text) external _glPushName
00007ffa1932e823 (__TEXT,__text) external _glQueryCounter
00007ffa1932a6d0 (__TEXT,__text) external _glRasterPos2d
00007ffa1932a6ea (__TEXT,__text) external _glRasterPos2dv
00007ffa1932a707 (__TEXT,__text) external _glRasterPos2f
00007ffa1932a721 (__TEXT,__text) external _glRasterPos2fv
00007ffa1932a73e (__TEXT,__text) external _glRasterPos2i
00007ffa1932a75c (__TEXT,__text) external _glRasterPos2iv
00007ffa1932a779 (__TEXT,__text) external _glRasterPos2s
00007ffa1932a797 (__TEXT,__text) external _glRasterPos2sv
00007ffa1932a7b4 (__TEXT,__text) external _glRasterPos3d
00007ffa1932a7ce (__TEXT,__text) external _glRasterPos3dv
00007ffa1932a7eb (__TEXT,__text) external _glRasterPos3f
00007ffa1932a805 (__TEXT,__text) external _glRasterPos3fv
00007ffa1932a822 (__TEXT,__text) external _glRasterPos3i
00007ffa1932a843 (__TEXT,__text) external _glRasterPos3iv
00007ffa1932a860 (__TEXT,__text) external _glRasterPos3s
00007ffa1932a881 (__TEXT,__text) external _glRasterPos3sv
00007ffa1932a89e (__TEXT,__text) external _glRasterPos4d
00007ffa1932a8b8 (__TEXT,__text) external _glRasterPos4dv
00007ffa1932a8d5 (__TEXT,__text) external _glRasterPos4f
00007ffa1932a8ef (__TEXT,__text) external _glRasterPos4fv
00007ffa1932a90c (__TEXT,__text) external _glRasterPos4i
00007ffa1932a930 (__TEXT,__text) external _glRasterPos4iv
00007ffa1932a94d (__TEXT,__text) external _glRasterPos4s
00007ffa1932a971 (__TEXT,__text) external _glRasterPos4sv
00007ffa1932a98e (__TEXT,__text) external _glReadBuffer
00007ffa1932a9aa (__TEXT,__text) external _glReadPixels
00007ffa1932a9da (__TEXT,__text) external _glRectd
00007ffa1932a9f4 (__TEXT,__text) external _glRectdv
00007ffa1932aa14 (__TEXT,__text) external _glRectf
00007ffa1932aa2e (__TEXT,__text) external _glRectfv
00007ffa1932aa4e (__TEXT,__text) external _glRecti
00007ffa1932aa72 (__TEXT,__text) external _glRectiv
00007ffa1932aa92 (__TEXT,__text) external _glRects
00007ffa1932aab6 (__TEXT,__text) external _glRectsv
00007ffa1932efc1 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffa1932aad6 (__TEXT,__text) external _glRenderMode
00007ffa1932d6fd (__TEXT,__text) external _glRenderbufferStorage
00007ffa19331d02 (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffa1932d90f (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffa19331f14 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffa1932bb9e (__TEXT,__text) external _glResetHistogram
00007ffa1932bbba (__TEXT,__text) external _glResetMinmax
00007ffa1932ee67 (__TEXT,__text) external _glResumeTransformFeedback
00007ffa1932aaf2 (__TEXT,__text) external _glRotated
00007ffa1932ab0c (__TEXT,__text) external _glRotatef
00007ffa1932c1f0 (__TEXT,__text) external _glSampleCoverage
