00007ffb08c5de91 (__TEXT,__text) non-external +[CBOR cborFalse]
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
00007ffb438c31e0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_CBORLibrary
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDarwin (from libswiftDarwin)
00007ffb438c31d8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDarwin_$_CBORLibrary
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
00007ffb438c31e8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_CBORLibrary
                 (undefined) weak external automatically hidden __swift_FORCE_LOAD_$_swiftFoundation (from Foundation)
00007ffb438c31c8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_CBORLibrary
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
00007ffb438c31f8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIOKit_$_CBORLibrary
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
00007ffb438c31d0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftObjectiveC_$_CBORLibrary
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
00007ffb438c31f0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_CBORLibrary
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
00007ffb438c3200 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_CBORLibrary
00007ffb08c4f3df (__TEXT,__text) non-external __swift_stdlib_malloc_size
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
00007ffb08c66036 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11CBORLibrary10COSE_Sign1V8X509HashV10CodingKeys33_F477FF0A5CB3CEA49BCEC6F608873A6DLLOSHAASQ
00007ffb08c66046 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11CBORLibrary10COSE_Sign1V8X509HashV10CodingKeys33_F477FF0A5CB3CEA49BCEC6F608873A6DLLOs0F3KeyAAs23CustomStringConvertible
00007ffb08c6603e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11CBORLibrary10COSE_Sign1V8X509HashV10CodingKeys33_F477FF0A5CB3CEA49BCEC6F608873A6DLLOs0F3KeyAAs28CustomDebugStringConvertible
00007ffb08c660a4 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11CBORLibrary11CBOREncoderC20DateEncodingStrategyOSHAASQ
00007ffb08c6609c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11CBORLibrary11CBOREncoderC26DictionaryEncodingStrategyOSHAASQ
00007ffb08c6607a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11CBORLibrary13CBORCodingKeyVSHAASQ
00007ffb08c6608a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11CBORLibrary13CBORCodingKeyVs06CodingC0AAs23CustomStringConvertible
00007ffb08c66082 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11CBORLibrary13CBORCodingKeyVs06CodingC0AAs28CustomDebugStringConvertible
00007ffb08c6618c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11CBORLibrary24_CBOREncoderKeyContainer33_7693559CB90E2482CACD4C8EAD5C6230LLVyxGs013KeyedEncodingD8ProtocolAA0C0sAFP_s06CodingC0
00007ffb08c65f44 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11CBORLibrary26_CBORDecoderKeyedContainer33_9AD5FE8BA51478D9E31399B9411E4CF6LLVyxGs0c8DecodingD8ProtocolAA3KeysAFP_s06CodingO0
00007ffb08c65fd0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance So4CBORC11CBORLibraryE9InitErrorOSHACSQ
                 (undefined) external _frexp (from libSystem)
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mktime (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_allocWithZone (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _strptime_l (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _swift_allocBox (from libswiftCore)
                 (undefined) external _swift_allocError (from libswiftCore)
                 (undefined) external _swift_allocObject (from libswiftCore)
                 (undefined) external _swift_allocateGenericValueMetadata (from libswiftCore)
                 (undefined) external _swift_arrayInitWithCopy (from libswiftCore)
                 (undefined) external _swift_beginAccess (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain (from libswiftCore)
                 (undefined) external _swift_checkMetadataState (from libswiftCore)
                 (undefined) external _swift_conformsToProtocol2 (from libswiftCore)
                 (undefined) external _swift_deallocClassInstance (from libswiftCore)
                 (undefined) external _swift_deallocObject (from libswiftCore)
                 (undefined) external _swift_deletedMethodError (from libswiftCore)
                 (undefined) external _swift_dynamicCast (from libswiftCore)
                 (undefined) external _swift_dynamicCastClass (from libswiftCore)
                 (undefined) external _swift_dynamicCastClassUnconditional (from libswiftCore)
                 (undefined) external _swift_dynamicCastMetatype (from libswiftCore)
                 (undefined) external _swift_dynamicCastObjCClass (from libswiftCore)
                 (undefined) external _swift_dynamicCastObjCClassUnconditional (from libswiftCore)
                 (undefined) external _swift_endAccess (from libswiftCore)
                 (undefined) external _swift_getDynamicType (from libswiftCore)
                 (undefined) external _swift_getForeignTypeMetadata (from libswiftCore)
                 (undefined) external _swift_getGenericMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassFromMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassMetadata (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContext2 (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContextInMetadataState2 (from libswiftCore)
                 (undefined) external _swift_getWitnessTable (from libswiftCore)
                 (undefined) external _swift_initStackObject (from libswiftCore)
                 (undefined) external _swift_initStructMetadata (from libswiftCore)
                 (undefined) external _swift_isUniquelyReferenced_nonNull_bridgeObject (from libswiftCore)
                 (undefined) external _swift_isUniquelyReferenced_nonNull_native (from libswiftCore)
                 (undefined) external _swift_lookUpClassMethod (from libswiftCore)
                 (undefined) external _swift_makeBoxUnique (from libswiftCore)
                 (undefined) external _swift_release (from libswiftCore)
                 (undefined) external _swift_retain (from libswiftCore)
                 (undefined) external _swift_slowDealloc (from libswiftCore)
                 (undefined) external _swift_unknownObjectRelease (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain (from libswiftCore)
                 (undefined) external _swift_willThrow (from libswiftCore)
00007ffb08c65e34 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s11CBORLibrary30_CBORDictionaryDecodableMarker33_9AD5FE8BA51478D9E31399B9411E4CF6LLP
00007ffb08c65e16 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s7Combine15TopLevelDecoderP
00007ffb08c660b2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s7Combine15TopLevelEncoderP
00007ffb08c65f3e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $sSY
00007ffb08c65f4c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss30KeyedDecodingContainerProtocolP
00007ffb08c66194 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss30KeyedEncodingContainerProtocolP
00007ffb08c65edc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSypG
00007ffb08c65f1a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySo4CBORCABG
00007ffb08c65e8a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDy_____ypG s17CodingUserInfoKeyV
00007ffb08c66166 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SE_p
00007ffb08c65e00 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS
00007ffb08c65ef2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS_ypt
00007ffb08c65ea8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySo4CBORCG
00007ffb08c6612c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySo8NSObjectCG
00007ffb08c65e9c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say______pG s9CodingKeyP
00007ffb08c660fe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sb
00007ffb08c65f36 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Si
00007ffb08c66074 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SiSg
00007ffb08c65fee (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So10COSE_Sign1C
00007ffb08c66172 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14NSMutableArrayC
00007ffb08c6613e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14NSMutableArrayC_Sit
00007ffb08c660e4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So19NSMutableDictionaryC
00007ffb08c65fde (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So4CBORC
00007ffb08c6601e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So7COSEKeyC
00007ffb08c660d0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSObjectC
00007ffb08c6600a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So9COSE_Mac0C
00007ffb08c65f3a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Su
00007ffb08c65e0a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4DataV
00007ffb08c65fe8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary10COSE_Sign1V
00007ffb08c65ffe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary10COSE_Sign1V8X509HashV
00007ffb08c66030 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary10COSE_Sign1V8X509HashV10CodingKeys33_F477FF0A5CB3CEA49BCEC6F608873A6DLLO
00007ffb08c65e10 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary11CBORDecoderC
00007ffb08c660ac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary11CBOREncoderC
00007ffb08c66108 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary11CBOREncoderC20DateEncodingStrategyO
00007ffb08c66102 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary11CBOREncoderC26DictionaryEncodingStrategyO
00007ffb08c6611a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary11CBOREncoderC8_Options33_7693559CB90E2482CACD4C8EAD5C6230LLV
00007ffb08c65e96 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary12_CBORDecoder33_9AD5FE8BA51478D9E31399B9411E4CF6LLC
00007ffb08c6610e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary12_CBOREncoder33_7693559CB90E2482CACD4C8EAD5C6230LLC
00007ffb08c65f72 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary13CBORCodingKeyV
00007ffb08c660de (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary15_CBORDictionary33_7693559CB90E2482CACD4C8EAD5C6230LLC
00007ffb08c65fd8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary18CBORCodableWrapperV
00007ffb08c66114 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary20_CBOREncodingStorage33_7693559CB90E2482CACD4C8EAD5C6230LLV
00007ffb08c66120 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary21_CBORReferenceEncoder33_7693559CB90E2482CACD4C8EAD5C6230LLC
00007ffb08c66126 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary21_CBORReferenceEncoder33_7693559CB90E2482CACD4C8EAD5C6230LLC9ReferenceO
00007ffb08c66186 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary24_CBOREncoderKeyContainer33_7693559CB90E2482CACD4C8EAD5C6230LLV
00007ffb08c65f14 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary26_CBORDecoderKeyedContainer33_9AD5FE8BA51478D9E31399B9411E4CF6LLV
00007ffb08c65eb6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary28_CBORDecoderUnkeyedContainer33_9AD5FE8BA51478D9E31399B9411E4CF6LLV
00007ffb08c6616c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary28_CBOREncoderUnkeyedContainer33_7693559CB90E2482CACD4C8EAD5C6230LLV
00007ffb08c66018 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary7COSEKeyV
00007ffb08c66004 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 11CBORLibrary9COSE_Mac0V
00007ffb08c65f2a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So20COSEKeyOperationTypeV
00007ffb08c661ba (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So4CBORC11CBORLibraryE07EncodedA0V
00007ffb08c6602a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So4CBORC11CBORLibraryE9InitErrorO
00007ffb08c65f30 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So8CBORTypeV
00007ffb08c65ed4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation4DateV
00007ffb08c66156 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______So4CBORCt 11CBORLibrary15_CBORDictionary33_7693559CB90E2482CACD4C8EAD5C6230LLC
00007ffb08c65f88 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p s9CodingKeyP
00007ffb08c65f90 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p______t s9CodingKeyP s13DecodingErrorO7ContextV
00007ffb08c65efa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______ypt s17CodingUserInfoKeyV
00007ffb08c65ee6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSypG s18_DictionaryStorageC
00007ffb08c6605c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySiG s23_ContiguousArrayStorageC
00007ffb08c65ebc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySo4CBORCACG s18_DictionaryStorageC
00007ffb08c65fa0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySo4CBORC_ACtG s23_ContiguousArrayStorageC
00007ffb08c65fc2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedDecodingContainerV 11CBORLibrary10COSE_Sign1V8X509HashV10CodingKeys33_F477FF0A5CB3CEA49BCEC6F608873A6DLLO
00007ffb08c65fb4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedEncodingContainerV 11CBORLibrary10COSE_Sign1V8X509HashV10CodingKeys33_F477FF0A5CB3CEA49BCEC6F608873A6DLLO
00007ffb08c6604e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC So20COSEKeyOperationTypeV
00007ffb08c66066 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC s5UInt8V
00007ffb08c65f78 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG s23_ContiguousArrayStorageC s9CodingKeyP
00007ffb08c65f04 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____ypG s18_DictionaryStorageC s17CodingUserInfoKeyV
00007ffb08c65e06 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic q_
00007ffb08c65e04 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic x
00007ffb08c65ece (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ypSg
00007ffb08c65df2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ypXmT______t s13DecodingErrorO7ContextV
00007ffb08c66092 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic yp______t s13EncodingErrorO7ContextV
                 (undefined) external _timegm (from libSystem)
