00007ff841bbb778 (__DATA,__data) non-external _C
00007ff8002ebdf8 (__TEXT,__text) external ___sfp
00007ff8002ebfbc (__TEXT,__text) non-external (was a private external) ___sfprelease
00007ff8002e05c8 (__TEXT,__text) external ___sfvwrite
00007ff80031ca90 (__TEXT,__text) non-external (was a private external) ___sgetrune
00007ff841bbba30 (__DATA,__data) external ___sglue
                 (undefined) external ___sigaltstack (from libsystem_kernel)
00007ff8002e7467 (__TEXT,__text) external ___sinit
00007ff80030fc04 (__TEXT,__text) external ___slbexpand
00007ff8002efe48 (__TEXT,__text) external ___smakebuf
00007ff8002e09b1 (__TEXT,__text) external ___snprintf_chk
00007ff800357e3f (__TEXT,__text) external ___snprintf_object_size_chk
00007ff800323541 (__TEXT,__text) external ___split_page
00007ff80033ec1b (__TEXT,__text) non-external ___sprint
00007ff8002e8116 (__TEXT,__text) external ___sprintf_chk
00007ff800357f88 (__TEXT,__text) external ___sprintf_object_size_chk
00007ff80031cb6d (__TEXT,__text) non-external (was a private external) ___sputrune
00007ff80030afef (__TEXT,__text) external ___sread
00007ff8002e731f (__TEXT,__text) external ___srefill
00007ff8002e7346 (__TEXT,__text) non-external (was a private external) ___srefill0
00007ff8002e7bf8 (__TEXT,__text) non-external (was a private external) ___srefill1
00007ff8003017e9 (__TEXT,__text) external ___srget
00007ff80030b169 (__TEXT,__text) external ___sseek
00007ff800344972 (__TEXT,__text) external ___stack_chk_fail
00007ff843913120 (__DATA_DIRTY,__common) external ___stack_chk_guard
                 (undefined) external ___stat64_extended (from libsystem_kernel)
                 (undefined) external ___stat_extended (from libsystem_kernel)
00007ff841bbba10 (__DATA,__data) external ___stderrp
00007ff841bbba00 (__DATA,__data) external ___stdinp
00007ff8003580b2 (__TEXT,__text) non-external (was a private external) ___stdio_init
00007ff841bbe1e0 (__DATA,__bss) non-external ___stdout_evp
00007ff841bbba08 (__DATA,__data) external ___stdoutp
00007ff800357f33 (__TEXT,__text) external ___stpcpy_chk
00007ff800358055 (__TEXT,__text) external ___stpncpy_chk
00007ff8002e1920 (__TEXT,__text) external ___strcat_chk
00007ff800327b40 (__TEXT,__text) external ___strcp_D2A
00007ff8002e95b6 (__TEXT,__text) external ___strcpy_chk
00007ff8439118a8 (__DATA_DIRTY,__bss) non-external ___stream_max
00007ff841bbe3d8 (__DATA,__bss) non-external ___strerror_ebuf
00007ff8002e4e2d (__TEXT,__text) external ___strlcat_chk
00007ff8002e116c (__TEXT,__text) external ___strlcpy_chk
00007ff8002e2442 (__TEXT,__text) external ___strncat_chk
00007ff8002e8692 (__TEXT,__text) external ___strncpy_chk
00007ff800309d58 (__TEXT,__text) external ___sum_D2A
00007ff80033a5e6 (__TEXT,__text) external ___svfscanf
00007ff8002e50ab (__TEXT,__text) non-external (was a private external) ___svfscanf_l
00007ff80035c9e0 (__TEXT,__const) non-external ___svfscanf_l.basefix
00007ff80030dc45 (__TEXT,__text) external ___swbuf
00007ff8002f0039 (__TEXT,__text) external ___swhatbuf
00007ff80030d20b (__TEXT,__text) external ___swrite
00007ff8002fd5a3 (__TEXT,__text) external ___swsetup
                 (undefined) external ___sysctl (from libsystem_kernel)
00007ff841bbbb18 (__DATA,__data) non-external ___systemfn_mutex
00007ff841bbbc20 (__DATA,__data) non-external ___systemfn_mutex
00007ff80035c0c0 (__TEXT,__const) external ___tens_D2A
                 (undefined) external ___thread_selfusage (from libsystem_kernel)
00007ff800315d9b (__TEXT,__text) non-external ___thread_stack_async_pcs
00007ff800315bbd (__TEXT,__text) non-external ___thread_stack_pcs
00007ff8002ff854 (__TEXT,__text) non-external (was a private external) ___time_load_locale
00007ff841bbe3d0 (__DATA,__bss) non-external ___time_load_locale.cache
00007ff80035c090 (__TEXT,__const) external ___tinytens_D2A
00007ff8002e254a (__TEXT,__text) external ___tolower
00007ff800330dbf (__TEXT,__text) external ___tolower_l
00007ff8002e258a (__TEXT,__text) external ___toupper
00007ff800330da0 (__TEXT,__text) external ___toupper_l
00007ff800309eac (__TEXT,__text) external ___trailz_D2A
00007ff80030251e (__TEXT,__text) external ___ulp_D2A
00007ff8002e0a9c (__TEXT,__text) non-external ___ultoa
00007ff80033e837 (__TEXT,__text) non-external ___ultoa
                 (undefined) external ___umask_extended (from libsystem_kernel)
00007ff800301871 (__TEXT,__text) external ___ungetc
00007ff800339fdd (__TEXT,__text) external ___ungetwc
                 (undefined) external ___unix_conforming (from libsystem_pthread)
00007ff8002e14e5 (__TEXT,__text) non-external (was a private external) ___unsetenv_locked
00007ff80035cfa0 (__TEXT,__const) non-external (was a private external) ___uppercase_hex
00007ff80034e2c5 (__TEXT,__text) non-external (was a private external) ___utmpxname
00007ff841bbe4b0 (__DATA,__bss) non-external ___utx__
00007ff80035bcf4 (__TEXT,__const) non-external (was a private external) ___utx_magic__
00007ff8002dbd24 (__TEXT,__text) non-external (was a private external) ___v2printf
00007ff8002dc05a (__TEXT,__text) non-external (was a private external) ___vfprintf
00007ff800359786 (__TEXT,__text) non-external ___vfprintf.cold.1
00007ff80035c9a0 (__TEXT,__const) non-external ___vfprintf.xdigs_lower
00007ff80035c9b0 (__TEXT,__const) non-external ___vfprintf.xdigs_upper
00007ff80033a84e (__TEXT,__text) non-external (was a private external) ___vfwprintf
00007ff80035ca20 (__TEXT,__const) non-external ___vfwprintf.xdigs_lower
00007ff80035ca30 (__TEXT,__const) non-external ___vfwprintf.xdigs_upper
00007ff80033ee36 (__TEXT,__text) non-external (was a private external) ___vfwscanf
00007ff80035cb20 (__TEXT,__const) non-external ___vfwscanf.basefix
00007ff8002edcbe (__TEXT,__text) external ___vsnprintf_chk
00007ff800357eea (__TEXT,__text) external ___vsprintf_chk
                 (undefined) external ___wait4 (from libsystem_kernel)
                 (undefined) external ___wait4_nocancel (from libsystem_kernel)
00007ff800331960 (__TEXT,__text) non-external (was a private external) ___wcs_end_offset
00007ff800331618 (__TEXT,__text) non-external (was a private external) ___wcsnrtombs_std
00007ff800330c78 (__TEXT,__text) external ___wcwidth
00007ff800330dde (__TEXT,__text) external ___wcwidth_l
00007ff8002fe29a (__TEXT,__text) non-external (was a private external) ___wrap_setrunelocale
00007ff8002fb6a5 (__TEXT,__text) non-external (was a private external) ___xlocale_init
00007ff80031947a (__TEXT,__text) non-external ___xlocale_release
00007ff80030b1c4 (__TEXT,__text) non-external (was a private external) ___xprintf_domain_init
00007ff800358604 (__TEXT,__text) non-external ___xprintf_domain_init.cold.1
00007ff841bbb780 (__DATA,__data) non-external (was a private external) ___xprintf_domain_once
00007ff80034d0fa (__TEXT,__text) non-external (was a private external) ___xprintf_vector
00007ff8002ed8e3 (__TEXT,__text) non-external (was a private external) ___xvprintf
00007ff800348156 (__TEXT,__text) external __allocenvstate
00007ff800327ba6 (__TEXT,__text) non-external (was a private external) __arc4_fork_child
00007ff80032dc2a (__TEXT,__text) non-external (was a private external) __ascii_init
00007ff80032dc77 (__TEXT,__text) non-external __ascii_mbrtowc
00007ff80032dcbd (__TEXT,__text) non-external __ascii_mbsinit
00007ff80032dcc8 (__TEXT,__text) non-external __ascii_mbsnrtowcs
00007ff80032dd5b (__TEXT,__text) non-external __ascii_wcrtomb
00007ff80032dd8a (__TEXT,__text) non-external __ascii_wcsnrtombs
00007ff800315494 (__TEXT,__text) external __atexit_receipt
00007ff841bbd7c0 (__DATA,__bss) non-external __atexit_receipt_enabled
00007ff8002eed9a (__TEXT,__text) non-external __backtrace_snprintf
00007ff840027db0 (__DATA_CONST,__const) external __c_locale
00007ff80030468f (__TEXT,__text) external __cleanup
00007ff8003171f5 (__TEXT,__text) external __closeutx
00007ff800348160 (__TEXT,__text) external __copyenv
00007ff841bbbb10 (__DATA,__data) external __cthread_init_routine
00007ff8003481df (__TEXT,__text) external __deallocenvstate
00007ff80030ae56 (__TEXT,__text) non-external __duplocale
                 (undefined) external __dyld_get_image_uuid (from libdyld)
                 (undefined) external __dyld_get_shared_cache_range (from libdyld)
                 (undefined) external __dyld_get_shared_cache_uuid (from libdyld)
                 (undefined) external __dyld_images_for_addresses (from libdyld)
00007ff841bbe4f0 (__DATA,__common) non-external (was a private external) __e_err_exit
00007ff841bbe4e8 (__DATA,__common) non-external (was a private external) __e_err_file
00007ff800327e1d (__TEXT,__text) non-external (was a private external) __e_visprintf
00007ff80034d951 (__TEXT,__text) external __endutxent
00007ff800359f54 (__TEXT,__text) non-external __endutxent.cold.1
00007ff800359f7c (__TEXT,__text) non-external __endutxent.cold.2
                 (undefined) external __exit (from libsystem_kernel)
00007ff800310272 (__TEXT,__text) non-external __ffpp_strtoencf32_l
00007ff8003580f1 (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.1
00007ff800358114 (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.2
00007ff80035ac30 (__TEXT,__const) non-external __ffpp_strtoencf32_l.floatPowerOf10
00007ff800310504 (__TEXT,__text) non-external __ffpp_strtoencf64_l
00007ff800358137 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.1
00007ff80035815a (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.2
00007ff80035817d (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.3
00007ff80035afd0 (__TEXT,__const) non-external __ffpp_strtoencf64_l.doublePowerOf10
00007ff8003109a5 (__TEXT,__text) non-external __ffpp_strtoencf80_l
00007ff8003581a0 (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.1
00007ff8003581c3 (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.2
00007ff80035b180 (__TEXT,__const) non-external __ffpp_strtoencf80_l.longDoublePowerOf10
00007ff800354f0f (__TEXT,__text) non-external (was a private external) __filldir
00007ff80032b106 (__TEXT,__text) non-external (was a private external) __filldir$INODE64
00007ff800355726 (__TEXT,__text) non-external (was a private external) __fixtelldir
00007ff8002e2122 (__TEXT,__text) non-external (was a private external) __fixtelldir$INODE64
00007ff800335d69 (__TEXT,__text) external __flockfile_debug_stub
00007ff80030ce26 (__TEXT,__text) external __fseeko
00007ff80030b000 (__TEXT,__text) external __ftello
00007ff8003046a0 (__TEXT,__text) external __fwalk
                 (undefined) external __get_cpu_capabilities (from libsystem_kernel)
00007ff800344aff (__TEXT,__text) external __getenvp
00007ff80034dc00 (__TEXT,__text) external __getutxent
00007ff800359fa4 (__TEXT,__text) non-external __getutxent.cold.1
00007ff800359fcc (__TEXT,__text) non-external __getutxent.cold.2
00007ff80034dc7c (__TEXT,__text) external __getutxid
00007ff800359ff4 (__TEXT,__text) non-external __getutxid.cold.1
00007ff80035a01c (__TEXT,__text) non-external __getutxid.cold.2
00007ff80034ddf6 (__TEXT,__text) external __getutxline
00007ff80035a044 (__TEXT,__text) non-external __getutxline.cold.1
00007ff80035a06c (__TEXT,__text) non-external __getutxline.cold.2
00007ff8002eca62 (__TEXT,__text) external __inet_aton_check
00007ff8002fb652 (__TEXT,__text) external __init_clock_port
00007ff800342013 (__TEXT,__text) external __int_to_time
00007ff8002e8778 (__TEXT,__text) non-external __isort
00007ff800345a94 (__TEXT,__text) non-external __isort
00007ff8003480de (__TEXT,__text) non-external __legacy_crt1_environ
00007ff843911870 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_child
00007ff841bbddc8 (__DATA,__bss) non-external __libSystem_atfork_child_v2
00007ff843911868 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_parent
00007ff841bbddc0 (__DATA,__bss) non-external __libSystem_atfork_parent_v2
00007ff843911860 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_prepare
00007ff841bbddb8 (__DATA,__bss) non-external __libSystem_atfork_prepare_v2
00007ff80031c432 (__TEXT,__text) external __libc_fork_child
00007ff8002fb5b3 (__TEXT,__text) non-external (was a private external) __libc_fork_init
00007ff80031c426 (__TEXT,__text) external __libc_fork_parent
00007ff80031c41a (__TEXT,__text) external __libc_fork_prepare
00007ff8002fb525 (__TEXT,__text) external __libc_initializer
00007ff800330419 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_child
00007ff8003303ea (__TEXT,__text) non-external (was a private external) __locale_lock_fork_parent
00007ff8003303bb (__TEXT,__text) non-external (was a private external) __locale_lock_fork_prepare
00007ff800342001 (__TEXT,__text) external __long_to_time
00007ff80030fee8 (__TEXT,__text) non-external __mach_boottime_usec
00007ff8003154a3 (__TEXT,__text) non-external (was a private external) __maybe_call_atexit_receipt_handler
00007ff841bbd7c4 (__DATA,__bss) non-external __maybe_call_atexit_receipt_handler.already_did
00007ff843911858 (__DATA_DIRTY,__bss) non-external __mh_execute_header_pointer
00007ff800309baa (__TEXT,__text) non-external __mkdtemp_action
00007ff80030f214 (__TEXT,__text) non-external __mkfilex_np
00007ff8002fb047 (__TEXT,__text) non-external __mkostemps_action
00007ff8002e9cca (__TEXT,__text) non-external __mkpath
00007ff80030aad8 (__TEXT,__text) external __mkpath_np
00007ff800337767 (__TEXT,__text) non-external __mkstemp_dprotected_np_action
00007ff80035965f (__TEXT,__text) non-external __mkstemp_dprotected_np_action.cold.1
00007ff8003376b1 (__TEXT,__text) external __mktemp
00007ff8002f0717 (__TEXT,__text) non-external __mktemp_action
00007ff800330e41 (__TEXT,__text) non-external (was a private external) __none_init
00007ff80030721a (__TEXT,__text) non-external (was a private external) __none_mbrtowc
00007ff800330e8e (__TEXT,__text) non-external (was a private external) __none_mbsinit
00007ff800330e99 (__TEXT,__text) non-external (was a private external) __none_mbsnrtowcs
00007ff800304660 (__TEXT,__text) non-external (was a private external) __none_wcrtomb
00007ff800330f09 (__TEXT,__text) non-external (was a private external) __none_wcsnrtombs
00007ff841bbdf80 (__DATA,__bss) non-external __onlyClocaleconv
00007ff800317158 (__TEXT,__text) external __openutx
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
00007ff800358670 (__TEXT,__text) external __os_assert_log
00007ff80035897b (__TEXT,__text) external __os_assert_log_ctx
00007ff800301348 (__TEXT,__text) external __os_assumes_log
00007ff8003587d8 (__TEXT,__text) external __os_assumes_log_ctx
00007ff8002e82ef (__TEXT,__text) external __os_avoid_tail_call
00007ff800358627 (__TEXT,__text) external __os_crash
00007ff841bbe4d8 (__DATA,__common) external __os_crash_callback
00007ff80031d031 (__TEXT,__text) external __os_crash_fmt
00007ff800358af4 (__TEXT,__text) non-external __os_crash_fmt.cold.1
00007ff80031cfcf (__TEXT,__text) external __os_crash_msg
00007ff800358465 (__TEXT,__text) external __os_debug_log
00007ff8003173ea (__TEXT,__text) external __os_debug_log_error_offset
00007ff8003015c3 (__TEXT,__text) external __os_debug_log_error_str
00007ff8003015d9 (__TEXT,__text) non-external __os_debug_log_init
00007ff800317479 (__TEXT,__text) non-external __os_debug_log_open_file
00007ff800317268 (__TEXT,__text) non-external __os_debug_log_write
00007ff8003173ff (__TEXT,__text) non-external __os_debug_log_write_error
00007ff80031d141 (__TEXT,__text) non-external __os_get_build
00007ff80031d0cd (__TEXT,__text) non-external __os_get_image_uuid
                 (undefined) external __os_log_default (from libsystem_trace)
00007ff8003014e7 (__TEXT,__text) non-external __os_log_redirect
                 (undefined) external __os_log_send_and_compose_impl (from libsystem_trace)
                 (undefined) external __os_once (from libsystem_platform)
00007ff8002e10b1 (__TEXT,__text) non-external (was a private external) __owned_ptr_add
00007ff8002e0c56 (__TEXT,__text) non-external (was a private external) __owned_ptr_alloc
00007ff8002e1046 (__TEXT,__text) non-external (was a private external) __owned_ptr_search
                 (undefined) external __platform_bzero (from libsystem_platform)
                 (undefined) external __platform_memccpy (from libsystem_platform)
                 (undefined) external __platform_memchr (from libsystem_platform)
                 (undefined) external __platform_memcmp (from libsystem_platform)
                 (undefined) external __platform_memmove (from libsystem_platform)
                 (undefined) external __platform_memset (from libsystem_platform)
                 (undefined) external __platform_memset_pattern16 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern4 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern8 (from libsystem_platform)
                 (undefined) external __platform_strchr (from libsystem_platform)
                 (undefined) external __platform_strcmp (from libsystem_platform)
                 (undefined) external __platform_strcpy (from libsystem_platform)
                 (undefined) external __platform_strlcat (from libsystem_platform)
                 (undefined) external __platform_strlcpy (from libsystem_platform)
                 (undefined) external __platform_strlen (from libsystem_platform)
                 (undefined) external __platform_strncmp (from libsystem_platform)
                 (undefined) external __platform_strncpy (from libsystem_platform)
                 (undefined) external __platform_strnlen (from libsystem_platform)
                 (undefined) external __platform_strstr (from libsystem_platform)
00007ff840027ff0 (__DATA_CONST,__const) non-external __printf_tbl_defaults_fbsd
00007ff80035f060 (__TEXT,__cstring) non-external __printf_tbl_flags
00007ff8002fb577 (__TEXT,__text) non-external (was a private external) __program_vars_init
00007ff800349533 (__TEXT,__text) non-external __psort
00007ff80034a080 (__TEXT,__text) non-external __psort
00007ff80034aae6 (__TEXT,__text) non-external __psort
00007ff800359c4a (__TEXT,__text) non-external __psort.cold.1
00007ff800359c86 (__TEXT,__text) non-external __psort.cold.1
00007ff800359cc2 (__TEXT,__text) non-external __psort.cold.1
00007ff8003494de (__TEXT,__text) non-external __psort_parallel
00007ff80034a02b (__TEXT,__text) non-external __psort_parallel
00007ff80034aa8c (__TEXT,__text) non-external __psort_parallel
00007ff80034509d (__TEXT,__text) external __putenvp
00007ff80034ded3 (__TEXT,__text) external __pututxline
00007ff80035a094 (__TEXT,__text) non-external __pututxline.cold.1
00007ff80035a0bc (__TEXT,__text) non-external __pututxline.cold.2
00007ff800315e4a (__TEXT,__text) non-external __pwuid_r
00007ff80030a260 (__TEXT,__text) non-external __qsort
00007ff80034519a (__TEXT,__text) non-external __qsort
00007ff841bbb7b8 (__DATA,__data) external __rand48_add
00007ff841bbb7b0 (__DATA,__data) external __rand48_mult
00007ff841bbb7a8 (__DATA,__data) external __rand48_seed
00007ff80035517a (__TEXT,__text) external __readdir_unlocked
00007ff8002e1fb4 (__TEXT,__text) external __readdir_unlocked$INODE64
00007ff8002e21b8 (__TEXT,__text) external __reclaim_telldir
00007ff8002efaff (__TEXT,__text) non-external __releaselocale
00007ff80035cea4 (__TEXT,__const) non-external (was a private external) __rp_alist
00007ff843913168 (__DATA_DIRTY,__common) non-external (was a private external) __saved_environ
00007ff8003556a1 (__TEXT,__text) external __seekdir
00007ff80030adc7 (__TEXT,__text) external __seekdir$INODE64
00007ff800348221 (__TEXT,__text) external __setenvp
00007ff80034d868 (__TEXT,__text) external __setutxent
00007ff800359f08 (__TEXT,__text) non-external __setutxent.cold.1
00007ff800359f2e (__TEXT,__text) non-external __setutxent.cold.2
00007ff80031c570 (__TEXT,__text) external __sigaction_nobind
00007ff841bbe510 (__DATA,__common) external __sigintr
00007ff80032c82a (__TEXT,__text) external __signal_nobind
00007ff80030fe05 (__TEXT,__text) external __sigvec_nobind
                 (undefined) external __simple_asl_log (from libsystem_platform)
                 (undefined) external __simple_asl_log_prog (from libsystem_platform)
                 (undefined) external __simple_asl_msg_new (from libsystem_platform)
                 (undefined) external __simple_dprintf (from libsystem_platform)
                 (undefined) external __simple_getenv (from libsystem_platform)
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sappend (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sprintf (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff80032c6d7 (__TEXT,__text) non-external (was a private external) __sm_compress_mode
00007ff8002e7c51 (__TEXT,__text) external __sread
00007ff8002f01a1 (__TEXT,__text) external __sseek
00007ff8002fbd72 (__TEXT,__text) non-external (was a private external) __st_fmt
00007ff80031b0cc (__TEXT,__text) non-external (was a private external) __st_get_timezone
00007ff8002e439d (__TEXT,__text) non-external (was a private external) __st_localsub
00007ff8002e4383 (__TEXT,__text) non-external (was a private external) __st_set_timezone
00007ff8002f2ae3 (__TEXT,__text) non-external (was a private external) __st_time1
00007ff8002e26ea (__TEXT,__text) non-external (was a private external) __st_tzset_basic
00007ff80034e59e (__TEXT,__text) non-external __strfmon
00007ff8003028c8 (__TEXT,__text) non-external __strptime0
00007ff80035cc40 (__TEXT,__const) non-external __strptime0.start_of_month
00007ff80031a900 (__TEXT,__text) external __subsystem_init
00007ff8002edaf1 (__TEXT,__text) external __swrite
00007ff800315d72 (__TEXT,__text) non-external (was a private external) __thread_stack_async_pcs
00007ff8002e9c2b (__TEXT,__text) non-external (was a private external) __thread_stack_pcs
00007ff800341fd4 (__TEXT,__text) external __time32_to_time
00007ff800341fe6 (__TEXT,__text) external __time64_to_time
00007ff80034200a (__TEXT,__text) external __time_to_int
00007ff800341ff8 (__TEXT,__text) external __time_to_long
00007ff800341fdd (__TEXT,__text) external __time_to_time32
00007ff800341fef (__TEXT,__text) external __time_to_time64
                 (undefined) external __tlv_atexit (from libdyld)
                 (undefined) external __tlv_exit (from libdyld)
00007ff80034829f (__TEXT,__text) external __unsetenvp
00007ff80031708b (__TEXT,__text) non-external (was a private external) __utmpx32_64
00007ff8003170f2 (__TEXT,__text) non-external (was a private external) __utmpx64_32
00007ff8003160a6 (__TEXT,__text) non-external (was a private external) __utmpx_asl
00007ff80035cfb1 (__TEXT,__const) non-external (was a private external) __utmpx_vers
00007ff800316519 (__TEXT,__text) non-external (was a private external) __utmpx_working_copy
00007ff841bbd7c8 (__DATA,__bss) non-external __utmpx_working_copy.idzero
00007ff80034e399 (__TEXT,__text) external __utmpxname
00007ff80035a0e4 (__TEXT,__text) non-external __utmpxname.cold.1
00007ff80035a10c (__TEXT,__text) non-external __utmpxname.cold.2
00007ff80030a0e5 (__TEXT,__text) non-external (was a private external) __vasprintf
00007ff80030e7a2 (__TEXT,__text) non-external (was a private external) __vdprintf
00007ff800309ef7 (__TEXT,__text) non-external (was a private external) __vsnprintf
00007ff8002fcec4 (__TEXT,__text) non-external __yconv
00007ff8003449d8 (__TEXT,__text) external _a64l
00007ff80035b910 (__TEXT,__const) non-external _a64toi
00007ff8003599cb (__TEXT,__text) external _abort
00007ff800359b0a (__TEXT,__text) external _abort_report_np
                 (undefined) external _abort_with_payload (from libsystem_kernel)
00007ff800344a75 (__TEXT,__text) external _abs
                 (undefined) external _access (from libsystem_kernel)
00007ff8003199cf (__TEXT,__text) external _acl_add_flag_np
00007ff800319a35 (__TEXT,__text) external _acl_add_perm
00007ff800319525 (__TEXT,__text) external _acl_calc_mask
00007ff8003199d9 (__TEXT,__text) external _acl_clear_flags_np
00007ff800319a59 (__TEXT,__text) external _acl_clear_perms
00007ff80031953b (__TEXT,__text) external _acl_copy_entry
00007ff800319ba0 (__TEXT,__text) external _acl_copy_ext
00007ff8002e9aba (__TEXT,__text) external _acl_copy_ext_native
00007ff800319c70 (__TEXT,__text) external _acl_copy_int
00007ff80030ed2d (__TEXT,__text) external _acl_copy_int_native
00007ff80031964d (__TEXT,__text) external _acl_create_entry
00007ff800319590 (__TEXT,__text) external _acl_create_entry_np
00007ff8003199b9 (__TEXT,__text) external _acl_delete_def_file
00007ff80031965c (__TEXT,__text) external _acl_delete_entry
00007ff800319812 (__TEXT,__text) external _acl_delete_fd_np
00007ff800319828 (__TEXT,__text) external _acl_delete_file_np
00007ff8003199e7 (__TEXT,__text) external _acl_delete_flag_np
00007ff80031983e (__TEXT,__text) external _acl_delete_link_np
00007ff800319a67 (__TEXT,__text) external _acl_delete_perm
00007ff8002e9a14 (__TEXT,__text) external _acl_dup
00007ff840027dc0 (__DATA_CONST,__const) non-external _acl_flags
00007ff8002e9b80 (__TEXT,__text) external _acl_free
00007ff800319d16 (__TEXT,__text) external _acl_from_text
00007ff80030fc68 (__TEXT,__text) external _acl_get_entry
00007ff800319854 (__TEXT,__text) external _acl_get_fd
00007ff800309bd6 (__TEXT,__text) external _acl_get_fd_np
00007ff800308911 (__TEXT,__text) external _acl_get_file
00007ff800308920 (__TEXT,__text) non-external _acl_get_file1
00007ff80030fd23 (__TEXT,__text) external _acl_get_flag_np
00007ff80030fce0 (__TEXT,__text) external _acl_get_flagset_np
00007ff800319863 (__TEXT,__text) external _acl_get_link_np
00007ff800319a8d (__TEXT,__text) external _acl_get_perm_np
00007ff800319ab4 (__TEXT,__text) external _acl_get_permset
00007ff800319b2b (__TEXT,__text) external _acl_get_permset_mask_np
00007ff800319714 (__TEXT,__text) external _acl_get_qualifier
00007ff800319767 (__TEXT,__text) external _acl_get_tag_type
00007ff80030edb6 (__TEXT,__text) external _acl_init
00007ff800319b1c (__TEXT,__text) external _acl_maximal_permset_mask_np
00007ff840027e80 (__DATA_CONST,__const) non-external _acl_perms
00007ff8003198db (__TEXT,__text) external _acl_set_fd
00007ff80031986f (__TEXT,__text) external _acl_set_fd_np
00007ff8003198e5 (__TEXT,__text) external _acl_set_file
00007ff8003199f3 (__TEXT,__text) external _acl_set_flagset_np
00007ff800319951 (__TEXT,__text) external _acl_set_link_np
00007ff800319ae9 (__TEXT,__text) external _acl_set_permset
00007ff800319b5f (__TEXT,__text) external _acl_set_permset_mask_np
00007ff80031979a (__TEXT,__text) external _acl_set_qualifier
00007ff8003197d9 (__TEXT,__text) external _acl_set_tag_type
00007ff8002e9a70 (__TEXT,__text) external _acl_size
00007ff80031a3ad (__TEXT,__text) external _acl_to_text
00007ff8003194b7 (__TEXT,__text) external _acl_valid
00007ff8003194e3 (__TEXT,__text) external _acl_valid_fd_np
00007ff8003194f9 (__TEXT,__text) external _acl_valid_file_np
00007ff80031950f (__TEXT,__text) external _acl_valid_link
00007ff8003127e4 (__TEXT,__text) non-external _addToMP
00007ff800338488 (__TEXT,__text) non-external _addaster
00007ff80032c618 (__TEXT,__text) non-external _addcmd
00007ff80033327a (__TEXT,__text) external _addr2ascii
00007ff841bbe168 (__DATA,__bss) non-external _addr2ascii.staticbuf
00007ff800338652 (__TEXT,__text) non-external _addtype
00007ff80033939c (__TEXT,__text) non-external _addwaster
00007ff8002f15fb (__TEXT,__text) non-external _advance_directory
00007ff8003574ae (__TEXT,__text) non-external _advance_directory
00007ff800358450 (__TEXT,__text) non-external _advance_directory.cold.1
00007ff80035a1b3 (__TEXT,__text) non-external _advance_directory.cold.1
00007ff8003089da (__TEXT,__text) external _alarm
00007ff800321643 (__TEXT,__text) non-external _alloc_segs
00007ff800355596 (__TEXT,__text) external _alphasort
00007ff800305fa6 (__TEXT,__text) external _alphasort$INODE64
00007ff80035cdb0 (__TEXT,__const) non-external _ambig
00007ff8002db8e4 (__TEXT,__text) non-external _arc4_init
00007ff800358b63 (__TEXT,__text) non-external _arc4_init.cold.1
00007ff8002e874f (__TEXT,__text) external _arc4random
00007ff800327ba0 (__TEXT,__text) external _arc4random_addrandom
00007ff8002db8bc (__TEXT,__text) external _arc4random_buf
00007ff8003096e4 (__TEXT,__text) external _arc4random_stir
00007ff8002ede10 (__TEXT,__text) external _arc4random_uniform
00007ff841bbe480 (__DATA,__bss) non-external _arg_type_queue
00007ff80034d015 (__TEXT,__text) non-external (was a private external) _arrayfree
00007ff80030bc84 (__TEXT,__text) non-external _arrayget
00007ff80033331b (__TEXT,__text) external _ascii2addr
00007ff800307412 (__TEXT,__text) external _asctime
00007ff8002fbac3 (__TEXT,__text) external _asctime_r
00007ff80035cb70 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff80035cb50 (__TEXT,__const) non-external _asctime_r.wday_name
                 (undefined) external _asl_append (from libsystem_asl)
                 (undefined) external _asl_get (from libsystem_asl)
                 (undefined) external _asl_match (from libsystem_asl)
                 (undefined) external _asl_new (from libsystem_asl)
                 (undefined) external _asl_next (from libsystem_asl)
                 (undefined) external _asl_open (from libsystem_asl)
                 (undefined) external _asl_release (from libsystem_asl)
                 (undefined) external _asl_send (from libsystem_asl)
                 (undefined) external _asl_set (from libsystem_asl)
                 (undefined) external _asl_set_query (from libsystem_asl)
