00007ffb0771e2b0 (__TEXT,__text) external _ARMCompilationCallback
00007ffb07bd0910 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14NoAAD1Ev
00007ffb07a6c670 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SCCP13runOnFunctionERN4llvm8FunctionE
00007ffb43606210 (__DATA,__bss) non-external __ZN12_GLOBAL__N_14SCCP2IDE
00007ffb07a6c620 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SCCPD0Ev
00007ffb07a6c610 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SCCPD1Ev
00007ffb07a77630 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA11runOnAllocaERN4llvm10AllocaInstE
00007ffb07a76090 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA13runOnFunctionERN4llvm8FunctionE
00007ffb07a85e40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA13runOnFunctionERN4llvm8FunctionE
00007ffb07a890f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA15isSafeMemAccessEyyPN4llvm4TypeEbRNS0_10AllocaInfoEPNS1_11InstructionEb
00007ffb07a894c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA16TypeHasComponentEPN4llvm4TypeEyy
00007ffb07a86d40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA16performPromotionERN4llvm8FunctionE
00007ffb07a7dcd0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA16rewritePartitionERN4llvm10AllocaInstERNS_12AllocaSlicesEPNS_5SliceES7_xxNS1_8ArrayRefIS7_EE
00007ffb07a88b40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA19isSafeForScalarReplEPN4llvm11InstructionEyRNS0_10AllocaInfoE
00007ffb07a8c6d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA20FindElementAndOffsetERPN4llvm4TypeERyS4_
00007ffb07a897f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA20RewriteForScalarReplEPN4llvm11InstructionEPNS1_10AllocaInstEyRNS1_15SmallVectorImplIS5_EE
00007ffb43606284 (__DATA,__bss) non-external __ZN12_GLOBAL__N_14SROA2IDE
00007ffb07a892d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROA31isSafePHISelectUseForScalarReplEPN4llvm11InstructionEyRNS0_10AllocaInfoE
00007ffb07a76020 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROAD0Ev
00007ffb07a86cf0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROAD0Ev
00007ffb07a75f20 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROAD1Ev
00007ffb07a86cb0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_14SROAD1Ev
00007ffb436063ac (__DATA,__bss) non-external __ZN12_GLOBAL__N_15LCSSA2IDE
00007ffb07b093e0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_15LCSSA9runOnLoopEPN4llvm4LoopERNS1_13LPPassManagerE
00007ffb07b092b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_15LCSSAD0Ev
00007ffb07b09270 (__TEXT,__text) non-external __ZN12_GLOBAL__N_15LCSSAD1Ev
00007ffb07c215b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_15NoTTI14initializePassEv
00007ffb07c21590 (__TEXT,__text) non-external __ZN12_GLOBAL__N_15NoTTI26getAdjustedAnalysisPointerEPKv
00007ffb43607a54 (__DATA,__bss) non-external __ZN12_GLOBAL__N_15NoTTI2IDE
00007ffb07c21550 (__TEXT,__text) non-external __ZN12_GLOBAL__N_15NoTTID0Ev
00007ffb07c21540 (__TEXT,__text) non-external __ZN12_GLOBAL__N_15NoTTID1Ev
00007ffb07b62860 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16AAEval13runOnFunctionERN4llvm8FunctionE
00007ffb07b61ef0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16AAEval14doFinalizationERN4llvm6ModuleE
00007ffb07b61e90 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16AAEval16doInitializationERN4llvm6ModuleE
00007ffb436074fc (__DATA,__bss) non-external __ZN12_GLOBAL__N_16AAEval2IDE
00007ffb07b61e60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16AAEvalD0Ev
00007ffb07b61e50 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16AAEvalD1Ev
00007ffb07733e40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16ARMTTI12finalizePassEv
00007ffb07733e20 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16ARMTTI14initializePassEv
00007ffb07733e00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16ARMTTI26getAdjustedAnalysisPointerEPKv
00007ffb436011d4 (__DATA,__bss) non-external __ZN12_GLOBAL__N_16ARMTTI2IDE
00007ffb07733db0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16ARMTTID0Ev
00007ffb07733d90 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16ARMTTID1Ev
00007ffb07b483c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16AbsOpt13callOptimizerEPN4llvm8FunctionEPNS1_8CallInstERNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffb07b48510 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16AbsOpt17ignoreCallingConvEv
00007ffb07b483a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16AbsOptD0Ev
00007ffb07b43d70 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16AbsOptD1Ev
00007ffb07b498b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16CosOpt13callOptimizerEPN4llvm8FunctionEPNS1_8CallInstERNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffb07b49890 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16CosOptD0Ev
00007ffb07b49880 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16CosOptD1Ev
00007ffb07b48120 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16FFSOpt13callOptimizerEPN4llvm8FunctionEPNS1_8CallInstERNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffb07b48100 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16FFSOptD0Ev
00007ffb07b43d60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16FFSOptD1Ev
00007ffb07a73d00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16IPSCCP11runOnModuleERN4llvm6ModuleE
00007ffb43606211 (__DATA,__bss) non-external __ZN12_GLOBAL__N_16IPSCCP2IDE
00007ffb07a73cb0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16IPSCCPD0Ev
00007ffb07a73ca0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16IPSCCPD1Ev
00007ffb07a46ac0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16LSRUse13DeleteFormulaERNS_7FormulaE
00007ffb07a46d40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16LSRUse13RecomputeRegsEmRNS_13RegUseTrackerE
00007ffb07a40a30 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16LSRUseD1Ev
00007ffb07b49a00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16PowOpt13callOptimizerEPN4llvm8FunctionEPNS1_8CallInstERNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffb07b499e0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16PowOptD0Ev
00007ffb07b499d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16PowOptD1Ev
00007ffb07989fe0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16RAFast12allocVirtRegEPN4llvm12MachineInstrEPNS0_7LiveRegEj
00007ffb07989c70 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16RAFast12spillVirtRegEN4llvm17MachineBasicBlock15bundle_iteratorINS1_12MachineInstrENS1_14ilist_iteratorIS4_EEEEPNS0_7LiveRegE
00007ffb079890a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16RAFast13definePhysRegEPN4llvm12MachineInstrEjNS0_8RegStateE
00007ffb07989900 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16RAFast13defineVirtRegEPN4llvm12MachineInstrEjjj
00007ffb07989580 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16RAFast13reloadVirtRegEPN4llvm12MachineInstrEjjj
00007ffb079863d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16RAFast20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffb43604c88 (__DATA,__bss) non-external __ZN12_GLOBAL__N_16RAFast2IDE
00007ffb07986360 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16RAFastD0Ev
00007ffb079861c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16RAFastD1Ev
00007ffb075ad1f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16X86TTI12finalizePassEv
00007ffb075ad1d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16X86TTI14initializePassEv
00007ffb075ad1b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16X86TTI26getAdjustedAnalysisPointerEPKv
00007ffb435ff774 (__DATA,__bss) non-external __ZN12_GLOBAL__N_16X86TTI2IDE
00007ffb075ad160 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16X86TTID0Ev
00007ffb075ad140 (__TEXT,__text) non-external __ZN12_GLOBAL__N_16X86TTID1Ev
00007ffb0771ddd0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17ARMCGBR20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffb43600c48 (__DATA,__bss) non-external __ZN12_GLOBAL__N_17ARMCGBR2IDE
00007ffb0771dd60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17ARMCGBRD0Ev
00007ffb0771dd50 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17ARMCGBRD1Ev
00007ffb435ff480 (__DATA,__bss) non-external __ZN12_GLOBAL__N_17AllJitsE
00007ffb073a7440 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BBStateC1EOS0_
00007ffb073a7200 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BBStateD1Ev
00007ffb07489a40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP11getTreeCostEv
00007ffb0748c7c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP12getLastIndexEN4llvm8ArrayRefIPNS1_5ValueEEE
00007ffb0748c050 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP12newTreeEntryEN4llvm8ArrayRefIPNS1_5ValueEEEb
00007ffb0748ab10 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP13buildTree_recEN4llvm8ArrayRefIPNS1_5ValueEEEj
00007ffb07490020 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP13vectorizeTreeEN4llvm8ArrayRefIPNS1_5ValueEEE
00007ffb0748e7d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP13vectorizeTreeEPNS0_9TreeEntryE
00007ffb0748a230 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP13vectorizeTreeEv
00007ffb0748cc60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP14getSinkBarrierEPN4llvm11InstructionES3_
00007ffb0748ca10 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP18getLastInstructionEN4llvm8ArrayRefIPNS1_5ValueEEE
00007ffb07488b90 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP19isConsecutiveAccessEPN4llvm5ValueES3_
00007ffb0748fcb0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP6GatherEN4llvm8ArrayRefIPNS1_5ValueEEEPNS1_10VectorTypeE
00007ffb07489340 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17BoUpSLP9buildTreeEN4llvm8ArrayRefIPNS1_5ValueEEEPNS1_11SmallPtrSetIS4_Lj16EEE
00007ffb07504610 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE12emitConstantEyj
00007ffb07502360 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE15emitInstructionERNS1_12MachineInstrEPKNS1_11MCInstrDescE
00007ffb07504ce0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE16emitMemModRMByteERKNS1_12MachineInstrEjjl
00007ffb07504750 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE17emitGlobalAddressEPKNS1_11GlobalValueEjllb
00007ffb07504b60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE20emitConstPoolAddressEjjll
00007ffb075049e0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE20emitJumpTableAddressEjjl
00007ffb075021c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE20runOnMachineFunctionERNS1_15MachineFunctionE
00007ffb07505360 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE21emitDisplacementFieldEPKNS1_14MachineOperandEilb
00007ffb075048d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE25emitExternalSymbolAddressEPKcj
00007ffb075046a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE26emitPCRelativeBlockAddressEPNS1_17MachineBasicBlockE
00007ffb435ff4c8 (__DATA,__bss) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE2IDE
00007ffb07502140 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEED0Ev
00007ffb07502130 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEED1Ev
00007ffb07b4a0d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17Exp2Opt13callOptimizerEPN4llvm8FunctionEPNS1_8CallInstERNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffb07b4a0b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17Exp2OptD0Ev
00007ffb07b4a0a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17Exp2OptD1Ev
00007ffb07aa7f80 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17FAddend21drillValueDownOneStepEPN4llvm5ValueERS0_S4_
00007ffb07aa8cd0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17FAddend5ScaleERKNS_11FAddendCoefE
00007ffb078ea280 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17LDVImpl10mapVirtRegEjPNS_9UserValueE
00007ffb078e3160 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17LDVImpl5clearEv
00007ffb07a2ab20 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17LIRUtil12getPrecondBbEPN4llvm10BasicBlockE
00007ffb07973910 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17OcamlGCD0Ev
00007ffb07973900 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17OcamlGCD1Ev
00007ffb078c8420 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17Printer13runOnFunctionERN4llvm8FunctionE
00007ffb078c8310 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17Printer14doFinalizationERN4llvm6ModuleE
00007ffb43602db8 (__DATA,__bss) non-external __ZN12_GLOBAL__N_17Printer2IDE
00007ffb078c82d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17PrinterD0Ev
00007ffb078c82c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17PrinterD1Ev
00007ffb0744bb50 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17PruneEH16DeleteBasicBlockEPN4llvm10BasicBlockE
00007ffb0744b680 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17PruneEH16SimplifyFunctionEPN4llvm8FunctionE
00007ffb435fe70c (__DATA,__bss) non-external __ZN12_GLOBAL__N_17PruneEH2IDE
00007ffb0744b060 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17PruneEH8runOnSCCERN4llvm12CallGraphSCCE
00007ffb0744b030 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17PruneEHD0Ev
00007ffb0744b020 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17PruneEHD1Ev
00007ffb07b49790 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17PutsOpt13callOptimizerEPN4llvm8FunctionEPNS1_8CallInstERNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffb07b49770 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17PutsOptD0Ev
00007ffb07b43e10 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17PutsOptD1Ev
00007ffb07985190 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17RABasic11getPriorityEPN4llvm12LiveIntervalE
00007ffb07984f30 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17RABasic13releaseMemoryEv
00007ffb07985390 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17RABasic13selectOrSplitERN4llvm12LiveIntervalERNS1_15SmallVectorImplIjEE
00007ffb07984f60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17RABasic20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffb43604c60 (__DATA,__bss) non-external __ZN12_GLOBAL__N_17RABasic2IDE
00007ffb07985240 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17RABasic7dequeueEv
00007ffb079851a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17RABasic7enqueueEPN4llvm12LiveIntervalE
00007ffb07985180 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17RABasic7spillerEv
00007ffb07984b60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17RABasicD0Ev
00007ffb07984af0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17RABasicD1Ev
00007ffb07c07e00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17SCEVGCD7findGCDERN4llvm15ScalarEvolutionEPKNS1_4SCEVES6_PS6_
00007ffb43606290 (__DATA,__bss) non-external __ZN12_GLOBAL__N_17SROA_DT2IDE
00007ffb07a85dc0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17SROA_DTD0Ev
00007ffb07a85d80 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17SROA_DTD1Ev
00007ffb07a8ff40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17Sinking13runOnFunctionERN4llvm8FunctionE
00007ffb436062a8 (__DATA,__bss) non-external __ZN12_GLOBAL__N_17Sinking2IDE
00007ffb07a8fe30 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17SinkingD0Ev
00007ffb07a8fe20 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17SinkingD1Ev
00007ffb07a1d850 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17WidenIV9getExtendEPN4llvm5ValueEPNS1_4TypeEbPNS1_11InstructionE
00007ffb07a61a60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_17XorOpndC1EPN4llvm5ValueE
00007ffb0762e090 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18ARM64TTI14initializePassEv
00007ffb0762e070 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18ARM64TTI26getAdjustedAnalysisPointerEPKv
00007ffb43600494 (__DATA,__bss) non-external __ZN12_GLOBAL__N_18ARM64TTI2IDE
00007ffb0762e020 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18ARM64TTID0Ev
00007ffb0762e000 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18ARM64TTID1Ev
00007ffb078a5a10 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18BasicTTI12finalizePassEv
00007ffb078a59f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18BasicTTI14initializePassEv
00007ffb078a59d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18BasicTTI26getAdjustedAnalysisPointerEPKv
00007ffb43602954 (__DATA,__bss) non-external __ZN12_GLOBAL__N_18BasicTTI2IDE
00007ffb078a5980 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18BasicTTID0Ev
00007ffb078a5960 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18BasicTTID1Ev
00007ffb07a06ae0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18EarlyCSE13runOnFunctionERN4llvm8FunctionE
00007ffb43605a34 (__DATA,__bss) non-external __ZN12_GLOBAL__N_18EarlyCSE2IDE
00007ffb07a06a70 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18EarlyCSED0Ev
00007ffb07a06a60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18EarlyCSED1Ev
00007ffb078c2c30 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18ErlangGC20findCustomSafePointsERN4llvm14GCFunctionInfoERNS1_15MachineFunctionE
00007ffb078c2c00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18ErlangGCD0Ev
00007ffb078c2bf0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18ErlangGCD1Ev
00007ffb07b49670 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18FPutsOpt13callOptimizerEPN4llvm8FunctionEPNS1_8CallInstERNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffb07b49650 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18FPutsOptD0Ev
00007ffb07b43e00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18FPutsOptD1Ev
00007ffb079a42c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18JoinVals11eraseInstrsERN4llvm11SmallPtrSetIPNS1_12MachineInstrELj8EEERNS1_15SmallVectorImplIjEE
00007ffb079a40a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18JoinVals11pruneValuesERS0_RN4llvm15SmallVectorImplINS2_9SlotIndexEEE
00007ffb079a4d20 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18JoinVals11stripCopiesEPN4llvm6VNInfoE
00007ffb079a4eb0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18JoinVals13isPrunedValueEjRS0_
00007ffb079a3940 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18JoinVals16resolveConflictsERS0_
00007ffb079a44e0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18JoinVals17computeAssignmentEjRS0_
00007ffb079a37d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18JoinValsC1ERN4llvm12LiveIntervalEjRNS1_15SmallVectorImplIPNS1_6VNInfoEEERKNS1_13CoalescerPairEPNS1_13LiveIntervalsEPKNS1_18TargetRegisterInfoE
00007ffb073a8ff0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18PtrState5MergeERKS0_b
00007ffb07993350 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy10growRegionERNS0_20GlobalSplitCandidateE
00007ffb079921b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy13doRegionSplitERN4llvm12LiveIntervalEjbRNS1_15SmallVectorImplIjEE
00007ffb0798b860 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy13releaseMemoryEv
00007ffb0798c070 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy13selectOrSplitERN4llvm12LiveIntervalERNS1_15SmallVectorImplIjEE
00007ffb07991400 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy17evictInterferenceERN4llvm12LiveIntervalEjRNS1_15SmallVectorImplIjEE
00007ffb0798d670 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy17selectOrSplitImplERN4llvm12LiveIntervalERNS1_15SmallVectorImplIjEERNS1_8SmallSetIjLj16ENSt3__14lessIjEEEEj
00007ffb0798c0e0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy19LRE_CanEraseVirtRegEj
00007ffb0798c200 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy19LRE_DidCloneVirtRegEjj
00007ffb07992f60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy19addSplitConstraintsEN4llvm17InterferenceCache6CursorERNS1_14BlockFrequencyE
00007ffb07990cc0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy20canEvictInterferenceERN4llvm12LiveIntervalEjbRNS0_12EvictionCostE
00007ffb0798b920 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffb0798c1a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy21LRE_WillShrinkVirtRegEj
00007ffb079916f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy24calculateRegionSplitCostERN4llvm12LiveIntervalERNS1_15AllocationOrderERNS1_14BlockFrequencyERjb
00007ffb43604f50 (__DATA,__bss) non-external __ZN12_GLOBAL__N_18RAGreedy2IDE
00007ffb0798bf90 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy7dequeueEv
00007ffb0798bf70 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy7enqueueEPN4llvm12LiveIntervalE
00007ffb0798d220 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy7enqueueERNSt3__114priority_queueINS1_4pairIjjEENS1_6vectorIS4_NS1_9allocatorIS4_EEEENS1_4lessIS4_EEEEPN4llvm12LiveIntervalE
00007ffb0798bf60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy7spillerEv
00007ffb07990940 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy8tryEvictERN4llvm12LiveIntervalERNS1_15AllocationOrderERNS1_15SmallVectorImplIjEEj
00007ffb07990760 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedy9tryAssignERN4llvm12LiveIntervalERNS1_15AllocationOrderERNS1_15SmallVectorImplIjEE
00007ffb0798b4c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedyD0Ev
00007ffb0798b170 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RAGreedyD1Ev
00007ffb07a648b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RegToMem13runOnFunctionERN4llvm8FunctionE
00007ffb43606114 (__DATA,__bss) non-external __ZN12_GLOBAL__N_18RegToMem2IDE
00007ffb07a64820 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RegToMemD0Ev
00007ffb07a64810 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18RegToMemD1Ev
00007ffb07b469d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18StrToOpt13callOptimizerEPN4llvm8FunctionEPNS1_8CallInstERNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffb07b469b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_18StrToOptD0Ev
