0000000268919888 (__TEXT,__text) non-external _Done_iODBC
000000027c116560 (__DATA_CONST,__const) non-external __mask_SQL_TXN_CAPABLE
000000027c116860 (__DATA_CONST,__const) non-external __mask_SQL_UNION
000000027c116810 (__DATA_CONST,__const) non-external __mask_TIMEDATE_INTERVALS
000000027c1161c8 (__DATA_CONST,__const) non-external __mask_TXN_ISOLATION
0000000268931398 (__TEXT,__text) non-external __trace_bufferlen
00000002689309ec (__TEXT,__text) non-external __trace_c_type
000000026892d698 (__TEXT,__text) non-external __trace_colattr2_type
000000026892da28 (__TEXT,__text) non-external __trace_colattr3_data
000000026892d6f0 (__TEXT,__text) non-external __trace_colattr3_type
0000000268929728 (__TEXT,__text) non-external __trace_connattr_type
00000002689316f4 (__TEXT,__text) non-external __trace_connopt_type
0000000268933940 (__TEXT,__text) non-external __trace_connstr
0000000268933c70 (__TEXT,__text) non-external __trace_connstr_hidepwd
0000000268933ba8 (__TEXT,__text) non-external __trace_connstr_w
0000000268932b44 (__TEXT,__text) non-external __trace_data
0000000268929a24 (__TEXT,__text) non-external __trace_desc_null
000000026892cf58 (__TEXT,__text) non-external __trace_descfield_type
00000002689327c4 (__TEXT,__text) non-external __trace_diag_type
000000026892f2d4 (__TEXT,__text) non-external __trace_direction
0000000268933a50 (__TEXT,__text) non-external __trace_drvcn_completion
000000026892a440 (__TEXT,__text) non-external __trace_envattr_type
000000026892accc (__TEXT,__text) non-external __trace_fetchtype
000000026893422c (__TEXT,__text) non-external __trace_freestmt_option
000000026892e908 (__TEXT,__text) non-external __trace_func_name
000000026892e83c (__TEXT,__text) non-external __trace_func_result
000000026892af60 (__TEXT,__text) non-external __trace_getinfo
0000000268930304 (__TEXT,__text) non-external __trace_handle
0000000268930290 (__TEXT,__text) non-external __trace_handle_p
000000026893022c (__TEXT,__text) non-external __trace_handletype
0000000268930d68 (__TEXT,__text) non-external __trace_inouttype
00000002689303c8 (__TEXT,__text) non-external __trace_integer
0000000268930568 (__TEXT,__text) non-external __trace_integer_p
000000026893069c (__TEXT,__text) non-external __trace_len
0000000268930704 (__TEXT,__text) non-external __trace_len_p
0000000268930438 (__TEXT,__text) non-external __trace_pointer
000000026893004c (__TEXT,__text) non-external __trace_print_function
000000026892add8 (__TEXT,__text) non-external __trace_scrollopt_type
000000026892aafc (__TEXT,__text) non-external __trace_setpos_irow
000000026892ab8c (__TEXT,__text) non-external __trace_setpos_lock
000000026892ab34 (__TEXT,__text) non-external __trace_setpos_oper
0000000268930358 (__TEXT,__text) non-external __trace_smallint
0000000268930480 (__TEXT,__text) non-external __trace_smallint_p
000000026892a734 (__TEXT,__text) non-external __trace_spcols_null
000000026892a6dc (__TEXT,__text) non-external __trace_spcols_scope
000000026892a67c (__TEXT,__text) non-external __trace_spcols_type
00000002689312bc (__TEXT,__text) non-external __trace_sql_subtype
0000000268930dd0 (__TEXT,__text) non-external __trace_sql_type
0000000268930ff8 (__TEXT,__text) non-external __trace_sql_type_p
0000000268933eec (__TEXT,__text) non-external __trace_stats_accuracy
0000000268933e8c (__TEXT,__text) non-external __trace_stats_unique
0000000268931ab0 (__TEXT,__text) non-external __trace_stmtattr_type
000000026893240c (__TEXT,__text) non-external __trace_stmtopt_type
00000002689307ec (__TEXT,__text) non-external __trace_string
00000002689308d0 (__TEXT,__text) non-external __trace_string_w
0000000268930650 (__TEXT,__text) non-external __trace_stringlen
000000027c1173a8 (__DATA_CONST,__const) non-external __trace_sym_handletype
000000026893322c (__TEXT,__text) non-external __trace_tran_completion
0000000268933570 (__TEXT,__text) non-external __trace_typeinfo
0000000268930400 (__TEXT,__text) non-external __trace_uinteger
00000002689305dc (__TEXT,__text) non-external __trace_uinteger_p
00000002689306d0 (__TEXT,__text) non-external __trace_ulen
0000000268930778 (__TEXT,__text) non-external __trace_ulen_p
0000000268930390 (__TEXT,__text) non-external __trace_usmallint
00000002689304f4 (__TEXT,__text) non-external __trace_usmallint_p
                 (undefined) external _access (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _close (from libSystem)
0000000281260562 (__DATA,__common) non-external _configMode
                 (undefined) external _creat (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000268935270 (__TEXT,__text) non-external _dm_SQL_A2W
00000002689357f8 (__TEXT,__text) non-external _dm_SQL_U8toW
00000002689351e4 (__TEXT,__text) non-external _dm_SQL_W2A
000000026893553c (__TEXT,__text) non-external _dm_SQL_WtoU8
00000002689352fc (__TEXT,__text) non-external _dm_StrCopyOut2_A2W
0000000268935a30 (__TEXT,__text) non-external _dm_StrCopyOut2_U8toW
00000002689353c0 (__TEXT,__text) non-external _dm_StrCopyOut2_W2A
0000000268935484 (__TEXT,__text) non-external _dm_strcpy_A2W
00000002689354e0 (__TEXT,__text) non-external _dm_strcpy_W2A
0000000268936ef8 (__TEXT,__text) non-external _do_create_dsns
0000000281260520 (__DATA,__common) non-external _errormsg
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fdopen (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
0000000281260500 (__DATA,__common) non-external _ierror
000000026893704c (__TEXT,__text) non-external _install_from_ini
0000000268937524 (__TEXT,__text) non-external _install_from_string
000000028125ff68 (__DATA,__data) external _iodbc_version
0000000281260440 (__DATA,__data) non-external _iodbcdm_global_lock
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _mbstowcs (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
0000000281260488 (__DATA,__data) non-external _numerrors
000000028125ff70 (__DATA,__data) non-external _odbcapi_symtab
                 (undefined) external _open (from libSystem)
0000000281260490 (__DATA,__bss) non-external _pRoot
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _read (from libSystem)
0000000268937720 (__TEXT,__text) non-external _rtrim
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
000000027c115638 (__DATA_CONST,__const) non-external _sqlerrmsg_tab
00000002812604d0 (__DATA,__bss) non-external _starttime
                 (undefined) external _stat (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strftime (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _time (from libSystem)
000000026892c808 (__TEXT,__text) non-external _trace_SQLAllocConnect
0000000268931628 (__TEXT,__text) non-external _trace_SQLAllocEnv
000000026892d4c8 (__TEXT,__text) non-external _trace_SQLAllocHandle
000000026892f1d0 (__TEXT,__text) non-external _trace_SQLAllocStmt
000000026892d418 (__TEXT,__text) non-external _trace_SQLBindCol
000000026892e094 (__TEXT,__text) non-external _trace_SQLBindParameter
0000000268931478 (__TEXT,__text) non-external _trace_SQLBrowseConnect
0000000268931550 (__TEXT,__text) non-external _trace_SQLBrowseConnectW
000000026892a5e0 (__TEXT,__text) non-external _trace_SQLBulkOperations
0000000268932a94 (__TEXT,__text) non-external _trace_SQLCancel
000000026892f28c (__TEXT,__text) non-external _trace_SQLCloseCursor
000000026892d968 (__TEXT,__text) non-external _trace_SQLColAttribute
000000026892dde8 (__TEXT,__text) non-external _trace_SQLColAttributeW
000000026892dea8 (__TEXT,__text) non-external _trace_SQLColAttributes
000000026892df74 (__TEXT,__text) non-external _trace_SQLColAttributesW
000000026893258c (__TEXT,__text) non-external _trace_SQLColumnPrivileges
00000002689326a8 (__TEXT,__text) non-external _trace_SQLColumnPrivilegesW
000000026892c900 (__TEXT,__text) non-external _trace_SQLColumns
000000026892ca1c (__TEXT,__text) non-external _trace_SQLColumnsW
0000000268931e7c (__TEXT,__text) non-external _trace_SQLConnect
0000000268931f68 (__TEXT,__text) non-external _trace_SQLConnectW
000000026892ac74 (__TEXT,__text) non-external _trace_SQLCopyDesc
000000026892f35c (__TEXT,__text) non-external _trace_SQLDataSources
000000026892f45c (__TEXT,__text) non-external _trace_SQLDataSourcesW
0000000268929ab8 (__TEXT,__text) non-external _trace_SQLDescribeCol
0000000268929bc4 (__TEXT,__text) non-external _trace_SQLDescribeColW
00000002689324cc (__TEXT,__text) non-external _trace_SQLDescribeParam
000000026892f244 (__TEXT,__text) non-external _trace_SQLDisconnect
0000000268933840 (__TEXT,__text) non-external _trace_SQLDriverConnect
0000000268933aa8 (__TEXT,__text) non-external _trace_SQLDriverConnectW
000000026892e364 (__TEXT,__text) non-external _trace_SQLDrivers
000000026892e464 (__TEXT,__text) non-external _trace_SQLDriversW
000000026892c7a0 (__TEXT,__text) non-external _trace_SQLEndTran
0000000268929f40 (__TEXT,__text) non-external _trace_SQLError
000000026892a040 (__TEXT,__text) non-external _trace_SQLErrorW
000000026892ef6c (__TEXT,__text) non-external _trace_SQLExecDirect
000000026892eff0 (__TEXT,__text) non-external _trace_SQLExecDirectW
000000026892a634 (__TEXT,__text) non-external _trace_SQLExecute
000000026892ad30 (__TEXT,__text) non-external _trace_SQLExtendedFetch
000000026892f664 (__TEXT,__text) non-external _trace_SQLFetch
000000026893168c (__TEXT,__text) non-external _trace_SQLFetchScroll
0000000268932054 (__TEXT,__text) non-external _trace_SQLForeignKeys
00000002689321d4 (__TEXT,__text) non-external _trace_SQLForeignKeysW
00000002689323c4 (__TEXT,__text) non-external _trace_SQLFreeConnect
000000026892aab4 (__TEXT,__text) non-external _trace_SQLFreeEnv
000000026892c74c (__TEXT,__text) non-external _trace_SQLFreeHandle
0000000268934284 (__TEXT,__text) non-external _trace_SQLFreeStmt
00000002689298dc (__TEXT,__text) non-external _trace_SQLGetConnectAttr
0000000268929980 (__TEXT,__text) non-external _trace_SQLGetConnectAttrW
0000000268931910 (__TEXT,__text) non-external _trace_SQLGetConnectOption
0000000268931978 (__TEXT,__text) non-external _trace_SQLGetConnectOptionW
000000026892d550 (__TEXT,__text) non-external _trace_SQLGetCursorName
000000026892d5f4 (__TEXT,__text) non-external _trace_SQLGetCursorNameW
0000000268933120 (__TEXT,__text) non-external _trace_SQLGetData
000000026892d2b8 (__TEXT,__text) non-external _trace_SQLGetDescField
000000026892d368 (__TEXT,__text) non-external _trace_SQLGetDescFieldW
0000000268929cd0 (__TEXT,__text) non-external _trace_SQLGetDescRec
0000000268929e08 (__TEXT,__text) non-external _trace_SQLGetDescRecW
0000000268932920 (__TEXT,__text) non-external _trace_SQLGetDiagField
00000002689329e4 (__TEXT,__text) non-external _trace_SQLGetDiagFieldW
000000026892a250 (__TEXT,__text) non-external _trace_SQLGetDiagRec
000000026892a348 (__TEXT,__text) non-external _trace_SQLGetDiagRecW
000000026892a4cc (__TEXT,__text) non-external _trace_SQLGetEnvAttr
000000026892eef4 (__TEXT,__text) non-external _trace_SQLGetFunctions
000000026892aeb0 (__TEXT,__text) non-external _trace_SQLGetInfo
000000026892c3fc (__TEXT,__text) non-external _trace_SQLGetInfoW
0000000268931d48 (__TEXT,__text) non-external _trace_SQLGetStmtAttr
0000000268931dec (__TEXT,__text) non-external _trace_SQLGetStmtAttrW
0000000268932464 (__TEXT,__text) non-external _trace_SQLGetStmtOption
0000000268933798 (__TEXT,__text) non-external _trace_SQLGetTypeInfo
00000002689337ec (__TEXT,__text) non-external _trace_SQLGetTypeInfoW
00000002689331e4 (__TEXT,__text) non-external _trace_SQLMoreResults
000000026892cd80 (__TEXT,__text) non-external _trace_SQLNativeSql
000000026892ce6c (__TEXT,__text) non-external _trace_SQLNativeSqlW
000000026892cb38 (__TEXT,__text) non-external _trace_SQLNumParams
0000000268932354 (__TEXT,__text) non-external _trace_SQLNumResultCols
000000026892e040 (__TEXT,__text) non-external _trace_SQLParamData
000000026892c87c (__TEXT,__text) non-external _trace_SQLParamOptions
00000002689342d8 (__TEXT,__text) non-external _trace_SQLPrepare
000000026893435c (__TEXT,__text) non-external _trace_SQLPrepareW
000000026892e564 (__TEXT,__text) non-external _trace_SQLPrimaryKeys
000000026892e650 (__TEXT,__text) non-external _trace_SQLPrimaryKeysW
000000026892c4ac (__TEXT,__text) non-external _trace_SQLProcedureColumns
000000026892c5c8 (__TEXT,__text) non-external _trace_SQLProcedureColumnsW
000000026892e18c (__TEXT,__text) non-external _trace_SQLProcedures
000000026892e278 (__TEXT,__text) non-external _trace_SQLProceduresW
0000000268932adc (__TEXT,__text) non-external _trace_SQLPutData
000000026892a570 (__TEXT,__text) non-external _trace_SQLRowCount
0000000268933da4 (__TEXT,__text) non-external _trace_SQLSetConnectAttr
0000000268933e18 (__TEXT,__text) non-external _trace_SQLSetConnectAttrW
00000002689319e0 (__TEXT,__text) non-external _trace_SQLSetConnectOption
0000000268931a48 (__TEXT,__text) non-external _trace_SQLSetConnectOptionW
000000026892f55c (__TEXT,__text) non-external _trace_SQLSetCursorName
000000026892f5e0 (__TEXT,__text) non-external _trace_SQLSetCursorNameW
000000026892a140 (__TEXT,__text) non-external _trace_SQLSetDescField
000000026892a1c8 (__TEXT,__text) non-external _trace_SQLSetDescFieldW
000000026892e73c (__TEXT,__text) non-external _trace_SQLSetDescRec
000000026892f074 (__TEXT,__text) non-external _trace_SQLSetEnvAttr
000000026892abe4 (__TEXT,__text) non-external _trace_SQLSetPos
000000026892ae3c (__TEXT,__text) non-external _trace_SQLSetScrollOptions
000000026892f0e8 (__TEXT,__text) non-external _trace_SQLSetStmtAttr
000000026892f15c (__TEXT,__text) non-external _trace_SQLSetStmtAttrW
000000026892c6e4 (__TEXT,__text) non-external _trace_SQLSetStmtOption
000000026892a794 (__TEXT,__text) non-external _trace_SQLSpecialColumns
000000026892a924 (__TEXT,__text) non-external _trace_SQLSpecialColumnsW
0000000268933f4c (__TEXT,__text) non-external _trace_SQLStatistics
00000002689340bc (__TEXT,__text) non-external _trace_SQLStatisticsW
000000026892cba8 (__TEXT,__text) non-external _trace_SQLTablePrivileges
000000026892cc94 (__TEXT,__text) non-external _trace_SQLTablePrivilegesW
0000000268933338 (__TEXT,__text) non-external _trace_SQLTables
0000000268933454 (__TEXT,__text) non-external _trace_SQLTablesW
0000000268933290 (__TEXT,__text) non-external _trace_SQLTransact
00000002812604c0 (__DATA,__bss) non-external _trace_appname
000000026892fc20 (__TEXT,__text) non-external _trace_emit
000000026892fe9c (__TEXT,__text) non-external _trace_emit_binary
000000026892fc88 (__TEXT,__text) non-external _trace_emit_string
000000026892fc6c (__TEXT,__text) non-external _trace_emitc
00000002812604c8 (__DATA,__bss) non-external _trace_fname
00000002812604e0 (__DATA,__bss) non-external _trace_fp
00000002812604e8 (__DATA,__bss) non-external _trace_fp_close
000000026892f6e8 (__TEXT,__text) non-external _trace_get_filename
000000026892f6ac (__TEXT,__text) non-external _trace_set_appname
000000026892f6f4 (__TEXT,__text) non-external _trace_set_filename
000000026892f9c8 (__TEXT,__text) non-external _trace_start
000000026892fb6c (__TEXT,__text) non-external _trace_stop
000000026892f950 (__TEXT,__text) non-external _trace_strftime_now
                 (undefined) external _tzset (from libSystem)
00000002689359b4 (__TEXT,__text) non-external _utf8_len
0000000268935ad4 (__TEXT,__text) non-external _utf8towcs
                 (undefined) external _vfprintf (from libSystem)
0000000281260560 (__DATA,__common) non-external _wSystemDSN
                 (undefined) external _wcschr (from libSystem)
                 (undefined) external _wcscpy (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsncat (from libSystem)
                 (undefined) external _wcsncpy (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
