
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/Current/Support/assistantd (for architecture x86_64):
00000001002edc8c (__TEXT,__text) external _ADAMOSIdentifierCreate
00000001006748f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADResultObjectCache
0000000100679868 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADRetryManager
000000010066ee48 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSecurityService
00000001006790c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADService
000000010066d0e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADServiceCommandType
00000001006764a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADServiceConnection
00000001006764c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADServiceConnectionProviderServiceDelegate
000000010066a728 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADServiceManager
000000010066a750 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADServiceRecord
000000010066b090 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADServiceStatistics
0000000100676108 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSession
000000010066b040 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSessionAssertion
0000000100679078 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSessionBarrier
000000010066b180 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSessionLocalConnection
000000010067a108 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSessionLocalServer
000000010066b018 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSessionManager
0000000100677420 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSessionRemoteServer
000000010066ab40 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSessionRemoteServerFull
0000000100673f30 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSessionRemoteServerLimited
0000000100679b60 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSettingsClient
000000010066b488 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSettingsRequestHandler
000000010066d138 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSettingsService
0000000100674790 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSettingsTransformer
000000010066a890 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSharedData
000000010066afa0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSharedDataService
0000000100668920 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSharedPeerStreamConnection
0000000100678f60 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADShowNextEventRequestHandler
0000000100676da8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriAnalyticsGlobalDimensionMessageResolver
000000010067acf8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriAnalyticsHIPAAOptInStateObserver
0000000100676ce0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriAnalyticsPhoneCallStateObserver
000000010066a288 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriAnalyticsServiceHost
000000010066cc10 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriAnnouncementRequestCapabilityManager
000000010066cd00 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriAppLaunchRequestHandler
00000001006774c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriClientStateContextProvider
0000000100679398 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriConnectionRemote
000000010067a220 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriContextServiceClient
000000010066d980 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriRequestSucceededResponseTransformer
0000000100676880 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriTaskService
00000001006778d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriTetherListener
000000010066d5b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSiriUserNotificationRequestCapabilityManager
000000010066adc0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSpeechCompressor
000000010066e630 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSpeechLog
0000000100679ac0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSpeechManager
0000000100677920 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSpeechPlaybackSimulator
0000000100676428 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSpeechSamplingDictationAudioDataHandler
00000001006763d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSpeechSamplingSendAudioData
0000000100677138 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADStopwatchRequestHandler
00000001006772b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSynapseService
00000001006695f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSyncBlacklist
0000000100675978 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSyncChunkInfo
000000010067a0b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSyncConfigAssetManager
0000000100678e98 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSyncFlagManager
00000001006760b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSyncManager
0000000100669468 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSyncRequest
000000010066a7f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSyncSnapshot
00000001006797a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSyncVerificationHelper
0000000100673958 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSystemLanguagePreferencesObserver
0000000100674438 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSystemMuteModeObserver
0000000100669418 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSystemService
00000001006761a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADSystemStateContextProvider
0000000100673908 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADTTSMutingObserver
000000010066aeb0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADTimerContextProvider
000000010066e088 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADTimerRequestHandler
0000000100667fb8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADTimerTransformer
0000000100676920 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADUIService
000000010066e4a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADUnavailableAlarmStore
000000010066cbe8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADUnavailableTimerStore
0000000100668cd0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADUserNotificationAnnouncementSpeakingStatePublisher
0000000100679168 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADUserNotificationServiceProvider
00000001006758e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADUserProfileService
000000010067a068 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADVolumeService
000000010066d608 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADWorkoutTransformer
000000010066b0b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFAWDSiriRequestRecord
0000000100679a48 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFAWDSiriSession
00000001006754a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFAnalytics
00000001006741c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFAssertionContext
000000010066da48 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFCarPlayAnnouncementRequestCapabilityProvider
0000000100668dc0 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFCoreAnalyticsCrossDeviceEvent
                 (undefined) external _OBJC_METACLASS_$_AFDeviceContext (from AssistantServices)
0000000100674d30 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFDiagnostics
0000000100674d58 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFDiagnosticsNetworkAnalyzerResults
000000010066ae60 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFHeadphonesAnnouncementRequestCapabilityProvider
000000010066ea20 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFMutableDeviceContext
000000010066f0f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFPersonalUserSettings
00000001006798e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFSiriAnnouncementRequestCapabilityManager
0000000100668d20 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFSiriAnnouncementRoute
0000000100675590 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFSiriNotificationRequest
                 (undefined) external _OBJC_METACLASS_$_AFSiriRequest (from AssistantServices)
                 (undefined) external _OBJC_METACLASS_$_AFSiriResponse (from AssistantServices)
0000000100675518 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFSiriUserNotificationRequest
0000000100675540 (__DATA,__objc_data) external _OBJC_METACLASS_$_AFSiriUserNotificationRequestCapabilityManager
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$_PBCodable (from ProtocolBuffer)
                 (undefined) external _OBJC_METACLASS_$_PBRequest (from ProtocolBuffer)
                 (undefined) external _OBJC_METACLASS_$_SiriCoreNWConnection (from SiriCore)
0000000100675cb8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageBeginAudioSessionRequestMutation
0000000100668f88 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageBeginAudioSessionResponseMutation
000000010066aaa0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageEndAudioSessionRequestMutation
0000000100675758 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageEndAudioSessionResponseMutation
00000001006743e8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageKeepAudioSessionAliveRequestMutation
000000010066cef0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageKeepAudioSessionAliveResponseMutation
000000010067a6f0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADAudioSessionCoordinationMessageMutation
000000010066a7a0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADChunkInfo
000000010066eda8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADCloudKitDeviceCapabilitiesStoreHelper
000000010066edd0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADCloudKitIntentsCapabilitiesStoreHelper
000000010066dfc0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceCirclePeerDataMutation
00000001006746c8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceRouterResultMutation
000000010067abb8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullDeltaRequestMutation
000000010066ad20 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullDeltaResponseMutation
000000010066a468 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullGenerationsRequestMutation
000000010067aed8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullGenerationsResponseMutation
0000000100668800 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullSnapshotRequestMutation
0000000100676c90 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPullSnapshotResponseMutation
0000000100673ee0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPushGenerationsRequestMutation
000000010066d7c8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncCommandPushGenerationsResponseMutation
0000000100676740 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncIncrementalChangeMutation
0000000100679680 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncItemMutation
00000001006682e8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncMessageMutation
00000001006691e8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDeviceSyncSnapshotMutation
000000010066b248 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADDomainObjectCacheEntry
000000010066c7e0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceExecuteOnRemoteRequest
0000000100668fd8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceExecuteOnRemoteResponse
00000001006770c0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceGetDataRequest
000000010066cac8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceOutputVoiceInfo
000000010066c0a8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceSetDataRequest
00000001006750f0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceStartRemoteRequest
000000010066a840 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceStartRemoteResponse
0000000100679fc8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceStringKeyValueDictionary
000000010067a018 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBDeviceStringKeyValuePair
0000000100673b90 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBLocationGetPeerLocationRequest
000000010066d360 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBLocationSetPeerLocationRequest
000000010066a138 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBProxyGetMetricsRequest
0000000100678df8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBProxyGetMetricsResponse
00000001006685d0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBProxyReestablishRequest
0000000100668850 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBProxyTCPInfoMetrics
000000010066a610 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADPBProxyWakeUpRequest
0000000100679488 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADQueueObserver
000000010066f0a8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADRapportLinkConfigurationMutation
000000010066c2a0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADRapportLinkDiscoveryOptionsMutation
0000000100667bf8 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADRapportLinkTransportOptionsMutation
0000000100679da0 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADRapportProximityObservationMutation
0000000100669288 (__DATA,__objc_data) external _OBJC_METACLASS_$__ADSiriInfoBroadcastLink
00000001006741f0 (__DATA,__objc_data) external _OBJC_METACLASS_$__AFAssertionContextMutation
                 (undefined) external _PBDataWriterWriteBOOLField (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteDataField (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteDoubleField (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteInt32Field (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteStringField (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteSubmessage (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteUint32Field (from ProtocolBuffer)
                 (undefined) external _PBDataWriterWriteUint64Field (from ProtocolBuffer)
                 (undefined) external _PBReaderPlaceMark (from ProtocolBuffer)
                 (undefined) external _PBReaderReadData (from ProtocolBuffer)
                 (undefined) external _PBReaderReadString (from ProtocolBuffer)
                 (undefined) external _PBReaderRecallMark (from ProtocolBuffer)
                 (undefined) external _PBReaderSkipValueWithTag (from ProtocolBuffer)
                 (undefined) external _RPErrorDomain (from Rapport)
                 (undefined) external _RPOptionSenderID (from Rapport)
                 (undefined) external _RPOptionSenderIDSDeviceID (from Rapport)
                 (undefined) external _RPOptionStatusFlags (from Rapport)
                 (undefined) external _SAABGroupIdentifier (from SAObjects)
                 (undefined) external _SAABMultiPersonSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAABPersonSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAAIGroupIdentifier (from SAObjects)
                 (undefined) external _SAAceBackgroundActionClientFlowMaintenanceValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalClassIdentifier (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainALARMValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainCALENDARValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainCONTACTValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainEMAILValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainHEALTHValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainMAPSValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainMEDIA_PLAYERValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainMESSAGESValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainPHONEValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainREMINDERSValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainSETTINGSValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainSTOCKValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainSYNAPSEValue (from SAObjects)
                 (undefined) external _SAAceDomainSignalDomainTIMERValue (from SAObjects)
                 (undefined) external _SAAceVersionCurrent (from SAObjects)
                 (undefined) external _SAAcknowledgeAlertClassIdentifier (from SAObjects)
                 (undefined) external _SAAddResultObjectsClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmCreateClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekForString (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekFridayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekMondayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekNeverValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekSaturdayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekSundayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekThursdayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekTuesdayValue (from SAObjects)
                 (undefined) external _SAAlarmDayOfWeekWednesdayValue (from SAObjects)
                 (undefined) external _SAAlarmDeleteClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmDismissClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmGroupAcronym (from SAObjects)
                 (undefined) external _SAAlarmGroupIdentifier (from SAObjects)
                 (undefined) external _SAAlarmSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmShowAndPerformAlarmActionClassIdentifier (from SAObjects)
                 (undefined) external _SAAlarmUpdateClassIdentifier (from SAObjects)
                 (undefined) external _SAAppsAppSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAAppsCheckRestrictionClassIdentifier (from SAObjects)
                 (undefined) external _SAAppsGetRestrictedAppsClassIdentifier (from SAObjects)
                 (undefined) external _SAAppsGroupIdentifier (from SAObjects)
                 (undefined) external _SAAppsLaunchAppClassIdentifier (from SAObjects)
                 (undefined) external _SABaseClientBoundCommandCallbacksPListKey (from SAObjects)
                 (undefined) external _SACFAbstractClientCommandCompletedStatusPListKey (from SAObjects)
                 (undefined) external _SACFFetchScriptCommandClassIdentifier (from SAObjects)
                 (undefined) external _SACFFetchScriptResponseClassIdentifier (from SAObjects)
                 (undefined) external _SACFFlowCommandClassIdentifier (from SAObjects)
                 (undefined) external _SACFFlowCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SACFGroupIdentifier (from SAObjects)
                 (undefined) external _SACFProviderCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SACFSuccessErrorCode (from SAObjects)
                 (undefined) external _SACalendarDefaultSourceGetClassIdentifier (from SAObjects)
                 (undefined) external _SACalendarEventSearchClassIdentifier (from SAObjects)
                 (undefined) external _SACalendarGroupIdentifier (from SAObjects)
                 (undefined) external _SACalendarNoEventsFoundErrorCode (from SAObjects)
                 (undefined) external _SACalendarShowNextEventClassIdentifier (from SAObjects)
                 (undefined) external _SACardGroupIdentifier (from SAObjects)
                 (undefined) external _SAClientSetupInfoClassIdentifier (from SAObjects)
                 (undefined) external _SACommandFailedClassIdentifier (from SAObjects)
                 (undefined) external _SACommandFailedErrorCodePListKey (from SAObjects)
                 (undefined) external _SACommandSucceededClassIdentifier (from SAObjects)
                 (undefined) external _SACompanionCannotReachSiriErrorCode (from SAObjects)
                 (undefined) external _SACompanionExecutionFailedErrorCode (from SAObjects)
                 (undefined) external _SACompanionTimeoutErrorCode (from SAObjects)
                 (undefined) external _SACompanionUnavailableErrorCode (from SAObjects)
                 (undefined) external _SAConnectionModeAssistantAndDictationValue (from SAObjects)
                 (undefined) external _SAConnectionModeAssistantValue (from SAObjects)
                 (undefined) external _SAConnectionModeDictationValue (from SAObjects)
                 (undefined) external _SAConnectionPolicyTypePOPValue (from SAObjects)
                 (undefined) external _SAConnectionTerminatedErrorCode (from SAObjects)
                 (undefined) external _SAConnectionTypeCDMA1xValue (from SAObjects)
                 (undefined) external _SAConnectionTypeCDMAEVDOValue (from SAObjects)
                 (undefined) external _SAConnectionTypeCellValue (from SAObjects)
                 (undefined) external _SAConnectionTypeLTEValue (from SAObjects)
                 (undefined) external _SAConnectionTypeLedBellyValue (from SAObjects)
                 (undefined) external _SAConnectionTypeLocalValue (from SAObjects)
                 (undefined) external _SAConnectionTypeMultiPathTCPValue (from SAObjects)
                 (undefined) external _SAConnectionTypeNRNSAValue (from SAObjects)
                 (undefined) external _SAConnectionTypeNRValue (from SAObjects)
                 (undefined) external _SAConnectionTypePOPValue (from SAObjects)
                 (undefined) external _SAConnectionTypeUTRANValue (from SAObjects)
                 (undefined) external _SAConnectionTypeUnknownValue (from SAObjects)
                 (undefined) external _SAConnectionTypeWifiValue (from SAObjects)
                 (undefined) external _SAConnectionTypeeHRPDValue (from SAObjects)
                 (undefined) external _SAContextTypeALERT_CONTEXTValue (from SAObjects)
                 (undefined) external _SAContextTypeAPPLICATION_CONTEXTValue (from SAObjects)
                 (undefined) external _SAContextTypeBACKGROUND_CONTEXTValue (from SAObjects)
                 (undefined) external _SAContextTypeNL_ALERT_CONTEXTValue (from SAObjects)
                 (undefined) external _SAContextTypeREQUEST_ORIGINValue (from SAObjects)
                 (undefined) external _SAContextTypeRESTRICTED_APP_CONTEXTValue (from SAObjects)
                 (undefined) external _SADIAGGroupIdentifier (from SAObjects)
                 (undefined) external _SADataSharingOptInStatusDismissedValue (from SAObjects)
                 (undefined) external _SADataSharingOptInStatusOptedInValue (from SAObjects)
                 (undefined) external _SADataSharingOptInStatusOptedOutValue (from SAObjects)
                 (undefined) external _SADataSharingOptInStatusUnknownValue (from SAObjects)
                 (undefined) external _SADeviceControlGroupIdentifier (from SAObjects)
                 (undefined) external _SADeviceControlStartScreenRecordingClassIdentifier (from SAObjects)
                 (undefined) external _SADeviceControlStopScreenRecordingClassIdentifier (from SAObjects)
                 (undefined) external _SADeviceRestrictionCAR_DNDValue (from SAObjects)
                 (undefined) external _SADeviceRestrictionSPOKEN_NOTIFICATIONS_OVER_DOAPValue (from SAObjects)
                 (undefined) external _SADeviceRestrictionSTARKValue (from SAObjects)
                 (undefined) external _SADeviceRestrictionUNAUTHENTICATED_BY_WATCH_PROXIMITYValue (from SAObjects)
                 (undefined) external _SADomainObjectCancelClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectCancelCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectCommitClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectCommitCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectCreateClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectCreateCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectDeleteClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectDeleteCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectPunchOutClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectRetrieveClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectRetrieveCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectUpdateClassIdentifier (from SAObjects)
                 (undefined) external _SADomainObjectUpdateCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SAEmailGroupIdentifier (from SAObjects)
                 (undefined) external _SAEmailSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAEmailSendClassIdentifier (from SAObjects)
                 (undefined) external _SAEmailTypeForwardValue (from SAObjects)
                 (undefined) external _SAEmailTypeNewValue (from SAObjects)
                 (undefined) external _SAEmailTypeReplyAllValue (from SAObjects)
                 (undefined) external _SAEmailTypeReplyValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueBluetoothProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueCDPValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueGenericProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueHardwareProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueHomeKitProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueICloudProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueITunesProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueInternetProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueNetworkNotShareableValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueNetworkProfileRequiredValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueNetworkProfileValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueRecoveryValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueStereoErrorValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueStereoNotFoundValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueStereoVersionValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueThermalProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueVPNValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueWiFi8021xValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueWiFiPerformanceProblemValue (from SAObjects)
                 (undefined) external _SAErrorIndicatorStatusValueWiFiProblemValue (from SAObjects)
                 (undefined) external _SAExecuteCallbacksClassIdentifier (from SAObjects)
                 (undefined) external _SAGLGroupIdentifier (from SAObjects)
                 (undefined) external _SAGenericErrorErrorCode (from SAObjects)
                 (undefined) external _SAGetRequestOriginAccuracyBestValue (from SAObjects)
                 (undefined) external _SAGetRequestOriginAccuracyHundredMetersValue (from SAObjects)
                 (undefined) external _SAGetRequestOriginAccuracyKilometerValue (from SAObjects)
                 (undefined) external _SAGetRequestOriginAccuracyNearestTenMetersValue (from SAObjects)
                 (undefined) external _SAGetRequestOriginAccuracyThreeKilometersValue (from SAObjects)
                 (undefined) external _SAGetRequestOriginLocationRestrictionKeyValue (from SAObjects)
                 (undefined) external _SAGroupIdentifier (from SAObjects)
                 (undefined) external _SAGuidanceGroupIdentifier (from SAObjects)
                 (undefined) external _SAGuidanceGuideUpdateClassIdentifier (from SAObjects)
                 (undefined) external _SAHACommandClassIdentifier (from SAObjects)
                 (undefined) external _SAHACommandOutcomeCOMMAND_SUCCESSValue (from SAObjects)
                 (undefined) external _SAHAEntityTypeHOMEValue (from SAObjects)
                 (undefined) external _SAHAGroupIdentifier (from SAObjects)
                 (undefined) external _SAHLActivityDataTypeExerciseValue (from SAObjects)
                 (undefined) external _SAHLActivityDataTypeMoveValue (from SAObjects)
                 (undefined) external _SAHLActivityDataTypeStandValue (from SAObjects)
                 (undefined) external _SAHLActivitySetupNeededErrorCode (from SAObjects)
                 (undefined) external _SAHLActivityViewDetailValue (from SAObjects)
                 (undefined) external _SAHLCannotStartWorkoutErrorCode (from SAObjects)
                 (undefined) external _SAHLFitnessTrackingDisabledErrorCode (from SAObjects)
