00007ff84008b9d0 (__DATA,__data) external _NDR_record
00007ff8006fdfe6 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff8006fdf0d (__TEXT,__text) external _coalition_reap
00007ff8006fdeec (__TEXT,__text) external _coalition_terminate
00007ff8006f0b70 (__TEXT,__text) external _connect
00007ff8006f0b88 (__TEXT,__text) external _connect$NOCANCEL
00007ff8006f216c (__TEXT,__text) external _connectx
00007ff8006f2184 (__TEXT,__text) external _csops
00007ff8006f219c (__TEXT,__text) external _csops_audittoken
00007ff8006fe0b4 (__TEXT,__text) external _csr_check
00007ff8006fe0d4 (__TEXT,__text) external _csr_get_active_config
00007ff8006f0454 (__TEXT,__text) external _debug_control_port_for_pid
00007ff8006fe28e (__TEXT,__text) external _debug_syscall_reject
00007ff8006fe1a2 (__TEXT,__text) external _debug_syscall_reject_config
00007ff84008b9c8 (__DATA,__data) external _denap_boost_assertion_token
00007ff8006f21b4 (__TEXT,__text) external _disconnectx
00007ff8006f50a7 (__TEXT,__text) non-external _do_compat
00007ff8006f21cc (__TEXT,__text) external _dup
00007ff8006f21e4 (__TEXT,__text) external _dup2
00007ff84005bf00 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff84005bd90 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff84005c100 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff84005bdd0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff84005bed0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff84005b970 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff84005c0d0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff84005c4e0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff84005c450 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff84005c390 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff84005c0a0 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff84005c350 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff84005bdf0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff84005bd70 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff84005be40 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff84005c300 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff84005c2a0 (__DATA_CONST,__const) non-external _err_codes_send
00007ff84005c010 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff84005be10 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff84005be08 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff84005bb40 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff84005bf50 (__DATA_CONST,__const) non-external _err_codes_us
00007ff84005c140 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff84005c230 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff84005b870 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff84005b8f0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff84005b550 (__DATA_CONST,__const) non-external _err_os_sub
00007ff84005b5f0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800719570 (__TEXT,__const) non-external _err_us_sub
00007ff84008ba60 (__DATA,__common) external _errno
00007ff800715b84 (__TEXT,__text) external _etap_trace_thread
00007ff80070347f (__TEXT,__text) external _exc_server
00007ff800703176 (__TEXT,__text) external _exc_server_routine
00007ff800702b71 (__TEXT,__text) external _exception_raise
00007ff800702cbd (__TEXT,__text) external _exception_raise_state
00007ff800702f11 (__TEXT,__text) external _exception_raise_state_identity
00007ff8006f21fc (__TEXT,__text) external _exchangedata
00007ff8006f54be (__TEXT,__text) external _exclaves_boot
00007ff8006f5418 (__TEXT,__text) external _exclaves_endpoint_call
00007ff8006f5486 (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff8006f54a2 (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff8006f5470 (__TEXT,__text) external _exclaves_named_buffer_create
00007ff8006fa69d (__TEXT,__text) external _execve
00007ff8006f2214 (__TEXT,__text) external _faccessat
00007ff8006f222c (__TEXT,__text) external _fchdir
00007ff8006f2244 (__TEXT,__text) external _fchflags
00007ff8006f8b64 (__TEXT,__text) external _fchmod
00007ff8006f225c (__TEXT,__text) external _fchmodat
00007ff8006f2274 (__TEXT,__text) external _fchown
00007ff8006f228c (__TEXT,__text) external _fchownat
00007ff8006f22a4 (__TEXT,__text) external _fclonefileat
00007ff8006fac4d (__TEXT,__text) external _fcntl
00007ff8006fa8bb (__TEXT,__text) external _fcntl$NOCANCEL
00007ff8006f22bc (__TEXT,__text) external _fdatasync
00007ff8006f22d4 (__TEXT,__text) external _ffsctl
00007ff8006f22ec (__TEXT,__text) external _fgetattrlist
00007ff8006f2304 (__TEXT,__text) external _fgetxattr
00007ff8006f231c (__TEXT,__text) external _fhopen
00007ff8006f2334 (__TEXT,__text) external _fileport_makefd
00007ff8006f234c (__TEXT,__text) external _fileport_makeport
00007ff8006f2364 (__TEXT,__text) external _flistxattr
00007ff8006f237c (__TEXT,__text) external _flock
00007ff8006f2394 (__TEXT,__text) external _fmount
00007ff8006f23ac (__TEXT,__text) external _fpathconf
00007ff8006f4e03 (__TEXT,__text) non-external _fprintf_stderr
00007ff8006f23c4 (__TEXT,__text) external _freadlink
00007ff8006f23dc (__TEXT,__text) external _fremovexattr
00007ff8006fe0e6 (__TEXT,__text) external _fs_snapshot_create
00007ff8006fe130 (__TEXT,__text) external _fs_snapshot_delete
00007ff8006fe0fd (__TEXT,__text) external _fs_snapshot_list
00007ff8006fe18d (__TEXT,__text) external _fs_snapshot_mount
00007ff8006fe147 (__TEXT,__text) external _fs_snapshot_rename
00007ff8006fe15f (__TEXT,__text) external _fs_snapshot_revert
00007ff8006fe176 (__TEXT,__text) external _fs_snapshot_root
00007ff8006f23f4 (__TEXT,__text) external _fsctl
00007ff8006f240c (__TEXT,__text) external _fsetattrlist
00007ff8006f2424 (__TEXT,__text) external _fsetxattr
00007ff8006f243c (__TEXT,__text) external _fsgetpath
00007ff8006f2454 (__TEXT,__text) external _fsgetpath_ext
00007ff8006f246c (__TEXT,__text) external _fstat
00007ff8006f246c (__TEXT,__text) external _fstat64
00007ff8006f2484 (__TEXT,__text) external _fstatat
00007ff8006f2484 (__TEXT,__text) external _fstatat64
00007ff8006f249c (__TEXT,__text) external _fstatfs
00007ff8006f249c (__TEXT,__text) external _fstatfs64
00007ff8006f24b4 (__TEXT,__text) external _fsync
00007ff8006f0d58 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8006f24cc (__TEXT,__text) external _ftruncate
00007ff8006f8442 (__TEXT,__text) external _futimens
00007ff8006f24e4 (__TEXT,__text) external _futimes
00007ff84008b9d8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff8006f0d70 (__TEXT,__text) external _getattrlist
00007ff8006f24fc (__TEXT,__text) external _getattrlistat
00007ff8006f2514 (__TEXT,__text) external _getattrlistbulk
00007ff8007020fe (__TEXT,__text) external _getaudit
00007ff8006f252c (__TEXT,__text) external _getaudit_addr
00007ff8006f2544 (__TEXT,__text) external _getauid
00007ff8006f255c (__TEXT,__text) external _getdirentries
00007ff8006f2574 (__TEXT,__text) external _getdirentriesattr
00007ff8006f258c (__TEXT,__text) external _getdtablesize
00007ff8006f25a4 (__TEXT,__text) external _getegid
00007ff8006f25bc (__TEXT,__text) external _getentropy
00007ff8006f25d4 (__TEXT,__text) external _geteuid
00007ff8006f25ec (__TEXT,__text) external _getfh
00007ff8006f2604 (__TEXT,__text) external _getfsstat
00007ff8006f2604 (__TEXT,__text) external _getfsstat64
00007ff8006f261c (__TEXT,__text) external _getgid
00007ff8006f2634 (__TEXT,__text) external _getgroups
00007ff8006f8131 (__TEXT,__text) external _gethostuuid
00007ff8006f6723 (__TEXT,__text) external _getiopolicy_np
00007ff8006f264c (__TEXT,__text) external _getitimer
00007ff8006f0dd0 (__TEXT,__text) external _getpeername
00007ff8006f2664 (__TEXT,__text) external _getpgid
00007ff8006f267c (__TEXT,__text) external _getpgrp
00007ff8006f0de8 (__TEXT,__text) external _getpid
00007ff8006f2694 (__TEXT,__text) external _getppid
00007ff8006f26ac (__TEXT,__text) external _getpriority
00007ff8006fae50 (__TEXT,__text) external _getrlimit
00007ff8006f26c4 (__TEXT,__text) external _getrusage
00007ff8006f0e34 (__TEXT,__text) external _getsgroups_np
00007ff8006f26dc (__TEXT,__text) external _getsid
00007ff8006f0e4c (__TEXT,__text) external _getsockname
00007ff8006f26f4 (__TEXT,__text) external _getsockopt
00007ff8006f270c (__TEXT,__text) external _getuid
00007ff8006f0ebc (__TEXT,__text) external _getwgroups_np
00007ff8006f2724 (__TEXT,__text) external _getxattr
00007ff8006f273c (__TEXT,__text) external _grab_pgo_data
00007ff8006f2754 (__TEXT,__text) external _graftdmg
00007ff8006f276c (__TEXT,__text) external _guarded_close_np
00007ff8006f2784 (__TEXT,__text) external _guarded_kqueue_np
00007ff8006f4ec3 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800702432 (__TEXT,__text) external _guarded_open_np
00007ff8006f279c (__TEXT,__text) external _guarded_pwrite_np
00007ff8006f27b4 (__TEXT,__text) external _guarded_write_np
00007ff8006f27cc (__TEXT,__text) external _guarded_writev_np
00007ff80071cb40 (__TEXT,__cstring) non-external _hex
00007ff8006f4f7d (__TEXT,__text) external _host_check_multiuser_mode
00007ff8006f4f83 (__TEXT,__text) external _host_create_mach_voucher
00007ff8006f03c4 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800703964 (__TEXT,__text) external _host_default_memory_manager
00007ff8007050cb (__TEXT,__text) external _host_get_UNDServer
00007ff8006f4f66 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8007034ee (__TEXT,__text) external _host_get_boot_info
00007ff800703f3e (__TEXT,__text) external _host_get_clock_control
00007ff800705e91 (__TEXT,__text) external _host_get_clock_service
00007ff800704739 (__TEXT,__text) external _host_get_exception_ports
00007ff800705d6e (__TEXT,__text) external _host_get_io_main
00007ff8006f4fd7 (__TEXT,__text) external _host_get_io_master
00007ff8006f4f77 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff8007043fc (__TEXT,__text) external _host_get_special_port
00007ff80070561b (__TEXT,__text) external _host_info
00007ff800705803 (__TEXT,__text) external _host_kernel_version
00007ff8007068f5 (__TEXT,__text) external _host_lockgroup_info
00007ff8006f5334 (__TEXT,__text) external _host_page_size
00007ff80070377c (__TEXT,__text) external _host_priv_statistics
00007ff800705c11 (__TEXT,__text) external _host_processor_info
00007ff800704e95 (__TEXT,__text) external _host_processor_set_priv
00007ff800704d53 (__TEXT,__text) external _host_processor_sets
00007ff800703dfc (__TEXT,__text) external _host_processors
00007ff80070368d (__TEXT,__text) external _host_reboot
00007ff80070704d (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff8007071a7 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8007067f6 (__TEXT,__text) external _host_request_notification
00007ff800705386 (__TEXT,__text) external _host_security_create_task_token
00007ff800705506 (__TEXT,__text) external _host_security_set_task_token
00007ff8006f6523 (__TEXT,__text) external _host_self
00007ff8006f0274 (__TEXT,__text) external _host_self_trap
00007ff800704fce (__TEXT,__text) external _host_set_UNDServer
00007ff8007072f1 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800704635 (__TEXT,__text) external _host_set_exception_ports
00007ff8007075c0 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800704536 (__TEXT,__text) external _host_set_special_port
00007ff80070660e (__TEXT,__text) external _host_statistics
00007ff800706a42 (__TEXT,__text) external _host_statistics64
00007ff8007049b6 (__TEXT,__text) external _host_swap_exception_ports
00007ff800706111 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff8006f33cc (__TEXT,__text) external _i386_get_ldt
00007ff8006f33e0 (__TEXT,__text) external _i386_set_ldt
00007ff84008b9b0 (__DATA,__data) external _important_boost_assertion_token
00007ff84005cf30 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff8006f4d87 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff84008b9a0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff8006f4d0b (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff84008b998 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff8006f4c8f (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff84008b990 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8006faec0 (__TEXT,__text) external _ioctl
00007ff8006f27e4 (__TEXT,__text) external _issetugid
00007ff84008c0f0 (__DATA,__bss) non-external _kAccountingThreshold
00007ff8006f27fc (__TEXT,__text) external _kas_info
00007ff8006fe348 (__TEXT,__text) external _kdebug_is_enabled
00007ff8006fe4ed (__TEXT,__text) external _kdebug_signpost
00007ff8006fe590 (__TEXT,__text) external _kdebug_signpost_end
00007ff8006fe4f5 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8006fe584 (__TEXT,__text) external _kdebug_signpost_start
00007ff8006fe3a7 (__TEXT,__text) external _kdebug_timestamp
00007ff8006fe3e9 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8006fe403 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8006fe41d (__TEXT,__text) external _kdebug_trace
00007ff8006fe476 (__TEXT,__text) external _kdebug_trace_string
00007ff8006fe2e0 (__TEXT,__text) external _kdebug_typefilter
00007ff84008c118 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff8006fe394 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff8006f2814 (__TEXT,__text) external _kevent
00007ff8006f282c (__TEXT,__text) external _kevent64
00007ff8006f2844 (__TEXT,__text) external _kevent_id
00007ff8006f285c (__TEXT,__text) external _kevent_qos
00007ff8007051ee (__TEXT,__text) external _kext_request
00007ff8006fdece (__TEXT,__text) external _kill
00007ff800704297 (__TEXT,__text) external _kmod_control
00007ff80070407c (__TEXT,__text) external _kmod_create
00007ff8007041a8 (__TEXT,__text) external _kmod_destroy
00007ff800705fcf (__TEXT,__text) external _kmod_get_info
00007ff8007021c2 (__TEXT,__text) external _kpersona_alloc
00007ff80070221e (__TEXT,__text) external _kpersona_dealloc
00007ff80070230d (__TEXT,__text) external _kpersona_find
00007ff8007023a9 (__TEXT,__text) external _kpersona_find_by_type
00007ff80070224e (__TEXT,__text) external _kpersona_get
00007ff80070227b (__TEXT,__text) external _kpersona_getpath
00007ff8007022ab (__TEXT,__text) external _kpersona_info
00007ff8007021f0 (__TEXT,__text) external _kpersona_palloc
00007ff8007022dc (__TEXT,__text) external _kpersona_pidinfo
00007ff8006f2874 (__TEXT,__text) external _kqueue
00007ff8006f0ff4 (__TEXT,__text) external _lchown
00007ff8006f288c (__TEXT,__text) external _ledger
00007ff8006f28a4 (__TEXT,__text) external _link
00007ff8006f28bc (__TEXT,__text) external _linkat
00007ff8006f28d4 (__TEXT,__text) external _lio_listio
00007ff8006f100c (__TEXT,__text) external _listen
00007ff8006f28ec (__TEXT,__text) external _listxattr
00007ff80071052a (__TEXT,__text) external _lock_set_create
00007ff800710664 (__TEXT,__text) external _lock_set_destroy
00007ff8006f8b5f (__TEXT,__text) external _log_data_as_kernel
00007ff8006f103c (__TEXT,__text) external _lseek
00007ff8006f2904 (__TEXT,__text) external _lstat
00007ff8006f2904 (__TEXT,__text) external _lstat64
00007ff8006f0150 (__TEXT,__text) external _mach_absolute_time
00007ff8006f8119 (__TEXT,__text) external _mach_approximate_time
00007ff8006f81a1 (__TEXT,__text) external _mach_boottime_usec
00007ff8006f4c14 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8006f4bef (__TEXT,__text) external _mach_continuous_time
00007ff8006f52a7 (__TEXT,__text) external _mach_error
00007ff84008ba28 (__DATA,__common) external _mach_error_full_diag
00007ff8006f5290 (__TEXT,__text) external _mach_error_string
00007ff8006f512e (__TEXT,__text) non-external _mach_error_string_int
00007ff8006f4fdc (__TEXT,__text) external _mach_error_type
00007ff8007187ca (__TEXT,__text) external _mach_eventlink_associate
00007ff800718589 (__TEXT,__text) external _mach_eventlink_create
00007ff8007186e5 (__TEXT,__text) external _mach_eventlink_destroy
00007ff8007188da (__TEXT,__text) external _mach_eventlink_disassociate
00007ff8006f83cb (__TEXT,__text) external _mach_eventlink_signal
00007ff8006f840e (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff8006f83da (__TEXT,__text) external _mach_eventlink_wait_until
00007ff8006f0310 (__TEXT,__text) external _mach_generate_activity_id
00007ff8006faac0 (__TEXT,__text) external _mach_get_times
00007ff8006f68fc (__TEXT,__text) external _mach_host_self
00007ff8006f383f (__TEXT,__text) external _mach_host_special_port_description
00007ff84005b3c0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff8006f3881 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff84008b810 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff8006f5341 (__TEXT,__text) external _mach_init
00007ff84008c0e0 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff8006f535e (__TEXT,__text) non-external _mach_init_doit
00007ff80070c532 (__TEXT,__text) external _mach_make_memory_entry
00007ff800717b8c (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800718337 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800718486 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800718205 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8007073e0 (__TEXT,__text) external _mach_memory_info
00007ff800705ac3 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff8007064c0 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8006f560d (__TEXT,__text) external _mach_msg
00007ff8006f54d6 (__TEXT,__text) external _mach_msg2_internal
00007ff8006f0340 (__TEXT,__text) external _mach_msg2_trap
00007ff8006f58e5 (__TEXT,__text) external _mach_msg_destroy
00007ff8006f5a20 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff8006f5626 (__TEXT,__text) external _mach_msg_overwrite
00007ff8006f028c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff8006f60f6 (__TEXT,__text) external _mach_msg_priority_encode
00007ff8006f60ec (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff8006f6130 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff8006f613f (__TEXT,__text) external _mach_msg_priority_qos
00007ff8006f614e (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8006f58bd (__TEXT,__text) external _mach_msg_receive
00007ff8006f5896 (__TEXT,__text) external _mach_msg_send
00007ff8006f5d9b (__TEXT,__text) external _mach_msg_server
00007ff8006f5d57 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff8006f60da (__TEXT,__text) external _mach_msg_server_importance
00007ff8006f5ae4 (__TEXT,__text) external _mach_msg_server_once
00007ff8006f0280 (__TEXT,__text) external _mach_msg_trap
00007ff80070d22f (__TEXT,__text) external _mach_notify_dead_name
00007ff80070d183 (__TEXT,__text) external _mach_notify_no_senders
00007ff80070d0c2 (__TEXT,__text) external _mach_notify_port_deleted
00007ff80070d123 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff80070d1e4 (__TEXT,__text) external _mach_notify_send_once
00007ff8007014ad (__TEXT,__text) external _mach_port_allocate
00007ff8007016e1 (__TEXT,__text) external _mach_port_allocate_full
00007ff8007014a8 (__TEXT,__text) external _mach_port_allocate_name
00007ff8007016dc (__TEXT,__text) external _mach_port_allocate_qos
00007ff800701af5 (__TEXT,__text) external _mach_port_assert_attributes
00007ff8007019d2 (__TEXT,__text) external _mach_port_construct
00007ff8007014f4 (__TEXT,__text) external _mach_port_deallocate
00007ff8007014ef (__TEXT,__text) external _mach_port_destroy
00007ff800701776 (__TEXT,__text) external _mach_port_destruct
00007ff8007018e5 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800701958 (__TEXT,__text) external _mach_port_extract_member
00007ff800701664 (__TEXT,__text) external _mach_port_extract_right
00007ff80070166e (__TEXT,__text) external _mach_port_get_attributes
00007ff800701998 (__TEXT,__text) external _mach_port_get_context
00007ff80070151f (__TEXT,__text) external _mach_port_get_refs
00007ff800701af0 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800701571 (__TEXT,__text) external _mach_port_get_set_status
00007ff8007016eb (__TEXT,__text) external _mach_port_get_srights
00007ff800701a17 (__TEXT,__text) external _mach_port_guard
00007ff800701ae1 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800701918 (__TEXT,__text) external _mach_port_insert_member
00007ff800701621 (__TEXT,__text) external _mach_port_insert_right
00007ff800701aeb (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff8007018ea (__TEXT,__text) external _mach_port_kernel_object
00007ff8007019c8 (__TEXT,__text) external _mach_port_kobject
00007ff8007019cd (__TEXT,__text) external _mach_port_kobject_description
00007ff800701524 (__TEXT,__text) external _mach_port_mod_refs
00007ff800701576 (__TEXT,__text) external _mach_port_move_member
00007ff80070145c (__TEXT,__text) external _mach_port_names
00007ff800701567 (__TEXT,__text) external _mach_port_peek
00007ff8007014a3 (__TEXT,__text) external _mach_port_rename
00007ff8007015b6 (__TEXT,__text) external _mach_port_request_notification
00007ff8007016d7 (__TEXT,__text) external _mach_port_set_attributes
00007ff8007019c3 (__TEXT,__text) external _mach_port_set_context
00007ff80070156c (__TEXT,__text) external _mach_port_set_mscount
00007ff800701669 (__TEXT,__text) external _mach_port_set_seqno
00007ff8007016f5 (__TEXT,__text) external _mach_port_space_basic_info
00007ff8007016f0 (__TEXT,__text) external _mach_port_space_info
00007ff800701ae6 (__TEXT,__text) external _mach_port_swap_guard
00007ff800701461 (__TEXT,__text) external _mach_port_type
00007ff800701a5a (__TEXT,__text) external _mach_port_unguard
00007ff80070f39e (__TEXT,__text) external _mach_ports_lookup
00007ff80070f2a1 (__TEXT,__text) external _mach_ports_register
00007ff8006f0250 (__TEXT,__text) external _mach_reply_port
00007ff8006f6976 (__TEXT,__text) external _mach_right_recv_construct
00007ff8006f6a12 (__TEXT,__text) external _mach_right_recv_destruct
00007ff8006f6a73 (__TEXT,__text) external _mach_right_send_create
00007ff8006f6bc8 (__TEXT,__text) external _mach_right_send_once_consume
00007ff8006f6b7a (__TEXT,__text) external _mach_right_send_once_create
00007ff8006f6b01 (__TEXT,__text) external _mach_right_send_release
00007ff8006f6ab5 (__TEXT,__text) external _mach_right_send_retain
00007ff8007017fe (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff80070188f (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff8006f81af (__TEXT,__text) external _mach_task_is_self
00007ff8006f6901 (__TEXT,__text) external _mach_task_self
00007ff84008c0c8 (__DATA,__common) external _mach_task_self_
00007ff8006f3855 (__TEXT,__text) external _mach_task_special_port_description
00007ff84005b4d0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff8006f391b (__TEXT,__text) external _mach_task_special_port_for_id
00007ff84008b910 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff8006f6906 (__TEXT,__text) external _mach_thread_self
00007ff8006f386b (__TEXT,__text) external _mach_thread_special_port_description
00007ff84005b530 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff8006f392c (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff84008b970 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8006fe295 (__TEXT,__text) external _mach_timebase_info
00007ff84008c110 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff8006f0400 (__TEXT,__text) external _mach_timebase_info_trap
00007ff800701afa (__TEXT,__text) external _mach_vm_allocate
00007ff80070ba9d (__TEXT,__text) external _mach_vm_behavior_set
00007ff80070b79a (__TEXT,__text) external _mach_vm_copy
00007ff800701b81 (__TEXT,__text) external _mach_vm_deallocate
00007ff80070cc9a (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff80070cd82 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff80070ce6e (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff80070b2df (__TEXT,__text) external _mach_vm_inherit
00007ff80070bd0b (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800701c81 (__TEXT,__text) external _mach_vm_map
00007ff80070b9b1 (__TEXT,__text) external _mach_vm_msync
00007ff80070c7bc (__TEXT,__text) external _mach_vm_page_info
00007ff80070bfb0 (__TEXT,__text) external _mach_vm_page_query
00007ff80070c9c2 (__TEXT,__text) external _mach_vm_page_range_query
00007ff800701bee (__TEXT,__text) external _mach_vm_protect
00007ff8007020b4 (__TEXT,__text) external _mach_vm_purgable_control
00007ff80070cf5a (__TEXT,__text) external _mach_vm_range_create
00007ff800701e83 (__TEXT,__text) external _mach_vm_read
00007ff80070b51d (__TEXT,__text) external _mach_vm_read_list
00007ff80070b886 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff8006f6eda (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff8006f6ce9 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff8006f6df4 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff8006f6c49 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff8006f6ef1 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff8006f6ec9 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff80070c31e (__TEXT,__text) external _mach_vm_region
00007ff80070c0f9 (__TEXT,__text) external _mach_vm_region_recurse
00007ff800701d67 (__TEXT,__text) external _mach_vm_remap
00007ff800701df5 (__TEXT,__text) external _mach_vm_remap_new
00007ff800704c4d (__TEXT,__text) external _mach_vm_wire
00007ff80070b69c (__TEXT,__text) external _mach_vm_write
00007ff800718f59 (__TEXT,__text) external _mach_voucher_attr_command
00007ff8006f60df (__TEXT,__text) external _mach_voucher_deallocate
00007ff80071919e (__TEXT,__text) external _mach_voucher_debug_info
00007ff800718d7f (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff8007189c9 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800701a9c (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff8006f03d0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff8006f040c (__TEXT,__text) external _mach_wait_until
00007ff800706db2 (__TEXT,__text) external _mach_zone_force_gc
00007ff800707b52 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800707a03 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800706c2c (__TEXT,__text) external _mach_zone_info
00007ff80070781f (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8007076af (__TEXT,__text) external _mach_zone_info_for_zone
00007ff8006f0388 (__TEXT,__text) external _macx_backing_store_recovery
00007ff8006f037c (__TEXT,__text) external _macx_backing_store_suspend
00007ff8006f0358 (__TEXT,__text) external _macx_swapoff
00007ff8006f034c (__TEXT,__text) external _macx_swapon
00007ff8006f0370 (__TEXT,__text) external _macx_triggers
00007ff8006f291c (__TEXT,__text) external _madvise
00007ff84008c0e8 (__DATA,__bss) non-external _master_host_port
00007ff8006f340d (__TEXT,__text) non-external _memcpy
00007ff8006f2934 (__TEXT,__text) external _memorystatus_control
00007ff8006f294c (__TEXT,__text) external _memorystatus_get_level
00007ff8006f341b (__TEXT,__text) non-external _memset
00007ff8006f616b (__TEXT,__text) external _mig_allocate
00007ff8006f6335 (__TEXT,__text) external _mig_dealloc_reply_port
