00007ffb043a35c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb043a09af (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffb043a09d1 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffb0439f88e (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffb0439f850 (__TEXT,__text) external _glGetProgramPipelineiv
00007ffb0439f429 (__TEXT,__text) external _glGetProgramStageiv
00007ffb043a0a17 (__TEXT,__text) external _glGetProgramStringARB
00007ffb0439da04 (__TEXT,__text) external _glGetProgramiv
00007ffb043a0a39 (__TEXT,__text) external _glGetProgramivARB
00007ffb0439f5ae (__TEXT,__text) external _glGetQueryIndexediv
00007ffb0439eef1 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffb043a2df0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffb0439cebc (__TEXT,__text) external _glGetQueryObjectiv
00007ffb043a1487 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffb0439ef13 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffb043a2e12 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffb0439cede (__TEXT,__text) external _glGetQueryObjectuiv
00007ffb043a14a9 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffb0439ce9a (__TEXT,__text) external _glGetQueryiv
00007ffb043a1465 (__TEXT,__text) external _glGetQueryivARB
00007ffb0439ddce (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffb043a23de (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffb0439ee8f (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffb0439eeb1 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffb0439ee6d (__TEXT,__text) external _glGetSamplerParameterfv
00007ffb0439ee4b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffb0439c0bf (__TEXT,__text) external _glGetSeparableFilter
00007ffb0439da4b (__TEXT,__text) external _glGetShaderInfoLog
00007ffb0439f6b2 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffb0439db34 (__TEXT,__text) external _glGetShaderSource
00007ffb043a1b18 (__TEXT,__text) external _glGetShaderSourceARB
00007ffb0439d9e2 (__TEXT,__text) external _glGetShaderiv
00007ffb0439a240 (__TEXT,__text) external _glGetString
00007ffb0439e828 (__TEXT,__text) external _glGetStringi
00007ffb0439f334 (__TEXT,__text) external _glGetSubroutineIndex
00007ffb0439f312 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffb0439eb91 (__TEXT,__text) external _glGetSynciv
00007ffb0439a25c (__TEXT,__text) external _glGetTexEnvfv
00007ffb0439a27e (__TEXT,__text) external _glGetTexEnviv
00007ffb0439a2a0 (__TEXT,__text) external _glGetTexGendv
00007ffb0439a2c2 (__TEXT,__text) external _glGetTexGenfv
00007ffb0439a2e4 (__TEXT,__text) external _glGetTexGeniv
00007ffb0439a306 (__TEXT,__text) external _glGetTexImage
00007ffb0439a32d (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffb0439a351 (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffb0439e75d (__TEXT,__text) external _glGetTexParameterIiv
00007ffb043a2d0f (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffb0439e77f (__TEXT,__text) external _glGetTexParameterIuiv
00007ffb043a2d31 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffb043a2ffe (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffb0439a375 (__TEXT,__text) external _glGetTexParameterfv
00007ffb0439a397 (__TEXT,__text) external _glGetTexParameteriv
00007ffb0439e22e (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffb043a274a (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffb0439e8e2 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffb043a27df (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffb0439e86e (__TEXT,__text) external _glGetUniformIndices
00007ffb0439da95 (__TEXT,__text) external _glGetUniformLocation
00007ffb043a1a81 (__TEXT,__text) external _glGetUniformLocationARB
00007ffb043a27fd (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffb0439f407 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffb0439f2f0 (__TEXT,__text) external _glGetUniformdv
00007ffb0439daea (__TEXT,__text) external _glGetUniformfv
00007ffb043a1ad2 (__TEXT,__text) external _glGetUniformfvARB
00007ffb0439db0f (__TEXT,__text) external _glGetUniformiv
00007ffb043a1af5 (__TEXT,__text) external _glGetUniformivARB
00007ffb0439e5a4 (__TEXT,__text) external _glGetUniformuiv
00007ffb043a2c20 (__TEXT,__text) external _glGetUniformuivEXT
00007ffb0439e2d8 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffb043a2aca (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffb0439e2fa (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffb043a2aec (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffb043a00f4 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffb0439d5b3 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffb043a0801 (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffb0439d54d (__TEXT,__text) external _glGetVertexAttribdv
00007ffb043a079b (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffb0439d56f (__TEXT,__text) external _glGetVertexAttribfv
00007ffb043a07bd (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffb0439d591 (__TEXT,__text) external _glGetVertexAttribiv
00007ffb043a07df (__TEXT,__text) external _glGetVertexAttribivARB
00007ffb0439a3b9 (__TEXT,__text) external _glHint
00007ffb0439c206 (__TEXT,__text) external _glHistogram
00007ffb0439a3d7 (__TEXT,__text) external _glIndexMask
00007ffb0439a3f3 (__TEXT,__text) external _glIndexPointer
00007ffb0439a415 (__TEXT,__text) external _glIndexd
00007ffb0439a42f (__TEXT,__text) external _glIndexdv
00007ffb0439a44c (__TEXT,__text) external _glIndexf
00007ffb0439a466 (__TEXT,__text) external _glIndexfv
00007ffb0439a483 (__TEXT,__text) external _glIndexi
00007ffb0439a49f (__TEXT,__text) external _glIndexiv
00007ffb0439a4bc (__TEXT,__text) external _glIndexs
00007ffb0439a4d8 (__TEXT,__text) external _glIndexsv
00007ffb0439a4f5 (__TEXT,__text) external _glIndexub
00007ffb0439a511 (__TEXT,__text) external _glIndexubv
00007ffb0439a52e (__TEXT,__text) external _glInitNames
00007ffb043a2e7f (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffb0439a545 (__TEXT,__text) external _glInterleavedArrays
00007ffb0439cf5c (__TEXT,__text) external _glIsBuffer
00007ffb043a1527 (__TEXT,__text) external _glIsBufferARB
00007ffb0439a567 (__TEXT,__text) external _glIsEnabled
00007ffb043a2db6 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffb0439e170 (__TEXT,__text) external _glIsEnabledi
00007ffb043a307a (__TEXT,__text) external _glIsFenceAPPLE
00007ffb0439ddf0 (__TEXT,__text) external _glIsFramebuffer
00007ffb043a2400 (__TEXT,__text) external _glIsFramebufferEXT
00007ffb0439a583 (__TEXT,__text) external _glIsList
00007ffb043a1d65 (__TEXT,__text) external _glIsNamedStringARB
00007ffb0439d9c6 (__TEXT,__text) external _glIsProgram
00007ffb043a02b9 (__TEXT,__text) external _glIsProgramARB
00007ffb0439f834 (__TEXT,__text) external _glIsProgramPipeline
00007ffb0439ce44 (__TEXT,__text) external _glIsQuery
00007ffb043a140f (__TEXT,__text) external _glIsQueryARB
00007ffb0439dd32 (__TEXT,__text) external _glIsRenderbuffer
00007ffb043a2342 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffb0439ed4a (__TEXT,__text) external _glIsSampler
00007ffb0439d9aa (__TEXT,__text) external _glIsShader
00007ffb0439eaf2 (__TEXT,__text) external _glIsSync
00007ffb0439a59f (__TEXT,__text) external _glIsTexture
00007ffb0439f4e6 (__TEXT,__text) external _glIsTransformFeedback
00007ffb0439e0ad (__TEXT,__text) external _glIsVertexArray
00007ffb043a31c0 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffb043a2f10 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffb043a2e34 (__TEXT,__text) external _glLabelObjectEXT
00007ffb043a33c8 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffb0439a5bb (__TEXT,__text) external _glLightModelf
00007ffb0439a5d7 (__TEXT,__text) external _glLightModelfv
00007ffb0439a5f6 (__TEXT,__text) external _glLightModeli
00007ffb0439a614 (__TEXT,__text) external _glLightModeliv
00007ffb0439a633 (__TEXT,__text) external _glLightf
00007ffb0439a651 (__TEXT,__text) external _glLightfv
00007ffb0439a673 (__TEXT,__text) external _glLighti
00007ffb0439a694 (__TEXT,__text) external _glLightiv
00007ffb0439a6b6 (__TEXT,__text) external _glLineStipple
00007ffb0439a6d4 (__TEXT,__text) external _glLineWidth
00007ffb0439d6b8 (__TEXT,__text) external _glLinkProgram
00007ffb043a1722 (__TEXT,__text) external _glLinkProgramARB
00007ffb0439a6ee (__TEXT,__text) external _glListBase
00007ffb0439a70a (__TEXT,__text) external _glLoadIdentity
00007ffb0439a721 (__TEXT,__text) external _glLoadMatrixd
00007ffb0439a73e (__TEXT,__text) external _glLoadMatrixf
00007ffb0439a75b (__TEXT,__text) external _glLoadName
00007ffb0439c69f (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffb043a0faf (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffb0439c6bc (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffb043a0fcc (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffb043a1e77 (__TEXT,__text) external _glLockArraysEXT
00007ffb0439a777 (__TEXT,__text) external _glLogicOp
00007ffb0439a793 (__TEXT,__text) external _glMap1d
00007ffb0439a7b7 (__TEXT,__text) external _glMap1f
00007ffb0439a7db (__TEXT,__text) external _glMap2d
00007ffb0439a80f (__TEXT,__text) external _glMap2f
00007ffb0439cfea (__TEXT,__text) external _glMapBuffer
00007ffb043a15b5 (__TEXT,__text) external _glMapBufferARB
00007ffb0439e00a (__TEXT,__text) external _glMapBufferRange
00007ffb0439a843 (__TEXT,__text) external _glMapGrid1d
00007ffb0439a85f (__TEXT,__text) external _glMapGrid1f
00007ffb0439a87b (__TEXT,__text) external _glMapGrid2d
00007ffb0439a899 (__TEXT,__text) external _glMapGrid2f
00007ffb043a2f2e (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffb043a2f55 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffb043a2f7c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffb043a2fac (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffb0439a8b7 (__TEXT,__text) external _glMaterialf
00007ffb0439a8d5 (__TEXT,__text) external _glMaterialfv
00007ffb0439a8f7 (__TEXT,__text) external _glMateriali
00007ffb0439a918 (__TEXT,__text) external _glMaterialiv
00007ffb0439a93a (__TEXT,__text) external _glMatrixMode
00007ffb0439f5d2 (__TEXT,__text) external _glMinSampleShading
00007ffb043a1c58 (__TEXT,__text) external _glMinSampleShadingARB
00007ffb0439c22a (__TEXT,__text) external _glMinmax
00007ffb0439a956 (__TEXT,__text) external _glMultMatrixd
00007ffb0439a973 (__TEXT,__text) external _glMultMatrixf
00007ffb0439c6d9 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffb043a0fe9 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffb0439c6f6 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffb043a1006 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffb0439cbea (__TEXT,__text) external _glMultiDrawArrays
00007ffb043a22a0 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffb043a3243 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffb0439cc10 (__TEXT,__text) external _glMultiDrawElements
00007ffb0439ea83 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffb043a22c6 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffb043a33e9 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffb043a3411 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffb043a3269 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffb0439c2bb (__TEXT,__text) external _glMultiTexCoord1d
00007ffb043a0bcb (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffb0439c2d7 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffb043a0be7 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffb0439c2f6 (__TEXT,__text) external _glMultiTexCoord1f
00007ffb043a0c06 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffb0439c312 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffb043a0c22 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffb0439c331 (__TEXT,__text) external _glMultiTexCoord1i
00007ffb043a0c41 (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffb0439c34f (__TEXT,__text) external _glMultiTexCoord1iv
00007ffb043a0c5f (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffb0439c36e (__TEXT,__text) external _glMultiTexCoord1s
00007ffb043a0c7e (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffb0439c38c (__TEXT,__text) external _glMultiTexCoord1sv
00007ffb043a0c9c (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffb0439c3ab (__TEXT,__text) external _glMultiTexCoord2d
00007ffb043a0cbb (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffb0439c3c7 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffb043a0cd7 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffb0439c3e6 (__TEXT,__text) external _glMultiTexCoord2f
00007ffb043a0cf6 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffb0439c402 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffb043a0d12 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffb0439c421 (__TEXT,__text) external _glMultiTexCoord2i
00007ffb043a0d31 (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffb0439c442 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffb043a0d52 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffb0439c461 (__TEXT,__text) external _glMultiTexCoord2s
00007ffb043a0d71 (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffb0439c482 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffb043a0d92 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffb0439c4a1 (__TEXT,__text) external _glMultiTexCoord3d
00007ffb043a0db1 (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffb0439c4bd (__TEXT,__text) external _glMultiTexCoord3dv
00007ffb043a0dcd (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffb0439c4dc (__TEXT,__text) external _glMultiTexCoord3f
00007ffb043a0dec (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffb0439c4f8 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffb043a0e08 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffb0439c517 (__TEXT,__text) external _glMultiTexCoord3i
00007ffb043a0e27 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffb0439c53b (__TEXT,__text) external _glMultiTexCoord3iv
00007ffb043a0e4b (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffb0439c55a (__TEXT,__text) external _glMultiTexCoord3s
00007ffb043a0e6a (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffb0439c57e (__TEXT,__text) external _glMultiTexCoord3sv
00007ffb043a0e8e (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffb0439c59d (__TEXT,__text) external _glMultiTexCoord4d
00007ffb043a0ead (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffb0439c5b9 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffb043a0ec9 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffb0439c5d8 (__TEXT,__text) external _glMultiTexCoord4f
00007ffb043a0ee8 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffb0439c5f4 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffb043a0f04 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffb0439c613 (__TEXT,__text) external _glMultiTexCoord4i
00007ffb043a0f23 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffb0439c63a (__TEXT,__text) external _glMultiTexCoord4iv
00007ffb043a0f4a (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffb0439c659 (__TEXT,__text) external _glMultiTexCoord4s
00007ffb043a0f69 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffb0439c680 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffb043a0f90 (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffb043a1cf9 (__TEXT,__text) external _glNamedStringARB
00007ffb0439a990 (__TEXT,__text) external _glNewList
00007ffb0439a9ae (__TEXT,__text) external _glNormal3b
00007ffb0439a9cf (__TEXT,__text) external _glNormal3bv
00007ffb0439a9ec (__TEXT,__text) external _glNormal3d
00007ffb0439aa06 (__TEXT,__text) external _glNormal3dv
00007ffb0439aa23 (__TEXT,__text) external _glNormal3f
00007ffb0439aa3d (__TEXT,__text) external _glNormal3fv
00007ffb0439aa5a (__TEXT,__text) external _glNormal3i
00007ffb0439aa7b (__TEXT,__text) external _glNormal3iv
00007ffb0439aa98 (__TEXT,__text) external _glNormal3s
00007ffb0439aab9 (__TEXT,__text) external _glNormal3sv
00007ffb0439aad6 (__TEXT,__text) external _glNormalPointer
00007ffb043a3326 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffb043a3347 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffb0439aaf8 (__TEXT,__text) external _glOrtho
00007ffb043a34a5 (__TEXT,__text) external _glPNTrianglesfATI
00007ffb043a34b1 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffb043a349f (__TEXT,__text) external _glPNTrianglesiATI
00007ffb043a34ab (__TEXT,__text) external _glPNTrianglesiATIX
00007ffb0439ab12 (__TEXT,__text) external _glPassThrough
00007ffb0439f46b (__TEXT,__text) external _glPatchParameterfv
00007ffb0439f44d (__TEXT,__text) external _glPatchParameteri
00007ffb0439f502 (__TEXT,__text) external _glPauseTransformFeedback
00007ffb0439ab2c (__TEXT,__text) external _glPixelMapfv
00007ffb0439ab4e (__TEXT,__text) external _glPixelMapuiv
00007ffb0439ab70 (__TEXT,__text) external _glPixelMapusv
00007ffb0439ab92 (__TEXT,__text) external _glPixelStoref
00007ffb0439abae (__TEXT,__text) external _glPixelStorei
00007ffb0439abcc (__TEXT,__text) external _glPixelTransferf
00007ffb0439abe8 (__TEXT,__text) external _glPixelTransferi
00007ffb0439ac06 (__TEXT,__text) external _glPixelZoom
00007ffb0439cb4e (__TEXT,__text) external _glPointParameterf
00007ffb043a11c8 (__TEXT,__text) external _glPointParameterfARB
00007ffb0439cb6a (__TEXT,__text) external _glPointParameterfv
00007ffb043a11e4 (__TEXT,__text) external _glPointParameterfvARB
00007ffb0439cb89 (__TEXT,__text) external _glPointParameteri
00007ffb043a34ec (__TEXT,__text) external _glPointParameteriNV
00007ffb0439cba7 (__TEXT,__text) external _glPointParameteriv
00007ffb043a350a (__TEXT,__text) external _glPointParameterivNV
00007ffb0439ac20 (__TEXT,__text) external _glPointSize
00007ffb043a338c (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffb0439ac3a (__TEXT,__text) external _glPolygonMode
00007ffb0439ac58 (__TEXT,__text) external _glPolygonOffset
00007ffb0439ac72 (__TEXT,__text) external _glPolygonStipple
00007ffb0439ac8f (__TEXT,__text) external _glPopAttrib
00007ffb0439aca6 (__TEXT,__text) external _glPopClientAttrib
00007ffb043a2ebd (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffb0439acbd (__TEXT,__text) external _glPopMatrix
00007ffb0439acd4 (__TEXT,__text) external _glPopName
00007ffb0439e9d9 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffb0439aceb (__TEXT,__text) external _glPrioritizeTextures
00007ffb0439f733 (__TEXT,__text) external _glProgramBinary
00007ffb043a0823 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffb043a0841 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffb043a0863 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffb043a0881 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffb043a0923 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffb043a08a3 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffb043a08c1 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffb043a08e3 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffb043a0901 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffb043a0947 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffb0439f758 (__TEXT,__text) external _glProgramParameteri
00007ffb043a25f3 (__TEXT,__text) external _glProgramParameteriEXT
00007ffb043a09f3 (__TEXT,__text) external _glProgramStringARB
00007ffb0439fd7a (__TEXT,__text) external _glProgramUniform1d
00007ffb0439fdf2 (__TEXT,__text) external _glProgramUniform1dv
00007ffb0439f953 (__TEXT,__text) external _glProgramUniform1f
00007ffb0439fa5b (__TEXT,__text) external _glProgramUniform1fv
00007ffb0439f8b3 (__TEXT,__text) external _glProgramUniform1i
00007ffb0439f9cb (__TEXT,__text) external _glProgramUniform1iv
00007ffb0439fb60 (__TEXT,__text) external _glProgramUniform1ui
00007ffb0439fc00 (__TEXT,__text) external _glProgramUniform1uiv
00007ffb0439fd98 (__TEXT,__text) external _glProgramUniform2d
00007ffb0439fe16 (__TEXT,__text) external _glProgramUniform2dv
00007ffb0439f971 (__TEXT,__text) external _glProgramUniform2f
00007ffb0439fa7f (__TEXT,__text) external _glProgramUniform2fv
00007ffb0439f8d4 (__TEXT,__text) external _glProgramUniform2i
00007ffb0439f9ef (__TEXT,__text) external _glProgramUniform2iv
00007ffb0439fb81 (__TEXT,__text) external _glProgramUniform2ui
00007ffb0439fc24 (__TEXT,__text) external _glProgramUniform2uiv
00007ffb0439fdb6 (__TEXT,__text) external _glProgramUniform3d
00007ffb0439fe3a (__TEXT,__text) external _glProgramUniform3dv
00007ffb0439f98f (__TEXT,__text) external _glProgramUniform3f
00007ffb0439faa3 (__TEXT,__text) external _glProgramUniform3fv
00007ffb0439f8f8 (__TEXT,__text) external _glProgramUniform3i
00007ffb0439fa13 (__TEXT,__text) external _glProgramUniform3iv
00007ffb0439fba5 (__TEXT,__text) external _glProgramUniform3ui
00007ffb0439fc48 (__TEXT,__text) external _glProgramUniform3uiv
00007ffb0439fdd4 (__TEXT,__text) external _glProgramUniform4d
00007ffb0439fe5e (__TEXT,__text) external _glProgramUniform4dv
00007ffb0439f9ad (__TEXT,__text) external _glProgramUniform4f
00007ffb0439fac7 (__TEXT,__text) external _glProgramUniform4fv
00007ffb0439f91f (__TEXT,__text) external _glProgramUniform4i
00007ffb0439fa37 (__TEXT,__text) external _glProgramUniform4iv
00007ffb0439fbcc (__TEXT,__text) external _glProgramUniform4ui
00007ffb0439fc6c (__TEXT,__text) external _glProgramUniform4uiv
00007ffb0439fe82 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffb0439faeb (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffb0439fef7 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffb0439fc90 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffb0439ff45 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffb0439fcde (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffb0439fea9 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffb0439fb12 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffb0439ff1e (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffb0439fcb7 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffb0439ff93 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffb0439fd2c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffb0439fed0 (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffb0439fb39 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffb0439ff6c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffb0439fd05 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffb0439ffba (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffb0439fd53 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffb0439eab8 (__TEXT,__text) external _glProvokingVertex
00007ffb043a2dd4 (__TEXT,__text) external _glProvokingVertexEXT
00007ffb0439ad0e (__TEXT,__text) external _glPushAttrib
00007ffb0439ad2a (__TEXT,__text) external _glPushClientAttrib
00007ffb043a2e9e (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffb0439ad46 (__TEXT,__text) external _glPushMatrix
00007ffb0439ad5d (__TEXT,__text) external _glPushName
00007ffb0439eed3 (__TEXT,__text) external _glQueryCounter
00007ffb0439ad79 (__TEXT,__text) external _glRasterPos2d
00007ffb0439ad93 (__TEXT,__text) external _glRasterPos2dv
00007ffb0439adb0 (__TEXT,__text) external _glRasterPos2f
00007ffb0439adca (__TEXT,__text) external _glRasterPos2fv
00007ffb0439ade7 (__TEXT,__text) external _glRasterPos2i
00007ffb0439ae05 (__TEXT,__text) external _glRasterPos2iv
00007ffb0439ae22 (__TEXT,__text) external _glRasterPos2s
00007ffb0439ae40 (__TEXT,__text) external _glRasterPos2sv
00007ffb0439ae5d (__TEXT,__text) external _glRasterPos3d
00007ffb0439ae77 (__TEXT,__text) external _glRasterPos3dv
00007ffb0439ae94 (__TEXT,__text) external _glRasterPos3f
00007ffb0439aeae (__TEXT,__text) external _glRasterPos3fv
00007ffb0439aecb (__TEXT,__text) external _glRasterPos3i
00007ffb0439aeec (__TEXT,__text) external _glRasterPos3iv
00007ffb0439af09 (__TEXT,__text) external _glRasterPos3s
00007ffb0439af2a (__TEXT,__text) external _glRasterPos3sv
00007ffb0439af47 (__TEXT,__text) external _glRasterPos4d
00007ffb0439af61 (__TEXT,__text) external _glRasterPos4dv
00007ffb0439af7e (__TEXT,__text) external _glRasterPos4f
00007ffb0439af98 (__TEXT,__text) external _glRasterPos4fv
00007ffb0439afb5 (__TEXT,__text) external _glRasterPos4i
00007ffb0439afd9 (__TEXT,__text) external _glRasterPos4iv
00007ffb0439aff6 (__TEXT,__text) external _glRasterPos4s
00007ffb0439b01a (__TEXT,__text) external _glRasterPos4sv
00007ffb0439b037 (__TEXT,__text) external _glReadBuffer
00007ffb0439b053 (__TEXT,__text) external _glReadPixels
00007ffb0439b083 (__TEXT,__text) external _glRectd
00007ffb0439b09d (__TEXT,__text) external _glRectdv
00007ffb0439b0bd (__TEXT,__text) external _glRectf
00007ffb0439b0d7 (__TEXT,__text) external _glRectfv
00007ffb0439b0f7 (__TEXT,__text) external _glRecti
00007ffb0439b11b (__TEXT,__text) external _glRectiv
00007ffb0439b13b (__TEXT,__text) external _glRects
00007ffb0439b15f (__TEXT,__text) external _glRectsv
00007ffb0439f673 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffb0439b17f (__TEXT,__text) external _glRenderMode
00007ffb0439ddaa (__TEXT,__text) external _glRenderbufferStorage
00007ffb043a23ba (__TEXT,__text) external _glRenderbufferStorageEXT
