00007ff8400b8e00 (__DATA,__data) external _NDR_record
00007ff800bc6004 (__TEXT,__text) external _close
00007ff800bc49c0 (__TEXT,__text) external _close$NOCANCEL
00007ff800bd2660 (__TEXT,__text) external _coalition_create
00007ff800bd26dd (__TEXT,__text) external _coalition_info_debug_info
00007ff800bd26b1 (__TEXT,__text) external _coalition_info_resource_usage
00007ff800bd2735 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff800bd2709 (__TEXT,__text) external _coalition_info_set_name
00007ff800bd2769 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800bc601c (__TEXT,__text) external _coalition_policy_get
00007ff800bc6034 (__TEXT,__text) external _coalition_policy_set
00007ff800bd2690 (__TEXT,__text) external _coalition_reap
00007ff800bd266f (__TEXT,__text) external _coalition_terminate
00007ff800bc4a20 (__TEXT,__text) external _connect
00007ff800bc4a38 (__TEXT,__text) external _connect$NOCANCEL
00007ff800bc604c (__TEXT,__text) external _connectx
00007ff800bc6064 (__TEXT,__text) external _csops
00007ff800bc607c (__TEXT,__text) external _csops_audittoken
00007ff800bd2837 (__TEXT,__text) external _csr_check
00007ff800bd2857 (__TEXT,__text) external _csr_get_active_config
00007ff800bc4304 (__TEXT,__text) external _debug_control_port_for_pid
00007ff800bd2a11 (__TEXT,__text) external _debug_syscall_reject
00007ff800bd2925 (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400b8df8 (__DATA,__data) external _denap_boost_assertion_token
00007ff800bc6094 (__TEXT,__text) external _disconnectx
00007ff800bc8f02 (__TEXT,__text) non-external _do_compat
00007ff800bc60ac (__TEXT,__text) external _dup
00007ff800bc60c4 (__TEXT,__text) external _dup2
00007ff840078230 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff8400780c0 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff840078430 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff840078100 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff840078200 (__DATA_CONST,__const) non-external _err_codes_io
00007ff840077ca0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff840078400 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840078810 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840078780 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff8400786c0 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff8400783d0 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840078680 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff840078120 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff8400780a0 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840078170 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff840078630 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff8400785d0 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840078340 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840078140 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff840078138 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840077e70 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840078280 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840078470 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840078560 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840077ba0 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840077c20 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff840077880 (__DATA_CONST,__const) non-external _err_os_sub
00007ff840077920 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800bedf10 (__TEXT,__const) non-external _err_us_sub
00007ff8400b8ee0 (__DATA,__common) external _errno
00007ff800bea4b5 (__TEXT,__text) external _etap_trace_thread
00007ff800bd7cb7 (__TEXT,__text) external _exc_server
00007ff800bd79ae (__TEXT,__text) external _exc_server_routine
00007ff800bd73ad (__TEXT,__text) external _exception_raise
00007ff800bd74f7 (__TEXT,__text) external _exception_raise_state
00007ff800bd774a (__TEXT,__text) external _exception_raise_state_identity
00007ff800bc60dc (__TEXT,__text) external _exchangedata
00007ff800bc95b8 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff800bc958f (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800bc9565 (__TEXT,__text) external _exclaves_boot
00007ff800bc920a (__TEXT,__text) external _exclaves_endpoint_call
00007ff800bc92f3 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff800bc92c7 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800bc9479 (__TEXT,__text) external _exclaves_launch_conclave
00007ff800bc94b2 (__TEXT,__text) external _exclaves_lookup_service
00007ff800bc941b (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800bc944a (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff800bc9321 (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800bc9696 (__TEXT,__text) external _exclaves_notification_create
00007ff800bc9299 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800bc926d (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff800bc95e6 (__TEXT,__text) external _exclaves_sensor_create
00007ff800bc9612 (__TEXT,__text) external _exclaves_sensor_start
00007ff800bc966a (__TEXT,__text) external _exclaves_sensor_status
00007ff800bc963e (__TEXT,__text) external _exclaves_sensor_stop
00007ff800bcedd5 (__TEXT,__text) external _execve
00007ff800bc60f4 (__TEXT,__text) external _faccessat
00007ff800bc610c (__TEXT,__text) external _fchdir
00007ff800bc6124 (__TEXT,__text) external _fchflags
00007ff800bcd19c (__TEXT,__text) external _fchmod
00007ff800bc613c (__TEXT,__text) external _fchmodat
00007ff800bc6154 (__TEXT,__text) external _fchown
00007ff800bc616c (__TEXT,__text) external _fchownat
00007ff800bc6184 (__TEXT,__text) external _fclonefileat
00007ff800bcf3ad (__TEXT,__text) external _fcntl
00007ff800bcf015 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800bc619c (__TEXT,__text) external _fdatasync
00007ff800bc61b4 (__TEXT,__text) external _ffsctl
00007ff800bc61cc (__TEXT,__text) external _fgetattrlist
00007ff800bc61e4 (__TEXT,__text) external _fgetxattr
00007ff800bc61fc (__TEXT,__text) external _fhopen
00007ff800bc6214 (__TEXT,__text) external _fileport_makefd
00007ff800bc622c (__TEXT,__text) external _fileport_makeport
00007ff800bc6244 (__TEXT,__text) external _flistxattr
00007ff800bc625c (__TEXT,__text) external _flock
00007ff800bc6274 (__TEXT,__text) external _fmount
00007ff800bc628c (__TEXT,__text) external _fpathconf
00007ff800bc8ce1 (__TEXT,__text) non-external _fprintf_stderr
00007ff800bc62a4 (__TEXT,__text) external _freadlink
00007ff800bc62bc (__TEXT,__text) external _fremovexattr
00007ff800bd2869 (__TEXT,__text) external _fs_snapshot_create
00007ff800bd28b3 (__TEXT,__text) external _fs_snapshot_delete
00007ff800bd2880 (__TEXT,__text) external _fs_snapshot_list
00007ff800bd2910 (__TEXT,__text) external _fs_snapshot_mount
00007ff800bd28ca (__TEXT,__text) external _fs_snapshot_rename
00007ff800bd28e2 (__TEXT,__text) external _fs_snapshot_revert
00007ff800bd28f9 (__TEXT,__text) external _fs_snapshot_root
00007ff800bc62d4 (__TEXT,__text) external _fsctl
00007ff800bc62ec (__TEXT,__text) external _fsetattrlist
00007ff800bc6304 (__TEXT,__text) external _fsetxattr
00007ff800bc631c (__TEXT,__text) external _fsgetpath
00007ff800bc6334 (__TEXT,__text) external _fsgetpath_ext
00007ff800bc634c (__TEXT,__text) external _fstat
00007ff800bc634c (__TEXT,__text) external _fstat64
00007ff800bc6364 (__TEXT,__text) external _fstatat
00007ff800bc6364 (__TEXT,__text) external _fstatat64
00007ff800bc637c (__TEXT,__text) external _fstatfs
00007ff800bc637c (__TEXT,__text) external _fstatfs64
00007ff800bc6394 (__TEXT,__text) external _fsync
00007ff800bc4c08 (__TEXT,__text) external _fsync$NOCANCEL
00007ff800bc63ac (__TEXT,__text) external _ftruncate
00007ff800bcca73 (__TEXT,__text) external _futimens
00007ff800bc63c4 (__TEXT,__text) external _futimes
00007ff8400b8e08 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff800bc4c20 (__TEXT,__text) external _getattrlist
00007ff800bc63dc (__TEXT,__text) external _getattrlistat
00007ff800bc63f4 (__TEXT,__text) external _getattrlistbulk
00007ff800bd6951 (__TEXT,__text) external _getaudit
00007ff800bc640c (__TEXT,__text) external _getaudit_addr
00007ff800bc6424 (__TEXT,__text) external _getauid
00007ff800bc643c (__TEXT,__text) external _getdirentries
00007ff800bc6454 (__TEXT,__text) external _getdirentriesattr
00007ff800bc646c (__TEXT,__text) external _getdtablesize
00007ff800bc6484 (__TEXT,__text) external _getegid
00007ff800bc649c (__TEXT,__text) external _getentropy
00007ff800bc64b4 (__TEXT,__text) external _geteuid
00007ff800bc64cc (__TEXT,__text) external _getfh
00007ff800bc64e4 (__TEXT,__text) external _getfsstat
00007ff800bc64e4 (__TEXT,__text) external _getfsstat64
00007ff800bc64fc (__TEXT,__text) external _getgid
00007ff800bc6514 (__TEXT,__text) external _getgroups
00007ff800bcc678 (__TEXT,__text) external _gethostuuid
00007ff800bca9be (__TEXT,__text) external _getiopolicy_np
00007ff800bc652c (__TEXT,__text) external _getitimer
00007ff800bc4c80 (__TEXT,__text) external _getpeername
00007ff800bc6544 (__TEXT,__text) external _getpgid
00007ff800bc655c (__TEXT,__text) external _getpgrp
00007ff800bc4c98 (__TEXT,__text) external _getpid
00007ff800bc6574 (__TEXT,__text) external _getppid
00007ff800bc658c (__TEXT,__text) external _getpriority
00007ff800bcf5b8 (__TEXT,__text) external _getrlimit
00007ff800bc65a4 (__TEXT,__text) external _getrusage
00007ff800bc4ce4 (__TEXT,__text) external _getsgroups_np
00007ff800bc65bc (__TEXT,__text) external _getsid
00007ff800bc4cfc (__TEXT,__text) external _getsockname
00007ff800bc65d4 (__TEXT,__text) external _getsockopt
00007ff800bc65ec (__TEXT,__text) external _getuid
00007ff800bc4d6c (__TEXT,__text) external _getwgroups_np
00007ff800bc6604 (__TEXT,__text) external _getxattr
00007ff800bc661c (__TEXT,__text) external _grab_pgo_data
00007ff800bc6634 (__TEXT,__text) external _graftdmg
00007ff800bc664c (__TEXT,__text) external _guarded_close_np
00007ff800bc6664 (__TEXT,__text) external _guarded_kqueue_np
00007ff800bc8da1 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800bd6c85 (__TEXT,__text) external _guarded_open_np
00007ff800bc667c (__TEXT,__text) external _guarded_pwrite_np
00007ff800bc6694 (__TEXT,__text) external _guarded_write_np
00007ff800bc66ac (__TEXT,__text) external _guarded_writev_np
00007ff800bf1550 (__TEXT,__cstring) non-external _hex
00007ff800bc8e5b (__TEXT,__text) external _host_check_multiuser_mode
00007ff800bc8e61 (__TEXT,__text) external _host_create_mach_voucher
00007ff800bc4274 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800bd8197 (__TEXT,__text) external _host_default_memory_manager
00007ff800bd98bd (__TEXT,__text) external _host_get_UNDServer
00007ff800bc8e44 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800bd7d26 (__TEXT,__text) external _host_get_boot_info
00007ff800bd8761 (__TEXT,__text) external _host_get_clock_control
00007ff800bda663 (__TEXT,__text) external _host_get_clock_service
00007ff800bd8f3e (__TEXT,__text) external _host_get_exception_ports
00007ff800bda541 (__TEXT,__text) external _host_get_io_main
00007ff800bc8ead (__TEXT,__text) external _host_get_io_master
00007ff800bc8e55 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800bd8c0d (__TEXT,__text) external _host_get_special_port
00007ff800bd9e11 (__TEXT,__text) external _host_info
00007ff800bd9ff7 (__TEXT,__text) external _host_kernel_version
00007ff800bdb0b4 (__TEXT,__text) external _host_lockgroup_info
00007ff800bc9126 (__TEXT,__text) external _host_page_size
00007ff800bd7fb1 (__TEXT,__text) external _host_priv_statistics
00007ff800bda3f1 (__TEXT,__text) external _host_processor_info
00007ff800bd9695 (__TEXT,__text) external _host_processor_set_priv
00007ff800bd9553 (__TEXT,__text) external _host_processor_sets
00007ff800bd861f (__TEXT,__text) external _host_processors
00007ff800bd7ec3 (__TEXT,__text) external _host_reboot
00007ff800bdb81f (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800bdb983 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff800bdafb6 (__TEXT,__text) external _host_request_notification
00007ff800bd9b83 (__TEXT,__text) external _host_security_create_task_token
00007ff800bd9cfe (__TEXT,__text) external _host_security_set_task_token
00007ff800bca7ad (__TEXT,__text) external _host_self
00007ff800bc4124 (__TEXT,__text) external _host_self_trap
00007ff800bd97c1 (__TEXT,__text) external _host_set_UNDServer
00007ff800bdbacb (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800bd8e38 (__TEXT,__text) external _host_set_exception_ports
00007ff800bdbd98 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800bd8d3a (__TEXT,__text) external _host_set_special_port
00007ff800bdadd0 (__TEXT,__text) external _host_statistics
00007ff800bdb201 (__TEXT,__text) external _host_statistics64
00007ff800bd91b8 (__TEXT,__text) external _host_swap_exception_ports
00007ff800bda8d6 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800bc72ac (__TEXT,__text) external _i386_get_ldt
00007ff800bc72c0 (__TEXT,__text) external _i386_set_ldt
00007ff8400b8de0 (__DATA,__data) external _important_boost_assertion_token
00007ff840079260 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800bc8c65 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400b8dd0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800bc8be9 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400b8dc8 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800bc8b6d (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400b8dc0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800bcf628 (__TEXT,__text) external _ioctl
00007ff800bc66c4 (__TEXT,__text) external _issetugid
00007ff8400b8e68 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800bc66dc (__TEXT,__text) external _kas_info
00007ff800bd2acb (__TEXT,__text) external _kdebug_is_enabled
00007ff800bd2c6e (__TEXT,__text) external _kdebug_signpost
00007ff800bd2d11 (__TEXT,__text) external _kdebug_signpost_end
00007ff800bd2c76 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800bd2d05 (__TEXT,__text) external _kdebug_signpost_start
00007ff800bd2b28 (__TEXT,__text) external _kdebug_timestamp
00007ff800bd2b6a (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff800bd2b84 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800bd2b9e (__TEXT,__text) external _kdebug_trace
00007ff800bd2bf7 (__TEXT,__text) external _kdebug_trace_string
00007ff800bd2a63 (__TEXT,__text) external _kdebug_typefilter
00007ff8400b8e90 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff800bd2b15 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800bc66f4 (__TEXT,__text) external _kevent
00007ff800bc670c (__TEXT,__text) external _kevent64
00007ff800bc6724 (__TEXT,__text) external _kevent_id
00007ff800bc673c (__TEXT,__text) external _kevent_qos
00007ff800bd99df (__TEXT,__text) external _kext_request
00007ff800bd2651 (__TEXT,__text) external _kill
00007ff800bd8aaa (__TEXT,__text) external _kmod_control
00007ff800bd8892 (__TEXT,__text) external _kmod_create
00007ff800bd89bc (__TEXT,__text) external _kmod_destroy
00007ff800bda794 (__TEXT,__text) external _kmod_get_info
00007ff800bd6a15 (__TEXT,__text) external _kpersona_alloc
00007ff800bd6a71 (__TEXT,__text) external _kpersona_dealloc
00007ff800bd6b60 (__TEXT,__text) external _kpersona_find
00007ff800bd6bfc (__TEXT,__text) external _kpersona_find_by_type
00007ff800bd6aa1 (__TEXT,__text) external _kpersona_get
00007ff800bd6ace (__TEXT,__text) external _kpersona_getpath
00007ff800bd6afe (__TEXT,__text) external _kpersona_info
00007ff800bd6a43 (__TEXT,__text) external _kpersona_palloc
00007ff800bd6b2f (__TEXT,__text) external _kpersona_pidinfo
00007ff800bc6754 (__TEXT,__text) external _kqueue
00007ff800bc4ea4 (__TEXT,__text) external _lchown
00007ff800bc676c (__TEXT,__text) external _ledger
00007ff800bc6784 (__TEXT,__text) external _link
00007ff800bc679c (__TEXT,__text) external _linkat
00007ff800bc67b4 (__TEXT,__text) external _lio_listio
00007ff800bc4ebc (__TEXT,__text) external _listen
00007ff800bc67cc (__TEXT,__text) external _listxattr
00007ff800be4d43 (__TEXT,__text) external _lock_set_create
00007ff800be4e70 (__TEXT,__text) external _lock_set_destroy
00007ff800bcd197 (__TEXT,__text) external _log_data_as_kernel
00007ff800bc4eec (__TEXT,__text) external _lseek
00007ff800bc67e4 (__TEXT,__text) external _lstat
00007ff800bc67e4 (__TEXT,__text) external _lstat64
00007ff800bc4000 (__TEXT,__text) external _mach_absolute_time
00007ff800bcc660 (__TEXT,__text) external _mach_approximate_time
00007ff800bcc6e8 (__TEXT,__text) external _mach_boottime_usec
00007ff800bc8af2 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff800bc8acd (__TEXT,__text) external _mach_continuous_time
00007ff800bc9099 (__TEXT,__text) external _mach_error
00007ff8400b8ea8 (__DATA,__common) external _mach_error_full_diag
00007ff800bc9082 (__TEXT,__text) external _mach_error_string
00007ff800bc8f89 (__TEXT,__text) non-external _mach_error_string_int
00007ff800bc8eb2 (__TEXT,__text) external _mach_error_type
00007ff800bed1ce (__TEXT,__text) external _mach_eventlink_associate
00007ff800becf96 (__TEXT,__text) external _mach_eventlink_create
00007ff800bed0ea (__TEXT,__text) external _mach_eventlink_destroy
00007ff800bed2df (__TEXT,__text) external _mach_eventlink_disassociate
00007ff800bcc9fc (__TEXT,__text) external _mach_eventlink_signal
00007ff800bcca3f (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff800bcca0b (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800bc41c0 (__TEXT,__text) external _mach_generate_activity_id
00007ff800bcf220 (__TEXT,__text) external _mach_get_times
00007ff800bcab97 (__TEXT,__text) external _mach_host_self
00007ff800bc771b (__TEXT,__text) external _mach_host_special_port_description
00007ff8400776e0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800bc775d (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400b8c40 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800bc9133 (__TEXT,__text) external _mach_init
00007ff8400b8e58 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff800bc9150 (__TEXT,__text) non-external _mach_init_doit
00007ff800be0d07 (__TEXT,__text) external _mach_make_memory_entry
00007ff800bec590 (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800becd47 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800bece94 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800becc17 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800bdbbb9 (__TEXT,__text) external _mach_memory_info
00007ff800bda2a5 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800bdac84 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff800bc988c (__TEXT,__text) external _mach_msg
00007ff800bc9755 (__TEXT,__text) external _mach_msg2_internal
00007ff800bc41f0 (__TEXT,__text) external _mach_msg2_trap
00007ff800bc9b74 (__TEXT,__text) external _mach_msg_destroy
00007ff800bc9cb0 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800bc98a5 (__TEXT,__text) external _mach_msg_overwrite
00007ff800bc413c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff800bca384 (__TEXT,__text) external _mach_msg_priority_encode
00007ff800bca37a (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800bca3be (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800bca3cd (__TEXT,__text) external _mach_msg_priority_qos
00007ff800bca3dc (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800bc9b4c (__TEXT,__text) external _mach_msg_receive
00007ff800bc9b25 (__TEXT,__text) external _mach_msg_send
00007ff800bca02b (__TEXT,__text) external _mach_msg_server
00007ff800bc9fe7 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff800bca368 (__TEXT,__text) external _mach_msg_server_importance
00007ff800bc9d74 (__TEXT,__text) external _mach_msg_server_once
00007ff800bc4130 (__TEXT,__text) external _mach_msg_trap
00007ff800be1a62 (__TEXT,__text) external _mach_notify_dead_name
00007ff800be19b6 (__TEXT,__text) external _mach_notify_no_senders
00007ff800be18f5 (__TEXT,__text) external _mach_notify_port_deleted
00007ff800be1956 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff800be1a17 (__TEXT,__text) external _mach_notify_send_once
00007ff800bd5d0a (__TEXT,__text) external _mach_port_allocate
00007ff800bd5f36 (__TEXT,__text) external _mach_port_allocate_full
00007ff800bd5d05 (__TEXT,__text) external _mach_port_allocate_name
00007ff800bd5f31 (__TEXT,__text) external _mach_port_allocate_qos
00007ff800bd6348 (__TEXT,__text) external _mach_port_assert_attributes
00007ff800bd6225 (__TEXT,__text) external _mach_port_construct
00007ff800bd5d51 (__TEXT,__text) external _mach_port_deallocate
00007ff800bd5d4c (__TEXT,__text) external _mach_port_destroy
00007ff800bd5fc9 (__TEXT,__text) external _mach_port_destruct
00007ff800bd6138 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800bd61ab (__TEXT,__text) external _mach_port_extract_member
00007ff800bd5ec1 (__TEXT,__text) external _mach_port_extract_right
00007ff800bd5ecb (__TEXT,__text) external _mach_port_get_attributes
00007ff800bd61eb (__TEXT,__text) external _mach_port_get_context
00007ff800bd5d7c (__TEXT,__text) external _mach_port_get_refs
00007ff800bd6343 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800bd5dce (__TEXT,__text) external _mach_port_get_set_status
00007ff800bd5f40 (__TEXT,__text) external _mach_port_get_srights
00007ff800bd626a (__TEXT,__text) external _mach_port_guard
00007ff800bd6334 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800bd616b (__TEXT,__text) external _mach_port_insert_member
00007ff800bd5e7e (__TEXT,__text) external _mach_port_insert_right
00007ff800bd633e (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800bd613d (__TEXT,__text) external _mach_port_kernel_object
00007ff800bd621b (__TEXT,__text) external _mach_port_kobject
00007ff800bd6220 (__TEXT,__text) external _mach_port_kobject_description
00007ff800bd5d81 (__TEXT,__text) external _mach_port_mod_refs
00007ff800bd5dd3 (__TEXT,__text) external _mach_port_move_member
00007ff800bd5cb9 (__TEXT,__text) external _mach_port_names
00007ff800bd5dc4 (__TEXT,__text) external _mach_port_peek
00007ff800bd5d00 (__TEXT,__text) external _mach_port_rename
00007ff800bd5e13 (__TEXT,__text) external _mach_port_request_notification
00007ff800bd5f2c (__TEXT,__text) external _mach_port_set_attributes
00007ff800bd6216 (__TEXT,__text) external _mach_port_set_context
00007ff800bd5dc9 (__TEXT,__text) external _mach_port_set_mscount
00007ff800bd5ec6 (__TEXT,__text) external _mach_port_set_seqno
00007ff800bd5f4a (__TEXT,__text) external _mach_port_space_basic_info
00007ff800bd5f45 (__TEXT,__text) external _mach_port_space_info
00007ff800bd6339 (__TEXT,__text) external _mach_port_swap_guard
00007ff800bd5cbe (__TEXT,__text) external _mach_port_type
00007ff800bd62ad (__TEXT,__text) external _mach_port_unguard
00007ff800bcc799 (__TEXT,__text) external _mach_ports_lookup
00007ff800bcc732 (__TEXT,__text) external _mach_ports_register
00007ff800bc4100 (__TEXT,__text) external _mach_reply_port
00007ff800bcac11 (__TEXT,__text) external _mach_right_recv_construct
00007ff800bcacbf (__TEXT,__text) external _mach_right_recv_destruct
00007ff800bcad20 (__TEXT,__text) external _mach_right_send_create
00007ff800bcae75 (__TEXT,__text) external _mach_right_send_once_consume
00007ff800bcae27 (__TEXT,__text) external _mach_right_send_once_create
00007ff800bcadae (__TEXT,__text) external _mach_right_send_release
00007ff800bcad62 (__TEXT,__text) external _mach_right_send_retain
00007ff800bd6051 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800bd60e2 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff800bcc6f6 (__TEXT,__text) external _mach_task_is_self
00007ff800bcab9c (__TEXT,__text) external _mach_task_self
00007ff8400b9548 (__DATA,__common) external _mach_task_self_
00007ff800bc7731 (__TEXT,__text) external _mach_task_special_port_description
00007ff840077800 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800bc77f7 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400b8d40 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800bcaba1 (__TEXT,__text) external _mach_thread_self
00007ff800bc7747 (__TEXT,__text) external _mach_thread_special_port_description
00007ff840077860 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800bc7808 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400b8da0 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff800bd2a18 (__TEXT,__text) external _mach_timebase_info
00007ff8400b8e88 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff800bc42b0 (__TEXT,__text) external _mach_timebase_info_trap
00007ff800bd634d (__TEXT,__text) external _mach_vm_allocate
00007ff800be0282 (__TEXT,__text) external _mach_vm_behavior_set
00007ff800bdff83 (__TEXT,__text) external _mach_vm_copy
00007ff800bd63d4 (__TEXT,__text) external _mach_vm_deallocate
00007ff800be146f (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff800be159f (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff800be168a (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff800bdfad4 (__TEXT,__text) external _mach_vm_inherit
00007ff800be04ea (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800bd64d4 (__TEXT,__text) external _mach_vm_map
00007ff800be0197 (__TEXT,__text) external _mach_vm_msync
00007ff800be0f99 (__TEXT,__text) external _mach_vm_page_info
00007ff800be078b (__TEXT,__text) external _mach_vm_page_query
00007ff800be119e (__TEXT,__text) external _mach_vm_page_range_query
00007ff800bd6441 (__TEXT,__text) external _mach_vm_protect
00007ff800bd6907 (__TEXT,__text) external _mach_vm_purgable_control
00007ff800be1775 (__TEXT,__text) external _mach_vm_range_create
00007ff800bd66d6 (__TEXT,__text) external _mach_vm_read
00007ff800bdfd05 (__TEXT,__text) external _mach_vm_read_list
00007ff800be006e (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800bcb248 (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff800bcb25f (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
00007ff800bcaf28 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff800bcb05b (__TEXT,__text) external _mach_vm_reclaim_mark_free_with_id
00007ff800bcb162 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff800bcaef6 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff800bcb275 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff800bcb237 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800be0af7 (__TEXT,__text) external _mach_vm_region
00007ff800be08d3 (__TEXT,__text) external _mach_vm_region_recurse
