00007ff8400c5e10 (__DATA,__data) external _NDR_record
00007ff800d1e86b (__TEXT,__text) external _coalition_info_debug_info
00007ff800d1e8f7 (__TEXT,__text) external _coalition_info_pid_list
00007ff800d1e83f (__TEXT,__text) external _coalition_info_resource_usage
00007ff800d1e8c3 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff800d1e897 (__TEXT,__text) external _coalition_info_set_name
00007ff800d1e91c (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800d1205c (__TEXT,__text) external _coalition_policy_get
00007ff800d12074 (__TEXT,__text) external _coalition_policy_set
00007ff800d1e81e (__TEXT,__text) external _coalition_reap
00007ff800d1e7fd (__TEXT,__text) external _coalition_terminate
00007ff800d10a30 (__TEXT,__text) external _connect
00007ff800d10a48 (__TEXT,__text) external _connect$NOCANCEL
00007ff800d1208c (__TEXT,__text) external _connectx
00007ff800d120a4 (__TEXT,__text) external _csops
00007ff800d120bc (__TEXT,__text) external _csops_audittoken
00007ff800d1e9ee (__TEXT,__text) external _csr_check
00007ff800d1ea0e (__TEXT,__text) external _csr_get_active_config
00007ff800d10310 (__TEXT,__text) external _debug_control_port_for_pid
00007ff800d1ebd5 (__TEXT,__text) external _debug_syscall_reject
00007ff800d1eadc (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400c5e08 (__DATA,__data) external _denap_boost_assertion_token
00007ff800d120d4 (__TEXT,__text) external _disconnectx
00007ff800d14af9 (__TEXT,__text) non-external _do_compat
00007ff800d120ec (__TEXT,__text) external _dup
00007ff800d12104 (__TEXT,__text) external _dup2
00007ff840082a50 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff8400828e0 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff840082c50 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff840082920 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff840082a20 (__DATA_CONST,__const) non-external _err_codes_io
00007ff8400824c0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff840082c20 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840083030 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840082fa0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840082ee0 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840082bf0 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840082ea0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff840082940 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff8400828c0 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840082990 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff840082e50 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840082df0 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840082b60 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840082960 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff840082958 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840082690 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840082aa0 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840082c90 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840083080 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
00007ff840082d80 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840082370 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff8400823f0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff840082050 (__DATA_CONST,__const) non-external _err_os_sub
00007ff8400820f0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800d3a8b0 (__TEXT,__const) non-external _err_us_sub
00007ff840082470 (__DATA_CONST,__const) non-external _err_vm_sub
00007ff8400c5fe8 (__DATA,__common) external _errno
00007ff800d36baa (__TEXT,__text) external _etap_trace_thread
00007ff800d1ff71 (__TEXT,__text) non-external _eth_rule_iterate
00007ff800d24094 (__TEXT,__text) external _exc_server
00007ff800d23d6d (__TEXT,__text) external _exc_server_routine
00007ff800d2376c (__TEXT,__text) external _exception_raise
00007ff800d238b6 (__TEXT,__text) external _exception_raise_state
00007ff800d23b09 (__TEXT,__text) external _exception_raise_state_identity
00007ff800d1211c (__TEXT,__text) external _exchangedata
00007ff800d152ef (__TEXT,__text) external _exclaves_aoe_message_loop
00007ff800d152a1 (__TEXT,__text) external _exclaves_aoe_setup
00007ff800d152c6 (__TEXT,__text) external _exclaves_aoe_work_loop
00007ff800d15054 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff800d1507d (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
00007ff800d1502c (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800d15003 (__TEXT,__text) external _exclaves_boot
00007ff800d14def (__TEXT,__text) external _exclaves_endpoint_call
00007ff800d14ed9 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff800d14eab (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800d15153 (__TEXT,__text) external _exclaves_indicator_min_on_time
00007ff800d14f14 (__TEXT,__text) external _exclaves_launch_conclave
00007ff800d14f47 (__TEXT,__text) external _exclaves_lookup_service
00007ff800d14f08 (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800d14f0e (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff800d14f02 (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800d151e0 (__TEXT,__text) external _exclaves_notification_create
00007ff800d14e82 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800d14e54 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff800d150a7 (__TEXT,__text) external _exclaves_sensor_create
00007ff800d150d2 (__TEXT,__text) external _exclaves_sensor_start
00007ff800d15128 (__TEXT,__text) external _exclaves_sensor_status
00007ff800d150fd (__TEXT,__text) external _exclaves_sensor_stop
00007ff800d1b1e2 (__TEXT,__text) external _execve
00007ff800d12134 (__TEXT,__text) external _faccessat
00007ff800d1214c (__TEXT,__text) external _fchdir
00007ff800d12164 (__TEXT,__text) external _fchflags
00007ff800d19548 (__TEXT,__text) external _fchmod
00007ff800d1217c (__TEXT,__text) external _fchmodat
00007ff800d12194 (__TEXT,__text) external _fchown
00007ff800d121ac (__TEXT,__text) external _fchownat
00007ff800d121c4 (__TEXT,__text) external _fclonefileat
00007ff800d1b7dd (__TEXT,__text) external _fcntl
00007ff800d1b443 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800d121dc (__TEXT,__text) external _fdatasync
00007ff800d121f4 (__TEXT,__text) external _ffsctl
00007ff800d1220c (__TEXT,__text) external _fgetattrlist
00007ff800d12224 (__TEXT,__text) external _fgetxattr
00007ff800d1223c (__TEXT,__text) external _fhopen
00007ff800d12254 (__TEXT,__text) external _fileport_makefd
00007ff800d1226c (__TEXT,__text) external _fileport_makeport
00007ff800d12284 (__TEXT,__text) external _flistxattr
00007ff800d1229c (__TEXT,__text) external _flock
00007ff800d122b4 (__TEXT,__text) external _fmount
00007ff800d122cc (__TEXT,__text) external _fpathconf
00007ff800d148d5 (__TEXT,__text) non-external _fprintf_stderr
00007ff800d122e4 (__TEXT,__text) external _freadlink
00007ff800d122fc (__TEXT,__text) external _fremovexattr
00007ff800d1ea20 (__TEXT,__text) external _fs_snapshot_create
00007ff800d1ea6a (__TEXT,__text) external _fs_snapshot_delete
00007ff800d1ea37 (__TEXT,__text) external _fs_snapshot_list
00007ff800d1eac7 (__TEXT,__text) external _fs_snapshot_mount
00007ff800d1ea81 (__TEXT,__text) external _fs_snapshot_rename
00007ff800d1ea99 (__TEXT,__text) external _fs_snapshot_revert
00007ff800d1eab0 (__TEXT,__text) external _fs_snapshot_root
00007ff800d12314 (__TEXT,__text) external _fsctl
00007ff800d1232c (__TEXT,__text) external _fsetattrlist
00007ff800d12344 (__TEXT,__text) external _fsetxattr
00007ff800d1235c (__TEXT,__text) external _fsgetpath
00007ff800d12374 (__TEXT,__text) external _fsgetpath_ext
00007ff800d1238c (__TEXT,__text) external _fstat
00007ff800d1238c (__TEXT,__text) external _fstat64
00007ff800d123a4 (__TEXT,__text) external _fstatat
00007ff800d123a4 (__TEXT,__text) external _fstatat64
00007ff800d123bc (__TEXT,__text) external _fstatfs
00007ff800d123bc (__TEXT,__text) external _fstatfs64
00007ff800d19132 (__TEXT,__text) external _fstatfs_ext
00007ff800d123d4 (__TEXT,__text) external _fsync
00007ff800d10c18 (__TEXT,__text) external _fsync$NOCANCEL
00007ff800d123ec (__TEXT,__text) external _ftruncate
00007ff800d12404 (__TEXT,__text) external _funmount
00007ff800d18ae8 (__TEXT,__text) external _futimens
00007ff800d1241c (__TEXT,__text) external _futimes
00007ff8400c5e18 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff800d10c30 (__TEXT,__text) external _getattrlist
00007ff800d12434 (__TEXT,__text) external _getattrlistat
00007ff800d1244c (__TEXT,__text) external _getattrlistbulk
00007ff800d22d0e (__TEXT,__text) external _getaudit
00007ff800d12464 (__TEXT,__text) external _getaudit_addr
00007ff800d1247c (__TEXT,__text) external _getauid
00007ff800d12494 (__TEXT,__text) external _getdirentries
00007ff800d124ac (__TEXT,__text) external _getdirentriesattr
00007ff800d124c4 (__TEXT,__text) external _getdtablesize
00007ff800d124dc (__TEXT,__text) external _getegid
00007ff800d124f4 (__TEXT,__text) external _getentropy
00007ff800d1250c (__TEXT,__text) external _geteuid
00007ff800d12524 (__TEXT,__text) external _getfh
00007ff800d1253c (__TEXT,__text) external _getfsstat
00007ff800d1253c (__TEXT,__text) external _getfsstat64
00007ff800d12554 (__TEXT,__text) external _getgid
00007ff800d1256c (__TEXT,__text) external _getgroups
00007ff800d186f0 (__TEXT,__text) external _gethostuuid
00007ff800d16588 (__TEXT,__text) external _getiopolicy_np
00007ff800d12584 (__TEXT,__text) external _getitimer
00007ff800d10c90 (__TEXT,__text) external _getpeername
00007ff800d1259c (__TEXT,__text) external _getpgid
00007ff800d125b4 (__TEXT,__text) external _getpgrp
00007ff800d10ca8 (__TEXT,__text) external _getpid
00007ff800d125cc (__TEXT,__text) external _getppid
00007ff800d125e4 (__TEXT,__text) external _getpriority
00007ff800d1b9e8 (__TEXT,__text) external _getrlimit
00007ff800d125fc (__TEXT,__text) external _getrusage
00007ff800d10cf4 (__TEXT,__text) external _getsgroups_np
00007ff800d12614 (__TEXT,__text) external _getsid
00007ff800d10d0c (__TEXT,__text) external _getsockname
00007ff800d1262c (__TEXT,__text) external _getsockopt
00007ff800d12644 (__TEXT,__text) external _getuid
00007ff800d10d7c (__TEXT,__text) external _getwgroups_np
00007ff800d1265c (__TEXT,__text) external _getxattr
00007ff800d12674 (__TEXT,__text) external _grab_pgo_data
00007ff800d1268c (__TEXT,__text) external _graftdmg
00007ff800d126a4 (__TEXT,__text) external _guarded_close_np
00007ff800d126bc (__TEXT,__text) external _guarded_kqueue_np
00007ff800d14995 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800d23042 (__TEXT,__text) external _guarded_open_np
00007ff800d126d4 (__TEXT,__text) external _guarded_pwrite_np
00007ff800d126ec (__TEXT,__text) external _guarded_write_np
00007ff800d12704 (__TEXT,__text) external _guarded_writev_np
00007ff800d3dfd0 (__TEXT,__cstring) non-external _hex
00007ff800d14a4f (__TEXT,__text) external _host_check_multiuser_mode
00007ff800d14a55 (__TEXT,__text) external _host_create_mach_voucher
00007ff800d10280 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800d2457e (__TEXT,__text) external _host_default_memory_manager
00007ff800d25caf (__TEXT,__text) external _host_get_UNDServer
00007ff800d14a38 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800d24102 (__TEXT,__text) external _host_get_boot_info
00007ff800d24b48 (__TEXT,__text) external _host_get_clock_control
00007ff800d26a60 (__TEXT,__text) external _host_get_clock_service
00007ff800d25325 (__TEXT,__text) external _host_get_exception_ports
00007ff800d2693e (__TEXT,__text) external _host_get_io_main
00007ff800d14aa1 (__TEXT,__text) external _host_get_io_master
00007ff800d14a49 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800d24ff4 (__TEXT,__text) external _host_get_special_port
00007ff800d26203 (__TEXT,__text) external _host_info
00007ff800d263e9 (__TEXT,__text) external _host_kernel_version
00007ff800d274b1 (__TEXT,__text) external _host_lockgroup_info
00007ff800d14d0b (__TEXT,__text) external _host_page_size
00007ff800d24398 (__TEXT,__text) external _host_priv_statistics
00007ff800d267ee (__TEXT,__text) external _host_processor_info
00007ff800d25a87 (__TEXT,__text) external _host_processor_set_priv
00007ff800d25945 (__TEXT,__text) external _host_processor_sets
00007ff800d24a06 (__TEXT,__text) external _host_processors
00007ff800d242aa (__TEXT,__text) external _host_reboot
00007ff800d27c00 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800d27d64 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff800d273b3 (__TEXT,__text) external _host_request_notification
00007ff800d25f75 (__TEXT,__text) external _host_security_create_task_token
00007ff800d260f0 (__TEXT,__text) external _host_security_set_task_token
00007ff800d16385 (__TEXT,__text) external _host_self
00007ff800d10124 (__TEXT,__text) external _host_self_trap
00007ff800d25bb3 (__TEXT,__text) external _host_set_UNDServer
00007ff800d27eac (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800d2521f (__TEXT,__text) external _host_set_exception_ports
00007ff800d28179 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800d25121 (__TEXT,__text) external _host_set_special_port
00007ff800d271cd (__TEXT,__text) external _host_statistics
00007ff800d275fe (__TEXT,__text) external _host_statistics64
00007ff800d255a4 (__TEXT,__text) external _host_swap_exception_ports
00007ff800d26cd3 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800d13304 (__TEXT,__text) external _i386_get_ldt
00007ff800d13318 (__TEXT,__text) external _i386_set_ldt
00007ff8400c5df0 (__DATA,__data) external _important_boost_assertion_token
00007ff800d1fecc (__TEXT,__text) non-external _inet_rule_iterate
00007ff8400842f0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800d14840 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400c5de0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800d147ab (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400c5dd8 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800d14716 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400c5dd0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800d1ba58 (__TEXT,__text) external _ioctl
00007ff800d1271c (__TEXT,__text) external _issetugid
00007ff800d12734 (__TEXT,__text) external _kas_info
00007ff800d1ec8e (__TEXT,__text) external _kdebug_is_enabled
00007ff800d1ee28 (__TEXT,__text) external _kdebug_signpost
00007ff800d1eecb (__TEXT,__text) external _kdebug_signpost_end
00007ff800d1ee30 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800d1eebf (__TEXT,__text) external _kdebug_signpost_start
00007ff800d1eceb (__TEXT,__text) external _kdebug_timestamp
00007ff800d1ed26 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff800d1ed40 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800d1ed5a (__TEXT,__text) external _kdebug_trace
00007ff800d1edb3 (__TEXT,__text) external _kdebug_trace_string
00007ff800d1ec27 (__TEXT,__text) external _kdebug_typefilter
00007ff8400c5fa0 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff800d1ecd8 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800d1274c (__TEXT,__text) external _kevent
00007ff800d12764 (__TEXT,__text) external _kevent64
00007ff800d1277c (__TEXT,__text) external _kevent_id
00007ff800d12794 (__TEXT,__text) external _kevent_qos
00007ff800d25dd1 (__TEXT,__text) external _kext_request
00007ff800d1e7df (__TEXT,__text) external _kill
00007ff800d24e91 (__TEXT,__text) external _kmod_control
00007ff800d24c79 (__TEXT,__text) external _kmod_create
00007ff800d24da3 (__TEXT,__text) external _kmod_destroy
00007ff800d26b91 (__TEXT,__text) external _kmod_get_info
00007ff800d22dd2 (__TEXT,__text) external _kpersona_alloc
00007ff800d22e2e (__TEXT,__text) external _kpersona_dealloc
00007ff800d22f1d (__TEXT,__text) external _kpersona_find
00007ff800d22fb9 (__TEXT,__text) external _kpersona_find_by_type
00007ff800d22e5e (__TEXT,__text) external _kpersona_get
00007ff800d22e8b (__TEXT,__text) external _kpersona_getpath
00007ff800d22ebb (__TEXT,__text) external _kpersona_info
00007ff800d22e00 (__TEXT,__text) external _kpersona_palloc
00007ff800d22eec (__TEXT,__text) external _kpersona_pidinfo
00007ff800d127ac (__TEXT,__text) external _kqueue
00007ff800d10eb4 (__TEXT,__text) external _lchown
00007ff800d127c4 (__TEXT,__text) external _ledger
00007ff800d127dc (__TEXT,__text) external _link
00007ff800d127f4 (__TEXT,__text) external _linkat
00007ff800d1280c (__TEXT,__text) external _lio_listio
00007ff800d10ecc (__TEXT,__text) external _listen
00007ff800d12824 (__TEXT,__text) external _listxattr
00007ff800d314c1 (__TEXT,__text) external _lock_set_create
00007ff800d315ee (__TEXT,__text) external _lock_set_destroy
00007ff800d19543 (__TEXT,__text) external _log_data_as_kernel
00007ff800d10efc (__TEXT,__text) external _lseek
00007ff800d1283c (__TEXT,__text) external _lstat
00007ff800d1283c (__TEXT,__text) external _lstat64
00007ff800d10000 (__TEXT,__text) external _mach_absolute_time
00007ff800d186d8 (__TEXT,__text) external _mach_approximate_time
00007ff800d18760 (__TEXT,__text) external _mach_boottime_usec
00007ff800d146a3 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff800d1467e (__TEXT,__text) external _mach_continuous_time
00007ff800d14c7e (__TEXT,__text) external _mach_error
00007ff8400c5fb8 (__DATA,__common) external _mach_error_full_diag
00007ff800d14c67 (__TEXT,__text) external _mach_error_string
00007ff800d14b70 (__TEXT,__text) non-external _mach_error_string_int
00007ff800d14aa6 (__TEXT,__text) external _mach_error_type
00007ff800d399ff (__TEXT,__text) external _mach_eventlink_associate
00007ff800d397c7 (__TEXT,__text) external _mach_eventlink_create
00007ff800d3991b (__TEXT,__text) external _mach_eventlink_destroy
00007ff800d39b10 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff800d18a71 (__TEXT,__text) external _mach_eventlink_signal
00007ff800d18ab4 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff800d18a80 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800d101c0 (__TEXT,__text) external _mach_generate_activity_id
00007ff800d1b650 (__TEXT,__text) external _mach_get_times
00007ff800d16747 (__TEXT,__text) external _mach_host_self
00007ff800d13ab8 (__TEXT,__text) external _mach_host_special_port_description
00007ff840081eb0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800d13afa (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400c5c50 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800d14d18 (__TEXT,__text) external _mach_init
00007ff8400c5f70 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff800d14d35 (__TEXT,__text) non-external _mach_init_doit
00007ff800d2d0c1 (__TEXT,__text) external _mach_make_memory_entry
00007ff800d38c93 (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800d39436 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800d39685 (__TEXT,__text) external _mach_memory_entry_get_page_counts
00007ff800d39583 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800d39306 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800d27f9a (__TEXT,__text) external _mach_memory_info
00007ff800d266a2 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800d27081 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff800d15438 (__TEXT,__text) external _mach_msg
00007ff800d15318 (__TEXT,__text) external _mach_msg2_internal
00007ff800d101f0 (__TEXT,__text) external _mach_msg2_trap
00007ff800d1573a (__TEXT,__text) external _mach_msg_destroy
00007ff800d15878 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800d15451 (__TEXT,__text) external _mach_msg_overwrite
00007ff800d1013c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff800d15f4b (__TEXT,__text) external _mach_msg_priority_encode
00007ff800d15f41 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800d15f85 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800d15f94 (__TEXT,__text) external _mach_msg_priority_qos
00007ff800d15fa3 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800d15712 (__TEXT,__text) external _mach_msg_receive
00007ff800d156eb (__TEXT,__text) external _mach_msg_send
00007ff800d15bf3 (__TEXT,__text) external _mach_msg_server
00007ff800d15baf (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff800d15f2f (__TEXT,__text) external _mach_msg_server_importance
00007ff800d1593c (__TEXT,__text) external _mach_msg_server_once
00007ff800d10130 (__TEXT,__text) external _mach_msg_trap
00007ff800d2e21a (__TEXT,__text) external _mach_notify_dead_name
00007ff800d2e16e (__TEXT,__text) external _mach_notify_no_senders
00007ff800d2e0ad (__TEXT,__text) external _mach_notify_port_deleted
00007ff800d2e10e (__TEXT,__text) external _mach_notify_port_destroyed
00007ff800d2e1cf (__TEXT,__text) external _mach_notify_send_once
00007ff800d22063 (__TEXT,__text) external _mach_port_allocate
00007ff800d2228f (__TEXT,__text) external _mach_port_allocate_full
00007ff800d2205e (__TEXT,__text) external _mach_port_allocate_name
00007ff800d2228a (__TEXT,__text) external _mach_port_allocate_qos
00007ff800d226a7 (__TEXT,__text) external _mach_port_assert_attributes
00007ff800d22584 (__TEXT,__text) external _mach_port_construct
00007ff800d220aa (__TEXT,__text) external _mach_port_deallocate
00007ff800d220a5 (__TEXT,__text) external _mach_port_destroy
00007ff800d22322 (__TEXT,__text) external _mach_port_destruct
00007ff800d22491 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800d2250a (__TEXT,__text) external _mach_port_extract_member
00007ff800d2221a (__TEXT,__text) external _mach_port_extract_right
00007ff800d22224 (__TEXT,__text) external _mach_port_get_attributes
00007ff800d2254a (__TEXT,__text) external _mach_port_get_context
00007ff800d220d5 (__TEXT,__text) external _mach_port_get_refs
00007ff800d226a2 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800d22127 (__TEXT,__text) external _mach_port_get_set_status
00007ff800d22299 (__TEXT,__text) external _mach_port_get_srights
00007ff800d225c9 (__TEXT,__text) external _mach_port_guard
00007ff800d22693 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800d224ca (__TEXT,__text) external _mach_port_insert_member
00007ff800d221d7 (__TEXT,__text) external _mach_port_insert_right
00007ff800d2269d (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800d22496 (__TEXT,__text) external _mach_port_kernel_object
00007ff800d2257a (__TEXT,__text) external _mach_port_kobject
00007ff800d2257f (__TEXT,__text) external _mach_port_kobject_description
00007ff800d220da (__TEXT,__text) external _mach_port_mod_refs
00007ff800d2212c (__TEXT,__text) external _mach_port_move_member
00007ff800d22012 (__TEXT,__text) external _mach_port_names
00007ff800d2211d (__TEXT,__text) external _mach_port_peek
00007ff800d22059 (__TEXT,__text) external _mach_port_rename
00007ff800d2216c (__TEXT,__text) external _mach_port_request_notification
00007ff800d22285 (__TEXT,__text) external _mach_port_set_attributes
00007ff800d22575 (__TEXT,__text) external _mach_port_set_context
00007ff800d22122 (__TEXT,__text) external _mach_port_set_mscount
00007ff800d2221f (__TEXT,__text) external _mach_port_set_seqno
00007ff800d222a3 (__TEXT,__text) external _mach_port_space_basic_info
00007ff800d2229e (__TEXT,__text) external _mach_port_space_info
00007ff800d22698 (__TEXT,__text) external _mach_port_swap_guard
00007ff800d22017 (__TEXT,__text) external _mach_port_type
00007ff800d2260c (__TEXT,__text) external _mach_port_unguard
00007ff800d1880e (__TEXT,__text) external _mach_ports_lookup
00007ff800d187aa (__TEXT,__text) external _mach_ports_register
00007ff800d10100 (__TEXT,__text) external _mach_reply_port
00007ff800d167c1 (__TEXT,__text) external _mach_right_recv_construct
00007ff800d1686e (__TEXT,__text) external _mach_right_recv_destruct
00007ff800d168cf (__TEXT,__text) external _mach_right_send_create
00007ff800d16a24 (__TEXT,__text) external _mach_right_send_once_consume
00007ff800d169d6 (__TEXT,__text) external _mach_right_send_once_create
00007ff800d1695d (__TEXT,__text) external _mach_right_send_release
00007ff800d16911 (__TEXT,__text) external _mach_right_send_retain
00007ff800d223aa (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800d2243b (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff800d1876e (__TEXT,__text) external _mach_task_is_self
00007ff800d1674c (__TEXT,__text) external _mach_task_self
00007ff8400c6648 (__DATA,__common) external _mach_task_self_
00007ff800d13ace (__TEXT,__text) external _mach_task_special_port_description
00007ff840081fd0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800d13b94 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400c5d50 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800d16751 (__TEXT,__text) external _mach_thread_self
00007ff800d13ae4 (__TEXT,__text) external _mach_thread_special_port_description
00007ff840082030 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800d13ba5 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400c5db0 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff800d1ebdc (__TEXT,__text) external _mach_timebase_info
00007ff8400c5f98 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff800d102bc (__TEXT,__text) external _mach_timebase_info_trap
00007ff800d226ac (__TEXT,__text) external _mach_vm_allocate
00007ff800d2c63b (__TEXT,__text) external _mach_vm_behavior_set
00007ff800d2c33c (__TEXT,__text) external _mach_vm_copy
00007ff800d22733 (__TEXT,__text) external _mach_vm_deallocate
00007ff800d2d829 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
00007ff800d2d976 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
00007ff800d2df70 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_query
00007ff800d2dc04 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
00007ff800d2be8d (__TEXT,__text) external _mach_vm_inherit
00007ff800d2c8a3 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800d22833 (__TEXT,__text) external _mach_vm_map
00007ff800d2c550 (__TEXT,__text) external _mach_vm_msync
00007ff800d2d353 (__TEXT,__text) external _mach_vm_page_info
00007ff800d2cb44 (__TEXT,__text) external _mach_vm_page_query
00007ff800d2d558 (__TEXT,__text) external _mach_vm_page_range_query
00007ff800d227a0 (__TEXT,__text) external _mach_vm_protect
00007ff800d22ca1 (__TEXT,__text) external _mach_vm_purgable_control
00007ff800d2da9f (__TEXT,__text) external _mach_vm_range_create
00007ff800d22a55 (__TEXT,__text) external _mach_vm_read
00007ff800d2c0be (__TEXT,__text) external _mach_vm_read_list
00007ff800d2c427 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800d1722a (__TEXT,__text) external _mach_vm_reclaim_copied_ring_free
00007ff800d17257 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_query
00007ff800d170da (__TEXT,__text) external _mach_vm_reclaim_get_rings_for_task
00007ff800d17049 (__TEXT,__text) external _mach_vm_reclaim_is_reusable
00007ff800d16f6f (__TEXT,__text) external _mach_vm_reclaim_query_state
00007ff800d16aa5 (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
