00007ffb0844b5c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb08448a17 (__TEXT,__text) external _glGetProgramStringARB
00007ffb08445a04 (__TEXT,__text) external _glGetProgramiv
00007ffb08448a39 (__TEXT,__text) external _glGetProgramivARB
00007ffb084475ae (__TEXT,__text) external _glGetQueryIndexediv
00007ffb08446ef1 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffb0844adf0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffb08444ebc (__TEXT,__text) external _glGetQueryObjectiv
00007ffb08449487 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffb08446f13 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffb0844ae12 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffb08444ede (__TEXT,__text) external _glGetQueryObjectuiv
00007ffb084494a9 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffb08444e9a (__TEXT,__text) external _glGetQueryiv
00007ffb08449465 (__TEXT,__text) external _glGetQueryivARB
00007ffb08445dce (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffb0844a3de (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffb08446e8f (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffb08446eb1 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffb08446e6d (__TEXT,__text) external _glGetSamplerParameterfv
00007ffb08446e4b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffb084440bf (__TEXT,__text) external _glGetSeparableFilter
00007ffb08445a4b (__TEXT,__text) external _glGetShaderInfoLog
00007ffb084476b2 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffb08445b34 (__TEXT,__text) external _glGetShaderSource
00007ffb08449b18 (__TEXT,__text) external _glGetShaderSourceARB
00007ffb084459e2 (__TEXT,__text) external _glGetShaderiv
00007ffb08442240 (__TEXT,__text) external _glGetString
00007ffb08446828 (__TEXT,__text) external _glGetStringi
00007ffb08447334 (__TEXT,__text) external _glGetSubroutineIndex
00007ffb08447312 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffb08446b91 (__TEXT,__text) external _glGetSynciv
00007ffb0844225c (__TEXT,__text) external _glGetTexEnvfv
00007ffb0844227e (__TEXT,__text) external _glGetTexEnviv
00007ffb084422a0 (__TEXT,__text) external _glGetTexGendv
00007ffb084422c2 (__TEXT,__text) external _glGetTexGenfv
00007ffb084422e4 (__TEXT,__text) external _glGetTexGeniv
00007ffb08442306 (__TEXT,__text) external _glGetTexImage
00007ffb0844232d (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffb08442351 (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffb0844675d (__TEXT,__text) external _glGetTexParameterIiv
00007ffb0844ad0f (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffb0844677f (__TEXT,__text) external _glGetTexParameterIuiv
00007ffb0844ad31 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffb0844affe (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffb08442375 (__TEXT,__text) external _glGetTexParameterfv
00007ffb08442397 (__TEXT,__text) external _glGetTexParameteriv
00007ffb0844622e (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffb0844a74a (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffb084468e2 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffb0844a7df (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffb0844686e (__TEXT,__text) external _glGetUniformIndices
00007ffb08445a95 (__TEXT,__text) external _glGetUniformLocation
00007ffb08449a81 (__TEXT,__text) external _glGetUniformLocationARB
00007ffb0844a7fd (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffb08447407 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffb084472f0 (__TEXT,__text) external _glGetUniformdv
00007ffb08445aea (__TEXT,__text) external _glGetUniformfv
00007ffb08449ad2 (__TEXT,__text) external _glGetUniformfvARB
00007ffb08445b0f (__TEXT,__text) external _glGetUniformiv
00007ffb08449af5 (__TEXT,__text) external _glGetUniformivARB
00007ffb084465a4 (__TEXT,__text) external _glGetUniformuiv
00007ffb0844ac20 (__TEXT,__text) external _glGetUniformuivEXT
00007ffb084462d8 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffb0844aaca (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffb084462fa (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffb0844aaec (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffb084480f4 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffb084455b3 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffb08448801 (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffb0844554d (__TEXT,__text) external _glGetVertexAttribdv
00007ffb0844879b (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffb0844556f (__TEXT,__text) external _glGetVertexAttribfv
00007ffb084487bd (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffb08445591 (__TEXT,__text) external _glGetVertexAttribiv
00007ffb084487df (__TEXT,__text) external _glGetVertexAttribivARB
00007ffb084423b9 (__TEXT,__text) external _glHint
00007ffb08444206 (__TEXT,__text) external _glHistogram
00007ffb084423d7 (__TEXT,__text) external _glIndexMask
00007ffb084423f3 (__TEXT,__text) external _glIndexPointer
00007ffb08442415 (__TEXT,__text) external _glIndexd
00007ffb0844242f (__TEXT,__text) external _glIndexdv
00007ffb0844244c (__TEXT,__text) external _glIndexf
00007ffb08442466 (__TEXT,__text) external _glIndexfv
00007ffb08442483 (__TEXT,__text) external _glIndexi
00007ffb0844249f (__TEXT,__text) external _glIndexiv
00007ffb084424bc (__TEXT,__text) external _glIndexs
00007ffb084424d8 (__TEXT,__text) external _glIndexsv
00007ffb084424f5 (__TEXT,__text) external _glIndexub
00007ffb08442511 (__TEXT,__text) external _glIndexubv
00007ffb0844252e (__TEXT,__text) external _glInitNames
00007ffb0844ae7f (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffb08442545 (__TEXT,__text) external _glInterleavedArrays
00007ffb08444f5c (__TEXT,__text) external _glIsBuffer
00007ffb08449527 (__TEXT,__text) external _glIsBufferARB
00007ffb08442567 (__TEXT,__text) external _glIsEnabled
00007ffb0844adb6 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffb08446170 (__TEXT,__text) external _glIsEnabledi
00007ffb0844b07a (__TEXT,__text) external _glIsFenceAPPLE
00007ffb08445df0 (__TEXT,__text) external _glIsFramebuffer
00007ffb0844a400 (__TEXT,__text) external _glIsFramebufferEXT
00007ffb08442583 (__TEXT,__text) external _glIsList
00007ffb08449d65 (__TEXT,__text) external _glIsNamedStringARB
00007ffb084459c6 (__TEXT,__text) external _glIsProgram
00007ffb084482b9 (__TEXT,__text) external _glIsProgramARB
00007ffb08447834 (__TEXT,__text) external _glIsProgramPipeline
00007ffb08444e44 (__TEXT,__text) external _glIsQuery
00007ffb0844940f (__TEXT,__text) external _glIsQueryARB
00007ffb08445d32 (__TEXT,__text) external _glIsRenderbuffer
00007ffb0844a342 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffb08446d4a (__TEXT,__text) external _glIsSampler
00007ffb084459aa (__TEXT,__text) external _glIsShader
00007ffb08446af2 (__TEXT,__text) external _glIsSync
00007ffb0844259f (__TEXT,__text) external _glIsTexture
00007ffb084474e6 (__TEXT,__text) external _glIsTransformFeedback
00007ffb084460ad (__TEXT,__text) external _glIsVertexArray
00007ffb0844b1c0 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffb0844af10 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffb0844ae34 (__TEXT,__text) external _glLabelObjectEXT
00007ffb0844b3c8 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffb084425bb (__TEXT,__text) external _glLightModelf
00007ffb084425d7 (__TEXT,__text) external _glLightModelfv
00007ffb084425f6 (__TEXT,__text) external _glLightModeli
00007ffb08442614 (__TEXT,__text) external _glLightModeliv
00007ffb08442633 (__TEXT,__text) external _glLightf
00007ffb08442651 (__TEXT,__text) external _glLightfv
00007ffb08442673 (__TEXT,__text) external _glLighti
00007ffb08442694 (__TEXT,__text) external _glLightiv
00007ffb084426b6 (__TEXT,__text) external _glLineStipple
00007ffb084426d4 (__TEXT,__text) external _glLineWidth
00007ffb084456b8 (__TEXT,__text) external _glLinkProgram
00007ffb08449722 (__TEXT,__text) external _glLinkProgramARB
00007ffb084426ee (__TEXT,__text) external _glListBase
00007ffb0844270a (__TEXT,__text) external _glLoadIdentity
00007ffb08442721 (__TEXT,__text) external _glLoadMatrixd
00007ffb0844273e (__TEXT,__text) external _glLoadMatrixf
00007ffb0844275b (__TEXT,__text) external _glLoadName
00007ffb0844469f (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffb08448faf (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffb084446bc (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffb08448fcc (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffb08449e77 (__TEXT,__text) external _glLockArraysEXT
00007ffb08442777 (__TEXT,__text) external _glLogicOp
00007ffb08442793 (__TEXT,__text) external _glMap1d
00007ffb084427b7 (__TEXT,__text) external _glMap1f
00007ffb084427db (__TEXT,__text) external _glMap2d
00007ffb0844280f (__TEXT,__text) external _glMap2f
00007ffb08444fea (__TEXT,__text) external _glMapBuffer
00007ffb084495b5 (__TEXT,__text) external _glMapBufferARB
00007ffb0844600a (__TEXT,__text) external _glMapBufferRange
00007ffb08442843 (__TEXT,__text) external _glMapGrid1d
00007ffb0844285f (__TEXT,__text) external _glMapGrid1f
00007ffb0844287b (__TEXT,__text) external _glMapGrid2d
00007ffb08442899 (__TEXT,__text) external _glMapGrid2f
00007ffb0844af2e (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffb0844af55 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffb0844af7c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffb0844afac (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffb084428b7 (__TEXT,__text) external _glMaterialf
00007ffb084428d5 (__TEXT,__text) external _glMaterialfv
00007ffb084428f7 (__TEXT,__text) external _glMateriali
00007ffb08442918 (__TEXT,__text) external _glMaterialiv
00007ffb0844293a (__TEXT,__text) external _glMatrixMode
00007ffb084475d2 (__TEXT,__text) external _glMinSampleShading
00007ffb08449c58 (__TEXT,__text) external _glMinSampleShadingARB
00007ffb0844422a (__TEXT,__text) external _glMinmax
00007ffb08442956 (__TEXT,__text) external _glMultMatrixd
00007ffb08442973 (__TEXT,__text) external _glMultMatrixf
00007ffb084446d9 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffb08448fe9 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffb084446f6 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffb08449006 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffb08444bea (__TEXT,__text) external _glMultiDrawArrays
00007ffb0844a2a0 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffb0844b243 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffb08444c10 (__TEXT,__text) external _glMultiDrawElements
00007ffb08446a83 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffb0844a2c6 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffb0844b3e9 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffb0844b411 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffb0844b269 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffb084442bb (__TEXT,__text) external _glMultiTexCoord1d
00007ffb08448bcb (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffb084442d7 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffb08448be7 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffb084442f6 (__TEXT,__text) external _glMultiTexCoord1f
00007ffb08448c06 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffb08444312 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffb08448c22 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffb08444331 (__TEXT,__text) external _glMultiTexCoord1i
00007ffb08448c41 (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffb0844434f (__TEXT,__text) external _glMultiTexCoord1iv
00007ffb08448c5f (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffb0844436e (__TEXT,__text) external _glMultiTexCoord1s
00007ffb08448c7e (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffb0844438c (__TEXT,__text) external _glMultiTexCoord1sv
00007ffb08448c9c (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffb084443ab (__TEXT,__text) external _glMultiTexCoord2d
00007ffb08448cbb (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffb084443c7 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffb08448cd7 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffb084443e6 (__TEXT,__text) external _glMultiTexCoord2f
00007ffb08448cf6 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffb08444402 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffb08448d12 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffb08444421 (__TEXT,__text) external _glMultiTexCoord2i
00007ffb08448d31 (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffb08444442 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffb08448d52 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffb08444461 (__TEXT,__text) external _glMultiTexCoord2s
00007ffb08448d71 (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffb08444482 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffb08448d92 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffb084444a1 (__TEXT,__text) external _glMultiTexCoord3d
00007ffb08448db1 (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffb084444bd (__TEXT,__text) external _glMultiTexCoord3dv
00007ffb08448dcd (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffb084444dc (__TEXT,__text) external _glMultiTexCoord3f
00007ffb08448dec (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffb084444f8 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffb08448e08 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffb08444517 (__TEXT,__text) external _glMultiTexCoord3i
00007ffb08448e27 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffb0844453b (__TEXT,__text) external _glMultiTexCoord3iv
00007ffb08448e4b (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffb0844455a (__TEXT,__text) external _glMultiTexCoord3s
00007ffb08448e6a (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffb0844457e (__TEXT,__text) external _glMultiTexCoord3sv
00007ffb08448e8e (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffb0844459d (__TEXT,__text) external _glMultiTexCoord4d
00007ffb08448ead (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffb084445b9 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffb08448ec9 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffb084445d8 (__TEXT,__text) external _glMultiTexCoord4f
00007ffb08448ee8 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffb084445f4 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffb08448f04 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffb08444613 (__TEXT,__text) external _glMultiTexCoord4i
00007ffb08448f23 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffb0844463a (__TEXT,__text) external _glMultiTexCoord4iv
00007ffb08448f4a (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffb08444659 (__TEXT,__text) external _glMultiTexCoord4s
00007ffb08448f69 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffb08444680 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffb08448f90 (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffb08449cf9 (__TEXT,__text) external _glNamedStringARB
00007ffb08442990 (__TEXT,__text) external _glNewList
00007ffb084429ae (__TEXT,__text) external _glNormal3b
00007ffb084429cf (__TEXT,__text) external _glNormal3bv
00007ffb084429ec (__TEXT,__text) external _glNormal3d
00007ffb08442a06 (__TEXT,__text) external _glNormal3dv
00007ffb08442a23 (__TEXT,__text) external _glNormal3f
00007ffb08442a3d (__TEXT,__text) external _glNormal3fv
00007ffb08442a5a (__TEXT,__text) external _glNormal3i
00007ffb08442a7b (__TEXT,__text) external _glNormal3iv
00007ffb08442a98 (__TEXT,__text) external _glNormal3s
00007ffb08442ab9 (__TEXT,__text) external _glNormal3sv
00007ffb08442ad6 (__TEXT,__text) external _glNormalPointer
00007ffb0844b326 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffb0844b347 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffb08442af8 (__TEXT,__text) external _glOrtho
00007ffb0844b4a5 (__TEXT,__text) external _glPNTrianglesfATI
00007ffb0844b4b1 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffb0844b49f (__TEXT,__text) external _glPNTrianglesiATI
00007ffb0844b4ab (__TEXT,__text) external _glPNTrianglesiATIX
00007ffb08442b12 (__TEXT,__text) external _glPassThrough
00007ffb0844746b (__TEXT,__text) external _glPatchParameterfv
00007ffb0844744d (__TEXT,__text) external _glPatchParameteri
00007ffb08447502 (__TEXT,__text) external _glPauseTransformFeedback
00007ffb08442b2c (__TEXT,__text) external _glPixelMapfv
00007ffb08442b4e (__TEXT,__text) external _glPixelMapuiv
00007ffb08442b70 (__TEXT,__text) external _glPixelMapusv
00007ffb08442b92 (__TEXT,__text) external _glPixelStoref
00007ffb08442bae (__TEXT,__text) external _glPixelStorei
00007ffb08442bcc (__TEXT,__text) external _glPixelTransferf
00007ffb08442be8 (__TEXT,__text) external _glPixelTransferi
00007ffb08442c06 (__TEXT,__text) external _glPixelZoom
00007ffb08444b4e (__TEXT,__text) external _glPointParameterf
00007ffb084491c8 (__TEXT,__text) external _glPointParameterfARB
00007ffb08444b6a (__TEXT,__text) external _glPointParameterfv
00007ffb084491e4 (__TEXT,__text) external _glPointParameterfvARB
00007ffb08444b89 (__TEXT,__text) external _glPointParameteri
00007ffb0844b4ec (__TEXT,__text) external _glPointParameteriNV
00007ffb08444ba7 (__TEXT,__text) external _glPointParameteriv
00007ffb0844b50a (__TEXT,__text) external _glPointParameterivNV
00007ffb08442c20 (__TEXT,__text) external _glPointSize
00007ffb0844b38c (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffb08442c3a (__TEXT,__text) external _glPolygonMode
00007ffb08442c58 (__TEXT,__text) external _glPolygonOffset
00007ffb08442c72 (__TEXT,__text) external _glPolygonStipple
00007ffb08442c8f (__TEXT,__text) external _glPopAttrib
00007ffb08442ca6 (__TEXT,__text) external _glPopClientAttrib
00007ffb0844aebd (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffb08442cbd (__TEXT,__text) external _glPopMatrix
00007ffb08442cd4 (__TEXT,__text) external _glPopName
00007ffb084469d9 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffb08442ceb (__TEXT,__text) external _glPrioritizeTextures
00007ffb08447733 (__TEXT,__text) external _glProgramBinary
00007ffb08448823 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffb08448841 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffb08448863 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffb08448881 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffb08448923 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffb084488a3 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffb084488c1 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffb084488e3 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffb08448901 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffb08448947 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffb08447758 (__TEXT,__text) external _glProgramParameteri
00007ffb0844a5f3 (__TEXT,__text) external _glProgramParameteriEXT
00007ffb084489f3 (__TEXT,__text) external _glProgramStringARB
00007ffb08447d7a (__TEXT,__text) external _glProgramUniform1d
00007ffb08447df2 (__TEXT,__text) external _glProgramUniform1dv
00007ffb08447953 (__TEXT,__text) external _glProgramUniform1f
00007ffb08447a5b (__TEXT,__text) external _glProgramUniform1fv
00007ffb084478b3 (__TEXT,__text) external _glProgramUniform1i
00007ffb084479cb (__TEXT,__text) external _glProgramUniform1iv
00007ffb08447b60 (__TEXT,__text) external _glProgramUniform1ui
00007ffb08447c00 (__TEXT,__text) external _glProgramUniform1uiv
00007ffb08447d98 (__TEXT,__text) external _glProgramUniform2d
00007ffb08447e16 (__TEXT,__text) external _glProgramUniform2dv
00007ffb08447971 (__TEXT,__text) external _glProgramUniform2f
00007ffb08447a7f (__TEXT,__text) external _glProgramUniform2fv
00007ffb084478d4 (__TEXT,__text) external _glProgramUniform2i
00007ffb084479ef (__TEXT,__text) external _glProgramUniform2iv
00007ffb08447b81 (__TEXT,__text) external _glProgramUniform2ui
00007ffb08447c24 (__TEXT,__text) external _glProgramUniform2uiv
00007ffb08447db6 (__TEXT,__text) external _glProgramUniform3d
00007ffb08447e3a (__TEXT,__text) external _glProgramUniform3dv
00007ffb0844798f (__TEXT,__text) external _glProgramUniform3f
00007ffb08447aa3 (__TEXT,__text) external _glProgramUniform3fv
00007ffb084478f8 (__TEXT,__text) external _glProgramUniform3i
00007ffb08447a13 (__TEXT,__text) external _glProgramUniform3iv
00007ffb08447ba5 (__TEXT,__text) external _glProgramUniform3ui
00007ffb08447c48 (__TEXT,__text) external _glProgramUniform3uiv
00007ffb08447dd4 (__TEXT,__text) external _glProgramUniform4d
00007ffb08447e5e (__TEXT,__text) external _glProgramUniform4dv
00007ffb084479ad (__TEXT,__text) external _glProgramUniform4f
00007ffb08447ac7 (__TEXT,__text) external _glProgramUniform4fv
00007ffb0844791f (__TEXT,__text) external _glProgramUniform4i
00007ffb08447a37 (__TEXT,__text) external _glProgramUniform4iv
00007ffb08447bcc (__TEXT,__text) external _glProgramUniform4ui
00007ffb08447c6c (__TEXT,__text) external _glProgramUniform4uiv
00007ffb08447e82 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffb08447aeb (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffb08447ef7 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffb08447c90 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffb08447f45 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffb08447cde (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffb08447ea9 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffb08447b12 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffb08447f1e (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffb08447cb7 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffb08447f93 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffb08447d2c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffb08447ed0 (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffb08447b39 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffb08447f6c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffb08447d05 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffb08447fba (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffb08447d53 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffb08446ab8 (__TEXT,__text) external _glProvokingVertex
00007ffb0844add4 (__TEXT,__text) external _glProvokingVertexEXT
00007ffb08442d0e (__TEXT,__text) external _glPushAttrib
00007ffb08442d2a (__TEXT,__text) external _glPushClientAttrib
00007ffb0844ae9e (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffb08442d46 (__TEXT,__text) external _glPushMatrix
00007ffb08442d5d (__TEXT,__text) external _glPushName
00007ffb08446ed3 (__TEXT,__text) external _glQueryCounter
00007ffb08442d79 (__TEXT,__text) external _glRasterPos2d
00007ffb08442d93 (__TEXT,__text) external _glRasterPos2dv
00007ffb08442db0 (__TEXT,__text) external _glRasterPos2f
00007ffb08442dca (__TEXT,__text) external _glRasterPos2fv
00007ffb08442de7 (__TEXT,__text) external _glRasterPos2i
00007ffb08442e05 (__TEXT,__text) external _glRasterPos2iv
00007ffb08442e22 (__TEXT,__text) external _glRasterPos2s
00007ffb08442e40 (__TEXT,__text) external _glRasterPos2sv
00007ffb08442e5d (__TEXT,__text) external _glRasterPos3d
00007ffb08442e77 (__TEXT,__text) external _glRasterPos3dv
00007ffb08442e94 (__TEXT,__text) external _glRasterPos3f
00007ffb08442eae (__TEXT,__text) external _glRasterPos3fv
00007ffb08442ecb (__TEXT,__text) external _glRasterPos3i
00007ffb08442eec (__TEXT,__text) external _glRasterPos3iv
00007ffb08442f09 (__TEXT,__text) external _glRasterPos3s
00007ffb08442f2a (__TEXT,__text) external _glRasterPos3sv
00007ffb08442f47 (__TEXT,__text) external _glRasterPos4d
00007ffb08442f61 (__TEXT,__text) external _glRasterPos4dv
00007ffb08442f7e (__TEXT,__text) external _glRasterPos4f
00007ffb08442f98 (__TEXT,__text) external _glRasterPos4fv
00007ffb08442fb5 (__TEXT,__text) external _glRasterPos4i
00007ffb08442fd9 (__TEXT,__text) external _glRasterPos4iv
00007ffb08442ff6 (__TEXT,__text) external _glRasterPos4s
00007ffb0844301a (__TEXT,__text) external _glRasterPos4sv
00007ffb08443037 (__TEXT,__text) external _glReadBuffer
00007ffb08443053 (__TEXT,__text) external _glReadPixels
00007ffb08443083 (__TEXT,__text) external _glRectd
00007ffb0844309d (__TEXT,__text) external _glRectdv
00007ffb084430bd (__TEXT,__text) external _glRectf
00007ffb084430d7 (__TEXT,__text) external _glRectfv
00007ffb084430f7 (__TEXT,__text) external _glRecti
00007ffb0844311b (__TEXT,__text) external _glRectiv
00007ffb0844313b (__TEXT,__text) external _glRects
00007ffb0844315f (__TEXT,__text) external _glRectsv
00007ffb08447673 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffb0844317f (__TEXT,__text) external _glRenderMode
00007ffb08445daa (__TEXT,__text) external _glRenderbufferStorage
00007ffb0844a3ba (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffb08445fbc (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffb0844a5cc (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffb0844424b (__TEXT,__text) external _glResetHistogram
00007ffb08444267 (__TEXT,__text) external _glResetMinmax
00007ffb08447519 (__TEXT,__text) external _glResumeTransformFeedback
00007ffb0844319b (__TEXT,__text) external _glRotated
00007ffb084431b5 (__TEXT,__text) external _glRotatef
00007ffb0844489c (__TEXT,__text) external _glSampleCoverage
00007ffb084491ac (__TEXT,__text) external _glSampleCoverageARB
00007ffb08446c43 (__TEXT,__text) external _glSampleMaski
00007ffb0844b5a0 (__TEXT,__text) external _glSamplePass
00007ffb0844b59a (__TEXT,__text) external _glSamplePassARB
00007ffb08446e07 (__TEXT,__text) external _glSamplerParameterIiv
00007ffb08446e29 (__TEXT,__text) external _glSamplerParameterIuiv
00007ffb08446dc7 (__TEXT,__text) external _glSamplerParameterf
00007ffb08446de5 (__TEXT,__text) external _glSamplerParameterfv
00007ffb08446d84 (__TEXT,__text) external _glSamplerParameteri
