00007fff6eafb5fa (__TEXT,__text) external _DriverExecutableMain
00007fff6eb15d7b (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007fff6eb15d9e (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007fff6eb15dc1 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007fff6eb15de4 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007fff6eafca6c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007fff6eb16e40 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007fff6eb18518 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007fff6eb18848 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007fff6eb18e20 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007fff6eb19250 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007fff6eb003a3 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007fff6eb172a0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007fff6eb196c8 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007fff6eb174a8 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007fff6eb178e8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007fff6eb10d72 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007fff6eaff406 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007fff6eb159ca (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007fff6eb159ed (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007fff6eb15a10 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007fff6eb18290 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007fff6eb19ae0 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007fff6eb12a1d (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007fff6eb16c10 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007fff6eb170d0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007fff6eb176d0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007fff6eb14858 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007fff6eb18070 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007fff6eb18658 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007fff6eb19c20 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007fff6eafa925 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007fff6eb14d93 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007fff6eaf95b2 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007fff6eb165b0 (__TEXT,__const) non-external __ZL9crc32_tab
00007fff85d7e030 (__DATA,__bss) non-external __ZL9gBootArgs
00007fff6eafe2aa (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007fff6eb0e7b2 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007fff6eb0e974 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007fff6eafe30a (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007fff6eafe2c6 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007fff6eb15776 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007fff6eb0e724 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007fff6eafe2b8 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007fff6eafe34a (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007fff6eb0e76e (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007fff6eb0b100 (__TEXT,__text) external __ZN12IODMACommand11CompleteDMAEyPFiP15OSMetaClassBase5IORPCE
00007fff6eb0b57e (__TEXT,__text) external __ZN12IODMACommand13Create_InvokeE5IORPCPFiP9IOServiceyPK25IODMACommandSpecificationPPS_E
00007fff6eb0af22 (__TEXT,__text) external __ZN12IODMACommand13PrepareForDMAEyP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentPFiP15OSMetaClassBase5IORPCE
00007fff6eb0b258 (__TEXT,__text) external __ZN12IODMACommand14GetPreparationEPyS0_PP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007fff6eb0b450 (__TEXT,__text) external __ZN12IODMACommand16PerformOperationEyyyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007fff6eb0b6f6 (__TEXT,__text) external __ZN12IODMACommand18CompleteDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007fff6eb0b620 (__TEXT,__text) external __ZN12IODMACommand20PrepareForDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentE
00007fff6eb0b748 (__TEXT,__text) external __ZN12IODMACommand21GetPreparation_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_PP18IOMemoryDescriptorE
00007fff6eb0b7b2 (__TEXT,__text) external __ZN12IODMACommand23PerformOperation_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyP18IOMemoryDescriptorE
00007fff6eafe4bc (__TEXT,__text) external __ZN12IODMACommand4freeEv
00007fff6eafe47c (__TEXT,__text) external __ZN12IODMACommand4initEv
00007fff6eb0ade8 (__TEXT,__text) external __ZN12IODMACommand6CreateEP9IOServiceyPK25IODMACommandSpecificationPPS_
00007fff6eb0ad5a (__TEXT,__text) external __ZN12IODMACommand8DispatchE5IORPC
00007fff6eb0ada4 (__TEXT,__text) external __ZN12IODMACommand9_DispatchEPS_5IORPC
00007fff6eafea7e (__TEXT,__text) external __ZN12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007fff6eb12126 (__TEXT,__text) external __ZN12IOUserClient15AsyncCompletionEP8OSActioniPKyjPFiP15OSMetaClassBase5IORPCE
00007fff6eb125e6 (__TEXT,__text) external __ZN12IOUserClient15_ExternalMethodEyPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS3_S5_P8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6eafebce (__TEXT,__text) external __ZN12IOUserClient20_ExternalMethod_ImplEyPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS3_S5_P8OSAction
00007fff6eb128ac (__TEXT,__text) external __ZN12IOUserClient22AsyncCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniPKyjE
00007fff6eb128b8 (__TEXT,__text) external __ZN12IOUserClient22AsyncCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniPKyjEPK11OSMetaClass
00007fff6eb11f54 (__TEXT,__text) external __ZN12IOUserClient22_ExternalMethod_InvokeE5IORPCP15OSMetaClassBasePFiS2_yPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS6_S8_P8OSActionE
00007fff6eb12272 (__TEXT,__text) external __ZN12IOUserClient23CopyClientMemoryForTypeEyPyPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007fff6eb12840 (__TEXT,__text) external __ZN12IOUserClient28CreateActionKernelCompletionEmPP8OSAction
00007fff6eb12940 (__TEXT,__text) external __ZN12IOUserClient30CopyClientMemoryForType_InvokeE5IORPCP15OSMetaClassBasePFiS2_yPyPP18IOMemoryDescriptorE
00007fff6eb12446 (__TEXT,__text) external __ZN12IOUserClient32CreateMemoryDescriptorFromClientEyjPK16IOAddressSegmentPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007fff6eb129aa (__TEXT,__text) external __ZN12IOUserClient39CreateMemoryDescriptorFromClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_yjPK16IOAddressSegmentPP18IOMemoryDescriptorE
00007fff6eafe668 (__TEXT,__text) external __ZN12IOUserClient4freeEv
00007fff6eafe4fc (__TEXT,__text) external __ZN12IOUserClient4initEv
00007fff6eb11f04 (__TEXT,__text) external __ZN12IOUserClient8DispatchE5IORPC
00007fff6eb11f0e (__TEXT,__text) external __ZN12IOUserClient9_DispatchEPS_5IORPC
00007fff6eb1300a (__TEXT,__text) external __ZN12IOUserServer10LoadModuleEPKcPFiP15OSMetaClassBase5IORPCE
00007fff6eb12bbc (__TEXT,__text) external __ZN12IOUserServer11Exit_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007fff6eb1318a (__TEXT,__text) external __ZN12IOUserServer13Create_InvokeE5IORPCPFiPKcyyPPS_E
00007fff6eafc32e (__TEXT,__text) external __ZN12IOUserServer15LoadModule_ImplEPKc
00007fff6eb12c44 (__TEXT,__text) external __ZN12IOUserServer17LoadModule_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007fff6eb12e8a (__TEXT,__text) external __ZN12IOUserServer4ExitEPKcPFiP15OSMetaClassBase5IORPCE
00007fff6eafc2ca (__TEXT,__text) external __ZN12IOUserServer4freeEv
00007fff6eafc2ba (__TEXT,__text) external __ZN12IOUserServer4initEv
00007fff6eb12cee (__TEXT,__text) external __ZN12IOUserServer6CreateEPKcyyPPS_
00007fff6eb12b44 (__TEXT,__text) external __ZN12IOUserServer8DispatchE5IORPC
00007fff6eafc314 (__TEXT,__text) external __ZN12IOUserServer9Exit_ImplEPKc
00007fff6eb12b4e (__TEXT,__text) external __ZN12IOUserServer9_DispatchEPS_5IORPC
00007fff6eb01bc8 (__TEXT,__text) external __ZN12OSDictionary11withObjectsEPPK8OSObjectS3_jj
00007fff6eb01d28 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPK8OSObject
00007fff6eb01d36 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPKc
00007fff6eb01bbe (__TEXT,__text) external __ZN12OSDictionary12withCapacityEj
00007fff6eb01aa6 (__TEXT,__text) external __ZN12OSDictionary14ensureCapacityEj
00007fff6eb01c50 (__TEXT,__text) external __ZN12OSDictionary14withDictionaryEPKS_j
00007fff6eb01ab6 (__TEXT,__text) external __ZN12OSDictionary15flushCollectionEv
00007fff6eb01b70 (__TEXT,__text) external __ZN12OSDictionary4freeEv
00007fff6eb01c8a (__TEXT,__text) external __ZN12OSDictionary5mergeEPKS_
00007fff6eb01c40 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPK8OSObjectPK15OSMetaClassBase
00007fff6eb01d16 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPKcPK15OSMetaClassBase
00007fff6eb0c9f8 (__TEXT,__text) external __ZN15IODispatchQueue11Create_CallEPKcyyPPS_
00007fff6eafaa76 (__TEXT,__text) external __ZN15IODispatchQueue12DispatchSyncEU13block_pointerFvvE
00007fff6eb0cbe4 (__TEXT,__text) external __ZN15IODispatchQueue13Create_InvokeE5IORPCPFiPKcyyPPS_E
00007fff6eafc6a2 (__TEXT,__text) external __ZN15IODispatchQueue13DispatchAsyncEU13block_pointerFvvE
00007fff6eafc76c (__TEXT,__text) external __ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E
00007fff6eb0cb92 (__TEXT,__text) external __ZN15IODispatchQueue14SetPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007fff6eafa984 (__TEXT,__text) external __ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E
00007fff6eafc664 (__TEXT,__text) external __ZN15IODispatchQueue3LogEPKcPFiS1_zE
00007fff6eafc440 (__TEXT,__text) external __ZN15IODispatchQueue4freeEv
00007fff6eafc368 (__TEXT,__text) external __ZN15IODispatchQueue4initEv
00007fff6eafc3a8 (__TEXT,__text) external __ZN15IODispatchQueue6CancelEU13block_pointerFvvE
00007fff6eafc04a (__TEXT,__text) external __ZN15IODispatchQueue6CreateEPKcyyPPS_
00007fff6eb1540f (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.1
00007fff6eb15432 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.2
00007fff6eb15455 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.3
00007fff6eb15478 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.4
00007fff6eb1549b (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.5
00007fff6eafa8d4 (__TEXT,__text) external __ZN15IODispatchQueue7GetNameEv
00007fff6eafa8e6 (__TEXT,__text) external __ZN15IODispatchQueue7OnQueueEv
00007fff6eb0c8b6 (__TEXT,__text) external __ZN15IODispatchQueue7SetPortEjPFiP15OSMetaClassBase5IORPCE
00007fff6eb0c828 (__TEXT,__text) external __ZN15IODispatchQueue8DispatchE5IORPC
00007fff6eb0c872 (__TEXT,__text) external __ZN15IODispatchQueue9_DispatchEPS_5IORPC
00007fff6eb138ca (__TEXT,__text) external __ZN15OSDataMetaClass3NewEP8OSObject
00007fff6eaf9644 (__TEXT,__text) external __ZN15OSMetaClassBase12GetClassNameEv
00007fff6eaf9d34 (__TEXT,__text) external __ZN15OSMetaClassBase12safeMetaCastEPKS_PK11OSMetaClass
00007fff6eaf9e5e (__TEXT,__text) external __ZN15OSMetaClassBase14QueueForObjectEy
00007fff6eb14b55 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.1
00007fff6eb14b78 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.2
00007fff6eaf9dd2 (__TEXT,__text) external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass
00007fff6eafa430 (__TEXT,__text) external __ZN15OSMetaClassBase6InvokeE5IORPC
00007fff6eb14d07 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.1
00007fff6eb14d2a (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.2
00007fff6eb14d4d (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.3
00007fff6eb14d70 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.4
00007fff6eaf9f52 (__TEXT,__text) external __ZN15OSMetaClassBase8DispatchE5IORPC
00007fff6eb14bf3 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.1
00007fff6eb14c16 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.2
00007fff6eaf963a (__TEXT,__text) external __ZN15OSMetaClassBase8GetClassEv
00007fff6eaf965c (__TEXT,__text) external __ZN15OSMetaClassBase8IsRemoteEv
00007fff6eaff624 (__TEXT,__text) external __ZN15OSSerialization10copyObjectEv
00007fff6eb02d1e (__TEXT,__text) external __ZN15OSSerialization14finalizeBufferEPm
00007fff6eb15d35 (__TEXT,__text) non-external __ZN15OSSerialization14finalizeBufferEPm.cold.1
00007fff6eb02d0a (__TEXT,__text) external __ZN15OSSerialization15createFromBytesEPKvmU13block_pointerFvS1_mE
00007fff6eb02d14 (__TEXT,__text) external __ZN15OSSerialization16createFromObjectEP8OSObject
00007fff6eb02d5e (__TEXT,__text) external __ZN15OSSerialization4freeEv
00007fff6eb15d58 (__TEXT,__text) non-external __ZN15OSSerialization4freeEv.cold.1
00007fff6eb0d09e (__TEXT,__text) external __ZN16IODispatchSource12CheckForWorkEbPFiP15OSMetaClassBase5IORPCE
00007fff6eb0d43a (__TEXT,__text) external __ZN16IODispatchSource13Cancel_InvokeE5IORPCP15OSMetaClassBasePFiS2_U13block_pointerFvvEE
00007fff6eafc88e (__TEXT,__text) external __ZN16IODispatchSource14SetEnable_ImplEb
00007fff6eb0cd6e (__TEXT,__text) external __ZN16IODispatchSource16SetEnable_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007fff6eb0d4e2 (__TEXT,__text) external __ZN16IODispatchSource19CheckForWork_InvokeE5IORPCP15OSMetaClassBasePFiS2_S0_bE
00007fff6eb0cf3a (__TEXT,__text) external __ZN16IODispatchSource23SetEnableWithCompletionEbU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007fff6eb0d48c (__TEXT,__text) external __ZN16IODispatchSource30SetEnableWithCompletion_InvokeE5IORPCP15OSMetaClassBasePFiS2_bU13block_pointerFvvEE
00007fff6eafc876 (__TEXT,__text) external __ZN16IODispatchSource4freeEv
00007fff6eafc866 (__TEXT,__text) external __ZN16IODispatchSource4initEv
00007fff6eb0cde2 (__TEXT,__text) external __ZN16IODispatchSource6CancelEU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007fff6eb0ccd2 (__TEXT,__text) external __ZN16IODispatchSource8DispatchE5IORPC
00007fff6eb0d2d6 (__TEXT,__text) external __ZN16IODispatchSource9SetEnableEbPFiP15OSMetaClassBase5IORPCE
00007fff6eb0ccdc (__TEXT,__text) external __ZN16IODispatchSource9_DispatchEPS_5IORPC
00007fff6eb137bc (__TEXT,__text) external __ZN16OSArrayMetaClass3NewEP8OSObject
00007fff6eb13240 (__TEXT,__text) external __ZN17OSActionMetaClass3NewEP8OSObject
00007fff6eb132da (__TEXT,__text) external __ZN17OSActionMetaClass8DispatchE5IORPC
00007fff6eb13966 (__TEXT,__text) external __ZN17OSNumberMetaClass3NewEP8OSObject
00007fff6eb139ae (__TEXT,__text) external __ZN17OSObjectMetaClass3NewEP8OSObject
00007fff6eb13a42 (__TEXT,__text) external __ZN17OSObjectMetaClass8DispatchE5IORPC
00007fff6eb13f80 (__TEXT,__text) external __ZN17OSStringMetaClass3NewEP8OSObject
00007fff6eb0de64 (__TEXT,__text) external __ZN18IOMemoryDescriptor10_CopyStateEP17_IOMDPrivateStatePFiP15OSMetaClassBase5IORPCE
00007fff6eb0e006 (__TEXT,__text) external __ZN18IOMemoryDescriptor13CreateMappingEyyyyyPP11IOMemoryMapPFiP15OSMetaClassBase5IORPCE
00007fff6eb0e49a (__TEXT,__text) external __ZN18IOMemoryDescriptor17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P17_IOMDPrivateStateE
00007fff6eb0e4f0 (__TEXT,__text) external __ZN18IOMemoryDescriptor20CreateMapping_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyyPP11IOMemoryMapE
00007fff6eb0e1d2 (__TEXT,__text) external __ZN18IOMemoryDescriptor25CreateSubMemoryDescriptorEyyyPS_PS0_
00007fff6eb0e316 (__TEXT,__text) external __ZN18IOMemoryDescriptor27CreateWithMemoryDescriptorsEyjPPS_S1_
00007fff6eb0e574 (__TEXT,__text) external __ZN18IOMemoryDescriptor32CreateSubMemoryDescriptor_InvokeE5IORPCPFiyyyPS_PS1_E
00007fff6eb0e614 (__TEXT,__text) external __ZN18IOMemoryDescriptor34CreateWithMemoryDescriptors_InvokeE5IORPCPFiyjPPS_S2_E
00007fff6eafd2fa (__TEXT,__text) external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_
00007fff6eb1563b (__TEXT,__text) non-external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_.cold.1
00007fff6eafe216 (__TEXT,__text) external __ZN18IOMemoryDescriptor4freeEv
00007fff6eafe1d6 (__TEXT,__text) external __ZN18IOMemoryDescriptor4initEv
00007fff6eb0ddd6 (__TEXT,__text) external __ZN18IOMemoryDescriptor8DispatchE5IORPC
00007fff6eafe278 (__TEXT,__text) external __ZN18IOMemoryDescriptor9GetLengthEPy
00007fff6eb15753 (__TEXT,__text) non-external __ZN18IOMemoryDescriptor9GetLengthEPy.cold.1
00007fff6eb0de20 (__TEXT,__text) external __ZN18IOMemoryDescriptor9_DispatchEPS_5IORPC
00007fff6eb0e9e8 (__TEXT,__text) external __ZN18IOServiceMetaClass3NewEP8OSObject
00007fff6eb0ef38 (__TEXT,__text) external __ZN18IOServiceMetaClass8DispatchE5IORPC
00007fff6eb13810 (__TEXT,__text) external __ZN18OSBooleanMetaClass3NewEP8OSObject
00007fff6eb0e6fc (__TEXT,__text) external __ZN20IOMemoryMapMetaClass3NewEP8OSObject
00007fff6eb0e790 (__TEXT,__text) external __ZN20IOMemoryMapMetaClass8DispatchE5IORPC
00007fff6eb13882 (__TEXT,__text) external __ZN20OSContainerMetaClass3NewEP8OSObject
00007fff6eb0ad32 (__TEXT,__text) external __ZN21IODMACommandMetaClass3NewEP8OSObject
00007fff6eb0adc6 (__TEXT,__text) external __ZN21IODMACommandMetaClass8DispatchE5IORPC
00007fff6eb11b52 (__TEXT,__text) external __ZN21IOTimerDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6eb11c88 (__TEXT,__text) external __ZN21IOTimerDispatchSource10WakeAtTimeEyyyPFiP15OSMetaClassBase5IORPCE
00007fff6eafdbd4 (__TEXT,__text) external __ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007fff6eafd9a0 (__TEXT,__text) external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_
00007fff6eb1565e (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.1
00007fff6eb15681 (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.2
00007fff6eb11980 (__TEXT,__text) external __ZN21IOTimerDispatchSource13Create_InvokeE5IORPCPFiP15IODispatchQueuePPS_E
00007fff6eb11de2 (__TEXT,__text) external __ZN21IOTimerDispatchSource13TimerOccurredE5IORPCP8OSActionyPFiP15OSMetaClassBaseS0_E
00007fff6eafdae8 (__TEXT,__text) external __ZN21IOTimerDispatchSource15SetHandler_ImplEP8OSAction
00007fff6eafdc5a (__TEXT,__text) external __ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy
00007fff6eafdd30 (__TEXT,__text) external __ZN21IOTimerDispatchSource17CheckForWork_ImplE5IORPCb
00007fff6eb117d0 (__TEXT,__text) external __ZN21IOTimerDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007fff6eb1185c (__TEXT,__text) external __ZN21IOTimerDispatchSource17WakeAtTime_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyE
00007fff6eafdd88 (__TEXT,__text) external __ZN21IOTimerDispatchSource18TimerOccurred_ImplEP8OSActiony
00007fff6eb118b8 (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyE
00007fff6eb11e42 (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyEPK11OSMetaClass
00007fff6eafdb2c (__TEXT,__text) external __ZN21IOTimerDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007fff6eafdb86 (__TEXT,__text) external __ZN21IOTimerDispatchSource4freeEv
00007fff6eafdb3c (__TEXT,__text) external __ZN21IOTimerDispatchSource4initEv
00007fff6eb11a16 (__TEXT,__text) external __ZN21IOTimerDispatchSource6CreateEP15IODispatchQueuePPS_
00007fff6eb11640 (__TEXT,__text) external __ZN21IOTimerDispatchSource8DispatchE5IORPC
00007fff6eb1164a (__TEXT,__text) external __ZN21IOTimerDispatchSource9_DispatchEPS_5IORPC
00007fff6eb11ed0 (__TEXT,__text) external __ZN21IOUserClientMetaClass3NewEP8OSObject
00007fff6eb12104 (__TEXT,__text) external __ZN21IOUserClientMetaClass8DispatchE5IORPC
00007fff6eb12b1c (__TEXT,__text) external __ZN21IOUserServerMetaClass3NewEP8OSObject
00007fff6eb12ccc (__TEXT,__text) external __ZN21IOUserServerMetaClass8DispatchE5IORPC
00007fff6eb13858 (__TEXT,__text) external __ZN21OSCollectionMetaClass3NewEP8OSObject
00007fff6eb13912 (__TEXT,__text) external __ZN21OSDictionaryMetaClass3NewEP8OSObject
00007fff6eb14128 (__TEXT,__text) external __ZN21_IOBlockStorageDevice16DoAsyncReadWriteEP18IOMemoryDescriptoryyP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6eb14252 (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyProducerDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00007fff6eb14414 (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyReceiverDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00007fff6eb146c0 (__TEXT,__text) external __ZN21_IOBlockStorageDevice23DoAsyncReadWrite_InvokeE5IORPCP15OSMetaClassBasePFiS2_P18IOMemoryDescriptoryyP8OSActionE
00007fff6eb1407e (__TEXT,__text) external __ZN21_IOBlockStorageDevice26DoAsyncReadWriteCompletionEP8OSActioniyPFiP15OSMetaClassBase5IORPCE
00007fff6eb14798 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyProducerDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
00007fff6eb147f8 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyReceiverDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
00007fff6eb145d6 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CreateActionKernelCompletionEmPP8OSAction
00007fff6eb14642 (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyE
00007fff6eb1464e (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyEPK11OSMetaClass
00007fff6eb13ff0 (__TEXT,__text) external __ZN21_IOBlockStorageDevice8DispatchE5IORPC
00007fff6eb1403a (__TEXT,__text) external __ZN21_IOBlockStorageDevice9_DispatchEPS_5IORPC
00007fff6eb0ac54 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor13Create_InvokeE5IORPCPFiyyyPPS_E
00007fff6eafe414 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor15GetAddressRangeEP16IOAddressSegment
00007fff6eb0acc2 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor16SetLength_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007fff6eafe3b4 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4freeEv
00007fff6eafe358 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4initEv
00007fff6eb0a984 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor6CreateEyyyPPS_
00007fff6eb0a8f6 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor8DispatchE5IORPC
00007fff6eb0aafc (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9SetLengthEyPFiP15OSMetaClassBase5IORPCE
