00007ffa4079ee18 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_ERROR
00007ffa4079f278 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_FRAMETRANSFORM_GAPBRIDGE
00007ffa4079f270 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_FRAMETRANSFORM_HOMOGRAPHY
00007ffa4079f268 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_FRAMETRANSFORM_RAWTIME
00007ffa4079ee30 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_MIN_VERSION
00007ffa4079ee10 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_NORMSTABILIZE
00007ffa4079f290 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_NORMSTAB_FRAMEDUR
00007ffa4079f298 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_NORMSTAB_FRAMEINSTRUCTIONS
00007ffa4079f288 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_NORMSTAB_STABCROP
00007ffa4079f280 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_NORMSTAB_STABRESULT
00007ffa4079ee20 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_PARAMS
00007ffa4079ee58 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_PARAM_ENERGY
00007ffa4079ee50 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_PARAM_FADE
00007ffa4079ee38 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_PARAM_FLAVOR
00007ffa4079ee48 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_PARAM_PERIOD
00007ffa4079ee40 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_PARAM_START
00007ffa4079ee28 (__DATA_CONST,__const) external _AUTOLOOP_LAR_KEY_VERSION
00007ffa4079edf0 (__DATA_CONST,__const) external _AUTOLOOP_LA_FLAVOR_AUTOLOOP
00007ffa4079edf8 (__DATA_CONST,__const) external _AUTOLOOP_LA_FLAVOR_BOUNCE
00007ffa4079ee00 (__DATA_CONST,__const) external _AUTOLOOP_LA_FLAVOR_LONGEXP
00007ffa4079ee08 (__DATA_CONST,__const) external _AUTOLOOP_LA_FLAVOR_NORMSTABILIZE
                 (undefined) external _kCIInputScaleKey (from CoreImage)
                 (undefined) external _kCMFormatDescriptionExtension_FullRangeVideo (from CoreMedia)
                 (undefined) external _kCMMetadataBaseDataType_RawData (from CoreMedia)
                 (undefined) external _kCMMetadataBaseDataType_UTF8 (from CoreMedia)
                 (undefined) external _kCMSampleAttachmentKey_EarlierDisplayTimesAllowed (from CoreMedia)
                 (undefined) external _kCMTimeIndefinite (from CoreMedia)
                 (undefined) external _kCMTimeInvalid (from CoreMedia)
                 (undefined) external _kCMTimeNegativeInfinity (from CoreMedia)
                 (undefined) external _kCMTimePositiveInfinity (from CoreMedia)
                 (undefined) external _kCMTimeRangeInvalid (from CoreMedia)
                 (undefined) external _kCMTimeZero (from CoreMedia)
                 (undefined) external _kCVImageBufferCleanApertureHeightKey (from CoreVideo)
                 (undefined) external _kCVImageBufferCleanApertureKey (from CoreVideo)
                 (undefined) external _kCVImageBufferCleanApertureWidthKey (from CoreVideo)
                 (undefined) external _kCVImageBufferColorPrimariesKey (from CoreVideo)
                 (undefined) external _kCVImageBufferGammaLevelKey (from CoreVideo)
                 (undefined) external _kCVImageBufferICCProfileKey (from CoreVideo)
                 (undefined) external _kCVImageBufferTransferFunctionKey (from CoreVideo)
                 (undefined) external _kCVImageBufferYCbCrMatrixKey (from CoreVideo)
                 (undefined) external _kCVPixelBufferCGBitmapContextCompatibilityKey (from CoreVideo)
                 (undefined) external _kCVPixelBufferCGImageCompatibilityKey (from CoreVideo)
                 (undefined) external _kCVPixelBufferIOSurfacePropertiesKey (from CoreVideo)
                 (undefined) external _kCVPixelBufferOpenGLCompatibilityKey (from CoreVideo)
                 (undefined) external _kCVPixelBufferPixelFormatTypeKey (from CoreVideo)
                 (undefined) external _kFigMetadataDataType_QuickTimeMetadataLivePhotoInfo (from CMCapture)
                 (undefined) weak external _kFigMetadataIdentifier_QuickTimeMetadataLivePhotoInfo (from CMCapture)
                 (undefined) external _kFigMetadataIdentifier_QuickTimeMetadataStillImageTime (from CoreMedia)
                 (undefined) external _kUTTypeGIF (from CoreServices)
00007ffa04aa7039 (__TEXT,__text) external _liveAnalysisResultCopyRecipe
00007ffa04aa6827 (__TEXT,__text) external _liveAnalysisResultDestroy
00007ffa04aa6617 (__TEXT,__text) external _liveAnalysisResultFromDictionary
00007ffa04aa65f1 (__TEXT,__text) external _liveAnalysisResultToDictionary
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyCppObjectAtomic (from libobjc)
                 (undefined) external _objc_copyStruct (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_signpost_enabled (from libSystem)
                 (undefined) external _os_signpost_id_make_with_pointer (from libSystem)
                 (undefined) external _perror (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _read (from libSystem)
00007ffa04aa788c (__TEXT,__text) external _renderGIF
00007ffa04aa74cf (__TEXT,__text) external _renderStabilizedVideo
00007ffa04aa6e5a (__TEXT,__text) external _runAutoLoopPipeline
00007ffa04aa7098 (__TEXT,__text) external _runAutoLoopRender
00007ffa04aa5741 (__TEXT,__text) external _runAutoLoopStabilize
00007ffa04aa05a8 (__TEXT,__text) external _runLiveAnalysisPipeline
00007ffa04aa729e (__TEXT,__text) external _runPingPongRender
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _tanhf (from libSystem)
                 (undefined) external _unlink (from libSystem)
                 (undefined) external _vImageDilate_Planar8 (from Accelerate)
                 (undefined) external _vImageErode_Planar8 (from Accelerate)
00007ffa04aa6e34 (__TEXT,__text) external _validateAutoLoopSettings
00007ffa04a9a93d (__TEXT,__text) external _validateInputVideoAndGetDuration
00007ffa04aa66b6 (__TEXT,__text) external _validateLiveAnalysisDictionaryFormatAndVersion
00007ffa04aa6767 (__TEXT,__text) external _validateLiveAnalysisDictionaryVersion
                 (undefined) external _write (from libSystem)
