                 (undefined) external _Block_size (from libSystem)
                 (indirect) external _Block_size (for _Block_size)
                 (undefined) external _CCEC_FAULT_CANARY (from libSystem)
                 (indirect) external _CCEC_FAULT_CANARY (for _CCEC_FAULT_CANARY)
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PKCS1_FAULT_CANARY (for _CCRSA_PKCS1_FAULT_CANARY)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PSS_FAULT_CANARY (for _CCRSA_PSS_FAULT_CANARY)
                 (undefined) external _CCSS_PRIME_P192 (from libSystem)
                 (indirect) external _CCSS_PRIME_P192 (for _CCSS_PRIME_P192)
                 (undefined) external _CCSS_PRIME_P224 (from libSystem)
                 (indirect) external _CCSS_PRIME_P224 (for _CCSS_PRIME_P224)
                 (undefined) external _CCSS_PRIME_P256 (from libSystem)
                 (indirect) external _CCSS_PRIME_P256 (for _CCSS_PRIME_P256)
                 (undefined) external _CCSS_PRIME_P384 (from libSystem)
                 (indirect) external _CCSS_PRIME_P384 (for _CCSS_PRIME_P384)
                 (undefined) external _CCSS_PRIME_P521 (from libSystem)
                 (indirect) external _CCSS_PRIME_P521 (for _CCSS_PRIME_P521)
0000000180066840 (__TEXT,__text) non-external _DiToMD5
0000000180073474 (__TEXT,__text) external __ZN12IOUserClient22_ExternalMethod_InvokeE5IORPCP15OSMetaClassBasePFiS2_yPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS6_S8_P8OSActionE
000000018007375c (__TEXT,__text) external __ZN12IOUserClient23CopyClientMemoryForTypeEyPyPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
000000018004fcb8 (__TEXT,__text) external __ZN12IOUserClient27CopyClientEntitlements_ImplEPP12OSDictionary
0000000180073dc4 (__TEXT,__text) external __ZN12IOUserClient28CreateActionKernelCompletionEmPP8OSAction
00000001800733bc (__TEXT,__text) external __ZN12IOUserClient29CopyClientEntitlements_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
0000000180073f90 (__TEXT,__text) external __ZN12IOUserClient30CopyClientMemoryForType_InvokeE5IORPCP15OSMetaClassBasePFiS2_yPyPP18IOMemoryDescriptorE
0000000180073894 (__TEXT,__text) external __ZN12IOUserClient32CreateMemoryDescriptorFromClientEyjPK16IOAddressSegmentPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
0000000180074048 (__TEXT,__text) external __ZN12IOUserClient39CreateMemoryDescriptorFromClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_yjPK16IOAddressSegmentPP18IOMemoryDescriptorE
000000018004f2b0 (__TEXT,__text) external __ZN12IOUserClient4freeEv
000000018004f1c4 (__TEXT,__text) external __ZN12IOUserClient4initEv
0000000180073298 (__TEXT,__text) external __ZN12IOUserClient8DispatchE5IORPC
00000001800732cc (__TEXT,__text) external __ZN12IOUserClient9_DispatchEPS_5IORPC
00000001800748d0 (__TEXT,__text) external __ZN12IOUserServer10LoadModuleEPKcPFiP15OSMetaClassBase5IORPCE
0000000180074408 (__TEXT,__text) external __ZN12IOUserServer11Exit_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
0000000180074a18 (__TEXT,__text) external __ZN12IOUserServer13Create_InvokeE5IORPCPFiPKcyyP8OSStringPPS_E
000000018004b358 (__TEXT,__text) external __ZN12IOUserServer15LoadModule_ImplEPKc
00000001800744d8 (__TEXT,__text) external __ZN12IOUserServer17LoadModule_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
0000000180074788 (__TEXT,__text) external __ZN12IOUserServer4ExitEPKcPFiP15OSMetaClassBase5IORPCE
000000018004b2dc (__TEXT,__text) external __ZN12IOUserServer4freeEv
000000018004b2cc (__TEXT,__text) external __ZN12IOUserServer4initEv
00000001800745fc (__TEXT,__text) external __ZN12IOUserServer6CreateEPKcyyP8OSStringPPS_
00000001800742e4 (__TEXT,__text) external __ZN12IOUserServer8DispatchE5IORPC
000000018004b330 (__TEXT,__text) external __ZN12IOUserServer9Exit_ImplEPKc
0000000180074318 (__TEXT,__text) external __ZN12IOUserServer9_DispatchEPS_5IORPC
0000000180056e28 (__TEXT,__text) external __ZN12OSDictionary11withObjectsEPPK8OSObjectS3_jj
0000000180057014 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPK8OSObject
0000000180057020 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPKc
0000000180056e24 (__TEXT,__text) external __ZN12OSDictionary12withCapacityEj
0000000180056c80 (__TEXT,__text) external __ZN12OSDictionary14ensureCapacityEj
0000000180056edc (__TEXT,__text) external __ZN12OSDictionary14withDictionaryEPKS_j
0000000180056c90 (__TEXT,__text) external __ZN12OSDictionary15flushCollectionEv
0000000180056dac (__TEXT,__text) external __ZN12OSDictionary4freeEv
0000000180056f40 (__TEXT,__text) external __ZN12OSDictionary5mergeEPKS_
0000000180056ed0 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPK8OSObjectPK15OSMetaClassBase
0000000180057004 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPKcPK15OSMetaClassBase
0000000180050414 (__TEXT,__text) external __ZN12OSMappedFile14createFromPathEPKcymPPS_
000000018005079c (__TEXT,__text) external __ZN12OSMappedFile4freeEv
000000018005071c (__TEXT,__text) external __ZN12OSMappedFile4initEv
00000001800583ec (__TEXT,__text) external __ZN12OSOrderedSet11orderObjectEPK15OSMetaClassBase
0000000180058070 (__TEXT,__text) external __ZN12OSOrderedSet12withCapacityEjU13block_pointerFiPK15OSMetaClassBaseS2_E
00000001800582ac (__TEXT,__text) external __ZN12OSOrderedSet13setLastObjectEPK15OSMetaClassBase
0000000180058310 (__TEXT,__text) external __ZN12OSOrderedSet14setFirstObjectEPK15OSMetaClassBase
0000000180058120 (__TEXT,__text) external __ZN12OSOrderedSet4freeEv
0000000180058114 (__TEXT,__text) external __ZN12OSOrderedSet4initEv
0000000180058190 (__TEXT,__text) external __ZN12OSOrderedSet9setObjectEPK15OSMetaClassBase
0000000180050af8 (__TEXT,__text) external __ZN13IOCommandPool10getCommandEb
000000018005091c (__TEXT,__text) external __ZN13IOCommandPool13initWithQueueEP15IODispatchQueue
0000000180050c30 (__TEXT,__text) external __ZN13IOCommandPool13returnCommandEP9IOCommand
0000000180050d0c (__TEXT,__text) external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb
000000018007a018 (__TEXT,__text) non-external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb.cold.1
0000000180050de8 (__TEXT,__text) external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand
000000018007a044 (__TEXT,__text) non-external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand.cold.1
00000001800509b8 (__TEXT,__text) external __ZN13IOCommandPool4freeEv
000000018005090c (__TEXT,__text) external __ZN13IOCommandPool4initEv
0000000180050a44 (__TEXT,__text) external __ZN13IOCommandPool9withQueueEP15IODispatchQueue
000000018006628c (__TEXT,__text) external __ZN14IOReportLegend14addLegendEntryEP12OSDictionaryPKcS3_
00000001800661f8 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP10IOReporterPKcS3_
00000001800660c4 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP9IOServiceP10IOReporterPKcS5_
000000018006602c (__TEXT,__text) external __ZN14IOReportLegend4freeEv
0000000180065d64 (__TEXT,__text) external __ZN14IOReportLegend4withEP7OSArray
00000001800660b8 (__TEXT,__text) external __ZN14IOReportLegend9getLegendEv
0000000180075d30 (__TEXT,__text) external __ZN14OSSetMetaClass3NewEP8OSObject
0000000180069e74 (__TEXT,__text) external __ZN15IODispatchQueue11Create_CallEPKcyyPPS_
00000001800495d0 (__TEXT,__text) external __ZN15IODispatchQueue12DispatchSyncEU13block_pointerFvvE
000000018006a090 (__TEXT,__text) external __ZN15IODispatchQueue13Create_InvokeE5IORPCPFiPKcyyPPS_E
000000018004b8a4 (__TEXT,__text) external __ZN15IODispatchQueue13DispatchAsyncEU13block_pointerFvvE
000000018004baf4 (__TEXT,__text) external __ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E
0000000180069ff4 (__TEXT,__text) external __ZN15IODispatchQueue14SetPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
0000000180049460 (__TEXT,__text) external __ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E
000000018004bffc (__TEXT,__text) external __ZN15IODispatchQueue16SleepWithTimeoutEPvy
000000018004bcc0 (__TEXT,__text) external __ZN15IODispatchQueue17SleepWithDeadlineEPvyy
0000000180079a6c (__TEXT,__text) non-external __ZN15IODispatchQueue17SleepWithDeadlineEPvyy.cold.1
000000018004c090 (__TEXT,__text) external __ZN15IODispatchQueue17WakeupWithOptionsEPvy
0000000180079b48 (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.1
0000000180079b74 (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.2
000000018004ba00 (__TEXT,__text) external __ZN15IODispatchQueue18DispatchConcurrentEU13block_pointerFvvE
000000018004ba54 (__TEXT,__text) external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E
0000000180079a40 (__TEXT,__text) non-external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E.cold.1
000000018004b84c (__TEXT,__text) external __ZN15IODispatchQueue3LogEPKcPFiS1_zE
000000018004b5ac (__TEXT,__text) external __ZN15IODispatchQueue4freeEv
000000018004b3a8 (__TEXT,__text) external __ZN15IODispatchQueue4initEv
000000018004c08c (__TEXT,__text) external __ZN15IODispatchQueue5SleepEPvy
000000018004b428 (__TEXT,__text) external __ZN15IODispatchQueue6CancelEU13block_pointerFvvE
000000018004aec0 (__TEXT,__text) external __ZN15IODispatchQueue6CreateEPKcyyPPS_
00000001800797d8 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.1
0000000180079804 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.2
0000000180079830 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.3
000000018007985c (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.4
0000000180079888 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.5
00000001800798b4 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.6
00000001800798e0 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.7
000000018007990c (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.8
000000018004c144 (__TEXT,__text) external __ZN15IODispatchQueue6WakeupEPv
0000000180049354 (__TEXT,__text) external __ZN15IODispatchQueue7GetNameEv
0000000180049360 (__TEXT,__text) external __ZN15IODispatchQueue7OnQueueEv
0000000180069d88 (__TEXT,__text) external __ZN15IODispatchQueue7SetPortEjPFiP15OSMetaClassBase5IORPCE
0000000180069c90 (__TEXT,__text) external __ZN15IODispatchQueue8DispatchE5IORPC
000000018004c14c (__TEXT,__text) external __ZN15IODispatchQueue9RunActionEU13block_pointerFivE
0000000180069ce0 (__TEXT,__text) external __ZN15IODispatchQueue9_DispatchEPS_5IORPC
000000018006560c (__TEXT,__text) external __ZN15IOStateReporter10setStateIDEyiy
00000001800650ac (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyy
000000018006515c (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyyyy
00000001800657b0 (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEii
0000000180065830 (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEiiyy
0000000180065160 (__TEXT,__text) external __ZN15IOStateReporter20overrideChannelStateEyyyyy
000000018007b500 (__TEXT,__text) non-external __ZN15IOStateReporter20overrideChannelStateEyyyyy.cold.1
0000000180065a4c (__TEXT,__text) external __ZN15IOStateReporter21getStateInTransitionsEyy
0000000180065b90 (__TEXT,__text) external __ZN15IOStateReporter21getStateResidencyTimeEyy
000000018006532c (__TEXT,__text) external __ZN15IOStateReporter21incrementChannelStateEyyyyy
000000018007b518 (__TEXT,__text) non-external __ZN15IOStateReporter21incrementChannelStateEyyyyy.cold.1
0000000180065b9c (__TEXT,__text) external __ZN15IOStateReporter26getStateLastTransitionTimeEyy
0000000180065ba8 (__TEXT,__text) external __ZN15IOStateReporter29getStateLastChannelUpdateTimeEy
00000001800648a4 (__TEXT,__text) external __ZN15IOStateReporter4withEP9IOServicetiy
000000018006495c (__TEXT,__text) external __ZN15IOStateReporter8initWithEP9IOServicetiy
0000000180065504 (__TEXT,__text) external __ZN15IOStateReporter8setStateEy
0000000180065608 (__TEXT,__text) external __ZN15IOStateReporter8setStateEyyy
000000018007542c (__TEXT,__text) external __ZN15OSDataMetaClass3NewEP8OSObject
0000000180047b7c (__TEXT,__text) external __ZN15OSMetaClassBase12GetClassNameEv
00000001800483e0 (__TEXT,__text) external __ZN15OSMetaClassBase12safeMetaCastEPKS_PK11OSMetaClass
00000001800486b8 (__TEXT,__text) external __ZN15OSMetaClassBase14QueueForObjectEy
0000000180078ad4 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.1
0000000180078b00 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.2
0000000180048604 (__TEXT,__text) external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass
0000000180078a84 (__TEXT,__text) non-external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass.cold.1
0000000180048dc8 (__TEXT,__text) external __ZN15OSMetaClassBase6InvokeE5IORPC
0000000180078d50 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.1
0000000180078d7c (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.2
0000000180078da8 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.3
0000000180078dd4 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.4
0000000180078e00 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.5
0000000180078e2c (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.6
0000000180048880 (__TEXT,__text) external __ZN15OSMetaClassBase8DispatchE5IORPC
0000000180078bf0 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.1
0000000180078c1c (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.2
0000000180078c48 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.3
0000000180078c74 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.4
0000000180047b74 (__TEXT,__text) external __ZN15OSMetaClassBase8GetClassEv
0000000180047bac (__TEXT,__text) external __ZN15OSMetaClassBase8IsRemoteEv
0000000180053c9c (__TEXT,__text) external __ZN15OSSerialization10copyObjectEv
0000000180058bf8 (__TEXT,__text) external __ZN15OSSerialization10freeBufferEPKvm
000000018007ab9c (__TEXT,__text) non-external __ZN15OSSerialization10freeBufferEPKvm.cold.1
0000000180058bac (__TEXT,__text) external __ZN15OSSerialization14finalizeBufferEPm
000000018007ab70 (__TEXT,__text) non-external __ZN15OSSerialization14finalizeBufferEPm.cold.1
0000000180058ba4 (__TEXT,__text) external __ZN15OSSerialization15createFromBytesEPKvmU13block_pointerFvS1_mE
0000000180058ba8 (__TEXT,__text) external __ZN15OSSerialization16createFromObjectEP8OSObject
0000000180058c2c (__TEXT,__text) external __ZN15OSSerialization4freeEv
000000018006a5c4 (__TEXT,__text) external __ZN16IODispatchSource12CheckForWorkEbPFiP15OSMetaClassBase5IORPCE
000000018006a844 (__TEXT,__text) external __ZN16IODispatchSource13Cancel_InvokeE5IORPCP15OSMetaClassBasePFiS2_U13block_pointerFvvEE
000000018004c2f0 (__TEXT,__text) external __ZN16IODispatchSource14SetEnable_ImplEb
000000018006a2b4 (__TEXT,__text) external __ZN16IODispatchSource16SetEnable_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
000000018006a984 (__TEXT,__text) external __ZN16IODispatchSource19CheckForWork_InvokeE5IORPCP15OSMetaClassBasePFiS2_S0_bE
000000018006a4b0 (__TEXT,__text) external __ZN16IODispatchSource23SetEnableWithCompletionEbU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
000000018006a8e0 (__TEXT,__text) external __ZN16IODispatchSource30SetEnableWithCompletion_InvokeE5IORPCP15OSMetaClassBasePFiS2_bU13block_pointerFvvEE
000000018004c2e4 (__TEXT,__text) external __ZN16IODispatchSource4freeEv
000000018004c2d4 (__TEXT,__text) external __ZN16IODispatchSource4initEv
000000018006a3a4 (__TEXT,__text) external __ZN16IODispatchSource6CancelEU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
000000018006a1dc (__TEXT,__text) external __ZN16IODispatchSource8DispatchE5IORPC
000000018006a734 (__TEXT,__text) external __ZN16IODispatchSource9SetEnableEbPFiP15OSMetaClassBase5IORPCE
000000018006a210 (__TEXT,__text) external __ZN16IODispatchSource9_DispatchEPS_5IORPC
000000018006350c (__TEXT,__text) external __ZN16IOReporter_IVars10legendWithEP7OSArrayS1_19IOReportChannelTypey
000000018007b0cc (__TEXT,__text) non-external __ZN16IOReporter_IVars10legendWithEP7OSArrayS1_19IOReportChannelTypey.cold.1
0000000180062b1c (__TEXT,__text) external __ZN16IOReporter_IVars12lockReporterEv
00000001800633c4 (__TEXT,__text) external __ZN16IOReporter_IVars14copyChannelIDsEv
0000000180062b4c (__TEXT,__text) external __ZN16IOReporter_IVars14unlockReporterEv
00000001800639dc (__TEXT,__text) external __ZN16IOReporter_IVars15getChannelIndexEyPi
00000001800638cc (__TEXT,__text) external __ZN16IOReporter_IVars16getElementValuesEi
000000018007b108 (__TEXT,__text) non-external __ZN16IOReporter_IVars16getElementValuesEi.cold.1
0000000180063848 (__TEXT,__text) external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy
000000018007b0e0 (__TEXT,__text) non-external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy.cold.1
0000000180063910 (__TEXT,__text) external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues
000000018007b130 (__TEXT,__text) non-external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues.cold.1
0000000180063a50 (__TEXT,__text) external __ZN16IOReporter_IVars17getChannelIndicesEyPiS0_
0000000180062f14 (__TEXT,__text) external __ZN16IOReporter_IVars17handleSwapCleanupEi
000000018007afa4 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.1
000000018007afcc (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.2
000000018007b008 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.3
000000018007b038 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.4
000000018007b074 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.5
0000000180062be4 (__TEXT,__text) external __ZN16IOReporter_IVars17handleSwapPrepareEi
000000018007ae14 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.1
000000018007ae3c (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.2
000000018007ae54 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.3
0000000180063314 (__TEXT,__text) external __ZN16IOReporter_IVars18handleCreateLegendEv
00000001800630fc (__TEXT,__text) external __ZN16IOReporter_IVars18handleUpdateReportEP19IOReportChannelListjRjRPhRm
0000000180062aec (__TEXT,__text) external __ZN16IOReporter_IVars18lockReporterConfigEv
0000000180063908 (__TEXT,__text) external __ZN16IOReporter_IVars19updateChannelValuesEi
0000000180063238 (__TEXT,__text) external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm
000000018007b0a4 (__TEXT,__text) non-external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm.cold.1
0000000180063968 (__TEXT,__text) external __ZN16IOReporter_IVars20getFirstElementIndexEyPi
0000000180062da4 (__TEXT,__text) external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString
000000018007ae7c (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
000000018007aea4 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
000000018007aecc (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
000000018007af08 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.4
000000018007af38 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.5
000000018007af74 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.6
0000000180062b58 (__TEXT,__text) external __ZN16IOReporter_IVars20unlockReporterConfigEv
0000000180062fdc (__TEXT,__text) external __ZN16IOReporter_IVars21handleConfigureReportEP19IOReportChannelListjRj
0000000180062744 (__TEXT,__text) external __ZN16IOReporter_IVarsC1EP9IOService19IOReportChannelTypey
0000000180062638 (__TEXT,__text) external __ZN16IOReporter_IVarsC2EP9IOService19IOReportChannelTypey
0000000180062894 (__TEXT,__text) external __ZN16IOReporter_IVarsD0Ev
0000000180062890 (__TEXT,__text) external __ZN16IOReporter_IVarsD1Ev
00000001800627b4 (__TEXT,__text) external __ZN16IOReporter_IVarsD2Ev
000000018007ad28 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.1
000000018007ad64 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.2
000000018007ad94 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.3
000000018007add0 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.4
0000000180063d3c (__TEXT,__text) external __ZN16IOSimpleReporter14incrementValueEyx
0000000180063afc (__TEXT,__text) external __ZN16IOSimpleReporter4withEP9IOServicety
0000000180063e40 (__TEXT,__text) external __ZN16IOSimpleReporter8getValueEy
0000000180063bb0 (__TEXT,__text) external __ZN16IOSimpleReporter8initWithEP9IOServicety
0000000180063c40 (__TEXT,__text) external __ZN16IOSimpleReporter8setValueEyx
000000018007523c (__TEXT,__text) external __ZN16OSArrayMetaClass3NewEP8OSObject
0000000180077e24 (__TEXT,__text) external __ZN17IOThreadMetaClass3NewEP8OSObject
0000000180074b34 (__TEXT,__text) external __ZN17OSActionMetaClass3NewEP8OSObject
0000000180074ce4 (__TEXT,__text) external __ZN17OSActionMetaClass8DispatchE5IORPC
000000018007532c (__TEXT,__text) external __ZN17OSBundleMetaClass3NewEP8OSObject
0000000180075584 (__TEXT,__text) external __ZN17OSNumberMetaClass3NewEP8OSObject
00000001800755ec (__TEXT,__text) external __ZN17OSObjectMetaClass3NewEP8OSObject
00000001800756d4 (__TEXT,__text) external __ZN17OSObjectMetaClass8DispatchE5IORPC
0000000180075db8 (__TEXT,__text) external __ZN17OSStringMetaClass3NewEP8OSObject
0000000180067f84 (__TEXT,__text) external __ZN18IOCommandMetaClass3NewEP8OSObject
000000018006b774 (__TEXT,__text) external __ZN18IOMemoryDescriptor10_CopyStateEP17_IOMDPrivateStatePFiP15OSMetaClassBase5IORPCE
000000018006b89c (__TEXT,__text) external __ZN18IOMemoryDescriptor13CreateMappingEyyyyyPP11IOMemoryMapPFiP15OSMetaClassBase5IORPCE
000000018006bc54 (__TEXT,__text) external __ZN18IOMemoryDescriptor17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P17_IOMDPrivateStateE
000000018006bcf0 (__TEXT,__text) external __ZN18IOMemoryDescriptor20CreateMapping_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyyPP11IOMemoryMapE
000000018006b9c4 (__TEXT,__text) external __ZN18IOMemoryDescriptor25CreateSubMemoryDescriptorEyyyPS_PS0_
000000018006bae0 (__TEXT,__text) external __ZN18IOMemoryDescriptor27CreateWithMemoryDescriptorsEyjPPS_S1_
000000018006bdac (__TEXT,__text) external __ZN18IOMemoryDescriptor32CreateSubMemoryDescriptor_InvokeE5IORPCPFiyyyPS_PS1_E
000000018006be94 (__TEXT,__text) external __ZN18IOMemoryDescriptor34CreateWithMemoryDescriptors_InvokeE5IORPCPFiyjPPS_S2_E
000000018004d480 (__TEXT,__text) external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_
0000000180079d00 (__TEXT,__text) non-external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_.cold.1
000000018004ed74 (__TEXT,__text) external __ZN18IOMemoryDescriptor4freeEv
000000018004ecf4 (__TEXT,__text) external __ZN18IOMemoryDescriptor4initEv
000000018006b67c (__TEXT,__text) external __ZN18IOMemoryDescriptor8DispatchE5IORPC
000000018004ee00 (__TEXT,__text) external __ZN18IOMemoryDescriptor9GetLengthEPy
0000000180079e8c (__TEXT,__text) non-external __ZN18IOMemoryDescriptor9GetLengthEPy.cold.1
000000018006b6cc (__TEXT,__text) external __ZN18IOMemoryDescriptor9_DispatchEPS_5IORPC
000000018006c50c (__TEXT,__text) external __ZN18IOServiceMetaClass3NewEP8OSObject
000000018006d03c (__TEXT,__text) external __ZN18IOServiceMetaClass8DispatchE5IORPC
00000001800752c4 (__TEXT,__text) external __ZN18OSBooleanMetaClass3NewEP8OSObject
0000000180064898 (__TEXT,__text) external __ZN19IOHistogramReporter10addChannelEyPKc
0000000180064744 (__TEXT,__text) external __ZN19IOHistogramReporter10tallyValueEx
000000018006468c (__TEXT,__text) external __ZN19IOHistogramReporter20overrideBucketValuesEjyxxx
0000000180063f30 (__TEXT,__text) external __ZN19IOHistogramReporter4withEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
0000000180063ffc (__TEXT,__text) external __ZN19IOHistogramReporter8initWithEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
000000018006c304 (__TEXT,__text) external __ZN19IOReporterMetaClass3NewEP8OSObject
00000001800768b0 (__TEXT,__text) external __ZN20IOEventLinkMetaClass3NewEP8OSObject
0000000180076a68 (__TEXT,__text) external __ZN20IOEventLinkMetaClass8DispatchE5IORPC
0000000180077580 (__TEXT,__text) external __ZN20IOExtensiblePaniclog10AppendDataEP6OSDataPFiP15OSMetaClassBase5IORPCE
0000000180077464 (__TEXT,__text) external __ZN20IOExtensiblePaniclog10InsertDataEP6OSDataPFiP15OSMetaClassBase5IORPCE
00000001800777b8 (__TEXT,__text) external __ZN20IOExtensiblePaniclog10SetUsedLenEjPFiP15OSMetaClassBase5IORPCE
00000001800523cc (__TEXT,__text) external __ZN20IOExtensiblePaniclog11ClaimBufferEPyS0_
0000000180077354 (__TEXT,__text) external __ZN20IOExtensiblePaniclog11SetInactiveEPFiP15OSMetaClassBase5IORPCE
00000001800524f8 (__TEXT,__text) external __ZN20IOExtensiblePaniclog11YieldBufferEj
00000001800778c8 (__TEXT,__text) external __ZN20IOExtensiblePaniclog13Create_InvokeE5IORPCPFiP6OSDataP8OSStringjjPPS_E
00000001800779d0 (__TEXT,__text) external __ZN20IOExtensiblePaniclog16SetActive_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
0000000180077bd8 (__TEXT,__text) external __ZN20IOExtensiblePaniclog17AppendData_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDataE
