0000000180ee0020 (__TEXT,__text) external _APL_dgemm
0000000181110dec (__TEXT,__text) external _cblas_ctpsv
00000001810a46a8 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00000001810cab94 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
00000001810fb748 (__TEXT,__text) external _cblas_ctrmm
000000018109152c (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00000001810b807c (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
0000000181111a80 (__TEXT,__text) external _cblas_ctrmv
00000001810a4f98 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00000001810cb494 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00000001810fc8e0 (__TEXT,__text) external _cblas_ctrsm
00000001810926c4 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00000001810b91b4 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
0000000181112514 (__TEXT,__text) external _cblas_ctrsv
00000001810a5a2c (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00000001810cbf44 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00000001810d9220 (__TEXT,__text) external _cblas_dasum
0000000180f3f278 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00000001810814fc (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00000001810d927c (__TEXT,__text) external _cblas_daxpy
0000000180f3f2d4 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
0000000181081550 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00000001810d9358 (__TEXT,__text) external _cblas_dcopy
0000000180f3f3b0 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
0000000181081610 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00000001810d91cc (__TEXT,__text) external _cblas_ddot
0000000180f3f224 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00000001810814b8 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00000001810e8040 (__TEXT,__text) external _cblas_dgbmv
0000000181076e60 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
0000000181087640 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00000001810da0c0 (__TEXT,__text) external _cblas_dgemm
000000018101f210 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
0000000181084b28 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
0000000180d8a188 (__TEXT,__text) external _cblas_dgemv
0000000180ddaea0 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
000000018108005c (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
0000000180d895ac (__TEXT,__text) external _cblas_dger
0000000180ddadac (__TEXT,__text) external _cblas_dger$NEWLAPACK
000000018107ff6c (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00000001810d93bc (__TEXT,__text) external _cblas_dnrm2
0000000180f3f414 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
0000000181081664 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00000001810d948c (__TEXT,__text) external _cblas_drot
0000000180f3f518 (__TEXT,__text) external _cblas_drot$NEWLAPACK
0000000181081740 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
000000018110a894 (__TEXT,__text) external _cblas_drotg
000000018109e304 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00000001810c479c (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00000001810d9534 (__TEXT,__text) external _cblas_drotm
0000000180f3f5c0 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00000001810817d8 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
000000018110a988 (__TEXT,__text) external _cblas_drotmg
000000018109e3f8 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00000001810c4890 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00000001810e8db4 (__TEXT,__text) external _cblas_dsbmv
000000018107787c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
0000000181087a4c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
0000000180d89578 (__TEXT,__text) external _cblas_dscal
0000000180f3f438 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
0000000181081680 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00000001810d6ea0 (__TEXT,__text) external _cblas_dsdot
0000000180d9e77c (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
000000018107c244 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00000001810d7f50 (__TEXT,__text) external _cblas_dspmv
0000000180ddc788 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00000001810804c0 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00000001810eb760 (__TEXT,__text) external _cblas_dspr
00000001810797e0 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
0000000181088298 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00000001810ebe48 (__TEXT,__text) external _cblas_dspr2
00000001810799e0 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
000000018108849c (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00000001810d940c (__TEXT,__text) external _cblas_dswap
0000000180f3f498 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00000001810816d0 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00000001810d66e4 (__TEXT,__text) external _cblas_dsymm
0000000180d9dfc0 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
000000018107bad8 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00000001810e7748 (__TEXT,__text) external _cblas_dsymv
00000001810687c8 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
0000000181087390 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00000001810d74bc (__TEXT,__text) external _cblas_dsyr
0000000180ddaff4 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00000001810801ac (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00000001810d757c (__TEXT,__text) external _cblas_dsyr2
0000000180ddb0b4 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
0000000181080274 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00000001810d9618 (__TEXT,__text) external _cblas_dsyr2k
0000000180fa28f4 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
0000000181083c94 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00000001810d99c0 (__TEXT,__text) external _cblas_dsyrk
00000001810024bc (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
0000000181083fd8 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00000001810e9ee4 (__TEXT,__text) external _cblas_dtbmv
0000000181077bd8 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
0000000181087d88 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00000001810eb140 (__TEXT,__text) external _cblas_dtbsv
0000000181077ea0 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
0000000181088010 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00000001810eeea8 (__TEXT,__text) external _cblas_dtpmv
0000000181079c54 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00000001810886ec (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00000001810f21d8 (__TEXT,__text) external _cblas_dtpsv
0000000181079f68 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00000001810889e0 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00000001810d9cfc (__TEXT,__text) external _cblas_dtrmm
0000000181007678 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
000000018108478c (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
0000000180d89c68 (__TEXT,__text) external _cblas_dtrmv
0000000180ddb1ac (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
000000018108036c (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00000001810d6ad4 (__TEXT,__text) external _cblas_dtrsm
0000000180d9e3b0 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
000000018107be90 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00000001810e74d8 (__TEXT,__text) external _cblas_dtrsv
00000001810672c0 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
000000018108714c (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
0000000181113e7c (__TEXT,__text) external _cblas_dzasum
00000001810a7394 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00000001810cd814 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
0000000181113ee0 (__TEXT,__text) external _cblas_dznrm2
00000001810a73f8 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00000001810cd868 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
000000018111d444 (__TEXT,__text) external _cblas_errprn
00000001810b01e4 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00000001810d668c (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
0000000181113c18 (__TEXT,__text) external _cblas_icamax
00000001810a7130 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00000001810cd5d0 (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
0000000180d89330 (__TEXT,__text) external _cblas_idamax
000000018107ad04 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
0000000181088fc4 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00000001810f2600 (__TEXT,__text) external _cblas_isamax
000000018107a6e8 (__TEXT,__text) external _cblas_isamax$NEWLAPACK
0000000181088c0c (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
0000000181113fd4 (__TEXT,__text) external _cblas_izamax
00000001810a74ec (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00000001810cd954 (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00000001810d6fb4 (__TEXT,__text) external _cblas_sasum
0000000180d9e890 (__TEXT,__text) external _cblas_sasum$NEWLAPACK
000000018107c328 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00000001810d7010 (__TEXT,__text) external _cblas_saxpy
0000000180d9e8ec (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
000000018107c37c (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
0000000181113d50 (__TEXT,__text) external _cblas_scasum
00000001810a7268 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00000001810cd700 (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
0000000181113dac (__TEXT,__text) external _cblas_scnrm2
00000001810a72c4 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00000001810cd74c (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00000001810d70ec (__TEXT,__text) external _cblas_scopy
0000000180d9e9c8 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
000000018107c43c (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00000001810d6f6c (__TEXT,__text) external _cblas_sdot
0000000180d9e848 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
000000018107c2f0 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00000001810d6ef4 (__TEXT,__text) external _cblas_sdsdot
0000000180d9e7d0 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
000000018107c288 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00000001810db600 (__TEXT,__text) external _cblas_sgbmv
00000001810628f0 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00000001810859a8 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00000001810d73dc (__TEXT,__text) external _cblas_sgemm
0000000180da0800 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
000000018107c6d4 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00000001810d744c (__TEXT,__text) external _cblas_sgemm_singlecore
00000001810d8e20 (__TEXT,__text) external _cblas_sgemv
0000000180ee5c1c (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
0000000181081170 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00000001810d8e84 (__TEXT,__text) external _cblas_sgemv_singlecore
00000001810d8bf0 (__TEXT,__text) external _cblas_sger
0000000180ee5b2c (__TEXT,__text) external _cblas_sger$NEWLAPACK
0000000181081080 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00000001810d7150 (__TEXT,__text) external _cblas_snrm2
0000000180d9ea2c (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
000000018107c490 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00000001810d7254 (__TEXT,__text) external _cblas_srot
0000000180d9eb30 (__TEXT,__text) external _cblas_srot$NEWLAPACK
000000018107c56c (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
000000018110ac64 (__TEXT,__text) external _cblas_srotg
000000018109e6d4 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00000001810c4b6c (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00000001810d72fc (__TEXT,__text) external _cblas_srotm
0000000180d9ebd8 (__TEXT,__text) external _cblas_srotm$NEWLAPACK
000000018107c604 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
000000018110ad54 (__TEXT,__text) external _cblas_srotmg
000000018109e7c4 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00000001810c4c5c (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00000001810dc2dc (__TEXT,__text) external _cblas_ssbmv
0000000181062cfc (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
0000000181085db4 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00000001810d7174 (__TEXT,__text) external _cblas_sscal
0000000180d9ea50 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
000000018107c4ac (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00000001810dcde0 (__TEXT,__text) external _cblas_sspmv
0000000181063058 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00000001810860f0 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00000001810dd480 (__TEXT,__text) external _cblas_sspr
0000000181063314 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00000001810863a0 (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00000001810ddbd8 (__TEXT,__text) external _cblas_sspr2
0000000181063514 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
0000000181086594 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00000001810d71d4 (__TEXT,__text) external _cblas_sswap
0000000180d9eab0 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
000000018107c4fc (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00000001810da6f8 (__TEXT,__text) external _cblas_ssymm
00000001810545cc (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00000001810850fc (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00000001810dad58 (__TEXT,__text) external _cblas_ssymv
000000018105fdbc (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00000001810856f8 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00000001810d8ee8 (__TEXT,__text) external _cblas_ssyr
0000000180ee5c80 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00000001810811c0 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00000001810d8f9c (__TEXT,__text) external _cblas_ssyr2
0000000180ee5d34 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
000000018108127c (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00000001810d8148 (__TEXT,__text) external _cblas_ssyr2k
0000000180dea574 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00000001810806a0 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00000001810d84f0 (__TEXT,__text) external _cblas_ssyrk
0000000180e38824 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00000001810809e4 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00000001810dee30 (__TEXT,__text) external _cblas_stbmv
0000000181063780 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00000001810867e4 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00000001810e03d8 (__TEXT,__text) external _cblas_stbsv
0000000181063a48 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
0000000181086a6c (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00000001810e3944 (__TEXT,__text) external _cblas_stpmv
0000000181063d10 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
0000000181086cf4 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00000001810e728c (__TEXT,__text) external _cblas_stpsv
0000000181064588 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
0000000181086f20 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00000001810d882c (__TEXT,__text) external _cblas_strmm
0000000180ee0708 (__TEXT,__text) external _cblas_strmm$NEWLAPACK
0000000181080ce4 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00000001810d9080 (__TEXT,__text) external _cblas_strmv
0000000180ee5e18 (__TEXT,__text) external _cblas_strmv$NEWLAPACK
0000000181081364 (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00000001810f2850 (__TEXT,__text) external _cblas_strsm
000000018107a938 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
0000000181088c10 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00000001810daae8 (__TEXT,__text) external _cblas_strsv
000000018105e970 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00000001810854b4 (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
000000018111d3ac (__TEXT,__text) external _cblas_xerbla
00000001810b014c (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00000001810d65f4 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
0000000181114400 (__TEXT,__text) external _cblas_zaxpy
00000001810a7918 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00000001810cdd60 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
0000000181114514 (__TEXT,__text) external _cblas_zcopy
00000001810a7a2c (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00000001810cde68 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
0000000181114604 (__TEXT,__text) external _cblas_zdotc_sub
00000001810a7b1c (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00000001810cdf54 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
0000000181114788 (__TEXT,__text) external _cblas_zdotu_sub
00000001810a7c6c (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00000001810ce098 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00000001811148d8 (__TEXT,__text) external _cblas_zdrot
00000001810a7dbc (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00000001810ce1dc (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
0000000181114968 (__TEXT,__text) external _cblas_zdscal
00000001810a7e4c (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00000001810ce260 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
0000000181114fc0 (__TEXT,__text) external _cblas_zgbmv
00000001810a8304 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00000001810ce6d0 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00000001811008b4 (__TEXT,__text) external _cblas_zgemm
00000001810943f4 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00000001810bae80 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
0000000181115704 (__TEXT,__text) external _cblas_zgemv
00000001810a8a14 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00000001810cedbc (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
0000000181116384 (__TEXT,__text) external _cblas_zgerc
00000001810a9694 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00000001810cfa78 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
0000000181116a6c (__TEXT,__text) external _cblas_zgeru
00000001810a9d7c (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00000001810d0158 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00000001811171e4 (__TEXT,__text) external _cblas_zhbmv
00000001810aa4f4 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00000001810d08c0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
0000000181101778 (__TEXT,__text) external _cblas_zhemm
00000001810952b8 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00000001810bbccc (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00000001811177d8 (__TEXT,__text) external _cblas_zhemv
00000001810aaae8 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00000001810d0ecc (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
0000000181118198 (__TEXT,__text) external _cblas_zher
00000001810ab4a8 (__TEXT,__text) external _cblas_zher$NEWLAPACK
00000001810d18bc (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00000001811188b0 (__TEXT,__text) external _cblas_zher2
00000001810abbc0 (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00000001810d1fdc (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00000001811027c4 (__TEXT,__text) external _cblas_zher2k
0000000181096304 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00000001810bcca8 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
0000000181103bac (__TEXT,__text) external _cblas_zherk
00000001810976ec (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00000001810bdf98 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
0000000181118ee0 (__TEXT,__text) external _cblas_zhpmv
00000001810ac1f0 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00000001810d25ec (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
0000000181119400 (__TEXT,__text) external _cblas_zhpr
00000001810ac710 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00000001810d2b18 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
0000000181119770 (__TEXT,__text) external _cblas_zhpr2
00000001810aca80 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00000001810d2e90 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
0000000181114a50 (__TEXT,__text) external _cblas_zrotg
00000001810a7f34 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00000001810ce340 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
0000000181114bd4 (__TEXT,__text) external _cblas_zscal
00000001810a80b8 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00000001810ce4c4 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
0000000181114f4c (__TEXT,__text) external _cblas_zswap
00000001810a8290 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00000001810ce668 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
0000000181106550 (__TEXT,__text) external _cblas_zsymm
000000018109a090 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00000001810c0828 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00000001811075ac (__TEXT,__text) external _cblas_zsyr2k
000000018109b0ec (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00000001810c1814 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
0000000181108968 (__TEXT,__text) external _cblas_zsyrk
000000018109c4a8 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00000001810c2a28 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
0000000181119d28 (__TEXT,__text) external _cblas_ztbmv
00000001810ad038 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00000001810d342c (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
000000018111a410 (__TEXT,__text) external _cblas_ztbsv
00000001810ad720 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00000001810d3b40 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
000000018111ac7c (__TEXT,__text) external _cblas_ztpmv
00000001810adf8c (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00000001810d43d8 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
000000018111b280 (__TEXT,__text) external _cblas_ztpsv
00000001810ae590 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00000001810d49ec (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
0000000181109630 (__TEXT,__text) external _cblas_ztrmm
000000018109d170 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00000001810c365c (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
000000018111befc (__TEXT,__text) external _cblas_ztrmv
00000001810aed28 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00000001810d5194 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
0000000181104a14 (__TEXT,__text) external _cblas_ztrsm
0000000181098554 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00000001810bed70 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
000000018111c83c (__TEXT,__text) external _cblas_ztrsv
00000001810af668 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00000001810d5af4 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
0000000180d8ffac (__TEXT,__text) external _ccopy
0000000181005874 (__TEXT,__text) external _ccopy$NEWLAPACK
00000001810844f8 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
0000000180d8ffac (__TEXT,__text) external _ccopy_
0000000180d8ffd4 (__TEXT,__text) external _cdotc
00000001810058b4 (__TEXT,__text) external _cdotc$NEWLAPACK
0000000181084538 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
0000000180d8ffd4 (__TEXT,__text) external _cdotc_
0000000180d8fffc (__TEXT,__text) external _cdotu
00000001810058dc (__TEXT,__text) external _cdotu$NEWLAPACK
0000000181084560 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180d8fffc (__TEXT,__text) external _cdotu_
0000000180d8e358 (__TEXT,__text) external _cgbmv
0000000180dd7a24 (__TEXT,__text) external _cgbmv$NEWLAPACK
000000018107cc44 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180d8e358 (__TEXT,__text) external _cgbmv_
0000000180d8b27c (__TEXT,__text) external _cgemm
0000000180f3fa44 (__TEXT,__text) external _cgemm$NEWLAPACK
0000000181081b14 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
0000000180d8b27c (__TEXT,__text) external _cgemm_
0000000180d8e27c (__TEXT,__text) external _cgemv
0000000180dd7694 (__TEXT,__text) external _cgemv$NEWLAPACK
000000018107c8cc (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
0000000180d8e27c (__TEXT,__text) external _cgemv_
0000000180d8edc8 (__TEXT,__text) external _cgerc
