0000000209670d7c (__TEXT,__text) external _AAAFSCGetMetadata
0000000209605cc8 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
0000000209605cbc (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
0000000209605c9c (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
0000000209621794 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00000002096110d4 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00000002096110ac (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
000000020967ad00 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
000000020967acd8 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
0000000209613f10 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
0000000209613ee8 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
0000000209615a64 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
0000000209615ab4 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
000000020962037c (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
0000000209620354 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
000000020962163c (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
0000000209621684 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
000000020967ad28 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
000000020967b0fc (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
000000020967b288 (__TEXT,__text) non-external (was a private external) _PagedFileDump
000000020967b990 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
000000020967b93c (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
000000020967b9fc (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
000000020967b930 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
000000020967b5d8 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
000000020967bc0c (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
000000020967b538 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
000000020967b6ec (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
000000020962be04 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
000000020962bde8 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
000000020962c784 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
000000020962c958 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
0000000209635598 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
0000000209634300 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
000000020963421c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
0000000209633f7c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
000000020963383c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
0000000209633210 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00000002096335b4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
0000000209621730 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00000002096216c4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
000000020963ee68 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
000000020962345c (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
000000020963ee6c (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
000000020963ee70 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
000000020963eea8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
0000000209616050 (__TEXT,__text) non-external _RNG
0000000209677664 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
0000000209677430 (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00000002096774b8 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
000000020960b380 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
000000020960b1e8 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
000000020960b2fc (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00000002096169a0 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
000000020961bee0 (__TEXT,__text) non-external _SharedArrayEnqueue
00000002096251c4 (__TEXT,__text) non-external _SharedArrayEnqueue
0000000209632ae0 (__TEXT,__text) non-external _SharedArrayEnqueue
000000020964f6d4 (__TEXT,__text) non-external _SharedArrayEnqueue
0000000209624990 (__TEXT,__text) non-external _SharedArrayPush
0000000209678ac4 (__TEXT,__text) non-external _SharedArrayPush
0000000209624e8c (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
0000000209624604 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
0000000209624b28 (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
0000000209624aac (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
0000000209624b40 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
0000000209624f50 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
000000020962539c (__TEXT,__text) non-external (was a private external) _SharedBufferRead
0000000209625358 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00000002096252f8 (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00000002096253ec (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
000000020962b4f8 (__TEXT,__text) non-external (was a private external) _StringTableAppend
000000020962b628 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
000000020962b4ec (__TEXT,__text) non-external (was a private external) _StringTableClear
000000020962bae0 (__TEXT,__text) non-external _StringTableCmp
000000020962b3ac (__TEXT,__text) non-external (was a private external) _StringTableCreate
000000020962b4a0 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
000000020962ba44 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
000000020962b8fc (__TEXT,__text) non-external _StringTableSearchSortedWithLength
000000020962bad8 (__TEXT,__text) non-external (was a private external) _StringTableSize
000000020962b758 (__TEXT,__text) non-external (was a private external) _StringTableSort
0000000209631c7c (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00000002096326c0 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
0000000209632e78 (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
0000000209632c14 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
0000000209632d58 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
000000020967609c (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
0000000209676530 (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
0000000209676848 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
000000020967698c (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
0000000209676a78 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
0000000209605b1c (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
0000000209605aa4 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
0000000214694360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___chkstk_darwin (from libSystem)
000000020963ec54 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
000000020961e2b4 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
000000020961d700 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
000000020960b39c (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
000000020960b570 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
000000020960c794 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
000000020960b4ec (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
0000000209630bbc (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00000002096316c0 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
000000020964b7e4 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
000000020963ab60 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
000000020963ad80 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
000000020963aae8 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
000000020963a87c (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
000000020960d980 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
000000020960e34c (__TEXT,__text) non-external _aaAssetExtractorProgress
0000000209677680 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
0000000209677e18 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
000000020966ee84 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
0000000209651d10 (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
000000020962695c (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00000002096741c0 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00000002096741cc (__TEXT,__text) non-external _aaCompressionOutputStreamClose
0000000209674334 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
0000000209674094 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
0000000209652564 (__TEXT,__text) non-external (was a private external) _aaCopyFile
0000000209676084 (__TEXT,__text) non-external _aaDecompressionStreamAbort
0000000209675850 (__TEXT,__text) non-external _aaDecompressionStreamClose
0000000209675908 (__TEXT,__text) non-external _aaDecompressionStreamRead
0000000209675774 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
000000020967562c (__TEXT,__text) non-external _aaDecompressionStreamRefill
0000000209665784 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00000002096648f4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
0000000209664e98 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
0000000209664d38 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
000000020965143c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
0000000209650df4 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00000002096519b4 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
0000000209650710 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00000002096500dc (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
0000000209650a2c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
0000000209651bbc (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
000000020964fcac (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
000000020964ff60 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
0000000209651b28 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00000002096500ac (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
000000020966294c (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
0000000209661e2c (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00000002096622e0 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
0000000209662190 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
000000020966bc2c (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
000000020966bec8 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
000000020966bd70 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
000000020964b1a4 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
000000020966f444 (__TEXT,__text) non-external _aaFileStreamAbort
000000020966eef4 (__TEXT,__text) non-external _aaFileStreamClose
000000020966f480 (__TEXT,__text) non-external _aaFileStreamFlush
000000020966eeb4 (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
000000020966f334 (__TEXT,__text) non-external _aaFileStreamPRead
000000020966f3bc (__TEXT,__text) non-external _aaFileStreamPWrite
000000020966f22c (__TEXT,__text) non-external _aaFileStreamRead
000000020966f450 (__TEXT,__text) non-external _aaFileStreamSeek
000000020966f468 (__TEXT,__text) non-external _aaFileStreamTruncate
000000020966f2b0 (__TEXT,__text) non-external _aaFileStreamWrite
000000020965fd60 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
0000000209660098 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00000002096603b8 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
000000020965e864 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
000000020965f088 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
0000000209641010 (__TEXT,__text) non-external _aaInPlaceStreamCancel
0000000209640f34 (__TEXT,__text) non-external _aaInPlaceStreamClose
0000000209640b94 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
0000000209640e5c (__TEXT,__text) non-external _aaInPlaceStreamPRead
0000000209640e64 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
0000000209640e6c (__TEXT,__text) non-external _aaInPlaceStreamRead
0000000209640e84 (__TEXT,__text) non-external _aaInPlaceStreamSeek
0000000209640e78 (__TEXT,__text) non-external _aaInPlaceStreamWrite
000000020966fc94 (__TEXT,__text) non-external _aaMagicStreamAbort
000000020966fb4c (__TEXT,__text) non-external _aaMagicStreamClose
000000020966fb80 (__TEXT,__text) non-external _aaMagicStreamRead
0000000209674d5c (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
000000020966f968 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
000000020966f920 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
000000020966f99c (__TEXT,__text) non-external _aaSharedBufferRead
000000020966f964 (__TEXT,__text) non-external _aaSharedBufferWrite
0000000209670080 (__TEXT,__text) non-external _aaTeeStreamAbort
000000020966fd9c (__TEXT,__text) non-external _aaTeeStreamClose
000000020966ff08 (__TEXT,__text) non-external _aaTeeStreamPWrite
000000020966fdb8 (__TEXT,__text) non-external _aaTeeStreamWrite
000000020966ef3c (__TEXT,__text) non-external _aaTempFileStreamClose
0000000209666230 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
0000000209647fa8 (__TEXT,__text) non-external _add_control
00000002096115e0 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00000002096111bc (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
0000000209627f2c (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
0000000209626ee4 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
0000000209626bfc (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
0000000209626b5c (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
0000000209629618 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
0000000209628ea4 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
0000000209611574 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00000002096111d8 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
0000000209611108 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00000002096112b4 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
000000020962831c (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00000002096281ec (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
0000000209628188 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
0000000209645adc (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
0000000209644c1c (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
0000000209615b10 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00000002096117e0 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00000002096128d4 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00000002096117d0 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
0000000209619790 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00000002096188ac (__TEXT,__text) non-external _aeaInputStreamCancel
0000000209618910 (__TEXT,__text) non-external _aeaInputStreamClose
0000000209618ad8 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
0000000209619010 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
0000000209618690 (__TEXT,__text) non-external _aeaInputStreamRead
0000000209620f80 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
0000000209681dea (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
000000020961146c (__TEXT,__text) non-external (was a private external) _aeaMagicInit
000000020961b210 (__TEXT,__text) non-external _aeaOutputStreamAbort
000000020961b22c (__TEXT,__text) non-external _aeaOutputStreamClose
000000020961b954 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
000000020961bdcc (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
0000000209619c54 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
000000020961a158 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
000000020961afd4 (__TEXT,__text) non-external _aeaOutputStreamWrite
000000020961a980 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
0000000209629570 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00000002096110fc (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
0000000209611490 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
000000020961dd10 (__TEXT,__text) non-external _afStreamCancel
000000020961db6c (__TEXT,__text) non-external _afStreamClose
000000020961e014 (__TEXT,__text) non-external _afStreamCloseWithState
000000020961dd24 (__TEXT,__text) non-external _afStreamWrite
0000000209672a60 (__TEXT,__text) non-external _afscStreamCancel
000000020967249c (__TEXT,__text) non-external _afscStreamClose
0000000209672e94 (__TEXT,__text) non-external _afscStreamCloseWithState
0000000209670210 (__TEXT,__text) non-external _afscStreamOpen
0000000209672a74 (__TEXT,__text) non-external _afscStreamWrite
000000020966487c (__TEXT,__text) non-external _appendFieldIfNotDefinedString
000000020966480c (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
000000020960832c (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
000000020963e800 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
0000000209661274 (__TEXT,__text) non-external _append_field
000000020965deec (__TEXT,__text) non-external _applyEntryAttributes
000000020963e1c4 (__TEXT,__text) non-external _applyYEC
00000002096397a4 (__TEXT,__text) non-external (was a private external) _areFilesEqual
0000000209639aa4 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
000000020960d1bc (__TEXT,__text) non-external _asyncContext
00000002096265fc (__TEXT,__text) non-external _asyncContext
000000020960d4b4 (__TEXT,__text) non-external _asyncProgress
0000000209626914 (__TEXT,__text) non-external _asyncProgress
000000020960d49c (__TEXT,__text) non-external _asyncSelect
000000020962e448 (__TEXT,__text) non-external _bestMatchInRange
000000020964120c (__TEXT,__text) non-external _blockGetFromCache
000000020964108c (__TEXT,__text) non-external _blockReader
0000000209641370 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
0000000209642ea8 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
000000020964385c (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00000002096441cc (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
0000000209643688 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
0000000209643ac4 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
0000000209643b2c (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00000002096430fc (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
0000000209642f04 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
000000020964348c (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
0000000209643620 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
                 (undefined) external _bzero (from libSystem)
000000020967c508 (__TEXT,__text) non-external _cacheData
                 (undefined) external _calloc (from libSystem)
000000020960c764 (__TEXT,__text) non-external _cancelProc
0000000209631690 (__TEXT,__text) non-external _cancelProc
000000020963cff4 (__TEXT,__text) non-external _cancelProc
000000020964d39c (__TEXT,__text) non-external _cancelProc
000000020964f3a8 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
000000020962cb10 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
0000000209649c0c (__TEXT,__text) non-external _chunkAppendHole
0000000209636c5c (__TEXT,__text) non-external _chunkAsyncCancel
0000000209636510 (__TEXT,__text) non-external _chunkAsyncClose
00000002096368b0 (__TEXT,__text) non-external _chunkAsyncGetRange
0000000209636c80 (__TEXT,__text) non-external _chunkAsyncIsCancelled
0000000209636a8c (__TEXT,__text) non-external _chunkAsyncProcess
0000000209649bc0 (__TEXT,__text) non-external _chunkDestroy
00000002096481dc (__TEXT,__text) non-external _chunk_compare_by_position
00000002096481cc (__TEXT,__text) non-external _chunk_compare_by_rating
000000020962f8f8 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
000000020960b408 (__TEXT,__text) non-external _closeProc
0000000209630cb0 (__TEXT,__text) non-external _closeProc
000000020963a9f8 (__TEXT,__text) non-external _closeProc
000000020964b8ec (__TEXT,__text) non-external _closeProc
000000020960b6f4 (__TEXT,__text) non-external _closeWithStateProc
0000000209630d4c (__TEXT,__text) non-external _closeWithStateProc
000000020963bbdc (__TEXT,__text) non-external _closeWithStateProc
000000020964b9a8 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
000000020965a218 (__TEXT,__text) non-external _cmpNodesProc
0000000209607e0c (__TEXT,__text) non-external _cmpRange
000000020960ae44 (__TEXT,__text) non-external _cmp_entries_clc
000000020960ae10 (__TEXT,__text) non-external _cmp_entries_hlc
000000020960aedc (__TEXT,__text) non-external _cmp_entries_offset
000000020960ae78 (__TEXT,__text) non-external _cmp_entries_slc
0000000209657838 (__TEXT,__text) non-external _cmp_keys
000000020964b65c (__TEXT,__text) non-external _cmp_markers
0000000209626b4c (__TEXT,__text) non-external _compositeChunkAsyncCancel
0000000209626af0 (__TEXT,__text) non-external _compositeChunkAsyncClose
0000000209626b3c (__TEXT,__text) non-external _compositeChunkAsyncGetRange
0000000209626b54 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
0000000209626b44 (__TEXT,__text) non-external _compositeChunkAsyncProcess
000000020960e4a0 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000020966adc0 (__TEXT,__text) non-external _computePatchesWorkerProc
0000000209638658 (__TEXT,__text) non-external (was a private external) _concatExtractPath
0000000209638594 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
0000000209679ad4 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
0000000209640224 (__TEXT,__text) non-external _convertStreamAbort
00000002096404dc (__TEXT,__text) non-external _convertStreamBeginBlob
000000020963f134 (__TEXT,__text) non-external _convertStreamClose
0000000209640718 (__TEXT,__text) non-external _convertStreamEndBlob
0000000209640444 (__TEXT,__text) non-external _convertStreamEndEntry
000000020964037c (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
000000020963fde8 (__TEXT,__text) non-external _convertStreamWriteBlob
000000020963f1d0 (__TEXT,__text) non-external _convertStreamWriteHeader
0000000209638d88 (__TEXT,__text) non-external (was a private external) _copyFileSegment
0000000209639190 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000002096581a4 (__TEXT,__text) non-external _create
000000020963ef14 (__TEXT,__text) non-external _createErrorContextKey
000000020963e944 (__TEXT,__text) non-external (was a private external) _createThread
0000000209624e28 (__TEXT,__text) non-external _currentWriteBufferFull
000000020966ed1c (__TEXT,__text) non-external _decodeStreamAbort
000000020966ed38 (__TEXT,__text) non-external _decodeStreamClose
000000020966de2c (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
000000020966e1a8 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000020966e02c (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
000000020966eb0c (__TEXT,__text) non-external _decodeStreamReadBlob
000000020966df08 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
000000020966e5fc (__TEXT,__text) non-external _decodeStreamReadHeader
000000020966dd70 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
0000000209671628 (__TEXT,__text) non-external _decompressToData
