00000001e0f86ad4 (__TEXT,__text) external _CGLGetCurrentContext
00000001e0f83160 (__TEXT,__text) external _glGetProgramPipelineInfoLog
00000001e0f83128 (__TEXT,__text) external _glGetProgramPipelineiv
00000001e0f82d4c (__TEXT,__text) external _glGetProgramStageiv
00000001e0f84204 (__TEXT,__text) external _glGetProgramStringARB
00000001e0f81470 (__TEXT,__text) external _glGetProgramiv
00000001e0f84224 (__TEXT,__text) external _glGetProgramivARB
00000001e0f82eb4 (__TEXT,__text) external _glGetQueryIndexediv
00000001e0f82850 (__TEXT,__text) external _glGetQueryObjecti64v
00000001e0f863a0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00000001e0f809e8 (__TEXT,__text) external _glGetQueryObjectiv
00000001e0f84be8 (__TEXT,__text) external _glGetQueryObjectivARB
00000001e0f82870 (__TEXT,__text) external _glGetQueryObjectui64v
00000001e0f863c0 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00000001e0f80a08 (__TEXT,__text) external _glGetQueryObjectuiv
00000001e0f84c08 (__TEXT,__text) external _glGetQueryObjectuivARB
00000001e0f809c8 (__TEXT,__text) external _glGetQueryiv
00000001e0f84bc8 (__TEXT,__text) external _glGetQueryivARB
00000001e0f81820 (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001e0f859fc (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001e0f827f4 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001e0f82814 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001e0f827d4 (__TEXT,__text) external _glGetSamplerParameterfv
00000001e0f827b4 (__TEXT,__text) external _glGetSamplerParameteriv
00000001e0f7fcb0 (__TEXT,__text) external _glGetSeparableFilter
00000001e0f814b4 (__TEXT,__text) external _glGetShaderInfoLog
00000001e0f82fac (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001e0f81598 (__TEXT,__text) external _glGetShaderSource
00000001e0f851f4 (__TEXT,__text) external _glGetShaderSourceARB
00000001e0f81450 (__TEXT,__text) external _glGetShaderiv
00000001e0f7e104 (__TEXT,__text) external _glGetString
00000001e0f821f4 (__TEXT,__text) external _glGetStringi
00000001e0f82c6c (__TEXT,__text) external _glGetSubroutineIndex
00000001e0f82c4c (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001e0f82528 (__TEXT,__text) external _glGetSynciv
00000001e0f7e11c (__TEXT,__text) external _glGetTexEnvfv
00000001e0f7e13c (__TEXT,__text) external _glGetTexEnviv
00000001e0f7e15c (__TEXT,__text) external _glGetTexGendv
00000001e0f7e17c (__TEXT,__text) external _glGetTexGenfv
00000001e0f7e19c (__TEXT,__text) external _glGetTexGeniv
00000001e0f7e1bc (__TEXT,__text) external _glGetTexImage
00000001e0f7e1e4 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001e0f7e208 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001e0f82134 (__TEXT,__text) external _glGetTexParameterIiv
00000001e0f862cc (__TEXT,__text) external _glGetTexParameterIivEXT
00000001e0f82154 (__TEXT,__text) external _glGetTexParameterIuiv
00000001e0f862ec (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001e0f8659c (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001e0f7e22c (__TEXT,__text) external _glGetTexParameterfv
00000001e0f7e24c (__TEXT,__text) external _glGetTexParameteriv
00000001e0f81c4c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001e0f85d50 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001e0f822ac (__TEXT,__text) external _glGetUniformBlockIndex
00000001e0f85de0 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001e0f82238 (__TEXT,__text) external _glGetUniformIndices
00000001e0f814fc (__TEXT,__text) external _glGetUniformLocation
00000001e0f85168 (__TEXT,__text) external _glGetUniformLocationARB
00000001e0f85dfc (__TEXT,__text) external _glGetUniformOffsetEXT
00000001e0f82d2c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001e0f82c2c (__TEXT,__text) external _glGetUniformdv
00000001e0f81550 (__TEXT,__text) external _glGetUniformfv
00000001e0f851b4 (__TEXT,__text) external _glGetUniformfvARB
00000001e0f81574 (__TEXT,__text) external _glGetUniformiv
00000001e0f851d4 (__TEXT,__text) external _glGetUniformivARB
00000001e0f81f90 (__TEXT,__text) external _glGetUniformuiv
00000001e0f861e8 (__TEXT,__text) external _glGetUniformuivEXT
00000001e0f81cf0 (__TEXT,__text) external _glGetVertexAttribIiv
00000001e0f860a0 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001e0f81d10 (__TEXT,__text) external _glGetVertexAttribIuiv
00000001e0f860c0 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001e0f8399c (__TEXT,__text) external _glGetVertexAttribLdv
00000001e0f81040 (__TEXT,__text) external _glGetVertexAttribPointerv
00000001e0f84008 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001e0f80fe0 (__TEXT,__text) external _glGetVertexAttribdv
00000001e0f83fa8 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001e0f81000 (__TEXT,__text) external _glGetVertexAttribfv
00000001e0f83fc8 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001e0f81020 (__TEXT,__text) external _glGetVertexAttribiv
00000001e0f83fe8 (__TEXT,__text) external _glGetVertexAttribivARB
00000001e0f7e26c (__TEXT,__text) external _glHint
00000001e0f7fe00 (__TEXT,__text) external _glHistogram
00000001e0f7e288 (__TEXT,__text) external _glIndexMask
00000001e0f7e2a0 (__TEXT,__text) external _glIndexPointer
00000001e0f7e2c0 (__TEXT,__text) external _glIndexd
00000001e0f7e2d4 (__TEXT,__text) external _glIndexdv
00000001e0f7e2ec (__TEXT,__text) external _glIndexf
00000001e0f7e300 (__TEXT,__text) external _glIndexfv
00000001e0f7e318 (__TEXT,__text) external _glIndexi
00000001e0f7e330 (__TEXT,__text) external _glIndexiv
00000001e0f7e348 (__TEXT,__text) external _glIndexs
00000001e0f7e360 (__TEXT,__text) external _glIndexsv
00000001e0f7e378 (__TEXT,__text) external _glIndexub
00000001e0f7e390 (__TEXT,__text) external _glIndexubv
00000001e0f7e3a8 (__TEXT,__text) external _glInitNames
00000001e0f8642c (__TEXT,__text) external _glInsertEventMarkerEXT
00000001e0f7e3bc (__TEXT,__text) external _glInterleavedArrays
00000001e0f80a7c (__TEXT,__text) external _glIsBuffer
00000001e0f84c7c (__TEXT,__text) external _glIsBufferARB
00000001e0f7e3dc (__TEXT,__text) external _glIsEnabled
00000001e0f8636c (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001e0f81b98 (__TEXT,__text) external _glIsEnabledi
00000001e0f8660c (__TEXT,__text) external _glIsFenceAPPLE
00000001e0f81840 (__TEXT,__text) external _glIsFramebuffer
00000001e0f85a1c (__TEXT,__text) external _glIsFramebufferEXT
00000001e0f7e3f4 (__TEXT,__text) external _glIsList
00000001e0f85424 (__TEXT,__text) external _glIsNamedStringARB
00000001e0f81438 (__TEXT,__text) external _glIsProgram
00000001e0f83b40 (__TEXT,__text) external _glIsProgramARB
00000001e0f83110 (__TEXT,__text) external _glIsProgramPipeline
00000001e0f8097c (__TEXT,__text) external _glIsQuery
00000001e0f84b7c (__TEXT,__text) external _glIsQueryARB
00000001e0f81790 (__TEXT,__text) external _glIsRenderbuffer
00000001e0f8596c (__TEXT,__text) external _glIsRenderbufferEXT
00000001e0f826c4 (__TEXT,__text) external _glIsSampler
00000001e0f81420 (__TEXT,__text) external _glIsShader
00000001e0f8249c (__TEXT,__text) external _glIsSync
00000001e0f7e40c (__TEXT,__text) external _glIsTexture
00000001e0f82dfc (__TEXT,__text) external _glIsTransformFeedback
00000001e0f81ae0 (__TEXT,__text) external _glIsVertexArray
00000001e0f86730 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001e0f864b0 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001e0f863e0 (__TEXT,__text) external _glLabelObjectEXT
00000001e0f86910 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001e0f7e424 (__TEXT,__text) external _glLightModelf
00000001e0f7e43c (__TEXT,__text) external _glLightModelfv
00000001e0f7e458 (__TEXT,__text) external _glLightModeli
00000001e0f7e474 (__TEXT,__text) external _glLightModeliv
00000001e0f7e490 (__TEXT,__text) external _glLightf
00000001e0f7e4ac (__TEXT,__text) external _glLightfv
00000001e0f7e4cc (__TEXT,__text) external _glLighti
00000001e0f7e4ec (__TEXT,__text) external _glLightiv
00000001e0f7e50c (__TEXT,__text) external _glLineStipple
00000001e0f7e528 (__TEXT,__text) external _glLineWidth
00000001e0f8115c (__TEXT,__text) external _glLinkProgram
00000001e0f84e44 (__TEXT,__text) external _glLinkProgramARB
00000001e0f7e53c (__TEXT,__text) external _glListBase
00000001e0f7e554 (__TEXT,__text) external _glLoadIdentity
00000001e0f7e568 (__TEXT,__text) external _glLoadMatrixd
00000001e0f7e580 (__TEXT,__text) external _glLoadMatrixf
00000001e0f7e598 (__TEXT,__text) external _glLoadName
00000001e0f80234 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001e0f84720 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001e0f8024c (__TEXT,__text) external _glLoadTransposeMatrixf
00000001e0f84738 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001e0f8552c (__TEXT,__text) external _glLockArraysEXT
00000001e0f7e5b0 (__TEXT,__text) external _glLogicOp
00000001e0f7e5c8 (__TEXT,__text) external _glMap1d
00000001e0f7e5ec (__TEXT,__text) external _glMap1f
00000001e0f7e610 (__TEXT,__text) external _glMap2d
00000001e0f7e63c (__TEXT,__text) external _glMap2f
00000001e0f80b00 (__TEXT,__text) external _glMapBuffer
00000001e0f84d00 (__TEXT,__text) external _glMapBufferARB
00000001e0f81a4c (__TEXT,__text) external _glMapBufferRange
00000001e0f7e668 (__TEXT,__text) external _glMapGrid1d
00000001e0f7e680 (__TEXT,__text) external _glMapGrid1f
00000001e0f7e698 (__TEXT,__text) external _glMapGrid2d
00000001e0f7e6b4 (__TEXT,__text) external _glMapGrid2f
00000001e0f864cc (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001e0f864f4 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001e0f8651c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001e0f8654c (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001e0f7e6d0 (__TEXT,__text) external _glMaterialf
00000001e0f7e6ec (__TEXT,__text) external _glMaterialfv
00000001e0f7e70c (__TEXT,__text) external _glMateriali
00000001e0f7e72c (__TEXT,__text) external _glMaterialiv
00000001e0f7e74c (__TEXT,__text) external _glMatrixMode
00000001e0f82ed8 (__TEXT,__text) external _glMinSampleShading
00000001e0f85324 (__TEXT,__text) external _glMinSampleShadingARB
00000001e0f7fe24 (__TEXT,__text) external _glMinmax
00000001e0f7e764 (__TEXT,__text) external _glMultMatrixd
00000001e0f7e77c (__TEXT,__text) external _glMultMatrixf
00000001e0f80264 (__TEXT,__text) external _glMultTransposeMatrixd
00000001e0f84750 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001e0f8027c (__TEXT,__text) external _glMultTransposeMatrixf
00000001e0f84768 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001e0f80770 (__TEXT,__text) external _glMultiDrawArrays
00000001e0f858d8 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001e0f867ac (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001e0f80794 (__TEXT,__text) external _glMultiDrawElements
00000001e0f8243c (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001e0f858fc (__TEXT,__text) external _glMultiDrawElementsEXT
00000001e0f86930 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001e0f86958 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001e0f867d0 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001e0f7fea4 (__TEXT,__text) external _glMultiTexCoord1d
00000001e0f84390 (__TEXT,__text) external _glMultiTexCoord1dARB
00000001e0f7febc (__TEXT,__text) external _glMultiTexCoord1dv
00000001e0f843a8 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001e0f7fed8 (__TEXT,__text) external _glMultiTexCoord1f
00000001e0f843c4 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001e0f7fef0 (__TEXT,__text) external _glMultiTexCoord1fv
00000001e0f843dc (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001e0f7ff0c (__TEXT,__text) external _glMultiTexCoord1i
00000001e0f843f8 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001e0f7ff28 (__TEXT,__text) external _glMultiTexCoord1iv
00000001e0f84414 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001e0f7ff44 (__TEXT,__text) external _glMultiTexCoord1s
00000001e0f84430 (__TEXT,__text) external _glMultiTexCoord1sARB
00000001e0f7ff60 (__TEXT,__text) external _glMultiTexCoord1sv
00000001e0f8444c (__TEXT,__text) external _glMultiTexCoord1svARB
00000001e0f7ff7c (__TEXT,__text) external _glMultiTexCoord2d
00000001e0f84468 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001e0f7ff94 (__TEXT,__text) external _glMultiTexCoord2dv
00000001e0f84480 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001e0f7ffb0 (__TEXT,__text) external _glMultiTexCoord2f
00000001e0f8449c (__TEXT,__text) external _glMultiTexCoord2fARB
00000001e0f7ffc8 (__TEXT,__text) external _glMultiTexCoord2fv
00000001e0f844b4 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001e0f7ffe4 (__TEXT,__text) external _glMultiTexCoord2i
00000001e0f844d0 (__TEXT,__text) external _glMultiTexCoord2iARB
00000001e0f80004 (__TEXT,__text) external _glMultiTexCoord2iv
00000001e0f844f0 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001e0f80020 (__TEXT,__text) external _glMultiTexCoord2s
00000001e0f8450c (__TEXT,__text) external _glMultiTexCoord2sARB
00000001e0f80040 (__TEXT,__text) external _glMultiTexCoord2sv
00000001e0f8452c (__TEXT,__text) external _glMultiTexCoord2svARB
00000001e0f8005c (__TEXT,__text) external _glMultiTexCoord3d
00000001e0f84548 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001e0f80074 (__TEXT,__text) external _glMultiTexCoord3dv
00000001e0f84560 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001e0f80090 (__TEXT,__text) external _glMultiTexCoord3f
00000001e0f8457c (__TEXT,__text) external _glMultiTexCoord3fARB
00000001e0f800a8 (__TEXT,__text) external _glMultiTexCoord3fv
00000001e0f84594 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001e0f800c4 (__TEXT,__text) external _glMultiTexCoord3i
00000001e0f845b0 (__TEXT,__text) external _glMultiTexCoord3iARB
00000001e0f800e8 (__TEXT,__text) external _glMultiTexCoord3iv
00000001e0f845d4 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001e0f80104 (__TEXT,__text) external _glMultiTexCoord3s
00000001e0f845f0 (__TEXT,__text) external _glMultiTexCoord3sARB
00000001e0f80128 (__TEXT,__text) external _glMultiTexCoord3sv
00000001e0f84614 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001e0f80144 (__TEXT,__text) external _glMultiTexCoord4d
00000001e0f84630 (__TEXT,__text) external _glMultiTexCoord4dARB
00000001e0f8015c (__TEXT,__text) external _glMultiTexCoord4dv
00000001e0f84648 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001e0f80178 (__TEXT,__text) external _glMultiTexCoord4f
00000001e0f84664 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001e0f80190 (__TEXT,__text) external _glMultiTexCoord4fv
00000001e0f8467c (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001e0f801ac (__TEXT,__text) external _glMultiTexCoord4i
00000001e0f84698 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001e0f801d4 (__TEXT,__text) external _glMultiTexCoord4iv
00000001e0f846c0 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001e0f801f0 (__TEXT,__text) external _glMultiTexCoord4s
00000001e0f846dc (__TEXT,__text) external _glMultiTexCoord4sARB
00000001e0f80218 (__TEXT,__text) external _glMultiTexCoord4sv
00000001e0f84704 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001e0f853bc (__TEXT,__text) external _glNamedStringARB
00000001e0f7e794 (__TEXT,__text) external _glNewList
00000001e0f7e7b0 (__TEXT,__text) external _glNormal3b
00000001e0f7e7d0 (__TEXT,__text) external _glNormal3bv
00000001e0f7e7e8 (__TEXT,__text) external _glNormal3d
00000001e0f7e7fc (__TEXT,__text) external _glNormal3dv
00000001e0f7e814 (__TEXT,__text) external _glNormal3f
00000001e0f7e828 (__TEXT,__text) external _glNormal3fv
00000001e0f7e840 (__TEXT,__text) external _glNormal3i
00000001e0f7e860 (__TEXT,__text) external _glNormal3iv
00000001e0f7e878 (__TEXT,__text) external _glNormal3s
00000001e0f7e898 (__TEXT,__text) external _glNormal3sv
00000001e0f7e8b0 (__TEXT,__text) external _glNormalPointer
00000001e0f86878 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001e0f86898 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001e0f7e8d0 (__TEXT,__text) external _glOrtho
00000001e0f869e8 (__TEXT,__text) external _glPNTrianglesfATI
00000001e0f869f0 (__TEXT,__text) external _glPNTrianglesfATIX
00000001e0f869e4 (__TEXT,__text) external _glPNTrianglesiATI
00000001e0f869ec (__TEXT,__text) external _glPNTrianglesiATIX
00000001e0f7e8e4 (__TEXT,__text) external _glPassThrough
00000001e0f82d8c (__TEXT,__text) external _glPatchParameterfv
00000001e0f82d70 (__TEXT,__text) external _glPatchParameteri
00000001e0f82e14 (__TEXT,__text) external _glPauseTransformFeedback
00000001e0f7e8f8 (__TEXT,__text) external _glPixelMapfv
00000001e0f7e918 (__TEXT,__text) external _glPixelMapuiv
00000001e0f7e938 (__TEXT,__text) external _glPixelMapusv
00000001e0f7e958 (__TEXT,__text) external _glPixelStoref
00000001e0f7e970 (__TEXT,__text) external _glPixelStorei
00000001e0f7e98c (__TEXT,__text) external _glPixelTransferf
00000001e0f7e9a4 (__TEXT,__text) external _glPixelTransferi
00000001e0f7e9c0 (__TEXT,__text) external _glPixelZoom
00000001e0f806e0 (__TEXT,__text) external _glPointParameterf
00000001e0f84988 (__TEXT,__text) external _glPointParameterfARB
00000001e0f806f8 (__TEXT,__text) external _glPointParameterfv
00000001e0f849a0 (__TEXT,__text) external _glPointParameterfvARB
00000001e0f80714 (__TEXT,__text) external _glPointParameteri
00000001e0f86a24 (__TEXT,__text) external _glPointParameteriNV
00000001e0f80730 (__TEXT,__text) external _glPointParameteriv
00000001e0f86a40 (__TEXT,__text) external _glPointParameterivNV
00000001e0f7e9d4 (__TEXT,__text) external _glPointSize
00000001e0f868dc (__TEXT,__text) external _glPointSizePointerAPPLE
00000001e0f7e9e8 (__TEXT,__text) external _glPolygonMode
00000001e0f7ea04 (__TEXT,__text) external _glPolygonOffset
00000001e0f7ea18 (__TEXT,__text) external _glPolygonStipple
00000001e0f7ea30 (__TEXT,__text) external _glPopAttrib
00000001e0f7ea44 (__TEXT,__text) external _glPopClientAttrib
00000001e0f86464 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001e0f7ea58 (__TEXT,__text) external _glPopMatrix
00000001e0f7ea6c (__TEXT,__text) external _glPopName
00000001e0f823a0 (__TEXT,__text) external _glPrimitiveRestartIndex
00000001e0f7ea80 (__TEXT,__text) external _glPrioritizeTextures
00000001e0f83020 (__TEXT,__text) external _glProgramBinary
00000001e0f84028 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001e0f84044 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001e0f84064 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001e0f84080 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001e0f84118 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001e0f840a0 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001e0f840bc (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001e0f840dc (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001e0f840f8 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001e0f8413c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001e0f83044 (__TEXT,__text) external _glProgramParameteri
00000001e0f85c00 (__TEXT,__text) external _glProgramParameteriEXT
00000001e0f841e0 (__TEXT,__text) external _glProgramStringARB
00000001e0f8363c (__TEXT,__text) external _glProgramUniform1d
00000001e0f836ac (__TEXT,__text) external _glProgramUniform1dv
00000001e0f8321c (__TEXT,__text) external _glProgramUniform1f
00000001e0f8331c (__TEXT,__text) external _glProgramUniform1fv
00000001e0f83184 (__TEXT,__text) external _glProgramUniform1i
00000001e0f8328c (__TEXT,__text) external _glProgramUniform1iv
00000001e0f83424 (__TEXT,__text) external _glProgramUniform1ui
00000001e0f834bc (__TEXT,__text) external _glProgramUniform1uiv
00000001e0f83658 (__TEXT,__text) external _glProgramUniform2d
00000001e0f836d0 (__TEXT,__text) external _glProgramUniform2dv
00000001e0f83238 (__TEXT,__text) external _glProgramUniform2f
00000001e0f83340 (__TEXT,__text) external _glProgramUniform2fv
00000001e0f831a4 (__TEXT,__text) external _glProgramUniform2i
00000001e0f832b0 (__TEXT,__text) external _glProgramUniform2iv
00000001e0f83444 (__TEXT,__text) external _glProgramUniform2ui
00000001e0f834e0 (__TEXT,__text) external _glProgramUniform2uiv
00000001e0f83674 (__TEXT,__text) external _glProgramUniform3d
00000001e0f836f4 (__TEXT,__text) external _glProgramUniform3dv
00000001e0f83254 (__TEXT,__text) external _glProgramUniform3f
00000001e0f83364 (__TEXT,__text) external _glProgramUniform3fv
00000001e0f831c8 (__TEXT,__text) external _glProgramUniform3i
00000001e0f832d4 (__TEXT,__text) external _glProgramUniform3iv
00000001e0f83468 (__TEXT,__text) external _glProgramUniform3ui
00000001e0f83504 (__TEXT,__text) external _glProgramUniform3uiv
00000001e0f83690 (__TEXT,__text) external _glProgramUniform4d
00000001e0f83718 (__TEXT,__text) external _glProgramUniform4dv
00000001e0f83270 (__TEXT,__text) external _glProgramUniform4f
00000001e0f83388 (__TEXT,__text) external _glProgramUniform4fv
00000001e0f831f0 (__TEXT,__text) external _glProgramUniform4i
00000001e0f832f8 (__TEXT,__text) external _glProgramUniform4iv
00000001e0f83490 (__TEXT,__text) external _glProgramUniform4ui
00000001e0f83528 (__TEXT,__text) external _glProgramUniform4uiv
00000001e0f8373c (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001e0f833ac (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001e0f837b4 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001e0f8354c (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001e0f83804 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001e0f8359c (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001e0f83764 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001e0f833d4 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001e0f837dc (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001e0f83574 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001e0f83854 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001e0f835ec (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001e0f8378c (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001e0f833fc (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001e0f8382c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001e0f835c4 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001e0f8387c (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001e0f83614 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001e0f82468 (__TEXT,__text) external _glProvokingVertex
00000001e0f86388 (__TEXT,__text) external _glProvokingVertexEXT
00000001e0f7eaa0 (__TEXT,__text) external _glPushAttrib
00000001e0f7eab8 (__TEXT,__text) external _glPushClientAttrib
00000001e0f86448 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001e0f7ead0 (__TEXT,__text) external _glPushMatrix
00000001e0f7eae4 (__TEXT,__text) external _glPushName
00000001e0f82834 (__TEXT,__text) external _glQueryCounter
00000001e0f7eafc (__TEXT,__text) external _glRasterPos2d
00000001e0f7eb10 (__TEXT,__text) external _glRasterPos2dv
00000001e0f7eb28 (__TEXT,__text) external _glRasterPos2f
00000001e0f7eb3c (__TEXT,__text) external _glRasterPos2fv
00000001e0f7eb54 (__TEXT,__text) external _glRasterPos2i
00000001e0f7eb70 (__TEXT,__text) external _glRasterPos2iv
00000001e0f7eb88 (__TEXT,__text) external _glRasterPos2s
00000001e0f7eba4 (__TEXT,__text) external _glRasterPos2sv
00000001e0f7ebbc (__TEXT,__text) external _glRasterPos3d
00000001e0f7ebd0 (__TEXT,__text) external _glRasterPos3dv
00000001e0f7ebe8 (__TEXT,__text) external _glRasterPos3f
00000001e0f7ebfc (__TEXT,__text) external _glRasterPos3fv
00000001e0f7ec14 (__TEXT,__text) external _glRasterPos3i
00000001e0f7ec34 (__TEXT,__text) external _glRasterPos3iv
00000001e0f7ec4c (__TEXT,__text) external _glRasterPos3s
00000001e0f7ec6c (__TEXT,__text) external _glRasterPos3sv
00000001e0f7ec84 (__TEXT,__text) external _glRasterPos4d
00000001e0f7ec98 (__TEXT,__text) external _glRasterPos4dv
00000001e0f7ecb0 (__TEXT,__text) external _glRasterPos4f
00000001e0f7ecc4 (__TEXT,__text) external _glRasterPos4fv
00000001e0f7ecdc (__TEXT,__text) external _glRasterPos4i
00000001e0f7ed00 (__TEXT,__text) external _glRasterPos4iv
00000001e0f7ed18 (__TEXT,__text) external _glRasterPos4s
00000001e0f7ed3c (__TEXT,__text) external _glRasterPos4sv
00000001e0f7ed54 (__TEXT,__text) external _glReadBuffer
00000001e0f7ed6c (__TEXT,__text) external _glReadPixels
00000001e0f7ed9c (__TEXT,__text) external _glRectd
00000001e0f7edb0 (__TEXT,__text) external _glRectdv
00000001e0f7edcc (__TEXT,__text) external _glRectf
00000001e0f7ede0 (__TEXT,__text) external _glRectfv
00000001e0f7edfc (__TEXT,__text) external _glRecti
00000001e0f7ee20 (__TEXT,__text) external _glRectiv
00000001e0f7ee3c (__TEXT,__text) external _glRects
00000001e0f7ee60 (__TEXT,__text) external _glRectsv
00000001e0f82f70 (__TEXT,__text) external _glReleaseShaderCompiler
00000001e0f7ee7c (__TEXT,__text) external _glRenderMode
00000001e0f817fc (__TEXT,__text) external _glRenderbufferStorage
00000001e0f859d8 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001e0f819fc (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001e0f85bd8 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001e0f7fe44 (__TEXT,__text) external _glResetHistogram
00000001e0f7fe5c (__TEXT,__text) external _glResetMinmax
00000001e0f82e28 (__TEXT,__text) external _glResumeTransformFeedback
00000001e0f7ee94 (__TEXT,__text) external _glRotated
00000001e0f7eea8 (__TEXT,__text) external _glRotatef
00000001e0f80484 (__TEXT,__text) external _glSampleCoverage
00000001e0f84970 (__TEXT,__text) external _glSampleCoverageARB
00000001e0f825cc (__TEXT,__text) external _glSampleMaski
00000001e0f86ab0 (__TEXT,__text) external _glSamplePass
00000001e0f86aac (__TEXT,__text) external _glSamplePassARB
