00000002004f9998 (__TEXT,__text) non-external _Done_iODBC
000000020a7b3bf8 (__DATA_CONST,__const) non-external __mask_SQL_SYSTEM_FUNCTIONS
000000020a7b3c18 (__DATA_CONST,__const) non-external __mask_SQL_TIMEDATE_FUNCTIONS
000000020a7b3cc8 (__DATA_CONST,__const) non-external __mask_SQL_TXN_CAPABLE
000000020a7b3fc8 (__DATA_CONST,__const) non-external __mask_SQL_UNION
000000020a7b3f78 (__DATA_CONST,__const) non-external __mask_TIMEDATE_INTERVALS
000000020a7b3930 (__DATA_CONST,__const) non-external __mask_TXN_ISOLATION
0000000200511520 (__TEXT,__text) non-external __trace_bufferlen
0000000200510be0 (__TEXT,__text) non-external __trace_c_type
000000020050d7f0 (__TEXT,__text) non-external __trace_colattr2_type
000000020050dbb0 (__TEXT,__text) non-external __trace_colattr3_data
000000020050d850 (__TEXT,__text) non-external __trace_colattr3_type
00000002005097a0 (__TEXT,__text) non-external __trace_connattr_type
0000000200511894 (__TEXT,__text) non-external __trace_connopt_type
0000000200513b3c (__TEXT,__text) non-external __trace_connstr
0000000200513e6c (__TEXT,__text) non-external __trace_connstr_hidepwd
0000000200513da4 (__TEXT,__text) non-external __trace_connstr_w
0000000200512d2c (__TEXT,__text) non-external __trace_data
0000000200509aac (__TEXT,__text) non-external __trace_desc_null
000000020050d084 (__TEXT,__text) non-external __trace_descfield_type
000000020051299c (__TEXT,__text) non-external __trace_diag_type
000000020050f4d0 (__TEXT,__text) non-external __trace_direction
0000000200513c3c (__TEXT,__text) non-external __trace_drvcn_completion
000000020050a508 (__TEXT,__text) non-external __trace_envattr_type
000000020050add4 (__TEXT,__text) non-external __trace_fetchtype
000000020051445c (__TEXT,__text) non-external __trace_freestmt_option
000000020050eafc (__TEXT,__text) non-external __trace_func_name
000000020050ea30 (__TEXT,__text) non-external __trace_func_result
000000020050b078 (__TEXT,__text) non-external __trace_getinfo
00000002005104f8 (__TEXT,__text) non-external __trace_handle
0000000200510484 (__TEXT,__text) non-external __trace_handle_p
0000000200510424 (__TEXT,__text) non-external __trace_handletype
0000000200510f58 (__TEXT,__text) non-external __trace_inouttype
00000002005105bc (__TEXT,__text) non-external __trace_integer
000000020051075c (__TEXT,__text) non-external __trace_integer_p
0000000200510890 (__TEXT,__text) non-external __trace_len
00000002005108f8 (__TEXT,__text) non-external __trace_len_p
000000020051062c (__TEXT,__text) non-external __trace_pointer
000000020051022c (__TEXT,__text) non-external __trace_print_function
000000020050aee8 (__TEXT,__text) non-external __trace_scrollopt_type
000000020050abf4 (__TEXT,__text) non-external __trace_setpos_irow
000000020050ac8c (__TEXT,__text) non-external __trace_setpos_lock
000000020050ac2c (__TEXT,__text) non-external __trace_setpos_oper
000000020051054c (__TEXT,__text) non-external __trace_smallint
0000000200510674 (__TEXT,__text) non-external __trace_smallint_p
000000020050a818 (__TEXT,__text) non-external __trace_spcols_null
000000020050a7b8 (__TEXT,__text) non-external __trace_spcols_scope
000000020050a754 (__TEXT,__text) non-external __trace_spcols_type
000000020051143c (__TEXT,__text) non-external __trace_sql_subtype
0000000200510fb8 (__TEXT,__text) non-external __trace_sql_type
00000002005111dc (__TEXT,__text) non-external __trace_sql_type_p
0000000200514108 (__TEXT,__text) non-external __trace_stats_accuracy
00000002005140a4 (__TEXT,__text) non-external __trace_stats_unique
0000000200511c60 (__TEXT,__text) non-external __trace_stmtattr_type
00000002005125d4 (__TEXT,__text) non-external __trace_stmtopt_type
00000002005109e0 (__TEXT,__text) non-external __trace_string
0000000200510ac4 (__TEXT,__text) non-external __trace_string_w
0000000200510844 (__TEXT,__text) non-external __trace_stringlen
000000020a7b4b10 (__DATA_CONST,__const) non-external __trace_sym_handletype
0000000200513424 (__TEXT,__text) non-external __trace_tran_completion
0000000200513768 (__TEXT,__text) non-external __trace_typeinfo
00000002005105f4 (__TEXT,__text) non-external __trace_uinteger
00000002005107d0 (__TEXT,__text) non-external __trace_uinteger_p
00000002005108c4 (__TEXT,__text) non-external __trace_ulen
000000020051096c (__TEXT,__text) non-external __trace_ulen_p
0000000200510584 (__TEXT,__text) non-external __trace_usmallint
00000002005106e8 (__TEXT,__text) non-external __trace_usmallint_p
                 (undefined) external _access (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _close (from libSystem)
000000020e30bda2 (__DATA,__common) non-external _configMode
                 (undefined) external _creat (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000002005153dc (__TEXT,__text) non-external _dm_SQL_A2W
0000000200515918 (__TEXT,__text) non-external _dm_SQL_U8toW
0000000200515360 (__TEXT,__text) non-external _dm_SQL_W2A
0000000200515670 (__TEXT,__text) non-external _dm_SQL_WtoU8
0000000200515458 (__TEXT,__text) non-external _dm_StrCopyOut2_A2W
0000000200515b30 (__TEXT,__text) non-external _dm_StrCopyOut2_U8toW
0000000200515508 (__TEXT,__text) non-external _dm_StrCopyOut2_W2A
00000002005155b8 (__TEXT,__text) non-external _dm_strcpy_A2W
0000000200515614 (__TEXT,__text) non-external _dm_strcpy_W2A
00000002005170a0 (__TEXT,__text) non-external _do_create_dsns
000000020e30bd60 (__DATA,__common) non-external _errormsg
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fdopen (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
000000020e30bd40 (__DATA,__common) non-external _ierror
00000002005171f4 (__TEXT,__text) non-external _install_from_ini
00000002005176c0 (__TEXT,__text) non-external _install_from_string
000000020e30b7a8 (__DATA,__data) external _iodbc_version
000000020e30bc80 (__DATA,__data) non-external _iodbcdm_global_lock
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbstowcs (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000020e30bcc8 (__DATA,__data) non-external _numerrors
000000020e30b7b0 (__DATA,__data) non-external _odbcapi_symtab
                 (undefined) external _open (from libSystem)
000000020e30bcd0 (__DATA,__bss) non-external _pRoot
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000020051786c (__TEXT,__text) non-external _rtrim
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
000000020a7b2da0 (__DATA_CONST,__const) non-external _sqlerrmsg_tab
000000020e30bd10 (__DATA,__bss) non-external _starttime
                 (undefined) external _stat (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strftime (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _time (from libSystem)
000000020050c90c (__TEXT,__text) non-external _trace_SQLAllocConnect
00000002005117c0 (__TEXT,__text) non-external _trace_SQLAllocEnv
000000020050d608 (__TEXT,__text) non-external _trace_SQLAllocHandle
000000020050f3c4 (__TEXT,__text) non-external _trace_SQLAllocStmt
000000020050d550 (__TEXT,__text) non-external _trace_SQLBindCol
000000020050e268 (__TEXT,__text) non-external _trace_SQLBindParameter
0000000200511600 (__TEXT,__text) non-external _trace_SQLBrowseConnect
00000002005116e0 (__TEXT,__text) non-external _trace_SQLBrowseConnectW
000000020050a6b8 (__TEXT,__text) non-external _trace_SQLBulkOperations
0000000200512c7c (__TEXT,__text) non-external _trace_SQLCancel
000000020050f488 (__TEXT,__text) non-external _trace_SQLCloseCursor
000000020050dae8 (__TEXT,__text) non-external _trace_SQLColAttribute
000000020050dfa4 (__TEXT,__text) non-external _trace_SQLColAttributeW
000000020050e06c (__TEXT,__text) non-external _trace_SQLColAttributes
000000020050e140 (__TEXT,__text) non-external _trace_SQLColAttributesW
0000000200512764 (__TEXT,__text) non-external _trace_SQLColumnPrivileges
0000000200512880 (__TEXT,__text) non-external _trace_SQLColumnPrivilegesW
000000020050ca14 (__TEXT,__text) non-external _trace_SQLColumns
000000020050cb30 (__TEXT,__text) non-external _trace_SQLColumnsW
000000020051203c (__TEXT,__text) non-external _trace_SQLConnect
0000000200512128 (__TEXT,__text) non-external _trace_SQLConnectW
000000020050ad7c (__TEXT,__text) non-external _trace_SQLCopyDesc
000000020050f55c (__TEXT,__text) non-external _trace_SQLDataSources
000000020050f664 (__TEXT,__text) non-external _trace_SQLDataSourcesW
0000000200509b40 (__TEXT,__text) non-external _trace_SQLDescribeCol
0000000200509c54 (__TEXT,__text) non-external _trace_SQLDescribeColW
000000020051269c (__TEXT,__text) non-external _trace_SQLDescribeParam
000000020050f440 (__TEXT,__text) non-external _trace_SQLDisconnect
0000000200513a34 (__TEXT,__text) non-external _trace_SQLDriverConnect
0000000200513c9c (__TEXT,__text) non-external _trace_SQLDriverConnectW
000000020050e540 (__TEXT,__text) non-external _trace_SQLDrivers
000000020050e648 (__TEXT,__text) non-external _trace_SQLDriversW
000000020050c8a4 (__TEXT,__text) non-external _trace_SQLEndTran
0000000200509fe8 (__TEXT,__text) non-external _trace_SQLError
000000020050a0f0 (__TEXT,__text) non-external _trace_SQLErrorW
000000020050f160 (__TEXT,__text) non-external _trace_SQLExecDirect
000000020050f1e4 (__TEXT,__text) non-external _trace_SQLExecDirectW
000000020050a70c (__TEXT,__text) non-external _trace_SQLExecute
000000020050ae38 (__TEXT,__text) non-external _trace_SQLExtendedFetch
000000020050f874 (__TEXT,__text) non-external _trace_SQLFetch
000000020051182c (__TEXT,__text) non-external _trace_SQLFetchScroll
0000000200512214 (__TEXT,__text) non-external _trace_SQLForeignKeys
0000000200512394 (__TEXT,__text) non-external _trace_SQLForeignKeysW
000000020051258c (__TEXT,__text) non-external _trace_SQLFreeConnect
000000020050abac (__TEXT,__text) non-external _trace_SQLFreeEnv
000000020050c850 (__TEXT,__text) non-external _trace_SQLFreeHandle
00000002005144b4 (__TEXT,__text) non-external _trace_SQLFreeStmt
0000000200509954 (__TEXT,__text) non-external _trace_SQLGetConnectAttr
0000000200509a00 (__TEXT,__text) non-external _trace_SQLGetConnectAttrW
0000000200511ac0 (__TEXT,__text) non-external _trace_SQLGetConnectOption
0000000200511b28 (__TEXT,__text) non-external _trace_SQLGetConnectOptionW
000000020050d698 (__TEXT,__text) non-external _trace_SQLGetCursorName
000000020050d744 (__TEXT,__text) non-external _trace_SQLGetCursorNameW
0000000200513310 (__TEXT,__text) non-external _trace_SQLGetData
000000020050d3e0 (__TEXT,__text) non-external _trace_SQLGetDescField
000000020050d498 (__TEXT,__text) non-external _trace_SQLGetDescFieldW
0000000200509d68 (__TEXT,__text) non-external _trace_SQLGetDescRec
0000000200509ea8 (__TEXT,__text) non-external _trace_SQLGetDescRecW
0000000200512b00 (__TEXT,__text) non-external _trace_SQLGetDiagField
0000000200512bcc (__TEXT,__text) non-external _trace_SQLGetDiagFieldW
000000020050a308 (__TEXT,__text) non-external _trace_SQLGetDiagRec
000000020050a408 (__TEXT,__text) non-external _trace_SQLGetDiagRecW
000000020050a594 (__TEXT,__text) non-external _trace_SQLGetEnvAttr
000000020050f0e8 (__TEXT,__text) non-external _trace_SQLGetFunctions
000000020050afc0 (__TEXT,__text) non-external _trace_SQLGetInfo
000000020050c4f8 (__TEXT,__text) non-external _trace_SQLGetInfoW
0000000200511f00 (__TEXT,__text) non-external _trace_SQLGetStmtAttr
0000000200511fac (__TEXT,__text) non-external _trace_SQLGetStmtAttrW
0000000200512634 (__TEXT,__text) non-external _trace_SQLGetStmtOption
000000020051398c (__TEXT,__text) non-external _trace_SQLGetTypeInfo
00000002005139e0 (__TEXT,__text) non-external _trace_SQLGetTypeInfoW
00000002005133dc (__TEXT,__text) non-external _trace_SQLMoreResults
000000020050ce9c (__TEXT,__text) non-external _trace_SQLNativeSql
000000020050cf90 (__TEXT,__text) non-external _trace_SQLNativeSqlW
000000020050cc4c (__TEXT,__text) non-external _trace_SQLNumParams
0000000200512514 (__TEXT,__text) non-external _trace_SQLNumResultCols
000000020050e214 (__TEXT,__text) non-external _trace_SQLParamData
000000020050c988 (__TEXT,__text) non-external _trace_SQLParamOptions
0000000200514508 (__TEXT,__text) non-external _trace_SQLPrepare
000000020051458c (__TEXT,__text) non-external _trace_SQLPrepareW
000000020050e750 (__TEXT,__text) non-external _trace_SQLPrimaryKeys
000000020050e83c (__TEXT,__text) non-external _trace_SQLPrimaryKeysW
000000020050c5b0 (__TEXT,__text) non-external _trace_SQLProcedureColumns
000000020050c6cc (__TEXT,__text) non-external _trace_SQLProcedureColumnsW
000000020050e368 (__TEXT,__text) non-external _trace_SQLProcedures
000000020050e454 (__TEXT,__text) non-external _trace_SQLProceduresW
0000000200512cc4 (__TEXT,__text) non-external _trace_SQLPutData
000000020050a640 (__TEXT,__text) non-external _trace_SQLRowCount
0000000200513fbc (__TEXT,__text) non-external _trace_SQLSetConnectAttr
0000000200514030 (__TEXT,__text) non-external _trace_SQLSetConnectAttrW
0000000200511b90 (__TEXT,__text) non-external _trace_SQLSetConnectOption
0000000200511bf8 (__TEXT,__text) non-external _trace_SQLSetConnectOptionW
000000020050f76c (__TEXT,__text) non-external _trace_SQLSetCursorName
000000020050f7f0 (__TEXT,__text) non-external _trace_SQLSetCursorNameW
000000020050a1f8 (__TEXT,__text) non-external _trace_SQLSetDescField
000000020050a280 (__TEXT,__text) non-external _trace_SQLSetDescFieldW
000000020050e928 (__TEXT,__text) non-external _trace_SQLSetDescRec
000000020050f268 (__TEXT,__text) non-external _trace_SQLSetEnvAttr
000000020050acec (__TEXT,__text) non-external _trace_SQLSetPos
000000020050af4c (__TEXT,__text) non-external _trace_SQLSetScrollOptions
000000020050f2dc (__TEXT,__text) non-external _trace_SQLSetStmtAttr
000000020050f350 (__TEXT,__text) non-external _trace_SQLSetStmtAttrW
000000020050c7e8 (__TEXT,__text) non-external _trace_SQLSetStmtOption
000000020050a87c (__TEXT,__text) non-external _trace_SQLSpecialColumns
000000020050aa14 (__TEXT,__text) non-external _trace_SQLSpecialColumnsW
000000020051416c (__TEXT,__text) non-external _trace_SQLStatistics
00000002005142e4 (__TEXT,__text) non-external _trace_SQLStatisticsW
000000020050ccc4 (__TEXT,__text) non-external _trace_SQLTablePrivileges
000000020050cdb0 (__TEXT,__text) non-external _trace_SQLTablePrivilegesW
0000000200513530 (__TEXT,__text) non-external _trace_SQLTables
000000020051364c (__TEXT,__text) non-external _trace_SQLTablesW
0000000200513488 (__TEXT,__text) non-external _trace_SQLTransact
000000020e30bd00 (__DATA,__bss) non-external _trace_appname
000000020050fe18 (__TEXT,__text) non-external _trace_emit
0000000200510098 (__TEXT,__text) non-external _trace_emit_binary
000000020050fe80 (__TEXT,__text) non-external _trace_emit_string
000000020050fe64 (__TEXT,__text) non-external _trace_emitc
000000020e30bd08 (__DATA,__bss) non-external _trace_fname
000000020e30bd20 (__DATA,__bss) non-external _trace_fp
000000020e30bd28 (__DATA,__bss) non-external _trace_fp_close
000000020050f8f8 (__TEXT,__text) non-external _trace_get_filename
000000020050f8bc (__TEXT,__text) non-external _trace_set_appname
000000020050f904 (__TEXT,__text) non-external _trace_set_filename
000000020050fbc8 (__TEXT,__text) non-external _trace_start
000000020050fd64 (__TEXT,__text) non-external _trace_stop
000000020050fb50 (__TEXT,__text) non-external _trace_strftime_now
                 (undefined) external _tzset (from libSystem)
0000000200515ab8 (__TEXT,__text) non-external _utf8_len
0000000200515bd4 (__TEXT,__text) non-external _utf8towcs
                 (undefined) external _vfprintf (from libSystem)
000000020e30bda0 (__DATA,__common) non-external _wSystemDSN
                 (undefined) external _wcschr (from libSystem)
                 (undefined) external _wcscpy (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsncat (from libSystem)
                 (undefined) external _wcsncpy (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
