00007ff800cc2b46 (__TEXT,__text) external _APL_dgemm
00007ff800d6731f (__TEXT,__text) external _cblas_ztpsv
00007ff800ccf50c (__TEXT,__text) external _cblas_ztrmm
00007ff800d68252 (__TEXT,__text) external _cblas_ztrmv
00007ff800caa86d (__TEXT,__text) external _cblas_ztrsm
00007ff800d68c6e (__TEXT,__text) external _cblas_ztrsv
00007ff800bee1e7 (__TEXT,__text) external _ccopy
00007ff800bee1e7 (__TEXT,__text) external _ccopy_
00007ff800bee1fb (__TEXT,__text) external _cdotc
00007ff800bee1fb (__TEXT,__text) external _cdotc_
00007ff800bee21d (__TEXT,__text) external _cdotu
00007ff800bee21d (__TEXT,__text) external _cdotu_
00007ff800bec9eb (__TEXT,__text) external _cgbmv
00007ff800bec9eb (__TEXT,__text) external _cgbmv_
00007ff800be9f54 (__TEXT,__text) external _cgemm
00007ff800be9f54 (__TEXT,__text) external _cgemm_
00007ff800bec923 (__TEXT,__text) external _cgemv
00007ff800bec923 (__TEXT,__text) external _cgemv_
00007ff800bed2fa (__TEXT,__text) external _cgerc
00007ff800bed2fa (__TEXT,__text) external _cgerc_
00007ff800bed34a (__TEXT,__text) external _cgeru
00007ff800bed34a (__TEXT,__text) external _cgeru_
00007ff800becb56 (__TEXT,__text) external _chbmv
00007ff800becb56 (__TEXT,__text) external _chbmv_
00007ff800bea076 (__TEXT,__text) external _chemm
00007ff800bea076 (__TEXT,__text) external _chemm_
00007ff800becac5 (__TEXT,__text) external _chemv
00007ff800becac5 (__TEXT,__text) external _chemv_
00007ff800bed39a (__TEXT,__text) external _cher
00007ff800bed40b (__TEXT,__text) external _cher2
00007ff800bed40b (__TEXT,__text) external _cher2_
00007ff800bea6d7 (__TEXT,__text) external _cher2k
00007ff800bea6d7 (__TEXT,__text) external _cher2k_
00007ff800bed39a (__TEXT,__text) external _cher_
00007ff800bea4e6 (__TEXT,__text) external _cherk
00007ff800bea4e6 (__TEXT,__text) external _cherk_
00007ff800becbf3 (__TEXT,__text) external _chpmv
00007ff800becbf3 (__TEXT,__text) external _chpmv_
00007ff800bed495 (__TEXT,__text) external _chpr
00007ff800bed4fd (__TEXT,__text) external _chpr2
00007ff800bed4fd (__TEXT,__text) external _chpr2_
00007ff800bed495 (__TEXT,__text) external _chpr_
00007ff800bee23f (__TEXT,__text) external _crotg
00007ff800bee23f (__TEXT,__text) external _crotg_
00007ff800bee24c (__TEXT,__text) external _cscal
00007ff800bee24c (__TEXT,__text) external _cscal_
00007ff800bee25d (__TEXT,__text) external _csrot
00007ff800bee25d (__TEXT,__text) external _csrot_
00007ff800bee27e (__TEXT,__text) external _csscal
00007ff800bee27e (__TEXT,__text) external _csscal_
00007ff800bee298 (__TEXT,__text) external _cswap
00007ff800bee298 (__TEXT,__text) external _cswap_
00007ff800bea150 (__TEXT,__text) external _csymm
00007ff800bea150 (__TEXT,__text) external _csymm_
00007ff800bea7e2 (__TEXT,__text) external _csyr2k
00007ff800bea7e2 (__TEXT,__text) external _csyr2k_
00007ff800bea5e8 (__TEXT,__text) external _csyrk
00007ff800bea5e8 (__TEXT,__text) external _csyrk_
00007ff800becd8a (__TEXT,__text) external _ctbmv
00007ff800becd8a (__TEXT,__text) external _ctbmv_
00007ff800bed0cf (__TEXT,__text) external _ctbsv
00007ff800bed0cf (__TEXT,__text) external _ctbsv_
00007ff800beceac (__TEXT,__text) external _ctpmv
00007ff800beceac (__TEXT,__text) external _ctpmv_
00007ff800bed1f1 (__TEXT,__text) external _ctpsv
00007ff800bed1f1 (__TEXT,__text) external _ctpsv_
00007ff800bea22a (__TEXT,__text) external _ctrmm
00007ff800bea22a (__TEXT,__text) external _ctrmm_
00007ff800becc70 (__TEXT,__text) external _ctrmv
00007ff800becc70 (__TEXT,__text) external _ctrmv_
00007ff800bea388 (__TEXT,__text) external _ctrsm
00007ff800bea388 (__TEXT,__text) external _ctrsm_
00007ff800becfb5 (__TEXT,__text) external _ctrsv
00007ff800becfb5 (__TEXT,__text) external _ctrsv_
00007ff800bee2ed (__TEXT,__text) external _dasum
00007ff800bee2ed (__TEXT,__text) external _dasum_
00007ff800bee2fb (__TEXT,__text) external _daxpy
00007ff800bee2fb (__TEXT,__text) external _daxpy_
00007ff800be91f2 (__TEXT,__text) external _dcabs1
00007ff800be91f2 (__TEXT,__text) external _dcabs1_
00007ff800bee31e (__TEXT,__text) external _dcopy
00007ff800bee31e (__TEXT,__text) external _dcopy_
00007ff800bee332 (__TEXT,__text) external _ddot
00007ff800bee332 (__TEXT,__text) external _ddot_
00007ff800bebe7e (__TEXT,__text) external _dgbmv
00007ff800bebe7e (__TEXT,__text) external _dgbmv_
00007ff800c3c0d1 (__TEXT,__text) external _dgeCopy
00007ff800c597dc (__TEXT,__text) external _dgePack_A_NoTran
00007ff800c5970a (__TEXT,__text) external _dgePack_A_Tran
00007ff800c59a97 (__TEXT,__text) external _dgePack_B_NoTran
00007ff800c59923 (__TEXT,__text) external _dgePack_B_Tran
00007ff800c3c093 (__TEXT,__text) external _dgeSetZero
00007ff800be98d8 (__TEXT,__text) external _dgemm
00007ff800be98d8 (__TEXT,__text) external _dgemm_
00007ff800bebdd6 (__TEXT,__text) external _dgemv
00007ff800bebdd6 (__TEXT,__text) external _dgemv_
00007ff800bec703 (__TEXT,__text) external _dger
00007ff800bec703 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
00007ff800bee343 (__TEXT,__text) external _dnrm2
00007ff800bee343 (__TEXT,__text) external _dnrm2_
00007ff800d54d7e (__TEXT,__text) external _double_general_add
00007ff800d613f4 (__TEXT,__text) external _double_general_add_scalar
00007ff800d57d48 (__TEXT,__text) external _double_general_elementwise_product
00007ff800d5f6da (__TEXT,__text) external _double_general_permute_cols
00007ff800d5f506 (__TEXT,__text) external _double_general_permute_rows
00007ff800d67c62 (__TEXT,__text) external _double_general_product_scalar
00007ff800d58077 (__TEXT,__text) external _double_general_splat
00007ff800d57748 (__TEXT,__text) external _double_general_sub_scalar
00007ff800d5f463 (__TEXT,__text) external _double_general_transpose
00007ff800d61cf2 (__TEXT,__text) external _double_inner_product_scalar
00007ff800d5a11e (__TEXT,__text) external _double_outer_product_scalar
00007ff800bee351 (__TEXT,__text) external _drot
00007ff800bee351 (__TEXT,__text) external _drot_
00007ff800bee372 (__TEXT,__text) external _drotg
00007ff800bee372 (__TEXT,__text) external _drotg_
00007ff800bee37f (__TEXT,__text) external _drotm
00007ff800bee37f (__TEXT,__text) external _drotm_
00007ff800bee393 (__TEXT,__text) external _drotmg
00007ff800bee393 (__TEXT,__text) external _drotmg_
00007ff800bebfdd (__TEXT,__text) external _dsbmv
00007ff800bebfdd (__TEXT,__text) external _dsbmv_
00007ff800bee3a7 (__TEXT,__text) external _dscal
00007ff800bee3a7 (__TEXT,__text) external _dscal_
00007ff800bee3f0 (__TEXT,__text) external _dsdot
00007ff800bee3f0 (__TEXT,__text) external _dsdot_
00007ff800bec07d (__TEXT,__text) external _dspmv
00007ff800bec07d (__TEXT,__text) external _dspmv_
00007ff800bec843 (__TEXT,__text) external _dspr
00007ff800bec8ab (__TEXT,__text) external _dspr2
00007ff800bec8ab (__TEXT,__text) external _dspr2_
00007ff800bec843 (__TEXT,__text) external _dspr_
00007ff800bee3c1 (__TEXT,__text) external _dswap
00007ff800bee3c1 (__TEXT,__text) external _dswap_
00007ff800be99e4 (__TEXT,__text) external _dsymm
00007ff800be99e4 (__TEXT,__text) external _dsymm_
00007ff800bebf4b (__TEXT,__text) external _dsymv
00007ff800bebf4b (__TEXT,__text) external _dsymv_
00007ff800bec748 (__TEXT,__text) external _dsyr
00007ff800bec7b9 (__TEXT,__text) external _dsyr2
00007ff800bec7b9 (__TEXT,__text) external _dsyr2_
00007ff800be9e5f (__TEXT,__text) external _dsyr2k
00007ff800be9e5f (__TEXT,__text) external _dsyr2k_
00007ff800bec748 (__TEXT,__text) external _dsyr_
00007ff800be9d77 (__TEXT,__text) external _dsyrk
00007ff800be9d77 (__TEXT,__text) external _dsyrk_
00007ff800bec201 (__TEXT,__text) external _dtbmv
00007ff800bec201 (__TEXT,__text) external _dtbmv_
00007ff800bec504 (__TEXT,__text) external _dtbsv
00007ff800bec504 (__TEXT,__text) external _dtbsv_
00007ff800bec30d (__TEXT,__text) external _dtpmv
00007ff800bec30d (__TEXT,__text) external _dtpmv_
00007ff800bec610 (__TEXT,__text) external _dtpsv
00007ff800bec610 (__TEXT,__text) external _dtpsv_
00007ff800c3c1db (__TEXT,__text) external _dtrCopyLower
00007ff800c3c17e (__TEXT,__text) external _dtrSetZeroLower
00007ff800be9ac5 (__TEXT,__text) external _dtrmm
00007ff800be9ac5 (__TEXT,__text) external _dtrmm_
00007ff800bec0fd (__TEXT,__text) external _dtrmv
00007ff800bec0fd (__TEXT,__text) external _dtrmv_
00007ff800be9c1e (__TEXT,__text) external _dtrsm
00007ff800be9c1e (__TEXT,__text) external _dtrsm_
00007ff800bec400 (__TEXT,__text) external _dtrsv
00007ff800bec400 (__TEXT,__text) external _dtrsv_
00007ff800bee538 (__TEXT,__text) external _dzasum
00007ff800bee538 (__TEXT,__text) external _dzasum_
00007ff800bee546 (__TEXT,__text) external _dznrm2
00007ff800bee546 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00007ff800d56d84 (__TEXT,__text) external _float_general_add
00007ff800d575e9 (__TEXT,__text) external _float_general_add_scalar
00007ff800d57a21 (__TEXT,__text) external _float_general_elementwise_product
00007ff800d56a74 (__TEXT,__text) external _float_general_permute_cols
00007ff800d5688d (__TEXT,__text) external _float_general_permute_rows
00007ff800d583f0 (__TEXT,__text) external _float_general_product_scalar
00007ff800d58d34 (__TEXT,__text) external _float_general_splat
00007ff800d58122 (__TEXT,__text) external _float_general_sub_scalar
00007ff800d567ea (__TEXT,__text) external _float_general_transpose
00007ff800d61179 (__TEXT,__text) external _float_inner_product_scalar
00007ff800d56bbe (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff800be5e70 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
00007ff800bee2ac (__TEXT,__text) external _icamax
00007ff800bee2ac (__TEXT,__text) external _icamax_
00007ff800bee3d5 (__TEXT,__text) external _idamax
00007ff800bee3d5 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
00007ff800bee401 (__TEXT,__text) external _isamax
00007ff800bee401 (__TEXT,__text) external _isamax_
00007ff800bee554 (__TEXT,__text) external _izamax
00007ff800bee554 (__TEXT,__text) external _izamax_
00007ff800be6154 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00007ff800bee41c (__TEXT,__text) external _sasum
00007ff800bee41c (__TEXT,__text) external _sasum_
00007ff800bee42f (__TEXT,__text) external _saxpy
00007ff800bee42f (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
00007ff800bee2c7 (__TEXT,__text) external _scasum
00007ff800bee2c7 (__TEXT,__text) external _scasum_
00007ff800bee2da (__TEXT,__text) external _scnrm2
00007ff800bee2da (__TEXT,__text) external _scnrm2_
00007ff800bee452 (__TEXT,__text) external _scopy
00007ff800bee452 (__TEXT,__text) external _scopy_
00007ff800bee466 (__TEXT,__text) external _sdot
00007ff800bee466 (__TEXT,__text) external _sdot_
00007ff800bee47c (__TEXT,__text) external _sdsdot
00007ff800bee47c (__TEXT,__text) external _sdsdot_
00007ff800beb331 (__TEXT,__text) external _sgbmv
00007ff800beb331 (__TEXT,__text) external _sgbmv_
00007ff800c3c480 (__TEXT,__text) external _sgeCopy
00007ff800c886f3 (__TEXT,__text) external _sgePack_A_NoTran
00007ff800c8883a (__TEXT,__text) external _sgePack_A_Tran
00007ff800c8890c (__TEXT,__text) external _sgePack_B_NoTran
00007ff800c88a7d (__TEXT,__text) external _sgePack_B_Tran
00007ff800c3c442 (__TEXT,__text) external _sgeSetZero
00007ff800be925c (__TEXT,__text) external _sgemm
00007ff800be925c (__TEXT,__text) external _sgemm_
00007ff800beb280 (__TEXT,__text) external _sgemv
00007ff800beb280 (__TEXT,__text) external _sgemv_
00007ff800bebbb6 (__TEXT,__text) external _sger
00007ff800bebbb6 (__TEXT,__text) external _sger_
00007ff800bee4a1 (__TEXT,__text) external _snrm2
00007ff800bee4a1 (__TEXT,__text) external _snrm2_
00007ff800bee4b4 (__TEXT,__text) external _srot
00007ff800bee4b4 (__TEXT,__text) external _srot_
00007ff800bee4d5 (__TEXT,__text) external _srotg
00007ff800bee4d5 (__TEXT,__text) external _srotg_
00007ff800bee4e2 (__TEXT,__text) external _srotm
00007ff800bee4e2 (__TEXT,__text) external _srotm_
00007ff800bee4f6 (__TEXT,__text) external _srotmg
00007ff800bee4f6 (__TEXT,__text) external _srotmg_
00007ff800beb490 (__TEXT,__text) external _ssbmv
00007ff800beb490 (__TEXT,__text) external _ssbmv_
00007ff800bee50a (__TEXT,__text) external _sscal
00007ff800bee50a (__TEXT,__text) external _sscal_
00007ff800beb530 (__TEXT,__text) external _sspmv
00007ff800beb530 (__TEXT,__text) external _sspmv_
00007ff800bebcf6 (__TEXT,__text) external _sspr
00007ff800bebd5e (__TEXT,__text) external _sspr2
00007ff800bebd5e (__TEXT,__text) external _sspr2_
00007ff800bebcf6 (__TEXT,__text) external _sspr_
00007ff800bee524 (__TEXT,__text) external _sswap
00007ff800bee524 (__TEXT,__text) external _sswap_
00007ff800be9368 (__TEXT,__text) external _ssymm
00007ff800be9368 (__TEXT,__text) external _ssymm_
00007ff800beb3fe (__TEXT,__text) external _ssymv
00007ff800beb3fe (__TEXT,__text) external _ssymv_
00007ff800bebbfb (__TEXT,__text) external _ssyr
00007ff800bebc6c (__TEXT,__text) external _ssyr2
00007ff800bebc6c (__TEXT,__text) external _ssyr2_
00007ff800be97e3 (__TEXT,__text) external _ssyr2k
00007ff800be97e3 (__TEXT,__text) external _ssyr2k_
00007ff800bebbfb (__TEXT,__text) external _ssyr_
00007ff800be96fb (__TEXT,__text) external _ssyrk
00007ff800be96fb (__TEXT,__text) external _ssyrk_
00007ff800beb6b4 (__TEXT,__text) external _stbmv
00007ff800beb6b4 (__TEXT,__text) external _stbmv_
00007ff800beb9b7 (__TEXT,__text) external _stbsv
00007ff800beb9b7 (__TEXT,__text) external _stbsv_
00007ff800beb7c0 (__TEXT,__text) external _stpmv
00007ff800beb7c0 (__TEXT,__text) external _stpmv_
00007ff800bebac3 (__TEXT,__text) external _stpsv
00007ff800bebac3 (__TEXT,__text) external _stpsv_
00007ff800c3c58a (__TEXT,__text) external _strCopyLower
00007ff800c3c52d (__TEXT,__text) external _strSetZeroLower
00007ff800be9449 (__TEXT,__text) external _strmm
00007ff800be9449 (__TEXT,__text) external _strmm_
00007ff800beb5b0 (__TEXT,__text) external _strmv
00007ff800beb5b0 (__TEXT,__text) external _strmv_
00007ff800be95a2 (__TEXT,__text) external _strsm
00007ff800be95a2 (__TEXT,__text) external _strsm_
00007ff800beb8b3 (__TEXT,__text) external _strsv
00007ff800beb8b3 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _valloc (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff800be91d4 (__TEXT,__text) external _xerbla
00007ff800be91d4 (__TEXT,__text) external _xerbla_
00007ff800be913e (__TEXT,__text) external _xerbla_array__
00007ff800bee56f (__TEXT,__text) external _zaxpy
00007ff800bee56f (__TEXT,__text) external _zaxpy_
00007ff800bee583 (__TEXT,__text) external _zcopy
00007ff800bee583 (__TEXT,__text) external _zcopy_
00007ff800bee597 (__TEXT,__text) external _zdotc
00007ff800bee597 (__TEXT,__text) external _zdotc_
00007ff800bee5b9 (__TEXT,__text) external _zdotu
00007ff800bee5b9 (__TEXT,__text) external _zdotu_
00007ff800bee5f9 (__TEXT,__text) external _zdrot
00007ff800bee5f9 (__TEXT,__text) external _zdrot_
00007ff800bee61a (__TEXT,__text) external _zdscal
00007ff800bee61a (__TEXT,__text) external _zdscal_
00007ff800bed643 (__TEXT,__text) external _zgbmv
00007ff800bed643 (__TEXT,__text) external _zgbmv_
00007ff800bea8ea (__TEXT,__text) external _zgemm
00007ff800bea8ea (__TEXT,__text) external _zgemm_
00007ff800bed57b (__TEXT,__text) external _zgemv
00007ff800bed57b (__TEXT,__text) external _zgemv_
00007ff800bedf52 (__TEXT,__text) external _zgerc
00007ff800bedf52 (__TEXT,__text) external _zgerc_
00007ff800bedfa2 (__TEXT,__text) external _zgeru
00007ff800bedfa2 (__TEXT,__text) external _zgeru_
00007ff800bed7ae (__TEXT,__text) external _zhbmv
00007ff800bed7ae (__TEXT,__text) external _zhbmv_
00007ff800beaa0c (__TEXT,__text) external _zhemm
00007ff800beaa0c (__TEXT,__text) external _zhemm_
00007ff800bed71d (__TEXT,__text) external _zhemv
00007ff800bed71d (__TEXT,__text) external _zhemv_
00007ff800bedff2 (__TEXT,__text) external _zher
00007ff800bee063 (__TEXT,__text) external _zher2
00007ff800bee063 (__TEXT,__text) external _zher2_
00007ff800beb06d (__TEXT,__text) external _zher2k
00007ff800beb06d (__TEXT,__text) external _zher2k_
00007ff800bedff2 (__TEXT,__text) external _zher_
00007ff800beae7c (__TEXT,__text) external _zherk
00007ff800beae7c (__TEXT,__text) external _zherk_
00007ff800bed84b (__TEXT,__text) external _zhpmv
00007ff800bed84b (__TEXT,__text) external _zhpmv_
00007ff800bee0ed (__TEXT,__text) external _zhpr
00007ff800bee155 (__TEXT,__text) external _zhpr2
00007ff800bee155 (__TEXT,__text) external _zhpr2_
00007ff800bee0ed (__TEXT,__text) external _zhpr_
00007ff800bee5db (__TEXT,__text) external _zrotg
00007ff800bee5db (__TEXT,__text) external _zrotg_
00007ff800bee5e8 (__TEXT,__text) external _zscal
00007ff800bee5e8 (__TEXT,__text) external _zscal_
00007ff800bee634 (__TEXT,__text) external _zswap
00007ff800bee634 (__TEXT,__text) external _zswap_
00007ff800beaae6 (__TEXT,__text) external _zsymm
00007ff800beaae6 (__TEXT,__text) external _zsymm_
00007ff800beb178 (__TEXT,__text) external _zsyr2k
00007ff800beb178 (__TEXT,__text) external _zsyr2k_
00007ff800beaf7e (__TEXT,__text) external _zsyrk
00007ff800beaf7e (__TEXT,__text) external _zsyrk_
00007ff800bed9e2 (__TEXT,__text) external _ztbmv
00007ff800bed9e2 (__TEXT,__text) external _ztbmv_
00007ff800bedd27 (__TEXT,__text) external _ztbsv
00007ff800bedd27 (__TEXT,__text) external _ztbsv_
00007ff800bedb04 (__TEXT,__text) external _ztpmv
00007ff800bedb04 (__TEXT,__text) external _ztpmv_
00007ff800bede49 (__TEXT,__text) external _ztpsv
00007ff800bede49 (__TEXT,__text) external _ztpsv_
00007ff800beabc0 (__TEXT,__text) external _ztrmm
00007ff800beabc0 (__TEXT,__text) external _ztrmm_
00007ff800bed8c8 (__TEXT,__text) external _ztrmv
00007ff800bed8c8 (__TEXT,__text) external _ztrmv_
00007ff800bead1e (__TEXT,__text) external _ztrsm
00007ff800bead1e (__TEXT,__text) external _ztrsm_
00007ff800bedc0d (__TEXT,__text) external _ztrsv
00007ff800bedc0d (__TEXT,__text) external _ztrsv_
