00007ff90dd3f9af (__TEXT,__text) non-external +[Caller current]
00007ff90dd4bc47 (__TEXT,__text) non-external -[LASecureIOCommunication .cxx_destruct]
00007ff90dd4bc20 (__TEXT,__text) non-external -[LASecureIOCommunication delegate]
00007ff90dd4a721 (__TEXT,__text) non-external -[LASecureIOCommunication eventHandler]
00007ff90dd4ae85 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:]
00007ff90dd4c470 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.1
00007ff90dd4c551 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.2
00007ff90dd4c636 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.3
00007ff90dd4c717 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.4
00007ff90dd4ae6b (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:withData:andResponse:]
00007ff90dd4b522 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:]
00007ff90dd4c7f6 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.1
00007ff90dd4c8cd (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.2
00007ff90dd4c983 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.3
00007ff90dd4ca3a (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.4
00007ff90dd4caf1 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.5
00007ff90dd4b8fe (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:]
00007ff90dd4cba8 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.1
00007ff90dd4cca9 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.2
00007ff90dd4cd7c (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.3
00007ff90dd4ce4f (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.4
00007ff90dd4cf22 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.5
00007ff90dd4a0bf (__TEXT,__text) non-external -[LASecureIOCommunication initAsClient:]
00007ff90dd4a11e (__TEXT,__text) non-external -[LASecureIOCommunication initAsServer:]
00007ff90dd4a00c (__TEXT,__text) non-external -[LASecureIOCommunication init]
00007ff90dd4aa8f (__TEXT,__text) non-external -[LASecureIOCommunication receive:]
00007ff90dd4c043 (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.1
00007ff90dd4c124 (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.2
00007ff90dd4c1db (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.3
00007ff90dd4c2ba (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.4
00007ff90dd4ad68 (__TEXT,__text) non-external -[LASecureIOCommunication send:]
00007ff90dd4c399 (__TEXT,__text) non-external -[LASecureIOCommunication send:].cold.1
00007ff90dd4bc36 (__TEXT,__text) non-external -[LASecureIOCommunication setDelegate:]
00007ff90dd4a500 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection]
00007ff90dd4bc99 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.1
00007ff90dd4bd82 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.2
00007ff90dd4be7b (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.3
00007ff90dd4bf64 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.4
00007ff90dd3b2a8 (__TEXT,__text) non-external -[LASecureIOHelper .cxx_destruct]
00007ff90dd3ace2 (__TEXT,__text) non-external -[LASecureIOHelper _laErrorFromLASIOError:method:]
00007ff90dd3a68b (__TEXT,__text) non-external -[LASecureIOHelper _setInstructions:externalizedContext:allowKDLUpdate:reply:]
00007ff90dd3aebc (__TEXT,__text) non-external -[LASecureIOHelper cleanupToken]
00007ff90dd3adba (__TEXT,__text) non-external -[LASecureIOHelper cleanup]
00007ff90dd3b29e (__TEXT,__text) non-external -[LASecureIOHelper coreKDL]
00007ff90dd3b19a (__TEXT,__text) non-external -[LASecureIOHelper credentialSetUpdated:]
00007ff90dd3b277 (__TEXT,__text) non-external -[LASecureIOHelper currentDFROwner]
00007ff90dd3aafc (__TEXT,__text) non-external -[LASecureIOHelper currentKDLVersion]
00007ff90dd3b259 (__TEXT,__text) non-external -[LASecureIOHelper externalizedContext]
00007ff90dd3a3a1 (__TEXT,__text) non-external -[LASecureIOHelper init]
00007ff90dd3b26d (__TEXT,__text) non-external -[LASecureIOHelper lastInstructionsWithoutDFR]
00007ff90dd3a9e6 (__TEXT,__text) non-external -[LASecureIOHelper postNotification:error:]
00007ff90dd3b24f (__TEXT,__text) non-external -[LASecureIOHelper scene]
00007ff90dd3b28d (__TEXT,__text) non-external -[LASecureIOHelper setCurrentDFROwner:]
00007ff90dd3ae0f (__TEXT,__text) non-external -[LASecureIOHelper setHandler:forInput:]
00007ff90dd3a456 (__TEXT,__text) non-external -[LASecureIOHelper setInstructions:externalizedContext:reply:]
00007ff90dd3a85f (__TEXT,__text) non-external -[LASecureIOHelper showScene:error:]
00007ff90dd3ab6c (__TEXT,__text) non-external -[LASecureIOHelper updateKDLWithError:]
00007ff90dd3af8d (__TEXT,__text) non-external -[LASecureIOHelper userInput:]
00007ff90dd509c2 (__TEXT,__text) non-external -[LASecureIOHelper userInput:].cold.1
00007ff90dd376e1 (__TEXT,__text) non-external -[NSDictionary(Merge) dictionaryByMergingWith:]
00007ff90dd3dae0 (__TEXT,__text) non-external -[NotificationCenterInvalidationSource .cxx_destruct]
00007ff90dd3da4f (__TEXT,__text) non-external -[NotificationCenterInvalidationSource _notification:]
00007ff90dd3d9ae (__TEXT,__text) non-external -[NotificationCenterInvalidationSource dealloc]
00007ff90dd3d8ed (__TEXT,__text) non-external -[NotificationCenterInvalidationSource initWithPreflightCache:notificationName:]
00007ff90dd3da63 (__TEXT,__text) non-external -[NotificationCenterInvalidationSource invalidationReason]
00007ff90dd3dacf (__TEXT,__text) non-external -[NotificationCenterInvalidationSource notificationName]
00007ff90dd38199 (__TEXT,__text) non-external -[PreflightCache .cxx_destruct]
00007ff90dd3801a (__TEXT,__text) non-external -[PreflightCache _isCacheable:callerUid:]
00007ff90dd37fc2 (__TEXT,__text) non-external -[PreflightCache _isPolicyCacheable:]
00007ff90dd37f3c (__TEXT,__text) non-external -[PreflightCache acquireBypassAssertionWithReason:]
00007ff90dd37dd8 (__TEXT,__text) non-external -[PreflightCache addPreflightResult:forKey:]
00007ff90dd50729 (__TEXT,__text) non-external -[PreflightCache addPreflightResult:forKey:].cold.1
00007ff90dd37d29 (__TEXT,__text) non-external -[PreflightCache cachedPreflightResultForKey:]
00007ff90dd5064e (__TEXT,__text) non-external -[PreflightCache cachedPreflightResultForKey:].cold.1
00007ff90dd37fac (__TEXT,__text) non-external -[PreflightCache dropAssertion:]
00007ff90dd3777c (__TEXT,__text) non-external -[PreflightCache init]
00007ff90dd37e7f (__TEXT,__text) non-external -[PreflightCache invalidateWithReason:]
00007ff90dd37be9 (__TEXT,__text) non-external -[PreflightCache keyForPreflightOfACL:operation:options:auditToken:uid:]
00007ff90dd37aa3 (__TEXT,__text) non-external -[PreflightCache keyForPreflightOfPolicy:options:auditToken:uid:]
00007ff90dd3d04a (__TEXT,__text) non-external -[PreflightCacheAssertion .cxx_destruct]
00007ff90dd3d034 (__TEXT,__text) non-external -[PreflightCacheAssertion cache]
00007ff90dd3ce6c (__TEXT,__text) non-external -[PreflightCacheAssertion dealloc]
00007ff90dd3ceaa (__TEXT,__text) non-external -[PreflightCacheAssertion description]
00007ff90dd3cf4c (__TEXT,__text) non-external -[PreflightCacheAssertion drop]
00007ff90dd3cd40 (__TEXT,__text) non-external -[PreflightCacheAssertion initWithReason:cache:]
00007ff90dd3d01b (__TEXT,__text) non-external -[PreflightCacheAssertion reason]
00007ff90dd3d025 (__TEXT,__text) non-external -[PreflightCacheAssertion setReason:]
00007ff90dd3d5f1 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource .cxx_destruct]
00007ff90dd3d5db (__TEXT,__text) non-external -[PreflightCacheInvalidationSource cache]
00007ff90dd3d515 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource handleNotificationInServerQueue]
00007ff90dd3d3b7 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource handleNotificationWithCompletion:]
00007ff90dd3d2c7 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource initWithPreflightCache:]
00007ff90dd3d5bb (__TEXT,__text) non-external -[PreflightCacheInvalidationSource invalidationReason]
00007ff90dd3d5d2 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource setStatus:]
00007ff90dd3d5c8 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource status]
00007ff90dd3d382 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource updateStatus]
00007ff90dd3ccf1 (__TEXT,__text) non-external -[PushButtonMonitor .cxx_destruct]
00007ff90dd3ba6f (__TEXT,__text) non-external -[PushButtonMonitor _consumeDoubleTapWithReason:includingAX:]
00007ff90dd3bf59 (__TEXT,__text) non-external -[PushButtonMonitor _defaultExpirationTimeout]
00007ff90dd3bf67 (__TEXT,__text) non-external -[PushButtonMonitor _expireDoubleTap:]
00007ff90dd3b9e3 (__TEXT,__text) non-external -[PushButtonMonitor _init]
00007ff90dd3c91a (__TEXT,__text) non-external -[PushButtonMonitor _restartWithReactivationDelay:]
00007ff90dd3bbb4 (__TEXT,__text) non-external -[PushButtonMonitor _scheduleDoubleTapExpiration]
00007ff90dd3c12b (__TEXT,__text) non-external -[PushButtonMonitor adviseDoubleTap]
00007ff90dd3c1cb (__TEXT,__text) non-external -[PushButtonMonitor axApplePayConfirmation]
00007ff90dd3ccde (__TEXT,__text) non-external -[PushButtonMonitor axDoubleTapDetected]
00007ff90dd3ba58 (__TEXT,__text) non-external -[PushButtonMonitor consumeDoubleTapWithReason:]
00007ff90dd3ba12 (__TEXT,__text) non-external -[PushButtonMonitor dealloc]
00007ff90dd3cca4 (__TEXT,__text) non-external -[PushButtonMonitor delegate]
00007ff90dd3cccb (__TEXT,__text) non-external -[PushButtonMonitor doubleTapDetected]
00007ff90dd3c00a (__TEXT,__text) non-external -[PushButtonMonitor doubleTappedAt:]
00007ff90dd3b9b4 (__TEXT,__text) non-external -[PushButtonMonitor init]
00007ff90dd3ba50 (__TEXT,__text) non-external -[PushButtonMonitor prearmAssertion]
00007ff90dd3cce8 (__TEXT,__text) non-external -[PushButtonMonitor setAxDoubleTapDetected:]
00007ff90dd3ccba (__TEXT,__text) non-external -[PushButtonMonitor setDelegate:]
00007ff90dd3ccd5 (__TEXT,__text) non-external -[PushButtonMonitor setDoubleTapDetected:]
00007ff90dd3ca8e (__TEXT,__text) non-external -[PushButtonMonitor startWithError:]
00007ff90dd3c46e (__TEXT,__text) non-external -[PushButtonMonitor start]
00007ff90dd3c53c (__TEXT,__text) non-external -[PushButtonMonitor stop]
00007ff90dd3e410 (__TEXT,__text) non-external -[Request .cxx_destruct]
00007ff90dd3e3c6 (__TEXT,__text) non-external -[Request caller]
00007ff90dd3e20f (__TEXT,__text) non-external -[Request dealloc]
00007ff90dd3e2d1 (__TEXT,__text) non-external -[Request holdObject:]
00007ff90dd3e3bd (__TEXT,__text) non-external -[Request identifier]
00007ff90dd3ded6 (__TEXT,__text) non-external -[Request initWithCaller:]
00007ff90dd3dfaf (__TEXT,__text) non-external -[Request initWithID:caller:received:]
00007ff90dd3e3da (__TEXT,__text) non-external -[Request log]
00007ff90dd3e3d0 (__TEXT,__text) non-external -[Request received]
00007ff90dd3e3f5 (__TEXT,__text) non-external -[Request serviceLocator]
00007ff90dd3e3e4 (__TEXT,__text) non-external -[Request setLog:]
00007ff90dd3e3ff (__TEXT,__text) non-external -[Request setServiceLocator:]
00007ff90dd3f60c (__TEXT,__text) non-external -[StorageRequest .cxx_destruct]
00007ff90dd3f5b7 (__TEXT,__text) non-external -[StorageRequest acl]
00007ff90dd3f567 (__TEXT,__text) non-external -[StorageRequest client]
00007ff90dd3f5c8 (__TEXT,__text) non-external -[StorageRequest contextID]
00007ff90dd3f5d9 (__TEXT,__text) non-external -[StorageRequest domain]
00007ff90dd3f414 (__TEXT,__text) non-external -[StorageRequest initWithStorageDomain:key:acl:options:contextID:connection:]
00007ff90dd3f5ea (__TEXT,__text) non-external -[StorageRequest key]
00007ff90dd3f5fb (__TEXT,__text) non-external -[StorageRequest options]
00007ff90dd40e53 (__TEXT,__text) non-external -[TrustedAccessoryHelper _checkPairingState:device:error:]
00007ff90dd40f0d (__TEXT,__text) non-external -[TrustedAccessoryHelper _checkPairingStateIn:device:error:]
00007ff90dd408db (__TEXT,__text) non-external -[TrustedAccessoryHelper _isConnectedDeviceInState:description:error:]
00007ff90dd40995 (__TEXT,__text) non-external -[TrustedAccessoryHelper _isConnectedDeviceInStates:description:error:]
00007ff90dd40ca7 (__TEXT,__text) non-external -[TrustedAccessoryHelper authorizeDevice:externalizedContext:error:]
00007ff90dd4034c (__TEXT,__text) non-external -[TrustedAccessoryHelper connectedDevicesWithError:]
00007ff90dd400e8 (__TEXT,__text) non-external -[TrustedAccessoryHelper deviceManagerWithError:]
00007ff90dd408ba (__TEXT,__text) non-external -[TrustedAccessoryHelper isAuthorizedDeviceConnectedWithError:]
00007ff90dd40821 (__TEXT,__text) non-external -[TrustedAccessoryHelper isPairedDeviceConnectedWithError:]
00007ff90dd40243 (__TEXT,__text) non-external -[TrustedAccessoryHelper isTrustedAccessorySupported]
00007ff90dd40899 (__TEXT,__text) non-external -[TrustedAccessoryHelper isUnauthorizedDeviceConnectedWithError:]
00007ff90dd4044a (__TEXT,__text) non-external -[TrustedAccessoryHelper unauthorizedDeviceWithUid:error:]
00007ff90dd3dc3e (__TEXT,__text) non-external -[UserPasswordInvalidationSource initWithPreflightCache:]
00007ff90dd3dca2 (__TEXT,__text) non-external -[UserPasswordInvalidationSource invalidationReason]
00007ff90dd3dc74 (__TEXT,__text) non-external -[UserPasswordInvalidationSource updateStatus]
00007ff90dd3dd72 (__TEXT,__text) non-external -[WatchInvalidationSource dealloc]
00007ff90dd3dcf2 (__TEXT,__text) non-external -[WatchInvalidationSource initWithPreflightCache:]
00007ff90dd3de5b (__TEXT,__text) non-external -[WatchInvalidationSource invalidationReason]
00007ff90dd3dde7 (__TEXT,__text) non-external -[WatchInvalidationSource updateStatus]
00007ff90dd3de47 (__TEXT,__text) non-external -[WatchInvalidationSource watchDevicesChanged:]
00007ff90dd3a22b (__TEXT,__text) non-external -[WatchMonitor .cxx_destruct]
00007ff90dd398b7 (__TEXT,__text) non-external -[WatchMonitor _approveDiscovery]
00007ff90dd39fe1 (__TEXT,__text) non-external -[WatchMonitor _dispatchRestartAttempt:restartDelay:]
00007ff90dd39991 (__TEXT,__text) non-external -[WatchMonitor _handleActivationError:]
00007ff90dd50884 (__TEXT,__text) non-external -[WatchMonitor _handleActivationError:].cold.1
00007ff90dd39a50 (__TEXT,__text) non-external -[WatchMonitor _notifyObservers]
00007ff90dd39d17 (__TEXT,__text) non-external -[WatchMonitor _reactivationDelayAfterFailures:]
00007ff90dd39c8f (__TEXT,__text) non-external -[WatchMonitor _restartAfterFailedActivation]
00007ff90dd50938 (__TEXT,__text) non-external -[WatchMonitor _restartAfterFailedActivation].cold.1
00007ff90dd39c0b (__TEXT,__text) non-external -[WatchMonitor _restartAfterInvalidation]
00007ff90dd508de (__TEXT,__text) non-external -[WatchMonitor _restartAfterInvalidation].cold.1
00007ff90dd39d52 (__TEXT,__text) non-external -[WatchMonitor _restartWithMinReactivationDelay:]
00007ff90dd3a1e3 (__TEXT,__text) non-external -[WatchMonitor approveDiscovery]
00007ff90dd3a133 (__TEXT,__text) non-external -[WatchMonitor deviceAvailable]
00007ff90dd390ac (__TEXT,__text) non-external -[WatchMonitor init]
00007ff90dd3a210 (__TEXT,__text) non-external -[WatchMonitor lastActivation]
00007ff90dd3a206 (__TEXT,__text) non-external -[WatchMonitor queue]
00007ff90dd3a107 (__TEXT,__text) non-external -[WatchMonitor registerObserver:]
00007ff90dd3a1f7 (__TEXT,__text) non-external -[WatchMonitor setApproveDiscovery:]
00007ff90dd3a21a (__TEXT,__text) non-external -[WatchMonitor setLastActivation:]
00007ff90dd3914d (__TEXT,__text) non-external -[WatchMonitor start]
00007ff90dd50804 (__TEXT,__text) non-external -[WatchMonitor start].cold.1
00007ff90dd3a11d (__TEXT,__text) non-external -[WatchMonitor unregisterObserver:]
00007ff90dd61cdc (__TEXT,__gcc_except_tab) non-external GCC_except_table11
00007ff90dd61b64 (__TEXT,__gcc_except_tab) non-external GCC_except_table12
00007ff90dd61c44 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff90dd61cfc (__TEXT,__gcc_except_tab) non-external GCC_except_table16
00007ff90dd61c04 (__TEXT,__gcc_except_tab) non-external GCC_except_table17
00007ff90dd61b74 (__TEXT,__gcc_except_tab) non-external GCC_except_table18
00007ff90dd61c70 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90dd61d24 (__TEXT,__gcc_except_tab) non-external GCC_except_table20
00007ff90dd61d40 (__TEXT,__gcc_except_tab) non-external GCC_except_table21
00007ff90dd61d64 (__TEXT,__gcc_except_tab) non-external GCC_except_table22
00007ff90dd61d98 (__TEXT,__gcc_except_tab) non-external GCC_except_table25
00007ff90dd61dd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
00007ff90dd61abc (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90dd61eec (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90dd61e0c (__TEXT,__gcc_except_tab) non-external GCC_except_table33
00007ff90dd61e5c (__TEXT,__gcc_except_tab) non-external GCC_except_table35
00007ff90dd61ea8 (__TEXT,__gcc_except_tab) non-external GCC_except_table39
00007ff90dd61c30 (__TEXT,__gcc_except_tab) non-external GCC_except_table4
00007ff90dd61f2c (__TEXT,__gcc_except_tab) non-external GCC_except_table4
00007ff90dd61eb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table40
00007ff90dd61ec8 (__TEXT,__gcc_except_tab) non-external GCC_except_table41
00007ff90dd61f74 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff90dd61ed8 (__TEXT,__gcc_except_tab) non-external GCC_except_table57
00007ff90dd61c80 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90dd61f9c (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90dd61ba8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ff90dd4579f (__TEXT,__text) external _ACMContextAddCredential
00007ff90dd5594f (__TEXT,__text) external _ACMContextAddCredentialWithScope
00007ff90dd459c5 (__TEXT,__text) external _ACMContextContainsCredentialType
00007ff90dd45a78 (__TEXT,__text) external _ACMContextContainsCredentialTypeEx
00007ff90dd56729 (__TEXT,__text) external _ACMContextContainsPassphraseCredentialWithPurpose
00007ff90dd47686 (__TEXT,__text) external _ACMContextCopyData
00007ff90dd44c98 (__TEXT,__text) external _ACMContextCreate
00007ff90dd44ec4 (__TEXT,__text) external _ACMContextCreateWithExternalForm
00007ff90dd44ca4 (__TEXT,__text) external _ACMContextCreateWithFlags
00007ff90dd46f1b (__TEXT,__text) external _ACMContextCredentialGetProperty
00007ff90dd450aa (__TEXT,__text) external _ACMContextDelete
00007ff90dd473dc (__TEXT,__text) external _ACMContextGetData
00007ff90dd57027 (__TEXT,__text) external _ACMContextGetDataEx
00007ff90dd4752c (__TEXT,__text) external _ACMContextGetDataProperty
00007ff90dd452ac (__TEXT,__text) external _ACMContextGetExternalForm
00007ff90dd480b5 (__TEXT,__text) non-external _ACMContextGetExternalForm.cold.1
00007ff90dd4780b (__TEXT,__text) external _ACMContextGetInfo
00007ff90dd46214 (__TEXT,__text) external _ACMContextGetTrackingNumber
00007ff90dd45857 (__TEXT,__text) external _ACMContextRemoveCredentialsByType
00007ff90dd55b91 (__TEXT,__text) external _ACMContextRemoveCredentialsByTypeAndScope
00007ff90dd4590d (__TEXT,__text) external _ACMContextRemoveCredentialsByValue
00007ff90dd55db5 (__TEXT,__text) external _ACMContextRemoveCredentialsByValueAndScope
00007ff90dd562b9 (__TEXT,__text) external _ACMContextRemovePassphraseCredentialsByPurposeAndScope
00007ff90dd564dd (__TEXT,__text) external _ACMContextReplacePassphraseCredentialsWithScope
00007ff90dd47102 (__TEXT,__text) external _ACMContextSetData
00007ff90dd4725b (__TEXT,__text) external _ACMContextSetDataEx
00007ff90dd46181 (__TEXT,__text) external _ACMContextVerifyAclConstraint
00007ff90dd461c1 (__TEXT,__text) external _ACMContextVerifyAclConstraintForOperation
00007ff90dd45bd2 (__TEXT,__text) external _ACMContextVerifyPolicy
00007ff90dd45e8f (__TEXT,__text) external _ACMContextVerifyPolicyEx
00007ff90dd45d2b (__TEXT,__text) external _ACMContextVerifyPolicyWithPreflight
00007ff90dd46d9b (__TEXT,__text) external _ACMCredentialCreate
00007ff90dd46da5 (__TEXT,__text) external _ACMCredentialDelete
00007ff90dd56958 (__TEXT,__text) external _ACMCredentialGetProperty
00007ff90dd4661b (__TEXT,__text) external _ACMCredentialGetPropertyData
00007ff90dd46daf (__TEXT,__text) external _ACMCredentialGetType
00007ff90dd46db9 (__TEXT,__text) external _ACMCredentialSetProperty
00007ff90dd479d1 (__TEXT,__text) external _ACMDecryptData
00007ff90dd47a44 (__TEXT,__text) external _ACMDecryptDataEx
00007ff90dd4798e (__TEXT,__text) external _ACMEncryptData
00007ff90dd47a14 (__TEXT,__text) external _ACMEncryptDataEx
00007ff90dd46630 (__TEXT,__text) external _ACMGetAclAuthMethod
00007ff90dd46a57 (__TEXT,__text) external _ACMGetEnvironmentVariable
00007ff90dd55ff8 (__TEXT,__text) external _ACMGlobalContextAddCredential
00007ff90dd46de1 (__TEXT,__text) external _ACMGlobalContextCredentialGetProperty
00007ff90dd56163 (__TEXT,__text) external _ACMGlobalContextRemoveCredentialsByType
00007ff90dd45ffd (__TEXT,__text) external _ACMGlobalContextVerifyPolicy
00007ff90dd46bb5 (__TEXT,__text) external _ACMKernelControl
00007ff90dd46226 (__TEXT,__text) external _ACMParseAclAndCopyConstraintCharacteristics
00007ff90dd47964 (__TEXT,__text) external _ACMPing
00007ff90dd46dd7 (__TEXT,__text) external _ACMRequirementGetPriority
00007ff90dd56de0 (__TEXT,__text) external _ACMRequirementGetProperties
00007ff90dd56c63 (__TEXT,__text) external _ACMRequirementGetProperty
00007ff90dd46626 (__TEXT,__text) external _ACMRequirementGetPropertyData
00007ff90dd46dcd (__TEXT,__text) external _ACMRequirementGetState
00007ff90dd56ad5 (__TEXT,__text) external _ACMRequirementGetSubrequirements
00007ff90dd46dc3 (__TEXT,__text) external _ACMRequirementGetType
00007ff90dd46d27 (__TEXT,__text) external _ACMSEPControl
00007ff90dd46d5e (__TEXT,__text) external _ACMSEPControlEx
00007ff90dd4675c (__TEXT,__text) external _ACMSetEnvironmentVariable
00007ff90dd468ce (__TEXT,__text) external _ACMSetEnvironmentVariableWithAccessPolicy
                 (undefined) external _AnalyticsSendEventLazy (from CoreAnalytics)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
00007ff90dd5228a (__TEXT,__text) external _CompareCredentials
00007ff90dd52208 (__TEXT,__text) external _CopyCredential
                 (undefined) weak external _DFRGetStatus (from DFRFoundation)
                 (undefined) weak external _DFRRegisterStatusChangeCallback (from DFRFoundation)
00007ff90dd5cbc0 (__TEXT,__const) non-external (was a private external) _DaemonUtilsVersionNumber
00007ff90dd5cb80 (__TEXT,__const) non-external (was a private external) _DaemonUtilsVersionString
00007ff90dd528a0 (__TEXT,__text) external _DeallocCredentialList
00007ff90dd431c5 (__TEXT,__text) external _DeserializeAddCredential
00007ff90dd525ce (__TEXT,__text) external _DeserializeAddCredentialType
00007ff90dd51ff4 (__TEXT,__text) external _DeserializeCredential
00007ff90dd52782 (__TEXT,__text) external _DeserializeCredentialList
00007ff90dd52964 (__TEXT,__text) external _DeserializeGetContextProperty
00007ff90dd42e47 (__TEXT,__text) external _DeserializeProcessAcl
00007ff90dd43271 (__TEXT,__text) external _DeserializeRemoveCredential
00007ff90dd4327d (__TEXT,__text) external _DeserializeReplacePassphraseCredential
00007ff90dd51cd9 (__TEXT,__text) external _DeserializeRequirement
00007ff90dd42ae8 (__TEXT,__text) external _DeserializeVerifyAclConstraint
00007ff90dd51489 (__TEXT,__text) external _DeserializeVerifyPolicy
00007ff90dd524e8 (__TEXT,__text) external _GetSerializedAddCredentialSize
00007ff90dd51f59 (__TEXT,__text) external _GetSerializedCredentialSize
00007ff90dd52917 (__TEXT,__text) external _GetSerializedGetContextPropertySize
00007ff90dd5186d (__TEXT,__text) external _GetSerializedProcessAclSize
00007ff90dd52643 (__TEXT,__text) external _GetSerializedRemoveCredentialSize
00007ff90dd52693 (__TEXT,__text) external _GetSerializedReplacePassphraseCredentialSize
00007ff90dd51a28 (__TEXT,__text) external _GetSerializedRequirementSize
00007ff90dd51682 (__TEXT,__text) external _GetSerializedVerifyAclConstraintSize
00007ff90dd512e4 (__TEXT,__text) external _GetSerializedVerifyPolicySize
                 (undefined) external _IOConnectCallScalarMethod (from IOKit)
                 (undefined) external _IOConnectCallStructMethod (from IOKit)
                 (undefined) external _IOHIDEventGetIntegerValue (from IOKit)
                 (undefined) external _IOHIDEventGetPhase (from IOKit)
                 (undefined) external _IOHIDEventGetType (from IOKit)
                 (undefined) external _IOHIDEventSystemClientActivate (from IOKit)
                 (undefined) external _IOHIDEventSystemClientCancel (from IOKit)
                 (undefined) external _IOHIDEventSystemClientCreateWithType (from IOKit)
                 (undefined) external _IOHIDEventSystemClientRegisterEventCallback (from IOKit)
                 (undefined) external _IOHIDEventSystemClientSetDispatchQueue (from IOKit)
                 (undefined) external _IOHIDEventSystemClientSetProperty (from IOKit)
                 (undefined) external _IOHIDEventSystemClientUnregisterDeviceMatchingBlock (from IOKit)
                 (undefined) external _IOHIDEventSystemClientUnregisterEventCallback (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryFromPath (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
                 (undefined) external _IOServiceOpen (from IOKit)
00007ff90dd389bd (__TEXT,__text) external _LAAnalyticsAuthenticationTypeFromEvent
                 (undefined) external _LACPolicyOptionSecureUIRecording (from LocalAuthenticationCore)
                 (undefined) external _LALogForCategory (from SharedUtils)
                 (undefined) external _LALogForPolicy (from SharedUtils)
00007ff90dd36d0c (__TEXT,__text) non-external _LA_LOG
00007ff90dd37db6 (__TEXT,__text) non-external _LA_LOG
00007ff90dd3a639 (__TEXT,__text) non-external _LA_LOG
00007ff90dd3bb92 (__TEXT,__text) non-external _LA_LOG
00007ff90dd3ce4a (__TEXT,__text) non-external _LA_LOG
00007ff90dd4032a (__TEXT,__text) non-external _LA_LOG
00007ff90dd417b9 (__TEXT,__text) non-external _LA_LOG
00007ff90dd505ac (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90dd50711 (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90dd509aa (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90dd50a80 (__TEXT,__text) non-external _LA_LOG.cold.1
