                 (undefined) external _AnalyticsSendEvent (from CoreAnalytics)
                 (undefined) external _CONTAINER_PERSONA_PRIMARY (from libSystem)
                 (undefined) external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _NSURLSessionTaskPriorityDefault (from Foundation)
                 (undefined) external _OBJC_CLASS_$_BMStoreConfig (from BiomeStorage)
                 (undefined) external _OBJC_CLASS_$_GEOCountryConfiguration (from GeoServices)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileHandle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHTTPURLResponse (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSOutputStream (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSession (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSessionConfiguration (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
00000002785d1480 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC20PegasusConfiguration14ConfigInternal
00000002437129a0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024371d914 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000002436e73e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_80
00000002436e73fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_81
00000002436e741c (__TEXT,__text) non-external _OUTLINED_FUNCTION_82
00000002436e743c (__TEXT,__text) non-external _OUTLINED_FUNCTION_83
00000002436e745c (__TEXT,__text) non-external _OUTLINED_FUNCTION_84
00000002436e7468 (__TEXT,__text) non-external _OUTLINED_FUNCTION_85
00000002436e7474 (__TEXT,__text) non-external _OUTLINED_FUNCTION_86
00000002436e7488 (__TEXT,__text) non-external _OUTLINED_FUNCTION_87
00000002436e749c (__TEXT,__text) non-external _OUTLINED_FUNCTION_88
00000002436e74a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_89
00000002436e6dac (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002436e712c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002436eee44 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002436f17ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002436f1878 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002437129b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002437187fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024371d92c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002436e74b4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_90
00000002436e74d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_91
00000002436e74e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_92
00000002436e74f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_93
000000024371f3d0 (__TEXT,__const) non-external (was a private external) _PegasusConfigurationVersionNumber
000000024371f390 (__TEXT,__const) non-external (was a private external) _PegasusConfigurationVersionString
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __CFPropertyListCreateFiltered (from CoreFoundation)
000000024371f280 (__TEXT,__objc_methlist) non-external __CLASS_METHODS__TtC20PegasusConfiguration14ConfigInternal
000000027aaf9930 (__AUTH_CONST,__objc_const) non-external __CLASS_PROPERTIES__TtC20PegasusConfiguration14ConfigInternal
000000027aaf9180 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration10ParsecKeys
00000002785d1420 (__AUTH,__objc_data) non-external __DATA__TtC20PegasusConfiguration14ConfigInternal
000000027aaf9680 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration15ActivityMonitor
000000027aaf9478 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration15TaskCoordinator
00000002785d1328 (__AUTH,__objc_data) non-external __DATA__TtC20PegasusConfiguration18ResourceAccessSpan
000000027aaf9508 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration20ConfigurationLogging
000000027aaf9310 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration20ConfigurationManager
00000002785d1370 (__AUTH,__objc_data) non-external __DATA__TtC20PegasusConfiguration21ConfigFactoryInternal
00000002785d12d8 (__AUTH,__objc_data) non-external __DATA__TtC20PegasusConfiguration23ParsecURLRequestBuilder
000000027aaf8680 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration23PegasusConfigController
000000027aaf9ef0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration24PARNetworkRequestFactory
00000002785d1290 (__AUTH,__objc_data) non-external __DATA__TtC20PegasusConfiguration25ResourceAccessNetworkSpan
000000027aaf90a8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration6Locker
000000027aaf89b8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter
000000027aaf8898 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C820ConfigTaskController
000000027aaf9258 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfigurationP33_EEAC374B6C6B78E84C914C3750C38BD020URLSessionDataSource
000000027aaf9738 (__AUTH_CONST,__objc_const) non-external __DATA__TtCC20PegasusConfiguration15ActivityMonitor13WeakReference
000000027aaf8ad0 (__AUTH_CONST,__objc_const) non-external __DATA__TtCC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter5State
000000024371f298 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC20PegasusConfiguration21ConfigFactoryInternal
000000027aaf9138 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration10ParsecKeys
000000027aaf9550 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration11NetworkSpan
000000027aaf9ad8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration12ActivitySpan
000000027aaf9870 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration13DiskWriteSpan
000000027aaf9a90 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration14AtomicProperty
000000027aaf99a0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration14ConfigInternal
000000027aaf9618 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration15ActivityMonitor
000000027aaf9450 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration15TaskCoordinator
000000027aaf97c8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration18ResourceAccessSpan
000000027aaf92e8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration20ConfigurationManager
000000027aaf93a0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration23ParsecURLRequestBuilder
000000027aaf84f8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration23PegasusConfigController
000000027aaf9c28 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration24PARNetworkRequestFactory
000000027aaf8ff0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration25ResourceAccessNetworkSpan
000000027aaf9080 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration6Locker
000000027aaf8990 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter
000000027aaf87d0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C820ConfigTaskController
000000027aaf88e0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C89Container
000000027aaf9210 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfigurationP33_EEAC374B6C6B78E84C914C3750C38BD020URLSessionDataSource
000000027aaf9710 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCC20PegasusConfiguration15ActivityMonitor13WeakReference
000000027aaf8a48 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter5State
000000027aaf90f0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration10ParsecKeys
000000027aaf9948 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration14ConfigInternal
000000027aaf95d0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration15ActivityMonitor
000000027aaf9408 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration15TaskCoordinator
000000027aaf9780 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration18ResourceAccessSpan
000000027aaf94c0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration20ConfigurationLogging
000000027aaf92a0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration20ConfigurationManager
000000027aaf98c8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration21ConfigFactoryInternal
000000027aaf9358 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration23ParsecURLRequestBuilder
000000027aaf84b0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration23PegasusConfigController
000000027aaf9be0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration24PARNetworkRequestFactory
000000027aaf8fa8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration25ResourceAccessNetworkSpan
000000027aaf9038 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration6Locker
000000027aaf8948 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter
000000027aaf8788 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C820ConfigTaskController
000000027aaf91c8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfigurationP33_EEAC374B6C6B78E84C914C3750C38BD020URLSessionDataSource
000000027aaf96c8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCC20PegasusConfiguration15ActivityMonitor13WeakReference
000000027aaf8a00 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter5State
                 (undefined) external __NSConcreteStackBlock (from libSystem)
000000027aaf8f48 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
000000024371f2c8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS__TtC20PegasusConfiguration14ConfigInternal(PegasusConfiguration)
000000027aaf8e20 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
000000027aaf8f20 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
000000027aaf8f60 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
000000027aaf8c30 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
000000027aaf8e00 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
000000027aaf8f98 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
000000027aaf8e68 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
000000027aaf8f40 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
000000027aaf8f08 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
000000027aaf95b8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_OS_nw_activity
000000027aaf8c18 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_OS_os_transaction
00000002722992f0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
00000002722992d8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00000002722992e0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
00000002722992c8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_OS_nw_activity
00000002722992d0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_OS_os_transaction
00000002764e69b0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00000002764e68f0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00000002764e6950 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00000002764e6f90 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_OS_nw_activity
00000002764e66c8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_OS_os_transaction
000000027aaf9a28 (__AUTH_CONST,__objc_const) non-external __PROPERTIES__TtC20PegasusConfiguration14ConfigInternal
000000027aaf9920 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC20PegasusConfiguration14ConfigInternal
000000027aaf9990 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC20PegasusConfiguration14ConfigInternal.7
000000027aaf98b8 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC20PegasusConfiguration21ConfigFactoryInternal
000000027aaf9910 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC20PegasusConfiguration21ConfigFactoryInternal.2
00000002785d1130 (__AUTH,__objc_data) non-external (was a private external) __PROTOCOL_INSTANCE_METHODS__TtP20PegasusConfiguration13ConfigFactory_
00000002785d1168 (__AUTH,__objc_data) non-external (was a private external) __PROTOCOL_INSTANCE_METHODS__TtP20PegasusConfiguration6Config_
000000027aaf8b28 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_METHOD_TYPES__TtP20PegasusConfiguration13ConfigFactory_
000000027aaf8bb8 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_METHOD_TYPES__TtP20PegasusConfiguration6Config_
000000027aaf8b50 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROPERTIES__TtP20PegasusConfiguration6Config_
000000027aaf8b18 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROTOCOLS__TtP20PegasusConfiguration13ConfigFactory_
000000027aaf8b38 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROTOCOLS__TtP20PegasusConfiguration6Config_
000000027aaf86c8 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL__TtP20PegasusConfiguration13ConfigFactory_
000000027aaf8728 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL__TtP20PegasusConfiguration6Config_
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00000002436e4c94 (__TEXT,__text) non-external (was a private external) ___swift_allocate_value_buffer
00000002436e5f08 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_0
00000002436e5f08 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_1
00000002436e5f08 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
00000002436e5f08 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
00000002436d3e90 (__TEXT,__text) non-external (was a private external) ___swift_getEnumTagSinglePayload
00000002436d3850 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledName
00000002436e9aa8 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledNameAbstract
00000002436e63f4 (__TEXT,__text) non-external (was a private external) ___swift_instantiateGenericMetadata
00000002436f7a1c (__TEXT,__text) non-external (was a private external) ___swift_memcpy0_1
00000002436e6b14 (__TEXT,__text) non-external (was a private external) ___swift_memcpy10_8
00000002436e2b58 (__TEXT,__text) non-external (was a private external) ___swift_memcpy16_8
00000002436fbbc4 (__TEXT,__text) non-external (was a private external) ___swift_memcpy17_8
00000002436e18d8 (__TEXT,__text) non-external (was a private external) ___swift_memcpy1_1
000000024370ddd0 (__TEXT,__text) non-external (was a private external) ___swift_memcpy24_8
00000002436eacb8 (__TEXT,__text) non-external (was a private external) ___swift_memcpy32_8
00000002436ec094 (__TEXT,__text) non-external (was a private external) ___swift_memcpy48_8
000000024371b60c (__TEXT,__text) non-external (was a private external) ___swift_memcpy56_8
00000002436fb0b4 (__TEXT,__text) non-external (was a private external) ___swift_memcpy64_8
00000002436fdc8c (__TEXT,__text) non-external (was a private external) ___swift_memcpy9_8
00000002436e18e4 (__TEXT,__text) non-external (was a private external) ___swift_noop_void_return
00000002436e4fdc (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_0
00000002436e4fdc (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_1
00000002436e4fdc (__TEXT,__text) non-external ___swift_project_boxed_opaque_existential_1Tm
00000002436e4c5c (__TEXT,__text) non-external (was a private external) ___swift_project_value_buffer
000000024371fd70 (__TEXT,__const) non-external (was a private external) ___swift_reflection_version
00000002436e1f00 (__TEXT,__text) non-external (was a private external) ___swift_storeEnumTagSinglePayload
000000027aaf7540 (__AUTH_CONST,__const) non-external ___unnamed_1
000000027aaf7968 (__AUTH_CONST,__const) non-external ___unnamed_1
000000027aaf7db8 (__AUTH_CONST,__const) non-external ___unnamed_1
000000027aaf8288 (__AUTH_CONST,__const) non-external ___unnamed_1
000000027aaf8340 (__AUTH_CONST,__const) non-external ___unnamed_1
0000000243723338 (__TEXT,__const) non-external ___unnamed_10
000000027aaf6778 (__AUTH_CONST,__const) non-external ___unnamed_25
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_signpost_emit_with_name_impl (from libSystem)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) external __swiftEmptySetSingleton (from libswiftCore)
                 (undefined) external __swiftImmortalRefCount (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
0000000272299208 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDarwin (from libswiftDarwin)
00000002722991c0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDarwin_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
00000002722991f8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from BiomeStreams)
0000000272299200 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
0000000272299210 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIOKit_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftOSLog (from libswiftOSLog)
0000000272299190 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftOSLog_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
00000002722991a0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftObjectiveC_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
00000002722991f0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_Builtin_float (from libswift_Builtin_float)
00000002722991e8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_Builtin_float_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_errno (from libswift_errno)
00000002722991a8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_errno_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_math (from libswift_math)
00000002722991e0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_math_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_signal (from libswift_signal)
00000002722991b8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_signal_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_stdio (from libswift_stdio)
00000002722991d8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_stdio_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_time (from libswift_time)
00000002722991d0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_time_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
0000000272299198 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsys_time (from libswiftsys_time)
00000002722991b0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftsys_time_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftunistd (from libswiftunistd)
00000002722991c8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftunistd_$_PegasusConfiguration
                 (undefined) external __swift_stdlib_bridgeErrorToNSError (from libswiftCore)
00000002436f6034 (__TEXT,__text) non-external __swift_stdlib_malloc_size
00000002436f6034 (__TEXT,__text) non-external __swift_stdlib_malloc_size
00000002436f6034 (__TEXT,__text) non-external __swift_stdlib_malloc_size
00000002436f6034 (__TEXT,__text) non-external __swift_stdlib_malloc_size
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
000000024372685c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration0A10ClientNameOSHAASQ
0000000243726874 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration0A10ClientNameOs12CaseIterableAA8AllCasessADP_Sl
0000000243727356 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration10ClientTypeOSHAASQ
0000000243727380 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration11SessionTypeOSHAASQ
000000024372734e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration14DiskWriteErrorOSHAASQ
0000000243726cca (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration15TaskCoordinatorC0C5ErrorOSHAASQ
0000000243726cc2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration15TaskCoordinatorC6Status33_3A4A10173630CF733A77E96DD0593E7ALLOSHAASQ
000000024372733a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration17DiskWriteActivityOSHAASQ
000000024372722e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration19FederatedIdentifierV10CodingKeys33_D82AAE62AA41801EAC09AF9206AC6A29LLOSHAASQ
000000024372723e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration19FederatedIdentifierV10CodingKeys33_D82AAE62AA41801EAC09AF9206AC6A29LLOs0E3KeyAAs23CustomStringConvertible
0000000243727236 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration19FederatedIdentifierV10CodingKeys33_D82AAE62AA41801EAC09AF9206AC6A29LLOs0E3KeyAAs28CustomDebugStringConvertible
000000024372720c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration19FederatedIdentifierVSHAASQ
0000000243727214 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration19FederatedIdentifierVSLAASQ
0000000243726dba (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration20Useragentpb_ClientIDO21InternalSwiftProtobuf4EnumAASH
0000000243726dc2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration20Useragentpb_ClientIDO21InternalSwiftProtobuf4EnumAASY
0000000243726dd0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration20Useragentpb_ClientIDOSHAASQ
0000000243726de2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration20Useragentpb_ClientIDOs12CaseIterableAA8AllCasessADP_Sl
0000000243727246 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration21DataVaultStorageClassOSHAASQ
000000024372725e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration21DataVaultStorageClassOs12CaseIterableAA8AllCasessADP_Sl
0000000243726b54 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration21ResourceAccessOutcomeOSHAASQ
