00000001ee62c310 (__TEXT,__text) external _AAArchiveStreamCancel
00000001ee6753d4 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
0000000201c76b28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001ee651718 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00000001ee675f78 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00000001ee6729b0 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00000001ee6729bc (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00000001ee672884 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00000001ee65b13c (__TEXT,__text) non-external (was a private external) _aaComputeHashes
00000001ee65aea0 (__TEXT,__text) non-external (was a private external) _aaComputeHashesFD
00000001ee6749dc (__TEXT,__text) non-external _aaDecompressionStreamAbort
00000001ee6740e8 (__TEXT,__text) non-external _aaDecompressionStreamClose
00000001ee67418c (__TEXT,__text) non-external _aaDecompressionStreamRead
00000001ee673fa8 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00000001ee673e20 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00000001ee66e1fc (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00000001ee66d554 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00000001ee66daf0 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00000001ee66d990 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00000001ee65c320 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00000001ee65bce0 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00000001ee65c8f8 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesAreEqual
00000001ee65b3c4 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00000001ee65b9f8 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00000001ee65ca9c (__TEXT,__text) non-external (was a private external) _aaEntryHashesAreEqual
00000001ee65ca2c (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesAreEqual
00000001ee65b394 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00000001ee66b5e8 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00000001ee66ac20 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00000001ee66b0f0 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00000001ee66afa0 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00000001ee66f0b4 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00000001ee66f2e8 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00000001ee66f190 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00000001ee6716a0 (__TEXT,__text) non-external _aaFileStreamAbort
00000001ee6715f8 (__TEXT,__text) non-external _aaFileStreamClose
00000001ee671670 (__TEXT,__text) non-external _aaFileStreamPRead
00000001ee671688 (__TEXT,__text) non-external _aaFileStreamPWrite
00000001ee671640 (__TEXT,__text) non-external _aaFileStreamRead
00000001ee6716ac (__TEXT,__text) non-external _aaFileStreamSeek
00000001ee6716c4 (__TEXT,__text) non-external _aaFileStreamTruncate
00000001ee671658 (__TEXT,__text) non-external _aaFileStreamWrite
00000001ee65b210 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00000001ee668074 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00000001ee668754 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00000001ee671e30 (__TEXT,__text) non-external _aaMagicStreamAbort
00000001ee671ce8 (__TEXT,__text) non-external _aaMagicStreamClose
00000001ee671d1c (__TEXT,__text) non-external _aaMagicStreamRead
00000001ee673370 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00000001ee671b1c (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00000001ee671ad4 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00000001ee671b50 (__TEXT,__text) non-external _aaSharedBufferRead
00000001ee671b18 (__TEXT,__text) non-external _aaSharedBufferWrite
00000001ee6721e8 (__TEXT,__text) non-external _aaTeeStreamAbort
00000001ee671f24 (__TEXT,__text) non-external _aaTeeStreamClose
00000001ee672080 (__TEXT,__text) non-external _aaTeeStreamPWrite
00000001ee671f40 (__TEXT,__text) non-external _aaTeeStreamWrite
00000001ee671944 (__TEXT,__text) non-external _aaTempFileStreamClose
00000001ee65c8b0 (__TEXT,__text) non-external (was a private external) _aaTimespecAreEqual
00000001ee66ec58 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00000001ee631ef8 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00000001ee631b04 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00000001ee644228 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00000001ee643238 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00000001ee642f64 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00000001ee642ec4 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00000001ee645834 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00000001ee6450dc (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00000001ee631e8c (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00000001ee631b20 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00000001ee631a50 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00000001ee631bfc (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00000001ee644594 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00000001ee64446c (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00000001ee644408 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00000001ee654ee4 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00000001ee654038 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00000001ee636afc (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00000001ee6320f8 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00000001ee6331ec (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00000001ee6320e8 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00000001ee63a610 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00000001ee63975c (__TEXT,__text) non-external _aeaInputStreamCancel
00000001ee6397c0 (__TEXT,__text) non-external _aeaInputStreamClose
00000001ee639988 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00000001ee639ea8 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00000001ee639540 (__TEXT,__text) non-external _aeaInputStreamRead
00000001ee63e9a8 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00000001ee67c48f (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00000001ee631d9c (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00000001ee63c03c (__TEXT,__text) non-external _aeaOutputStreamAbort
00000001ee63c058 (__TEXT,__text) non-external _aeaOutputStreamClose
00000001ee63c788 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00000001ee63cbf8 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00000001ee63aad4 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00000001ee63af88 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00000001ee63be08 (__TEXT,__text) non-external _aeaOutputStreamWrite
00000001ee63b778 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00000001ee64578c (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00000001ee631a44 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00000001ee631dc0 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00000001ee66d4dc (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00000001ee66d46c (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00000001ee62c3c0 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00000001ee6512c4 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00000001ee66a1d8 (__TEXT,__text) non-external _append_field
00000001ee66770c (__TEXT,__text) non-external _applyEntryAttributes
00000001ee64fdb8 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00000001ee6500b8 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00000001ee62ed60 (__TEXT,__text) non-external _asyncContext
00000001ee642ba8 (__TEXT,__text) non-external _asyncContext
00000001ee62f044 (__TEXT,__text) non-external _asyncProgress
00000001ee642eac (__TEXT,__text) non-external _asyncProgress
00000001ee62f02c (__TEXT,__text) non-external _asyncSelect
                 (undefined) external _bsearch (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
00000001ee65a5a4 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00000001ee648810 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00000001ee657640 (__TEXT,__text) non-external _chunkAppendHole
00000001ee6575f4 (__TEXT,__text) non-external _chunkDestroy
00000001ee648f38 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
00000001ee663e34 (__TEXT,__text) non-external _cmpNodesProc
00000001ee62bec8 (__TEXT,__text) non-external _cmpRange
00000001ee62e6d4 (__TEXT,__text) non-external _cmp_entries_clc
00000001ee62e6a0 (__TEXT,__text) non-external _cmp_entries_hlc
00000001ee62e76c (__TEXT,__text) non-external _cmp_entries_offset
00000001ee62e708 (__TEXT,__text) non-external _cmp_entries_slc
00000001ee661504 (__TEXT,__text) non-external _cmp_keys
00000001ee62f05c (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00000001ee64eebc (__TEXT,__text) non-external (was a private external) _concatExtractPath
00000001ee64edf8 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00000001ee652c50 (__TEXT,__text) non-external _convertStreamAbort
00000001ee652ee8 (__TEXT,__text) non-external _convertStreamBeginBlob
00000001ee651be8 (__TEXT,__text) non-external _convertStreamClose
00000001ee6530ac (__TEXT,__text) non-external _convertStreamEndBlob
00000001ee652e68 (__TEXT,__text) non-external _convertStreamEndEntry
00000001ee652da0 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00000001ee652870 (__TEXT,__text) non-external _convertStreamWriteBlob
00000001ee651c60 (__TEXT,__text) non-external _convertStreamWriteHeader
00000001ee64f5c8 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00000001ee64f9d0 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000001ee661e4c (__TEXT,__text) non-external _create
00000001ee6519d8 (__TEXT,__text) non-external _createErrorContextKey
00000001ee651408 (__TEXT,__text) non-external (was a private external) _createThread
00000001ee64140c (__TEXT,__text) non-external _currentWriteBufferFull
00000001ee6713ac (__TEXT,__text) non-external _decodeStreamAbort
00000001ee670b40 (__TEXT,__text) non-external _decodeStreamClose
00000001ee670380 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00000001ee670734 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00000001ee6705b8 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00000001ee67119c (__TEXT,__text) non-external _decodeStreamReadBlob
00000001ee670478 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00000001ee670c70 (__TEXT,__text) non-external _decodeStreamReadHeader
00000001ee6702a8 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00000001ee62beb4 (__TEXT,__text) non-external _decryptAsyncCancel
00000001ee62a9f8 (__TEXT,__text) non-external _decryptAsyncClose
00000001ee62abdc (__TEXT,__text) non-external _decryptAsyncGetRange
00000001ee62ad34 (__TEXT,__text) non-external _decryptAsyncProcess
00000001ee654020 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00000001ee653eac (__TEXT,__text) non-external _decryptToFileAsyncClose
00000001ee654028 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00000001ee654030 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001ee640888 (__TEXT,__text) non-external _ecc65537Inv
00000001ee640478 (__TEXT,__text) non-external _ecc65537PolyEval
00000001ee640700 (__TEXT,__text) non-external _ecc65537Solve
00000001ee6404f4 (__TEXT,__text) non-external _ecc65537Triangulate
00000001ee66fcdc (__TEXT,__text) non-external _encoderStreamAbort
00000001ee66fb28 (__TEXT,__text) non-external _encoderStreamClose
00000001ee66fe90 (__TEXT,__text) non-external _encoderStreamWriteBlob
00000001ee66fcf8 (__TEXT,__text) non-external _encoderStreamWriteHeader
00000001ee650db4 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00000001ee659b2c (__TEXT,__text) non-external _entryMessage
00000001ee6674e8 (__TEXT,__text) non-external _entryRelease
00000001ee6506b0 (__TEXT,__text) non-external (was a private external) _enumerateTree
00000001ee650818 (__TEXT,__text) non-external _enumerateTree_rec
00000001ee662adc (__TEXT,__text) non-external _expandDirThreadProc
00000001ee6674c8 (__TEXT,__text) non-external _extractStreamAbort
00000001ee665604 (__TEXT,__text) non-external _extractStreamClose
00000001ee667dd0 (__TEXT,__text) non-external _extractStreamEntryEnd
00000001ee667eb0 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00000001ee667c28 (__TEXT,__text) non-external _extractStreamStateFail
00000001ee666ec8 (__TEXT,__text) non-external _extractStreamWriteBlob
00000001ee6662cc (__TEXT,__text) non-external _extractStreamWriteHeader
00000001ee65a378 (__TEXT,__text) non-external _extractThread
00000001ee667648 (__TEXT,__text) non-external _extractThreadFailEntry
00000001ee66498c (__TEXT,__text) non-external _extractThreadProc
00000001ee667d08 (__TEXT,__text) non-external _extractThreadSendCommand
00000001ee659f70 (__TEXT,__text) non-external _extractToDirAsyncCancel
00000001ee659da0 (__TEXT,__text) non-external _extractToDirAsyncClose
00000001ee659f74 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00000001ee65a008 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00000001ee63e100 (__TEXT,__text) non-external _findFirst
                 (undefined) external _flistxattr (from libSystem)
00000001ee670140 (__TEXT,__text) non-external _flushOBuf
00000001ee64bb88 (__TEXT,__text) non-external _flushToResourceFork
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000206133b68 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
00000001ee6503a8 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00000001ee64eb6c (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00000001ee651970 (__TEXT,__text) non-external _getErrorContextKey
0000000206133b58 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
00000001ee655914 (__TEXT,__text) non-external _getFieldBlob
00000001ee64fda4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00000001ee65024c (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00000001ee65030c (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00000001ee64fcf8 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00000001ee650448 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00000001ee650458 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00000001ee650504 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00000001ee650174 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00000001ee6300d4 (__TEXT,__text) non-external _getHeader
00000001ee6639dc (__TEXT,__text) non-external _getPath
00000001ee64eb20 (__TEXT,__text) non-external (was a private external) _getRealTime
00000001ee64f240 (__TEXT,__text) non-external (was a private external) _getTempDir
00000001ee65a630 (__TEXT,__text) non-external _getTempSegmentFilename
00000001ee650cb0 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00000001ee6781dc (__TEXT,__text) non-external _graisAbort
00000001ee67670c (__TEXT,__text) non-external _graisClose
00000001ee677ddc (__TEXT,__text) non-external _graisPRead
00000001ee677dc0 (__TEXT,__text) non-external _graisRead
00000001ee678190 (__TEXT,__text) non-external _graisSeek
00000001ee662a1c (__TEXT,__text) non-external _increaseCapacity
00000001ee668544 (__TEXT,__text) non-external _init_blob_with_magic
00000001ee64f2ec (__TEXT,__text) non-external (was a private external) _isDirEmpty
00000001ee66d318 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00000001ee651768 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00000001ee650edc (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00000001ee670674 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00000001ee6577c8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00000001ee66c100 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00000001ee65a450 (__TEXT,__text) non-external _loadTempSegment
00000001ee65a010 (__TEXT,__text) non-external _loadThread
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00000001ee64ec38 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00000001ee64701c (__TEXT,__text) non-external _memoryInputStreamCancel
00000001ee647000 (__TEXT,__text) non-external _memoryInputStreamClose
00000001ee647050 (__TEXT,__text) non-external _memoryInputStreamPRead
00000001ee647030 (__TEXT,__text) non-external _memoryInputStreamRead
00000001ee6470d0 (__TEXT,__text) non-external _memoryInputStreamSeek
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
00000001ee663324 (__TEXT,__text) non-external _normalize
00000001ee64ecf8 (__TEXT,__text) non-external (was a private external) _normalizePath
00000001ee65a6d8 (__TEXT,__text) non-external _notifySegmentAvailable
00000001ee684130 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000001ee62f26c (__TEXT,__text) non-external (was a private external) _outputStreamProc
00000001ee64f158 (__TEXT,__text) non-external (was a private external) _pathIsValid
00000001ee630028 (__TEXT,__text) non-external _pcRead
00000001ee62f4dc (__TEXT,__text) non-external _pcWrite
00000001ee656090 (__TEXT,__text) non-external (was a private external) _pc_log_error
00000001ee678360 (__TEXT,__text) non-external _pc_log_error.cold.1
00000001ee6561a4 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
                 (undefined) external _pread (from libSystem)
00000001ee64263c (__TEXT,__text) non-external _processEntry
00000001ee653d5c (__TEXT,__text) non-external _processSegment
00000001ee659864 (__TEXT,__text) non-external _processSegment
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00000001ee62bee4 (__TEXT,__text) non-external _pushPaddingRange
00000001ee62a8f8 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00000001ee63fa04 (__TEXT,__text) non-external _randomAccessWorkerProc
00000001ee64b490 (__TEXT,__text) non-external _rangeInputStreamCancel
00000001ee64b45c (__TEXT,__text) non-external _rangeInputStreamClose
00000001ee64b4b4 (__TEXT,__text) non-external _rangeInputStreamRead
00000001ee630d68 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000001ee66d8ac (__TEXT,__text) non-external _realloc_ace
00000001ee66aebc (__TEXT,__text) non-external _realloc_attr
00000001ee6304cc (__TEXT,__text) non-external _realloc_blob
00000001ee6685c4 (__TEXT,__text) non-external _realloc_blob
00000001ee66ae1c (__TEXT,__text) non-external _realloc_blob
00000001ee66d80c (__TEXT,__text) non-external _realloc_blob
00000001ee63056c (__TEXT,__text) non-external _realloc_entries
00000001ee668670 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00000001ee650b8c (__TEXT,__text) non-external _removeEntryProc
00000001ee65078c (__TEXT,__text) non-external (was a private external) _removeFile
00000001ee650c40 (__TEXT,__text) non-external _removeLeaveDirProc
00000001ee6425d8 (__TEXT,__text) non-external _removeStreamAbort
