                 (undefined) external _CFAbsoluteTimeGetCurrent (from CoreFoundation)
                 (undefined) external _CFAbsoluteTimeGetGregorianDate (from CoreFoundation)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFCalendarComposeAbsoluteTime (from CoreFoundation)
                 (undefined) external _CFCalendarCreateWithIdentifier (from CoreFoundation)
                 (undefined) external _CFCalendarSetTimeZone (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFTimeZoneCopyDefault (from CoreFoundation)
                 (undefined) external _CFTimeZoneCreateWithName (from CoreFoundation)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGContextClearRect (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageRelease (from CoreGraphics)
                 (undefined) external _CGImageSourceCopyPropertiesAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateImageAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateThumbnailAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithData (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithURL (from ImageIO)
00007ff818f89f68 (__TEXT,__text) external _ICACloseSession
00007ff841805668 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationProcIsOldStyleKey
00007ff841805660 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationProcKey
00007ff841805250 (__DATA_CONST,__const) external _kICANotificationRawEventKey
00007ff8418052d0 (__DATA_CONST,__const) external _kICANotificationScannerButtonTypeKey
00007ff8418052c8 (__DATA_CONST,__const) external _kICANotificationScannerDocumentNameKey
00007ff8418053b0 (__DATA_CONST,__const) external _kICANotificationSubTypeDocumentLoaded
00007ff8418053b8 (__DATA_CONST,__const) external _kICANotificationSubTypeDocumentNotLoaded
00007ff841805248 (__DATA_CONST,__const) external _kICANotificationSubTypeKey
00007ff8418053a8 (__DATA_CONST,__const) external _kICANotificationSubTypePerformOverviewScan
00007ff8418053a0 (__DATA_CONST,__const) external _kICANotificationSubTypeWarmUpDone
00007ff841805398 (__DATA_CONST,__const) external _kICANotificationSubTypeWarmUpStarted
00007ff841805360 (__DATA_CONST,__const) external _kICANotificationTypeCaptureComplete
00007ff841805338 (__DATA_CONST,__const) external _kICANotificationTypeDeviceAdded
00007ff8418053f0 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeDeviceBrowserContentChanged
00007ff841805400 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeDeviceConnectionFailed
00007ff841805418 (__DATA_CONST,__const) external _kICANotificationTypeDeviceConnectionProgress
00007ff841805348 (__DATA_CONST,__const) external _kICANotificationTypeDeviceInfoChanged
00007ff8418053f8 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeDevicePairingFailed
00007ff841805350 (__DATA_CONST,__const) external _kICANotificationTypeDevicePropertyChanged
00007ff841805340 (__DATA_CONST,__const) external _kICANotificationTypeDeviceRemoved
00007ff841805390 (__DATA_CONST,__const) external _kICANotificationTypeDeviceStatusError
00007ff841805388 (__DATA_CONST,__const) external _kICANotificationTypeDeviceStatusInfo
00007ff841805358 (__DATA_CONST,__const) external _kICANotificationTypeDeviceWasReset
00007ff841805420 (__DATA_CONST,__const) external _kICANotificationTypeDownloadProgressStatus
00007ff841805670 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeIsOldOldStyleKey
00007ff841805240 (__DATA_CONST,__const) external _kICANotificationTypeKey
00007ff8418053d0 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeNetworkSettingChanged
00007ff841805300 (__DATA_CONST,__const) external _kICANotificationTypeObjectAdded
00007ff841805310 (__DATA_CONST,__const) external _kICANotificationTypeObjectInfoChanged
00007ff841805308 (__DATA_CONST,__const) external _kICANotificationTypeObjectRemoved
00007ff8418053c8 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeObjectUpdatedKey
00007ff841805450 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeOldStyleKey
00007ff841805378 (__DATA_CONST,__const) external _kICANotificationTypeProprietary
00007ff841805368 (__DATA_CONST,__const) external _kICANotificationTypeRequestObjectTransfer
00007ff8418053e8 (__DATA_CONST,__const) external _kICANotificationTypeScanProgressStatus
00007ff841805440 (__DATA_CONST,__const) external _kICANotificationTypeScannerButtonPressed
00007ff841805448 (__DATA_CONST,__const) external _kICANotificationTypeScannerOverviewOverlayAvailable
00007ff841805438 (__DATA_CONST,__const) external _kICANotificationTypeScannerPageDone
00007ff841805430 (__DATA_CONST,__const) external _kICANotificationTypeScannerScanDone
00007ff841805428 (__DATA_CONST,__const) external _kICANotificationTypeScannerSessionClosed
00007ff841805408 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeStartTWAIN_UI
00007ff841805410 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeStoppedTWAIN_UI
00007ff841805318 (__DATA_CONST,__const) external _kICANotificationTypeStoreAdded
00007ff841805328 (__DATA_CONST,__const) external _kICANotificationTypeStoreFull
00007ff841805330 (__DATA_CONST,__const) external _kICANotificationTypeStoreInfoChanged
00007ff841805320 (__DATA_CONST,__const) external _kICANotificationTypeStoreRemoved
00007ff841805000 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeTWAINSessionClosed
00007ff841804ff8 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeTWAINSessionOpened
00007ff841805370 (__DATA_CONST,__const) external _kICANotificationTypeTransactionCanceled
00007ff841805380 (__DATA_CONST,__const) external _kICANotificationTypeUnreportedStatus
00007ff8418053d8 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeWebServerURLChanged
00007ff8418053e0 (__DATA_CONST,__const) non-external (was a private external) _kICANotificationTypeWebSharingChanged
00007ff841805270 (__DATA_CONST,__const) external _kICANotificationVendorErrorCodeKey
00007ff841805128 (__DATA_CONST,__const) external _kICAOBEXVersionKey
00007ff841805710 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectArrayKey
00007ff841805278 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectInTemporaryStoreKey
00007ff841804e58 (__DATA_CONST,__const) external _kICAObjectKey
00007ff841804e68 (__DATA_CONST,__const) external _kICAObjectNameKey
00007ff841805650 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectOfInterestKey
00007ff841805790 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectPropertyDictionaryKey
00007ff8418056c0 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectRefConKey
00007ff841805618 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectSendMessageCmd
00007ff8418056b8 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectSubtypeKey
00007ff8418056b0 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectTypeKey
00007ff841805678 (__DATA_CONST,__const) non-external (was a private external) _kICAObjectsOfInterestKey
00007ff8418055d0 (__DATA_CONST,__const) non-external (was a private external) _kICAOpenSessionCmd
00007ff841805680 (__DATA_CONST,__const) non-external (was a private external) _kICAOptionsDictionaryKey
00007ff841805190 (__DATA_CONST,__const) external _kICAOrientationKey
00007ff841805170 (__DATA_CONST,__const) external _kICAOverwriteKey
00007ff841805750 (__DATA_CONST,__const) non-external (was a private external) _kICAParameterDictionaryKey
00007ff841805698 (__DATA_CONST,__const) non-external (was a private external) _kICAParentObjectKey
00007ff8418050c0 (__DATA_CONST,__const) external _kICAPhysicalTransportsKey
00007ff8418050e0 (__DATA_CONST,__const) external _kICAPictureFolderKey
00007ff841805718 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyArrayKey
00007ff8418056e8 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyDataFlagsKey
00007ff8418056f0 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyDataPtrKey
00007ff8418056e0 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyDataSizeKey
00007ff8418056d8 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyDataTypeKey
00007ff8418056c8 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyKey
00007ff8418056f8 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyRefConKey
00007ff8418056d0 (__DATA_CONST,__const) non-external (was a private external) _kICAPropertyTypeKey
00007ff841805078 (__DATA_CONST,__const) external _kICAProtocolKey
00007ff841805080 (__DATA_CONST,__const) non-external (was a private external) _kICAProtocolVersionKey
00007ff841805030 (__DATA_CONST,__const) non-external (was a private external) _kICARawExtensionsKey
00007ff841804f08 (__DATA_CONST,__const) external _kICARawKey
00007ff841805210 (__DATA_CONST,__const) external _kICARefconKey
00007ff841805630 (__DATA_CONST,__const) non-external (was a private external) _kICARegisterEventNotificationCmd
00007ff8418054c0 (__DATA_CONST,__const) non-external (was a private external) _kICARegisterForEventNotificationCmd
00007ff841804e90 (__DATA_CONST,__const) external _kICARemoteDeviceKey
00007ff8418051f0 (__DATA_CONST,__const) non-external (was a private external) _kICARemoteDevicesKey
00007ff841804e60 (__DATA_CONST,__const) non-external (was a private external) _kICARemoteObjectKey
00007ff841805730 (__DATA_CONST,__const) non-external (was a private external) _kICARequestedByteCountKey
00007ff8418057b8 (__DATA_CONST,__const) non-external (was a private external) _kICAResultKey
00007ff841805690 (__DATA_CONST,__const) non-external (was a private external) _kICARootObjectKey
00007ff841804f50 (__DATA_CONST,__const) external _kICASCSITransportType
00007ff841805160 (__DATA_CONST,__const) external _kICASaveAsFilenameKey
00007ff841805168 (__DATA_CONST,__const) external _kICASavedFilenameKey
00007ff8418055a0 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerCloseSessionCmd
00007ff8418055b0 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerGetParametersCmd
00007ff8418055a8 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerInitializeCmd
00007ff841805598 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerOpenSessionCmd
00007ff8418054b0 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerOpenSessionShouldCallCloseSessionFirstKey
00007ff8418055b8 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerSetParametersCmd
00007ff8418055c8 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerStartCmd
00007ff8418055c0 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerStatusCmd
00007ff841805758 (__DATA_CONST,__const) non-external (was a private external) _kICAScannerStatusKey
00007ff8418050f8 (__DATA_CONST,__const) external _kICAScreenHeightKey
00007ff841805100 (__DATA_CONST,__const) external _kICAScreenWidthKey
00007ff841805640 (__DATA_CONST,__const) non-external (was a private external) _kICASendNotificationCmd
00007ff841805490 (__DATA_CONST,__const) non-external (was a private external) _kICASenderObjectKey
00007ff841805748 (__DATA_CONST,__const) non-external (was a private external) _kICASessionIDKey
00007ff841805500 (__DATA_CONST,__const) non-external (was a private external) _kICASetObjectRefConCmd
00007ff841805530 (__DATA_CONST,__const) non-external (was a private external) _kICASetPropertyDataCmd
00007ff841805550 (__DATA_CONST,__const) non-external (was a private external) _kICASetPropertyRefConCmd
00007ff8418057d8 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupPasswordKey
00007ff8418057d0 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupRequiresPasswordKey
00007ff8418057f8 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupScanningForRemoteDevicesKey
00007ff8418057c8 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupSharedNameKey
00007ff8418057e0 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupSharingEnabledKey
00007ff8418057f0 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupWebServerURLKey
00007ff8418057e8 (__DATA_CONST,__const) non-external (was a private external) _kICASharingSetupWebSharingEnabledKey
00007ff8418050e8 (__DATA_CONST,__const) external _kICASoundFolderKey
00007ff8418051c8 (__DATA_CONST,__const) external _kICAStarRatingKey
00007ff841805728 (__DATA_CONST,__const) non-external (was a private external) _kICAStartByteOffsetKey
00007ff8418050b8 (__DATA_CONST,__const) external _kICASupportedFeaturesKey
00007ff841805058 (__DATA_CONST,__const) non-external (was a private external) _kICASupportedFileExtensionsKey
00007ff841805088 (__DATA_CONST,__const) external _kICASupportingSoftwaresKey
00007ff841804f48 (__DATA_CONST,__const) external _kICATCPIPTransportType
00007ff841804fe8 (__DATA_CONST,__const) non-external (was a private external) _kICATWAINClientPSNKey
00007ff841804ff0 (__DATA_CONST,__const) non-external (was a private external) _kICATWAINClientPathKey
00007ff841804fd0 (__DATA_CONST,__const) external _kICATWAINDSPathKey
00007ff8418051f8 (__DATA_CONST,__const) non-external (was a private external) _kICATWAINDevicesKey
00007ff841804fd8 (__DATA_CONST,__const) non-external (was a private external) _kICATWAINInfoDictionaryKey
00007ff841804fe0 (__DATA_CONST,__const) non-external (was a private external) _kICATWAINSessionIsOpenKey
00007ff841804f58 (__DATA_CONST,__const) external _kICATWAINTransportType
00007ff841805108 (__DATA_CONST,__const) external _kICATelephoneNetworksKey
00007ff841805760 (__DATA_CONST,__const) non-external (was a private external) _kICAThumbnailFormatKey
00007ff841805798 (__DATA_CONST,__const) non-external (was a private external) _kICAThumbnailPropertyInfoKey
00007ff841804ef8 (__DATA_CONST,__const) external _kICAThumbnailPropertyKey
00007ff841804f00 (__DATA_CONST,__const) external _kICAThumbnailSizeKey
00007ff841804f88 (__DATA_CONST,__const) external _kICATransportTypeKey
00007ff841805038 (__DATA_CONST,__const) non-external (was a private external) _kICAUSBKey
00007ff841804f98 (__DATA_CONST,__const) external _kICAUSBLocationIDKey
00007ff841804e78 (__DATA_CONST,__const) external _kICAUSBProductIDKey
00007ff841804f30 (__DATA_CONST,__const) external _kICAUSBTransportType
00007ff841804e70 (__DATA_CONST,__const) external _kICAUSBVendorIDKey
00007ff841805600 (__DATA_CONST,__const) non-external (was a private external) _kICAUnloadDeviceModuleCmd
00007ff841805608 (__DATA_CONST,__const) non-external (was a private external) _kICAUpdateDeviceDictionaryCmd
00007ff841805628 (__DATA_CONST,__const) non-external (was a private external) _kICAUploadFileCmd
00007ff841804ed8 (__DATA_CONST,__const) external _kICAUserAssignedDeviceNameKey
00007ff841805068 (__DATA_CONST,__const) external _kICAVendorNameKey
00007ff841805120 (__DATA_CONST,__const) external _kICAVideoCodecsKey
00007ff8418050f0 (__DATA_CONST,__const) external _kICAVideoFolderKey
00007ff841805138 (__DATA_CONST,__const) external _kICAWMCVersionKey
00007ff8418050c8 (__DATA_CONST,__const) non-external (was a private external) _kICAWiFiSecuritiesKey
00007ff8418050d0 (__DATA_CONST,__const) non-external (was a private external) _kICAWiFiSecurityAuthenticationKey
00007ff8418050d8 (__DATA_CONST,__const) non-external (was a private external) _kICAWiFiSecurityEncryptionKey
00007ff841805570 (__DATA_CONST,__const) non-external (was a private external) _kICDBulkNewObjectsCmd
00007ff841805588 (__DATA_CONST,__const) non-external (was a private external) _kICDBulkNewPropertiesCmd
00007ff841805648 (__DATA_CONST,__const) non-external (was a private external) _kICDDeviceCallbackCmd
00007ff841805638 (__DATA_CONST,__const) non-external (was a private external) _kICDDeviceNotificationCmd
00007ff841805558 (__DATA_CONST,__const) non-external (was a private external) _kICDDeviceRegisterCmd
00007ff841805560 (__DATA_CONST,__const) non-external (was a private external) _kICDDeviceUnregisterCmd
00007ff841805578 (__DATA_CONST,__const) non-external (was a private external) _kICDDisposeObjectCmd
00007ff841805590 (__DATA_CONST,__const) non-external (was a private external) _kICDDisposePropertyCmd
00007ff841805568 (__DATA_CONST,__const) non-external (was a private external) _kICDNewObjectCmd
00007ff841805580 (__DATA_CONST,__const) non-external (was a private external) _kICDNewPropertyCmd
00007ff841804f20 (__DATA_CONST,__const) external _kMetaDataDictionaryKey
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sscanf (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
