000000000003c1b8 (__DATA,__data) external _NDR_record
0000000000039808 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
0000000000030ff8 (__TEXT,__const) non-external _err_codes_iokit_fw_map
0000000000039728 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
0000000000030fc8 (__TEXT,__const) non-external _err_codes_iokit_usb_map
0000000000038880 (__DATA_CONST,__const) non-external _err_codes_kern
0000000000039408 (__DATA_CONST,__const) non-external _err_codes_libkern_common
0000000000039478 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
0000000000039418 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
0000000000038fd0 (__DATA_CONST,__const) non-external _err_codes_loader
00000000000393b8 (__DATA_CONST,__const) non-external _err_codes_mach_mig
0000000000039330 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
0000000000039278 (__DATA_CONST,__const) non-external _err_codes_mach_send
0000000000038fa0 (__DATA_CONST,__const) non-external _err_codes_machobj
0000000000039238 (__DATA_CONST,__const) non-external _err_codes_mig
0000000000038cf8 (__DATA_CONST,__const) non-external _err_codes_netmemory
0000000000038c78 (__DATA_CONST,__const) non-external _err_codes_netname
0000000000038d48 (__DATA_CONST,__const) non-external _err_codes_ns
00000000000391f0 (__DATA_CONST,__const) non-external _err_codes_rcv
0000000000039190 (__DATA_CONST,__const) non-external _err_codes_send
0000000000038f10 (__DATA_CONST,__const) non-external _err_codes_sunrpc
0000000000038d18 (__DATA_CONST,__const) non-external _err_codes_task_master
0000000000038d10 (__DATA_CONST,__const) non-external _err_codes_ufs
0000000000038a48 (__DATA_CONST,__const) non-external _err_codes_unix
0000000000038e50 (__DATA_CONST,__const) non-external _err_codes_us
0000000000039038 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000000039128 (__DATA_CONST,__const) non-external _err_codes_xkernel
00000000000386a0 (__DATA_CONST,__const) non-external _err_iokit_sub
0000000000030fa8 (__TEXT,__const) non-external _err_iokit_sub_map
0000000000038538 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000000038628 (__DATA_CONST,__const) non-external _err_libkern_sub
00000000000385b0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
0000000000038218 (__DATA_CONST,__const) non-external _err_os_sub
00000000000382b8 (__DATA_CONST,__const) non-external _err_server_sub
0000000000030f80 (__TEXT,__const) non-external _err_us_sub
0000000000040048 (__DATA_DIRTY,__common) external _errno
000000000002dfe4 (__TEXT,__text) external _etap_trace_thread
000000000001d010 (__TEXT,__text) external _exc_server
000000000001cb68 (__TEXT,__text) external _exc_server_routine
000000000001c504 (__TEXT,__text) external _exception_raise
000000000001c67c (__TEXT,__text) external _exception_raise_state
000000000001c8ec (__TEXT,__text) external _exception_raise_state_identity
000000000000cc70 (__TEXT,__text) external _exchangedata
000000000000923c (__TEXT,__text) external _execve
000000000003c258 (__DATA,__bss) non-external _execve_with_filter
000000000000e6b4 (__TEXT,__text) external _faccessat
000000000000e6dc (__TEXT,__text) external _fchdir
0000000000006418 (__TEXT,__text) external _fchflags
0000000000005560 (__TEXT,__text) external _fchmod
000000000000e704 (__TEXT,__text) external _fchmodat
0000000000006810 (__TEXT,__text) external _fchown
000000000000e72c (__TEXT,__text) external _fchownat
000000000000e754 (__TEXT,__text) external _fclonefileat
0000000000001d34 (__TEXT,__text) external _fcntl
0000000000005184 (__TEXT,__text) external _fcntl$NOCANCEL
000000000000e77c (__TEXT,__text) external _fdatasync
00000000000084ec (__TEXT,__text) external _ffsctl
0000000000004904 (__TEXT,__text) external _fgetattrlist
00000000000054b4 (__TEXT,__text) external _fgetxattr
000000000000e7a4 (__TEXT,__text) external _fhopen
0000000000006fec (__TEXT,__text) external _fileport_makefd
0000000000007224 (__TEXT,__text) external _fileport_makeport
000000000000cb98 (__TEXT,__text) external _flistxattr
0000000000004eac (__TEXT,__text) external _flock
000000000000e7cc (__TEXT,__text) external _fmount
000000000000e7f4 (__TEXT,__text) external _fpathconf
0000000000011eb8 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
000000000000e81c (__TEXT,__text) external _freadlink
000000000000e844 (__TEXT,__text) external _fremovexattr
0000000000018d44 (__TEXT,__text) external _fs_snapshot_create
0000000000018d60 (__TEXT,__text) external _fs_snapshot_delete
000000000000913c (__TEXT,__text) external _fs_snapshot_list
0000000000018dd0 (__TEXT,__text) external _fs_snapshot_mount
0000000000018d7c (__TEXT,__text) external _fs_snapshot_rename
0000000000018d98 (__TEXT,__text) external _fs_snapshot_revert
0000000000018db4 (__TEXT,__text) external _fs_snapshot_root
00000000000048dc (__TEXT,__text) external _fsctl
00000000000067e8 (__TEXT,__text) external _fsetattrlist
0000000000006260 (__TEXT,__text) external _fsetxattr
00000000000049a8 (__TEXT,__text) external _fsgetpath
000000000000e86c (__TEXT,__text) external _fsgetpath_ext
000000000000e8bc (__TEXT,__text) external _fstat
000000000000e8bc (__TEXT,__text) external _fstat64
000000000000e90c (__TEXT,__text) external _fstatat
000000000000e90c (__TEXT,__text) external _fstatat64
000000000000c284 (__TEXT,__text) external _fstatfs
000000000000c284 (__TEXT,__text) external _fstatfs64
0000000000004a48 (__TEXT,__text) external _fsync
000000000000d6f8 (__TEXT,__text) external _fsync$NOCANCEL
0000000000004708 (__TEXT,__text) external _ftruncate
000000000001415c (__TEXT,__text) external _futimens
0000000000006440 (__TEXT,__text) external _futimes
000000000003c1c0 (__DATA,__crash_info) non-external _gCRAnnotations
0000000000001c68 (__TEXT,__text) external _getattrlist
000000000000e95c (__TEXT,__text) external _getattrlistat
0000000000004758 (__TEXT,__text) external _getattrlistbulk
000000000001bb88 (__TEXT,__text) external _getaudit
0000000000003478 (__TEXT,__text) external _getaudit_addr
000000000000e984 (__TEXT,__text) external _getauid
000000000000e9ac (__TEXT,__text) external _getdirentries
000000000000e9d4 (__TEXT,__text) external _getdirentriesattr
0000000000009578 (__TEXT,__text) external _getdtablesize
0000000000002cb4 (__TEXT,__text) external _getegid
000000000000178c (__TEXT,__text) external _getentropy
00000000000024cc (__TEXT,__text) external _geteuid
000000000000e9fc (__TEXT,__text) external _getfh
000000000000ea4c (__TEXT,__text) external _getfsstat
000000000000ea4c (__TEXT,__text) external _getfsstat64
000000000000510c (__TEXT,__text) external _getgid
0000000000006838 (__TEXT,__text) external _getgroups
0000000000006608 (__TEXT,__text) external _gethostuuid
0000000000005670 (__TEXT,__text) external _getiopolicy_np
000000000000ea74 (__TEXT,__text) external _getitimer
0000000000005538 (__TEXT,__text) external _getpeername
000000000000ac94 (__TEXT,__text) external _getpgid
0000000000009214 (__TEXT,__text) external _getpgrp
00000000000017c4 (__TEXT,__text) external _getpid
000000000000729c (__TEXT,__text) external _getppid
0000000000009074 (__TEXT,__text) external _getpriority
0000000000003448 (__TEXT,__text) external _getrlimit
00000000000082f0 (__TEXT,__text) external _getrusage
000000000000d720 (__TEXT,__text) external _getsgroups_np
000000000000ea9c (__TEXT,__text) external _getsid
0000000000008514 (__TEXT,__text) external _getsockname
0000000000005464 (__TEXT,__text) external _getsockopt
0000000000002c64 (__TEXT,__text) external _getuid
000000000000d748 (__TEXT,__text) external _getwgroups_np
00000000000041b4 (__TEXT,__text) external _getxattr
000000000000eac4 (__TEXT,__text) external _grab_pgo_data
000000000000eaec (__TEXT,__text) external _graftdmg
0000000000004a20 (__TEXT,__text) external _guarded_close_np
000000000000b3b8 (__TEXT,__text) external _guarded_kqueue_np
0000000000011f2c (__TEXT,__text) external _guarded_open_dprotected_np
00000000000047f8 (__TEXT,__text) external _guarded_open_np
000000000000484c (__TEXT,__text) external _guarded_pwrite_np
0000000000008660 (__TEXT,__text) external _guarded_write_np
000000000000eb14 (__TEXT,__text) external _guarded_writev_np
0000000000036f11 (__TEXT,__cstring) non-external _hex
0000000000011f78 (__TEXT,__text) external _host_check_multiuser_mode
00000000000022bc (__TEXT,__text) external _host_create_mach_voucher
0000000000001328 (__TEXT,__text) external _host_create_mach_voucher_trap
000000000001d5d4 (__TEXT,__text) external _host_default_memory_manager
000000000001efe8 (__TEXT,__text) external _host_get_UNDServer
0000000000011f58 (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000000001d090 (__TEXT,__text) external _host_get_boot_info
000000000001dcb4 (__TEXT,__text) external _host_get_clock_control
0000000000006bb0 (__TEXT,__text) external _host_get_clock_service
000000000001e490 (__TEXT,__text) external _host_get_exception_ports
000000000001fc80 (__TEXT,__text) external _host_get_io_main
0000000000004a70 (__TEXT,__text) external _host_get_io_master
0000000000011f70 (__TEXT,__text) external _host_get_multiuser_config_flags
0000000000001f30 (__TEXT,__text) external _host_get_special_port
0000000000005d54 (__TEXT,__text) external _host_info
000000000001f614 (__TEXT,__text) external _host_kernel_version
0000000000020550 (__TEXT,__text) external _host_lockgroup_info
00000000000120dc (__TEXT,__text) external _host_page_size
000000000001d3b0 (__TEXT,__text) external _host_priv_statistics
000000000001fae4 (__TEXT,__text) external _host_processor_info
000000000001ed54 (__TEXT,__text) external _host_processor_set_priv
000000000001ebd4 (__TEXT,__text) external _host_processor_sets
000000000001db34 (__TEXT,__text) external _host_processors
000000000001d294 (__TEXT,__text) external _host_reboot
0000000000020bc0 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000000000020d50 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000000003178 (__TEXT,__text) external _host_request_notification
000000000001f330 (__TEXT,__text) external _host_security_create_task_token
000000000001f4d0 (__TEXT,__text) external _host_security_set_task_token
0000000000012410 (__TEXT,__text) external _host_self
00000000000011d8 (__TEXT,__text) external _host_self_trap
000000000001eec8 (__TEXT,__text) external _host_set_UNDServer
0000000000020ed4 (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000000001e35c (__TEXT,__text) external _host_set_exception_ports
0000000000021204 (__TEXT,__text) external _host_set_multiuser_config_flags
000000000001e22c (__TEXT,__text) external _host_set_special_port
000000000000ad7c (__TEXT,__text) external _host_statistics
000000000000a62c (__TEXT,__text) external _host_statistics64
000000000001e76c (__TEXT,__text) external _host_swap_exception_ports
000000000001ff5c (__TEXT,__text) external _host_virtual_physical_table_info
000000000003c198 (__DATA,__data) external _important_boost_assertion_token
000000000003a368 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
000000000003c188 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
000000000003c180 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
000000000003c178 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000000005370 (__TEXT,__text) external _ioctl
0000000000000fa8 (__TEXT,__text) external _issetugid
000000000003c240 (__DATA,__bss) non-external _kAccountingThreshold
000000000000eb3c (__TEXT,__text) external _kas_info
0000000000000e60 (__TEXT,__text) external _kdebug_is_enabled
0000000000018f60 (__TEXT,__text) external _kdebug_signpost
000000000000ad6c (__TEXT,__text) external _kdebug_signpost_end
000000000000accc (__TEXT,__text) non-external _kdebug_signpost_internal
000000000000acbc (__TEXT,__text) external _kdebug_signpost_start
0000000000018f10 (__TEXT,__text) external _kdebug_timestamp
0000000000018f28 (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000000018f44 (__TEXT,__text) external _kdebug_timestamp_from_continuous
0000000000000f3c (__TEXT,__text) external _kdebug_trace
0000000000003ba0 (__TEXT,__text) external _kdebug_trace_string
0000000000000ebc (__TEXT,__text) external _kdebug_typefilter
00000000000406c8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
0000000000018efc (__TEXT,__text) external _kdebug_using_continuous_time
0000000000006e18 (__TEXT,__text) external _kevent
000000000000c548 (__TEXT,__text) external _kevent64
0000000000002e5c (__TEXT,__text) external _kevent_id
0000000000002e34 (__TEXT,__text) external _kevent_qos
000000000001f144 (__TEXT,__text) external _kext_request
0000000000008b2c (__TEXT,__text) external _kill
000000000001e088 (__TEXT,__text) external _kmod_control
000000000001de20 (__TEXT,__text) external _kmod_create
000000000001df6c (__TEXT,__text) external _kmod_destroy
000000000001fddc (__TEXT,__text) external _kmod_get_info
000000000001bc6c (__TEXT,__text) external _kpersona_alloc
000000000001bce4 (__TEXT,__text) external _kpersona_dealloc
000000000001bda4 (__TEXT,__text) external _kpersona_find
000000000001be84 (__TEXT,__text) external _kpersona_find_by_type
00000000000050d0 (__TEXT,__text) external _kpersona_get
000000000001bd24 (__TEXT,__text) external _kpersona_getpath
0000000000004df4 (__TEXT,__text) external _kpersona_info
000000000001bca8 (__TEXT,__text) external _kpersona_palloc
000000000001bd64 (__TEXT,__text) external _kpersona_pidinfo
0000000000006df0 (__TEXT,__text) external _kqueue
0000000000006860 (__TEXT,__text) external _lchown
000000000000eb64 (__TEXT,__text) external _ledger
0000000000005728 (__TEXT,__text) external _link
000000000000eb8c (__TEXT,__text) external _linkat
000000000000ebb4 (__TEXT,__text) external _lio_listio
0000000000009170 (__TEXT,__text) external _listen
0000000000004780 (__TEXT,__text) external _listxattr
0000000000028e18 (__TEXT,__text) external _lock_set_create
0000000000028f80 (__TEXT,__text) external _lock_set_destroy
00000000000145f4 (__TEXT,__text) external _log_data_as_kernel
0000000000002a70 (__TEXT,__text) external _lseek
000000000000c184 (__TEXT,__text) external _lstat
000000000000c184 (__TEXT,__text) external _lstat64
00000000000016f0 (__TEXT,__text) external _mach_absolute_time
0000000000001774 (__TEXT,__text) external _mach_absolute_time_kernel
00000000000028ec (__TEXT,__text) external _mach_approximate_time
0000000000013c08 (__TEXT,__text) external _mach_boottime_usec
0000000000007fa8 (__TEXT,__text) external _mach_continuous_approximate_time
000000000000167c (__TEXT,__text) external _mach_continuous_time
0000000000001780 (__TEXT,__text) external _mach_continuous_time_kernel
0000000000012058 (__TEXT,__text) external _mach_error
000000000003c210 (__DATA,__common) external _mach_error_full_diag
00000000000073f8 (__TEXT,__text) external _mach_error_string
000000000000741c (__TEXT,__text) non-external _mach_error_string_int
0000000000011f80 (__TEXT,__text) external _mach_error_type
0000000000030360 (__TEXT,__text) external _mach_eventlink_associate
00000000000300a8 (__TEXT,__text) external _mach_eventlink_create
0000000000030244 (__TEXT,__text) external _mach_eventlink_destroy
00000000000304a4 (__TEXT,__text) external _mach_eventlink_disassociate
00000000000140cc (__TEXT,__text) external _mach_eventlink_signal
0000000000014120 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00000000000140e4 (__TEXT,__text) external _mach_eventlink_wait_until
0000000000001274 (__TEXT,__text) external _mach_generate_activity_id
0000000000003094 (__TEXT,__text) external _mach_get_times
0000000000001f2c (__TEXT,__text) external _mach_host_self
00000000000107a0 (__TEXT,__text) external _mach_host_special_port_description
0000000000038088 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
0000000000010800 (__TEXT,__text) external _mach_host_special_port_for_id
000000000003c000 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
0000000000006a60 (__TEXT,__text) external _mach_init
00000000000406b0 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
0000000000006a94 (__TEXT,__text) non-external _mach_init_doit
000000000002565c (__TEXT,__text) external _mach_make_memory_entry
0000000000002728 (__TEXT,__text) external _mach_make_memory_entry_64
000000000002fdf8 (__TEXT,__text) external _mach_memory_entry_access_tracking
000000000002ff74 (__TEXT,__text) external _mach_memory_entry_ownership
000000000002fca0 (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000000020ff0 (__TEXT,__text) external _mach_memory_info
000000000001f958 (__TEXT,__text) external _mach_memory_object_memory_entry
00000000000203c4 (__TEXT,__text) external _mach_memory_object_memory_entry_64
0000000000001608 (__TEXT,__text) external _mach_msg
0000000000012108 (__TEXT,__text) external _mach_msg2_internal
00000000000012a4 (__TEXT,__text) external _mach_msg2_trap
0000000000002098 (__TEXT,__text) external _mach_msg_destroy
00000000000021dc (__TEXT,__text) non-external _mach_msg_destroy_port
00000000000092a0 (__TEXT,__text) external _mach_msg_overwrite
00000000000011f0 (__TEXT,__text) external _mach_msg_overwrite_trap
0000000000012224 (__TEXT,__text) external _mach_msg_priority_encode
0000000000012214 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
0000000000012258 (__TEXT,__text) external _mach_msg_priority_overide_qos
0000000000012268 (__TEXT,__text) external _mach_msg_priority_qos
0000000000012278 (__TEXT,__text) external _mach_msg_priority_relpri
000000000000cbc0 (__TEXT,__text) external _mach_msg_receive
00000000000056f0 (__TEXT,__text) external _mach_msg_send
00000000000087a4 (__TEXT,__text) external _mach_msg_server
0000000000009524 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
0000000000012210 (__TEXT,__text) external _mach_msg_server_importance
000000000000b98c (__TEXT,__text) external _mach_msg_server_once
00000000000011e4 (__TEXT,__text) external _mach_msg_trap
000000000002631c (__TEXT,__text) external _mach_notify_dead_name
0000000000026260 (__TEXT,__text) external _mach_notify_no_senders
000000000002618c (__TEXT,__text) external _mach_notify_port_deleted
00000000000261f0 (__TEXT,__text) external _mach_notify_port_destroyed
00000000000262c4 (__TEXT,__text) external _mach_notify_send_once
00000000000032a8 (__TEXT,__text) external _mach_port_allocate
000000000001b718 (__TEXT,__text) external _mach_port_allocate_full
000000000001b704 (__TEXT,__text) external _mach_port_allocate_name
000000000001b714 (__TEXT,__text) external _mach_port_allocate_qos
000000000001b968 (__TEXT,__text) external _mach_port_assert_attributes
0000000000002338 (__TEXT,__text) external _mach_port_construct
00000000000024f4 (__TEXT,__text) external _mach_port_deallocate
0000000000006604 (__TEXT,__text) external _mach_port_destroy
0000000000002af8 (__TEXT,__text) external _mach_port_destruct
000000000001b8b0 (__TEXT,__text) external _mach_port_dnrequest_info
0000000000004634 (__TEXT,__text) external _mach_port_extract_member
000000000000a9e4 (__TEXT,__text) external _mach_port_extract_right
00000000000039bc (__TEXT,__text) external _mach_port_get_attributes
0000000000006288 (__TEXT,__text) external _mach_port_get_context
0000000000004484 (__TEXT,__text) external _mach_port_get_refs
000000000001b964 (__TEXT,__text) external _mach_port_get_service_port_info
000000000000c7a8 (__TEXT,__text) external _mach_port_get_set_status
000000000001b720 (__TEXT,__text) external _mach_port_get_srights
0000000000003ec4 (__TEXT,__text) external _mach_port_guard
000000000001b958 (__TEXT,__text) external _mach_port_guard_with_flags
0000000000003304 (__TEXT,__text) external _mach_port_insert_member
0000000000003500 (__TEXT,__text) external _mach_port_insert_right
000000000001b960 (__TEXT,__text) external _mach_port_is_connection_for_service
000000000001b8b4 (__TEXT,__text) external _mach_port_kernel_object
000000000001b8f4 (__TEXT,__text) external _mach_port_kobject
000000000001b8f8 (__TEXT,__text) external _mach_port_kobject_description
000000000000197c (__TEXT,__text) external _mach_port_mod_refs
0000000000005f78 (__TEXT,__text) external _mach_port_move_member
000000000001b6fc (__TEXT,__text) external _mach_port_names
000000000001b708 (__TEXT,__text) external _mach_port_peek
000000000001b700 (__TEXT,__text) external _mach_port_rename
0000000000002efc (__TEXT,__text) external _mach_port_request_notification
0000000000003a34 (__TEXT,__text) external _mach_port_set_attributes
000000000000c688 (__TEXT,__text) external _mach_port_set_context
000000000001b70c (__TEXT,__text) external _mach_port_set_mscount
000000000001b710 (__TEXT,__text) external _mach_port_set_seqno
000000000001b728 (__TEXT,__text) external _mach_port_space_basic_info
000000000001b724 (__TEXT,__text) external _mach_port_space_info
000000000001b95c (__TEXT,__text) external _mach_port_swap_guard
0000000000003c5c (__TEXT,__text) external _mach_port_type
000000000001b8fc (__TEXT,__text) external _mach_port_unguard
000000000000c2ac (__TEXT,__text) external _mach_ports_lookup
0000000000008318 (__TEXT,__text) external _mach_ports_register
00000000000011b4 (__TEXT,__text) external _mach_reply_port
0000000000012728 (__TEXT,__text) external _mach_right_recv_construct
00000000000127ec (__TEXT,__text) external _mach_right_recv_destruct
0000000000012880 (__TEXT,__text) external _mach_right_send_create
00000000000129c0 (__TEXT,__text) external _mach_right_send_once_consume
0000000000012954 (__TEXT,__text) external _mach_right_send_once_create
0000000000005750 (__TEXT,__text) external _mach_right_send_release
00000000000128e4 (__TEXT,__text) external _mach_right_send_retain
000000000001b794 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000000001b840 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
0000000000013c18 (__TEXT,__text) external _mach_task_is_self
0000000000012724 (__TEXT,__text) external _mach_task_self
0000000000040698 (__DATA_DIRTY,__common) external _mach_task_self_
00000000000107c0 (__TEXT,__text) external _mach_task_special_port_description
0000000000038198 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00000000000108c0 (__TEXT,__text) external _mach_task_special_port_for_id
000000000003c0f8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000000006b84 (__TEXT,__text) external _mach_thread_self
00000000000107e0 (__TEXT,__text) external _mach_thread_special_port_description
00000000000381f8 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00000000000108d0 (__TEXT,__text) external _mach_thread_special_port_for_id
000000000003c158 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000000001628 (__TEXT,__text) external _mach_timebase_info
00000000000406bc (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
0000000000001358 (__TEXT,__text) external _mach_timebase_info_trap
000000000000339c (__TEXT,__text) external _mach_vm_allocate
00000000000250ec (__TEXT,__text) external _mach_vm_behavior_set
0000000000008688 (__TEXT,__text) external _mach_vm_copy
0000000000002bd4 (__TEXT,__text) external _mach_vm_deallocate
0000000000025e38 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000000025f54 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000000026070 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000000024a68 (__TEXT,__text) external _mach_vm_inherit
000000000002520c (__TEXT,__text) external _mach_vm_machine_attribute
0000000000000fd0 (__TEXT,__text) external _mach_vm_map
0000000000024fcc (__TEXT,__text) external _mach_vm_msync
000000000002594c (__TEXT,__text) external _mach_vm_page_info
00000000000254f8 (__TEXT,__text) external _mach_vm_page_query
0000000000025b38 (__TEXT,__text) external _mach_vm_page_range_query
0000000000004c60 (__TEXT,__text) external _mach_vm_protect
0000000000004878 (__TEXT,__text) external _mach_vm_purgable_control
000000000001ba94 (__TEXT,__text) external _mach_vm_read
0000000000024d10 (__TEXT,__text) external _mach_vm_read_list
000000000000b83c (__TEXT,__text) external _mach_vm_read_overwrite
0000000000012d98 (__TEXT,__text) external _mach_vm_reclaim_is_available
0000000000012b34 (__TEXT,__text) external _mach_vm_reclaim_mark_free
0000000000012c74 (__TEXT,__text) external _mach_vm_reclaim_mark_used
0000000000012a6c (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
0000000000012db8 (__TEXT,__text) external _mach_vm_reclaim_synchronize
0000000000012d84 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000000005858 (__TEXT,__text) external _mach_vm_region
000000000000b5d0 (__TEXT,__text) external _mach_vm_region_recurse
000000000001b96c (__TEXT,__text) external _mach_vm_remap
000000000001ba00 (__TEXT,__text) external _mach_vm_remap_new
000000000001eaa0 (__TEXT,__text) external _mach_vm_wire
0000000000024e94 (__TEXT,__text) external _mach_vm_write
0000000000005ab4 (__TEXT,__text) external _mach_voucher_attr_command
0000000000002ac0 (__TEXT,__text) external _mach_voucher_deallocate
0000000000030a54 (__TEXT,__text) external _mach_voucher_debug_info
0000000000030808 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000000000b17c (__TEXT,__text) external _mach_voucher_extract_attr_content
0000000000003958 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000000001334 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000000001364 (__TEXT,__text) external _mach_wait_until
00000000000208ac (__TEXT,__text) external _mach_zone_force_gc
00000000000217cc (__TEXT,__text) external _mach_zone_get_btlog_records
000000000002163c (__TEXT,__text) external _mach_zone_get_zlog_zones
00000000000206e0 (__TEXT,__text) external _mach_zone_info
0000000000021490 (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000000021320 (__TEXT,__text) external _mach_zone_info_for_zone
00000000000012ec (__TEXT,__text) external _macx_backing_store_recovery
00000000000012e0 (__TEXT,__text) external _macx_backing_store_suspend
00000000000012bc (__TEXT,__text) external _macx_swapoff
00000000000012b0 (__TEXT,__text) external _macx_swapon
00000000000012d4 (__TEXT,__text) external _macx_triggers
0000000000003cb8 (__TEXT,__text) external _madvise
000000000003c238 (__DATA,__bss) non-external _master_host_port
0000000000001564 (__TEXT,__text) non-external _memcpy
000000000000f804 (__TEXT,__text) non-external _memmove
00000000000096fc (__TEXT,__text) external _memorystatus_control
000000000000ec04 (__TEXT,__text) external _memorystatus_get_level
0000000000012290 (__TEXT,__text) external _mig_allocate
0000000000004238 (__TEXT,__text) external _mig_dealloc_reply_port
000000000001b72c (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000000006900 (__TEXT,__text) external _mig_deallocate
0000000000001574 (__TEXT,__text) external _mig_get_reply_port
0000000000002908 (__TEXT,__text) external _mig_get_special_reply_port
000000000000619c (__TEXT,__text) external _mig_put_reply_port
0000000000005824 (__TEXT,__text) external _mig_reply_setup
00000000000061a0 (__TEXT,__text) external _mig_strncpy
0000000000002940 (__TEXT,__text) external _mig_strncpy_zerofill
000000000000ec2c (__TEXT,__text) external _mincore
000000000000ec54 (__TEXT,__text) external _minherit
0000000000001388 (__TEXT,__text) external _mk_timer_arm
00000000000013a0 (__TEXT,__text) external _mk_timer_arm_leeway
0000000000001394 (__TEXT,__text) external _mk_timer_cancel
0000000000001370 (__TEXT,__text) external _mk_timer_create
000000000000137c (__TEXT,__text) external _mk_timer_destroy
0000000000002bac (__TEXT,__text) external _mkdir
00000000000049f8 (__TEXT,__text) external _mkdirat
000000000000ec7c (__TEXT,__text) external _mkfifo
000000000000eca4 (__TEXT,__text) external _mkfifoat
000000000000eccc (__TEXT,__text) external _mknod
000000000000ecf4 (__TEXT,__text) external _mknodat
000000000000a5ac (__TEXT,__text) external _mlock
000000000000ed1c (__TEXT,__text) external _mlockall
0000000000001e4c (__TEXT,__text) external _mmap
000000000000cbf8 (__TEXT,__text) external _mount
0000000000004d00 (__TEXT,__text) external _mprotect
000000000000ed44 (__TEXT,__text) external _mremap_encrypted
00000000000123fc (__TEXT,__text) external _msg_receive
00000000000123ec (__TEXT,__text) external _msg_rpc
00000000000123f4 (__TEXT,__text) external _msg_send
000000000000dba8 (__TEXT,__text) external _msgctl
000000000000ed6c (__TEXT,__text) external _msgget
000000000000ed94 (__TEXT,__text) external _msgrcv
000000000000dbd0 (__TEXT,__text) external _msgrcv$NOCANCEL
000000000000edbc (__TEXT,__text) external _msgsnd
000000000000dbf8 (__TEXT,__text) external _msgsnd$NOCANCEL
000000000000d388 (__TEXT,__text) external _msgsys
00000000000071c8 (__TEXT,__text) external _msync
000000000000dc48 (__TEXT,__text) external _msync$NOCANCEL
000000000000a5d4 (__TEXT,__text) external _munlock
000000000000ede4 (__TEXT,__text) external _munlockall
000000000000492c (__TEXT,__text) external _munmap
00000000000050a8 (__TEXT,__text) external _necp_client_action
000000000000b7ec (__TEXT,__text) external _necp_match_policy
0000000000005058 (__TEXT,__text) external _necp_open
000000000000ee0c (__TEXT,__text) external _necp_session_action
000000000000ee34 (__TEXT,__text) external _necp_session_open
000000000000ee5c (__TEXT,__text) external _net_qos_guideline
000000000000ee84 (__TEXT,__text) external _netagent_trigger
0000000000027b8c (__TEXT,__text) external _netname_check_in
0000000000027f8c (__TEXT,__text) external _netname_check_out
0000000000027d34 (__TEXT,__text) external _netname_look_up
0000000000028130 (__TEXT,__text) external _netname_version
0000000000013c6c (__TEXT,__text) external _nfsclnt
000000000000eeac (__TEXT,__text) external _nfssvc
