00000001d7209858 (__DATA,__common) external _BC
                 (undefined) external _setlocale (from libSystem)
00000001a45433c8 (__TEXT,__text) external _setscrreg
00000001a4535d00 (__TEXT,__text) external _setupterm
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _sigprocmask (from libSystem)
                 (undefined) external _sleep (from libSystem)
00000001a4536368 (__TEXT,__text) external _slk_attr
00000001a45433e0 (__TEXT,__text) external _slk_attr_off
00000001a45433f0 (__TEXT,__text) external _slk_attr_on
00000001a45361fc (__TEXT,__text) external _slk_attr_set
00000001a453627c (__TEXT,__text) external _slk_attroff
00000001a45362d0 (__TEXT,__text) external _slk_attron
00000001a453632c (__TEXT,__text) external _slk_attrset
00000001a4536390 (__TEXT,__text) external _slk_clear
00000001a453643c (__TEXT,__text) external _slk_color
00000001a4536498 (__TEXT,__text) external _slk_init
00000001a45364e4 (__TEXT,__text) external _slk_label
00000001a4536530 (__TEXT,__text) external _slk_noutrefresh
00000001a4536834 (__TEXT,__text) external _slk_refresh
00000001a45360cc (__TEXT,__text) external _slk_restore
00000001a45368a8 (__TEXT,__text) external _slk_set
00000001a4536bf0 (__TEXT,__text) external _slk_touch
00000001a45360f4 (__TEXT,__text) external _slk_wset
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _sscanf (from libSystem)
00000001a454341c (__TEXT,__text) external _standend
00000001a4543400 (__TEXT,__text) external _standout
00000001a452ca84 (__TEXT,__text) external _start_color
                 (undefined) external _stat (from libSystem)
00000001d7209710 (__DATA,__common) external _stdscr
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000001d2f4a798 (__DATA_CONST,__const) external _strcodes
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
00000001d2f4c6d8 (__DATA_CONST,__const) external _strfnames
                 (undefined) external _strlen (from libSystem)
00000001d2f4b9e0 (__DATA_CONST,__const) external _strnames
                 (undefined) external _strncat (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtol (from libSystem)
00000001a4533320 (__TEXT,__text) external _subpad
00000001a45329f4 (__TEXT,__text) external _subwin
00000001a453970c (__TEXT,__text) external _syncok
                 (undefined) external _tcflush (from libSystem)
                 (undefined) external _tcgetattr (from libSystem)
                 (undefined) external _tcgetpgrp (from libSystem)
                 (undefined) external _tcsetattr (from libSystem)
00000001a4538894 (__TEXT,__text) external _term_attrs
00000001a453906c (__TEXT,__text) external _termattrs
00000001a4536ec4 (__TEXT,__text) external _termname
00000001a4520184 (__TEXT,__text) external _tgetent
00000001a4536c20 (__TEXT,__text) external _tgetflag
00000001a4536cd0 (__TEXT,__text) external _tgetnum
00000001a4536d90 (__TEXT,__text) external _tgetstr
00000001a4536ee4 (__TEXT,__text) external _tgoto
00000001a453733c (__TEXT,__text) external _tigetflag
00000001a45373e8 (__TEXT,__text) external _tigetnum
00000001a45374a4 (__TEXT,__text) external _tigetstr
00000001a4543434 (__TEXT,__text) external _timeout
00000001a4543448 (__TEXT,__text) external _touchline
00000001a4543450 (__TEXT,__text) external _touchwin
00000001a4521fe8 (__TEXT,__text) external _tparm
00000001a453799c (__TEXT,__text) external _tputs
00000001d7209740 (__DATA,__common) external _ttytype
00000001a4532d4c (__TEXT,__text) external _typeahead
00000001a4540414 (__TEXT,__text) external _unctrl
00000001a45386cc (__TEXT,__text) external _unget_wch
00000001a4538854 (__TEXT,__text) external _ungetch
00000001a452ffbc (__TEXT,__text) external _ungetmouse
00000001a4543470 (__TEXT,__text) external _untouchwin
00000001a452d914 (__TEXT,__text) external _use_default_colors
00000001a4535b1c (__TEXT,__text) external _use_env
00000001a4529168 (__TEXT,__text) external _use_extended_names
00000001a452a328 (__TEXT,__text) external _use_legacy_coding
00000001a4540428 (__TEXT,__text) external _use_screen
00000001a4540484 (__TEXT,__text) external _use_window
                 (undefined) external _vfprintf (from libSystem)
00000001a4538878 (__TEXT,__text) external _vid_attr
00000001a4538868 (__TEXT,__text) external _vid_puts
00000001a4539040 (__TEXT,__text) external _vidattr
00000001a453891c (__TEXT,__text) external _vidputs
00000001a4543490 (__TEXT,__text) external _vline
00000001a4544764 (__TEXT,__text) external _vline_set
                 (undefined) external _vsnprintf (from libSystem)
                 (undefined) external _vsscanf (from libSystem)
00000001a45434a8 (__TEXT,__text) external _vw_printw
00000001a45434ac (__TEXT,__text) external _vw_scanw
00000001a4533958 (__TEXT,__text) external _vwprintw
00000001a45347ac (__TEXT,__text) external _vwscanw
00000001a452a5a4 (__TEXT,__text) external _wadd_wch
00000001a452b604 (__TEXT,__text) external _wadd_wchnstr
00000001a454477c (__TEXT,__text) external _wadd_wchstr
00000001a452ad04 (__TEXT,__text) external _waddch
00000001a452b4e8 (__TEXT,__text) external _waddchnstr
00000001a45434b0 (__TEXT,__text) external _waddchstr
00000001a452b444 (__TEXT,__text) external _waddnstr
00000001a452b9ac (__TEXT,__text) external _waddnwstr
00000001a45434b8 (__TEXT,__text) external _waddstr
00000001a4544784 (__TEXT,__text) external _waddwstr
00000001a45434dc (__TEXT,__text) external _wattr_get
00000001a4539498 (__TEXT,__text) external _wattr_off
00000001a45394c8 (__TEXT,__text) external _wattr_on
00000001a45434fc (__TEXT,__text) external _wattr_set
00000001a45434c8 (__TEXT,__text) external _wattroff
00000001a45434c0 (__TEXT,__text) external _wattron
00000001a45434d0 (__TEXT,__text) external _wattrset
00000001a452bd9c (__TEXT,__text) external _wbkgd
00000001a452bb60 (__TEXT,__text) external _wbkgdset
00000001a452bb98 (__TEXT,__text) external _wbkgrnd
00000001a452baa8 (__TEXT,__text) external _wbkgrndset
00000001a452bdd4 (__TEXT,__text) external _wborder
00000001a452c1b0 (__TEXT,__text) external _wborder_set
00000001a452c744 (__TEXT,__text) external _wchgat
00000001a452c7fc (__TEXT,__text) external _wclear
00000001a452c84c (__TEXT,__text) external _wclrtobot
00000001a452c92c (__TEXT,__text) external _wclrtoeol
00000001a452d6c8 (__TEXT,__text) external _wcolor_set
                 (undefined) external _wcrtomb (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsrtombs (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
                 (undefined) external _wctob (from libSystem)
00000001a45397ec (__TEXT,__text) external _wcursyncup
                 (undefined) external _wcwidth (from libSystem)
00000001a452d774 (__TEXT,__text) external _wdelch
00000001a4543510 (__TEXT,__text) external _wdeleteln
00000001a452a6b4 (__TEXT,__text) external _wecho_wchar
00000001a452ad68 (__TEXT,__text) external _wechochar
00000001a45302d4 (__TEXT,__text) external _wenclose
00000001a452daa8 (__TEXT,__text) external _werase
00000001a452dcd4 (__TEXT,__text) external _wget_wch
00000001a454478c (__TEXT,__text) external _wget_wstr
00000001a4544794 (__TEXT,__text) external _wgetbkgrnd
00000001a452e9f8 (__TEXT,__text) external _wgetch
00000001a452de4c (__TEXT,__text) external _wgetn_wstr
00000001a452ea50 (__TEXT,__text) external _wgetnstr
00000001a4543610 (__TEXT,__text) external _wgetparent
00000001a4543674 (__TEXT,__text) external _wgetscrreg
00000001a4543518 (__TEXT,__text) external _wgetstr
00000001a452eef0 (__TEXT,__text) external _whline
00000001a452f040 (__TEXT,__text) external _whline_set
00000001a452f180 (__TEXT,__text) external _win_wch
00000001a452f1c4 (__TEXT,__text) external _win_wchnstr
00000001a45447ac (__TEXT,__text) external _win_wchstr
00000001a45394f8 (__TEXT,__text) external _winch
00000001a452f270 (__TEXT,__text) external _winchnstr
00000001a4543520 (__TEXT,__text) external _winchstr
00000001a452fabc (__TEXT,__text) external _winnstr
00000001a452fc8c (__TEXT,__text) external _winnwstr
00000001a452f538 (__TEXT,__text) external _wins_nwstr
00000001a452f3a8 (__TEXT,__text) external _wins_wch
00000001a45447b4 (__TEXT,__text) external _wins_wstr
00000001a452f958 (__TEXT,__text) external _winsch
00000001a452f9a8 (__TEXT,__text) external _winsdelln
00000001a4543528 (__TEXT,__text) external _winsertln
00000001a452fa1c (__TEXT,__text) external _winsnstr
00000001a4543530 (__TEXT,__text) external _winsstr
00000001a4543538 (__TEXT,__text) external _winstr
00000001a452fd5c (__TEXT,__text) external _winwstr
                 (undefined) external _wmemchr (from libSystem)
                 (undefined) external _wmemcpy (from libSystem)
00000001a453036c (__TEXT,__text) external _wmouse_trafo
00000001a4530a64 (__TEXT,__text) external _wmove
00000001a453428c (__TEXT,__text) external _wnoutrefresh
00000001a45339b4 (__TEXT,__text) external _wprintw
00000001a45340d4 (__TEXT,__text) external _wredrawln
00000001a45341f8 (__TEXT,__text) external _wrefresh
00000001a45406d4 (__TEXT,__text) external _wresize
                 (undefined) external _write (from libSystem)
00000001a453486c (__TEXT,__text) external _wscanw
00000001a453504c (__TEXT,__text) external _wscrl
00000001a45350d8 (__TEXT,__text) external _wsetscrreg
00000001a4543550 (__TEXT,__text) external _wstandend
00000001a4543540 (__TEXT,__text) external _wstandout
00000001a4539728 (__TEXT,__text) external _wsyncdown
00000001a453957c (__TEXT,__text) external _wsyncup
00000001a4532ba8 (__TEXT,__text) external _wtimeout
00000001a45375dc (__TEXT,__text) external _wtouchln
00000001a4539994 (__TEXT,__text) external _wunctrl
00000001a4539124 (__TEXT,__text) external _wvline
00000001a4539274 (__TEXT,__text) external _wvline_set
