00007ff81f28f1b7 (__TEXT,__text) non-external +[Calculate _lock]
00007ff81f28ac14 (__TEXT,__text) non-external -[UnitRank initWithUnitID:rank:locale:]
00007ff81f28ac29 (__TEXT,__text) non-external -[UnitRank initWithUnitID:rank:locale:context:]
00007ff81f28acf5 (__TEXT,__text) non-external -[UnitRank isEqual:]
00007ff81f28aef3 (__TEXT,__text) non-external -[UnitRank locale]
00007ff81f28aedd (__TEXT,__text) non-external -[UnitRank rank]
00007ff81f28af18 (__TEXT,__text) non-external -[UnitRank setContext:]
00007ff81f28aefd (__TEXT,__text) non-external -[UnitRank setLocale:]
00007ff81f28aee8 (__TEXT,__text) non-external -[UnitRank setRank:]
00007ff81f28aed4 (__TEXT,__text) non-external -[UnitRank setUnitID:]
00007ff81f28aecb (__TEXT,__text) non-external -[UnitRank unitID]
00007ff81f28b40e (__TEXT,__text) non-external -[UnitRanks .cxx_destruct]
00007ff81f28b159 (__TEXT,__text) non-external -[UnitRanks addUnitRank:]
00007ff81f28b3c2 (__TEXT,__text) non-external -[UnitRanks containsCurrency]
00007ff81f28b3a4 (__TEXT,__text) non-external -[UnitRanks containsFrom]
00007ff81f28b3ae (__TEXT,__text) non-external -[UnitRanks containsTo]
00007ff81f28b3b8 (__TEXT,__text) non-external -[UnitRanks containsUnit]
00007ff81f28af51 (__TEXT,__text) non-external -[UnitRanks initWithUnitsInfo:]
00007ff81f28b01a (__TEXT,__text) non-external -[UnitRanks init]
00007ff81f28b112 (__TEXT,__text) non-external -[UnitRanks isAmbiguous]
00007ff81f28b389 (__TEXT,__text) non-external -[UnitRanks ranks]
00007ff81f28b393 (__TEXT,__text) non-external -[UnitRanks setRanks:]
00007ff81f28b3fd (__TEXT,__text) non-external -[UnitRanks setUnits:]
00007ff81f28b3e2 (__TEXT,__text) non-external -[UnitRanks setUnitsInfo:]
00007ff81f28b0c9 (__TEXT,__text) non-external -[UnitRanks sort]
00007ff81f28b3cc (__TEXT,__text) non-external -[UnitRanks unitsInfo]
00007ff81f28b3f3 (__TEXT,__text) non-external -[UnitRanks units]
00007ff81f28be76 (__TEXT,__text) non-external -[UnitTypeInfo .cxx_destruct]
00007ff81f28be16 (__TEXT,__text) non-external -[UnitTypeInfo baseUnit]
00007ff81f28bd36 (__TEXT,__text) non-external -[UnitTypeInfo decompositionCoefficient]
00007ff81f28bd52 (__TEXT,__text) non-external -[UnitTypeInfo decomposition]
00007ff81f28be50 (__TEXT,__text) non-external -[UnitTypeInfo isCurrency]
00007ff81f28bd23 (__TEXT,__text) non-external -[UnitTypeInfo isDecomposable]
00007ff81f28be3d (__TEXT,__text) non-external -[UnitTypeInfo isTemperature]
00007ff81f28be63 (__TEXT,__text) non-external -[UnitTypeInfo isVolume]
00007ff81f28bd08 (__TEXT,__text) non-external -[UnitTypeInfo name]
00007ff81f28be2c (__TEXT,__text) non-external -[UnitTypeInfo setBaseUnit:]
00007ff81f28bda6 (__TEXT,__text) non-external -[UnitTypeInfo setDecomposition:]
00007ff81f28bd44 (__TEXT,__text) non-external -[UnitTypeInfo setDecompositionCoefficient:]
00007ff81f28be5a (__TEXT,__text) non-external -[UnitTypeInfo setIsCurrency:]
00007ff81f28bd2d (__TEXT,__text) non-external -[UnitTypeInfo setIsDecomposable:]
00007ff81f28be47 (__TEXT,__text) non-external -[UnitTypeInfo setIsTemperature:]
00007ff81f28be6d (__TEXT,__text) non-external -[UnitTypeInfo setIsVolume:]
00007ff81f28bd12 (__TEXT,__text) non-external -[UnitTypeInfo setName:]
00007ff81f28bcff (__TEXT,__text) non-external -[UnitTypeInfo setUnitType:]
00007ff81f28be05 (__TEXT,__text) non-external -[UnitTypeInfo setUnits:]
00007ff81f28bcf6 (__TEXT,__text) non-external -[UnitTypeInfo unitType]
00007ff81f28bdfb (__TEXT,__text) non-external -[UnitTypeInfo units]
00007ff81f28e1d8 (__TEXT,__text) non-external -[UnitsInfo .cxx_destruct]
00007ff81f28e163 (__TEXT,__text) non-external -[UnitsInfo angleInfo]
00007ff81f28e18a (__TEXT,__text) non-external -[UnitsInfo degreesInfo]
00007ff81f28e0a5 (__TEXT,__text) non-external -[UnitsInfo infoForAngle]
00007ff81f28e0b7 (__TEXT,__text) non-external -[UnitsInfo infoForDegrees]
00007ff81f28e0c9 (__TEXT,__text) non-external -[UnitsInfo infoForRadians]
00007ff81f28df4e (__TEXT,__text) non-external -[UnitsInfo infoForUnitID:]
00007ff81f28dffe (__TEXT,__text) non-external -[UnitsInfo infoForUnitName:]
00007ff81f28de1b (__TEXT,__text) non-external -[UnitsInfo infoForUnitType:]
00007ff81f28decb (__TEXT,__text) non-external -[UnitsInfo infoForUnitTypeName:]
00007ff81f28c18c (__TEXT,__text) non-external -[UnitsInfo initWithDictionary:]
00007ff81f28e093 (__TEXT,__text) non-external -[UnitsInfo objectAtIndexedSubscript:]
00007ff81f28e081 (__TEXT,__text) non-external -[UnitsInfo objectForKeyedSubscript:]
00007ff81f28bea7 (__TEXT,__text) non-external -[UnitsInfo populateSubunitIDs:forUnit:visited:]
00007ff81f28e1b1 (__TEXT,__text) non-external -[UnitsInfo radiansInfo]
00007ff81f28e179 (__TEXT,__text) non-external -[UnitsInfo setAngleInfo:]
00007ff81f28e1a0 (__TEXT,__text) non-external -[UnitsInfo setDegreesInfo:]
00007ff81f28e1c7 (__TEXT,__text) non-external -[UnitsInfo setRadiansInfo:]
00007ff81f28e11c (__TEXT,__text) non-external -[UnitsInfo setUnitIDToInfo:]
00007ff81f28e101 (__TEXT,__text) non-external -[UnitsInfo setUnitNameToInfo:]
00007ff81f28e137 (__TEXT,__text) non-external -[UnitsInfo setUnitTypeNameToInfo:]
00007ff81f28e152 (__TEXT,__text) non-external -[UnitsInfo setUnitTypeToInfo:]
00007ff81f28e0e5 (__TEXT,__text) non-external -[UnitsInfo unitCount]
00007ff81f28e112 (__TEXT,__text) non-external -[UnitsInfo unitIDToInfo]
00007ff81f28e0f7 (__TEXT,__text) non-external -[UnitsInfo unitNameToInfo]
00007ff81f28e0db (__TEXT,__text) non-external -[UnitsInfo unitNames]
00007ff81f28e0ee (__TEXT,__text) non-external -[UnitsInfo unitTypeCount]
00007ff81f28e12d (__TEXT,__text) non-external -[UnitsInfo unitTypeNameToInfo]
00007ff81f28e148 (__TEXT,__text) non-external -[UnitsInfo unitTypeToInfo]
00007ff81f4145b0 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff81f4145d0 (__TEXT,__gcc_except_tab) non-external GCC_except_table11
00007ff81f4145c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff81f414630 (__TEXT,__gcc_except_tab) non-external GCC_except_table392
00007ff81f414d80 (__TEXT,__gcc_except_tab) non-external GCC_except_table424
00007ff81f4145fc (__TEXT,__gcc_except_tab) non-external GCC_except_table43
00007ff81f414da0 (__TEXT,__gcc_except_tab) non-external GCC_except_table575
00007ff81f414eb0 (__TEXT,__gcc_except_tab) non-external GCC_except_table610
                 (undefined) external _CFAbsoluteTimeGetCurrent (from CoreFoundation)
                 (undefined) external _CFPreferencesAppSynchronize (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesSetAppValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringTokenizerAdvanceToNextToken (from CoreFoundation)
                 (undefined) external _CFStringTokenizerCreate (from CoreFoundation)
                 (undefined) external _CFStringTokenizerGetCurrentTokenRange (from CoreFoundation)
00007ff81f29f473 (__TEXT,__text) external _CalculateExpression
00007ff81f29f18b (__TEXT,__text) external _CalculateExpressionError
00007ff81f29f480 (__TEXT,__text) external _CalculateInternationalExpression
00007ff841c83960 (__DATA_CONST,__const) external _CalculateKeyAllowConversions
00007ff841c83950 (__DATA_CONST,__const) external _CalculateKeyAllowPartialExpressions
00007ff841c83958 (__DATA_CONST,__const) external _CalculateKeyAllowUnits
00007ff841c83938 (__DATA_CONST,__const) external _CalculateKeyAutoScientificNotation
00007ff841c83948 (__DATA_CONST,__const) external _CalculateKeyConvertTrivial
00007ff841c83978 (__DATA_CONST,__const) external _CalculateKeyEngine
00007ff841c83988 (__DATA_CONST,__const) external _CalculateKeyExpectedUnitTypes
00007ff841c83940 (__DATA_CONST,__const) external _CalculateKeyFlexibleFractionDigits
00007ff841c83980 (__DATA_CONST,__const) external _CalculateKeyIgnoreProbableSearches
00007ff841c83928 (__DATA_CONST,__const) external _CalculateKeyLocales
00007ff841c83990 (__DATA_CONST,__const) external _CalculateKeyLocalizeUnit
00007ff841c83968 (__DATA_CONST,__const) external _CalculateKeyMaximumConversions
00007ff841c83930 (__DATA_CONST,__const) external _CalculateKeyNumberFormatter
00007ff841c83970 (__DATA_CONST,__const) external _CalculateKeyPreferMixedUnits
00007ff81f28abb8 (__TEXT,__text) non-external _CalculateLogForCategory
00007ff8430b7900 (__DATA,__bss) non-external _CalculateLogForCategory.logObjects
00007ff8430b7908 (__DATA,__bss) non-external _CalculateLogForCategory.loggingToken
00007ff81f29f178 (__TEXT,__text) external _CalculatePerformExpression
00007ff81f279a72 (__TEXT,__text) non-external _CountLeadingZeros
00007ff8430b78a8 (__DATA,__bss) non-external _DecimalPi.initialized
00007ff8430b7890 (__DATA,__bss) non-external _DecimalPi.pi.0
00007ff8430b78a0 (__DATA,__bss) non-external _DecimalPi.pi.1
00007ff81f281ffe (__TEXT,__text) non-external _DecimalToDegrees
00007ff8430b78e8 (__DATA,__bss) non-external _DecimalToDegrees.initialized
00007ff8430b78d0 (__DATA,__bss) non-external _DecimalToDegrees.toDegrees.0
00007ff8430b78e0 (__DATA,__bss) non-external _DecimalToDegrees.toDegrees.1
00007ff8430b78c8 (__DATA,__bss) non-external _DecimalToRadians.initialized
00007ff8430b78b0 (__DATA,__bss) non-external _DecimalToRadians.to_radians.0
00007ff8430b78c0 (__DATA,__bss) non-external _DecimalToRadians.to_radians.1
00007ff8430b7868 (__DATA,__bss) non-external _DecimalTrigInfThresholdNegative.initialized
00007ff8430b7850 (__DATA,__bss) non-external _DecimalTrigInfThresholdNegative.threshold.0
00007ff8430b7860 (__DATA,__bss) non-external _DecimalTrigInfThresholdNegative.threshold.1
00007ff8430b7888 (__DATA,__bss) non-external _DecimalTrigInfThresholdPositive.initialized
00007ff8430b7870 (__DATA,__bss) non-external _DecimalTrigInfThresholdPositive.threshold.0
00007ff8430b7880 (__DATA,__bss) non-external _DecimalTrigInfThresholdPositive.threshold.1
00007ff8430b7828 (__DATA,__bss) non-external _DecimalTrigZeroThresholdNegative.initialized
00007ff8430b7810 (__DATA,__bss) non-external _DecimalTrigZeroThresholdNegative.threshold.0
00007ff8430b7820 (__DATA,__bss) non-external _DecimalTrigZeroThresholdNegative.threshold.1
00007ff8430b7848 (__DATA,__bss) non-external _DecimalTrigZeroThresholdPositive.initialized
00007ff8430b7830 (__DATA,__bss) non-external _DecimalTrigZeroThresholdPositive.threshold.0
00007ff8430b7840 (__DATA,__bss) non-external _DecimalTrigZeroThresholdPositive.threshold.1
                 (undefined) external _NSCalendarIdentifierGregorian (from CoreFoundation)
                 (undefined) external _NSCurrentLocaleDidChangeNotification (from CoreFoundation)
                 (undefined) external _NSDecimalCompare (from Foundation)
                 (undefined) external _NSLocaleCurrencyCode (from CoreFoundation)
                 (undefined) external _NSLocaleGroupingSeparator (from CoreFoundation)
                 (undefined) external _NSLocaleMeasurementSystem (from CoreFoundation)
                 (undefined) external _NSLocaleMeasurementSystemMetric (from CoreFoundation)
                 (undefined) external _NSLocaleMeasurementSystemUK (from CoreFoundation)
                 (undefined) external _NSLocaleMeasurementSystemUS (from CoreFoundation)
                 (undefined) external _NSLocaleTemperatureUnit (from CoreFoundation)
                 (undefined) external _NSLocaleTemperatureUnitCelsius (from CoreFoundation)
                 (undefined) external _NSLog (from Foundation)
                 (undefined) external _NSStringTransformStripDiacritics (from CoreFoundation)
00007ff8430b6f30 (__DATA,__objc_data) external _OBJC_CLASS_$_Calculate
00007ff8430b7048 (__DATA,__objc_data) external _OBJC_CLASS_$_CalculateRequest
00007ff8430b6fd0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalculateResult
00007ff8430b6fa8 (__DATA,__objc_data) external _OBJC_CLASS_$_CalculateTerm
00007ff8430b70c0 (__DATA,__objc_data) non-external _OBJC_CLASS_$_CalculateToken
00007ff8430b7110 (__DATA,__objc_data) non-external _OBJC_CLASS_$_CalculateTokenizer
00007ff8430b6f58 (__DATA,__objc_data) external _OBJC_CLASS_$_CalculateUnit
00007ff8430b6cd8 (__DATA,__objc_data) external _OBJC_CLASS_$_Converter
00007ff8430b6d00 (__DATA,__objc_data) external _OBJC_CLASS_$_CurrencyCache
00007ff8430b71b0 (__DATA,__objc_data) non-external _OBJC_CLASS_$_Localize
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCache (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSCalendar (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSCharacterSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDoubleNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDecimalNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDecimalNumberHandler (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableCharacterSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableURLRequest (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumberFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSRegularExpression (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSScanner (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSession (from Foundation)
                 (undefined) external _OBJC_CLASS_$_OACredential (from OAuth)
                 (undefined) external _OBJC_CLASS_$_OAURLRequestSigner (from OAuth)
00007ff8430b7138 (__DATA,__objc_data) non-external _OBJC_CLASS_$_Trie
00007ff8430b6eb8 (__DATA,__objc_data) non-external _OBJC_CLASS_$_TrieNode
00007ff8430b6df0 (__DATA,__objc_data) non-external _OBJC_CLASS_$_UnitInfo
00007ff8430b7188 (__DATA,__objc_data) non-external _OBJC_CLASS_$_UnitRank
00007ff8430b7160 (__DATA,__objc_data) non-external _OBJC_CLASS_$_UnitRanks
00007ff8430b6e68 (__DATA,__objc_data) non-external _OBJC_CLASS_$_UnitTypeInfo
00007ff8430b7200 (__DATA,__objc_data) non-external _OBJC_CLASS_$_UnitsInfo
                 (undefined) external _OBJC_EHTYPE_id (from libobjc)
00007ff8430b6bd8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateRequest._expression
00007ff8430b6bd0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateRequest._isCanceled
00007ff8430b6be0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateRequest._options
00007ff8430b6be8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateRequest._result
00007ff8430b6bf0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateRequest._resultHandler
00007ff8430b6b28 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._autoScientificNotation
00007ff8430b6b98 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._conversions
00007ff8430b6b68 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._expression
00007ff8430b6b30 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._flexibleFractionDigits
00007ff8430b6b40 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._hasStaleCurrencyData
00007ff8430b6b90 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._inputValueAndUnit
00007ff8430b6b38 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._isTrivial
00007ff8430b6b78 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._locales
00007ff8430b6b50 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._localizeUnit
00007ff8430b6b70 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._numberFormatter
00007ff8430b6ba0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._parent
00007ff8430b6ba8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._parseTree
00007ff8430b6bb0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._resultTree
00007ff8430b6b60 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._singleUnitID
00007ff8430b6b48 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._synchronous
00007ff8430b6b88 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._terms
00007ff8430b6bc8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._typeInfo
00007ff8430b6b58 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._unitExponent
00007ff8430b6bb8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._unitFormat
00007ff8430b6b80 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._unitType
00007ff8430b6bc0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateResult._unitsInfo
00007ff8430b6b20 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTerm._decimalValue
00007ff8430b6b18 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTerm._result
00007ff8430b6b10 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTerm._units
00007ff8430b6b08 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTerm._value
00007ff8430b6c10 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateToken._range
00007ff8430b6c08 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateToken._ranks
00007ff8430b6c00 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateToken._text
00007ff8430b6bf8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateToken._tokenType
00007ff8430b6c18 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._index
00007ff8430b6c58 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._lastToken
00007ff8430b6c28 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._locales
00007ff8430b6c48 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._peekIndex
00007ff8430b6c50 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._peekTokens
00007ff8430b6c20 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._string
00007ff8430b6c40 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._stringLength
00007ff8430b6c38 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._trie
00007ff8430b6c30 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._unitsInfo
00007ff8430b6c60 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._wordBreakIndices
00007ff8430b6c68 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateTokenizer._wordBreakIndicesIndex
00007ff8430b6ae0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateUnit._exponent
00007ff8430b6ae8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateUnit._name
00007ff8430b6af8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateUnit._nextSmallest
00007ff8430b6b00 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateUnit._unitInfo
00007ff8430b6af0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CalculateUnit._unitType
00007ff8430b6cc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._additionalResults
00007ff8430b6cd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._conversionType
00007ff8430b6cc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._currencyUpdateTimeOut
00007ff8430b6c70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._inputString
00007ff8430b6c78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._inputUnit
00007ff8430b6c90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._inputValue
00007ff8430b6cb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._isCurrency
00007ff8430b6c98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._localizedInputValueAndUnit
00007ff8430b6cb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._localizedOutputUnit
00007ff8430b6ca8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._localizedOutputValue
00007ff8430b6ca0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._localizedOutputValueAndUnit
00007ff8430b6c80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._outputUnit
00007ff8430b6c88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_Converter._outputValue
00007ff8430b6890 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CurrencyCache._currencyData
00007ff8430b6898 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CurrencyCache._currentCurrency
00007ff8430b68a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CurrencyCache._currentRate
00007ff8430b68a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CurrencyCache._currentString
00007ff8430b6878 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CurrencyCache._lastRefreshDate
00007ff8430b68c0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CurrencyCache._lastRefreshTimeInternal
00007ff8430b68c8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_CurrencyCache._lock
00007ff8430b68b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CurrencyCache._mutableCurrencyCache
00007ff8430b6880 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CurrencyCache._refreshInterval
00007ff8430b68b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CurrencyCache._serializer
00007ff8430b6888 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CurrencyCache._timeout
00007ff8430b6870 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CurrencyCache._uuid
00007ff8430b6a88 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._autocompress
00007ff8430b6a98 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._characterCount
00007ff8430b6aa0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._characterSize
00007ff8430b6ac0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._characters
00007ff8430b6a90 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._compressed
00007ff8430b6ad8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._firstByteCache
00007ff8430b6aa8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._nodeCount
00007ff8430b6ab0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._nodeSize
00007ff8430b6ac8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._nodes
00007ff8430b6ad0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._objects
00007ff8430b6ab8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_Trie._root
00007ff8430b6a70 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_TrieNode._node
00007ff8430b6a78 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_TrieNode._offset
00007ff8430b6a80 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_TrieNode._trie
00007ff8430b69b0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._allSubunitIDs
00007ff8430b69c8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._baseDenominator
00007ff8430b69c0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._baseNumerator
00007ff8430b6990 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._bestEquivalent
00007ff8430b6960 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._doNotSuggest
00007ff8430b6968 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._formatNextSmallest
00007ff8430b6940 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._impliesDivision
00007ff8430b6930 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._isBaseUnit
00007ff8430b6950 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._isCelsius
00007ff8430b6938 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._isDisplayName
00007ff8430b6948 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._isFahrenheit
00007ff8430b6928 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._isInverted
00007ff8430b6958 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._isKelvin
00007ff8430b69b8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._localizationToCompactName
00007ff8430b6998 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._measurementSystem
00007ff8430b6980 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._name
00007ff8430b69a0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._nextSmallest
00007ff8430b69a8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._subunitIDs
00007ff8430b6988 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._typeInfo
00007ff8430b6970 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._unitID
