                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
00007ff8119d56f1 (__TEXT,__text) external _CMCloneProfileRef
00007ff8119d5353 (__TEXT,__text) non-external ___CMCopyProfileDescriptionString_block_invoke
00007ff8119d5156 (__TEXT,__text) non-external ___CMCopyProfileLocalizedStringDictionary_block_invoke
00007ff8119d5264 (__TEXT,__text) non-external ___CMCopyProfileLocalizedString_block_invoke
00007ff8119d544a (__TEXT,__text) non-external ___CMCopyProfile_block_invoke
00007ff8119d5062 (__TEXT,__text) non-external ___CMCountProfileElements_block_invoke
00007ff8119d4f73 (__TEXT,__text) non-external ___CMFloatBitmapMakeChunky_block_invoke
00007ff8119d4e97 (__TEXT,__text) non-external ___CMGetColorSyncVersion_block_invoke
00007ff8119d4e14 (__TEXT,__text) non-external ___CMGetDefaultDevice_block_invoke
00007ff8119d4d8e (__TEXT,__text) non-external ___CMGetDefaultProfileBySpace_block_invoke
00007ff8119d4d08 (__TEXT,__text) non-external ___CMGetDefaultProfileByUse_block_invoke
00007ff8119d4c82 (__TEXT,__text) non-external ___CMGetDeviceDefaultProfileID_block_invoke
00007ff8119d4be7 (__TEXT,__text) non-external ___CMGetDeviceFactoryProfiles_block_invoke
00007ff8119d4b34 (__TEXT,__text) non-external ___CMGetDeviceInfo_block_invoke
00007ff8119d4a99 (__TEXT,__text) non-external ___CMGetDeviceProfile_block_invoke
00007ff8119d49fb (__TEXT,__text) non-external ___CMGetDeviceState_block_invoke
00007ff8119d4960 (__TEXT,__text) non-external ___CMGetDeviceTrackingByUse_block_invoke
00007ff8119d48c5 (__TEXT,__text) non-external ___CMGetGammaByAVID_block_invoke
00007ff8119d482a (__TEXT,__text) non-external ___CMGetIndNamedColorValue_block_invoke
00007ff8119d4622 (__TEXT,__text) non-external ___CMGetIndProfileElementInfo_block_invoke
00007ff8119d4726 (__TEXT,__text) non-external ___CMGetIndProfileElement_block_invoke
00007ff8119d4514 (__TEXT,__text) non-external ___CMGetNamedColorIndex_block_invoke
00007ff8119d4420 (__TEXT,__text) non-external ___CMGetNamedColorInfo_block_invoke
00007ff8119d4302 (__TEXT,__text) non-external ___CMGetNamedColorName_block_invoke
00007ff8119d420e (__TEXT,__text) non-external ___CMGetNamedColorValue_block_invoke
00007ff8119d3f91 (__TEXT,__text) non-external ___CMGetPS2ColorRenderingIntent_block_invoke
00007ff8119d3e83 (__TEXT,__text) non-external ___CMGetPS2ColorRenderingVMSize_block_invoke
00007ff8119d410a (__TEXT,__text) non-external ___CMGetPS2ColorRendering_block_invoke
00007ff8119d3d1a (__TEXT,__text) non-external ___CMGetPS2ColorSpace_block_invoke
00007ff8119d3c0c (__TEXT,__text) non-external ___CMGetPartialProfileElement_block_invoke
00007ff8119d3afe (__TEXT,__text) non-external ___CMGetProfileByAVID_block_invoke
00007ff8119d3a78 (__TEXT,__text) non-external ___CMGetProfileDescriptions_block_invoke
00007ff8119d395a (__TEXT,__text) non-external ___CMGetProfileElement_block_invoke
00007ff8119d3856 (__TEXT,__text) non-external ___CMGetProfileGamma_block_invoke
00007ff8119d3730 (__TEXT,__text) non-external ___CMGetProfileHeader_block_invoke
00007ff8119d3641 (__TEXT,__text) non-external ___CMGetProfileLocation_block_invoke
00007ff8119d35bb (__TEXT,__text) non-external ___CMGetProfileMD5_block_invoke
00007ff8119d34cc (__TEXT,__text) non-external ___CMGetProfileRefCount_block_invoke
00007ff8119d33dd (__TEXT,__text) non-external ___CMGetProfileTransformInfo_block_invoke
00007ff8119d3244 (__TEXT,__text) non-external ___CMGetSystemProfileAVID_block_invoke
00007ff8119d31c1 (__TEXT,__text) non-external ___CMGetSystemProfilePriv_block_invoke
00007ff8119d32c7 (__TEXT,__text) non-external ___CMGetSystemProfile_block_invoke
00007ff8119d313d (__TEXT,__text) non-external ___CMIterateCMMInfo_block_invoke
00007ff8119d30a2 (__TEXT,__text) non-external ___CMIterateColorDevices_block_invoke
00007ff8119d3004 (__TEXT,__text) non-external ___CMIterateColorSyncFolder_block_invoke
00007ff8119d2f66 (__TEXT,__text) non-external ___CMIterateDeviceProfiles_block_invoke
00007ff8119d2ea8 (__TEXT,__text) non-external ___CMMakeProfile_block_invoke
00007ff8119d2e22 (__TEXT,__text) non-external ___CMMatchFloatBitmap_block_invoke
00007ff8119d2d87 (__TEXT,__text) non-external ___CMNewProfile_block_invoke
00007ff8119d2d01 (__TEXT,__text) non-external ___CMOpenProfile_block_invoke
00007ff8119d2c7b (__TEXT,__text) non-external ___CMProfileCopyICCData_block_invoke
00007ff8119d2b8a (__TEXT,__text) non-external ___CMProfileElementExists_block_invoke
00007ff8119d2a96 (__TEXT,__text) non-external ___CMProfileModified_block_invoke
00007ff8119d2a10 (__TEXT,__text) non-external ___CMRegisterColorDevice_block_invoke
00007ff8119d2972 (__TEXT,__text) non-external ___CMRemoveProfileElement_block_invoke
00007ff8119d28ee (__TEXT,__text) non-external ___CMSetDefaultDevice_block_invoke
00007ff8119d286a (__TEXT,__text) non-external ___CMSetDeviceDefaultProfileID_block_invoke
00007ff8119d27d1 (__TEXT,__text) non-external ___CMSetDeviceFactoryProfiles_block_invoke
00007ff8119d2733 (__TEXT,__text) non-external ___CMSetDeviceProfile_block_invoke
00007ff8119d2680 (__TEXT,__text) non-external ___CMSetDeviceState_block_invoke
00007ff8119d25e7 (__TEXT,__text) non-external ___CMSetDeviceTrackingByUse_block_invoke
00007ff8119d254e (__TEXT,__text) non-external ___CMSetGammaByAVID_block_invoke
00007ff8119d24c8 (__TEXT,__text) non-external ___CMSetPartialProfileElement_block_invoke
00007ff8119d2415 (__TEXT,__text) non-external ___CMSetProfileByAVID_block_invoke
00007ff8119d238f (__TEXT,__text) non-external ___CMSetProfileDescriptions_block_invoke
00007ff8119d2235 (__TEXT,__text) non-external ___CMSetProfileElementReference_block_invoke
00007ff8119d219c (__TEXT,__text) non-external ___CMSetProfileElementSize_block_invoke
00007ff8119d22d3 (__TEXT,__text) non-external ___CMSetProfileElement_block_invoke
00007ff8119d2103 (__TEXT,__text) non-external ___CMSetProfileHeader_block_invoke
00007ff8119d207d (__TEXT,__text) non-external ___CMSetProfileLocalizedStringDictionary_block_invoke
00007ff8119d5b81 (__TEXT,__text) non-external ___CMSetSystemProfileAVID_block_invoke
00007ff8119d1fe2 (__TEXT,__text) non-external ___CMSetSystemProfile_block_invoke
00007ff8119d1f5f (__TEXT,__text) non-external ___CMUnregisterColorDevice_block_invoke
00007ff8119d1edb (__TEXT,__text) non-external ___CMUpdateProfile_block_invoke
00007ff8119d1e3c (__TEXT,__text) non-external ___CMValidateProfile_block_invoke
00007ff8119d1d48 (__TEXT,__text) non-external ___CWCheckBitmap_block_invoke
00007ff8119d1c95 (__TEXT,__text) non-external ___CWCheckColors_block_invoke
00007ff8119d10d3 (__TEXT,__text) non-external ___CWColorWorldGetProperty_block_invoke
00007ff8119d1050 (__TEXT,__text) non-external ___CWColorWorldSetProperty_block_invoke
00007ff8119d1bf7 (__TEXT,__text) non-external ___CWConcatColorWorld_block_invoke
00007ff8119d1a7c (__TEXT,__text) non-external ___CWDisposeColorWorld_block_invoke
00007ff8119d19fe (__TEXT,__text) non-external ___CWFillLookupTexture_block_invoke
00007ff8119d194b (__TEXT,__text) non-external ___CWGetCMMSignature_block_invoke
00007ff8119d18cb (__TEXT,__text) non-external ___CWMatchBitmap_block_invoke
00007ff8119d1818 (__TEXT,__text) non-external ___CWMatchColors_block_invoke
00007ff8119d177d (__TEXT,__text) non-external ___CWNewLinkProfile_block_invoke
00007ff8119d5edc (__TEXT,__text) non-external ___ColorSyncLog_block_invoke
00007ff8119d5970 (__TEXT,__text) non-external ___NCMGetProfileLocation_block_invoke
00007ff8119d5b00 (__TEXT,__text) non-external ___NCWConcatColorWorld_block_invoke
00007ff8119d15b0 (__TEXT,__text) non-external ___NCWNewColorWorld_block_invoke
00007ff8119d58d5 (__TEXT,__text) non-external ___NCWNewLinkProfile_block_invoke
00007ff8119d1413 (__TEXT,__text) non-external ____CMGetProfileOfSuite_block_invoke
00007ff8119d1374 (__TEXT,__text) non-external ____CMLoadProfileLutsByAVID_block_invoke
00007ff8119d12f3 (__TEXT,__text) non-external ____CMProfileGetProperty_block_invoke
00007ff8119d1205 (__TEXT,__text) non-external ____CMProfileSetProperty_block_invoke
00007ff8119d0fba (__TEXT,__text) non-external ____CWColorWorldGetProperty_block_invoke
00007ff8119d0f37 (__TEXT,__text) non-external ____CWColorWorldSetProperty_block_invoke
00007ff8409f8180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8409f9a80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8409f8a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.102
00007ff8409f8a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff8409f8a80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ff8409f8ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.111
00007ff8409f8b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.114
00007ff8409f8b40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.117
00007ff8409f8280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8409f8b80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00007ff8409f8bc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00007ff8409f8c00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.126
00007ff8409f8c40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.129
00007ff8409f8c80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ff8409f8cc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ff8409f8d00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ff8409f8d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ff8409f8d80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ff8409f8dc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ff8409f82c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8409f8e00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.150
00007ff8409f8e40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.153
00007ff8409f8e80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.156
00007ff8409f8ec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.159
00007ff8409f8f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.162
00007ff8409f8f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.165
00007ff8409f8f80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.168
00007ff8409f8fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ff8409f9000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ff8409f9040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.177
00007ff8409f8300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8409f9080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.180
00007ff8409f90c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.183
00007ff8409f9100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.186
00007ff8409f9140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.189
00007ff8409f9180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.192
00007ff8409f91c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00007ff8409f9200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.198
00007ff8409f9240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.201
00007ff8409f9280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.204
00007ff8409f92c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.207
00007ff8409f8340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8409f9300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.210
00007ff8409f9340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.213
00007ff8409f9380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.216
00007ff8409f93c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.219
00007ff8409f9400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.222
00007ff8409f9440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.225
00007ff8409f9480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.228
00007ff8409f94c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.231
00007ff8409f9500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.234
00007ff8409f9540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.237
00007ff8409f8380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff8409f9580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.240
00007ff8409f95c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.243
00007ff8409f9600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.246
00007ff8409f9640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.249
00007ff8409f9680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.252
00007ff8409f96c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.255
00007ff8409f9700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.258
00007ff8409f9740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.261
00007ff8409f9780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.264
00007ff8409f97c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.267
00007ff8409f83c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff8409f9800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.270
00007ff8409f9840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.273
00007ff8409f9880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.276
00007ff8409f98c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.279
00007ff8409f9900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.282
00007ff8409f9940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.285
00007ff8409f9980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.288
00007ff8409f99c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.291
00007ff8409f9a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.294
00007ff8409f9a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.297
00007ff8409f81c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8409f8400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff8409f8440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff8409f8480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.36
00007ff8409f84c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00007ff8409f8500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff8409f8540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007ff8409f8580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff8409f85c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff8409f8600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff8409f8640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8409f8200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8409f8680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff8409f86c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff8409f8700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff8409f8740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff8409f8780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ff8409f87c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff8409f8800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff8409f8840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff8409f8880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ff8409f88c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff8409f8240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8409f8900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ff8409f8940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ff8409f8980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ff8409f89c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00007ff8409f81a0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8409f9aa0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8409f8260 (__DATA_CONST,__const) non-external ___block_literal_global.10
00007ff8409f89e0 (__DATA_CONST,__const) non-external ___block_literal_global.100
00007ff8409f8a20 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff8409f8a60 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff8409f8aa0 (__DATA_CONST,__const) non-external ___block_literal_global.109
00007ff8409f8ae0 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff8409f8b20 (__DATA_CONST,__const) non-external ___block_literal_global.115
00007ff8409f8b60 (__DATA_CONST,__const) non-external ___block_literal_global.118
00007ff8409f8ba0 (__DATA_CONST,__const) non-external ___block_literal_global.121
00007ff8409f8be0 (__DATA_CONST,__const) non-external ___block_literal_global.124
00007ff8409f8c20 (__DATA_CONST,__const) non-external ___block_literal_global.127
00007ff8409f82a0 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff8409f8c60 (__DATA_CONST,__const) non-external ___block_literal_global.130
00007ff8409f8ca0 (__DATA_CONST,__const) non-external ___block_literal_global.133
00007ff8409f8ce0 (__DATA_CONST,__const) non-external ___block_literal_global.136
00007ff8409f8d20 (__DATA_CONST,__const) non-external ___block_literal_global.139
00007ff8409f8d60 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ff8409f8da0 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ff8409f8de0 (__DATA_CONST,__const) non-external ___block_literal_global.148
00007ff8409f8e20 (__DATA_CONST,__const) non-external ___block_literal_global.151
00007ff8409f8e60 (__DATA_CONST,__const) non-external ___block_literal_global.154
00007ff8409f8ea0 (__DATA_CONST,__const) non-external ___block_literal_global.157
00007ff8409f82e0 (__DATA_CONST,__const) non-external ___block_literal_global.16
00007ff8409f8ee0 (__DATA_CONST,__const) non-external ___block_literal_global.160
00007ff8409f8f20 (__DATA_CONST,__const) non-external ___block_literal_global.163
00007ff8409f8f60 (__DATA_CONST,__const) non-external ___block_literal_global.166
00007ff8409f8fa0 (__DATA_CONST,__const) non-external ___block_literal_global.169
00007ff8409f8fe0 (__DATA_CONST,__const) non-external ___block_literal_global.172
00007ff8409f9020 (__DATA_CONST,__const) non-external ___block_literal_global.175
00007ff8409f9060 (__DATA_CONST,__const) non-external ___block_literal_global.178
00007ff8409f90a0 (__DATA_CONST,__const) non-external ___block_literal_global.181
00007ff8409f90e0 (__DATA_CONST,__const) non-external ___block_literal_global.184
00007ff8409f9120 (__DATA_CONST,__const) non-external ___block_literal_global.187
00007ff8409f8320 (__DATA_CONST,__const) non-external ___block_literal_global.19
00007ff8409f9160 (__DATA_CONST,__const) non-external ___block_literal_global.190
00007ff8409f91a0 (__DATA_CONST,__const) non-external ___block_literal_global.193
00007ff8409f91e0 (__DATA_CONST,__const) non-external ___block_literal_global.196
00007ff8409f9220 (__DATA_CONST,__const) non-external ___block_literal_global.199
00007ff8409f9260 (__DATA_CONST,__const) non-external ___block_literal_global.202
00007ff8409f92a0 (__DATA_CONST,__const) non-external ___block_literal_global.205
00007ff8409f92e0 (__DATA_CONST,__const) non-external ___block_literal_global.208
00007ff8409f9320 (__DATA_CONST,__const) non-external ___block_literal_global.211
00007ff8409f9360 (__DATA_CONST,__const) non-external ___block_literal_global.214
00007ff8409f93a0 (__DATA_CONST,__const) non-external ___block_literal_global.217
00007ff8409f8360 (__DATA_CONST,__const) non-external ___block_literal_global.22
00007ff8409f93e0 (__DATA_CONST,__const) non-external ___block_literal_global.220
00007ff8409f9420 (__DATA_CONST,__const) non-external ___block_literal_global.223
00007ff8409f9460 (__DATA_CONST,__const) non-external ___block_literal_global.226
00007ff8409f94a0 (__DATA_CONST,__const) non-external ___block_literal_global.229
00007ff8409f94e0 (__DATA_CONST,__const) non-external ___block_literal_global.232
00007ff8409f9520 (__DATA_CONST,__const) non-external ___block_literal_global.235
00007ff8409f9560 (__DATA_CONST,__const) non-external ___block_literal_global.238
00007ff8409f95a0 (__DATA_CONST,__const) non-external ___block_literal_global.241
00007ff8409f95e0 (__DATA_CONST,__const) non-external ___block_literal_global.244
00007ff8409f9620 (__DATA_CONST,__const) non-external ___block_literal_global.247
00007ff8409f83a0 (__DATA_CONST,__const) non-external ___block_literal_global.25
00007ff8409f9660 (__DATA_CONST,__const) non-external ___block_literal_global.250
00007ff8409f96a0 (__DATA_CONST,__const) non-external ___block_literal_global.253
00007ff8409f96e0 (__DATA_CONST,__const) non-external ___block_literal_global.256
00007ff8409f9720 (__DATA_CONST,__const) non-external ___block_literal_global.259
00007ff8409f9760 (__DATA_CONST,__const) non-external ___block_literal_global.262
00007ff8409f97a0 (__DATA_CONST,__const) non-external ___block_literal_global.265
00007ff8409f97e0 (__DATA_CONST,__const) non-external ___block_literal_global.268
00007ff8409f9820 (__DATA_CONST,__const) non-external ___block_literal_global.271
00007ff8409f9860 (__DATA_CONST,__const) non-external ___block_literal_global.274
00007ff8409f98a0 (__DATA_CONST,__const) non-external ___block_literal_global.277
00007ff8409f83e0 (__DATA_CONST,__const) non-external ___block_literal_global.28
00007ff8409f98e0 (__DATA_CONST,__const) non-external ___block_literal_global.280
00007ff8409f9920 (__DATA_CONST,__const) non-external ___block_literal_global.283
00007ff8409f9960 (__DATA_CONST,__const) non-external ___block_literal_global.286
00007ff8409f99a0 (__DATA_CONST,__const) non-external ___block_literal_global.289
00007ff8409f99e0 (__DATA_CONST,__const) non-external ___block_literal_global.292
00007ff8409f9a20 (__DATA_CONST,__const) non-external ___block_literal_global.295
00007ff8409f9a60 (__DATA_CONST,__const) non-external ___block_literal_global.298
00007ff8409f8420 (__DATA_CONST,__const) non-external ___block_literal_global.31
00007ff8409f8460 (__DATA_CONST,__const) non-external ___block_literal_global.34
00007ff8409f84a0 (__DATA_CONST,__const) non-external ___block_literal_global.37
00007ff8409f81e0 (__DATA_CONST,__const) non-external ___block_literal_global.4
00007ff8409f84e0 (__DATA_CONST,__const) non-external ___block_literal_global.40
00007ff8409f8520 (__DATA_CONST,__const) non-external ___block_literal_global.43
00007ff8409f8560 (__DATA_CONST,__const) non-external ___block_literal_global.46
00007ff8409f85a0 (__DATA_CONST,__const) non-external ___block_literal_global.49
00007ff8409f85e0 (__DATA_CONST,__const) non-external ___block_literal_global.52
00007ff8409f8620 (__DATA_CONST,__const) non-external ___block_literal_global.55
00007ff8409f8660 (__DATA_CONST,__const) non-external ___block_literal_global.58
00007ff8409f86a0 (__DATA_CONST,__const) non-external ___block_literal_global.61
00007ff8409f86e0 (__DATA_CONST,__const) non-external ___block_literal_global.64
00007ff8409f8720 (__DATA_CONST,__const) non-external ___block_literal_global.67
00007ff8409f8220 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff8409f8760 (__DATA_CONST,__const) non-external ___block_literal_global.70
00007ff8409f87a0 (__DATA_CONST,__const) non-external ___block_literal_global.73
00007ff8409f87e0 (__DATA_CONST,__const) non-external ___block_literal_global.76
00007ff8409f8820 (__DATA_CONST,__const) non-external ___block_literal_global.79
00007ff8409f8860 (__DATA_CONST,__const) non-external ___block_literal_global.82
00007ff8409f88a0 (__DATA_CONST,__const) non-external ___block_literal_global.85
00007ff8409f88e0 (__DATA_CONST,__const) non-external ___block_literal_global.88
00007ff8409f8920 (__DATA_CONST,__const) non-external ___block_literal_global.91
00007ff8409f8960 (__DATA_CONST,__const) non-external ___block_literal_global.94
00007ff8409f89a0 (__DATA_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fclose (from libSystem)
00007ff842754400 (__DATA,__bss) non-external _fetchApplicationName.aName
00007ff842754820 (__DATA,__bss) non-external _fetch_process_name.name
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
00007ff8119d6290 (__TEXT,__const) external _kCMIlluminantD50
00007ff8119d629c (__TEXT,__const) external _kCMIlluminantD65
                 (undefined) external _localtime (from libSystem)
00007ff8119d0ba4 (__TEXT,__text) non-external _logLegacyCall
00007ff842753d80 (__DATA,__data) non-external _logLegacyCall.logExists
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _vsnprintf_l (from libSystem)
