00007ff8433508f0 (__DATA,__data) external _NDR_record
00007ff80041f004 (__TEXT,__text) external _coalition_reap
00007ff80041efe3 (__TEXT,__text) external _coalition_terminate
00007ff80040d4e8 (__TEXT,__text) external _connect
00007ff80040d370 (__TEXT,__text) external _connect$NOCANCEL
00007ff80040d530 (__TEXT,__text) external _connectx
00007ff80040b45c (__TEXT,__text) external _csops
00007ff80040a54c (__TEXT,__text) external _csops_audittoken
00007ff80040a603 (__TEXT,__text) external _csr_check
00007ff800410f2f (__TEXT,__text) external _csr_get_active_config
00007ff800409f18 (__TEXT,__text) external _debug_control_port_for_pid
00007ff80041f289 (__TEXT,__text) external _debug_syscall_reject
00007ff80041f19d (__TEXT,__text) external _debug_syscall_reject_config
00007ff8433508e8 (__DATA,__data) external _denap_boost_assertion_token
00007ff800414fa0 (__TEXT,__text) external _disconnectx
00007ff80040f0e7 (__TEXT,__text) non-external _do_compat
00007ff80040d590 (__TEXT,__text) external _dup
00007ff800410c78 (__TEXT,__text) external _dup2
00007ff84008cae0 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff84008c970 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff84008cce0 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff84008c9b0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff84008cab0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff84008d650 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
00007ff84008d280 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00007ff800433a00 (__TEXT,__const) non-external _err_codes_iokit_common_map
00007ff84008d510 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
00007ff800433a40 (__TEXT,__const) non-external _err_codes_iokit_fw_map
00007ff84008d430 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00007ff800433a10 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00007ff84008c550 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff84008d110 (__DATA_CONST,__const) non-external _err_codes_libkern_common
00007ff84008d180 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00007ff84008d120 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00007ff84008ccb0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff84008d0c0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff84008d030 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff84008cf70 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff84008cc80 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff84008cf30 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff84008c9d0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff84008c950 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff84008ca20 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff84008cee0 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff84008ce80 (__DATA_CONST,__const) non-external _err_codes_send
00007ff84008cbf0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff84008c9f0 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff84008c9e8 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff84008c720 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff84008cb30 (__DATA_CONST,__const) non-external _err_codes_us
00007ff84008cd20 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff84008ce10 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff84008c370 (__DATA_CONST,__const) non-external _err_iokit_sub
00007ff8004339f0 (__TEXT,__const) non-external _err_iokit_sub_map
00007ff84008c1f0 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff84008c2f0 (__DATA_CONST,__const) non-external _err_libkern_sub
00007ff84008c270 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff84008bed0 (__DATA_CONST,__const) non-external _err_os_sub
00007ff84008bf70 (__DATA_CONST,__const) non-external _err_server_sub
00007ff8004339c0 (__TEXT,__const) non-external _err_us_sub
00007ff843169850 (__DATA_DIRTY,__common) external _errno
00007ff8004311f1 (__TEXT,__text) external _etap_trace_thread
00007ff800422f05 (__TEXT,__text) external _exc_server
00007ff800422bfc (__TEXT,__text) external _exc_server_routine
00007ff800422641 (__TEXT,__text) external _exception_raise
00007ff80042277c (__TEXT,__text) external _exception_raise_state
00007ff8004229b1 (__TEXT,__text) external _exception_raise_state_identity
00007ff800413db8 (__TEXT,__text) external _exchangedata
00007ff800418475 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff80041844c (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800418422 (__TEXT,__text) external _exclaves_boot
00007ff800418105 (__TEXT,__text) external _exclaves_endpoint_call
00007ff8004181ee (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff8004181c2 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800418374 (__TEXT,__text) external _exclaves_launch_conclave
00007ff8004183ad (__TEXT,__text) external _exclaves_lookup_service
00007ff800418316 (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800418345 (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff80041821c (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800418553 (__TEXT,__text) external _exclaves_notification_create
00007ff800418194 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800418168 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff8004184a3 (__TEXT,__text) external _exclaves_sensor_create
00007ff8004184cf (__TEXT,__text) external _exclaves_sensor_start
00007ff800418527 (__TEXT,__text) external _exclaves_sensor_status
00007ff8004184fb (__TEXT,__text) external _exclaves_sensor_stop
00007ff800410c4a (__TEXT,__text) external _execve
00007ff843350960 (__DATA,__bss) non-external _execve_with_filter
00007ff800414fb8 (__TEXT,__text) external _faccessat
00007ff800414fd0 (__TEXT,__text) external _fchdir
00007ff80040e290 (__TEXT,__text) external _fchflags
00007ff80040d602 (__TEXT,__text) external _fchmod
00007ff800414fe8 (__TEXT,__text) external _fchmodat
00007ff80040e5e0 (__TEXT,__text) external _fchown
00007ff800415000 (__TEXT,__text) external _fchownat
00007ff800415018 (__TEXT,__text) external _fclonefileat
00007ff80040a63c (__TEXT,__text) external _fcntl
00007ff80040d13a (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800415030 (__TEXT,__text) external _fdatasync
00007ff80040ffc4 (__TEXT,__text) external _ffsctl
00007ff80040cb0c (__TEXT,__text) external _fgetattrlist
00007ff80040d578 (__TEXT,__text) external _fgetxattr
00007ff800415048 (__TEXT,__text) external _fhopen
00007ff80040ec64 (__TEXT,__text) external _fileport_makefd
00007ff80040ee18 (__TEXT,__text) external _fileport_makeport
00007ff800413d30 (__TEXT,__text) external _flistxattr
00007ff80040cf30 (__TEXT,__text) external _flock
00007ff800415060 (__TEXT,__text) external _fmount
00007ff800415078 (__TEXT,__text) external _fpathconf
00007ff800417e2c (__TEXT,__text) non-external _fprintf_stderr
00007ff800415090 (__TEXT,__text) external _freadlink
00007ff8004150a8 (__TEXT,__text) external _fremovexattr
00007ff80041f111 (__TEXT,__text) external _fs_snapshot_create
00007ff80041f12b (__TEXT,__text) external _fs_snapshot_delete
00007ff800410b90 (__TEXT,__text) external _fs_snapshot_list
00007ff80041f188 (__TEXT,__text) external _fs_snapshot_mount
00007ff80041f142 (__TEXT,__text) external _fs_snapshot_rename
00007ff80041f15a (__TEXT,__text) external _fs_snapshot_revert
00007ff80041f171 (__TEXT,__text) external _fs_snapshot_root
00007ff80040caf4 (__TEXT,__text) external _fsctl
00007ff80040e5c8 (__TEXT,__text) external _fsetattrlist
00007ff80040e134 (__TEXT,__text) external _fsetxattr
00007ff80040cb7c (__TEXT,__text) external _fsgetpath
00007ff8004150c0 (__TEXT,__text) external _fsgetpath_ext
00007ff8004150d8 (__TEXT,__text) external _fstat
00007ff80040a5ec (__TEXT,__text) external _fstat$INODE64
00007ff80040a5ec (__TEXT,__text) external _fstat64
00007ff8004150f0 (__TEXT,__text) external _fstatat
00007ff80040cbc4 (__TEXT,__text) external _fstatat$INODE64
00007ff80040cbc4 (__TEXT,__text) external _fstatat64
00007ff800413650 (__TEXT,__text) external _fstatfs
00007ff80040b508 (__TEXT,__text) external _fstatfs$INODE64
00007ff80040b508 (__TEXT,__text) external _fstatfs64
00007ff80040cbf4 (__TEXT,__text) external _fsync
00007ff800414600 (__TEXT,__text) external _fsync$NOCANCEL
00007ff80040c940 (__TEXT,__text) external _ftruncate
00007ff80041aa55 (__TEXT,__text) external _futimens
00007ff80040e2a8 (__TEXT,__text) external _futimes
00007ff8433508f8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff80040a5a4 (__TEXT,__text) external _getattrlist
00007ff800415108 (__TEXT,__text) external _getattrlistat
00007ff80040c970 (__TEXT,__text) external _getattrlistbulk
00007ff800421ed8 (__TEXT,__text) external _getaudit
00007ff80040ba4c (__TEXT,__text) external _getaudit_addr
00007ff800415120 (__TEXT,__text) external _getauid
00007ff800415138 (__TEXT,__text) external _getdirentries
00007ff800415150 (__TEXT,__text) external _getdirentriesattr
00007ff800410fb0 (__TEXT,__text) external _getdtablesize
00007ff80040b444 (__TEXT,__text) external _getegid
00007ff80040a1bc (__TEXT,__text) external _getentropy
00007ff80040ae34 (__TEXT,__text) external _geteuid
00007ff800415168 (__TEXT,__text) external _getfh
00007ff800415180 (__TEXT,__text) external _getfsstat
00007ff80040c270 (__TEXT,__text) external _getfsstat$INODE64
00007ff80040c270 (__TEXT,__text) external _getfsstat64
00007ff80040d0f4 (__TEXT,__text) external _getgid
00007ff80040e5f8 (__TEXT,__text) external _getgroups
00007ff80040e3f9 (__TEXT,__text) external _gethostuuid
00007ff80040d713 (__TEXT,__text) external _getiopolicy_np
00007ff800415198 (__TEXT,__text) external _getitimer
00007ff80040d5ec (__TEXT,__text) external _getpeername
00007ff8004122e8 (__TEXT,__text) external _getpgid
00007ff800410c34 (__TEXT,__text) external _getpgrp
00007ff80040a1e0 (__TEXT,__text) external _getpid
00007ff80040ee60 (__TEXT,__text) external _getppid
00007ff800410b18 (__TEXT,__text) external _getpriority
00007ff80040ba28 (__TEXT,__text) external _getrlimit
00007ff80040fe84 (__TEXT,__text) external _getrusage
00007ff800414618 (__TEXT,__text) external _getsgroups_np
00007ff8004151b0 (__TEXT,__text) external _getsid
00007ff80040ffdc (__TEXT,__text) external _getsockname
00007ff80040d548 (__TEXT,__text) external _getsockopt
00007ff80040b414 (__TEXT,__text) external _getuid
00007ff800414630 (__TEXT,__text) external _getwgroups_np
00007ff80040c4fc (__TEXT,__text) external _getxattr
00007ff8004151c8 (__TEXT,__text) external _grab_pgo_data
00007ff8004151e0 (__TEXT,__text) external _graftdmg
00007ff80040cbdc (__TEXT,__text) external _guarded_close_np
00007ff8004128d0 (__TEXT,__text) external _guarded_kqueue_np
00007ff800417ee5 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff80040c9cd (__TEXT,__text) external _guarded_open_np
00007ff80040ca90 (__TEXT,__text) external _guarded_pwrite_np
00007ff800410240 (__TEXT,__text) external _guarded_write_np
00007ff8004151f8 (__TEXT,__text) external _guarded_writev_np
00007ff800438f00 (__TEXT,__cstring) non-external _hex
00007ff800417f98 (__TEXT,__text) external _host_check_multiuser_mode
00007ff80040ac92 (__TEXT,__text) external _host_create_mach_voucher
00007ff800409e88 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8004233ac (__TEXT,__text) external _host_default_memory_manager
00007ff8004248c7 (__TEXT,__text) external _host_get_UNDServer
00007ff800417f81 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800422f74 (__TEXT,__text) external _host_get_boot_info
00007ff800423933 (__TEXT,__text) external _host_get_clock_control
00007ff80040e91a (__TEXT,__text) external _host_get_clock_service
00007ff800423fb0 (__TEXT,__text) external _host_get_exception_ports
00007ff8004252dc (__TEXT,__text) external _host_get_io_main
00007ff80040cc0a (__TEXT,__text) external _host_get_io_master
00007ff800417f92 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff80040a96a (__TEXT,__text) external _host_get_special_port
00007ff80040dcf3 (__TEXT,__text) external _host_info
00007ff800424dd7 (__TEXT,__text) external _host_kernel_version
00007ff800425986 (__TEXT,__text) external _host_lockgroup_info
00007ff8004180e9 (__TEXT,__text) external _host_page_size
00007ff8004231d8 (__TEXT,__text) external _host_priv_statistics
00007ff800425199 (__TEXT,__text) external _host_processor_info
00007ff8004246ba (__TEXT,__text) external _host_processor_set_priv
00007ff8004245a1 (__TEXT,__text) external _host_processor_sets
00007ff80042381a (__TEXT,__text) external _host_processors
00007ff8004230f5 (__TEXT,__text) external _host_reboot
00007ff800425e66 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800425fbb (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff80040b7ea (__TEXT,__text) external _host_request_notification
00007ff800424b57 (__TEXT,__text) external _host_security_create_task_token
00007ff800424ccb (__TEXT,__text) external _host_security_set_task_token
00007ff800418b04 (__TEXT,__text) external _host_self
00007ff800409d38 (__TEXT,__text) external _host_self_trap
00007ff8004247de (__TEXT,__text) external _host_set_UNDServer
00007ff8004260fd (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800423eb0 (__TEXT,__text) external _host_set_exception_ports
00007ff800426390 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800423db8 (__TEXT,__text) external _host_set_special_port
00007ff8004123aa (__TEXT,__text) external _host_statistics
00007ff800411d42 (__TEXT,__text) external _host_statistics64
00007ff80042421a (__TEXT,__text) external _host_swap_exception_ports
00007ff8004254fd (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800415978 (__TEXT,__text) external _i386_get_ldt
00007ff80041598c (__TEXT,__text) external _i386_set_ldt
00007ff8433508d0 (__DATA,__data) external _important_boost_assertion_token
00007ff84008e080 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800417db0 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8433508c0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800417d34 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8433508b8 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800417cb8 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8433508b0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff80040d430 (__TEXT,__text) external _ioctl
00007ff800409b60 (__TEXT,__text) external _issetugid
00007ff843350948 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800415210 (__TEXT,__text) external _kas_info
00007ff800409a50 (__TEXT,__text) external _kdebug_is_enabled
00007ff80041f480 (__TEXT,__text) external _kdebug_signpost
00007ff80041239b (__TEXT,__text) external _kdebug_signpost_end
00007ff80041230c (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8004122ff (__TEXT,__text) external _kdebug_signpost_start
00007ff80041f411 (__TEXT,__text) external _kdebug_timestamp
00007ff80041f44c (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff80041f466 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800409b04 (__TEXT,__text) external _kdebug_trace
00007ff80040c039 (__TEXT,__text) external _kdebug_trace_string
00007ff800409a9c (__TEXT,__text) external _kdebug_typefilter
00007ff8431697f8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00007ff80041f3fe (__TEXT,__text) external _kdebug_using_continuous_time
00007ff80040eaf0 (__TEXT,__text) external _kevent
00007ff80041380c (__TEXT,__text) external _kevent64
00007ff80040b580 (__TEXT,__text) external _kevent_id
00007ff80040b568 (__TEXT,__text) external _kevent_qos
00007ff8004249cd (__TEXT,__text) external _kext_request
00007ff800410671 (__TEXT,__text) external _kill
00007ff800423c53 (__TEXT,__text) external _kmod_control
00007ff800423a51 (__TEXT,__text) external _kmod_create
00007ff800423b70 (__TEXT,__text) external _kmod_destroy
00007ff8004253e4 (__TEXT,__text) external _kmod_get_info
00007ff800421f80 (__TEXT,__text) external _kpersona_alloc
00007ff800421fdc (__TEXT,__text) external _kpersona_dealloc
00007ff80042206f (__TEXT,__text) external _kpersona_find
00007ff8004220f3 (__TEXT,__text) external _kpersona_find_by_type
00007ff80040d0c4 (__TEXT,__text) external _kpersona_get
00007ff80042200d (__TEXT,__text) external _kpersona_getpath
00007ff80040ceb5 (__TEXT,__text) external _kpersona_info
00007ff800421fae (__TEXT,__text) external _kpersona_palloc
00007ff80042203e (__TEXT,__text) external _kpersona_pidinfo
00007ff80040ead8 (__TEXT,__text) external _kqueue
00007ff80040e610 (__TEXT,__text) external _lchown
00007ff800415228 (__TEXT,__text) external _ledger
00007ff80040d7a0 (__TEXT,__text) external _link
00007ff800415240 (__TEXT,__text) external _linkat
00007ff800415258 (__TEXT,__text) external _lio_listio
00007ff800410bc4 (__TEXT,__text) external _listen
00007ff80040c988 (__TEXT,__text) external _listxattr
00007ff80042cefb (__TEXT,__text) external _lock_set_create
00007ff80042d01d (__TEXT,__text) external _lock_set_destroy
00007ff80041b029 (__TEXT,__text) external _log_data_as_kernel
00007ff80040b2ac (__TEXT,__text) external _lseek
00007ff8004134ec (__TEXT,__text) external _lstat
00007ff800411134 (__TEXT,__text) external _lstat$INODE64
00007ff800411134 (__TEXT,__text) external _lstat64
00007ff80040a171 (__TEXT,__text) external _mach_absolute_time
00007ff80040b195 (__TEXT,__text) external _mach_approximate_time
00007ff80041a23d (__TEXT,__text) external _mach_boottime_usec
00007ff80040fbc9 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff80040a153 (__TEXT,__text) external _mach_continuous_time
00007ff800418064 (__TEXT,__text) external _mach_error
00007ff843350988 (__DATA,__common) external _mach_error_full_diag
00007ff80040ef75 (__TEXT,__text) external _mach_error_string
00007ff80040ef8e (__TEXT,__text) non-external _mach_error_string_int
00007ff800417f9f (__TEXT,__text) external _mach_error_type
00007ff8004330ce (__TEXT,__text) external _mach_eventlink_associate
00007ff800432ec2 (__TEXT,__text) external _mach_eventlink_create
00007ff800433003 (__TEXT,__text) external _mach_eventlink_destroy
00007ff8004331d9 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff80041a9de (__TEXT,__text) external _mach_eventlink_signal
00007ff80041aa21 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff80041a9ed (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800409dd4 (__TEXT,__text) external _mach_generate_activity_id
00007ff80040b714 (__TEXT,__text) external _mach_get_times
00007ff80040a963 (__TEXT,__text) external _mach_host_self
00007ff800416916 (__TEXT,__text) external _mach_host_special_port_description
00007ff84008bd30 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800416958 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff843350730 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff80040e7ea (__TEXT,__text) external _mach_init
00007ff8431697e0 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00007ff80040e807 (__TEXT,__text) non-external _mach_init_doit
00007ff800429cf0 (__TEXT,__text) external _mach_make_memory_entry
00007ff80040b01d (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800432c89 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800432dc6 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800432b64 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8004261e0 (__TEXT,__text) external _mach_memory_info
00007ff800425053 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800425840 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff80040a0ec (__TEXT,__text) external _mach_msg
00007ff8004185ce (__TEXT,__text) external _mach_msg2_internal
00007ff84335093c (__DATA,__bss) non-external _mach_msg2_supported
00007ff800409e04 (__TEXT,__text) external _mach_msg2_trap
00007ff80040aa8f (__TEXT,__text) external _mach_msg_destroy
00007ff80040abcc (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800410c8d (__TEXT,__text) external _mach_msg_overwrite
00007ff8004187ad (__TEXT,__text) non-external _mach_msg_overwrite_call_trap
00007ff800409d50 (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff80041892f (__TEXT,__text) external _mach_msg_priority_encode
00007ff800418925 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800418969 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800418978 (__TEXT,__text) external _mach_msg_priority_qos
00007ff800418987 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800413d47 (__TEXT,__text) external _mach_msg_receive
00007ff80040d778 (__TEXT,__text) external _mach_msg_send
00007ff800410345 (__TEXT,__text) external _mach_msg_server
00007ff800410f69 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff80041891f (__TEXT,__text) external _mach_msg_server_importance
00007ff800412e08 (__TEXT,__text) external _mach_msg_server_once
00007ff800409d44 (__TEXT,__text) external _mach_msg_trap
00007ff80042a9ba (__TEXT,__text) external _mach_notify_dead_name
00007ff80042a90f (__TEXT,__text) external _mach_notify_no_senders
00007ff80042a85d (__TEXT,__text) external _mach_notify_port_deleted
00007ff80042a8bd (__TEXT,__text) external _mach_notify_port_destroyed
00007ff80042a96f (__TEXT,__text) external _mach_notify_send_once
00007ff80040b8e3 (__TEXT,__text) external _mach_port_allocate
00007ff800421afb (__TEXT,__text) external _mach_port_allocate_full
00007ff800421ade (__TEXT,__text) external _mach_port_allocate_name
00007ff800421af6 (__TEXT,__text) external _mach_port_allocate_qos
00007ff800421cdf (__TEXT,__text) external _mach_port_assert_attributes
00007ff80040acf4 (__TEXT,__text) external _mach_port_construct
00007ff80040ae4a (__TEXT,__text) external _mach_port_deallocate
00007ff80040e3f1 (__TEXT,__text) external _mach_port_destroy
00007ff80040b302 (__TEXT,__text) external _mach_port_destruct
00007ff800421c51 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff80040c8b5 (__TEXT,__text) external _mach_port_extract_member
00007ff80041209e (__TEXT,__text) external _mach_port_extract_right
00007ff80040be9c (__TEXT,__text) external _mach_port_get_attributes
00007ff80040e149 (__TEXT,__text) external _mach_port_get_context
00007ff80040c741 (__TEXT,__text) external _mach_port_get_refs
00007ff800421cda (__TEXT,__text) external _mach_port_get_service_port_info
00007ff8004139d3 (__TEXT,__text) external _mach_port_get_set_status
00007ff800421b05 (__TEXT,__text) external _mach_port_get_srights
00007ff80040c29d (__TEXT,__text) external _mach_port_guard
00007ff800421ccb (__TEXT,__text) external _mach_port_guard_with_flags
00007ff80040b925 (__TEXT,__text) external _mach_port_insert_member
00007ff80040ba93 (__TEXT,__text) external _mach_port_insert_right
00007ff800421cd5 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800421c56 (__TEXT,__text) external _mach_port_kernel_object
00007ff800421c7e (__TEXT,__text) external _mach_port_kobject
00007ff800421c83 (__TEXT,__text) external _mach_port_kobject_description
00007ff80040a332 (__TEXT,__text) external _mach_port_mod_refs
00007ff80040dec8 (__TEXT,__text) external _mach_port_move_member
00007ff800421ad2 (__TEXT,__text) external _mach_port_names
00007ff800421ae5 (__TEXT,__text) external _mach_port_peek
00007ff800421ad9 (__TEXT,__text) external _mach_port_rename
00007ff80040b5e0 (__TEXT,__text) external _mach_port_request_notification
00007ff80040befd (__TEXT,__text) external _mach_port_set_attributes
00007ff8004138e5 (__TEXT,__text) external _mach_port_set_context
00007ff800421aea (__TEXT,__text) external _mach_port_set_mscount
00007ff800421aef (__TEXT,__text) external _mach_port_set_seqno
00007ff800421b0f (__TEXT,__text) external _mach_port_space_basic_info
00007ff800421b0a (__TEXT,__text) external _mach_port_space_info
00007ff800421cd0 (__TEXT,__text) external _mach_port_swap_guard
00007ff80040c0c7 (__TEXT,__text) external _mach_port_type
00007ff800421c88 (__TEXT,__text) external _mach_port_unguard
00007ff800413665 (__TEXT,__text) external _mach_ports_lookup
00007ff80041a340 (__TEXT,__text) non-external _mach_ports_lookup_legacy
00007ff80040fe99 (__TEXT,__text) external _mach_ports_register
00007ff80041a282 (__TEXT,__text) non-external _mach_ports_register_legacy
00007ff800409d14 (__TEXT,__text) external _mach_reply_port
00007ff800418e41 (__TEXT,__text) external _mach_right_recv_construct
00007ff800418eef (__TEXT,__text) external _mach_right_recv_destruct
00007ff800418f50 (__TEXT,__text) external _mach_right_send_create
00007ff80041902d (__TEXT,__text) external _mach_right_send_once_consume
00007ff800418fdf (__TEXT,__text) external _mach_right_send_once_create
00007ff80040d7b6 (__TEXT,__text) external _mach_right_send_release
00007ff800418f92 (__TEXT,__text) external _mach_right_send_retain
00007ff800421b6a (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800421bfb (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff80041a24b (__TEXT,__text) external _mach_task_is_self
00007ff800418e3c (__TEXT,__text) external _mach_task_self
00007ff843169ea8 (__DATA_DIRTY,__common) external _mach_task_self_
00007ff80041692c (__TEXT,__text) external _mach_task_special_port_description
00007ff84008be50 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff8004169f2 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff843350830 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff80040e8fd (__TEXT,__text) external _mach_thread_self
00007ff800416942 (__TEXT,__text) external _mach_thread_special_port_description
00007ff84008beb0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800416a03 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff843350890 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff80040a108 (__TEXT,__text) external _mach_timebase_info
00007ff8431697f0 (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
00007ff800409ec4 (__TEXT,__text) external _mach_timebase_info_trap
00007ff80040b998 (__TEXT,__text) external _mach_vm_allocate
00007ff800429833 (__TEXT,__text) external _mach_vm_behavior_set
00007ff800410258 (__TEXT,__text) external _mach_vm_copy
00007ff80040b3a7 (__TEXT,__text) external _mach_vm_deallocate
00007ff80042a421 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff80042a549 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff80042a62c (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff8004292a2 (__TEXT,__text) external _mach_vm_inherit
00007ff800429920 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800409b77 (__TEXT,__text) external _mach_vm_map
00007ff800429748 (__TEXT,__text) external _mach_vm_msync
00007ff800429f7c (__TEXT,__text) external _mach_vm_page_info
00007ff800429bbb (__TEXT,__text) external _mach_vm_page_query
00007ff80042a156 (__TEXT,__text) external _mach_vm_page_range_query
00007ff80040cda4 (__TEXT,__text) external _mach_vm_protect
00007ff80040caae (__TEXT,__text) external _mach_vm_purgable_control
00007ff80042a70f (__TEXT,__text) external _mach_vm_range_create
00007ff800421e01 (__TEXT,__text) external _mach_vm_read
00007ff8004294ca (__TEXT,__text) external _mach_vm_read_list
00007ff800412cdf (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800419400 (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff800419417 (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
00007ff8004190e0 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff800419213 (__TEXT,__text) external _mach_vm_reclaim_mark_free_with_id
00007ff80041931a (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff8004190ae (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
