00000001e3447b90 (__DATA,__data) external _NDR_record
00000001df92bb50 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00000001df92beb8 (__DATA_CONST,__const) non-external _err_codes_exception
00000001df92bb90 (__DATA_CONST,__const) non-external _err_codes_execd
00000001df92bc90 (__DATA_CONST,__const) non-external _err_codes_io
00000001df92c7f8 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
00000001df92c430 (__DATA_CONST,__const) non-external _err_codes_iokit_common
0000000180441948 (__TEXT,__const) non-external _err_codes_iokit_common_map
00000001df92c6c0 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
0000000180441988 (__TEXT,__const) non-external _err_codes_iokit_fw_map
00000001df92c5e0 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
0000000180441958 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00000001df92b738 (__DATA_CONST,__const) non-external _err_codes_kern
00000001df92c2c0 (__DATA_CONST,__const) non-external _err_codes_libkern_common
00000001df92c330 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00000001df92c2d0 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00000001df92be88 (__DATA_CONST,__const) non-external _err_codes_loader
00000001df92c270 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00000001df92c1e8 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00000001df92c130 (__DATA_CONST,__const) non-external _err_codes_mach_send
00000001df92be58 (__DATA_CONST,__const) non-external _err_codes_machobj
00000001df92c0f0 (__DATA_CONST,__const) non-external _err_codes_mig
00000001df92bbb0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00000001df92bb30 (__DATA_CONST,__const) non-external _err_codes_netname
00000001df92bc00 (__DATA_CONST,__const) non-external _err_codes_ns
00000001df92c0a8 (__DATA_CONST,__const) non-external _err_codes_rcv
00000001df92c048 (__DATA_CONST,__const) non-external _err_codes_send
00000001df92bdc8 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00000001df92bbd0 (__DATA_CONST,__const) non-external _err_codes_task_master
00000001df92bbc8 (__DATA_CONST,__const) non-external _err_codes_ufs
00000001df92b900 (__DATA_CONST,__const) non-external _err_codes_unix
00000001df92bd08 (__DATA_CONST,__const) non-external _err_codes_us
00000001df92bef0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00000001df92bfe0 (__DATA_CONST,__const) non-external _err_codes_xkernel
00000001df92b558 (__DATA_CONST,__const) non-external _err_iokit_sub
0000000180441938 (__TEXT,__const) non-external _err_iokit_sub_map
00000001df92b3f0 (__DATA_CONST,__const) non-external _err_ipc_sub
00000001df92b4e0 (__DATA_CONST,__const) non-external _err_libkern_sub
00000001df92b468 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00000001df92b0d0 (__DATA_CONST,__const) non-external _err_os_sub
00000001df92b170 (__DATA_CONST,__const) non-external _err_server_sub
0000000180441910 (__TEXT,__const) non-external _err_us_sub
00000001e556df08 (__DATA_DIRTY,__common) external _errno
000000018043dff0 (__TEXT,__text) external _etap_trace_thread
000000018042cb88 (__TEXT,__text) external _exc_server
000000018042cb54 (__TEXT,__text) external _exc_server_routine
000000018042c1a8 (__TEXT,__text) external _exception_raise
000000018042c324 (__TEXT,__text) external _exception_raise_state
000000018042c594 (__TEXT,__text) external _exception_raise_state_identity
000000018041a328 (__TEXT,__text) external _exchangedata
00000001804203f4 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00000001804203c8 (__TEXT,__text) external _exclaves_audio_buffer_create
0000000180420398 (__TEXT,__text) external _exclaves_boot
0000000180420010 (__TEXT,__text) external _exclaves_endpoint_call
0000000180420114 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00000001804200e8 (__TEXT,__text) external _exclaves_inbound_buffer_create
00000001804202c0 (__TEXT,__text) external _exclaves_launch_conclave
0000000180420304 (__TEXT,__text) external _exclaves_lookup_service
0000000180420258 (__TEXT,__text) external _exclaves_named_buffer_copyin
000000018042028c (__TEXT,__text) external _exclaves_named_buffer_copyout
0000000180420148 (__TEXT,__text) external _exclaves_named_buffer_create
00000001804204e8 (__TEXT,__text) external _exclaves_notification_create
00000001804200b4 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
0000000180420088 (__TEXT,__text) external _exclaves_outbound_buffer_create
0000000180420428 (__TEXT,__text) external _exclaves_sensor_create
0000000180420458 (__TEXT,__text) external _exclaves_sensor_start
00000001804204b8 (__TEXT,__text) external _exclaves_sensor_status
0000000180420488 (__TEXT,__text) external _exclaves_sensor_stop
000000018041678c (__TEXT,__text) external _execve
00000001e3447bf8 (__DATA,__bss) non-external _execve_with_filter
000000018041c028 (__TEXT,__text) external _faccessat
000000018041c054 (__TEXT,__text) external _fchdir
0000000180413418 (__TEXT,__text) external _fchflags
00000001804124b8 (__TEXT,__text) external _fchmod
000000018041c080 (__TEXT,__text) external _fchmodat
0000000180413858 (__TEXT,__text) external _fchown
000000018041c0ac (__TEXT,__text) external _fchownat
000000018041c0d8 (__TEXT,__text) external _fclonefileat
000000018040e8cc (__TEXT,__text) external _fcntl
0000000180412084 (__TEXT,__text) external _fcntl$NOCANCEL
000000018041c104 (__TEXT,__text) external _fdatasync
00000001804159d4 (__TEXT,__text) external _ffsctl
000000018041174c (__TEXT,__text) external _fgetattrlist
0000000180412400 (__TEXT,__text) external _fgetxattr
000000018041c130 (__TEXT,__text) external _fhopen
00000001804140d8 (__TEXT,__text) external _fileport_makefd
0000000180414370 (__TEXT,__text) external _fileport_makeport
000000018041a23c (__TEXT,__text) external _flistxattr
0000000180411d90 (__TEXT,__text) external _flock
000000018041c15c (__TEXT,__text) external _fmount
000000018041c188 (__TEXT,__text) external _fpathconf
000000018041fdb8 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
000000018041c1b4 (__TEXT,__text) external _freadlink
000000018041c1e0 (__TEXT,__text) external _fremovexattr
0000000180428448 (__TEXT,__text) external _fs_snapshot_create
0000000180428464 (__TEXT,__text) external _fs_snapshot_delete
000000018041667c (__TEXT,__text) external _fs_snapshot_list
00000001804284d4 (__TEXT,__text) external _fs_snapshot_mount
0000000180428480 (__TEXT,__text) external _fs_snapshot_rename
000000018042849c (__TEXT,__text) external _fs_snapshot_revert
00000001804284b8 (__TEXT,__text) external _fs_snapshot_root
0000000180411720 (__TEXT,__text) external _fsctl
000000018041382c (__TEXT,__text) external _fsetattrlist
0000000180413258 (__TEXT,__text) external _fsetxattr
000000018041180c (__TEXT,__text) external _fsgetpath
000000018041c20c (__TEXT,__text) external _fsgetpath_ext
000000018041c264 (__TEXT,__text) external _fstat
000000018041c264 (__TEXT,__text) external _fstat64
000000018041c2bc (__TEXT,__text) external _fstatat
000000018041c2bc (__TEXT,__text) external _fstatat64
00000001804199b0 (__TEXT,__text) external _fstatfs
00000001804199b0 (__TEXT,__text) external _fstatfs64
00000001804118bc (__TEXT,__text) external _fsync
000000018041ae88 (__TEXT,__text) external _fsync$NOCANCEL
0000000180411514 (__TEXT,__text) external _ftruncate
00000001804229ec (__TEXT,__text) external _futimens
0000000180413444 (__TEXT,__text) external _futimes
00000001e3447b98 (__DATA,__crash_info) non-external _gCRAnnotations
000000018040e7ec (__TEXT,__text) external _getattrlist
000000018041c314 (__TEXT,__text) external _getattrlistat
000000018041156c (__TEXT,__text) external _getattrlistbulk
000000018042b808 (__TEXT,__text) external _getaudit
0000000180410180 (__TEXT,__text) external _getaudit_addr
000000018041c340 (__TEXT,__text) external _getauid
000000018041c36c (__TEXT,__text) external _getdirentries
000000018041c398 (__TEXT,__text) external _getdirentriesattr
0000000180416b20 (__TEXT,__text) external _getdtablesize
000000018040f93c (__TEXT,__text) external _getegid
000000018040e2f4 (__TEXT,__text) external _getentropy
000000018040f0d4 (__TEXT,__text) external _geteuid
000000018041c3c4 (__TEXT,__text) external _getfh
000000018041c41c (__TEXT,__text) external _getfsstat
000000018041c41c (__TEXT,__text) external _getfsstat64
0000000180412000 (__TEXT,__text) external _getgid
0000000180413884 (__TEXT,__text) external _getgroups
0000000180413618 (__TEXT,__text) external _gethostuuid
00000001804125e0 (__TEXT,__text) external _getiopolicy_np
000000018041c448 (__TEXT,__text) external _getitimer
000000018041248c (__TEXT,__text) external _getpeername
000000018041831c (__TEXT,__text) external _getpgid
0000000180416760 (__TEXT,__text) external _getpgrp
000000018040e330 (__TEXT,__text) external _getpid
00000001804143f4 (__TEXT,__text) external _getppid
00000001804165a0 (__TEXT,__text) external _getpriority
000000018041014c (__TEXT,__text) external _getrlimit
0000000180415804 (__TEXT,__text) external _getrusage
000000018041aeb4 (__TEXT,__text) external _getsgroups_np
000000018041c474 (__TEXT,__text) external _getsid
0000000180415a00 (__TEXT,__text) external _getsockname
00000001804123a8 (__TEXT,__text) external _getsockopt
000000018040f8e4 (__TEXT,__text) external _getuid
000000018041aee0 (__TEXT,__text) external _getwgroups_np
0000000180410f90 (__TEXT,__text) external _getxattr
000000018041c4a0 (__TEXT,__text) external _grab_pgo_data
000000018041c4cc (__TEXT,__text) external _graftdmg
0000000180411890 (__TEXT,__text) external _guarded_close_np
0000000180418a38 (__TEXT,__text) external _guarded_kqueue_np
000000018041fe30 (__TEXT,__text) external _guarded_open_dprotected_np
000000018041161c (__TEXT,__text) external _guarded_open_np
0000000180411678 (__TEXT,__text) external _guarded_pwrite_np
0000000180415b64 (__TEXT,__text) external _guarded_write_np
000000018041c4f8 (__TEXT,__text) external _guarded_writev_np
0000000180446e22 (__TEXT,__cstring) non-external _hex
000000018041fe80 (__TEXT,__text) external _host_check_multiuser_mode
000000018040eea0 (__TEXT,__text) external _host_create_mach_voucher
000000018040deb0 (__TEXT,__text) external _host_create_mach_voucher_trap
000000018042d160 (__TEXT,__text) external _host_default_memory_manager
000000018042eb40 (__TEXT,__text) external _host_get_UNDServer
000000018041fe60 (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000018042cc10 (__TEXT,__text) external _host_get_boot_info
000000018042d830 (__TEXT,__text) external _host_get_clock_control
0000000180413c84 (__TEXT,__text) external _host_get_clock_service
000000018042e000 (__TEXT,__text) external _host_get_exception_ports
000000018042f7d0 (__TEXT,__text) external _host_get_io_main
00000001804118e8 (__TEXT,__text) external _host_get_io_master
000000018041fe78 (__TEXT,__text) external _host_get_multiuser_config_flags
000000018040eaf0 (__TEXT,__text) external _host_get_special_port
0000000180412cf8 (__TEXT,__text) external _host_info
000000018042f160 (__TEXT,__text) external _host_kernel_version
000000018043009c (__TEXT,__text) external _host_lockgroup_info
000000018041ffe0 (__TEXT,__text) external _host_page_size
000000018042cf40 (__TEXT,__text) external _host_priv_statistics
000000018042f634 (__TEXT,__text) external _host_processor_info
000000018042e8b4 (__TEXT,__text) external _host_processor_set_priv
000000018042e734 (__TEXT,__text) external _host_processor_sets
000000018042d6b0 (__TEXT,__text) external _host_processors
000000018042ce24 (__TEXT,__text) external _host_reboot
00000001804306e4 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000000180430870 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
000000018040fe4c (__TEXT,__text) external _host_request_notification
000000018042ee84 (__TEXT,__text) external _host_security_create_task_token
000000018042f020 (__TEXT,__text) external _host_security_set_task_token
00000001804208ec (__TEXT,__text) external _host_self
000000018040dd60 (__TEXT,__text) external _host_self_trap
000000018042ea24 (__TEXT,__text) external _host_set_UNDServer
00000001804309f0 (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000018042ded0 (__TEXT,__text) external _host_set_exception_ports
0000000180430d20 (__TEXT,__text) external _host_set_multiuser_config_flags
000000018042dda4 (__TEXT,__text) external _host_set_special_port
0000000180418414 (__TEXT,__text) external _host_statistics
0000000180417ca8 (__TEXT,__text) external _host_statistics64
000000018042e2d0 (__TEXT,__text) external _host_swap_exception_ports
000000018042faac (__TEXT,__text) external _host_virtual_physical_table_info
00000001e3447b70 (__DATA,__data) external _important_boost_assertion_token
00000001e6428618 (__AUTH_CONST,__const) external _internal_catch_exc_subsystem
000000018041fd08 (__TEXT,__text) non-external _internal_catch_exception_raise
00000001e3447b60 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
000000018041fc38 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00000001e3447b58 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
000000018041fb54 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00000001e3447b50 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
000000018041229c (__TEXT,__text) external _ioctl
000000018040db24 (__TEXT,__text) external _issetugid
00000001e3447be0 (__DATA,__bss) non-external _kAccountingThreshold
000000018041c524 (__TEXT,__text) external _kas_info
000000018040d9c0 (__TEXT,__text) external _kdebug_is_enabled
0000000180428664 (__TEXT,__text) external _kdebug_signpost
0000000180418408 (__TEXT,__text) external _kdebug_signpost_end
0000000180418354 (__TEXT,__text) non-external _kdebug_signpost_internal
0000000180418348 (__TEXT,__text) external _kdebug_signpost_start
0000000180428614 (__TEXT,__text) external _kdebug_timestamp
000000018042862c (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000180428648 (__TEXT,__text) external _kdebug_timestamp_from_continuous
000000018040daa4 (__TEXT,__text) external _kdebug_trace
0000000180410924 (__TEXT,__text) external _kdebug_trace_string
000000018040da20 (__TEXT,__text) external _kdebug_typefilter
00000001e556dec8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
0000000180428600 (__TEXT,__text) external _kdebug_using_continuous_time
0000000180413ef4 (__TEXT,__text) external _kevent
0000000180419bd4 (__TEXT,__text) external _kevent64
000000018040fb00 (__TEXT,__text) external _kevent_id
000000018040fad4 (__TEXT,__text) external _kevent_qos
000000018042ec9c (__TEXT,__text) external _kext_request
0000000180416014 (__TEXT,__text) external _kill
000000018042dc04 (__TEXT,__text) external _kmod_control
000000018042d99c (__TEXT,__text) external _kmod_create
000000018042dae8 (__TEXT,__text) external _kmod_destroy
000000018042f92c (__TEXT,__text) external _kmod_get_info
000000018042b8f4 (__TEXT,__text) external _kpersona_alloc
000000018042b974 (__TEXT,__text) external _kpersona_dealloc
000000018042ba40 (__TEXT,__text) external _kpersona_find
000000018042bb24 (__TEXT,__text) external _kpersona_find_by_type
0000000180411fc0 (__TEXT,__text) external _kpersona_get
000000018042b9b8 (__TEXT,__text) external _kpersona_getpath
0000000180411cc8 (__TEXT,__text) external _kpersona_info
000000018042b934 (__TEXT,__text) external _kpersona_palloc
000000018042b9fc (__TEXT,__text) external _kpersona_pidinfo
0000000180413ec8 (__TEXT,__text) external _kqueue
00000001804138b0 (__TEXT,__text) external _lchown
000000018041c550 (__TEXT,__text) external _ledger
00000001804126a4 (__TEXT,__text) external _link
000000018041c57c (__TEXT,__text) external _linkat
000000018041c5a8 (__TEXT,__text) external _lio_listio
00000001804166b0 (__TEXT,__text) external _listen
0000000180411598 (__TEXT,__text) external _listxattr
0000000180438db8 (__TEXT,__text) external _lock_set_create
0000000180438f20 (__TEXT,__text) external _lock_set_destroy
0000000180422fac (__TEXT,__text) external _log_data_as_kernel
000000018040f6b0 (__TEXT,__text) external _lseek
0000000180419890 (__TEXT,__text) external _lstat
0000000180419890 (__TEXT,__text) external _lstat64
000000018040e258 (__TEXT,__text) external _mach_absolute_time
000000018040e2dc (__TEXT,__text) external _mach_absolute_time_kernel
000000018040f510 (__TEXT,__text) external _mach_approximate_time
0000000180422484 (__TEXT,__text) external _mach_boottime_usec
00000001804154a4 (__TEXT,__text) external _mach_continuous_approximate_time
000000018040e1e0 (__TEXT,__text) external _mach_continuous_time
000000018040e2e8 (__TEXT,__text) external _mach_continuous_time_kernel
000000018041ff58 (__TEXT,__text) external _mach_error
00000001e3447c20 (__DATA,__common) external _mach_error_full_diag
0000000180414550 (__TEXT,__text) external _mach_error_string
0000000180414574 (__TEXT,__text) non-external _mach_error_string_int
000000018041fe88 (__TEXT,__text) external _mach_error_type
0000000180440480 (__TEXT,__text) external _mach_eventlink_associate
00000001804401c8 (__TEXT,__text) external _mach_eventlink_create
0000000180440364 (__TEXT,__text) external _mach_eventlink_destroy
00000001804405c0 (__TEXT,__text) external _mach_eventlink_disassociate
0000000180422950 (__TEXT,__text) external _mach_eventlink_signal
00000001804229ac (__TEXT,__text) external _mach_eventlink_signal_wait_until
000000018042296c (__TEXT,__text) external _mach_eventlink_wait_until
000000018040ddfc (__TEXT,__text) external _mach_generate_activity_id
000000018040fd64 (__TEXT,__text) external _mach_get_times
000000018040eaec (__TEXT,__text) external _mach_host_self
000000018041e448 (__TEXT,__text) external _mach_host_special_port_description
00000001df92af30 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
000000018041e4a8 (__TEXT,__text) external _mach_host_special_port_for_id
00000001e34479d8 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
0000000180413b28 (__TEXT,__text) external _mach_init
00000001e556deb0 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
0000000180413b60 (__TEXT,__text) non-external _mach_init_doit
0000000180435184 (__TEXT,__text) external _mach_make_memory_entry
000000018040f34c (__TEXT,__text) external _mach_make_memory_entry_64
000000018043ff1c (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000180440098 (__TEXT,__text) external _mach_memory_entry_ownership
000000018043fdc4 (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000180430b0c (__TEXT,__text) external _mach_memory_info
000000018042f4ac (__TEXT,__text) external _mach_memory_object_memory_entry
000000018042ff14 (__TEXT,__text) external _mach_memory_object_memory_entry_64
000000018040e164 (__TEXT,__text) external _mach_msg
0000000180420580 (__TEXT,__text) external _mach_msg2_internal
000000018040de2c (__TEXT,__text) external _mach_msg2_trap
000000018040ec58 (__TEXT,__text) external _mach_msg_destroy
000000018040ed94 (__TEXT,__text) non-external _mach_msg_destroy_port
00000001804167f8 (__TEXT,__text) external _mach_msg_overwrite
000000018040dd78 (__TEXT,__text) external _mach_msg_overwrite_trap
00000001804206cc (__TEXT,__text) external _mach_msg_priority_encode
00000001804206bc (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
0000000180420700 (__TEXT,__text) external _mach_msg_priority_overide_qos
0000000180420710 (__TEXT,__text) external _mach_msg_priority_qos
0000000180420720 (__TEXT,__text) external _mach_msg_priority_relpri
000000018041a268 (__TEXT,__text) external _mach_msg_receive
0000000180412668 (__TEXT,__text) external _mach_msg_send
0000000180415cac (__TEXT,__text) external _mach_msg_server
0000000180416ab8 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00000001804206b8 (__TEXT,__text) external _mach_msg_server_importance
0000000180419010 (__TEXT,__text) external _mach_msg_server_once
000000018040dd6c (__TEXT,__text) external _mach_msg_trap
0000000180436008 (__TEXT,__text) external _mach_notify_dead_name
0000000180435f44 (__TEXT,__text) external _mach_notify_no_senders
0000000180435e68 (__TEXT,__text) external _mach_notify_port_deleted
0000000180435ed0 (__TEXT,__text) external _mach_notify_port_destroyed
0000000180435fac (__TEXT,__text) external _mach_notify_send_once
000000018040ff78 (__TEXT,__text) external _mach_port_allocate
000000018042b368 (__TEXT,__text) external _mach_port_allocate_full
000000018042b354 (__TEXT,__text) external _mach_port_allocate_name
000000018042b364 (__TEXT,__text) external _mach_port_allocate_qos
000000018042b5d8 (__TEXT,__text) external _mach_port_assert_attributes
000000018040ef30 (__TEXT,__text) external _mach_port_construct
000000018040f100 (__TEXT,__text) external _mach_port_deallocate
0000000180413614 (__TEXT,__text) external _mach_port_destroy
000000018040f744 (__TEXT,__text) external _mach_port_destruct
000000018042b508 (__TEXT,__text) external _mach_port_dnrequest_info
0000000180411420 (__TEXT,__text) external _mach_port_extract_member
0000000180418070 (__TEXT,__text) external _mach_port_extract_right
000000018041071c (__TEXT,__text) external _mach_port_get_attributes
0000000180413284 (__TEXT,__text) external _mach_port_get_context
000000018041126c (__TEXT,__text) external _mach_port_get_refs
000000018042b5d4 (__TEXT,__text) external _mach_port_get_service_port_info
0000000180419e48 (__TEXT,__text) external _mach_port_get_set_status
000000018042b370 (__TEXT,__text) external _mach_port_get_srights
0000000180410c8c (__TEXT,__text) external _mach_port_guard
000000018042b5c8 (__TEXT,__text) external _mach_port_guard_with_flags
000000018040ffe8 (__TEXT,__text) external _mach_port_insert_member
0000000180410214 (__TEXT,__text) external _mach_port_insert_right
000000018042b5d0 (__TEXT,__text) external _mach_port_is_connection_for_service
000000018042b50c (__TEXT,__text) external _mach_port_kernel_object
000000018042b550 (__TEXT,__text) external _mach_port_kobject
000000018042b554 (__TEXT,__text) external _mach_port_kobject_description
000000018040e4ec (__TEXT,__text) external _mach_port_mod_refs
0000000180412f18 (__TEXT,__text) external _mach_port_move_member
000000018042b34c (__TEXT,__text) external _mach_port_names
000000018042b358 (__TEXT,__text) external _mach_port_peek
000000018042b350 (__TEXT,__text) external _mach_port_rename
000000018040fbb0 (__TEXT,__text) external _mach_port_request_notification
00000001804107a8 (__TEXT,__text) external _mach_port_set_attributes
0000000180419d28 (__TEXT,__text) external _mach_port_set_context
000000018042b35c (__TEXT,__text) external _mach_port_set_mscount
000000018042b360 (__TEXT,__text) external _mach_port_set_seqno
000000018042b378 (__TEXT,__text) external _mach_port_space_basic_info
000000018042b374 (__TEXT,__text) external _mach_port_space_info
000000018042b5cc (__TEXT,__text) external _mach_port_swap_guard
00000001804109f8 (__TEXT,__text) external _mach_port_type
000000018042b558 (__TEXT,__text) external _mach_port_unguard
00000001804199dc (__TEXT,__text) external _mach_ports_lookup
00000001804225d0 (__TEXT,__text) non-external _mach_ports_lookup_legacy
0000000180415830 (__TEXT,__text) external _mach_ports_register
00000001804224e4 (__TEXT,__text) non-external _mach_ports_register_legacy
000000018040dd3c (__TEXT,__text) external _mach_reply_port
0000000180420bf8 (__TEXT,__text) external _mach_right_recv_construct
0000000180420cd0 (__TEXT,__text) external _mach_right_recv_destruct
0000000180420d68 (__TEXT,__text) external _mach_right_send_create
0000000180420eb0 (__TEXT,__text) external _mach_right_send_once_consume
0000000180420e44 (__TEXT,__text) external _mach_right_send_once_create
00000001804126d0 (__TEXT,__text) external _mach_right_send_release
0000000180420dd0 (__TEXT,__text) external _mach_right_send_retain
000000018042b3e8 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000018042b494 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
0000000180422494 (__TEXT,__text) external _mach_task_is_self
0000000180420bf4 (__TEXT,__text) external _mach_task_self
00000001e556e558 (__DATA_DIRTY,__common) external _mach_task_self_
000000018041e468 (__TEXT,__text) external _mach_task_special_port_description
00000001df92b050 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
000000018041e56c (__TEXT,__text) external _mach_task_special_port_for_id
00000001e3447ad0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000180413c54 (__TEXT,__text) external _mach_thread_self
000000018041e488 (__TEXT,__text) external _mach_thread_special_port_description
00000001df92b0b0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
000000018041e57c (__TEXT,__text) external _mach_thread_special_port_for_id
00000001e3447b30 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
000000018040e188 (__TEXT,__text) external _mach_timebase_info
00000001e556debc (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
000000018040deec (__TEXT,__text) external _mach_timebase_info_trap
0000000180410098 (__TEXT,__text) external _mach_vm_allocate
0000000180434c18 (__TEXT,__text) external _mach_vm_behavior_set
0000000180415b90 (__TEXT,__text) external _mach_vm_copy
000000018040f840 (__TEXT,__text) external _mach_vm_deallocate
0000000180435954 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000180435aac (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000180435bc8 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000180434598 (__TEXT,__text) external _mach_vm_inherit
0000000180434d38 (__TEXT,__text) external _mach_vm_machine_attribute
000000018040db50 (__TEXT,__text) external _mach_vm_map
0000000180434af8 (__TEXT,__text) external _mach_vm_msync
0000000180435470 (__TEXT,__text) external _mach_vm_page_info
0000000180435020 (__TEXT,__text) external _mach_vm_page_query
0000000180435658 (__TEXT,__text) external _mach_vm_page_range_query
0000000180411b04 (__TEXT,__text) external _mach_vm_protect
00000001804116a8 (__TEXT,__text) external _mach_vm_purgable_control
0000000180435ce4 (__TEXT,__text) external _mach_vm_range_create
000000018042b70c (__TEXT,__text) external _mach_vm_read
0000000180434840 (__TEXT,__text) external _mach_vm_read_list
0000000180418ec0 (__TEXT,__text) external _mach_vm_read_overwrite
0000000180421350 (__TEXT,__text) external _mach_vm_reclaim_is_available
0000000180421374 (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
0000000180420f94 (__TEXT,__text) external _mach_vm_reclaim_mark_free
0000000180421108 (__TEXT,__text) external _mach_vm_reclaim_mark_free_with_id
000000018042122c (__TEXT,__text) external _mach_vm_reclaim_mark_used
0000000180420f60 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
0000000180421398 (__TEXT,__text) external _mach_vm_reclaim_synchronize
000000018042133c (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00000001804127e0 (__TEXT,__text) external _mach_vm_region
0000000180418c50 (__TEXT,__text) external _mach_vm_region_recurse
000000018042b5dc (__TEXT,__text) external _mach_vm_remap
000000018042b674 (__TEXT,__text) external _mach_vm_remap_new
000000018042e604 (__TEXT,__text) external _mach_vm_wire
00000001804349c4 (__TEXT,__text) external _mach_vm_write
0000000180412a40 (__TEXT,__text) external _mach_voucher_attr_command
000000018040f708 (__TEXT,__text) external _mach_voucher_deallocate
0000000180440b88 (__TEXT,__text) external _mach_voucher_debug_info
0000000180440934 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00000001804187ec (__TEXT,__text) external _mach_voucher_extract_attr_content
00000001804106a4 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
000000018040debc (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
000000018040def8 (__TEXT,__text) external _mach_wait_until
00000001804303f8 (__TEXT,__text) external _mach_zone_force_gc
00000001804312e8 (__TEXT,__text) external _mach_zone_get_btlog_records
0000000180431158 (__TEXT,__text) external _mach_zone_get_zlog_zones
000000018043022c (__TEXT,__text) external _mach_zone_info
0000000180430fac (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000180430e3c (__TEXT,__text) external _mach_zone_info_for_zone
000000018040de74 (__TEXT,__text) external _macx_backing_store_recovery
000000018040de68 (__TEXT,__text) external _macx_backing_store_suspend
000000018040de44 (__TEXT,__text) external _macx_swapoff
000000018040de38 (__TEXT,__text) external _macx_swapon
000000018040de5c (__TEXT,__text) external _macx_triggers
0000000180410a68 (__TEXT,__text) external _madvise
0000000180414838 (__TEXT,__text) non-external _malloc
00000001e3447bd8 (__DATA,__bss) non-external _master_host_port
000000018040e0c0 (__TEXT,__text) non-external _memcpy
000000018040e0c0 (__TEXT,__text) non-external _memmove
0000000180416d34 (__TEXT,__text) external _memorystatus_control
000000018041c600 (__TEXT,__text) external _memorystatus_get_level
0000000180420738 (__TEXT,__text) external _mig_allocate
0000000180411018 (__TEXT,__text) external _mig_dealloc_reply_port
000000018042b37c (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000180413960 (__TEXT,__text) external _mig_deallocate
000000018040e0d0 (__TEXT,__text) external _mig_get_reply_port
000000018040f52c (__TEXT,__text) external _mig_get_special_reply_port
0000000180413188 (__TEXT,__text) external _mig_put_reply_port
00000001804127ac (__TEXT,__text) external _mig_reply_setup
000000018041318c (__TEXT,__text) external _mig_strncpy
000000018040f568 (__TEXT,__text) external _mig_strncpy_zerofill
000000018041c62c (__TEXT,__text) external _mincore
