00007ff90daa9d86 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90da9ac83 (__TEXT,__text) non-external -[SPExecutionPolicyItem blockedReasonDescription]
00007ff90da9ac5b (__TEXT,__text) non-external -[SPExecutionPolicyItem cdHash]
00007ff90da9aa02 (__TEXT,__text) non-external -[SPExecutionPolicyItem encodeWithCoder:]
00007ff90da9a7b3 (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithCoder:]
00007ff90da9a636 (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithItemPath:signingID:teamID:cdHash:needsApproval:needsOverride:knownMalware:blockedReasonDescription:]
00007ff90da9a628 (__TEXT,__text) non-external -[SPExecutionPolicyItem init]
00007ff90da9ac3d (__TEXT,__text) non-external -[SPExecutionPolicyItem itemPath]
00007ff90da9ac79 (__TEXT,__text) non-external -[SPExecutionPolicyItem knownMalware]
00007ff90da9ac65 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsApproval]
00007ff90da9ac6f (__TEXT,__text) non-external -[SPExecutionPolicyItem needsOverride]
00007ff90da9ac47 (__TEXT,__text) non-external -[SPExecutionPolicyItem signingID]
00007ff90da9ac51 (__TEXT,__text) non-external -[SPExecutionPolicyItem teamID]
00007ff90daa6616 (__TEXT,__text) non-external -[SPInstallationPolicy .cxx_destruct]
00007ff90daa632a (__TEXT,__text) non-external -[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]
00007ff90daa62e8 (__TEXT,__text) non-external -[SPInstallationPolicy dealloc]
00007ff90daa61fd (__TEXT,__text) non-external -[SPInstallationPolicy init]
00007ff90daa64b3 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:afterPreInstallScript:error:]
00007ff90daa6494 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]
00007ff90daa6465 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withUserConsent:error:]
00007ff90da9c818 (__TEXT,__text) non-external -[SPKernelExtensionHistory .cxx_destruct]
00007ff90da9c7aa (__TEXT,__text) non-external -[SPKernelExtensionHistory dealloc]
00007ff90da9c653 (__TEXT,__text) non-external -[SPKernelExtensionHistory init]
00007ff90da9c7ec (__TEXT,__text) non-external -[SPKernelExtensionHistory kernelExtensionHistory]
00007ff90daa26de (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem .cxx_destruct]
00007ff90daa268e (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem bundleID]
00007ff90daa26a2 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
00007ff90daa24b1 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00007ff90daa22e2 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00007ff90daa2136 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00007ff90daa2128 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00007ff90daa26ca (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00007ff90daa26b6 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00007ff90daa26ac (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00007ff90daa26c0 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00007ff90daa26d4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00007ff90daa2684 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00007ff90daa2698 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00007ff90da9d8ee (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00007ff90da9d288 (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00007ff90da9cd24 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00007ff90da9cdec (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00007ff90da9cce6 (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00007ff90da9ccc5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00007ff90da9d230 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
00007ff90da9d8e4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00007ff90da9cc83 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00007ff90da9d698 (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00007ff90da9c934 (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00007ff90da9cf7c (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00007ff90da9d4f2 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00007ff90da9d5d0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00007ff90da9d25c (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00007ff90da9d356 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00007ff90da9d8b8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00007ff90da9d88c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00007ff90da9d860 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00007ff90da9d834 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00007ff90da9ceb4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00007ff90da9d41e (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00007ff90da9d80a (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00007ff90da9d7e0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00007ff90da9d718 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00007ff90da9d166 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00007ff90da9d071 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00007ff90daa2041 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00007ff90daa1c4b (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00007ff90daa1e29 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00007ff90daa1b91 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00007ff90daa1ad7 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00007ff90daa1f35 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00007ff90da9295d (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00007ff90da92904 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00007ff90da9290e (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00007ff90da9292c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00007ff90da928f2 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00007ff90da92918 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00007ff90da927ab (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00007ff90da92333 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff90da92596 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00007ff90da9246b (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff90da92325 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00007ff90da92936 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00007ff90da92585 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00007ff90da92953 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00007ff90da92949 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff90da928af (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff90da92940 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff90da92922 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff90da91c60 (__TEXT,__text) non-external -[SPMalwareSampling .cxx_destruct]
00007ff90da91a00 (__TEXT,__text) non-external -[SPMalwareSampling dealloc]
00007ff90da918d2 (__TEXT,__text) non-external -[SPMalwareSampling init]
00007ff90da91a42 (__TEXT,__text) non-external -[SPMalwareSampling lookupSampling:]
00007ff90da91b2e (__TEXT,__text) non-external -[SPMalwareSampling stageSampleAt:forTasking:]
00007ff90da95a55 (__TEXT,__text) non-external -[SPMetrics .cxx_destruct]
00007ff90da95836 (__TEXT,__text) non-external -[SPMetrics dealloc]
00007ff90da95765 (__TEXT,__text) non-external -[SPMetrics init]
00007ff90da95878 (__TEXT,__text) non-external -[SPMetrics reportEvent:andData:]
00007ff90da95960 (__TEXT,__text) non-external -[SPMetrics reportMalwareBlock:path:error:]
00007ff90daa8d82 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff90daa8d78 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff90daa8d6e (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff90daa8a15 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff90daa8aa6 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff90daa8d64 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff90daa89b6 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00007ff90daa88ee (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00007ff90daa8984 (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00007ff90daa880d (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00007ff90daa86f1 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00007ff90daa8519 (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00007ff90daa87c2 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00007ff90daa888a (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00007ff90daa88f8 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00007ff90daa898e (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00007ff90daa8894 (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00007ff90daa895c (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00007ff90daa892a (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00007ff90daa8862 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00007ff90daa88c6 (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00007ff90daa8952 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00007ff90daa8920 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00007ff90daa8858 (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00007ff90daa88bc (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00007ff90da9573d (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00007ff90da9539d (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00007ff90da95643 (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00007ff90da95575 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00007ff90da953df (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00007ff90da95711 (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00007ff90da954ad (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00007ff90da951fe (__TEXT,__text) non-external -[SPProvenanceTracking init]
00007ff90da91ffe (__TEXT,__text) non-external -[SPSamplingTasking .cxx_destruct]
00007ff90da91ec2 (__TEXT,__text) non-external -[SPSamplingTasking description]
00007ff90da91e07 (__TEXT,__text) non-external -[SPSamplingTasking encodeWithCoder:]
00007ff90da91f68 (__TEXT,__text) non-external -[SPSamplingTasking expiration]
00007ff90da91c93 (__TEXT,__text) non-external -[SPSamplingTasking initWithCoder:]
00007ff90da91f36 (__TEXT,__text) non-external -[SPSamplingTasking name]
00007ff90da91fcc (__TEXT,__text) non-external -[SPSamplingTasking publicKey]
00007ff90da91eb0 (__TEXT,__text) non-external -[SPSamplingTasking redactedDescription]
00007ff90da91f9a (__TEXT,__text) non-external -[SPSamplingTasking samplingRate]
00007ff90da91f72 (__TEXT,__text) non-external -[SPSamplingTasking setExpiration:]
00007ff90da91f40 (__TEXT,__text) non-external -[SPSamplingTasking setName:]
00007ff90da91fd6 (__TEXT,__text) non-external -[SPSamplingTasking setPublicKey:]
00007ff90da91fa4 (__TEXT,__text) non-external -[SPSamplingTasking setSamplingRate:]
00007ff90da91f0e (__TEXT,__text) non-external -[SPSamplingTasking setUuid:]
00007ff90da91f04 (__TEXT,__text) non-external -[SPSamplingTasking uuid]
00007ff90da93e1c (__TEXT,__text) non-external -[SPScriptScanEvaluation .cxx_destruct]
00007ff90da93dea (__TEXT,__text) non-external -[SPScriptScanEvaluation allowed]
00007ff90da93dc7 (__TEXT,__text) non-external -[SPScriptScanEvaluation encodeWithCoder:]
00007ff90da93d36 (__TEXT,__text) non-external -[SPScriptScanEvaluation initWithCoder:]
00007ff90da93df4 (__TEXT,__text) non-external -[SPScriptScanEvaluation setAllowed:]
00007ff90da922fd (__TEXT,__text) non-external -[SPScriptScanner .cxx_destruct]
00007ff90da9212a (__TEXT,__text) non-external -[SPScriptScanner dealloc]
00007ff90da9216c (__TEXT,__text) non-external -[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]
00007ff90da92047 (__TEXT,__text) non-external -[SPScriptScanner init]
00007ff90da930e1 (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff90da930bc (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff90da930d7 (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff90da92bfe (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff90da929a6 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff90da930cd (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff90da91249 (__TEXT,__text) non-external -[TrackingAttributes description]
00007ff90da912cd (__TEXT,__text) non-external -[TrackingAttributes flags]
00007ff90da912b9 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00007ff90da91110 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00007ff90da9125b (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00007ff90da911d7 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00007ff90da912d7 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00007ff90da912c3 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00007ff90dab0bd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90dab0cf8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90dab0dcc (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90dab0ca8 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff90dab0c48 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff90dab0d28 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90dab0ddc (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90dab0cd0 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90dab0bf8 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff90dab0c58 (__TEXT,__gcc_except_tab) non-external GCC_except_table50
00007ff90dab0db8 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90daa9c37 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff90daa9b5b (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff943e55198 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff90daa33cc (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff9411ade30 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLCreationDateKey (from CoreFoundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLFileResourceIdentifierKey (from CoreFoundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLIsSystemImmutableKey (from CoreFoundation)
                 (undefined) external _NSURLIsUserImmutableKey (from CoreFoundation)
                 (undefined) external _NSUnderlyingErrorKey (from Foundation)
00007ff9434c8110 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff9434c80e8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff9434c80c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff9434c8098 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff9434c8070 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff9434c8048 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff9434c83e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff9434c8020 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff9434c7ff8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff9434c7fd0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff9434c7fa8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_ProvenanceEntry
00007ff9434c83b8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPBundleProtection
00007ff943e54e40 (__DATA,__objc_data) external _OBJC_CLASS_$_SPCodeEvaluationProxy
00007ff9434c7f80 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff9434c7f58 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff9434c7f30 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff9434c7f08 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyExportedObject
00007ff9434c8390 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff9434c7ee0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff9434c8368 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff9434c8340 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff9434c84d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff9434c84a8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff9434c8480 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff9434c8318 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff9434c82f0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMalwareSampling
00007ff9434c7eb8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMetrics
00007ff9434c82c8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff9434c7e90 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff9434c82a0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00007ff9434c7e68 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00007ff9434c7e40 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPSamplingTasking
00007ff943e54df0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPScriptScanEvaluation
00007ff943e54da0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPScriptScanner
00007ff9434c7e18 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff9434c8278 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrackingAttributes
00007ff943e54980 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff943e54988 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff943e54990 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff943e54d80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff943e54d78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff943e54d88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff943e54a08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff943e54a10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff943e54a18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff943e54a30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff943e54a00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff943e54a20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff943e54a28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff943e54d58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff943e54d60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff943e549b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
