0000000180edf024 (__TEXT,__text) external _APL_dgemm
000000018110f684 (__TEXT,__text) external _cblas_ctpmv
00000001810a2f40 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00000001810c941c (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
000000018110fdec (__TEXT,__text) external _cblas_ctpsv
00000001810a36a8 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00000001810c9b94 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
00000001810fa748 (__TEXT,__text) external _cblas_ctrmm
000000018109052c (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00000001810b707c (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
0000000181110a80 (__TEXT,__text) external _cblas_ctrmv
00000001810a3f98 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00000001810ca494 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00000001810fb8e0 (__TEXT,__text) external _cblas_ctrsm
00000001810916c4 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00000001810b81b4 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
0000000181111514 (__TEXT,__text) external _cblas_ctrsv
00000001810a4a2c (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00000001810caf44 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00000001810d8220 (__TEXT,__text) external _cblas_dasum
0000000180f3e27c (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00000001810804fc (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00000001810d827c (__TEXT,__text) external _cblas_daxpy
0000000180f3e2d8 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
0000000181080550 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00000001810d8358 (__TEXT,__text) external _cblas_dcopy
0000000180f3e3b4 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
0000000181080610 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00000001810d81cc (__TEXT,__text) external _cblas_ddot
0000000180f3e228 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00000001810804b8 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00000001810e7040 (__TEXT,__text) external _cblas_dgbmv
0000000181075e60 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
0000000181086640 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00000001810d90c0 (__TEXT,__text) external _cblas_dgemm
000000018101e210 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
0000000181083b28 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
0000000180d89198 (__TEXT,__text) external _cblas_dgemv
0000000180dd9eb0 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
000000018107f05c (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
0000000180d885bc (__TEXT,__text) external _cblas_dger
0000000180dd9dbc (__TEXT,__text) external _cblas_dger$NEWLAPACK
000000018107ef6c (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00000001810d83bc (__TEXT,__text) external _cblas_dnrm2
0000000180f3e418 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
0000000181080664 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00000001810d848c (__TEXT,__text) external _cblas_drot
0000000180f3e51c (__TEXT,__text) external _cblas_drot$NEWLAPACK
0000000181080740 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
0000000181109894 (__TEXT,__text) external _cblas_drotg
000000018109d304 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00000001810c379c (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00000001810d8534 (__TEXT,__text) external _cblas_drotm
0000000180f3e5c4 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00000001810807d8 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
0000000181109988 (__TEXT,__text) external _cblas_drotmg
000000018109d3f8 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00000001810c3890 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00000001810e7db4 (__TEXT,__text) external _cblas_dsbmv
000000018107687c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
0000000181086a4c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
0000000180d88588 (__TEXT,__text) external _cblas_dscal
0000000180f3e43c (__TEXT,__text) external _cblas_dscal$NEWLAPACK
0000000181080680 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00000001810d5ea0 (__TEXT,__text) external _cblas_dsdot
0000000180d9d78c (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
000000018107b244 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00000001810d6f50 (__TEXT,__text) external _cblas_dspmv
0000000180ddb798 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
000000018107f4c0 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00000001810ea760 (__TEXT,__text) external _cblas_dspr
00000001810787e0 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
0000000181087298 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00000001810eae48 (__TEXT,__text) external _cblas_dspr2
00000001810789e0 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
000000018108749c (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00000001810d840c (__TEXT,__text) external _cblas_dswap
0000000180f3e49c (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00000001810806d0 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00000001810d56e4 (__TEXT,__text) external _cblas_dsymm
0000000180d9cfd0 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
000000018107aad8 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00000001810e6748 (__TEXT,__text) external _cblas_dsymv
00000001810677c8 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
0000000181086390 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00000001810d64bc (__TEXT,__text) external _cblas_dsyr
0000000180dda004 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
000000018107f1ac (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00000001810d657c (__TEXT,__text) external _cblas_dsyr2
0000000180dda0c4 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
000000018107f274 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00000001810d8618 (__TEXT,__text) external _cblas_dsyr2k
0000000180fa18f4 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
0000000181082c94 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00000001810d89c0 (__TEXT,__text) external _cblas_dsyrk
00000001810014bc (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
0000000181082fd8 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00000001810e8ee4 (__TEXT,__text) external _cblas_dtbmv
0000000181076bd8 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
0000000181086d88 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00000001810ea140 (__TEXT,__text) external _cblas_dtbsv
0000000181076ea0 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
0000000181087010 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00000001810edea8 (__TEXT,__text) external _cblas_dtpmv
0000000181078c54 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00000001810876ec (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00000001810f11d8 (__TEXT,__text) external _cblas_dtpsv
0000000181078f68 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00000001810879e0 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00000001810d8cfc (__TEXT,__text) external _cblas_dtrmm
0000000181006678 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
000000018108378c (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
0000000180d88c78 (__TEXT,__text) external _cblas_dtrmv
0000000180dda1bc (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
000000018107f36c (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00000001810d5ad4 (__TEXT,__text) external _cblas_dtrsm
0000000180d9d3c0 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
000000018107ae90 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00000001810e64d8 (__TEXT,__text) external _cblas_dtrsv
00000001810662c0 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
000000018108614c (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
0000000181112e7c (__TEXT,__text) external _cblas_dzasum
00000001810a6394 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00000001810cc814 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
0000000181112ee0 (__TEXT,__text) external _cblas_dznrm2
00000001810a63f8 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00000001810cc868 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
000000018111c444 (__TEXT,__text) external _cblas_errprn
00000001810af1e4 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00000001810d568c (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
0000000181112c18 (__TEXT,__text) external _cblas_icamax
00000001810a6130 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00000001810cc5d0 (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
0000000180d88340 (__TEXT,__text) external _cblas_idamax
0000000181079d04 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
0000000181087fc4 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00000001810f1600 (__TEXT,__text) external _cblas_isamax
00000001810796e8 (__TEXT,__text) external _cblas_isamax$NEWLAPACK
0000000181087c0c (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
0000000181112fd4 (__TEXT,__text) external _cblas_izamax
00000001810a64ec (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00000001810cc954 (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00000001810d5fb4 (__TEXT,__text) external _cblas_sasum
0000000180d9d8a0 (__TEXT,__text) external _cblas_sasum$NEWLAPACK
000000018107b328 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00000001810d6010 (__TEXT,__text) external _cblas_saxpy
0000000180d9d8fc (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
000000018107b37c (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
0000000181112d50 (__TEXT,__text) external _cblas_scasum
00000001810a6268 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00000001810cc700 (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
0000000181112dac (__TEXT,__text) external _cblas_scnrm2
00000001810a62c4 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00000001810cc74c (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00000001810d60ec (__TEXT,__text) external _cblas_scopy
0000000180d9d9d8 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
000000018107b43c (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00000001810d5f6c (__TEXT,__text) external _cblas_sdot
0000000180d9d858 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
000000018107b2f0 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00000001810d5ef4 (__TEXT,__text) external _cblas_sdsdot
0000000180d9d7e0 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
000000018107b288 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00000001810da600 (__TEXT,__text) external _cblas_sgbmv
00000001810618f0 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00000001810849a8 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00000001810d63dc (__TEXT,__text) external _cblas_sgemm
0000000180d9f810 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
000000018107b6d4 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00000001810d644c (__TEXT,__text) external _cblas_sgemm_singlecore
00000001810d7e20 (__TEXT,__text) external _cblas_sgemv
0000000180ee4c20 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
0000000181080170 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00000001810d7e84 (__TEXT,__text) external _cblas_sgemv_singlecore
00000001810d7bf0 (__TEXT,__text) external _cblas_sger
0000000180ee4b30 (__TEXT,__text) external _cblas_sger$NEWLAPACK
0000000181080080 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00000001810d6150 (__TEXT,__text) external _cblas_snrm2
0000000180d9da3c (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
000000018107b490 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00000001810d6254 (__TEXT,__text) external _cblas_srot
0000000180d9db40 (__TEXT,__text) external _cblas_srot$NEWLAPACK
000000018107b56c (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
0000000181109c64 (__TEXT,__text) external _cblas_srotg
000000018109d6d4 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00000001810c3b6c (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00000001810d62fc (__TEXT,__text) external _cblas_srotm
0000000180d9dbe8 (__TEXT,__text) external _cblas_srotm$NEWLAPACK
000000018107b604 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
0000000181109d54 (__TEXT,__text) external _cblas_srotmg
000000018109d7c4 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00000001810c3c5c (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00000001810db2dc (__TEXT,__text) external _cblas_ssbmv
0000000181061cfc (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
0000000181084db4 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00000001810d6174 (__TEXT,__text) external _cblas_sscal
0000000180d9da60 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
000000018107b4ac (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00000001810dbde0 (__TEXT,__text) external _cblas_sspmv
0000000181062058 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00000001810850f0 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00000001810dc480 (__TEXT,__text) external _cblas_sspr
0000000181062314 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00000001810853a0 (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00000001810dcbd8 (__TEXT,__text) external _cblas_sspr2
0000000181062514 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
0000000181085594 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00000001810d61d4 (__TEXT,__text) external _cblas_sswap
0000000180d9dac0 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
000000018107b4fc (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00000001810d96f8 (__TEXT,__text) external _cblas_ssymm
00000001810535cc (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00000001810840fc (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00000001810d9d58 (__TEXT,__text) external _cblas_ssymv
000000018105edbc (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00000001810846f8 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00000001810d7ee8 (__TEXT,__text) external _cblas_ssyr
0000000180ee4c84 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00000001810801c0 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00000001810d7f9c (__TEXT,__text) external _cblas_ssyr2
0000000180ee4d38 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
000000018108027c (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00000001810d7148 (__TEXT,__text) external _cblas_ssyr2k
0000000180de9584 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
000000018107f6a0 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00000001810d74f0 (__TEXT,__text) external _cblas_ssyrk
0000000180e37828 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
000000018107f9e4 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00000001810dde30 (__TEXT,__text) external _cblas_stbmv
0000000181062780 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00000001810857e4 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00000001810df3d8 (__TEXT,__text) external _cblas_stbsv
0000000181062a48 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
0000000181085a6c (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00000001810e2944 (__TEXT,__text) external _cblas_stpmv
0000000181062d10 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
0000000181085cf4 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00000001810e628c (__TEXT,__text) external _cblas_stpsv
0000000181063588 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
0000000181085f20 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00000001810d782c (__TEXT,__text) external _cblas_strmm
0000000180edf70c (__TEXT,__text) external _cblas_strmm$NEWLAPACK
000000018107fce4 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00000001810d8080 (__TEXT,__text) external _cblas_strmv
0000000180ee4e1c (__TEXT,__text) external _cblas_strmv$NEWLAPACK
0000000181080364 (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00000001810f1850 (__TEXT,__text) external _cblas_strsm
0000000181079938 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
0000000181087c10 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00000001810d9ae8 (__TEXT,__text) external _cblas_strsv
000000018105d970 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00000001810844b4 (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
000000018111c3ac (__TEXT,__text) external _cblas_xerbla
00000001810af14c (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00000001810d55f4 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
0000000181113400 (__TEXT,__text) external _cblas_zaxpy
00000001810a6918 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00000001810ccd60 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
0000000181113514 (__TEXT,__text) external _cblas_zcopy
00000001810a6a2c (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00000001810cce68 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
0000000181113604 (__TEXT,__text) external _cblas_zdotc_sub
00000001810a6b1c (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00000001810ccf54 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
0000000181113788 (__TEXT,__text) external _cblas_zdotu_sub
00000001810a6c6c (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00000001810cd098 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00000001811138d8 (__TEXT,__text) external _cblas_zdrot
00000001810a6dbc (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00000001810cd1dc (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
0000000181113968 (__TEXT,__text) external _cblas_zdscal
00000001810a6e4c (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00000001810cd260 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
0000000181113fc0 (__TEXT,__text) external _cblas_zgbmv
00000001810a7304 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00000001810cd6d0 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00000001810ff8b4 (__TEXT,__text) external _cblas_zgemm
00000001810933f4 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00000001810b9e80 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
0000000181114704 (__TEXT,__text) external _cblas_zgemv
00000001810a7a14 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00000001810cddbc (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
0000000181115384 (__TEXT,__text) external _cblas_zgerc
00000001810a8694 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00000001810cea78 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
0000000181115a6c (__TEXT,__text) external _cblas_zgeru
00000001810a8d7c (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00000001810cf158 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00000001811161e4 (__TEXT,__text) external _cblas_zhbmv
00000001810a94f4 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00000001810cf8c0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
0000000181100778 (__TEXT,__text) external _cblas_zhemm
00000001810942b8 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00000001810baccc (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00000001811167d8 (__TEXT,__text) external _cblas_zhemv
00000001810a9ae8 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00000001810cfecc (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
0000000181117198 (__TEXT,__text) external _cblas_zher
00000001810aa4a8 (__TEXT,__text) external _cblas_zher$NEWLAPACK
00000001810d08bc (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00000001811178b0 (__TEXT,__text) external _cblas_zher2
00000001810aabc0 (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00000001810d0fdc (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00000001811017c4 (__TEXT,__text) external _cblas_zher2k
0000000181095304 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00000001810bbca8 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
0000000181102bac (__TEXT,__text) external _cblas_zherk
00000001810966ec (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00000001810bcf98 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
0000000181117ee0 (__TEXT,__text) external _cblas_zhpmv
00000001810ab1f0 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00000001810d15ec (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
0000000181118400 (__TEXT,__text) external _cblas_zhpr
00000001810ab710 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00000001810d1b18 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
0000000181118770 (__TEXT,__text) external _cblas_zhpr2
00000001810aba80 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00000001810d1e90 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
0000000181113a50 (__TEXT,__text) external _cblas_zrotg
00000001810a6f34 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00000001810cd340 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
0000000181113bd4 (__TEXT,__text) external _cblas_zscal
00000001810a70b8 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00000001810cd4c4 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
0000000181113f4c (__TEXT,__text) external _cblas_zswap
00000001810a7290 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00000001810cd668 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
0000000181105550 (__TEXT,__text) external _cblas_zsymm
0000000181099090 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00000001810bf828 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00000001811065ac (__TEXT,__text) external _cblas_zsyr2k
000000018109a0ec (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00000001810c0814 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
0000000181107968 (__TEXT,__text) external _cblas_zsyrk
000000018109b4a8 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00000001810c1a28 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
0000000181118d28 (__TEXT,__text) external _cblas_ztbmv
00000001810ac038 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00000001810d242c (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
0000000181119410 (__TEXT,__text) external _cblas_ztbsv
00000001810ac720 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00000001810d2b40 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
0000000181119c7c (__TEXT,__text) external _cblas_ztpmv
00000001810acf8c (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00000001810d33d8 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
000000018111a280 (__TEXT,__text) external _cblas_ztpsv
00000001810ad590 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00000001810d39ec (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
0000000181108630 (__TEXT,__text) external _cblas_ztrmm
000000018109c170 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00000001810c265c (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
000000018111aefc (__TEXT,__text) external _cblas_ztrmv
00000001810add28 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00000001810d4194 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
0000000181103a14 (__TEXT,__text) external _cblas_ztrsm
0000000181097554 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00000001810bdd70 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
000000018111b83c (__TEXT,__text) external _cblas_ztrsv
00000001810ae668 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00000001810d4af4 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
0000000180d8efbc (__TEXT,__text) external _ccopy
0000000181004874 (__TEXT,__text) external _ccopy$NEWLAPACK
00000001810834f8 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
0000000180d8efbc (__TEXT,__text) external _ccopy_
0000000180d8efe4 (__TEXT,__text) external _cdotc
00000001810048b4 (__TEXT,__text) external _cdotc$NEWLAPACK
0000000181083538 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
0000000180d8efe4 (__TEXT,__text) external _cdotc_
0000000180d8f00c (__TEXT,__text) external _cdotu
00000001810048dc (__TEXT,__text) external _cdotu$NEWLAPACK
0000000181083560 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180d8f00c (__TEXT,__text) external _cdotu_
0000000180d8d368 (__TEXT,__text) external _cgbmv
0000000180dd6a34 (__TEXT,__text) external _cgbmv$NEWLAPACK
000000018107bc44 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180d8d368 (__TEXT,__text) external _cgbmv_
0000000180d8a28c (__TEXT,__text) external _cgemm
0000000180f3ea44 (__TEXT,__text) external _cgemm$NEWLAPACK
0000000181080b14 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
0000000180d8a28c (__TEXT,__text) external _cgemm_
0000000180d8d28c (__TEXT,__text) external _cgemv
0000000180dd66a4 (__TEXT,__text) external _cgemv$NEWLAPACK
