00007ff841aeddd0 (__DATA,__data) external _NDR_record
00007ff8004110da (__TEXT,__text) external _coalition_info_set_name
00007ff80041113a (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800411061 (__TEXT,__text) external _coalition_reap
00007ff800411040 (__TEXT,__text) external _coalition_terminate
00007ff8003ff76c (__TEXT,__text) external _connect
00007ff8003ff5f4 (__TEXT,__text) external _connect$NOCANCEL
00007ff8003ff7b4 (__TEXT,__text) external _connectx
00007ff8003fd6d0 (__TEXT,__text) external _csops
00007ff8003fc7c8 (__TEXT,__text) external _csops_audittoken
00007ff8003fc880 (__TEXT,__text) external _csr_check
00007ff800403190 (__TEXT,__text) external _csr_get_active_config
00007ff8003fc198 (__TEXT,__text) external _debug_control_port_for_pid
00007ff8004112e6 (__TEXT,__text) external _debug_syscall_reject
00007ff8004111fa (__TEXT,__text) external _debug_syscall_reject_config
00007ff841aeddc8 (__DATA,__data) external _denap_boost_assertion_token
00007ff8004071d0 (__TEXT,__text) external _disconnectx
00007ff800401356 (__TEXT,__text) non-external _do_compat
00007ff8003ff814 (__TEXT,__text) external _dup
00007ff800402ed4 (__TEXT,__text) external _dup2
00007ff840030870 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840030700 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff840030a70 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff840030740 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff840030840 (__DATA_CONST,__const) non-external _err_codes_io
00007ff8400313e0 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
00007ff840031010 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00007ff800425980 (__TEXT,__const) non-external _err_codes_iokit_common_map
00007ff8400312a0 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
00007ff8004259c0 (__TEXT,__const) non-external _err_codes_iokit_fw_map
00007ff8400311c0 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00007ff800425990 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00007ff8400302e0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff840030ea0 (__DATA_CONST,__const) non-external _err_codes_libkern_common
00007ff840030f10 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00007ff840030eb0 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00007ff840030a40 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840030e50 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840030dc0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840030d00 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840030a10 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840030cc0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff840030760 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff8400306e0 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff8400307b0 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff840030c70 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840030c10 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840030980 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840030780 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff840030778 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff8400304b0 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff8400308c0 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840030ab0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840030ba0 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840030100 (__DATA_CONST,__const) non-external _err_iokit_sub
00007ff800425970 (__TEXT,__const) non-external _err_iokit_sub_map
00007ff84002ff80 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840030080 (__DATA_CONST,__const) non-external _err_libkern_sub
00007ff840030000 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff84002fc60 (__DATA_CONST,__const) non-external _err_os_sub
00007ff84002fd00 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800425940 (__TEXT,__const) non-external _err_us_sub
00007ff84380e430 (__DATA_DIRTY,__common) external _errno
00007ff8004231e1 (__TEXT,__text) external _etap_trace_thread
00007ff800414f18 (__TEXT,__text) external _exc_server
00007ff800414c0f (__TEXT,__text) external _exc_server_routine
00007ff800414650 (__TEXT,__text) external _exception_raise
00007ff80041478d (__TEXT,__text) external _exception_raise_state
00007ff8004149c3 (__TEXT,__text) external _exception_raise_state_identity
00007ff800406020 (__TEXT,__text) external _exchangedata
00007ff80040a6cb (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff80040a6a2 (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff80040a678 (__TEXT,__text) external _exclaves_boot
00007ff80040a346 (__TEXT,__text) external _exclaves_endpoint_call
00007ff80040a42f (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff80040a403 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff80040a5ca (__TEXT,__text) external _exclaves_launch_conclave
00007ff80040a603 (__TEXT,__text) external _exclaves_lookup_service
00007ff80040a56c (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff80040a59b (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff80040a45d (__TEXT,__text) external _exclaves_named_buffer_create
00007ff80040a7a9 (__TEXT,__text) external _exclaves_notification_create
00007ff80040a3d5 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff80040a3a9 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff80040a6f9 (__TEXT,__text) external _exclaves_sensor_create
00007ff80040a725 (__TEXT,__text) external _exclaves_sensor_start
00007ff80040a77d (__TEXT,__text) external _exclaves_sensor_status
00007ff80040a751 (__TEXT,__text) external _exclaves_sensor_stop
00007ff800402ea9 (__TEXT,__text) external _execve
00007ff841aede90 (__DATA,__bss) non-external _execve_with_filter
00007ff8004071e8 (__TEXT,__text) external _faccessat
00007ff800407200 (__TEXT,__text) external _fchdir
00007ff800400518 (__TEXT,__text) external _fchflags
00007ff8003ff886 (__TEXT,__text) external _fchmod
00007ff800407218 (__TEXT,__text) external _fchmodat
00007ff80040086c (__TEXT,__text) external _fchown
00007ff800407230 (__TEXT,__text) external _fchownat
00007ff800407248 (__TEXT,__text) external _fclonefileat
00007ff8003fc8b8 (__TEXT,__text) external _fcntl
00007ff8003ff3c5 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800407260 (__TEXT,__text) external _fdatasync
00007ff800402224 (__TEXT,__text) external _ffsctl
00007ff8003fed9c (__TEXT,__text) external _fgetattrlist
00007ff8003ff7fc (__TEXT,__text) external _fgetxattr
00007ff800407278 (__TEXT,__text) external _fhopen
00007ff800400ed4 (__TEXT,__text) external _fileport_makefd
00007ff800401088 (__TEXT,__text) external _fileport_makeport
00007ff800405f98 (__TEXT,__text) external _flistxattr
00007ff8003ff1bc (__TEXT,__text) external _flock
00007ff800407290 (__TEXT,__text) external _fmount
00007ff8004072a8 (__TEXT,__text) external _fpathconf
00007ff80040a069 (__TEXT,__text) non-external _fprintf_stderr
00007ff8004072c0 (__TEXT,__text) external _freadlink
00007ff8004072d8 (__TEXT,__text) external _fremovexattr
00007ff80041116e (__TEXT,__text) external _fs_snapshot_create
00007ff800411188 (__TEXT,__text) external _fs_snapshot_delete
00007ff800402df1 (__TEXT,__text) external _fs_snapshot_list
00007ff8004111e5 (__TEXT,__text) external _fs_snapshot_mount
00007ff80041119f (__TEXT,__text) external _fs_snapshot_rename
00007ff8004111b7 (__TEXT,__text) external _fs_snapshot_revert
00007ff8004111ce (__TEXT,__text) external _fs_snapshot_root
00007ff8003fed84 (__TEXT,__text) external _fsctl
00007ff800400854 (__TEXT,__text) external _fsetattrlist
00007ff8004003b8 (__TEXT,__text) external _fsetxattr
00007ff8003fee0c (__TEXT,__text) external _fsgetpath
00007ff8004072f0 (__TEXT,__text) external _fsgetpath_ext
00007ff800407308 (__TEXT,__text) external _fstat
00007ff8003fc868 (__TEXT,__text) external _fstat$INODE64
00007ff8003fc868 (__TEXT,__text) external _fstat64
00007ff800407320 (__TEXT,__text) external _fstatat
00007ff8003fee54 (__TEXT,__text) external _fstatat$INODE64
00007ff8003fee54 (__TEXT,__text) external _fstatat64
00007ff8004058b0 (__TEXT,__text) external _fstatfs
00007ff8003fd77c (__TEXT,__text) external _fstatfs$INODE64
00007ff8003fd77c (__TEXT,__text) external _fstatfs64
00007ff8003fee84 (__TEXT,__text) external _fsync
00007ff800406860 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8003febd0 (__TEXT,__text) external _ftruncate
00007ff80040cadd (__TEXT,__text) external _futimens
00007ff800400530 (__TEXT,__text) external _futimes
00007ff841aeddd8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff8003fc820 (__TEXT,__text) external _getattrlist
00007ff800407338 (__TEXT,__text) external _getattrlistat
00007ff8003fec00 (__TEXT,__text) external _getattrlistbulk
00007ff800413ee5 (__TEXT,__text) external _getaudit
00007ff8003fdcc4 (__TEXT,__text) external _getaudit_addr
00007ff800407350 (__TEXT,__text) external _getauid
00007ff800407368 (__TEXT,__text) external _getdirentries
00007ff800407380 (__TEXT,__text) external _getdirentriesattr
00007ff800403210 (__TEXT,__text) external _getdtablesize
00007ff8003fd6b8 (__TEXT,__text) external _getegid
00007ff8003fc438 (__TEXT,__text) external _getentropy
00007ff8003fd0b0 (__TEXT,__text) external _geteuid
00007ff800407398 (__TEXT,__text) external _getfh
00007ff8004073b0 (__TEXT,__text) external _getfsstat
00007ff8003fe4f4 (__TEXT,__text) external _getfsstat$INODE64
00007ff8003fe4f4 (__TEXT,__text) external _getfsstat64
00007ff8003ff380 (__TEXT,__text) external _getgid
00007ff800400884 (__TEXT,__text) external _getgroups
00007ff800400680 (__TEXT,__text) external _gethostuuid
00007ff8003ff995 (__TEXT,__text) external _getiopolicy_np
00007ff8004073c8 (__TEXT,__text) external _getitimer
00007ff8003ff870 (__TEXT,__text) external _getpeername
00007ff800404550 (__TEXT,__text) external _getpgid
00007ff800402e94 (__TEXT,__text) external _getpgrp
00007ff8003fc45c (__TEXT,__text) external _getpid
00007ff8004010d0 (__TEXT,__text) external _getppid
00007ff800402d7c (__TEXT,__text) external _getpriority
00007ff8003fdca0 (__TEXT,__text) external _getrlimit
00007ff8004020e4 (__TEXT,__text) external _getrusage
00007ff800406878 (__TEXT,__text) external _getsgroups_np
00007ff8004073e0 (__TEXT,__text) external _getsid
00007ff80040223c (__TEXT,__text) external _getsockname
00007ff8003ff7cc (__TEXT,__text) external _getsockopt
00007ff8003fd688 (__TEXT,__text) external _getuid
00007ff800406890 (__TEXT,__text) external _getwgroups_np
00007ff8003fe784 (__TEXT,__text) external _getxattr
00007ff8004073f8 (__TEXT,__text) external _grab_pgo_data
00007ff800407410 (__TEXT,__text) external _graftdmg
00007ff8003fee6c (__TEXT,__text) external _guarded_close_np
00007ff800404b38 (__TEXT,__text) external _guarded_kqueue_np
00007ff80040a122 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff8003fec5e (__TEXT,__text) external _guarded_open_np
00007ff8003fed20 (__TEXT,__text) external _guarded_pwrite_np
00007ff8004024a4 (__TEXT,__text) external _guarded_write_np
00007ff800407428 (__TEXT,__text) external _guarded_writev_np
00007ff80042ae70 (__TEXT,__cstring) non-external _hex
00007ff80040a1d5 (__TEXT,__text) external _host_check_multiuser_mode
00007ff8003fcf03 (__TEXT,__text) external _host_create_mach_voucher
00007ff8003fc108 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8004153c2 (__TEXT,__text) external _host_default_memory_manager
00007ff8004168f2 (__TEXT,__text) external _host_get_UNDServer
00007ff80040a1be (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800414f87 (__TEXT,__text) external _host_get_boot_info
00007ff800415959 (__TEXT,__text) external _host_get_clock_control
00007ff800400b89 (__TEXT,__text) external _host_get_clock_service
00007ff800415fdb (__TEXT,__text) external _host_get_exception_ports
00007ff800417316 (__TEXT,__text) external _host_get_io_main
00007ff8003fee9b (__TEXT,__text) external _host_get_io_master
00007ff80040a1cf (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff8003fcbde (__TEXT,__text) external _host_get_special_port
00007ff8003fff73 (__TEXT,__text) external _host_info
00007ff800416e0b (__TEXT,__text) external _host_kernel_version
00007ff8004179c9 (__TEXT,__text) external _host_lockgroup_info
00007ff80040a32a (__TEXT,__text) external _host_page_size
00007ff8004151ee (__TEXT,__text) external _host_priv_statistics
00007ff8004171d2 (__TEXT,__text) external _host_processor_info
00007ff8004166e3 (__TEXT,__text) external _host_processor_set_priv
00007ff8004165c9 (__TEXT,__text) external _host_processor_sets
00007ff80041583f (__TEXT,__text) external _host_processors
00007ff80041510a (__TEXT,__text) external _host_reboot
00007ff800417eae (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800418004 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8003fda60 (__TEXT,__text) external _host_request_notification
00007ff800416b84 (__TEXT,__text) external _host_security_create_task_token
00007ff800416cfd (__TEXT,__text) external _host_security_set_task_token
00007ff80040ad57 (__TEXT,__text) external _host_self
00007ff8003fbfb8 (__TEXT,__text) external _host_self_trap
00007ff800416808 (__TEXT,__text) external _host_set_UNDServer
00007ff800418148 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800415ede (__TEXT,__text) external _host_set_exception_ports
00007ff8004183dd (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800415de5 (__TEXT,__text) external _host_set_special_port
00007ff800404610 (__TEXT,__text) external _host_statistics
00007ff800403fae (__TEXT,__text) external _host_statistics64
00007ff800416244 (__TEXT,__text) external _host_swap_exception_ports
00007ff80041753a (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800407ba8 (__TEXT,__text) external _i386_get_ldt
00007ff800407bbc (__TEXT,__text) external _i386_set_ldt
00007ff841aeddb0 (__DATA,__data) external _important_boost_assertion_token
00007ff840031e10 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800409fed (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff841aedda0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800409f71 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff841aedd98 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800409ef5 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff841aedd90 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8003ff6b4 (__TEXT,__text) external _ioctl
00007ff8003fbde0 (__TEXT,__text) external _issetugid
00007ff841aede78 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800407440 (__TEXT,__text) external _kas_info
00007ff8003fbcd1 (__TEXT,__text) external _kdebug_is_enabled
00007ff8004114db (__TEXT,__text) external _kdebug_signpost
00007ff800404602 (__TEXT,__text) external _kdebug_signpost_end
00007ff800404573 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800404566 (__TEXT,__text) external _kdebug_signpost_start
00007ff80041146c (__TEXT,__text) external _kdebug_timestamp
00007ff8004114a7 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8004114c1 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8003fbd87 (__TEXT,__text) external _kdebug_trace
00007ff8003fe2c0 (__TEXT,__text) external _kdebug_trace_string
00007ff8003fbd1d (__TEXT,__text) external _kdebug_typefilter
00007ff84380eab8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00007ff800411459 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800400d64 (__TEXT,__text) external _kevent
00007ff800405a6c (__TEXT,__text) external _kevent64
00007ff8003fd7f4 (__TEXT,__text) external _kevent_id
00007ff8003fd7dc (__TEXT,__text) external _kevent_qos
00007ff8004169f9 (__TEXT,__text) external _kext_request
00007ff8004028d6 (__TEXT,__text) external _kill
00007ff800415c7d (__TEXT,__text) external _kmod_control
00007ff800415a78 (__TEXT,__text) external _kmod_create
00007ff800415b99 (__TEXT,__text) external _kmod_destroy
00007ff800417420 (__TEXT,__text) external _kmod_get_info
00007ff800413f8d (__TEXT,__text) external _kpersona_alloc
00007ff800413fe9 (__TEXT,__text) external _kpersona_dealloc
00007ff80041407c (__TEXT,__text) external _kpersona_find
00007ff800414100 (__TEXT,__text) external _kpersona_find_by_type
00007ff8003ff351 (__TEXT,__text) external _kpersona_get
00007ff80041401a (__TEXT,__text) external _kpersona_getpath
00007ff8003ff146 (__TEXT,__text) external _kpersona_info
00007ff800413fbb (__TEXT,__text) external _kpersona_palloc
00007ff80041404b (__TEXT,__text) external _kpersona_pidinfo
00007ff800400d4c (__TEXT,__text) external _kqueue
00007ff80040089c (__TEXT,__text) external _lchown
00007ff800407458 (__TEXT,__text) external _ledger
00007ff8003ffa20 (__TEXT,__text) external _link
00007ff800407470 (__TEXT,__text) external _linkat
00007ff800407488 (__TEXT,__text) external _lio_listio
00007ff800402e24 (__TEXT,__text) external _listen
00007ff8003fec18 (__TEXT,__text) external _listxattr
00007ff80041efae (__TEXT,__text) external _lock_set_create
00007ff80041f0d1 (__TEXT,__text) external _lock_set_destroy
00007ff80040d0a9 (__TEXT,__text) external _log_data_as_kernel
00007ff8003fd520 (__TEXT,__text) external _lseek
00007ff80040574c (__TEXT,__text) external _lstat
00007ff80040339c (__TEXT,__text) external _lstat$INODE64
00007ff80040339c (__TEXT,__text) external _lstat64
00007ff8003fc3ee (__TEXT,__text) external _mach_absolute_time
00007ff8003fd40c (__TEXT,__text) external _mach_approximate_time
00007ff80040c2bc (__TEXT,__text) external _mach_boottime_usec
00007ff800401e22 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8003fc3d0 (__TEXT,__text) external _mach_continuous_time
00007ff80040a2a5 (__TEXT,__text) external _mach_error
00007ff841aede28 (__DATA,__common) external _mach_error_full_diag
00007ff8004011e6 (__TEXT,__text) external _mach_error_string
00007ff8004011fd (__TEXT,__text) non-external _mach_error_string_int
00007ff80040a1dc (__TEXT,__text) external _mach_error_type
00007ff800424fed (__TEXT,__text) external _mach_eventlink_associate
00007ff800424dd8 (__TEXT,__text) external _mach_eventlink_create
00007ff800424f21 (__TEXT,__text) external _mach_eventlink_destroy
00007ff8004250f6 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff80040ca66 (__TEXT,__text) external _mach_eventlink_signal
00007ff80040caa9 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff80040ca75 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff8003fc054 (__TEXT,__text) external _mach_generate_activity_id
00007ff8003fd98c (__TEXT,__text) external _mach_get_times
00007ff8003fcbd9 (__TEXT,__text) external _mach_host_self
00007ff800408b55 (__TEXT,__text) external _mach_host_special_port_description
00007ff84002fac0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800408b97 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff841aedc10 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800400a5b (__TEXT,__text) external _mach_init
00007ff84380eaa0 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00007ff800400a78 (__TEXT,__text) non-external _mach_init_doit
00007ff80041bd86 (__TEXT,__text) external _mach_make_memory_entry
00007ff8003fd29b (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800424b9c (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800424cdb (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800424a75 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff80041822c (__TEXT,__text) external _mach_memory_info
00007ff80041708a (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800417880 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8003fc36a (__TEXT,__text) external _mach_msg
00007ff80040a824 (__TEXT,__text) external _mach_msg2_internal
00007ff841aede6c (__DATA,__bss) non-external _mach_msg2_supported
00007ff8003fc084 (__TEXT,__text) external _mach_msg2_trap
00007ff8003fcd01 (__TEXT,__text) external _mach_msg_destroy
00007ff8003fce3c (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800402eeb (__TEXT,__text) external _mach_msg_overwrite
00007ff80040aa03 (__TEXT,__text) non-external _mach_msg_overwrite_call_trap
00007ff8003fbfd0 (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff80040ab82 (__TEXT,__text) external _mach_msg_priority_encode
00007ff80040ab78 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff80040abbc (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff80040abcb (__TEXT,__text) external _mach_msg_priority_qos
00007ff80040abda (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800405fad (__TEXT,__text) external _mach_msg_receive
00007ff8003ff9f6 (__TEXT,__text) external _mach_msg_send
00007ff8004025a9 (__TEXT,__text) external _mach_msg_server
00007ff8004031c9 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff80040ab72 (__TEXT,__text) external _mach_msg_server_importance
00007ff80040506c (__TEXT,__text) external _mach_msg_server_once
00007ff8003fbfc4 (__TEXT,__text) external _mach_msg_trap
00007ff80041ca0b (__TEXT,__text) external _mach_notify_dead_name
00007ff80041c960 (__TEXT,__text) external _mach_notify_no_senders
00007ff80041c8ae (__TEXT,__text) external _mach_notify_port_deleted
00007ff80041c90e (__TEXT,__text) external _mach_notify_port_destroyed
00007ff80041c9c0 (__TEXT,__text) external _mach_notify_send_once
00007ff8003fdb5a (__TEXT,__text) external _mach_port_allocate
00007ff800413b0a (__TEXT,__text) external _mach_port_allocate_full
00007ff800413aed (__TEXT,__text) external _mach_port_allocate_name
00007ff800413b05 (__TEXT,__text) external _mach_port_allocate_qos
00007ff800413cec (__TEXT,__text) external _mach_port_assert_attributes
00007ff8003fcf6d (__TEXT,__text) external _mach_port_construct
00007ff8003fd0c5 (__TEXT,__text) external _mach_port_deallocate
00007ff800400678 (__TEXT,__text) external _mach_port_destroy
00007ff8003fd573 (__TEXT,__text) external _mach_port_destruct
00007ff800413c5e (__TEXT,__text) external _mach_port_dnrequest_info
00007ff8003feb46 (__TEXT,__text) external _mach_port_extract_member
00007ff800404309 (__TEXT,__text) external _mach_port_extract_right
00007ff8003fe11b (__TEXT,__text) external _mach_port_get_attributes
00007ff8004003ce (__TEXT,__text) external _mach_port_get_context
00007ff8003fe9cc (__TEXT,__text) external _mach_port_get_refs
00007ff800413ce7 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800405c3a (__TEXT,__text) external _mach_port_get_set_status
00007ff800413b14 (__TEXT,__text) external _mach_port_get_srights
00007ff8003fe522 (__TEXT,__text) external _mach_port_guard
00007ff800413cd8 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8003fdb9e (__TEXT,__text) external _mach_port_insert_member
00007ff8003fdd0a (__TEXT,__text) external _mach_port_insert_right
00007ff800413ce2 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800413c63 (__TEXT,__text) external _mach_port_kernel_object
00007ff800413c8b (__TEXT,__text) external _mach_port_kobject
00007ff800413c90 (__TEXT,__text) external _mach_port_kobject_description
00007ff8003fc5ad (__TEXT,__text) external _mach_port_mod_refs
00007ff800400147 (__TEXT,__text) external _mach_port_move_member
00007ff800413ae1 (__TEXT,__text) external _mach_port_names
00007ff800413af4 (__TEXT,__text) external _mach_port_peek
00007ff800413ae8 (__TEXT,__text) external _mach_port_rename
00007ff8003fd853 (__TEXT,__text) external _mach_port_request_notification
00007ff8003fe184 (__TEXT,__text) external _mach_port_set_attributes
00007ff800405b4a (__TEXT,__text) external _mach_port_set_context
00007ff800413af9 (__TEXT,__text) external _mach_port_set_mscount
00007ff800413afe (__TEXT,__text) external _mach_port_set_seqno
00007ff800413b1e (__TEXT,__text) external _mach_port_space_basic_info
00007ff800413b19 (__TEXT,__text) external _mach_port_space_info
00007ff800413cdd (__TEXT,__text) external _mach_port_swap_guard
00007ff8003fe34e (__TEXT,__text) external _mach_port_type
00007ff800413c95 (__TEXT,__text) external _mach_port_unguard
00007ff8004058c6 (__TEXT,__text) external _mach_ports_lookup
00007ff80040c3c1 (__TEXT,__text) non-external _mach_ports_lookup_legacy
00007ff8004020fc (__TEXT,__text) external _mach_ports_register
00007ff80040c301 (__TEXT,__text) non-external _mach_ports_register_legacy
00007ff8003fbf94 (__TEXT,__text) external _mach_reply_port
00007ff80040b083 (__TEXT,__text) external _mach_right_recv_construct
00007ff80040b11f (__TEXT,__text) external _mach_right_recv_destruct
00007ff80040b180 (__TEXT,__text) external _mach_right_send_create
00007ff80040b25d (__TEXT,__text) external _mach_right_send_once_consume
00007ff80040b20f (__TEXT,__text) external _mach_right_send_once_create
00007ff8003ffa36 (__TEXT,__text) external _mach_right_send_release
00007ff80040b1c2 (__TEXT,__text) external _mach_right_send_retain
00007ff800413b77 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800413c08 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff80040c2ca (__TEXT,__text) external _mach_task_is_self
00007ff80040b07e (__TEXT,__text) external _mach_task_self
00007ff84380ea88 (__DATA_DIRTY,__common) external _mach_task_self_
00007ff800408b6b (__TEXT,__text) external _mach_task_special_port_description
00007ff84002fbe0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800408c31 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff841aedd10 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800400b6f (__TEXT,__text) external _mach_thread_self
00007ff800408b81 (__TEXT,__text) external _mach_thread_special_port_description
00007ff84002fc40 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800408c42 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff841aedd70 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8003fc385 (__TEXT,__text) external _mach_timebase_info
00007ff84380eab0 (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
00007ff8003fc144 (__TEXT,__text) external _mach_timebase_info_trap
00007ff8003fdc11 (__TEXT,__text) external _mach_vm_allocate
00007ff80041b8c5 (__TEXT,__text) external _mach_vm_behavior_set
00007ff8004024ba (__TEXT,__text) external _mach_vm_copy
00007ff8003fd618 (__TEXT,__text) external _mach_vm_deallocate
00007ff80041c4ae (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff80041c596 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff80041c67a (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff80041b330 (__TEXT,__text) external _mach_vm_inherit
00007ff80041b9b1 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff8003fbdf8 (__TEXT,__text) external _mach_vm_map
00007ff80041b7d9 (__TEXT,__text) external _mach_vm_msync
00007ff80041c00a (__TEXT,__text) external _mach_vm_page_info
00007ff80041bc50 (__TEXT,__text) external _mach_vm_page_query
00007ff80041c1dc (__TEXT,__text) external _mach_vm_page_range_query
00007ff8003ff035 (__TEXT,__text) external _mach_vm_protect
00007ff8003fed3f (__TEXT,__text) external _mach_vm_purgable_control
00007ff80041c75e (__TEXT,__text) external _mach_vm_range_create
00007ff800413e0e (__TEXT,__text) external _mach_vm_read
00007ff80041b559 (__TEXT,__text) external _mach_vm_read_list
00007ff800404f3e (__TEXT,__text) external _mach_vm_read_overwrite
00007ff80040b597 (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff80040b5ae (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
