                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80e2d6661 (__TEXT,__text) external __cg_jcopy_block_row
00007ff80e2ccb6b (__TEXT,__text) non-external _start_pass
00007ff80e2d13d5 (__TEXT,__text) non-external _start_pass
00007ff80e2d2cfc (__TEXT,__text) non-external _start_pass
00007ff80e2f8510 (__TEXT,__const) non-external _start_pass.aanscalefactor
00007ff80e2f8490 (__TEXT,__const) non-external _start_pass.aanscales
00007ff80e2f63af (__TEXT,__text) non-external _start_pass_1_quant
00007ff80e2cd2be (__TEXT,__text) non-external _start_pass_2_quant
00007ff80e2d599e (__TEXT,__text) non-external _start_pass_coef
00007ff80e2f19c2 (__TEXT,__text) non-external _start_pass_coef
00007ff80e2d5204 (__TEXT,__text) non-external _start_pass_dcolor
00007ff80e2edf62 (__TEXT,__text) non-external _start_pass_downsample
00007ff80e2e45d1 (__TEXT,__text) non-external _start_pass_dpost
00007ff80e2d4429 (__TEXT,__text) non-external _start_pass_fdctmgr
00007ff80e2f8930 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
00007ff80e2f88b0 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscales
00007ff80e2f3080 (__TEXT,__text) non-external _start_pass_huff
00007ff80e2ef2b3 (__TEXT,__text) non-external _start_pass_huff_decoder
00007ff80e2d672b (__TEXT,__text) non-external _start_pass_main
00007ff80e2e3ad0 (__TEXT,__text) non-external _start_pass_main
00007ff80e2eecdb (__TEXT,__text) non-external _start_pass_merged_upsample
00007ff80e2d6a77 (__TEXT,__text) non-external _start_pass_prep
00007ff80e2e41a4 (__TEXT,__text) non-external _start_pass_upsample
00007ff80e2f90a0 (__TEXT,__const) non-external _std_chrominance_quant_tbl
00007ff80e2f8fa0 (__TEXT,__const) non-external _std_luminance_quant_tbl
00007ff80e2f7035 (__TEXT,__text) non-external _term_destination
00007ff80e2f7248 (__TEXT,__text) non-external _term_mem_destination
00007ff80e2d2ab9 (__TEXT,__text) non-external _term_source
                 (undefined) external _tmpfile (from libSystem)
00007ff80e2cdd71 (__TEXT,__text) non-external _update_box
00007ff80e2e32cc (__TEXT,__text) non-external _use_merged_upsample
00007ff80e2d28b7 (__TEXT,__text) non-external _write_backing_store
00007ff80e2f1dfe (__TEXT,__text) non-external _write_file_header
00007ff80e2f2683 (__TEXT,__text) non-external _write_file_trailer
00007ff80e2f202f (__TEXT,__text) non-external _write_frame_header
00007ff80e2f27bb (__TEXT,__text) non-external _write_marker_byte
00007ff80e2f274b (__TEXT,__text) non-external _write_marker_header
00007ff80e2f2323 (__TEXT,__text) non-external _write_scan_header
00007ff80e2f26a9 (__TEXT,__text) non-external _write_tables_only
00007ff80e2d53e3 (__TEXT,__text) non-external _ycc_rgb_convert
00007ff80e2d56b4 (__TEXT,__text) non-external _ycck_cmyk_convert
