00007fff8691d0b0 (__DATA,__data) external _DefaultServerName
00007fff777d9104 (__TEXT,__text) external _phFriNfc_Desfire_CB_Transceive
00007fff777d7d63 (__TEXT,__text) external _phFriNfc_Desfire_ChkNdef
00007fff777d7df1 (__TEXT,__text) external _phFriNfc_Desfire_ConvertToReadOnly
00007fff7782bc16 (__TEXT,__text) external _phFriNfc_Desfire_Format
00007fff777d906f (__TEXT,__text) external _phFriNfc_Desfire_HChkNDEFFileAccessRights
00007fff777d824c (__TEXT,__text) external _phFriNfc_Desfire_HCrHandler
00007fff777d8fcb (__TEXT,__text) external _phFriNfc_Desfire_HGetLeBytes
00007fff777d8059 (__TEXT,__text) external _phFriNfc_Desfire_HProcReadData
00007fff777d7fd7 (__TEXT,__text) external _phFriNfc_Desfire_HSendTransCmd
00007fff777d7efa (__TEXT,__text) external _phFriNfc_Desfire_HSetGet_NLEN
00007fff777d8530 (__TEXT,__text) external _phFriNfc_Desfire_Process
00007fff777d7894 (__TEXT,__text) external _phFriNfc_Desfire_RdNdef
00007fff777d839c (__TEXT,__text) external _phFriNfc_Desfire_ReadBinary
00007fff7782b224 (__TEXT,__text) external _phFriNfc_Desfire_Reset
00007fff777d79fa (__TEXT,__text) external _phFriNfc_Desfire_SelectFile
00007fff777d7b64 (__TEXT,__text) external _phFriNfc_Desfire_SelectSmartTag
00007fff777d8a50 (__TEXT,__text) external _phFriNfc_Desfire_UpdateBinary
00007fff777d8dc4 (__TEXT,__text) external _phFriNfc_Desfire_Update_SmartTagCapContainer
00007fff777d7c21 (__TEXT,__text) external _phFriNfc_Desfire_WrNdef
00007fff8691a180 (__DATA,__data) non-external _phFriNfc_Desfire_WrNdef.aPacketData
00007fff8691a184 (__DATA,__data) non-external _phFriNfc_Desfire_WrNdef.dwPktDataLength
00007fff77813bdc (__TEXT,__text) external _phFriNfc_Felica_CB_Transceive
00007fff77814f4e (__TEXT,__text) external _phFriNfc_Felica_ChkNdef
00007fff77813e51 (__TEXT,__text) external _phFriNfc_Felica_ConvertToRdOnlyNdef
00007fff77812fa8 (__TEXT,__text) external _phFriNfc_Felica_HAfterRead_CopyDataToBuff
00007fff7781544d (__TEXT,__text) external _phFriNfc_Felica_HCalCheckSum
00007fff77815192 (__TEXT,__text) external _phFriNfc_Felica_HCheckManufId
00007fff778133f8 (__TEXT,__text) external _phFriNfc_Felica_HChkApduBuff_Size
00007fff778144a3 (__TEXT,__text) external _phFriNfc_Felica_HChkAttrBlkForRdOp
00007fff7781435b (__TEXT,__text) external _phFriNfc_Felica_HChkAttrBlkForWrOp
00007fff77812da0 (__TEXT,__text) external _phFriNfc_Felica_HCrHandler
00007fff7781297c (__TEXT,__text) external _phFriNfc_Felica_HGetMaximumBlksToRead
00007fff77812bde (__TEXT,__text) external _phFriNfc_Felica_HInitInternalBuf
00007fff77812c20 (__TEXT,__text) external _phFriNfc_Felica_HNdefRdAttrInfo
00007fff77813d6a (__TEXT,__text) external _phFriNfc_Felica_HNdefWrAttrInfo
00007fff77814fd6 (__TEXT,__text) external _phFriNfc_Felica_HPollCard
00007fff77812ce8 (__TEXT,__text) external _phFriNfc_Felica_HRdAttrInfo
00007fff77812ee5 (__TEXT,__text) external _phFriNfc_Felica_HReadData
00007fff778135f2 (__TEXT,__text) external _phFriNfc_Felica_HSetTransceiveForRead
00007fff77813514 (__TEXT,__text) external _phFriNfc_Felica_HSetTrxLen
00007fff7781409a (__TEXT,__text) external _phFriNfc_Felica_HUpdateAttrBlkForRdOnlyOp
00007fff77813ee8 (__TEXT,__text) external _phFriNfc_Felica_HUpdateAttrBlkForWrOp
00007fff778151f2 (__TEXT,__text) external _phFriNfc_Felica_HUpdateAttrInfo
00007fff77814527 (__TEXT,__text) external _phFriNfc_Felica_HUpdateData
00007fff77815095 (__TEXT,__text) external _phFriNfc_Felica_HUpdateManufIdDetails
00007fff7781421c (__TEXT,__text) external _phFriNfc_Felica_HWrEmptyMsg
00007fff77814ee3 (__TEXT,__text) external _phFriNfc_Felica_HWriteDataBlk
00007fff778153bd (__TEXT,__text) external _phFriNfc_Felica_MemCompare
00007fff77813739 (__TEXT,__text) external _phFriNfc_Felica_Process
00007fff778129f5 (__TEXT,__text) external _phFriNfc_Felica_RdNdef
00007fff77813c51 (__TEXT,__text) external _phFriNfc_Felica_WrNdef
00007fff8691d040 (__DATA,__data) non-external _phFriNfc_Felica_WrNdef.aPacketData
00007fff8691d044 (__DATA,__data) non-external _phFriNfc_Felica_WrNdef.dwPktDataLength
00007fff77810342 (__TEXT,__text) external _phFriNfc_GetNdefFuncIndex
00007fff7782e173 (__TEXT,__text) external _phFriNfc_ISO15693_FmtProcess
00007fff7782e444 (__TEXT,__text) external _phFriNfc_ISO15693_FmtReset
00007fff7782e494 (__TEXT,__text) external _phFriNfc_ISO15693_Format
00007fff7782e00c (__TEXT,__text) external _phFriNfc_ISO15693_H_FmtReadWrite
00007fff7782e1d9 (__TEXT,__text) external _phFriNfc_ISO15693_H_GetMaxDataSize
00007fff7782e2c8 (__TEXT,__text) external _phFriNfc_ISO15693_H_ProFormat
00007fff7782c44d (__TEXT,__text) external _phFriNfc_Llcp_EncodeLinkParams
00007fff77815de8 (__TEXT,__text) external _phFriNfc_Llcp_EncodeTLV
00007fff777f57a8 (__TEXT,__text) external _phFriNfc_MapTool_NDEF_ChkSpcVer
00007fff777f5710 (__TEXT,__text) external _phFriNfc_MapTool_NDEF_SetCardState
00007fff777d0f84 (__TEXT,__text) external _phFriNfc_MfStd_Format
00007fff777d23b1 (__TEXT,__text) external _phFriNfc_MfStd_H_BlkNoToWrTLV
00007fff777d126b (__TEXT,__text) external _phFriNfc_MfStd_H_CallCon
00007fff777d1f24 (__TEXT,__text) external _phFriNfc_MfStd_H_CallDisCon
00007fff777d1f77 (__TEXT,__text) external _phFriNfc_MfStd_H_ChangeAuthSt
00007fff777d2342 (__TEXT,__text) external _phFriNfc_MfStd_H_ChkAcsBit
00007fff777d19e1 (__TEXT,__text) external _phFriNfc_MfStd_H_ErrRdSectTr
00007fff777d197a (__TEXT,__text) external _phFriNfc_MfStd_H_ErrWrSectTr
00007fff777d1b44 (__TEXT,__text) external _phFriNfc_MfStd_H_FillSendBuf
00007fff777d2068 (__TEXT,__text) external _phFriNfc_MfStd_H_NdefComplSect
00007fff777d117c (__TEXT,__text) external _phFriNfc_MfStd_H_ProAuth
00007fff777d12c5 (__TEXT,__text) external _phFriNfc_MfStd_H_ProCon
00007fff777d1820 (__TEXT,__text) external _phFriNfc_MfStd_H_ProErrAuth
00007fff777d13c7 (__TEXT,__text) external _phFriNfc_MfStd_H_ProRdSectTr
00007fff777d1747 (__TEXT,__text) external _phFriNfc_MfStd_H_ProUpdMADBlk
00007fff777d16a1 (__TEXT,__text) external _phFriNfc_MfStd_H_ProWrMADBlk
00007fff777d1558 (__TEXT,__text) external _phFriNfc_MfStd_H_ProWrSectTr
00007fff777d2250 (__TEXT,__text) external _phFriNfc_MfStd_H_StrNdefData
00007fff777d1e8c (__TEXT,__text) external _phFriNfc_MfStd_H_Transceive
00007fff777d100b (__TEXT,__text) external _phFriNfc_MfStd_H_WrRdAuth
00007fff777d21c0 (__TEXT,__text) external _phFriNfc_MfStd_MemCompare
00007fff777d1061 (__TEXT,__text) external _phFriNfc_MfStd_Process
00007fff777d0ef8 (__TEXT,__text) external _phFriNfc_MfStd_Reset
00007fff778219c5 (__TEXT,__text) external _phFriNfc_MfUL_CalcByteNum
00007fff7783ef78 (__TEXT,__text) external _phFriNfc_MfUL_CalcRemainingLockBits
00007fff778218c5 (__TEXT,__text) external _phFriNfc_MfUL_ConvertToReadOnly
00007fff7783e401 (__TEXT,__text) external _phFriNfc_MfUL_Format
00007fff7783f15a (__TEXT,__text) external _phFriNfc_MfUL_GetDefaultLockBytesInfo
00007fff7783f0cf (__TEXT,__text) external _phFriNfc_MfUL_GetLockBytesInfo
00007fff7783f051 (__TEXT,__text) external _phFriNfc_MfUL_GetSkipSize
00007fff77822fbe (__TEXT,__text) external _phFriNfc_MfUL_H_CallWrOp
00007fff77823d72 (__TEXT,__text) external _phFriNfc_MfUL_H_Chk16Bytes
00007fff77821b89 (__TEXT,__text) external _phFriNfc_MfUL_H_ChkCCBytes
00007fff77821a55 (__TEXT,__text) external _phFriNfc_MfUL_H_ChkLockBits
00007fff7783f508 (__TEXT,__text) external _phFriNfc_MfUL_H_ChkOtpFindTagType
00007fff7782247c (__TEXT,__text) external _phFriNfc_MfUL_H_ChkRemainTLV
00007fff77821e66 (__TEXT,__text) external _phFriNfc_MfUL_H_CopyRdBytes
00007fff77820a49 (__TEXT,__text) external _phFriNfc_MfUL_H_CpDataToUserBuf
00007fff7783efcc (__TEXT,__text) external _phFriNfc_MfUL_H_FindNtagSize
00007fff7783f5f4 (__TEXT,__text) external _phFriNfc_MfUL_H_MapNtagSize
00007fff77822b70 (__TEXT,__text) external _phFriNfc_MfUL_H_NxtOp
00007fff7783e7a4 (__TEXT,__text) external _phFriNfc_MfUL_H_ProRd16Bytes
00007fff7783e8cd (__TEXT,__text) external _phFriNfc_MfUL_H_ProWrOTPBytes
00007fff77822176 (__TEXT,__text) external _phFriNfc_MfUL_H_ProWrittenBytes
00007fff77822076 (__TEXT,__text) external _phFriNfc_MfUL_H_Rd16Bytes
00007fff77820e05 (__TEXT,__text) external _phFriNfc_MfUL_H_RdBeforeWrite
00007fff77820980 (__TEXT,__text) external _phFriNfc_MfUL_H_RdCardfindNdefTLV
00007fff77820d06 (__TEXT,__text) external _phFriNfc_MfUL_H_SelectSector
00007fff7783f47c (__TEXT,__text) external _phFriNfc_MfUL_H_Transceive
00007fff77824053 (__TEXT,__text) external _phFriNfc_MfUL_H_UpdateLen
00007fff77822d37 (__TEXT,__text) external _phFriNfc_MfUL_H_UpdateWrLen
00007fff778232ea (__TEXT,__text) external _phFriNfc_MfUL_H_Wr4bytes
00007fff7783e45a (__TEXT,__text) external _phFriNfc_MfUL_H_WrRd
00007fff77822cd1 (__TEXT,__text) external _phFriNfc_MfUL_H_WrTermTLV
00007fff7783f1cd (__TEXT,__text) external _phFriNfc_MfUL_H_fillSendBuf
00007fff77821075 (__TEXT,__text) external _phFriNfc_MfUL_H_fillSendBufToWr
00007fff77823e04 (__TEXT,__text) external _phFriNfc_MfUL_H_findDynLockBytes
00007fff778225d6 (__TEXT,__text) external _phFriNfc_MfUL_H_findNDEFTLV
00007fff77823f3c (__TEXT,__text) external _phFriNfc_MfUL_H_findReservedBytes
00007fff7783e91f (__TEXT,__text) external _phFriNfc_MfUL_ParseTLVs
00007fff8691f686 (__DATA,__bss) non-external _phFriNfc_MfUL_ParseTLVs.card_size_remaining
00007fff8691f684 (__DATA,__bss) non-external _phFriNfc_MfUL_ParseTLVs.lock_mem_ndef_index
00007fff8691f688 (__DATA,__bss) non-external _phFriNfc_MfUL_ParseTLVs.ndef_data_size
00007fff8691f68c (__DATA,__bss) non-external _phFriNfc_MfUL_ParseTLVs.parse_tlv
00007fff8691f685 (__DATA,__bss) non-external _phFriNfc_MfUL_ParseTLVs.skip_lock_mem_size
00007fff7783e4b0 (__TEXT,__text) external _phFriNfc_MfUL_Process
00007fff7783ecfc (__TEXT,__text) external _phFriNfc_MfUL_ReadWriteLockBytes
00007fff7783e3b8 (__TEXT,__text) external _phFriNfc_MfUL_Reset
00007fff7783ee03 (__TEXT,__text) external _phFriNfc_MfUL_UpdateAndWriteLockBits
00007fff77829a12 (__TEXT,__text) external _phFriNfc_MifStd1k_H_BlkChk
00007fff778297ff (__TEXT,__text) external _phFriNfc_MifStd4k_H_CheckNdef
00007fff7782660f (__TEXT,__text) external _phFriNfc_MifStd_H_AuthSector
00007fff77826aa4 (__TEXT,__text) external _phFriNfc_MifStd_H_BlkChk
00007fff7782ae33 (__TEXT,__text) external _phFriNfc_MifStd_H_BlkChk_1
00007fff778291e8 (__TEXT,__text) external _phFriNfc_MifStd_H_CallConnect
00007fff77826e88 (__TEXT,__text) external _phFriNfc_MifStd_H_CallDisCon
00007fff77828104 (__TEXT,__text) external _phFriNfc_MifStd_H_CallWrNdefLen
00007fff7782a842 (__TEXT,__text) external _phFriNfc_MifStd_H_Chk16Bytes
00007fff77829bab (__TEXT,__text) external _phFriNfc_MifStd_H_ChkAcsBit
00007fff77829798 (__TEXT,__text) external _phFriNfc_MifStd_H_ChkIntLen
00007fff77829f25 (__TEXT,__text) external _phFriNfc_MifStd_H_ChkNdefCmpltSects
00007fff77829d06 (__TEXT,__text) external _phFriNfc_MifStd_H_ChkRdWr
00007fff77828423 (__TEXT,__text) external _phFriNfc_MifStd_H_ChkRemainTLVs
00007fff778286cb (__TEXT,__text) external _phFriNfc_MifStd_H_ChkTLVs
00007fff778295b2 (__TEXT,__text) external _phFriNfc_MifStd_H_Complete
00007fff77829c5d (__TEXT,__text) external _phFriNfc_MifStd_H_GPBChk
00007fff77827ef4 (__TEXT,__text) external _phFriNfc_MifStd_H_Get1kStTrail
00007fff77827e0c (__TEXT,__text) external _phFriNfc_MifStd_H_Get4kStTrail
00007fff77829eb8 (__TEXT,__text) external _phFriNfc_MifStd_H_GetActCardLen
00007fff7782a8bf (__TEXT,__text) external _phFriNfc_MifStd_H_GetNxtTLV
00007fff778299b7 (__TEXT,__text) external _phFriNfc_MifStd_H_GetSect
00007fff7782b03d (__TEXT,__text) external _phFriNfc_MifStd_H_GetSectorTrailerBlkNo
00007fff77829fc7 (__TEXT,__text) external _phFriNfc_MifStd_H_IntLenWioutNdef
00007fff77827b64 (__TEXT,__text) external _phFriNfc_MifStd_H_ProAcsBits
00007fff77827a97 (__TEXT,__text) external _phFriNfc_MifStd_H_ProAuth
00007fff77828bbc (__TEXT,__text) external _phFriNfc_MifStd_H_ProBytesToWr
00007fff77827231 (__TEXT,__text) external _phFriNfc_MifStd_H_ProChkNdef
00007fff77828f86 (__TEXT,__text) external _phFriNfc_MifStd_H_ProRdTLV
00007fff77829328 (__TEXT,__text) external _phFriNfc_MifStd_H_ProStatNotValid
00007fff778277ce (__TEXT,__text) external _phFriNfc_MifStd_H_ProWrABlock
00007fff77827d0d (__TEXT,__text) external _phFriNfc_MifStd_H_ProWrACSbitsRdOnly
00007fff7782b188 (__TEXT,__text) external _phFriNfc_MifStd_H_ProWrSectorTrailor
00007fff77828d27 (__TEXT,__text) external _phFriNfc_MifStd_H_ProWrTLV
00007fff77829b1f (__TEXT,__text) external _phFriNfc_MifStd_H_Rd16Bytes
00007fff77826bad (__TEXT,__text) external _phFriNfc_MifStd_H_RdABlock
00007fff77829aa2 (__TEXT,__text) external _phFriNfc_MifStd_H_RdAcsBit
00007fff77826eef (__TEXT,__text) external _phFriNfc_MifStd_H_RdBeforeWr
00007fff77828b09 (__TEXT,__text) external _phFriNfc_MifStd_H_RdTLV
00007fff77826a16 (__TEXT,__text) external _phFriNfc_MifStd_H_RdWrReset
00007fff778290f4 (__TEXT,__text) external _phFriNfc_MifStd_H_RdtoWrNdefLen
00007fff7782741a (__TEXT,__text) external _phFriNfc_MifStd_H_RemainTLV
00007fff77829093 (__TEXT,__text) external _phFriNfc_MifStd_H_SetNdefBlkAuth
00007fff7782ab37 (__TEXT,__text) external _phFriNfc_MifStd_H_UpdRemTLV
00007fff7782a9ed (__TEXT,__text) external _phFriNfc_MifStd_H_UpdateTLV
00007fff77826f47 (__TEXT,__text) external _phFriNfc_MifStd_H_WrABlock
00007fff7782b096 (__TEXT,__text) external _phFriNfc_MifStd_H_WrSectorTrailorBlock
00007fff77827f5b (__TEXT,__text) external _phFriNfc_MifStd_H_WrTLV
00007fff7782adc2 (__TEXT,__text) external _phFriNfc_MifStd_H_WrTermTLV
00007fff77828236 (__TEXT,__text) external _phFriNfc_MifStd_H_WriteNdefLen
00007fff7782987b (__TEXT,__text) external _phFriNfc_MifStd_H_fillAIDarray
00007fff7782ac2e (__TEXT,__text) external _phFriNfc_MifStd_H_fillSendBuf
00007fff7782a35d (__TEXT,__text) external _phFriNfc_MifStd_H_fillTLV1
00007fff7782a6d3 (__TEXT,__text) external _phFriNfc_MifStd_H_fillTLV1_1
00007fff7782a4e3 (__TEXT,__text) external _phFriNfc_MifStd_H_fillTLV2
00007fff7782a76b (__TEXT,__text) external _phFriNfc_MifStd_H_fillTLV2_1
00007fff7782aef1 (__TEXT,__text) external _phFriNfc_MifareStdMap_CB_ConnectDisconnect
00007fff77826804 (__TEXT,__text) external _phFriNfc_MifareStdMap_CB_Transceive
00007fff77826485 (__TEXT,__text) external _phFriNfc_MifareStdMap_ChkNdef
00007fff7782af3d (__TEXT,__text) external _phFriNfc_MifareStdMap_ConvertToReadOnly
00007fff77826414 (__TEXT,__text) external _phFriNfc_MifareStdMap_H_Reset
00007fff7782672e (__TEXT,__text) external _phFriNfc_MifareStdMap_Process
00007fff77826879 (__TEXT,__text) external _phFriNfc_MifareStdMap_RdNdef
00007fff8691d520 (__DATA,__data) non-external _phFriNfc_MifareStdMap_RdNdef.aPacketData
00007fff8691d524 (__DATA,__data) non-external _phFriNfc_MifareStdMap_RdNdef.dwPktDataLength
00007fff77826ca9 (__TEXT,__text) external _phFriNfc_MifareStdMap_WrNdef
00007fff8691d528 (__DATA,__data) non-external _phFriNfc_MifareStdMap_WrNdef.aPacketData
00007fff8691d52c (__DATA,__data) non-external _phFriNfc_MifareStdMap_WrNdef.dwPktDataLength
00007fff86919f20 (__DATA,__const) non-external _phFriNfc_MifareStd_FuncPtr
00007fff77829551 (__TEXT,__text) external _phFriNfc_MifareStd_GetNdefFuncIndex
00007fff77827a35 (__TEXT,__text) external _phFriNfc_MifareStd_iAuth
00007fff778294b1 (__TEXT,__text) external _phFriNfc_MifareStd_iAuthFail
00007fff778271d6 (__TEXT,__text) external _phFriNfc_MifareStd_iChkNdefComp
00007fff7782929b (__TEXT,__text) external _phFriNfc_MifareStd_iConnect
00007fff77829186 (__TEXT,__text) external _phFriNfc_MifareStd_iDisconnect
00007fff778282fc (__TEXT,__text) external _phFriNfc_MifareStd_iGetACTCardSize
00007fff77829240 (__TEXT,__text) external _phFriNfc_MifareStd_iPoll
00007fff77827b09 (__TEXT,__text) external _phFriNfc_MifareStd_iRdACSBit
00007fff77828b61 (__TEXT,__text) external _phFriNfc_MifareStd_iRdBefWrNdefLen
00007fff77828f2b (__TEXT,__text) external _phFriNfc_MifareStd_iRdTlv
00007fff778281a2 (__TEXT,__text) external _phFriNfc_MifareStd_iRdToWrNdefLen
00007fff7782736c (__TEXT,__text) external _phFriNfc_MifareStd_iRead
00007fff77829027 (__TEXT,__text) external _phFriNfc_MifareStd_iTermTlv
00007fff77827fe2 (__TEXT,__text) external _phFriNfc_MifareStd_iWrACSBit
00007fff77828045 (__TEXT,__text) external _phFriNfc_MifareStd_iWrNdefLen
00007fff77828ccc (__TEXT,__text) external _phFriNfc_MifareStd_iWrTlv
00007fff7782775f (__TEXT,__text) external _phFriNfc_MifareStd_iWrite
00007fff77821850 (__TEXT,__text) external _phFriNfc_MifareUL_CB_Transceive
00007fff778213e5 (__TEXT,__text) external _phFriNfc_MifareUL_ChkNdef
00007fff86919de0 (__DATA,__const) non-external _phFriNfc_MifareUL_FuncPtr
00007fff77823ace (__TEXT,__text) external _phFriNfc_MifareUL_GetNdefFuncIndex
00007fff77823b2f (__TEXT,__text) external _phFriNfc_MifareUL_H_Complete
00007fff778214ff (__TEXT,__text) external _phFriNfc_MifareUL_Process
00007fff8691f634 (__DATA,__bss) non-external _phFriNfc_MifareUL_Process.bCRFlag
00007fff778207f0 (__TEXT,__text) external _phFriNfc_MifareUL_RdNdef
00007fff77820b0d (__TEXT,__text) external _phFriNfc_MifareUL_WrNdef
00007fff8691d4a0 (__DATA,__data) non-external _phFriNfc_MifareUL_WrNdef.aPacketData
00007fff8691d4a4 (__DATA,__data) non-external _phFriNfc_MifareUL_WrNdef.dwPktDataLength
00007fff77821a8c (__TEXT,__text) external _phFriNfc_MifareUL_iChkNdefComp
00007fff77822f0b (__TEXT,__text) external _phFriNfc_MifareUL_iFndNdefComp
00007fff77822c28 (__TEXT,__text) external _phFriNfc_MifareUL_iFndNdefCompIntReadOp
00007fff7782236c (__TEXT,__text) external _phFriNfc_MifareUL_iFndNdefCompReadOp
00007fff77821cf3 (__TEXT,__text) external _phFriNfc_MifareUL_iRead
00007fff77823245 (__TEXT,__text) external _phFriNfc_MifareUL_iRoNdefComp
00007fff7782336a (__TEXT,__text) external _phFriNfc_MifareUL_iRoNdefWriteCC
00007fff778233da (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorChk1
00007fff77823a10 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorChk2
00007fff77823705 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorRW1
00007fff77823788 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorRW2
00007fff7782345d (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorRd1
00007fff778234e8 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorRd2
00007fff778238e1 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorReset1
00007fff77823964 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorReset2
00007fff77823682 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorWrInit1
00007fff77823a68 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorWrInit2
00007fff77823553 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorWrite1
00007fff778235d6 (__TEXT,__text) external _phFriNfc_MifareUL_iSelSectorWrite2
00007fff778230e4 (__TEXT,__text) external _phFriNfc_MifareUL_iTermTlv
00007fff7782313f (__TEXT,__text) external _phFriNfc_MifareUL_iWrLenTlv
00007fff7782211b (__TEXT,__text) external _phFriNfc_MifareUL_iWrite
00007fff777f2fa6 (__TEXT,__text) external _phFriNfc_NDEF_Connect
00007fff777f2d2b (__TEXT,__text) external _phFriNfc_NDEF_Deinit
00007fff777f2be2 (__TEXT,__text) external _phFriNfc_NDEF_Init
00007fff777f2ef8 (__TEXT,__text) external _phFriNfc_NDEF_Reconnect
00007fff777f2c71 (__TEXT,__text) external _phFriNfc_NDEF_Reset
00007fff8691f360 (__DATA,__bss) non-external _phFriNfc_NDEF_Reset.dwDataCnt
00007fff777f2d78 (__TEXT,__text) external _phFriNfc_NDEF_SendData
00007fff8691f364 (__DATA,__bss) non-external _phFriNfc_NDEF_SendData.aMifSendBuf
00007fff7788a490 (__TEXT,__const) non-external _phFriNfc_NdefFunc
00007fff7781040a (__TEXT,__text) external _phFriNfc_NdefMap_EraseNdef
00007fff8691d03c (__DATA,__data) non-external _phFriNfc_NdefMap_EraseNdef.PacketDataLength
00007fff8691d038 (__DATA,__data) non-external _phFriNfc_NdefMap_EraseNdef.PktData
00007fff778100e8 (__TEXT,__text) external _phFriNfc_NdefMap_RdNdef
00007fff7780fe4a (__TEXT,__text) external _phFriNfc_NdefMap_Reset
00007fff77810060 (__TEXT,__text) external _phFriNfc_NdefMap_SetCompletionRoutine
00007fff777e8b6f (__TEXT,__text) external _phFriNfc_NdefRecord_Generate
00007fff777e8855 (__TEXT,__text) external _phFriNfc_NdefRecord_GetLength
00007fff777e83f7 (__TEXT,__text) external _phFriNfc_NdefRecord_GetRecords
00007fff777e880b (__TEXT,__text) external _phFriNfc_NdefRecord_NdefFlag
00007fff777e89a1 (__TEXT,__text) external _phFriNfc_NdefRecord_Parse
00007fff777e8aeb (__TEXT,__text) external _phFriNfc_NdefRecord_RecordFlag
00007fff777e86af (__TEXT,__text) external _phFriNfc_NdefRecord_RecordIDCheck
00007fff777e8b2d (__TEXT,__text) external _phFriNfc_NdefRecord_TypeNameFormat
00007fff777e92e9 (__TEXT,__text) external _phFriNfc_NdefReg_AddCb
00007fff777e9460 (__TEXT,__text) external _phFriNfc_NdefReg_DispatchPacket
00007fff777e94e3 (__TEXT,__text) external _phFriNfc_NdefReg_DispatchRecord
00007fff777e9548 (__TEXT,__text) external _phFriNfc_NdefReg_Process
00007fff777e923a (__TEXT,__text) external _phFriNfc_NdefReg_Reset
00007fff777e9385 (__TEXT,__text) external _phFriNfc_NdefReg_RmCb
00007fff777e9144 (__TEXT,__text) external _phFriNfc_NdefReg_Strncmp
00007fff777e9197 (__TEXT,__text) external _phFriNfc_NdefReg_Strnicmp
00007fff7788a440 (__TEXT,__const) non-external _phFriNfc_NdefReset
00007fff777f9d93 (__TEXT,__text) external _phFriNfc_NdefSmtCrd_Format
00007fff777f9ec9 (__TEXT,__text) external _phFriNfc_NdefSmtCrd_Process
00007fff777f9c16 (__TEXT,__text) external _phFriNfc_NdefSmtCrd_Reset
00007fff777f9d0b (__TEXT,__text) external _phFriNfc_NdefSmtCrd_SetCR
00007fff7781aa75 (__TEXT,__text) external _phFriNfc_OvrHal_CB_ConnectDisconnect
00007fff7781a912 (__TEXT,__text) external _phFriNfc_OvrHal_CB_Transceive
00007fff7781aad9 (__TEXT,__text) external _phFriNfc_OvrHal_Connect
00007fff7781a987 (__TEXT,__text) external _phFriNfc_OvrHal_Reconnect
00007fff7781a88e (__TEXT,__text) external _phFriNfc_OvrHal_SetComplInfo
00007fff7781a6a1 (__TEXT,__text) external _phFriNfc_OvrHal_Transceive
00007fff8691f4f8 (__DATA,__bss) non-external _phFriNfc_OvrHal_Transceive.mif_send_buf
00007fff777f9bc3 (__TEXT,__text) external _phFriNfc_SmtCrdFmt_HCrHandler
00007fff777f1a88 (__TEXT,__text) external _phFriNfc_T5T_CB_Transceive
00007fff777f2670 (__TEXT,__text) external _phFriNfc_T5T_ChkNdef
00007fff777f2b38 (__TEXT,__text) external _phFriNfc_T5T_ConvertToReadOnlyNdef
00007fff777f1dcf (__TEXT,__text) external _phFriNfc_T5T_H_CheckCCBytes
00007fff777f250b (__TEXT,__text) external _phFriNfc_T5T_H_Complete
00007fff777f1f77 (__TEXT,__text) external _phFriNfc_T5T_H_ProcessCheckNdef
00007fff8691f35e (__DATA,__bss) non-external _phFriNfc_T5T_H_ProcessCheckNdef.wNonNdefDataLength
00007fff8691f35c (__DATA,__bss) non-external _phFriNfc_T5T_H_ProcessCheckNdef.wPropNdefIndex
00007fff777f2458 (__TEXT,__text) external _phFriNfc_T5T_H_ProcessRdOnlyNdef
00007fff777f1afd (__TEXT,__text) external _phFriNfc_T5T_H_ProcessReadNdef
00007fff777f131c (__TEXT,__text) external _phFriNfc_T5T_H_ProcessWriteNdef
00007fff777f17c0 (__TEXT,__text) external _phFriNfc_T5T_H_ReadWrite
00007fff777f19c9 (__TEXT,__text) external _phFriNfc_T5T_Process
00007fff777f272a (__TEXT,__text) external _phFriNfc_T5T_RdNdef
00007fff777f1ccd (__TEXT,__text) external _phFriNfc_T5T_ReadRemainingInMultiple
00007fff777f28ed (__TEXT,__text) external _phFriNfc_T5T_WrNdef
00007fff8691a5b0 (__DATA,__data) non-external _phFriNfc_T5T_WrNdef.aPacketData
00007fff8691a5b4 (__DATA,__data) non-external _phFriNfc_T5T_WrNdef.dwPktDataLength
00007fff77857f6c (__TEXT,__text) external _phFriNfc_TopazDynamicMap_ChkNdef
00007fff778585af (__TEXT,__text) external _phFriNfc_TopazDynamicMap_ConvertToReadOnly
00007fff8691e9a0 (__DATA,__data) non-external _phFriNfc_TopazDynamicMap_ConvertToReadOnly.bCcReadOnlyByte
00007fff77858902 (__TEXT,__text) external _phFriNfc_TopazDynamicMap_Process
00007fff778581b5 (__TEXT,__text) external _phFriNfc_TopazDynamicMap_RdNdef
00007fff77858771 (__TEXT,__text) external _phFriNfc_TopazDynamicMap_WrNdef
00007fff8691e9a1 (__DATA,__data) non-external _phFriNfc_TopazDynamicMap_WrNdef.aPacketData
00007fff8691e9a4 (__DATA,__data) non-external _phFriNfc_TopazDynamicMap_WrNdef.dwPktDataLength
