00007ffc0dba54ba (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc0db6075e (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffc0db6140a (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffc0db616ba (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffc0db616ca (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffc0db61892 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffc0db61d44 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffc0db61e10 (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffc0db61e4c (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffc0db5e007 (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffc0db5e1ed (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffc0db5e21c (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffc0db5e233 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffc0db5e24a (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffc0db6124d (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffc0db6131f (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffc0db6134d (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffc0db61b98 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffc0db61c5d (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffc0db61c09 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffc0db61c13 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffc0db60b7a (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffc0db60c9f (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffc0db60b83 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffc0db60c1b (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffc0db60c43 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffc0db40301 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffc0db402d7 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffc0db3f6a4 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffc0db35d72 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffc0db527b8 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffc0db35d4a (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffc0db35d39 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffc0db35d1a (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffc0db5279c (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffc0db41e72 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffc0db41e4b (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffc0dbaf5e5 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffc0dbaf5be (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffc0db44dc8 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffc0db44da1 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffc0db469dc (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffc0db46a03 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffc0db5141c (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffc0db513f5 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffc0db5265d (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffc0db526a5 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffc0dbaf60c (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffc0dbafa23 (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffc0dbafb97 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffc0dbb023b (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffc0dbb01e5 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffc0dbb0298 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffc0dbb01d5 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffc0dbafed7 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffc0dbb048f (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffc0dbafe3b (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffc0dbaffc6 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffc0db5d2d3 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffc0db5d2ab (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffc0db5de48 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffc0db5dfef (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffc0db66c26 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffc0db65674 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffc0db655a9 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffc0db65361 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffc0db64bf0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffc0db645e8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffc0db64984 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffc0db52749 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffc0db526e4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffc0db70ab8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffc0db547cf (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffc0db70ac2 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffc0db70acc (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffc0db70ae8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffc0db46e8e (__TEXT,__text) non-external _RNG
00007ffc0dbabd55 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffc0dbabb7a (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffc0dbabbd4 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffc0db3be64 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffc0db3bcf8 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffc0db3bdeb (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffc0db47907 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffc0db8e354 (__TEXT,__text) non-external _SemInit
00007ffc0dbad32f (__TEXT,__text) non-external _SemInit
00007ffc0db4d0c1 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc0db564e4 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc0db63f77 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc0db81f3c (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc0db55cf9 (__TEXT,__text) non-external _SharedArrayPush
00007ffc0dbad236 (__TEXT,__text) non-external _SharedArrayPush
00007ffc0db561ab (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffc0db5598a (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffc0db55e5e (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffc0db55df2 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffc0db55e70 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffc0db5624f (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffc0db56662 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffc0db5663c (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffc0db565f6 (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffc0db5669a (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffc0db5c9b7 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffc0db5cabb (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffc0db5c9a3 (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffc0db5cfbb (__TEXT,__text) non-external _StringTableCmp
00007ffc0db5c8a1 (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffc0db5c974 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffc0db5cf40 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffc0db5ce33 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffc0db5cfb3 (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffc0db5cba3 (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffc0db62fc9 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffc0db63ad0 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffc0db642ae (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffc0db64089 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffc0db641aa (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffc0dbaa89c (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffc0dbaad0b (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffc0dbab05a (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffc0dbab17b (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffc0dbab24f (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffc0db35bab (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffc0db35b30 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffc401efdd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffc0db3b9c0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffc0db3b9e0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffc0db708b1 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffc0db4f1be (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffc0db4e66a (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffc0db3be80 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffc0db3c00d (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffc0db3d32a (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffc0db3bfac (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffc0db61f44 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffc0db6299c (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffc0db7dbb8 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffc0db6bfa5 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffc0db6c1af (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffc0db6bf2b (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffc0db6bcb0 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffc0db3e63d (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffc0db3f038 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffc0dbabd71 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffc0dbac51c (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffc0dba3877 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffc0db8460b (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffc0db57d44 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffc0dba89d9 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffc0dba89e6 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffc0dba8b29 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffc0dba88a5 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffc0db851ac (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffc0dbaa880 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffc0dba9fd0 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffc0dbaa074 (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffc0dba9f12 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffc0dba9da3 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffc0db99867 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffc0db98720 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffc0db98ce6 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffc0db98ba4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffc0db83d17 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffc0db83641 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffc0db84319 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffc0db82edc (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffc0db82949 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffc0db83211 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffc0db844bb (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffc0db825b0 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffc0db827e8 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffc0db84440 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffc0db82920 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffc0db967da (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffc0db95b90 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffc0db96068 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffc0db95f30 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffc0dba05d6 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffc0dba0835 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffc0dba06fc (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffc0db7d4ef (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffc0dba3d46 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffc0dba38db (__TEXT,__text) non-external _aaFileStreamClose
00007ffc0dba3d87 (__TEXT,__text) non-external _aaFileStreamFlush
00007ffc0dba38af (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffc0dba3c62 (__TEXT,__text) non-external _aaFileStreamPRead
00007ffc0dba3cd4 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffc0dba3b8e (__TEXT,__text) non-external _aaFileStreamRead
00007ffc0dba3d53 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffc0dba3d6e (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffc0dba3bf8 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffc0db93ca9 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffc0db9400c (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffc0db942bf (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffc0db92780 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffc0db92f51 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffc0db72cac (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffc0db72be8 (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffc0db7287f (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffc0db72b10 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffc0db72b1d (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffc0db72b2a (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffc0db72b4e (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffc0db72b3c (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffc0dba44d8 (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffc0dba43c9 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffc0dba43ec (__TEXT,__text) non-external _aaMagicStreamRead
00007ffc0dba9508 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffc0dba41fc (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffc0dba41c3 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffc0dba421f (__TEXT,__text) non-external _aaSharedBufferRead
00007ffc0dba41f2 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffc0dba47d2 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffc0dba45c2 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffc0dba46c1 (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffc0dba45cf (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffc0dba390b (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffc0db9a398 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffc0db79c26 (__TEXT,__text) non-external _add_control
00007ffc0db422a0 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffc0db41f28 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffc0db59424 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffc0db582c7 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffc0db57fc7 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffc0db57f45 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffc0db5abcf (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffc0db5a45b (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffc0db42215 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffc0db41f44 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffc0db41eaa (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffc0db41fec (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffc0db597ee (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffc0db596ba (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffc0db59661 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffc0db777cd (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffc0db768e0 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffc0db46a2c (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffc0db4249c (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffc0db43654 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffc0db42488 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffc0db4a6a9 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffc0db49734 (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffc0db4976e (__TEXT,__text) non-external _aeaInputStreamClose
00007ffc0db49934 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffc0db49eef (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffc0db49522 (__TEXT,__text) non-external _aeaInputStreamRead
00007ffc0db51fd9 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffc0dbb5e10 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffc0db42146 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffc0db4c292 (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffc0db4c2ae (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffc0db4cacd (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffc0db4cfb3 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffc0db4ab23 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffc0db4aff7 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffc0db4c032 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffc0db4b950 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffc0db5ab39 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffc0db41e9c (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffc0db4216c (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffc0db4ec80 (__TEXT,__text) non-external _afStreamCancel
00007ffc0db4eaef (__TEXT,__text) non-external _afStreamClose
00007ffc0db4ef96 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffc0db4ec92 (__TEXT,__text) non-external _afStreamWrite
00007ffc0dba723e (__TEXT,__text) non-external _afscStreamCancel
00007ffc0dba6cde (__TEXT,__text) non-external _afscStreamClose
00007ffc0dba7689 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffc0dba492a (__TEXT,__text) non-external _afscStreamOpen
00007ffc0dba7250 (__TEXT,__text) non-external _afscStreamWrite
00007ffc0db986d4 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffc0db98699 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffc0db98653 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffc0db3876f (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffc0db704af (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffc0db9503b (__TEXT,__text) non-external _append_field
00007ffc0db91b73 (__TEXT,__text) non-external _applyEntryAttributes
00007ffc0db6fe0c (__TEXT,__text) non-external _applyYEC
00007ffc0db6acec (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffc0db6afee (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffc0db3ddb3 (__TEXT,__text) non-external _asyncContext
00007ffc0db579e9 (__TEXT,__text) non-external _asyncContext
00007ffc0db3e0b9 (__TEXT,__text) non-external _asyncProgress
00007ffc0db57d0a (__TEXT,__text) non-external _asyncProgress
00007ffc0db3e0a1 (__TEXT,__text) non-external _asyncSelect
00007ffc0db5fb55 (__TEXT,__text) non-external _bestMatchInRange
00007ffc0db72e57 (__TEXT,__text) non-external _blockGetFromCache
00007ffc0db72d0b (__TEXT,__text) non-external _blockReader
00007ffc0db72fa9 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffc0db74b14 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffc0db75424 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffc0db75d9b (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffc0db75280 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffc0db7568d (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffc0db756fb (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffc0db74d2d (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffc0db74b67 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffc0db75097 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffc0db75221 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffc0dbb0d48 (__TEXT,__text) non-external _cacheData
                 (undefined) external _calloc (from libSystem)
00007ffc0db3d304 (__TEXT,__text) non-external _cancelProc
00007ffc0db62976 (__TEXT,__text) non-external _cancelProc
00007ffc0db6e816 (__TEXT,__text) non-external _cancelProc
00007ffc0db7f964 (__TEXT,__text) non-external _cancelProc
00007ffc0db81c6f (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
