00007ff843adf990 (__DATA,__data) external _NDR_record
00007ff801ea96ec (__TEXT,__text) external _clock_alarm_reply
00007ff801ea9752 (__TEXT,__text) external _clock_get_attributes
00007ff801e9501f (__TEXT,__text) external _clock_get_time
00007ff801ea95c6 (__TEXT,__text) external _clock_set_attributes
00007ff801ea94e3 (__TEXT,__text) external _clock_set_time
00007ff801e9a86b (__TEXT,__text) external _clock_sleep
00007ff801e90bb8 (__TEXT,__text) external _clock_sleep_trap
00007ff801e98c5b (__TEXT,__text) external _clonefile
00007ff801e94a10 (__TEXT,__text) external _clonefileat
00007ff801e91590 (__TEXT,__text) external _close
00007ff801e91f90 (__TEXT,__text) external _close$NOCANCEL
00007ff801ea642a (__TEXT,__text) external _coalition_create
00007ff801ea64a7 (__TEXT,__text) external _coalition_info_debug_info
00007ff801ea647b (__TEXT,__text) external _coalition_info_resource_usage
00007ff801ea64ff (__TEXT,__text) external _coalition_info_set_efficiency
00007ff801ea64d3 (__TEXT,__text) external _coalition_info_set_name
00007ff801ea6533 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff801e9bce0 (__TEXT,__text) external _coalition_policy_get
00007ff801e9bcf8 (__TEXT,__text) external _coalition_policy_set
00007ff801ea645a (__TEXT,__text) external _coalition_reap
00007ff801ea6439 (__TEXT,__text) external _coalition_terminate
00007ff801e94220 (__TEXT,__text) external _connect
00007ff801e940a8 (__TEXT,__text) external _connect$NOCANCEL
00007ff801e94268 (__TEXT,__text) external _connectx
00007ff801e921a0 (__TEXT,__text) external _csops
00007ff801e91284 (__TEXT,__text) external _csops_audittoken
00007ff801e91339 (__TEXT,__text) external _csr_check
00007ff801e97c41 (__TEXT,__text) external _csr_get_active_config
00007ff801e90c54 (__TEXT,__text) external _debug_control_port_for_pid
00007ff801ea66ec (__TEXT,__text) external _debug_syscall_reject
00007ff801ea65f3 (__TEXT,__text) external _debug_syscall_reject_config
00007ff843adf988 (__DATA,__data) external _denap_boost_assertion_token
00007ff801e9bd10 (__TEXT,__text) external _disconnectx
00007ff801e95e0d (__TEXT,__text) non-external _do_compat
00007ff801e942c8 (__TEXT,__text) external _dup
00007ff801e97970 (__TEXT,__text) external _dup2
00007ff84008dc30 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff84008dac0 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff84008de30 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff84008db00 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff84008dc00 (__DATA_CONST,__const) non-external _err_codes_io
00007ff84008e7e0 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
00007ff84008e410 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00007ff801ebb1a0 (__TEXT,__const) non-external _err_codes_iokit_common_map
00007ff84008e6a0 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
00007ff801ebb1e0 (__TEXT,__const) non-external _err_codes_iokit_fw_map
00007ff84008e5c0 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00007ff801ebb1b0 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00007ff84008d6a0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff84008e2a0 (__DATA_CONST,__const) non-external _err_codes_libkern_common
00007ff84008e310 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00007ff84008e2b0 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00007ff84008de00 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff84008e210 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff84008e180 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff84008e0c0 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff84008ddd0 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff84008e080 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff84008db20 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff84008daa0 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff84008db70 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff84008e030 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff84008dfd0 (__DATA_CONST,__const) non-external _err_codes_send
00007ff84008dd40 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff84008db40 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff84008db38 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff84008d870 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff84008dc80 (__DATA_CONST,__const) non-external _err_codes_us
00007ff84008de70 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff84008e260 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
00007ff84008df60 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff84008d4c0 (__DATA_CONST,__const) non-external _err_iokit_sub
00007ff801ebb190 (__TEXT,__const) non-external _err_iokit_sub_map
00007ff84008d2f0 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff84008d440 (__DATA_CONST,__const) non-external _err_libkern_sub
00007ff84008d370 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff84008cfd0 (__DATA_CONST,__const) non-external _err_os_sub
00007ff84008d070 (__DATA_CONST,__const) non-external _err_server_sub
00007ff801ebb160 (__TEXT,__const) non-external _err_us_sub
00007ff84008d3f0 (__DATA_CONST,__const) non-external _err_vm_sub
00007ff8438d7c90 (__DATA_DIRTY,__common) external _errno
00007ff801eb88bb (__TEXT,__text) external _etap_trace_thread
00007ff801eaa2b6 (__TEXT,__text) external _exc_server
00007ff801ea9f8f (__TEXT,__text) external _exc_server_routine
00007ff801ea99d4 (__TEXT,__text) external _exception_raise
00007ff801ea9b0f (__TEXT,__text) external _exception_raise_state
00007ff801ea9d44 (__TEXT,__text) external _exception_raise_state_identity
00007ff801e9ab00 (__TEXT,__text) external _exchangedata
00007ff801e9f4a5 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff801e9f4ce (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
00007ff801e9f47d (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff801e9f454 (__TEXT,__text) external _exclaves_boot
00007ff801e9f27c (__TEXT,__text) external _exclaves_endpoint_call
00007ff801e9f366 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff801e9f338 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff801e9f5a4 (__TEXT,__text) external _exclaves_indicator_min_on_time
00007ff801e9f3a1 (__TEXT,__text) external _exclaves_launch_conclave
00007ff801e9f3d4 (__TEXT,__text) external _exclaves_lookup_service
00007ff801e9f395 (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff801e9f39b (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff801e9f38f (__TEXT,__text) external _exclaves_named_buffer_create
00007ff801e9f631 (__TEXT,__text) external _exclaves_notification_create
00007ff801e9f30f (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff801e9f2e1 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff801e9f4f8 (__TEXT,__text) external _exclaves_sensor_create
00007ff801e9f523 (__TEXT,__text) external _exclaves_sensor_start
00007ff801e9f579 (__TEXT,__text) external _exclaves_sensor_status
00007ff801e9f54e (__TEXT,__text) external _exclaves_sensor_stop
00007ff801e97944 (__TEXT,__text) external _execve
00007ff843adfa10 (__DATA,__bss) non-external _execve_with_filter
00007ff801e9bd28 (__TEXT,__text) external _faccessat
00007ff801e9bd40 (__TEXT,__text) external _fchdir
00007ff801e94fb8 (__TEXT,__text) external _fchflags
00007ff801e9433a (__TEXT,__text) external _fchmod
00007ff801e9bd58 (__TEXT,__text) external _fchmodat
00007ff801e9530c (__TEXT,__text) external _fchown
00007ff801e9bd70 (__TEXT,__text) external _fchownat
00007ff801e9bd88 (__TEXT,__text) external _fclonefileat
00007ff801e91374 (__TEXT,__text) external _fcntl
00007ff801e93e71 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff801e9bda0 (__TEXT,__text) external _fdatasync
00007ff801e96ca0 (__TEXT,__text) external _ffsctl
00007ff801e93858 (__TEXT,__text) external _fgetattrlist
00007ff801e942b0 (__TEXT,__text) external _fgetxattr
00007ff801e9bdb8 (__TEXT,__text) external _fhopen
00007ff801e95988 (__TEXT,__text) external _fileport_makefd
00007ff801e95b3c (__TEXT,__text) external _fileport_makeport
00007ff801e9aa78 (__TEXT,__text) external _flistxattr
00007ff801e93c6c (__TEXT,__text) external _flock
00007ff801e9bdd0 (__TEXT,__text) external _fmount
00007ff801e9bde8 (__TEXT,__text) external _fpathconf
00007ff801e9efa8 (__TEXT,__text) non-external _fprintf_stderr
00007ff801e9be00 (__TEXT,__text) external _freadlink
00007ff801e9be18 (__TEXT,__text) external _fremovexattr
00007ff801ea6567 (__TEXT,__text) external _fs_snapshot_create
00007ff801ea6581 (__TEXT,__text) external _fs_snapshot_delete
00007ff801e97882 (__TEXT,__text) external _fs_snapshot_list
00007ff801ea65de (__TEXT,__text) external _fs_snapshot_mount
00007ff801ea6598 (__TEXT,__text) external _fs_snapshot_rename
00007ff801ea65b0 (__TEXT,__text) external _fs_snapshot_revert
00007ff801ea65c7 (__TEXT,__text) external _fs_snapshot_root
00007ff801e93840 (__TEXT,__text) external _fsctl
00007ff801e952f4 (__TEXT,__text) external _fsetattrlist
00007ff801e94e68 (__TEXT,__text) external _fsetxattr
00007ff801e938c8 (__TEXT,__text) external _fsgetpath
00007ff801e9be30 (__TEXT,__text) external _fsgetpath_ext
00007ff801e9be48 (__TEXT,__text) external _fstat
00007ff801e91324 (__TEXT,__text) external _fstat$INODE64
00007ff801e91324 (__TEXT,__text) external _fstat64
00007ff801e9be60 (__TEXT,__text) external _fstatat
00007ff801e93910 (__TEXT,__text) external _fstatat$INODE64
00007ff801e93910 (__TEXT,__text) external _fstatat64
00007ff801e9a380 (__TEXT,__text) external _fstatfs
00007ff801e9224c (__TEXT,__text) external _fstatfs$INODE64
00007ff801e9224c (__TEXT,__text) external _fstatfs64
00007ff801ea2260 (__TEXT,__text) external _fstatfs_ext
00007ff801e93940 (__TEXT,__text) external _fsync
00007ff801e9b340 (__TEXT,__text) external _fsync$NOCANCEL
00007ff801e9368c (__TEXT,__text) external _ftruncate
00007ff801ea1c72 (__TEXT,__text) external _futimens
00007ff801e94fd0 (__TEXT,__text) external _futimes
00007ff843adf790 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff801e912dc (__TEXT,__text) external _getattrlist
00007ff801e9be78 (__TEXT,__text) external _getattrlistat
00007ff801e936bc (__TEXT,__text) external _getattrlistbulk
00007ff801ea9269 (__TEXT,__text) external _getaudit
00007ff801e92798 (__TEXT,__text) external _getaudit_addr
00007ff801e9be90 (__TEXT,__text) external _getauid
00007ff801e9bea8 (__TEXT,__text) external _getdirentries
00007ff801e9bec0 (__TEXT,__text) external _getdirentriesattr
00007ff801e97cc0 (__TEXT,__text) external _getdtablesize
00007ff801e92188 (__TEXT,__text) external _getegid
00007ff801e90ef8 (__TEXT,__text) external _getentropy
00007ff801e91b70 (__TEXT,__text) external _geteuid
00007ff801e9bed8 (__TEXT,__text) external _getfh
00007ff801e9bef0 (__TEXT,__text) external _getfsstat
00007ff801e92fb8 (__TEXT,__text) external _getfsstat$INODE64
00007ff801e92fb8 (__TEXT,__text) external _getfsstat64
00007ff801e93e2c (__TEXT,__text) external _getgid
00007ff801e95324 (__TEXT,__text) external _getgroups
00007ff801e95122 (__TEXT,__text) external _gethostuuid
00007ff801e9443f (__TEXT,__text) external _getiopolicy_np
00007ff801e9bf08 (__TEXT,__text) external _getitimer
00007ff801e94324 (__TEXT,__text) external _getpeername
00007ff801e99000 (__TEXT,__text) external _getpgid
00007ff801e9792c (__TEXT,__text) external _getpgrp
00007ff801e90f1c (__TEXT,__text) external _getpid
00007ff801e95b84 (__TEXT,__text) external _getppid
00007ff801e9780c (__TEXT,__text) external _getpriority
00007ff801e92774 (__TEXT,__text) external _getrlimit
00007ff801e96b58 (__TEXT,__text) external _getrusage
00007ff801e9b358 (__TEXT,__text) external _getsgroups_np
00007ff801e9bf20 (__TEXT,__text) external _getsid
00007ff801e96cb8 (__TEXT,__text) external _getsockname
00007ff801e94280 (__TEXT,__text) external _getsockopt
00007ff801e92158 (__TEXT,__text) external _getuid
00007ff801e9b370 (__TEXT,__text) external _getwgroups_np
00007ff801e93248 (__TEXT,__text) external _getxattr
00007ff801e9bf38 (__TEXT,__text) external _grab_pgo_data
00007ff801e9bf50 (__TEXT,__text) external _graftdmg
00007ff801e93928 (__TEXT,__text) external _guarded_close_np
00007ff801e995f8 (__TEXT,__text) external _guarded_kqueue_np
00007ff801e9f061 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff801e9371a (__TEXT,__text) external _guarded_open_np
00007ff801e937dc (__TEXT,__text) external _guarded_pwrite_np
00007ff801e96f20 (__TEXT,__text) external _guarded_write_np
00007ff801e9bf68 (__TEXT,__text) external _guarded_writev_np
00007ff801ec0870 (__TEXT,__cstring) non-external _hex
00007ff801e9f114 (__TEXT,__text) external _host_check_multiuser_mode
00007ff801e919ce (__TEXT,__text) external _host_create_mach_voucher
00007ff801e90bc4 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff801eaa767 (__TEXT,__text) external _host_default_memory_manager
00007ff801eabc84 (__TEXT,__text) external _host_get_UNDServer
00007ff801e9f0fd (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff801eaa324 (__TEXT,__text) external _host_get_boot_info
00007ff801eaacee (__TEXT,__text) external _host_get_clock_control
00007ff801e9563e (__TEXT,__text) external _host_get_clock_service
00007ff801eab35e (__TEXT,__text) external _host_get_exception_ports
00007ff801eac6a4 (__TEXT,__text) external _host_get_io_main
00007ff801e93956 (__TEXT,__text) external _host_get_io_master
00007ff801e9f10e (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff801e916a8 (__TEXT,__text) external _host_get_special_port
00007ff801e94a28 (__TEXT,__text) external _host_info
00007ff801eac194 (__TEXT,__text) external _host_kernel_version
00007ff801eacd4e (__TEXT,__text) external _host_lockgroup_info
00007ff801e9f260 (__TEXT,__text) external _host_page_size
00007ff801eaa593 (__TEXT,__text) external _host_priv_statistics
00007ff801eac561 (__TEXT,__text) external _host_processor_info
00007ff801eaba77 (__TEXT,__text) external _host_processor_set_priv
00007ff801eab95e (__TEXT,__text) external _host_processor_sets
00007ff801eaabd5 (__TEXT,__text) external _host_processors
00007ff801eaa4b0 (__TEXT,__text) external _host_reboot
00007ff801ead231 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff801ead386 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff801e92536 (__TEXT,__text) external _host_request_notification
00007ff801eabf14 (__TEXT,__text) external _host_security_create_task_token
00007ff801eac088 (__TEXT,__text) external _host_security_set_task_token
00007ff801e9fbd6 (__TEXT,__text) external _host_self
00007ff801e90a74 (__TEXT,__text) external _host_self_trap
00007ff801eabb9b (__TEXT,__text) external _host_set_UNDServer
00007ff801ead4c8 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff801eab25e (__TEXT,__text) external _host_set_exception_ports
00007ff801ead75b (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff801eab166 (__TEXT,__text) external _host_set_special_port
00007ff801e990c2 (__TEXT,__text) external _host_statistics
00007ff801e98a5a (__TEXT,__text) external _host_statistics64
00007ff801eab5cf (__TEXT,__text) external _host_swap_exception_ports
00007ff801eac8c5 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff801e9c6e8 (__TEXT,__text) external _i386_get_ldt
00007ff801e9c6fc (__TEXT,__text) external _i386_set_ldt
00007ff843adf970 (__DATA,__data) external _important_boost_assertion_token
00007ff84008f210 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff801e9ef13 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff843adf960 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff801e9ee7e (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff843adf958 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff801e9ede9 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff843adf950 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff801e94168 (__TEXT,__text) external _ioctl
00007ff801e90890 (__TEXT,__text) external _issetugid
00007ff843adf9f8 (__DATA,__bss) non-external _kAccountingThreshold
00007ff801e9bf80 (__TEXT,__text) external _kas_info
00007ff801e90782 (__TEXT,__text) external _kdebug_is_enabled
00007ff801ea68dd (__TEXT,__text) external _kdebug_signpost
00007ff801e990b4 (__TEXT,__text) external _kdebug_signpost_end
00007ff801e99025 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff801e99018 (__TEXT,__text) external _kdebug_signpost_start
00007ff801ea6873 (__TEXT,__text) external _kdebug_timestamp
00007ff801ea68a7 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff801ea68c1 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff801e90837 (__TEXT,__text) external _kdebug_trace
00007ff801e92d80 (__TEXT,__text) external _kdebug_trace_string
00007ff801e907cf (__TEXT,__text) external _kdebug_typefilter
00007ff8438d7c48 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00007ff801ea6860 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff801e95818 (__TEXT,__text) external _kevent
00007ff801e9a540 (__TEXT,__text) external _kevent64
00007ff801e922c4 (__TEXT,__text) external _kevent_id
00007ff801e922ac (__TEXT,__text) external _kevent_qos
00007ff801eabd8a (__TEXT,__text) external _kext_request
00007ff801e9735f (__TEXT,__text) external _kill
00007ff801eab001 (__TEXT,__text) external _kmod_control
00007ff801eaae0c (__TEXT,__text) external _kmod_create
00007ff801eaaf1e (__TEXT,__text) external _kmod_destroy
00007ff801eac7ac (__TEXT,__text) external _kmod_get_info
00007ff801ea9311 (__TEXT,__text) external _kpersona_alloc
00007ff801ea936d (__TEXT,__text) external _kpersona_dealloc
00007ff801ea9400 (__TEXT,__text) external _kpersona_find
00007ff801ea9484 (__TEXT,__text) external _kpersona_find_by_type
00007ff801e93dfd (__TEXT,__text) external _kpersona_get
00007ff801ea939e (__TEXT,__text) external _kpersona_getpath
00007ff801e93bf2 (__TEXT,__text) external _kpersona_info
00007ff801ea933f (__TEXT,__text) external _kpersona_palloc
00007ff801ea93cf (__TEXT,__text) external _kpersona_pidinfo
00007ff801e95800 (__TEXT,__text) external _kqueue
00007ff801e9533c (__TEXT,__text) external _lchown
00007ff801e9bf98 (__TEXT,__text) external _ledger
00007ff801e944cc (__TEXT,__text) external _link
00007ff801e9bfb0 (__TEXT,__text) external _linkat
00007ff801e9bfc8 (__TEXT,__text) external _lio_listio
00007ff801e978b8 (__TEXT,__text) external _listen
00007ff801e936d4 (__TEXT,__text) external _listxattr
00007ff801eb45c3 (__TEXT,__text) external _lock_set_create
00007ff801eb46e5 (__TEXT,__text) external _lock_set_destroy
00007ff801ea2525 (__TEXT,__text) external _log_data_as_kernel
00007ff801e91ff0 (__TEXT,__text) external _lseek
00007ff801e9a21c (__TEXT,__text) external _lstat
00007ff801e97e3c (__TEXT,__text) external _lstat$INODE64
00007ff801e97e3c (__TEXT,__text) external _lstat64
00007ff801e90eae (__TEXT,__text) external _mach_absolute_time
00007ff801e91ed6 (__TEXT,__text) external _mach_approximate_time
00007ff801ea145a (__TEXT,__text) external _mach_boottime_usec
00007ff801e96896 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff801e90e90 (__TEXT,__text) external _mach_continuous_time
00007ff801e9f1db (__TEXT,__text) external _mach_error
00007ff843adf9a8 (__DATA,__common) external _mach_error_full_diag
00007ff801e95c9c (__TEXT,__text) external _mach_error_string
00007ff801e95cb4 (__TEXT,__text) non-external _mach_error_string_int
00007ff801e9f11b (__TEXT,__text) external _mach_error_type
00007ff801eba7b0 (__TEXT,__text) external _mach_eventlink_associate
00007ff801eba5a4 (__TEXT,__text) external _mach_eventlink_create
00007ff801eba6e5 (__TEXT,__text) external _mach_eventlink_destroy
00007ff801eba8bb (__TEXT,__text) external _mach_eventlink_disassociate
00007ff801ea1bfb (__TEXT,__text) external _mach_eventlink_signal
00007ff801ea1c3e (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff801ea1c0a (__TEXT,__text) external _mach_eventlink_wait_until
00007ff801e90b10 (__TEXT,__text) external _mach_generate_activity_id
00007ff801e92460 (__TEXT,__text) external _mach_get_times
00007ff801e916a3 (__TEXT,__text) external _mach_host_self
00007ff801e9da0f (__TEXT,__text) external _mach_host_special_port_description
00007ff84008ce30 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff801e9da51 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff843adf7d0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff801e95511 (__TEXT,__text) external _mach_init
00007ff8438d7c30 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00007ff801e9552e (__TEXT,__text) non-external _mach_init_doit
00007ff801eb10b1 (__TEXT,__text) external _mach_make_memory_entry
00007ff801e91d5b (__TEXT,__text) external _mach_make_memory_entry_64
00007ff801eba36b (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff801eba4a8 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff801eba246 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff801ead5ab (__TEXT,__text) external _mach_memory_info
00007ff801eac41b (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff801eacc08 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff801e90e28 (__TEXT,__text) external _mach_msg
00007ff801e9f6b1 (__TEXT,__text) external _mach_msg2_internal
00007ff843adf9ec (__DATA,__bss) non-external _mach_msg2_supported
00007ff801e90b40 (__TEXT,__text) external _mach_msg2_trap
00007ff801e917ca (__TEXT,__text) external _mach_msg_destroy
00007ff801e91908 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff801e97985 (__TEXT,__text) external _mach_msg_overwrite
00007ff801e9f896 (__TEXT,__text) non-external _mach_msg_overwrite_call_trap
00007ff801e90a8c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff801e9fa00 (__TEXT,__text) external _mach_msg_priority_encode
00007ff801e9f9f6 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff801e9fa3a (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff801e9fa49 (__TEXT,__text) external _mach_msg_priority_qos
00007ff801e9fa58 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff801e9aa8e (__TEXT,__text) external _mach_msg_receive
00007ff801e944a3 (__TEXT,__text) external _mach_msg_send
00007ff801e97025 (__TEXT,__text) external _mach_msg_server
00007ff801e97c79 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff801e9f9f0 (__TEXT,__text) external _mach_msg_server_importance
00007ff801e99b34 (__TEXT,__text) external _mach_msg_server_once
00007ff801e90a80 (__TEXT,__text) external _mach_msg_trap
00007ff801eb2070 (__TEXT,__text) external _mach_notify_dead_name
00007ff801eb1fc5 (__TEXT,__text) external _mach_notify_no_senders
00007ff801eb1f13 (__TEXT,__text) external _mach_notify_port_deleted
00007ff801eb1f73 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff801eb2025 (__TEXT,__text) external _mach_notify_send_once
00007ff801e9262e (__TEXT,__text) external _mach_port_allocate
00007ff801ea8e62 (__TEXT,__text) external _mach_port_allocate_full
00007ff801ea8e45 (__TEXT,__text) external _mach_port_allocate_name
00007ff801ea8e5d (__TEXT,__text) external _mach_port_allocate_qos
00007ff801ea904c (__TEXT,__text) external _mach_port_assert_attributes
00007ff801e91a2d (__TEXT,__text) external _mach_port_construct
00007ff801e91b85 (__TEXT,__text) external _mach_port_deallocate
00007ff801e9511c (__TEXT,__text) external _mach_port_destroy
00007ff801e92041 (__TEXT,__text) external _mach_port_destruct
00007ff801ea8fb8 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff801e93602 (__TEXT,__text) external _mach_port_extract_member
00007ff801e98db5 (__TEXT,__text) external _mach_port_extract_right
00007ff801e92be3 (__TEXT,__text) external _mach_port_get_attributes
00007ff801e94e7e (__TEXT,__text) external _mach_port_get_context
00007ff801e9348c (__TEXT,__text) external _mach_port_get_refs
00007ff801ea9047 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff801e9a712 (__TEXT,__text) external _mach_port_get_set_status
00007ff801ea8e6c (__TEXT,__text) external _mach_port_get_srights
00007ff801e92fe6 (__TEXT,__text) external _mach_port_guard
00007ff801ea9038 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff801e92672 (__TEXT,__text) external _mach_port_insert_member
00007ff801e927de (__TEXT,__text) external _mach_port_insert_right
00007ff801ea9042 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff801ea8fbd (__TEXT,__text) external _mach_port_kernel_object
00007ff801ea8feb (__TEXT,__text) external _mach_port_kobject
00007ff801ea8ff0 (__TEXT,__text) external _mach_port_kobject_description
00007ff801e9106d (__TEXT,__text) external _mach_port_mod_refs
00007ff801e94bff (__TEXT,__text) external _mach_port_move_member
00007ff801ea8e39 (__TEXT,__text) external _mach_port_names
00007ff801ea8e4c (__TEXT,__text) external _mach_port_peek
00007ff801ea8e40 (__TEXT,__text) external _mach_port_rename
00007ff801e92323 (__TEXT,__text) external _mach_port_request_notification
00007ff801e92c44 (__TEXT,__text) external _mach_port_set_attributes
00007ff801e9a622 (__TEXT,__text) external _mach_port_set_context
00007ff801ea8e51 (__TEXT,__text) external _mach_port_set_mscount
00007ff801ea8e56 (__TEXT,__text) external _mach_port_set_seqno
00007ff801ea8e76 (__TEXT,__text) external _mach_port_space_basic_info
00007ff801ea8e71 (__TEXT,__text) external _mach_port_space_info
00007ff801ea903d (__TEXT,__text) external _mach_port_swap_guard
00007ff801e92e0e (__TEXT,__text) external _mach_port_type
00007ff801ea8ff5 (__TEXT,__text) external _mach_port_unguard
00007ff801e9a398 (__TEXT,__text) external _mach_ports_lookup
00007ff801ea155d (__TEXT,__text) non-external _mach_ports_lookup_legacy
00007ff801e96b6e (__TEXT,__text) external _mach_ports_register
00007ff801ea14a1 (__TEXT,__text) non-external _mach_ports_register_legacy
00007ff801e90a50 (__TEXT,__text) external _mach_reply_port
00007ff801e9ff05 (__TEXT,__text) external _mach_right_recv_construct
00007ff801e9ffb2 (__TEXT,__text) external _mach_right_recv_destruct
00007ff801ea0013 (__TEXT,__text) external _mach_right_send_create
00007ff801ea00f0 (__TEXT,__text) external _mach_right_send_once_consume
00007ff801ea00a2 (__TEXT,__text) external _mach_right_send_once_create
00007ff801e944e1 (__TEXT,__text) external _mach_right_send_release
00007ff801ea0055 (__TEXT,__text) external _mach_right_send_retain
00007ff801ea8ed1 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff801ea8f62 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff801ea1468 (__TEXT,__text) external _mach_task_is_self
00007ff801e9ff00 (__TEXT,__text) external _mach_task_self
00007ff8438d82f8 (__DATA_DIRTY,__common) external _mach_task_self_
00007ff801e9da25 (__TEXT,__text) external _mach_task_special_port_description
00007ff84008cf50 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff801e9daeb (__TEXT,__text) external _mach_task_special_port_for_id
00007ff843adf8d0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff801e95621 (__TEXT,__text) external _mach_thread_self
00007ff801e9da3b (__TEXT,__text) external _mach_thread_special_port_description
